;Distance,Distance based,Add Charge,BART Fare,2000 Fare
13900,3.39,12.5,15.89,12.2
14000,3.39,12.6,15.99,12.2
14100,3.39,12.7,16.09,12.2
14200,3.39,12.8,16.19,12.2
14300,3.39,12.9,16.29,12.2
14400,3.39,13,16.39,12.2
14500,3.39,13.1,16.49,12.2
14600,3.39,13.2,16.59,12.2
14700,3.39,13.3,16.69,12.2
14800,3.39,13.4,16.79,12.2
14900,3.39,13.5,16.89,12.2
15000,3.39,13.6,16.99,12.2
15100,3.39,13.7,17.09,12.2
15200,3.39,13.8,17.19,12.2
15300,3.39,13.9,17.29,12.2
15400,3.39,14,17.39,12.2
15500,3.39,14.1,17.49,12.2
15600,3.39,14.2,17.59,12.2
15700,3.39,14.3,17.69,12.2
15800,3.39,14.4,17.79,12.2
15900,3.39,14.5,17.89,12.2
16000,3.39,14.6,17.99,12.2
16100,3.39,14.7,18.09,12.2
16200,3.39,14.8,18.19,12.2
16300,3.39,14.9,18.29,12.2
16400,3.39,15,18.39,12.2
16500,3.39,15.1,18.49,12.2
16600,3.39,15.2,18.59,12.2
16700,3.39,15.3,18.69,12.2
16800,3.39,15.4,18.79,12.2
16900,3.39,15.5,18.89,12.2
17000,3.39,15.6,18.99,12.2
17100,3.39,15.7,19.09,12.2
17200,3.39,15.8,19.19,12.2
17300,3.39,15.9,19.29,12.2
17400,3.39,16,19.39,12.2
17500,3.39,16.1,19.49,12.2
17600,3.39,16.2,19.59,12.2
17700,3.39,16.3,19.69,12.2
17800,3.39,16.4,19.79,12.2
17900,3.39,16.5,19.89,12.2
18000,3.39,16.6,19.99,12.2
18100,3.39,16.7,20.09,12.2
18200,3.39,16.8,20.19,12.2
18300,3.39,16.9,20.29,12.2
18400,3.39,17,20.39,12.2
18500,3.39,17.1,20.49,12.2
18600,3.39,17.2,20.59,12.2
18700,3.39,17.3,20.69,12.2
18800,3.39,17.4,20.79,12.2
18900,3.39,17.5,20.89,12.2
19000,3.39,17.6,20.99,12.2
19100,3.39,17.7,21.09,12.2
19200,3.39,17.8,21.19,12.2
19300,3.39,17.9,21.29,12.2
19400,3.39,18,21.39,12.2
19500,3.39,18.1,21.49,12.2
19600,3.39,18.2,21.59,12.2
19700,3.39,18.3,21.69,12.2
19800,3.39,18.4,21.79,12.2
19900,3.39,18.5,21.89,12.2
20000,3.39,18.6,21.99,12.2
20100,3.39,18.7,22.09,12.2
20200,3.39,18.8,22.19,12.2
20300,3.39,18.9,22.29,12.2
20400,3.39,19,22.39,12.2
20500,3.39,19.1,22.49,12.2
20600,3.39,19.2,22.59,12.2
20700,3.39,19.3,22.69,12.2
20800,3.39,19.4,22.79,12.2
20900,3.39,19.5,22.89,12.2
21000,3.39,19.6,22.99,12.2
21100,3.39,19.7,23.09,12.2
21200,3.39,19.8,23.19,12.2
21300,3.39,19.9,23.29,12.2
21400,3.39,20,23.39,12.2
21500,3.39,20.1,23.49,12.2
21600,3.39,20.2,23.59,12.2
21700,3.39,20.3,23.69,12.2
21800,3.39,20.4,23.79,12.2
21900,3.39,20.5,23.89,12.2
22000,3.39,20.6,23.99,12.2
22100,3.39,20.7,24.09,12.2
22200,3.39,20.8,24.19,12.2
22300,3.39,20.9,24.29,12.2
22400,3.39,21,24.39,12.2
22500,3.39,21.1,24.49,12.2
22600,3.39,21.2,24.59,12.2
22700,3.39,21.3,24.69,12.2
22800,3.39,21.4,24.79,12.2
22900,3.39,21.5,24.89,12.2
23000,3.39,21.6,24.99,12.2
23100,3.39,21.7,25.09,12.2
23200,3.39,21.8,25.19,12.2
23300,3.39,21.9,25.29,12.2
23400,3.39,22,25.39,12.2
23500,3.39,22.1,25.49,12.2
23600,3.39,22.2,25.59,12.2
23700,3.39,22.3,25.69,12.2
23800,3.39,22.4,25.79,12.2
23900,3.39,22.5,25.89,12.2
24000,3.39,22.6,25.99,12.2
24100,3.39,22.7,26.09,12.2
24200,3.39,22.8,26.19,12.2
24300,3.39,22.9,26.29,12.2
24400,3.39,23,26.39,12.2
24500,3.39,23.1,26.49,12.2
24600,3.39,23.2,26.59,12.2
24700,3.39,23.3,26.69,12.2
24800,3.39,23.4,26.79,12.2
24900,3.39,23.5,26.89,12.2
25000,3.39,23.6,26.99,12.2
25100,3.39,23.7,27.09,12.2
25200,3.39,23.8,27.19,12.2
25300,3.39,23.9,27.29,12.2
25400,3.39,24,27.39,12.2
25500,3.39,24.1,27.49,12.2
25600,3.39,24.2,27.59,12.2
25700,3.39,24.3,27.69,12.2
25800,3.39,24.4,27.79,12.2
25900,3.39,24.5,27.89,12.2
26000,3.39,24.6,27.99,12.2
26100,3.39,24.7,28.09,12.2
26200,3.39,24.8,28.19,12.2
26300,3.39,24.9,28.29,12.2
26400,3.39,25,28.39,12.2
26500,3.39,25.1,28.49,12.2
26600,3.39,25.2,28.59,12.2
26700,3.39,25.3,28.69,12.2
26800,3.39,25.4,28.79,12.2
26900,3.39,25.5,28.89,12.2
27000,3.39,25.6,28.99,12.2
27100,3.39,25.7,29.09,12.2
27200,3.39,25.8,29.19,12.2
27300,3.39,25.9,29.29,12.2
27400,3.39,26,29.39,12.2
27500,3.39,26.1,29.49,12.2
27600,3.39,26.2,29.59,12.2
27700,3.39,26.3,29.69,12.2
27800,3.39,26.4,29.79,12.2
27900,3.39,26.5,29.89,12.2
28000,3.39,26.6,29.99,12.2
28100,3.39,26.7,30.09,12.2
28200,3.39,26.8,30.19,12.2
28300,3.39,26.9,30.29,12.2
28400,3.39,27,30.39,12.2
28500,3.39,27.1,30.49,12.2
28600,3.39,27.2,30.59,12.2
28700,3.39,27.3,30.69,12.2
28800,3.39,27.4,30.79,12.2
28900,3.39,27.5,30.89,12.2
29000,3.39,27.6,30.99,12.2
29100,3.39,27.7,31.09,12.2
29200,3.39,27.8,31.19,12.2
29300,3.39,27.9,31.29,12.2
29400,3.39,28,31.39,12.2
29500,3.39,28.1,31.49,12.2
29600,3.39,28.2,31.59,12.2
29700,3.39,28.3,31.69,12.2
29800,3.39,28.4,31.79,12.2
29900,3.39,28.5,31.89,12.2
30000,3.39,28.6,31.99,12.2
30100,3.39,28.7,32.09,12.2
30200,3.39,28.8,32.19,12.2
30300,3.39,28.9,32.29,12.2
30400,3.39,29,32.39,12.2
30500,3.39,29.1,32.49,12.2
30600,3.39,29.2,32.59,12.2
30700,3.39,29.3,32.69,12.2
30800,3.39,29.4,32.79,12.2
30900,3.39,29.5,32.89,12.2
31000,3.39,29.6,32.99,12.2
31100,3.39,29.7,33.09,12.2
31200,3.39,29.8,33.19,12.2
31300,3.39,29.9,33.29,12.2
31400,3.39,30,33.39,12.2
31500,3.39,30.1,33.49,12.2
31600,3.39,30.2,33.59,12.2
31700,3.39,30.3,33.69,12.2
31800,3.39,30.4,33.79,12.2
31900,3.39,30.5,33.89,12.2
32000,3.39,30.6,33.99,12.2
32100,3.39,30.7,34.09,12.2
32200,3.39,30.8,34.19,12.2
32300,3.39,30.9,34.29,12.2
32400,3.39,31,34.39,12.2
32500,3.39,31.1,34.49,12.2
32600,3.39,31.2,34.59,12.2
32700,3.39,31.3,34.69,12.2
32800,3.39,31.4,34.79,12.2
32900,3.39,31.5,34.89,12.2
33000,3.39,31.6,34.99,12.2
33100,3.39,31.7,35.09,12.2
33200,3.39,31.8,35.19,12.2
33300,3.39,31.9,35.29,12.2
33400,3.39,32,35.39,12.2
33500,3.39,32.1,35.49,12.2
33600,3.39,32.2,35.59,12.2
33700,3.39,32.3,35.69,12.2
33800,3.39,32.4,35.79,12.2
33900,3.39,32.5,35.89,12.2
34000,3.39,32.6,35.99,12.2
34100,3.39,32.7,36.09,12.2
34200,3.39,32.8,36.19,12.2
34300,3.39,32.9,36.29,12.2
34400,3.39,33,36.39,12.2
34500,3.39,33.1,36.49,12.2
34600,3.39,33.2,36.59,12.2
34700,3.39,33.3,36.69,12.2
34800,3.39,33.4,36.79,12.2
34900,3.39,33.5,36.89,12.2
35000,3.39,33.6,36.99,12.2
35100,3.39,33.7,37.09,12.2
35200,3.39,33.8,37.19,12.2
35300,3.39,33.9,37.29,12.2
35400,3.39,34,37.39,12.2
35500,3.39,34.1,37.49,12.2
35600,3.39,34.2,37.59,12.2
35700,3.39,34.3,37.69,12.2
35800,3.39,34.4,37.79,12.2
35900,3.39,34.5,37.89,12.2
36000,3.39,34.6,37.99,12.2
36100,3.39,34.7,38.09,12.2
36200,3.39,34.8,38.19,12.2
36300,3.39,34.9,38.29,12.2
36400,3.39,35,38.39,12.2
36500,3.39,35.1,38.49,12.2
36600,3.39,35.2,38.59,12.2
36700,3.39,35.3,38.69,12.2
36800,3.39,35.4,38.79,12.2
36900,3.39,35.5,38.89,12.2
37000,3.39,35.6,38.99,12.2
37100,3.39,35.7,39.09,12.2
37200,3.39,35.8,39.19,12.2
37300,3.39,35.9,39.29,12.2
37400,3.39,36,39.39,12.2
37500,3.39,36.1,39.49,12.2
37600,3.39,36.2,39.59,12.2
37700,3.39,36.3,39.69,12.2
37800,3.39,36.4,39.79,12.2
37900,3.39,36.5,39.89,12.2
38000,3.39,36.6,39.99,12.2
38100,3.39,36.7,40.09,12.2
38200,3.39,36.8,40.19,12.2
38300,3.39,36.9,40.29,12.2
38400,3.39,37,40.39,12.2
38500,3.39,37.1,40.49,12.2
38600,3.39,37.2,40.59,12.2
38700,3.39,37.3,40.69,12.2
38800,3.39,37.4,40.79,12.2
38900,3.39,37.5,40.89,12.2
39000,3.39,37.6,40.99,12.2
39100,3.39,37.7,41.09,12.2
39200,3.39,37.8,41.19,12.2
39300,3.39,37.9,41.29,12.2
39400,3.39,38,41.39,12.2
39500,3.39,38.1,41.49,12.2
39600,3.39,38.2,41.59,12.2
39700,3.39,38.3,41.69,12.2
39800,3.39,38.4,41.79,12.2
39900,3.39,38.5,41.89,12.2
40000,3.39,38.6,41.99,12.2
40100,3.39,38.7,42.09,12.2
40200,3.39,38.8,42.19,12.2
40300,3.39,38.9,42.29,12.2
40400,3.39,39,42.39,12.2
40500,3.39,39.1,42.49,12.2
40600,3.39,39.2,42.59,12.2
40700,3.39,39.3,42.69,12.2
40800,3.39,39.4,42.79,12.2
40900,3.39,39.5,42.89,12.2
41000,3.39,39.6,42.99,12.2
41100,3.39,39.7,43.09,12.2
41200,3.39,39.8,43.19,12.2
41300,3.39,39.9,43.29,12.2
41400,3.39,40,43.39,12.2
41500,3.39,40.1,43.49,12.2
41600,3.39,40.2,43.59,12.2
41700,3.39,40.3,43.69,12.2
41800,3.39,40.4,43.79,12.2
41900,3.39,40.5,43.89,12.2
42000,3.39,40.6,43.99,12.2
42100,3.39,40.7,44.09,12.2
42200,3.39,40.8,44.19,12.2
42300,3.39,40.9,44.29,12.2
42400,3.39,41,44.39,12.2
42500,3.39,41.1,44.49,12.2
42600,3.39,41.2,44.59,12.2
42700,3.39,41.3,44.69,12.2
42800,3.39,41.4,44.79,12.2
42900,3.39,41.5,44.89,12.2
43000,3.39,41.6,44.99,12.2
43100,3.39,41.7,45.09,12.2
43200,3.39,41.8,45.19,12.2
43300,3.39,41.9,45.29,12.2
43400,3.39,42,45.39,12.2
43500,3.39,42.1,45.49,12.2
43600,3.39,42.2,45.59,12.2
43700,3.39,42.3,45.69,12.2
43800,3.39,42.4,45.79,12.2
43900,3.39,42.5,45.89,12.2
44000,3.39,42.6,45.99,12.2
44100,3.39,42.7,46.09,12.2
44200,3.39,42.8,46.19,12.2
44300,3.39,42.9,46.29,12.2
44400,3.39,43,46.39,12.2
44500,3.39,43.1,46.49,12.2
44600,3.39,43.2,46.59,12.2
44700,3.39,43.3,46.69,12.2
44800,3.39,43.4,46.79,12.2
44900,3.39,43.5,46.89,12.2
45000,3.39,43.6,46.99,12.2
45100,3.39,43.7,47.09,12.2
45200,3.39,43.8,47.19,12.2
45300,3.39,43.9,47.29,12.2
45400,3.39,44,47.39,12.2
45500,3.39,44.1,47.49,12.2
45600,3.39,44.2,47.59,12.2
45700,3.39,44.3,47.69,12.2
45800,3.39,44.4,47.79,12.2
45900,3.39,44.5,47.89,12.2
46000,3.39,44.6,47.99,12.2
46100,3.39,44.7,48.09,12.2
46200,3.39,44.8,48.19,12.2
46300,3.39,44.9,48.29,12.2
46400,3.39,45,48.39,12.2
46500,3.39,45.1,48.49,12.2
46600,3.39,45.2,48.59,12.2
46700,3.39,45.3,48.69,12.2
46800,3.39,45.4,48.79,12.2
46900,3.39,45.5,48.89,12.2
47000,3.39,45.6,48.99,12.2
47100,3.39,45.7,49.09,12.2
47200,3.39,45.8,49.19,12.2
47300,3.39,45.9,49.29,12.2
47400,3.39,46,49.39,12.2
47500,3.39,46.1,49.49,12.2
47600,3.39,46.2,49.59,12.2
47700,3.39,46.3,49.69,12.2
47800,3.39,46.4,49.79,12.2
47900,3.39,46.5,49.89,12.2
48000,3.39,46.6,49.99,12.2
48100,3.39,46.7,50.09,12.2
48200,3.39,46.8,50.19,12.2
48300,3.39,46.9,50.29,12.2
48400,3.39,47,50.39,12.2
48500,3.39,47.1,50.49,12.2
48600,3.39,47.2,50.59,12.2
48700,3.39,47.3,50.69,12.2
48800,3.39,47.4,50.79,12.2
48900,3.39,47.5,50.89,12.2
49000,3.39,47.6,50.99,12.2
49100,3.39,47.7,51.09,12.2
49200,3.39,47.8,51.19,12.2
49300,3.39,47.9,51.29,12.2
49400,3.39,48,51.39,12.2
49500,3.39,48.1,51.49,12.2
49600,3.39,48.2,51.59,12.2
49700,3.39,48.3,51.69,12.2
49800,3.39,48.4,51.79,12.2
49900,3.39,48.5,51.89,12.2
50000,3.39,48.6,51.99,12.2
50100,3.39,48.7,52.09,12.2
50200,3.39,48.8,52.19,12.2
50300,3.39,48.9,52.29,12.2
50400,3.39,49,52.39,12.2
50500,3.39,49.1,52.49,12.2
50600,3.39,49.2,52.59,12.2
50700,3.39,49.3,52.69,12.2
50800,3.39,49.4,52.79,12.2
50900,3.39,49.5,52.89,12.2
51000,3.39,49.6,52.99,12.2
51100,3.39,49.7,53.09,12.2
51200,3.39,49.8,53.19,12.2
51300,3.39,49.9,53.29,12.2
51400,3.39,50,53.39,12.2
51500,3.39,50.1,53.49,12.2
51600,3.39,50.2,53.59,12.2
51700,3.39,50.3,53.69,12.2
51800,3.39,50.4,53.79,12.2
51900,3.39,50.5,53.89,12.2
52000,3.39,50.6,53.99,12.2
52100,3.39,50.7,54.09,12.2
52200,3.39,50.8,54.19,12.2
52300,3.39,50.9,54.29,12.2
52400,3.39,51,54.39,12.2
52500,3.39,51.1,54.49,12.2
52600,3.39,51.2,54.59,12.2
52700,3.39,51.3,54.69,12.2
52800,3.39,51.4,54.79,12.2
52900,3.39,51.5,54.89,12.2
53000,3.39,51.6,54.99,12.2
53100,3.39,51.7,55.09,12.2
53200,3.39,51.8,55.19,12.2
53300,3.39,51.9,55.29,12.2
53400,3.39,52,55.39,12.2
53500,3.39,52.1,55.49,12.2
53600,3.39,52.2,55.59,12.2
53700,3.39,52.3,55.69,12.2
53800,3.39,52.4,55.79,12.2
53900,3.39,52.5,55.89,12.2
54000,3.39,52.6,55.99,12.2
54100,3.39,52.7,56.09,12.2
54200,3.39,52.8,56.19,12.2
54300,3.39,52.9,56.29,12.2
54400,3.39,53,56.39,12.2
54500,3.39,53.1,56.49,12.2
54600,3.39,53.2,56.59,12.2
54700,3.39,53.3,56.69,12.2
54800,3.39,53.4,56.79,12.2
54900,3.39,53.5,56.89,12.2
55000,3.39,53.6,56.99,12.2
55100,3.39,53.7,57.09,12.2
55200,3.39,53.8,57.19,12.2
55300,3.39,53.9,57.29,12.2
55400,3.39,54,57.39,12.2
55500,3.39,54.1,57.49,12.2
55600,3.39,54.2,57.59,12.2
55700,3.39,54.3,57.69,12.2
55800,3.39,54.4,57.79,12.2
55900,3.39,54.5,57.89,12.2
56000,3.39,54.6,57.99,12.2
56100,3.39,54.7,58.09,12.2
56200,3.39,54.8,58.19,12.2
56300,3.39,54.9,58.29,12.2
56400,3.39,55,58.39,12.2
56500,3.39,55.1,58.49,12.2
56600,3.39,55.2,58.59,12.2
56700,3.39,55.3,58.69,12.2
56800,3.39,55.4,58.79,12.2
56900,3.39,55.5,58.89,12.2
57000,3.39,55.6,58.99,12.2
57100,3.39,55.7,59.09,12.2
57200,3.39,55.8,59.19,12.2
57300,3.39,55.9,59.29,12.2
57400,3.39,56,59.39,12.2
57500,3.39,56.1,59.49,12.2
57600,3.39,56.2,59.59,12.2
57700,3.39,56.3,59.69,12.2
57800,3.39,56.4,59.79,12.2
57900,3.39,56.5,59.89,12.2
58000,3.39,56.6,59.99,12.2
58100,3.39,56.7,60.09,12.2
58200,3.39,56.8,60.19,12.2
58300,3.39,56.9,60.29,12.2
58400,3.39,57,60.39,12.2
58500,3.39,57.1,60.49,12.2
58600,3.39,57.2,60.59,12.2
58700,3.39,57.3,60.69,12.2
58800,3.39,57.4,60.79,12.2
58900,3.39,57.5,60.89,12.2
59000,3.39,57.6,60.99,12.2
59100,3.39,57.7,61.09,12.2
59200,3.39,57.8,61.19,12.2
59300,3.39,57.9,61.29,12.2
59400,3.39,58,61.39,12.2
59500,3.39,58.1,61.49,12.2
59600,3.39,58.2,61.59,12.2
59700,3.39,58.3,61.69,12.2
59800,3.39,58.4,61.79,12.2
59900,3.39,58.5,61.89,12.2
60000,3.39,58.6,61.99,12.2
60100,3.39,58.7,62.09,12.2
60200,3.39,58.8,62.19,12.2
60300,3.39,58.9,62.29,12.2
60400,3.39,59,62.39,12.2
60500,3.39,59.1,62.49,12.2
60600,3.39,59.2,62.59,12.2
60700,3.39,59.3,62.69,12.2
60800,3.39,59.4,62.79,12.2
60900,3.39,59.5,62.89,12.2
61000,3.39,59.6,62.99,12.2
61100,3.39,59.7,63.09,12.2
61200,3.39,59.8,63.19,12.2
61300,3.39,59.9,63.29,12.2
61400,3.39,60,63.39,12.2
61500,3.39,60.1,63.49,12.2
61600,3.39,60.2,63.59,12.2
61700,3.39,60.3,63.69,12.2
61800,3.39,60.4,63.79,12.2
61900,3.39,60.5,63.89,12.2
62000,3.39,60.6,63.99,12.2
62100,3.39,60.7,64.09,12.2
62200,3.39,60.8,64.19,12.2
62300,3.39,60.9,64.29,12.2
62400,3.39,61,64.39,12.2
62500,3.39,61.1,64.49,12.2
62600,3.39,61.2,64.59,12.2
62700,3.39,61.3,64.69,12.2
62800,3.39,61.4,64.79,12.2
62900,3.39,61.5,64.89,12.2
63000,3.39,61.6,64.99,12.2
63100,3.39,61.7,65.09,12.2
63200,3.39,61.8,65.19,12.2
63300,3.39,61.9,65.29,12.2
63400,3.39,62,65.39,12.2
63500,3.39,62.1,65.49,12.2
63600,3.39,62.2,65.59,12.2
63700,3.39,62.3,65.69,12.2
63800,3.39,62.4,65.79,12.2
63900,3.39,62.5,65.89,12.2
64000,3.39,62.6,65.99,12.2
64100,3.39,62.7,66.09,12.2
64200,3.39,62.8,66.19,12.2
64300,3.39,62.9,66.29,12.2
64400,3.39,63,66.39,12.2
64500,3.39,63.1,66.49,12.2
64600,3.39,63.2,66.59,12.2
64700,3.39,63.3,66.69,12.2
64800,3.39,63.4,66.79,12.2
64900,3.39,63.5,66.89,12.2
65000,3.39,63.6,66.99,12.2
65100,3.39,63.7,67.09,12.2
65200,3.39,63.8,67.19,12.2
65300,3.39,63.9,67.29,12.2
65400,3.39,64,67.39,12.2
65500,3.39,64.1,67.49,12.2
65600,3.39,64.2,67.59,12.2
65700,3.39,64.3,67.69,12.2
65800,3.39,64.4,67.79,12.2
65900,3.39,64.5,67.89,12.2
66000,3.39,64.6,67.99,12.2
66100,3.39,64.7,68.09,12.2
66200,3.39,64.8,68.19,12.2
66300,3.39,64.9,68.29,12.2
66400,3.39,65,68.39,12.2
66500,3.39,65.1,68.49,12.2
66600,3.39,65.2,68.59,12.2
66700,3.39,65.3,68.69,12.2
66800,3.39,65.4,68.79,12.2
66900,3.39,65.5,68.89,12.2
67000,3.39,65.6,68.99,12.2
67100,3.39,65.7,69.09,12.2
67200,3.39,65.8,69.19,12.2
67300,3.39,65.9,69.29,12.2
67400,3.39,66,69.39,12.2
67500,3.39,66.1,69.49,12.2
67600,3.39,66.2,69.59,12.2
67700,3.39,66.3,69.69,12.2
67800,3.39,66.4,69.79,12.2
67900,3.39,66.5,69.89,12.2
68000,3.39,66.6,69.99,12.2
68100,3.39,66.7,70.09,12.2
68200,3.39,66.8,70.19,12.2
68300,3.39,66.9,70.29,12.2
68400,3.39,67,70.39,12.2
68500,3.39,67.1,70.49,12.2
68600,3.39,67.2,70.59,12.2
68700,3.39,67.3,70.69,12.2
68800,3.39,67.4,70.79,12.2
68900,3.39,67.5,70.89,12.2
69000,3.39,67.6,70.99,12.2
69100,3.39,67.7,71.09,12.2
69200,3.39,67.8,71.19,12.2
69300,3.39,67.9,71.29,12.2
69400,3.39,68,71.39,12.2
69500,3.39,68.1,71.49,12.2
69600,3.39,68.2,71.59,12.2
69700,3.39,68.3,71.69,12.2
69800,3.39,68.4,71.79,12.2
69900,3.39,68.5,71.89,12.2
70000,3.39,68.6,71.99,12.2
70100,3.39,68.7,72.09,12.2
70200,3.39,68.8,72.19,12.2
70300,3.39,68.9,72.29,12.2
70400,3.39,69,72.39,12.2
70500,3.39,69.1,72.49,12.2
70600,3.39,69.2,72.59,12.2
70700,3.39,69.3,72.69,12.2
70800,3.39,69.4,72.79,12.2
70900,3.39,69.5,72.89,12.2
71000,3.39,69.6,72.99,12.2
71100,3.39,69.7,73.09,12.2
71200,3.39,69.8,73.19,12.2
71300,3.39,69.9,73.29,12.2
71400,3.39,70,73.39,12.2
71500,3.39,70.1,73.49,12.2
71600,3.39,70.2,73.59,12.2
71700,3.39,70.3,73.69,12.2
71800,3.39,70.4,73.79,12.2
71900,3.39,70.5,73.89,12.2
72000,3.39,70.6,73.99,12.2
72100,3.39,70.7,74.09,12.2
72200,3.39,70.8,74.19,12.2
72300,3.39,70.9,74.29,12.2
72400,3.39,71,74.39,12.2
72500,3.39,71.1,74.49,12.2
72600,3.39,71.2,74.59,12.2
72700,3.39,71.3,74.69,12.2
72800,3.39,71.4,74.79,12.2
72900,3.39,71.5,74.89,12.2
73000,3.39,71.6,74.99,12.2
73100,3.39,71.7,75.09,12.2
73200,3.39,71.8,75.19,12.2
73300,3.39,71.9,75.29,12.2
73400,3.39,72,75.39,12.2
73500,3.39,72.1,75.49,12.2
73600,3.39,72.2,75.59,12.2
73700,3.39,72.3,75.69,12.2
73800,3.39,72.4,75.79,12.2
73900,3.39,72.5,75.89,12.2
74000,3.39,72.6,75.99,12.2
74100,3.39,72.7,76.09,12.2
