;Distance,Distance based,Add Charge,BART Fare,2000 Fare
74300,3.39,72.9,76.29,8.09
74400,3.39,73,76.39,8.09
74500,3.39,73.1,76.49,8.09
74600,3.39,73.2,76.59,8.09
74700,3.39,73.3,76.69,8.09
74800,3.39,73.4,76.79,8.09
74900,3.39,73.5,76.89,8.09
75000,3.39,73.6,76.99,8.09
75100,3.39,73.7,77.09,8.09
75200,3.39,73.8,77.19,8.09
75300,3.39,73.9,77.29,8.09
75400,3.39,74,77.39,8.09
75500,3.39,74.1,77.49,8.09
75600,3.39,74.2,77.59,8.09
75700,3.39,74.3,77.69,8.09
75800,3.39,74.4,77.79,8.09
75900,3.39,74.5,77.89,8.09
76000,3.39,74.6,77.99,8.09
76100,3.39,74.7,78.09,8.09
76200,3.39,74.8,78.19,8.09
76300,3.39,74.9,78.29,8.09
76400,3.39,75,78.39,8.09
76500,3.39,75.1,78.49,8.09
76600,3.39,75.2,78.59,8.09
76700,3.39,75.3,78.69,8.09
76800,3.39,75.4,78.79,8.09
76900,3.39,75.5,78.89,8.09
77000,3.39,75.6,78.99,8.09
77100,3.39,75.7,79.09,8.09
77200,3.39,75.8,79.19,8.09
77300,3.39,75.9,79.29,8.09
77400,3.39,76,79.39,8.09
77500,3.39,76.1,79.49,8.09
77600,3.39,76.2,79.59,8.09
77700,3.39,76.3,79.69,8.09
77800,3.39,76.4,79.79,8.09
77900,3.39,76.5,79.89,8.09
78000,3.39,76.6,79.99,8.09
78100,3.39,76.7,80.09,8.09
78200,3.39,76.8,80.19,8.09
78300,3.39,76.9,80.29,8.09
78400,3.39,77,80.39,8.09
78500,3.39,77.1,80.49,8.09
78600,3.39,77.2,80.59,8.09
78700,3.39,77.3,80.69,8.09
78800,3.39,77.4,80.79,8.09
78900,3.39,77.5,80.89,8.09
79000,3.39,77.6,80.99,8.09
79100,3.39,77.7,81.09,8.09
79200,3.39,77.8,81.19,8.09
79300,3.39,77.9,81.29,8.09
79400,3.39,78,81.39,8.09
79500,3.39,78.1,81.49,8.09
79600,3.39,78.2,81.59,8.09
79700,3.39,78.3,81.69,8.09
79800,3.39,78.4,81.79,8.09
79900,3.39,78.5,81.89,8.09
80000,3.39,78.6,81.99,8.09
80100,3.39,78.7,82.09,8.09
80200,3.39,78.8,82.19,8.09
80300,3.39,78.9,82.29,8.09
80400,3.39,79,82.39,8.09
80500,3.39,79.1,82.49,8.09
80600,3.39,79.2,82.59,8.09
80700,3.39,79.3,82.69,8.09
80800,3.39,79.4,82.79,8.09
80900,3.39,79.5,82.89,8.09
81000,3.39,79.6,82.99,8.09
81100,3.39,79.7,83.09,8.09
81200,3.39,79.8,83.19,8.09
81300,3.39,79.9,83.29,8.09
81400,3.39,80,83.39,8.09
81500,3.39,80.1,83.49,8.09
81600,3.39,80.2,83.59,8.09
81700,3.39,80.3,83.69,8.09
81800,3.39,80.4,83.79,8.09
81900,3.39,80.5,83.89,8.09
82000,3.39,80.6,83.99,8.09
82100,3.39,80.7,84.09,8.09
82200,3.39,80.8,84.19,8.09
82300,3.39,80.9,84.29,8.09
82400,3.39,81,84.39,8.09
82500,3.39,81.1,84.49,8.09
82600,3.39,81.2,84.59,8.09
82700,3.39,81.3,84.69,8.09
82800,3.39,81.4,84.79,8.09
82900,3.39,81.5,84.89,8.09
83000,3.39,81.6,84.99,8.09
83100,3.39,81.7,85.09,8.09
83200,3.39,81.8,85.19,8.09
83300,3.39,81.9,85.29,8.09
83400,3.39,82,85.39,8.09
83500,3.39,82.1,85.49,8.09
83600,3.39,82.2,85.59,8.09
83700,3.39,82.3,85.69,8.09
83800,3.39,82.4,85.79,8.09
83900,3.39,82.5,85.89,8.09
84000,3.39,82.6,85.99,8.09
84100,3.39,82.7,86.09,8.09
84200,3.39,82.8,86.19,8.09
84300,3.39,82.9,86.29,8.09
84400,3.39,83,86.39,8.09
84500,3.39,83.1,86.49,8.09
84600,3.39,83.2,86.59,8.09
84700,3.39,83.3,86.69,8.09
84800,3.39,83.4,86.79,8.09
84900,3.39,83.5,86.89,8.09
85000,3.39,83.6,86.99,8.09
85100,3.39,83.7,87.09,8.09
85200,3.39,83.8,87.19,8.09
85300,3.39,83.9,87.29,8.09
85400,3.39,84,87.39,8.09
85500,3.39,84.1,87.49,8.09
85600,3.39,84.2,87.59,8.09
85700,3.39,84.3,87.69,8.09
85800,3.39,84.4,87.79,8.09
85900,3.39,84.5,87.89,8.09
86000,3.39,84.6,87.99,8.09
86100,3.39,84.7,88.09,8.09
86200,3.39,84.8,88.19,8.09
86300,3.39,84.9,88.29,8.09
86400,3.39,85,88.39,8.09
86500,3.39,85.1,88.49,8.09
86600,3.39,85.2,88.59,8.09
86700,3.39,85.3,88.69,8.09
86800,3.39,85.4,88.79,8.09
86900,3.39,85.5,88.89,8.09
87000,3.39,85.6,88.99,8.09
87100,3.39,85.7,89.09,8.09
87200,3.39,85.8,89.19,8.09
87300,3.39,85.9,89.29,8.09
87400,3.39,86,89.39,8.09
87500,3.39,86.1,89.49,8.09
87600,3.39,86.2,89.59,8.09
87700,3.39,86.3,89.69,8.09
87800,3.39,86.4,89.79,8.09
87900,3.39,86.5,89.89,8.09
88000,3.39,86.6,89.99,8.09
88100,3.39,86.7,90.09,8.09
88200,3.39,86.8,90.19,8.09
88300,3.39,86.9,90.29,8.09
88400,3.39,87,90.39,8.09
88500,3.39,87.1,90.49,8.09
88600,3.39,87.2,90.59,8.09
88700,3.39,87.3,90.69,8.09
88800,3.39,87.4,90.79,8.09
88900,3.39,87.5,90.89,8.09
89000,3.39,87.6,90.99,8.09
89100,3.39,87.7,91.09,8.09
89200,3.39,87.8,91.19,8.09
89300,3.39,87.9,91.29,8.09
89400,3.39,88,91.39,8.09
89500,3.39,88.1,91.49,8.09
89600,3.39,88.2,91.59,8.09
89700,3.39,88.3,91.69,8.09
89800,3.39,88.4,91.79,8.09
89900,3.39,88.5,91.89,8.09
90000,3.39,88.6,91.99,8.09
90100,3.39,88.7,92.09,8.09
90200,3.39,88.8,92.19,8.09
90300,3.39,88.9,92.29,8.09
90400,3.39,89,92.39,8.09
90500,3.39,89.1,92.49,8.09
90600,3.39,89.2,92.59,8.09
90700,3.39,89.3,92.69,8.09
90800,3.39,89.4,92.79,8.09
90900,3.39,89.5,92.89,8.09
91000,3.39,89.6,92.99,8.09
91100,3.39,89.7,93.09,8.09
91200,3.39,89.8,93.19,8.09
91300,3.39,89.9,93.29,8.09
91400,3.39,90,93.39,8.09
91500,3.39,90.1,93.49,8.09
91600,3.39,90.2,93.59,8.09
91700,3.39,90.3,93.69,8.09
91800,3.39,90.4,93.79,8.09
91900,3.39,90.5,93.89,8.09
92000,3.39,90.6,93.99,8.09
92100,3.39,90.7,94.09,8.09
92200,3.39,90.8,94.19,8.09
92300,3.39,90.9,94.29,8.09
92400,3.39,91,94.39,8.09
92500,3.39,91.1,94.49,8.09
92600,3.39,91.2,94.59,8.09
92700,3.39,91.3,94.69,8.09
92800,3.39,91.4,94.79,8.09
92900,3.39,91.5,94.89,8.09
93000,3.39,91.6,94.99,8.09
93100,3.39,91.7,95.09,8.09
93200,3.39,91.8,95.19,8.09
93300,3.39,91.9,95.29,8.09
93400,3.39,92,95.39,8.09
93500,3.39,92.1,95.49,8.09
93600,3.39,92.2,95.59,8.09
93700,3.39,92.3,95.69,8.09
93800,3.39,92.4,95.79,8.09
93900,3.39,92.5,95.89,8.09
94000,3.39,92.6,95.99,8.09
94100,3.39,92.7,96.09,8.09
94200,3.39,92.8,96.19,8.09
94300,3.39,92.9,96.29,8.09
94400,3.39,93,96.39,8.09
94500,3.39,93.1,96.49,8.09
94600,3.39,93.2,96.59,8.09
94700,3.39,93.3,96.69,8.09
94800,3.39,93.4,96.79,8.09
94900,3.39,93.5,96.89,8.09
95000,3.39,93.6,96.99,8.09
95100,3.39,93.7,97.09,8.09
95200,3.39,93.8,97.19,8.09
95300,3.39,93.9,97.29,8.09
95400,3.39,94,97.39,8.09
95500,3.39,94.1,97.49,8.09
95600,3.39,94.2,97.59,8.09
95700,3.39,94.3,97.69,8.09
95800,3.39,94.4,97.79,8.09
95900,3.39,94.5,97.89,8.09
96000,3.39,94.6,97.99,8.09
96100,3.39,94.7,98.09,8.09
96200,3.39,94.8,98.19,8.09
96300,3.39,94.9,98.29,8.09
96400,3.39,95,98.39,8.09
96500,3.39,95.1,98.49,8.09
96600,3.39,95.2,98.59,8.09
96700,3.39,95.3,98.69,8.09
96800,3.39,95.4,98.79,8.09
96900,3.39,95.5,98.89,8.09
97000,3.39,95.6,98.99,8.09
97100,3.39,95.7,99.09,8.09
97200,3.39,95.8,99.19,8.09
97300,3.39,95.9,99.29,8.09
97400,3.39,96,99.39,8.09
97500,3.39,96.1,99.49,8.09
97600,3.39,96.2,99.59,8.09
97700,3.39,96.3,99.69,8.09
97800,3.39,96.4,99.79,8.09
97900,3.39,96.5,99.89,8.09
98000,3.39,96.6,99.99,8.09
98100,3.39,96.7,100.09,8.09
98200,3.39,96.8,100.19,8.09
98300,3.39,96.9,100.29,8.09
98400,3.39,97,100.39,8.09
98500,3.39,97.1,100.49,8.09
98600,3.39,97.2,100.59,8.09
98700,3.39,97.3,100.69,8.09
98800,3.39,97.4,100.79,8.09
98900,3.39,97.5,100.89,8.09
99000,3.39,97.6,100.99,8.09
99100,3.39,97.7,101.09,8.09
99200,3.39,97.8,101.19,8.09
99300,3.39,97.9,101.29,8.09
99400,3.39,98,101.39,8.09
99500,3.39,98.1,101.49,8.09
99600,3.39,98.2,101.59,8.09
99700,3.39,98.3,101.69,8.09
99800,3.39,98.4,101.79,8.09
99900,3.39,98.5,101.89,8.09
