run,period,comp,cube,aeq,pct,corr,n
drv_hvy_wlk,MD,BOARDS,2.0050,2.0026,-0.1181,0.9944,1181107
drv_hvy_wlk,MD,FARE,425.8718,441.2019,3.5997,0.9183,1181107
drv_hvy_wlk,MD,KEYIVT,41.3471,41.3717,0.0597,0.9961,1181107
drv_hvy_wlk,MD,DTIM,11.2121,11.2472,0.3133,0.9973,1181107
drv_hvy_wlk,MD,DDIST,7.9354,7.8826,-0.6642,0.9974,1181107
drv_hvy_wlk,PM,TOTIVT,58.0110,57.7717,-0.4125,0.9918,1221767
drv_hvy_wlk,PM,IWAIT,6.3832,7.3151,14.5989,0.6973,1221767
drv_hvy_wlk,PM,XWAIT,12.0515,11.8159,-1.9552,0.9454,994718
drv_hvy_wlk,PM,WAUX,3.6202,3.5347,-2.3612,0.9306,1221767
drv_hvy_wlk,PM,BOARDS,2.0129,2.0113,-0.0788,0.9944,1221767
drv_hvy_wlk,PM,FARE,433.8048,448.5468,3.3983,0.9160,1221767
drv_hvy_wlk,PM,KEYIVT,41.4143,41.4574,0.1043,0.9910,1221767
drv_hvy_wlk,PM,DTIM,11.5940,11.2644,-2.8426,0.9901,1221767
drv_hvy_wlk,PM,DDIST,8.0786,7.9015,-2.1921,0.9952,1221767
drv_hvy_wlk,EV,TOTIVT,56.1865,55.6900,-0.8837,0.9937,1075473
drv_hvy_wlk,EV,IWAIT,5.3488,5.7344,7.2092,0.5250,1075473
drv_hvy_wlk,EV,XWAIT,12.7303,13.0600,2.5906,0.9632,891907
drv_hvy_wlk,EV,WAUX,3.4288,3.4049,-0.6989,0.9180,1075473
drv_hvy_wlk,EV,BOARDS,2.0855,2.0681,-0.8351,0.9950,1075473
drv_hvy_wlk,EV,FARE,417.2783,432.8201,3.7245,0.9054,1075473
drv_hvy_wlk,EV,KEYIVT,41.3415,41.2519,-0.2167,0.9963,1075473
drv_hvy_wlk,EV,DTIM,10.9437,11.2699,2.9802,0.9956,1075473
drv_hvy_wlk,EV,DDIST,7.9113,7.9266,0.1929,0.9966,1075473
drv_com_wlk,EA,TOTIVT,46.1385,43.8608,-4.9368,0.9269,228355
drv_com_wlk,EA,IWAIT,28.7190,24.5777,-14.4200,0.9429,228355
drv_com_wlk,EA,XWAIT,27.6805,32.4680,17.2954,0.7331,170456
drv_com_wlk,EA,WAUX,4.4173,3.9857,-9.7704,0.6768,228355
drv_com_wlk,EA,BOARDS,1.8447,1.7953,-2.6817,0.9240,228355
drv_com_wlk,EA,FARE,507.5984,452.8302,-10.7897,0.6737,228355
drv_com_wlk,EA,KEYIVT,32.7159,28.4690,-12.9810,0.9229,228355
drv_com_wlk,EA,DTIM,8.8815,9.2693,4.3661,0.9877,228355
drv_com_wlk,EA,DDIST,5.9550,5.8435,-1.8724,0.9824,228355
drv_com_wlk,AM,TOTIVT,57.9916,58.5495,0.9620,0.9798,803771
drv_com_wlk,AM,IWAIT,23.3480,21.9935,-5.8017,0.7880,803771
drv_com_wlk,AM,XWAIT,10.9066,9.7589,-10.5225,0.8396,734628
drv_com_wlk,AM,WAUX,4.5141,4.1066,-9.0275,0.8064,803771
drv_com_wlk,AM,BOARDS,2.1438,2.1470,0.1489,0.9853,803771
drv_com_wlk,AM,FARE,651.1146,569.5348,-12.5292,0.7574,803771
drv_com_wlk,AM,KEYIVT,35.1785,35.2218,0.1230,0.9743,803771
drv_com_wlk,AM,DTIM,9.8544,9.8359,-0.1871,0.9943,803771
drv_com_wlk,AM,DDIST,6.3550,6.3228,-0.5069,0.9935,803771
drv_com_wlk,MD,TOTIVT,55.2677,53.2307,-3.6857,0.9525,536751
drv_com_wlk,MD,IWAIT,27.7261,26.7235,-3.6159,0.9293,536751
drv_com_wlk,MD,XWAIT,10.4511,10.3392,-1.0705,0.8830,479442
drv_com_wlk,MD,WAUX,3.9891,3.7165,-6.8326,0.7592,536751
drv_com_wlk,MD,BOARDS,2.0762,2.0906,0.6927,0.9825,536751
drv_com_wlk,MD,FARE,584.4001,499.8020,-14.4761,0.6026,536751
drv_com_wlk,MD,KEYIVT,33.1530,30.4989,-8.0058,0.9488,536751
drv_com_wlk,MD,DTIM,9.3035,9.4287,1.3450,0.9870,536751
drv_com_wlk,MD,DDIST,5.9961,5.9157,-1.3399,0.9818,536751
drv_com_wlk,PM,TOTIVT,55.8259,53.4197,-4.3102,0.9353,696276
drv_com_wlk,PM,IWAIT,22.4986,22.1298,-1.6395,0.7967,696276
drv_com_wlk,PM,XWAIT,10.6675,9.5193,-10.7634,0.8114,630458
drv_com_wlk,PM,WAUX,4.4685,4.0732,-8.8459,0.7558,696276
drv_com_wlk,PM,BOARDS,2.1343,2.1552,0.9812,0.9563,696276
drv_com_wlk,PM,FARE,640.2340,536.7330,-16.1661,0.6404,696276
drv_com_wlk,PM,KEYIVT,31.3674,28.3233,-9.7047,0.9279,696276
drv_com_wlk,PM,DTIM,9.9481,9.8445,-1.0419,0.9824,696276
drv_com_wlk,PM,DDIST,6.4261,6.2838,-2.2148,0.9787,696276
drv_com_wlk,EV,TOTIVT,58.0960,55.6050,-4.2878,0.9614,482617
drv_com_wlk,EV,IWAIT,17.8931,19.3112,7.9254,0.8997,482617
drv_com_wlk,EV,XWAIT,12.3849,9.6801,-21.8400,0.8818,430632
drv_com_wlk,EV,WAUX,4.0545,3.6754,-9.3491,0.5654,482617
drv_com_wlk,EV,BOARDS,2.1157,2.1100,-0.2710,0.9779,482617
drv_com_wlk,EV,FARE,584.1550,499.4625,-14.4983,0.6187,482617
drv_com_wlk,EV,KEYIVT,34.3545,30.8719,-10.1371,0.9526,482617
drv_com_wlk,EV,DTIM,9.0898,9.5517,5.0823,0.9840,482617
drv_com_wlk,EV,DDIST,6.0952,6.0234,-1.1792,0.9766,482617
wlk_loc_drv,EA,TOTIVT,39.8898,39.0747,-2.0433,0.9783,208198
wlk_loc_drv,EA,IWAIT,30.8933,31.9037,3.2705,0.8719,208198
wlk_loc_drv,EA,XWAIT,26.2764,27.5173,4.7227,0.7519,105643
wlk_loc_drv,EA,WAUX,3.0121,3.4836,15.6511,0.2327,33363
wlk_loc_drv,EA,BOARDS,1.5062,1.5060,-0.0176,0.9702,208198
wlk_loc_drv,EA,FARE,180.5133,172.2898,-4.5556,0.8264,208198
wlk_loc_drv,EA,DTIM,4.9953,5.0141,0.3763,0.9519,208198
wlk_loc_drv,EA,DDIST,3.1736,3.1183,-1.7425,0.9582,208198
wlk_loc_drv,AM,TOTIVT,52.7026,51.4811,-2.3178,0.9895,464312
wlk_loc_drv,AM,IWAIT,10.4582,10.5507,0.8846,0.9188,464312
wlk_loc_drv,AM,XWAIT,15.7809,15.9046,0.7844,0.9718,342278
wlk_loc_drv,AM,WAUX,4.7604,4.9022,2.9780,0.8649,97948
wlk_loc_drv,AM,BOARDS,2.0368,2.0344,-0.1211,0.9912,464312
wlk_loc_drv,AM,FARE,191.5210,190.4559,-0.5562,0.9596,464312
wlk_loc_drv,AM,DTIM,5.6798,5.6509,-0.5088,0.9670,464312
wlk_loc_drv,AM,DDIST,3.5915,3.5816,-0.2746,0.9693,464312
wlk_loc_drv,MD,TOTIVT,51.9920,50.5995,-2.6782,0.9880,438615
wlk_loc_drv,MD,IWAIT,10.3435,10.3773,0.3268,0.9448,438615
wlk_loc_drv,MD,XWAIT,15.1771,15.2655,0.5822,0.9733,317757
wlk_loc_drv,MD,WAUX,4.1940,4.4996,7.2860,0.8525,79032
wlk_loc_drv,MD,BOARDS,1.9905,1.9895,-0.0514,0.9921,438615
wlk_loc_drv,MD,FARE,186.6426,184.6761,-1.0536,0.9594,438615
wlk_loc_drv,MD,DTIM,5.7944,5.7676,-0.4625,0.9628,438615
wlk_loc_drv,MD,DDIST,3.7091,3.7028,-0.1707,0.9641,438615
wlk_loc_drv,PM,TOTIVT,53.3271,52.1005,-2.3001,0.9876,484659
wlk_loc_drv,PM,IWAIT,9.2772,9.4627,1.9999,0.9229,484659
wlk_loc_drv,PM,XWAIT,14.7112,14.9147,1.3838,0.9639,363570
wlk_loc_drv,PM,WAUX,5.2949,5.1894,-1.9914,0.8612,113049
wlk_loc_drv,PM,BOARDS,2.1125,2.1080,-0.2142,0.9910,484659
wlk_loc_drv,PM,FARE,194.3308,193.5801,-0.3863,0.9634,484659
wlk_loc_drv,PM,DTIM,5.7082,5.6385,-1.2208,0.9589,484659
wlk_loc_drv,PM,DDIST,3.5662,3.5863,0.5636,0.9616,484659
wlk_loc_drv,EV,TOTIVT,51.8727,50.5401,-2.5691,0.9850,438269
wlk_loc_drv,EV,IWAIT,13.1835,13.0766,-0.8110,0.9336,438269
wlk_loc_drv,EV,XWAIT,17.5875,17.7827,1.1099,0.9613,313617
wlk_loc_drv,EV,WAUX,4.4669,4.9106,9.9326,0.8228,92414
wlk_loc_drv,EV,BOARDS,1.9553,1.9635,0.4164,0.9835,438269
wlk_loc_drv,EV,FARE,190.3471,187.4067,-1.5448,0.9582,438269
wlk_loc_drv,EV,DTIM,5.4565,5.5371,1.4773,0.9563,438269
wlk_loc_drv,EV,DDIST,3.5177,3.5139,-0.1072,0.9576,438269
wlk_lrf_drv,EA,TOTIVT,26.9172,27.3267,1.5214,0.9702,43362
wlk_lrf_drv,EA,IWAIT,46.3186,48.1032,3.8529,0.8934,43362
wlk_lrf_drv,EA,XWAIT,42.1915,36.9077,-12.5234,0.7708,16898
wlk_lrf_drv,EA,WAUX,2.3407,2.4994,6.7828,0.6710,43085
wlk_lrf_drv,EA,BOARDS,1.3894,1.3861,-0.2354,0.9960,43362
wlk_lrf_drv,EA,FARE,159.6402,159.0680,-0.3585,0.9658,43362
wlk_lrf_drv,EA,KEYIVT,20.6860,20.2538,-2.0896,0.9591,43362
wlk_lrf_drv,EA,DTIM,14.5951,14.9658,2.5400,0.9970,43362
wlk_lrf_drv,EA,DDIST,12.2840,12.4750,1.5550,0.9972,43362
wlk_lrf_drv,AM,TOTIVT,48.4859,50.2409,3.6197,0.9664,417743
wlk_lrf_drv,AM,IWAIT,8.6006,8.6748,0.8631,0.9126,417743
wlk_lrf_drv,AM,XWAIT,21.3973,18.2744,-14.5950,0.9726,369686
wlk_lrf_drv,AM,WAUX,5.3661,5.3351,-0.5762,0.9808,413209
wlk_lrf_drv,AM,BOARDS,1.9686,1.9648,-0.1930,0.9900,417743
wlk_lrf_drv,AM,FARE,294.6762,294.6347,-0.0141,0.9924,417743
wlk_lrf_drv,AM,KEYIVT,32.4953,34.0781,4.8708,0.9562,417743
wlk_lrf_drv,AM,DTIM,19.7135,19.8997,0.9445,0.9982,417743
wlk_lrf_drv,AM,DDIST,16.4818,16.7239,1.4687,0.9979,417743
wlk_lrf_drv,MD,TOTIVT,47.5397,47.9939,0.9554,0.9783,337322
wlk_lrf_drv,MD,IWAIT,8.7341,8.1452,-6.7429,0.9009,337322
wlk_lrf_drv,MD,XWAIT,19.1867,16.0476,-16.3610,0.9573,294809
wlk_lrf_drv,MD,WAUX,4.7745,4.7700,-0.0932,0.9421,332483
wlk_lrf_drv,MD,BOARDS,1.9686,1.9628,-0.2945,0.9817,337322
wlk_lrf_drv,MD,FARE,271.0594,270.4636,-0.2198,0.9872,337312
wlk_lrf_drv,MD,KEYIVT,32.2341,32.4412,0.6426,0.9639,337322
wlk_lrf_drv,MD,DTIM,19.7289,19.9318,1.0284,0.9963,337322
wlk_lrf_drv,MD,DDIST,16.8874,16.8814,-0.0356,0.9970,337322
wlk_lrf_drv,PM,TOTIVT,48.3951,49.7257,2.7495,0.9762,354889
wlk_lrf_drv,PM,IWAIT,8.7718,8.5813,-2.1715,0.9070,354889
wlk_lrf_drv,PM,XWAIT,16.7174,14.7085,-12.0169,0.9332,307891
wlk_lrf_drv,PM,WAUX,4.8078,4.8380,0.6279,0.9365,349959
wlk_lrf_drv,PM,BOARDS,1.9720,1.9649,-0.3619,0.9789,354889
wlk_lrf_drv,PM,FARE,286.1265,284.9984,-0.3943,0.9911,354875
wlk_lrf_drv,PM,KEYIVT,33.2903,34.4653,3.5295,0.9662,354889
wlk_lrf_drv,PM,DTIM,19.3993,19.6950,1.5241,0.9964,354889
wlk_lrf_drv,PM,DDIST,16.2949,16.6596,2.2379,0.9971,354889
wlk_lrf_drv,EV,TOTIVT,42.4328,42.6290,0.4623,0.9812,243962
wlk_lrf_drv,EV,IWAIT,13.1184,12.6430,-3.6245,0.9442,243962
wlk_lrf_drv,EV,XWAIT,20.2075,18.5952,-7.9789,0.9790,203387
wlk_lrf_drv,EV,WAUX,3.6889,3.6645,-0.6614,0.9536,239504
wlk_lrf_drv,EV,BOARDS,1.8818,1.8824,0.0365,0.9885,243962
wlk_lrf_drv,EV,FARE,208.5778,207.1279,-0.6952,0.9753,243942
wlk_lrf_drv,EV,KEYIVT,26.7679,26.7104,-0.2148,0.9606,243962
wlk_lrf_drv,EV,DTIM,19.3449,19.6119,1.3801,0.9930,243962
wlk_lrf_drv,EV,DDIST,16.6117,16.8477,1.4210,0.9971,243962
wlk_exp_drv,EA,TOTIVT,53.7394,53.0513,-1.2803,0.9939,64480
wlk_exp_drv,EA,IWAIT,23.2845,21.2681,-8.6602,0.9356,64480
wlk_exp_drv,EA,XWAIT,27.7639,36.1738,30.2907,0.8877,58482
wlk_exp_drv,EA,WAUX,5.4828,5.3740,-1.9842,0.8403,28703
wlk_exp_drv,EA,BOARDS,1.9666,1.9761,0.4856,0.9830,64480
wlk_exp_drv,EA,FARE,569.3654,540.1691,-5.1279,0.9464,64480
wlk_exp_drv,EA,KEYIVT,37.3196,36.7597,-1.5004,0.9906,64480
wlk_exp_drv,EA,DTIM,8.9528,9.2894,3.7601,0.9968,64480
wlk_exp_drv,EA,DDIST,6.0242,6.0536,0.4882,0.9938,64480
wlk_exp_drv,AM,TOTIVT,58.8848,58.5629,-0.5465,0.9877,266097
wlk_exp_drv,AM,IWAIT,12.5983,13.1342,4.2531,0.9261,266097
wlk_exp_drv,AM,XWAIT,23.7313,21.7735,-8.2502,0.8917,247544
wlk_exp_drv,AM,WAUX,2.0877,2.7086,29.7435,0.7134,133197
wlk_exp_drv,AM,BOARDS,2.3218,2.3100,-0.5119,0.9799,266097
wlk_exp_drv,AM,FARE,515.7967,495.5386,-3.9275,0.9001,266097
wlk_exp_drv,AM,KEYIVT,34.4452,34.0210,-1.2316,0.9690,266097
wlk_exp_drv,AM,DTIM,10.0545,10.0629,0.0837,0.9966,266097
wlk_exp_drv,AM,DDIST,6.7075,6.7185,0.1651,0.9949,266097
wlk_exp_drv,MD,TOTIVT,58.3242,57.3088,-1.7410,0.9923,222289
wlk_exp_drv,MD,IWAIT,10.7563,11.1891,4.0243,0.9004,222289
wlk_exp_drv,MD,XWAIT,26.3683,24.9582,-5.3475,0.8424,209252
wlk_exp_drv,MD,WAUX,2.0682,2.8870,39.5917,0.7237,116418
wlk_exp_drv,MD,BOARDS,2.3663,2.3663,-0.0026,0.9909,222289
wlk_exp_drv,MD,FARE,523.5340,496.5061,-5.1626,0.9129,222289
wlk_exp_drv,MD,KEYIVT,33.8932,32.8429,-3.0989,0.9848,222289
wlk_exp_drv,MD,DTIM,9.9563,10.0122,0.5614,0.9971,222289
wlk_exp_drv,MD,DDIST,6.6169,6.6226,0.0864,0.9954,222289
wlk_exp_drv,PM,TOTIVT,57.7245,57.5870,-0.2383,0.9828,302841
wlk_exp_drv,PM,IWAIT,11.1204,11.5200,3.5930,0.8817,302841
wlk_exp_drv,PM,XWAIT,22.1643,21.5584,-2.7336,0.9143,280031
wlk_exp_drv,PM,WAUX,2.3804,2.7107,13.8729,0.7947,157416
wlk_exp_drv,PM,BOARDS,2.2456,2.2468,0.0525,0.9680,302841
wlk_exp_drv,PM,FARE,493.4286,488.9381,-0.9101,0.9247,302841
wlk_exp_drv,PM,KEYIVT,33.3648,33.0286,-1.0077,0.9725,302841
wlk_exp_drv,PM,DTIM,10.1902,10.0436,-1.4389,0.9917,302841
wlk_exp_drv,PM,DDIST,6.7466,6.7165,-0.4453,0.9887,302841
wlk_exp_drv,EV,TOTIVT,61.8974,60.7624,-1.8336,0.9887,201984
wlk_exp_drv,EV,IWAIT,11.5820,11.7042,1.0557,0.9183,201984
wlk_exp_drv,EV,XWAIT,22.3232,21.2109,-4.9827,0.8866,190879
wlk_exp_drv,EV,WAUX,3.0095,3.7098,23.2710,0.7285,129012
wlk_exp_drv,EV,BOARDS,2.3397,2.3289,-0.4609,0.9890,201984
wlk_exp_drv,EV,FARE,566.0111,533.1250,-5.8101,0.9107,201984
wlk_exp_drv,EV,KEYIVT,40.1139,39.3973,-1.7864,0.9827,201984
wlk_exp_drv,EV,DTIM,9.6120,9.9521,3.5378,0.9970,201984
wlk_exp_drv,EV,DDIST,6.3367,6.3905,0.8495,0.9949,201984
wlk_hvy_drv,EA,TOTIVT,46.6666,46.9195,0.5420,0.9816,699493
wlk_hvy_drv,EA,IWAIT,23.0523,23.4446,1.7020,0.8619,699493
wlk_hvy_drv,EA,XWAIT,17.6644,19.7332,11.7117,0.6668,473060
wlk_hvy_drv,EA,WAUX,3.8627,3.7955,-1.7382,0.8441,699493
wlk_hvy_drv,EA,BOARDS,1.6868,1.6860,-0.0434,0.9879,699493
wlk_hvy_drv,EA,FARE,406.7929,412.3349,1.3624,0.8921,699493
wlk_hvy_drv,EA,KEYIVT,37.5091,37.4846,-0.0653,0.9860,699493
wlk_hvy_drv,EA,DTIM,11.0646,11.3664,2.7278,0.9952,699493
wlk_hvy_drv,EA,DDIST,8.0096,7.9675,-0.5248,0.9961,699493
wlk_hvy_drv,AM,TOTIVT,57.5629,57.6168,0.0938,0.9934,1213770
wlk_hvy_drv,AM,IWAIT,9.6705,9.4886,-1.8813,0.9111,1213770
wlk_hvy_drv,AM,XWAIT,8.3127,9.1732,10.3517,0.8582,985955
wlk_hvy_drv,AM,WAUX,3.7602,3.7078,-1.3937,0.9371,1213770
wlk_hvy_drv,AM,BOARDS,2.0083,2.0069,-0.0676,0.9969,1213770
wlk_hvy_drv,AM,FARE,458.9552,471.2438,2.6775,0.9189,1213770
wlk_hvy_drv,AM,KEYIVT,41.1381,41.2828,0.3519,0.9943,1213770
wlk_hvy_drv,AM,DTIM,11.2757,11.2327,-0.3820,0.9984,1213770
wlk_hvy_drv,AM,DDIST,7.9132,7.8604,-0.6671,0.9986,1213770
wlk_hvy_drv,MD,TOTIVT,56.7336,56.7275,-0.0108,0.9923,1177979
wlk_hvy_drv,MD,IWAIT,9.9316,9.6423,-2.9124,0.9119,1177979
wlk_hvy_drv,MD,XWAIT,8.5529,9.5343,11.4740,0.8574,950542
wlk_hvy_drv,MD,WAUX,3.6673,3.6502,-0.4666,0.9327,1177979
wlk_hvy_drv,MD,BOARDS,2.0026,2.0005,-0.1041,0.9945,1177979
wlk_hvy_drv,MD,FARE,450.2273,464.3527,3.1374,0.9158,1177979
wlk_hvy_drv,MD,KEYIVT,41.0570,41.1796,0.2986,0.9949,1177979
wlk_hvy_drv,MD,DTIM,11.2091,11.2117,0.0237,0.9974,1177979
wlk_hvy_drv,MD,DDIST,7.9352,7.8434,-1.1574,0.9972,1177979
wlk_hvy_drv,PM,TOTIVT,57.4115,57.4029,-0.0151,0.9909,1213674
wlk_hvy_drv,PM,IWAIT,9.2178,8.9955,-2.4118,0.9055,1213674
wlk_hvy_drv,PM,XWAIT,8.3959,9.2944,10.7018,0.8613,986216
wlk_hvy_drv,PM,WAUX,3.7002,3.6579,-1.1436,0.9420,1213674
wlk_hvy_drv,PM,BOARDS,2.0213,2.0196,-0.0838,0.9943,1213674
wlk_hvy_drv,PM,FARE,456.7354,470.7906,3.0773,0.9169,1213674
wlk_hvy_drv,PM,KEYIVT,41.1175,41.2431,0.3056,0.9918,1213674
wlk_hvy_drv,PM,DTIM,11.6027,11.2199,-3.2993,0.9897,1213674
wlk_hvy_drv,PM,DDIST,8.0890,7.8502,-2.9515,0.9940,1213674
wlk_hvy_drv,EV,TOTIVT,55.3554,54.8402,-0.9309,0.9899,1075072
wlk_hvy_drv,EV,IWAIT,10.3860,10.5568,1.6445,0.9372,1075072
wlk_hvy_drv,EV,XWAIT,7.3964,7.5943,2.6755,0.8544,891055
wlk_hvy_drv,EV,WAUX,3.5387,3.5338,-0.1373,0.9324,1075072
wlk_hvy_drv,EV,BOARDS,2.0777,2.0677,-0.4815,0.9905,1075072
wlk_hvy_drv,EV,FARE,437.9513,454.7975,3.8466,0.9134,1075072
wlk_hvy_drv,EV,KEYIVT,40.9892,40.8008,-0.4597,0.9944,1075072
wlk_hvy_drv,EV,DTIM,10.8897,11.2010,2.8585,0.9973,1075072
wlk_hvy_drv,EV,DDIST,7.8671,7.8614,-0.0726,0.9979,1075072
wlk_com_drv,EA,TOTIVT,36.0371,36.3814,0.9554,0.9908,81768
wlk_com_drv,EA,IWAIT,34.7420,32.2412,-7.1981,0.9597,81768
wlk_com_drv,EA,XWAIT,52.5937,51.0489,-2.9374,0.7540,21562
wlk_com_drv,EA,WAUX,2.8711,2.7880,-2.8950,0.8915,81768
wlk_com_drv,EA,BOARDS,1.2641,1.2641,0.0076,0.9969,81768
wlk_com_drv,EA,FARE,462.2740,446.2150,-3.4739,0.9317,81768
wlk_com_drv,EA,KEYIVT,32.1012,32.1278,0.0830,0.9926,81768
wlk_com_drv,EA,DTIM,8.4438,8.7614,3.7605,0.9873,81768
wlk_com_drv,EA,DDIST,5.4944,5.4042,-1.6425,0.9820,81768
wlk_com_drv,AM,TOTIVT,57.2285,55.6354,-2.7838,0.9724,659586
wlk_com_drv,AM,IWAIT,10.7372,8.1446,-24.1464,0.8318,659586
wlk_com_drv,AM,XWAIT,24.4605,26.5474,8.5315,0.7943,588739
wlk_com_drv,AM,WAUX,4.5734,4.2452,-7.1749,0.8331,659586
wlk_com_drv,AM,BOARDS,2.1182,2.1014,-0.7942,0.9646,659586
wlk_com_drv,AM,FARE,670.3937,572.2355,-14.6419,0.7354,659586
wlk_com_drv,AM,KEYIVT,34.1091,32.7319,-4.0377,0.9718,659586
wlk_com_drv,AM,DTIM,9.6058,9.7016,0.9968,0.9807,659586
wlk_com_drv,AM,DDIST,6.0654,6.1620,1.5934,0.9715,659586
wlk_com_drv,MD,TOTIVT,54.5024,55.9031,2.5699,0.9856,519910
wlk_com_drv,MD,IWAIT,11.5731,11.1678,-3.5024,0.9426,519910
wlk_com_drv,MD,XWAIT,32.4916,31.5065,-3.0317,0.8923,456433
wlk_com_drv,MD,WAUX,3.9728,3.7800,-4.8532,0.7619,519910
wlk_com_drv,MD,BOARDS,2.0329,2.0320,-0.0449,0.9915,519910
wlk_com_drv,MD,FARE,609.2663,537.2743,-11.8162,0.7201,519910
wlk_com_drv,MD,KEYIVT,33.6980,34.8545,3.4318,0.9792,519910
wlk_com_drv,MD,DTIM,9.4694,9.5445,0.7925,0.9849,519910
wlk_com_drv,MD,DDIST,6.1715,6.0744,-1.5735,0.9809,519910
wlk_com_drv,PM,TOTIVT,58.1604,56.3007,-3.1975,0.9708,728346
wlk_com_drv,PM,IWAIT,10.0482,7.7131,-23.2390,0.8886,728346
wlk_com_drv,PM,XWAIT,25.8152,27.6750,7.2044,0.8473,657879
wlk_com_drv,PM,WAUX,4.4454,3.9853,-10.3482,0.8131,728346
wlk_com_drv,PM,BOARDS,2.1275,2.1211,-0.2965,0.9811,728346
wlk_com_drv,PM,FARE,667.2944,590.0771,-11.5717,0.7344,728346
wlk_com_drv,PM,KEYIVT,35.1178,32.9240,-6.2467,0.9556,728346
wlk_com_drv,PM,DTIM,9.9062,9.9214,0.1537,0.9850,728346
wlk_com_drv,PM,DDIST,6.4206,6.4251,0.0702,0.9829,728346
wlk_com_drv,EV,TOTIVT,60.0439,59.5887,-0.7581,0.9851,470662
wlk_com_drv,EV,IWAIT,11.3610,8.6318,-24.0223,0.8436,470662
wlk_com_drv,EV,XWAIT,18.3947,23.3072,26.7065,0.8446,414309
wlk_com_drv,EV,WAUX,4.2251,3.5321,-16.4020,0.6434,470662
wlk_com_drv,EV,BOARDS,2.1148,2.0954,-0.9198,0.9598,470662
wlk_com_drv,EV,FARE,605.9018,514.7366,-15.0462,0.6336,470662
wlk_com_drv,EV,KEYIVT,36.6657,35.0548,-4.3935,0.9734,470662
wlk_com_drv,EV,DTIM,9.3745,9.7633,4.1467,0.9851,470662
wlk_com_drv,EV,DDIST,6.3779,6.2527,-1.9624,0.9768,470662
