,zone_id,industry,value
121,979,mwtempn,74
122,975,othempn,29
123,979,othempn,67
124,975,retempn,14
125,979,retempn,31
126,973,agrempn,2
127,974,agrempn,5
128,973,fpsempn,83
129,974,fpsempn,212
130,973,herempn,92
131,974,herempn,238
132,973,mwtempn,36
133,974,mwtempn,92
134,973,othempn,32
135,974,othempn,83
136,973,retempn,15
137,974,retempn,39
138,972,agrempn,4
139,972,fpsempn,177
140,972,herempn,199
141,972,mwtempn,78
142,972,othempn,70
143,972,retempn,33
144,978,agrempn,1
145,978,fpsempn,51
146,978,herempn,57
147,978,mwtempn,22
148,978,othempn,20
149,978,retempn,9
150,990,agrempn,1
151,990,fpsempn,39
152,990,herempn,43
153,990,mwtempn,17
154,990,othempn,15
155,990,retempn,7
156,984,agrempn,0
157,989,agrempn,2
158,984,fpsempn,11
159,989,fpsempn,93
160,984,herempn,13
161,989,herempn,104
162,984,mwtempn,5
163,989,mwtempn,40
164,984,othempn,5
165,989,othempn,36
166,984,retempn,2
167,989,retempn,17
168,965,agrempn,1
169,988,agrempn,5
170,965,fpsempn,32
171,988,fpsempn,205
172,965,herempn,36
173,988,herempn,231
174,965,mwtempn,14
175,988,mwtempn,89
176,965,othempn,13
177,988,othempn,80
178,965,retempn,6
179,988,retempn,38
180,987,agrempn,0
181,987,fpsempn,15
182,987,herempn,17
183,987,mwtempn,7
184,987,othempn,6
185,987,retempn,3
186,986,agrempn,1
187,986,fpsempn,26
188,986,herempn,30
189,986,mwtempn,11
190,986,othempn,10
191,986,retempn,5
192,980,agrempn,0
193,983,agrempn,0
194,980,fpsempn,12
195,983,fpsempn,17
196,980,herempn,14
197,983,herempn,19
198,980,mwtempn,5
199,983,mwtempn,8
200,980,othempn,5
201,983,othempn,7
202,980,retempn,2
203,983,retempn,3
204,981,agrempn,1
205,982,agrempn,0
206,981,fpsempn,13
207,982,fpsempn,9
208,981,herempn,14
209,982,herempn,10
210,981,mwtempn,5
211,982,mwtempn,4
212,981,othempn,5
213,982,othempn,3
214,981,retempn,2
215,982,retempn,2
216,966,agrempn,1
217,967,agrempn,6
218,969,agrempn,7
219,966,fpsempn,28
220,967,fpsempn,229
221,969,fpsempn,304
222,966,herempn,32
223,967,herempn,257
224,969,herempn,341
225,966,mwtempn,12
226,967,mwtempn,99
227,969,mwtempn,132
228,966,othempn,11
229,967,othempn,89
230,969,othempn,118
231,966,retempn,5
232,967,retempn,42
233,969,retempn,55
234,970,agrempn,3
235,970,fpsempn,108
236,970,herempn,121
237,970,mwtempn,47
238,970,othempn,42
239,970,retempn,20
240,971,agrempn,12
241,971,fpsempn,505
242,971,herempn,568
243,971,mwtempn,219
244,971,othempn,197
245,971,retempn,92
246,945,agrempn,6
247,945,fpsempn,218
248,945,herempn,244
249,945,mwtempn,95
250,945,othempn,85
251,945,retempn,40
252,968,agrempn,7
253,968,fpsempn,265
254,968,herempn,298
255,968,mwtempn,115
256,968,othempn,103
257,968,retempn,49
258,946,agrempn,2
259,947,agrempn,4
260,946,fpsempn,76
261,947,fpsempn,139
262,946,herempn,85
263,947,herempn,155
264,946,mwtempn,33
265,947,mwtempn,60
266,946,othempn,30
267,947,othempn,54
268,946,retempn,14
269,947,retempn,25
270,942,agrempn,3
271,944,agrempn,1
272,942,fpsempn,133
273,944,fpsempn,47
274,942,herempn,150
275,944,herempn,53
276,942,mwtempn,58
277,944,mwtempn,21
278,942,othempn,52
279,944,othempn,19
280,942,retempn,24
281,944,retempn,9
282,940,agrempn,1
283,941,agrempn,1
284,940,fpsempn,30
285,941,fpsempn,57
286,940,herempn,33
287,941,herempn,64
288,940,mwtempn,13
289,941,mwtempn,24
290,940,othempn,11
291,941,othempn,22
292,940,retempn,6
293,941,retempn,10
294,939,agrempn,4
295,943,agrempn,2
296,939,fpsempn,126
297,943,fpsempn,92
298,939,herempn,141
299,943,herempn,103
300,939,mwtempn,55
301,943,mwtempn,41
302,939,othempn,49
303,943,othempn,36
304,939,retempn,23
305,943,retempn,17
306,937,agrempn,5
307,937,fpsempn,196
308,937,herempn,220
309,937,mwtempn,85
310,937,othempn,77
311,937,retempn,35
312,917,agrempn,3
313,917,fpsempn,110
314,917,herempn,124
315,917,mwtempn,48
316,917,othempn,43
317,917,retempn,20
318,913,agrempn,5
319,919,agrempn,1
320,913,fpsempn,212
321,919,fpsempn,43
322,913,herempn,238
323,919,herempn,49
324,913,mwtempn,92
325,919,mwtempn,19
326,913,othempn,83
327,919,othempn,17
328,913,retempn,39
329,919,retempn,8
330,912,agrempn,2
331,912,fpsempn,91
332,912,herempn,102
333,912,mwtempn,39
334,912,othempn,35
335,912,retempn,17
336,920,agrempn,1
337,920,fpsempn,41
338,920,herempn,46
339,920,mwtempn,18
340,920,othempn,16
341,920,retempn,7
342,921,agrempn,1
343,921,fpsempn,56
344,921,herempn,63
345,921,mwtempn,24
346,921,othempn,22
347,921,retempn,10
348,922,agrempn,2
349,922,fpsempn,102
350,922,herempn,115
351,922,mwtempn,44
352,922,othempn,40
353,922,retempn,19
354,938,agrempn,2
355,938,fpsempn,53
356,938,herempn,59
357,938,mwtempn,23
358,938,othempn,20
359,938,retempn,10
360,934,agrempn,1
361,934,fpsempn,62
362,934,herempn,69
363,934,mwtempn,27
364,934,othempn,24
365,934,retempn,12
366,935,agrempn,1
367,935,fpsempn,50
368,935,herempn,56
369,935,mwtempn,22
370,935,othempn,19
371,935,retempn,9
372,936,agrempn,0
373,936,fpsempn,14
374,936,herempn,16
375,936,mwtempn,7
376,936,othempn,6
377,936,retempn,3
378,931,agrempn,1
379,931,fpsempn,50
380,931,herempn,56
381,931,mwtempn,22
382,931,othempn,19
383,931,retempn,9
384,932,agrempn,0
385,932,fpsempn,17
386,932,herempn,19
387,932,mwtempn,7
388,932,othempn,7
389,932,retempn,3
390,933,agrempn,1
391,933,fpsempn,28
392,933,herempn,31
393,933,mwtempn,12
394,933,othempn,11
395,933,retempn,5
396,925,agrempn,2
397,926,agrempn,2
398,927,agrempn,4
399,928,agrempn,1
400,925,fpsempn,54
401,926,fpsempn,75
402,927,fpsempn,152
403,928,fpsempn,27
404,925,herempn,60
405,926,herempn,85
406,927,herempn,171
407,928,herempn,31
408,925,mwtempn,23
409,926,mwtempn,33
410,927,mwtempn,66
411,928,mwtempn,12
412,925,othempn,21
413,926,othempn,29
414,927,othempn,59
415,928,othempn,11
416,925,retempn,10
417,926,retempn,14
418,927,retempn,28
419,928,retempn,5
420,929,agrempn,0
421,929,fpsempn,11
422,929,herempn,12
423,929,mwtempn,5
424,929,othempn,4
425,929,retempn,2
426,930,agrempn,0
427,930,fpsempn,17
428,930,herempn,19
429,930,mwtempn,8
430,930,othempn,7
431,930,retempn,3
432,924,agrempn,0
433,924,fpsempn,33
434,924,herempn,37
435,924,mwtempn,15
436,924,othempn,13
437,924,retempn,6
438,923,agrempn,2
439,923,fpsempn,52
440,923,herempn,58
441,923,mwtempn,22
442,923,othempn,20
443,923,retempn,10
444,910,agrempn,2
445,911,agrempn,1
446,910,fpsempn,71
447,911,fpsempn,51
448,910,herempn,80
449,911,herempn,57
450,910,mwtempn,31
451,911,mwtempn,22
452,910,othempn,28
453,911,othempn,20
454,910,retempn,13
455,911,retempn,9
456,909,agrempn,1
457,909,fpsempn,43
458,909,herempn,49
459,909,mwtempn,19
460,909,othempn,17
461,909,retempn,8
462,908,agrempn,0
463,908,fpsempn,25
464,908,herempn,29
465,908,mwtempn,11
466,908,othempn,10
467,908,retempn,5
468,906,agrempn,1
469,906,fpsempn,61
470,906,herempn,68
471,906,mwtempn,26
472,906,othempn,24
473,906,retempn,11
474,905,agrempn,1
475,905,fpsempn,42
476,905,herempn,47
477,905,mwtempn,18
478,905,othempn,16
479,905,retempn,7
480,896,agrempn,6
481,897,agrempn,1
482,898,agrempn,1
483,896,fpsempn,232
484,897,fpsempn,39
485,898,fpsempn,27
486,896,herempn,261
487,897,herempn,44
488,898,herempn,31
489,896,mwtempn,101
490,897,mwtempn,17
491,898,mwtempn,12
492,896,othempn,91
493,897,othempn,16
494,898,othempn,11
495,896,retempn,43
496,897,retempn,7
497,898,retempn,5
498,904,agrempn,1
499,904,fpsempn,35
500,904,herempn,39
501,904,mwtempn,15
502,904,othempn,14
503,904,retempn,7
504,903,agrempn,1
505,903,fpsempn,31
506,903,herempn,35
507,903,mwtempn,13
508,903,othempn,12
509,903,retempn,6
510,902,agrempn,1
511,902,fpsempn,37
512,902,herempn,41
513,902,mwtempn,16
514,902,othempn,14
515,902,retempn,7
516,885,agrempn,1
517,907,agrempn,1
518,885,fpsempn,39
519,907,fpsempn,31
520,885,herempn,44
521,907,herempn,34
522,885,mwtempn,17
523,907,mwtempn,13
524,885,othempn,16
525,907,othempn,12
526,885,retempn,7
527,907,retempn,6
528,844,agrempn,3
529,884,agrempn,2
530,844,fpsempn,113
531,884,fpsempn,63
532,844,herempn,127
533,884,herempn,71
534,844,mwtempn,49
535,884,mwtempn,27
536,844,othempn,43
537,884,othempn,24
538,844,retempn,21
539,884,retempn,11
540,901,agrempn,1
541,901,fpsempn,41
542,901,herempn,46
543,901,mwtempn,18
544,901,othempn,16
545,901,retempn,7
546,886,agrempn,1
547,887,agrempn,0
548,886,fpsempn,38
549,887,fpsempn,20
550,886,herempn,43
551,887,herempn,23
552,886,mwtempn,16
553,887,mwtempn,9
554,886,othempn,15
555,887,othempn,8
556,886,retempn,7
557,887,retempn,4
558,889,agrempn,0
559,900,agrempn,1
560,889,fpsempn,0
561,900,fpsempn,37
562,889,herempn,0
563,900,herempn,41
564,889,mwtempn,0
565,900,mwtempn,16
566,889,othempn,0
567,900,othempn,14
568,889,retempn,0
569,900,retempn,6
570,890,agrempn,1
571,890,fpsempn,31
572,890,herempn,35
573,890,mwtempn,14
574,890,othempn,13
575,890,retempn,6
576,899,agrempn,2
577,899,fpsempn,64
578,899,herempn,72
579,899,mwtempn,28
580,899,othempn,25
581,899,retempn,11
582,894,agrempn,1
583,895,agrempn,1
584,894,fpsempn,39
585,895,fpsempn,26
586,894,herempn,44
587,895,herempn,30
588,894,mwtempn,17
589,895,mwtempn,11
590,894,othempn,15
591,895,othempn,10
592,894,retempn,7
593,895,retempn,5
594,873,agrempn,4
595,874,agrempn,1
596,875,agrempn,6
597,876,agrempn,1
598,873,fpsempn,171
599,874,fpsempn,56
600,875,fpsempn,257
601,876,fpsempn,16
602,873,herempn,192
603,874,herempn,62
604,875,herempn,289
605,876,herempn,18
606,873,mwtempn,74
607,874,mwtempn,24
608,875,mwtempn,111
609,876,mwtempn,7
610,873,othempn,67
611,874,othempn,22
612,875,othempn,100
613,876,othempn,6
614,873,retempn,31
615,874,retempn,10
616,875,retempn,47
617,876,retempn,3
618,870,agrempn,1
619,877,agrempn,1
620,878,agrempn,1
621,870,fpsempn,25
622,877,fpsempn,20
623,878,fpsempn,31
624,870,herempn,28
625,877,herempn,23
626,878,herempn,35
627,870,mwtempn,11
628,877,mwtempn,9
629,878,mwtempn,14
630,870,othempn,9
631,877,othempn,8
632,878,othempn,12
633,870,retempn,4
634,877,retempn,4
635,878,retempn,6
636,879,agrempn,1
637,880,agrempn,0
638,892,agrempn,1
639,879,fpsempn,48
640,880,fpsempn,26
641,892,fpsempn,54
642,879,herempn,54
643,880,herempn,29
644,892,herempn,61
645,879,mwtempn,21
646,880,mwtempn,12
647,892,mwtempn,23
648,879,othempn,19
649,880,othempn,11
650,892,othempn,21
651,879,retempn,8
652,880,retempn,5
653,892,retempn,10
654,891,agrempn,0
655,893,agrempn,1
656,891,fpsempn,15
657,893,fpsempn,47
658,891,herempn,17
659,893,herempn,54
660,891,mwtempn,7
661,893,mwtempn,21
662,891,othempn,6
663,893,othempn,19
664,891,retempn,2
665,893,retempn,9
666,888,agrempn,1
667,888,fpsempn,28
668,888,herempn,32
669,888,mwtempn,12
670,888,othempn,11
671,888,retempn,5
672,882,agrempn,0
673,883,agrempn,0
674,882,fpsempn,20
675,883,fpsempn,19
676,882,herempn,23
677,883,herempn,21
678,882,mwtempn,9
679,883,mwtempn,9
680,882,othempn,8
681,883,othempn,8
682,882,retempn,4
683,883,retempn,3
684,881,agrempn,1
685,881,fpsempn,29
686,881,herempn,33
687,881,mwtempn,13
688,881,othempn,12
689,881,retempn,6
690,985,agrempn,0
691,985,fpsempn,6
692,985,herempn,6
693,985,mwtempn,3
694,985,othempn,2
695,985,retempn,1
696,1033,agrempn,5
697,1035,agrempn,1
698,1033,fpsempn,180
699,1035,fpsempn,48
700,1033,herempn,202
701,1035,herempn,53
702,1033,mwtempn,78
703,1035,mwtempn,21
704,1033,othempn,71
705,1035,othempn,19
706,1033,retempn,33
707,1035,retempn,9
708,1036,agrempn,4
709,1039,agrempn,2
710,1036,fpsempn,148
711,1039,fpsempn,86
712,1036,herempn,166
713,1039,herempn,97
714,1036,mwtempn,64
715,1039,mwtempn,38
716,1036,othempn,57
717,1039,othempn,34
718,1036,retempn,27
719,1039,retempn,15
720,1038,agrempn,1
721,1038,fpsempn,22
722,1038,herempn,24
723,1038,mwtempn,9
724,1038,othempn,8
725,1038,retempn,4
726,1034,agrempn,4
727,1037,agrempn,2
728,1034,fpsempn,162
729,1037,fpsempn,78
730,1034,herempn,182
731,1037,herempn,87
732,1034,mwtempn,70
733,1037,mwtempn,34
734,1034,othempn,63
735,1037,othempn,30
736,1034,retempn,30
737,1037,retempn,14
738,1029,agrempn,2
739,1030,agrempn,2
740,1087,agrempn,2
741,1029,fpsempn,78
742,1030,fpsempn,63
743,1087,fpsempn,45
744,1029,herempn,87
745,1030,herempn,70
746,1087,herempn,35
747,1029,mwtempn,34
748,1030,mwtempn,27
749,1087,mwtempn,9
750,1029,othempn,30
751,1030,othempn,24
752,1087,othempn,14
753,1029,retempn,14
754,1030,retempn,11
755,1087,retempn,7
756,1031,agrempn,3
757,1032,agrempn,1
758,1031,fpsempn,113
759,1032,fpsempn,32
760,1031,herempn,126
761,1032,herempn,36
762,1031,mwtempn,49
763,1032,mwtempn,14
764,1031,othempn,44
765,1032,othempn,13
766,1031,retempn,20
767,1032,retempn,6
768,1026,agrempn,1
769,1026,fpsempn,52
770,1026,herempn,58
771,1026,mwtempn,23
772,1026,othempn,21
773,1026,retempn,9
774,1020,agrempn,2
775,1020,fpsempn,64
776,1020,herempn,73
777,1020,mwtempn,28
778,1020,othempn,25
779,1020,retempn,12
780,1027,agrempn,4
781,1027,fpsempn,146
782,1027,herempn,165
783,1027,mwtempn,64
784,1027,othempn,57
785,1027,retempn,26
786,1025,agrempn,2
787,1025,fpsempn,80
788,1025,herempn,89
789,1025,mwtempn,35
790,1025,othempn,31
791,1025,retempn,14
792,1014,agrempn,17
793,1014,fpsempn,689
794,1014,herempn,775
795,1014,mwtempn,299
796,1014,othempn,269
797,1014,retempn,126
798,1015,agrempn,1
799,1024,agrempn,2
800,1015,fpsempn,46
801,1024,fpsempn,88
802,1015,herempn,53
803,1024,herempn,98
804,1015,mwtempn,20
805,1024,mwtempn,38
806,1015,othempn,18
807,1024,othempn,34
808,1015,retempn,9
809,1024,retempn,16
810,1022,agrempn,2
811,1023,agrempn,2
812,1022,fpsempn,91
813,1023,fpsempn,67
814,1022,herempn,102
815,1023,herempn,76
816,1022,mwtempn,39
817,1023,mwtempn,29
818,1022,othempn,35
819,1023,othempn,26
820,1022,retempn,17
821,1023,retempn,13
822,1018,agrempn,9
823,1019,agrempn,1
824,1021,agrempn,3
825,1018,fpsempn,341
826,1019,fpsempn,57
827,1021,fpsempn,127
828,1018,herempn,383
829,1019,herempn,64
830,1021,herempn,142
831,1018,mwtempn,148
832,1019,mwtempn,25
833,1021,mwtempn,55
834,1018,othempn,133
835,1019,othempn,22
836,1021,othempn,50
837,1018,retempn,62
838,1019,retempn,10
839,1021,retempn,23
840,1008,agrempn,3
841,1008,fpsempn,104
842,1008,herempn,117
843,1008,mwtempn,45
844,1008,othempn,40
845,1008,retempn,19
846,1017,agrempn,3
847,1017,fpsempn,132
848,1017,herempn,148
849,1017,mwtempn,57
850,1017,othempn,51
851,1017,retempn,24
852,1016,agrempn,2
853,1016,fpsempn,63
854,1016,herempn,70
855,1016,mwtempn,27
856,1016,othempn,24
857,1016,retempn,11
858,1013,agrempn,1
859,1013,fpsempn,43
860,1013,herempn,49
861,1013,mwtempn,19
862,1013,othempn,17
863,1013,retempn,8
864,1012,agrempn,2
865,1012,fpsempn,76
866,1012,herempn,85
867,1012,mwtempn,33
868,1012,othempn,30
869,1012,retempn,14
870,1002,agrempn,3
871,1011,agrempn,3
872,1002,fpsempn,101
873,1011,fpsempn,136
874,1002,herempn,113
875,1011,herempn,153
876,1002,mwtempn,44
877,1011,mwtempn,59
878,1002,othempn,40
879,1011,othempn,53
880,1002,retempn,18
881,1011,retempn,25
882,1010,agrempn,2
883,1010,fpsempn,97
884,1010,herempn,109
885,1010,mwtempn,42
886,1010,othempn,38
887,1010,retempn,18
888,1009,agrempn,2
889,1009,fpsempn,86
890,1009,herempn,97
891,1009,mwtempn,38
892,1009,othempn,34
893,1009,retempn,16
894,1006,agrempn,2
895,1006,fpsempn,79
896,1006,herempn,89
897,1006,mwtempn,34
898,1006,othempn,31
899,1006,retempn,15
900,1004,agrempn,3
901,1004,fpsempn,114
902,1004,herempn,128
903,1004,mwtempn,50
904,1004,othempn,45
905,1004,retempn,21
906,995,agrempn,2
907,995,fpsempn,92
908,995,herempn,103
909,995,mwtempn,40
910,995,othempn,36
911,995,retempn,17
912,994,agrempn,1
913,994,fpsempn,40
914,994,herempn,44
915,994,mwtempn,17
916,994,othempn,15
917,994,retempn,7
918,918,agrempn,3
919,918,fpsempn,119
920,918,herempn,134
921,918,mwtempn,52
922,918,othempn,46
923,918,retempn,22
924,949,agrempn,2
925,949,fpsempn,82
926,949,herempn,92
927,949,mwtempn,36
928,949,othempn,32
929,949,retempn,15
930,948,agrempn,4
931,948,fpsempn,148
932,948,herempn,166
933,948,mwtempn,64
934,948,othempn,57
935,948,retempn,27
936,956,agrempn,2
937,959,agrempn,2
938,960,agrempn,2
939,956,fpsempn,65
940,959,fpsempn,50
941,960,fpsempn,94
942,956,herempn,73
943,959,herempn,56
944,960,herempn,105
945,956,mwtempn,28
946,959,mwtempn,21
947,960,mwtempn,40
948,956,othempn,25
949,959,othempn,19
950,960,othempn,36
951,956,retempn,12
952,959,retempn,9
953,960,retempn,17
954,962,agrempn,1
955,963,agrempn,1
956,962,fpsempn,32
957,963,fpsempn,60
958,962,herempn,36
959,963,herempn,69
960,962,mwtempn,14
961,963,mwtempn,26
962,962,othempn,12
963,963,othempn,24
964,962,retempn,5
965,963,retempn,11
966,958,agrempn,1
967,958,fpsempn,57
968,958,herempn,65
969,958,mwtempn,25
970,958,othempn,23
971,958,retempn,10
972,955,agrempn,3
973,955,fpsempn,99
974,955,herempn,111
975,955,mwtempn,43
976,955,othempn,38
977,955,retempn,18
978,950,agrempn,3
979,950,fpsempn,143
980,950,herempn,161
981,950,mwtempn,62
982,950,othempn,56
983,950,retempn,26
984,951,agrempn,2
985,951,fpsempn,95
986,951,herempn,107
987,951,mwtempn,41
988,951,othempn,37
989,951,retempn,17
990,952,agrempn,2
991,953,agrempn,2
992,952,fpsempn,97
993,953,fpsempn,82
994,952,herempn,109
995,953,herempn,92
996,952,mwtempn,42
997,953,mwtempn,36
998,952,othempn,38
999,953,othempn,32
1000,952,retempn,18
1001,953,retempn,15
1002,954,agrempn,1
1003,954,fpsempn,43
1004,954,herempn,49
1005,954,mwtempn,19
1006,954,othempn,17
1007,954,retempn,8
1008,957,agrempn,1
1009,957,fpsempn,36
1010,957,herempn,40
1011,957,mwtempn,16
1012,957,othempn,14
1013,957,retempn,6
1014,961,agrempn,1
1015,964,agrempn,1
1016,961,fpsempn,63
1017,964,fpsempn,26
1018,961,herempn,71
1019,964,herempn,29
1020,961,mwtempn,27
1021,964,mwtempn,11
1022,961,othempn,25
1023,964,othempn,10
1024,961,retempn,11
1025,964,retempn,5
1026,845,agrempn,2
1027,845,fpsempn,61
1028,845,herempn,68
1029,845,mwtempn,26
1030,845,othempn,23
1031,845,retempn,11
1032,849,agrempn,2
1033,850,agrempn,1
1034,849,fpsempn,81
1035,850,fpsempn,43
1036,849,herempn,91
1037,850,herempn,48
1038,849,mwtempn,35
1039,850,mwtempn,18
1040,849,othempn,31
1041,850,othempn,17
1042,849,retempn,15
1043,850,retempn,8
1044,851,agrempn,1
1045,851,fpsempn,34
1046,851,herempn,38
1047,851,mwtempn,15
1048,851,othempn,13
1049,851,retempn,6
1050,852,agrempn,3
1051,853,agrempn,1
1052,855,agrempn,1
1053,866,agrempn,1
1054,852,fpsempn,120
1055,853,fpsempn,58
1056,855,fpsempn,44
1057,866,fpsempn,56
1058,852,herempn,134
1059,853,herempn,66
1060,855,herempn,50
1061,866,herempn,63
1062,852,mwtempn,52
1063,853,mwtempn,25
1064,855,mwtempn,20
1065,866,mwtempn,24
1066,852,othempn,47
1067,853,othempn,23
1068,855,othempn,18
1069,866,othempn,22
1070,852,retempn,22
1071,853,retempn,11
1072,855,retempn,8
1073,866,retempn,10
1074,846,agrempn,2
1075,848,agrempn,3
1076,846,fpsempn,85
1077,848,fpsempn,134
1078,846,herempn,96
1079,848,herempn,151
1080,846,mwtempn,38
1081,848,mwtempn,58
1082,846,othempn,34
1083,848,othempn,53
1084,846,retempn,16
1085,848,retempn,24
1086,847,agrempn,1
1087,847,fpsempn,32
1088,847,herempn,36
1089,847,mwtempn,14
1090,847,othempn,12
1091,847,retempn,6
1092,842,agrempn,1
1093,842,fpsempn,40
1094,842,herempn,46
1095,842,mwtempn,18
1096,842,othempn,16
1097,842,retempn,8
1098,838,agrempn,1
1099,839,agrempn,3
1100,840,agrempn,2
1101,857,agrempn,1
1102,838,fpsempn,34
1103,839,fpsempn,133
1104,840,fpsempn,73
1105,857,fpsempn,27
1106,838,herempn,38
1107,839,herempn,150
1108,840,herempn,82
1109,857,herempn,31
1110,838,mwtempn,15
1111,839,mwtempn,57
1112,840,mwtempn,32
1113,857,mwtempn,12
1114,838,othempn,14
1115,839,othempn,52
1116,840,othempn,28
1117,857,othempn,11
1118,838,retempn,7
1119,839,retempn,25
1120,840,retempn,13
1121,857,retempn,5
1122,868,agrempn,1
1123,868,fpsempn,46
1124,868,herempn,52
1125,868,mwtempn,20
1126,868,othempn,18
1127,868,retempn,8
1128,869,agrempn,2
1129,869,fpsempn,76
1130,869,herempn,85
1131,869,mwtempn,33
1132,869,othempn,29
1133,869,retempn,14
1134,871,agrempn,4
1135,872,agrempn,2
1136,871,fpsempn,144
1137,872,fpsempn,57
1138,871,herempn,162
1139,872,herempn,63
1140,871,mwtempn,63
1141,872,mwtempn,24
1142,871,othempn,56
1143,872,othempn,21
1144,871,retempn,26
1145,872,retempn,10
1146,867,agrempn,1
1147,867,fpsempn,26
1148,867,herempn,29
1149,867,mwtempn,11
1150,867,othempn,10
1151,867,retempn,5
1152,865,agrempn,0
1153,865,fpsempn,17
1154,865,herempn,20
1155,865,mwtempn,7
1156,865,othempn,7
1157,865,retempn,4
1158,863,agrempn,1
1159,864,agrempn,4
1160,863,fpsempn,51
1161,864,fpsempn,160
1162,863,herempn,57
1163,864,herempn,180
1164,863,mwtempn,22
1165,864,mwtempn,70
1166,863,othempn,20
1167,864,othempn,63
1168,863,retempn,9
1169,864,retempn,29
1170,856,agrempn,1
1171,856,fpsempn,66
1172,856,herempn,75
1173,856,mwtempn,29
1174,856,othempn,26
1175,856,retempn,12
1176,862,agrempn,3
1177,862,fpsempn,137
1178,862,herempn,154
1179,862,mwtempn,59
1180,862,othempn,53
1181,862,retempn,25
1182,861,agrempn,1
1183,861,fpsempn,32
1184,861,herempn,36
1185,861,mwtempn,14
1186,861,othempn,13
1187,861,retempn,6
1188,834,agrempn,2
1189,859,agrempn,1
1190,860,agrempn,1
1191,834,fpsempn,73
1192,859,fpsempn,40
1193,860,fpsempn,58
1194,834,herempn,82
1195,859,herempn,44
1196,860,herempn,65
1197,834,mwtempn,31
1198,859,mwtempn,17
1199,860,mwtempn,25
1200,834,othempn,29
1201,859,othempn,15
1202,860,othempn,23
1203,834,retempn,13
1204,859,retempn,7
1205,860,retempn,10
1206,858,agrempn,1
1207,858,fpsempn,35
1208,858,herempn,39
1209,858,mwtempn,15
1210,858,othempn,13
1211,858,retempn,6
1212,854,agrempn,0
1213,854,fpsempn,5
1214,854,herempn,6
1215,854,mwtempn,2
1216,854,othempn,2
1217,854,retempn,1
1218,820,agrempn,0
1219,821,agrempn,1
1220,820,fpsempn,29
1221,821,fpsempn,56
1222,820,herempn,33
1223,821,herempn,63
1224,820,mwtempn,12
1225,821,mwtempn,24
1226,820,othempn,11
1227,821,othempn,22
1228,820,retempn,6
1229,821,retempn,10
1230,735,agrempn,1
1231,843,agrempn,1
1232,735,fpsempn,54
1233,843,fpsempn,22
1234,735,herempn,61
1235,843,herempn,24
1236,735,mwtempn,23
1237,843,mwtempn,9
1238,735,othempn,21
1239,843,othempn,8
1240,735,retempn,10
1241,843,retempn,4
1242,841,agrempn,1
1243,841,fpsempn,58
