N,X,Y,latitude,longitude
998,565478.62500,4188297.23147,37.83976058,-122.25582800
999,566112.06250,4189302.15008,37.84877156,-122.24853800
1000,565314.18750,4189204.70342,37.84795086,-122.25761500
1001,564650.37500,4189271.69800,37.84860196,-122.26515300
1002,564376.25000,4189795.47375,37.85334184,-122.26822200
1003,565283.75000,4189966.00539,37.85481417,-122.25789200
1004,566447.06250,4189976.50261,37.85482470,-122.24466800
1005,567800.00000,4191319.00000,37.86682403,-122.22916400
1006,566069.81250,4190698.79168,37.86136164,-122.24889000
1007,565999.37500,4191458.15691,37.86821040,-122.24962200
1008,565049.56250,4191329.16945,37.86711625,-122.26043100
1009,565100.37500,4190910.93735,37.86334336,-122.25989100
1010,565186.25000,4190414.66819,37.85886467,-122.25896000
1011,564303.18750,4190575.04697,37.86037281,-122.26898300
1012,563675.87500,4190392.33450,37.85877019,-122.27613100
1013,562930.00000,4190216.00000,37.85723281,-122.28462400
1014,561535.93750,4191198.65728,37.86618415,-122.30038700
1015,562180.87500,4191097.91984,37.86523247,-122.29306400
1016,562750.87500,4191172.09791,37.86586191,-122.28657700
1017,563539.50000,4191254.08419,37.86654613,-122.27760500
1018,564179.75000,4191375.11157,37.86759199,-122.27031600
1019,565300.25000,4191964.63200,37.87282532,-122.25752400
1020,565093.31250,4192483.87847,37.87751975,-122.25983000
1021,564175.87500,4192273.05659,37.87568487,-122.27028000
1022,563473.12500,4192112.98813,37.87429153,-122.27828400
1023,562629.87500,4191952.91967,37.87290731,-122.28788500
1024,561810.00000,4191976.34432,37.87317444,-122.29720500
1025,562442.43750,4192671.27569,37.87939429,-122.28995400
1026,563426.31250,4192780.59074,37.88031148,-122.27875800
1027,564117.31250,4192858.67291,37.88096678,-122.27089400
1028,565553.37500,4193206.21134,37.88399664,-122.25453300
1029,565092.75000,4193998.08417,37.89116631,-122.25970000
1030,564499.00000,4194848.00000,37.89886829,-122.26637600
1031,563780.87500,4194723.49806,37.89779686,-122.27455400
1032,563911.18750,4193648.61039,37.88810047,-122.27316700
1033,563252.06250,4193882.68621,37.89025608,-122.28064200
1034,562759.25000,4193482.29336,37.88668171,-122.28628100
1035,562383.50000,4194381.63729,37.89481276,-122.29047600
1036,561786.00000,4194356.00000,37.89462248,-122.29727400
1037,562007.75000,4193439.17413,37.88634461,-122.29483100
1038,561170.00000,4193272.85711,37.88490237,-122.30437100
1039,561305.56250,4194196.84059,37.89322056,-122.30275100
1040,561108.43750,4194954.50705,37.90006221,-122.30492900
1041,561564.25000,4195317.94055,37.90330688,-122.29971400
1042,562241.87500,4195410.33890,37.90409350,-122.29199800
1043,562845.50000,4195835.37130,37.90788253,-122.28509500
1044,563560.06250,4196014.00811,37.90944281,-122.27695200
1045,561773.68750,4197744.93717,37.92516563,-122.29712300
1046,562106.31250,4196580.71798,37.91465063,-122.29343900
1047,561065.31250,4196833.27347,37.91699725,-122.30526000
1048,561367.12500,4195816.89163,37.90781693,-122.30191300
1049,560517.06250,4196186.48503,37.91120480,-122.31155200
1050,559586.93750,4196820.95369,37.91698431,-122.32208000
1051,560246.06250,4197486.22180,37.92293652,-122.31452600
1052,560720.37500,4197861.97508,37.92629139,-122.30909800
1053,560215.25000,4198570.36242,37.93270923,-122.31478500
1054,559648.56250,4199482.02612,37.94096285,-122.32115800
1055,558767.68750,4199260.27009,37.93902171,-122.33120000
1056,557837.50000,4199328.02887,37.93969207,-122.34178000
1057,556962.81250,4199426.58711,37.94063557,-122.35172600
1058,558256.37500,4198250.04814,37.92995012,-122.33710100
1059,557763.62500,4196937.99159,37.91815676,-122.34281300
1060,556562.43750,4198034.45200,37.92811407,-122.35639200
1061,555940.31250,4198638.12121,37.93359311,-122.36342400
1062,553772.00000,4197523.18113,37.92367561,-122.38818000
1063,555995.31250,4199519.78104,37.94153562,-122.36272900
1064,556872.37500,4200121.49756,37.94690406,-122.35270000
1065,558320.56250,4200243.88058,37.94791519,-122.33620900
1066,558137.00000,4201171.95182,37.95629108,-122.33822300
1067,556932.37500,4201494.02100,37.95927002,-122.35190900
1068,555356.75000,4201373.74488,37.95828348,-122.36985300
1069,557960.75000,4204356.59264,37.98500343,-122.33997200
1070,557480.06250,4203354.01162,37.97599842,-122.34552600
1071,557008.25000,4202621.84654,37.96942965,-122.35095600
1072,558017.00000,4202394.06185,37.96731285,-122.33949000
1073,558903.75000,4203061.14559,37.97326771,-122.32934100
1074,560774.81250,4203915.33818,37.98084255,-122.30796700
1075,559482.00000,4201339.00000,37.95770946,-122.32290000
1076,560088.43750,4199969.17472,37.94532421,-122.31611200
1077,561055.75000,4201242.91055,37.95673901,-122.30499500
1078,561946.06250,4202833.13720,37.97101026,-122.29472400
1079,563101.56250,4203448.50900,37.97647653,-122.28151500
1080,559881.12500,4205595.47285,37.99604382,-122.31800200
1081,559238.37500,4206245.03198,38.00194005,-122.32526800
1082,560940.93750,4206409.13112,38.00330609,-122.30586300
1083,562458.87500,4207236.46433,38.01065886,-122.28850300
1084,564216.06250,4204610.87796,37.98687383,-122.26872200
1085,564188.75000,4206292.89423,38.00203438,-122.26888300
1086,564988.68750,4206805.70406,38.00659890,-122.25972600
1087,572085.93750,4200877.84339,37.95264033,-122.17948400
1088,565628.31250,4208809.64689,38.02461256,-122.25225700
1089,565246.06250,4210252.25403,38.03764108,-122.25648000
1090,568994.37500,4211546.90147,38.04903054,-122.21364500
1091,575615.56250,4206787.53090,38.00561089,-122.13869100
1092,575356.68750,4208415.08767,38.02029977,-122.14146800
1093,576158.12500,4207773.92894,38.01445473,-122.13240600
1094,577218.50000,4206836.85080,38.00592021,-122.12042900
1095,579277.62500,4208353.43779,38.01940957,-122.09680900
1096,580239.31250,4206035.40239,37.99843538,-122.08611300
1097,585154.37500,4209644.68960,38.03051247,-122.02971200
1098,590214.31250,4206343.65178,38.00027552,-121.97248000
1099,590485.56250,4202151.46008,37.96247069,-121.96991900
1100,593481.75000,4201041.76228,37.95216717,-121.93596100
1101,593654.37500,4198994.98633,37.93370502,-121.93426200
1102,594229.68750,4194928.71570,37.89700256,-121.92824900
1103,590932.75000,4199364.06819,37.93730742,-121.96518200
1104,589173.06250,4200838.18467,37.95076591,-121.98502100
1105,588157.12500,4201274.96122,37.95480114,-121.99653000
1106,589479.06250,4201628.78559,37.95786035,-121.98144100
1107,587670.62500,4202193.92175,37.96312954,-122.00195500
1108,589302.12500,4202798.37172,37.96841754,-121.98330900
1109,587705.00000,4204380.75295,37.98283300,-122.00129600
1110,586663.18750,4203638.70461,37.97624609,-122.01324700
1111,585263.12500,4205374.13268,37.99201776,-122.02898000
1112,584634.50000,4205522.03702,37.99340950,-122.03612100
1113,584479.18750,4203577.09501,37.97589685,-122.03811900
1114,584190.81250,4202489.99815,37.96612708,-122.04152900
1115,584730.62500,4202571.34554,37.96680993,-122.03537500
1116,585869.50000,4202800.59726,37.96876883,-122.02238300
1117,586468.50000,4201669.12909,37.95851560,-122.01570100
1118,585677.25000,4200959.18829,37.95219287,-122.02479100
1119,584316.50000,4200086.55271,37.94445628,-122.04038000
1120,583628.75000,4201536.01519,37.95758202,-122.04803800
1121,583071.75000,4200381.06208,37.94722501,-122.05451100
1122,583295.43750,4204520.59244,37.98450879,-122.05148600
1123,581489.37500,4204188.66878,37.98168162,-122.07208700
1124,579087.81250,4204803.70380,37.98743674,-122.09936200
1125,577652.68750,4203105.03564,37.97225259,-122.11588700
1126,579605.18750,4203065.98580,37.97173152,-122.09366400
1127,581030.50000,4202148.31449,37.96333552,-122.07754200
1128,581362.43750,4200752.28261,37.95072509,-122.07392100
1129,581372.18750,4199307.43843,37.93770356,-122.07397400
1130,580269.06250,4199336.72581,37.93806562,-122.08652300
1131,577066.37500,4198853.84365,37.93399120,-122.12301800
1132,575855.37500,4195098.98131,37.90025427,-122.13719200
1133,580428.25000,4196341.90681,37.91106264,-122.08504600
1134,581848.87500,4197571.96793,37.92202101,-122.06874700
1135,583712.00000,4197109.64849,37.91768505,-122.04760500
1136,583451.50000,4198438.31839,37.92968267,-122.05041500
1137,585131.87500,4198594.63250,37.93093549,-122.03127800
1138,587072.75000,4199467.38626,37.93861657,-122.00909000
1139,588245.12500,4197344.11965,37.91936939,-121.99601000
1140,586278.18750,4197409.25052,37.92014510,-122.01837800
1141,586369.37500,4196041.50209,37.90781070,-122.01750400
1142,585457.50000,4193319.03140,37.88336258,-122.02819900
1143,584363.31250,4195442.29802,37.90259908,-122.04039100
1144,583985.56250,4194348.09927,37.89277332,-122.04481500
1145,582396.37500,4196015.44974,37.90794449,-122.06269600
1146,582969.50000,4194126.65429,37.89087089,-122.05639500
1147,582422.43750,4192876.14143,37.87965114,-122.06275900
1148,582044.68750,4191104.58156,37.86372014,-122.06725500
1149,580455.50000,4193670.73814,37.88698792,-122.08503400
1150,578566.68750,4193814.02607,37.88844421,-122.10649600
1151,578605.75000,4192003.38767,37.87212339,-122.10624900
1152,576248.00000,4193058.50789,37.88183263,-122.13294300
1153,573212.93750,4192941.27231,37.88102522,-122.16746400
1154,571858.18750,4195390.19331,37.90320318,-122.18262400
1155,569031.50000,4193436.26698,37.88581286,-122.21496200
1156,572235.93750,4190818.00570,37.86196802,-122.17878600
1157,574124.75000,4187522.38328,37.83211563,-122.15765300
1158,575753.00000,4189971.30429,37.85405182,-122.13889500
1159,579556.68750,4189215.78610,37.84691899,-122.09574500
1160,579022.62500,4186089.50397,37.81879124,-122.10215600
1161,585383.18750,4185880.16963,37.81633176,-122.02992200
1162,584838.50000,4190521.42302,37.85820893,-122.03556600
1163,587298.37500,4193081.25969,37.88104518,-122.00729600
1164,588971.25000,4191200.68802,37.86393613,-121.98850800
1165,589386.62500,4188593.26962,37.84039818,-121.98410900
1166,591128.75000,4186689.62345,37.82307067,-121.96455200
1167,592179.25000,4184024.16763,37.79894491,-121.95295700
1168,592255.87500,4181311.41603,37.77449062,-121.95243200
1169,589820.56250,4183453.91910,37.79404101,-121.97981500
1170,589511.87500,4181760.29614,37.77880871,-121.98353000
1171,590067.56250,4178276.01975,37.74735442,-121.97765300
1172,593454.81250,4176582.39680,37.73175217,-121.93942800
1173,592608.00000,4178011.39117,37.74471602,-121.94885500
1174,594195.75000,4177429.20827,37.73930746,-121.93091200
1175,592722.68750,4179563.87887,37.75869504,-121.94735500
1176,605098.43750,4186532.43165,37.82015200,-121.80587400
1177,621717.12500,4193201.07203,37.87817447,-121.61597700
1178,610609.18750,4199829.56524,37.93931991,-121.74123700
1179,615554.75000,4200002.60245,37.94026359,-121.68494100
1180,616439.68750,4205119.68963,37.98625833,-121.67404300
1181,619144.68750,4210817.22724,38.03724387,-121.64230100
1182,612596.50000,4207483.05092,38.00803892,-121.71742600
1183,608467.37500,4206531.88624,37.99997171,-121.76459400
1184,607952.62500,4205345.72793,37.98934488,-121.77063400
1185,611018.68750,4204360.99274,37.98010159,-121.73587800
1186,606813.50000,4203785.48358,37.97542055,-121.78383600
1187,605818.56250,4205529.63991,37.99125359,-121.79490500
1188,605943.68750,4207239.55819,38.00664688,-121.79322800
1189,603766.68750,4208357.26087,38.01697029,-121.81785900
1190,602840.00000,4206863.00000,38.00361116,-121.82862800
1191,604133.68750,4206639.00152,38.00144503,-121.81392800
1192,602621.00000,4205781.65748,37.99389198,-121.83127700
1193,601556.25000,4205512.95778,37.99159057,-121.84343800
1194,604021.25000,4204973.25130,37.98644790,-121.81545000
1195,602695.18750,4201838.50351,37.95835160,-121.83099600
1196,598718.18750,4204789.82592,37.98538767,-121.87585300
1197,601078.06250,4206704.89939,38.00238467,-121.84871500
1198,599658.06250,4206912.70200,38.00441442,-121.86485700
1199,598279.62500,4207217.47916,38.00731131,-121.88051400
1200,594230.62500,4205911.27988,37.99597074,-121.92679900
1201,595431.68750,4208161.78023,38.01612498,-121.91282300
1202,596945.75000,4207714.04213,38.01192960,-121.89563800
1203,597098.87500,4208774.47448,38.02146896,-121.89375000
1204,598889.87500,4208297.27992,38.01697517,-121.87341500
1205,599267.37500,4210902.00562,38.04040532,-121.86875400
1206,597158.75000,4209375.07607,38.02687467,-121.89298700
1207,595005.68750,4210331.68195,38.03572327,-121.91738800
1208,592716.06250,4208936.02956,38.02338394,-121.94365500
1209,592671.00000,4210865.50292,38.04077565,-121.94391900
1210,589989.06250,4211354.30283,38.04545098,-121.97441600
1211,577688.25000,4216973.38178,38.09722787,-122.11397800
1212,573010.18750,4212470.94528,38.05704285,-122.16778500
1213,573525.31250,4212718.95747,38.05923618,-122.16188900
1214,574109.00000,4213811.00000,38.06902984,-122.15512300
1215,572751.31250,4214218.90559,38.07281606,-122.17055800
1216,571924.68750,4215003.01002,38.07994843,-122.17990200
1217,573176.81250,4216291.61574,38.09146061,-122.16549500
1218,570606.00000,4217746.00000,38.10477184,-122.19466600
1219,569967.43750,4216255.14577,38.09138614,-122.20209500
1220,569238.06250,4214237.14057,38.07325623,-122.21060700
1221,568265.50000,4215440.64970,38.08417614,-122.22158000
1222,566928.31250,4214553.21368,38.07627859,-122.23690900
1223,566867.50000,4215805.34943,38.08756730,-122.23748500
1224,564845.62500,4217460.60646,38.10263182,-122.26038900
1225,566017.50000,4217182.05028,38.10003659,-122.24705000
1226,566997.25000,4216941.91564,38.09780038,-122.23589900
1227,568169.12500,4216672.96485,38.09528895,-122.22256100
1228,568975.93750,4216740.20255,38.09583366,-122.21335400
1229,569100.81250,4217671.92495,38.10422070,-122.21184000
1230,568582.12500,4218997.46815,38.11620588,-122.21762800
1231,568073.06250,4217652.71418,38.10412561,-122.22356300
1232,566987.62500,4217921.66497,38.10663053,-122.23591700
1233,567054.87500,4218795.75506,38.11450278,-122.23506800
1234,565681.31250,4218507.59349,38.11200684,-122.25076200
1235,564960.87500,4218132.98345,38.10868298,-122.25901400
1236,564499.87500,4218949.44122,38.11607393,-122.26419800
1237,564048.37500,4219708.26668,38.12294459,-122.26928000
1238,562072.43750,4218293.89694,38.11033630,-122.29194500
1239,563272.12500,4222701.27497,38.14997225,-122.27787000
1240,564561.75000,4221917.36963,38.14281634,-122.26322300
1241,564953.75000,4220475.99529,38.12979863,-122.25888200
1242,566964.06250,4220058.75535,38.12589156,-122.23598500
1243,566711.18750,4221196.68246,38.13616518,-122.23876400
1244,566357.18750,4222612.76953,38.14895291,-122.24267100
1245,567722.68750,4222574.83862,38.14850957,-122.22709100
1246,569341.06250,4220627.71891,38.13083948,-122.20881200
1247,574700.56250,4224191.80264,38.16253009,-122.14729200
1248,572703.87500,4234350.91975,38.25424357,-122.16904200
1249,578891.50000,4230401.37098,38.21813049,-122.09876800
1250,581875.56250,4231235.16461,38.22537745,-122.06458700
1251,588857.50000,4226842.23916,38.18512935,-121.98538100
1252,592707.25000,4236721.39922,38.27376245,-121.94013800
1253,589315.00000,4234844.53188,38.25719377,-121.97915100
1254,587669.37500,4233976.99440,38.24953839,-121.99806400
1255,586391.12500,4233695.96454,38.24712978,-122.01270500
1256,587424.62500,4235046.72097,38.25920168,-122.00072900
1257,586635.93750,4235989.53083,38.26777389,-122.00962700
1258,585557.12500,4235889.81056,38.26697873,-122.02197000
1259,584859.06250,4235889.81056,38.26704496,-122.02994900
1260,584967.87500,4234539.05413,38.25486274,-122.02886700
1261,585040.37500,4233868.20865,38.24881075,-122.02811900
1262,583589.93750,4233650.63714,38.24698625,-122.04471900
1263,583834.68750,4234539.05413,38.25496920,-122.04181700
1264,584034.12500,4235545.32234,38.26401828,-122.03941800
1265,582964.37500,4235626.91166,38.26485296,-122.05163500
1266,582465.81250,4234412.13741,38.25395221,-122.05747500
1267,581713.37500,4235635.97714,38.26504935,-122.06593300
1268,580159.37500,4239016.68840,38.29565404,-122.08331100
1269,584932.12500,4238802.73618,38.29328693,-122.02876400
1270,590067.00000,4239082.51986,38.29530727,-121.97001700
1271,593267.75000,4241787.40125,38.31935353,-121.93306300
1272,589054.06250,4242290.97068,38.32431973,-121.98119500
1273,587365.81250,4242955.66040,38.33047543,-122.00042400
1274,589300.31250,4244233.66781,38.34180077,-121.97813200
1275,590384.12500,4244174.28257,38.34115694,-121.96574000
1276,591096.75000,4244189.12888,38.34121852,-121.95758400
1277,592334.00000,4244159.00000,38.34082034,-121.94343300
1278,593932.37500,4244560.28661,38.34427004,-121.92509200
1279,593024.81250,4250877.16204,38.40128466,-121.93464200
1280,592061.75000,4247173.23701,38.36800913,-121.94615400
1281,590312.18750,4245813.97907,38.35593933,-121.96635300
1282,589000.18750,4248684.89252,38.38194026,-121.98100400
1283,587703.68750,4246585.73000,38.36315291,-121.99610700
1284,587225.18750,4245443.53863,38.35290741,-122.00172500
1285,586422.56250,4246940.73542,38.36647649,-122.01072600
1286,585417.00000,4252997.00000,38.42114591,-122.02150000
1287,605481.31250,4251323.27317,38.40392094,-121.79194600
1288,601020.25000,4256419.07780,38.45035160,-121.84229400
1289,603310.56250,4256176.57211,38.44790429,-121.81608800
1290,606353.56250,4229863.08275,38.21045285,-121.78518800
1291,567394.31250,4231385.55754,38.22793457,-122.23000300
1292,562989.93750,4228720.91597,38.20424051,-122.28055700
1293,560594.87500,4236194.67003,38.27175748,-122.30727200
1294,563018.75000,4235963.82049,38.26951026,-122.27958400
1295,564086.43750,4238012.61021,38.28789783,-122.26719400
1296,564028.75000,4240061.39993,38.30636504,-122.26766800
1297,562121.00000,4241025.14795,38.31518426,-122.28940200
1298,562181.12500,4239972.73496,38.30569604,-122.28880700
1299,562151.06250,4238785.01172,38.29499466,-122.28925500
1300,562075.87500,4237913.01238,38.28714162,-122.29019100
1301,561459.50000,4238303.90864,38.29070672,-122.29720500
1302,559309.56250,4238830.11513,38.29559349,-122.32174400
1303,558768.31250,4240393.70016,38.30971985,-122.32780300
1304,560061.25000,4240919.90665,38.31437622,-122.31297000
1305,561143.75000,4240529.01040,38.31078039,-122.30062300
1306,560737.81250,4242754.11216,38.33086002,-122.30507400
1307,558888.56250,4242453.42273,38.32827373,-122.32625600
1308,556528.18750,4236244.18606,38.27246896,-122.35375600
1309,556262.81250,4247201.30151,38.37122935,-122.35591600
1310,555519.37500,4249431.48417,38.39137366,-122.36425100
1311,565917.12500,4246879.35308,38.36766888,-122.24543400
1312,562234.43750,4277088.59174,38.64016082,-122.28490100
1313,547966.25000,4269061.09227,38.56870783,-122.44939300
1314,546130.12500,4261404.28122,38.49980425,-122.47097500
1315,548438.43750,4257724.75347,38.46652277,-122.44475800
1316,538911.00000,4272876.20284,38.60353132,-122.55312200
1317,536202.12500,4270547.19334,38.58265753,-122.58435300
1318,540933.12500,4247659.21559,38.37618881,-122.53137400
1319,545940.12500,4242366.10995,38.32824432,-122.47439800
1320,548622.43750,4240434.84167,38.31069822,-122.44384400
1321,544795.68750,4239791.08558,38.30509602,-122.48765400
1322,542450.31250,4238767.07926,38.29598165,-122.51454000
1323,547633.56250,4237163.28604,38.28126793,-122.45537500
1324,549947.50000,4230612.47582,38.22210581,-122.42938100
1325,538600.81250,4231640.53663,38.23192954,-122.55895000
1326,532511.00000,4229516.78619,38.21303035,-122.62862700
1327,530163.06250,4229954.54347,38.21705738,-122.65542900
1328,522551.62500,4234004.12619,38.25377704,-122.74224900
1329,527850.62500,4234982.39687,38.26244493,-122.68164700
1330,530361.18750,4232835.63519,38.24301621,-122.65304200
1331,531643.87500,4233086.59915,38.24523374,-122.63837300
1332,532354.93750,4231734.18223,38.23301997,-122.63030900
1333,533846.75000,4232375.53459,38.23874513,-122.61323300
1334,534334.75000,4233002.94450,38.24438103,-122.60762600
1335,533428.50000,4233867.37593,38.25220573,-122.61794200
1336,531552.00000,4236249.00000,38.27373754,-122.63928200
1337,523719.96875,4244020.49791,38.34401789,-122.72855900
1338,525400.93750,4241085.18892,38.31751798,-122.70942900
1339,526653.25000,4241778.41360,38.32372915,-122.69507800
1340,528196.18750,4242382.18993,38.32912332,-122.67740200
1341,532767.62500,4243610.31505,38.34003589,-122.62504300
1342,527871.93750,4243545.01841,38.33961316,-122.68106600
1343,526249.25000,4242957.42074,38.33436660,-122.69965600
1344,525732.37500,4243677.30688,38.34086940,-122.70554300
1345,526714.00000,4244351.00000,38.34691215,-122.69428500
1346,526404.81250,4245397.48655,38.35635250,-122.69778400
1347,526392.75000,4246942.07924,38.37027306,-122.69786400
1348,525553.62500,4250461.68725,38.40201679,-122.70734300
1349,527203.43750,4251611.00990,38.41232594,-122.68840400
1350,529969.06250,4249724.67140,38.39523754,-122.65680600
1351,529093.75000,4254236.54002,38.43592791,-122.66664300
1352,531160.00000,4252258.00000,38.41802743,-122.64305600
1353,536246.18750,4255635.54482,38.44827392,-122.58462000
1354,531641.56250,4263532.59044,38.51961708,-122.63703100
1355,529326.18750,4258978.85684,38.47865825,-122.66378100
1356,528471.93750,4257614.79491,38.46639299,-122.67363000
1357,529698.25000,4257835.24937,38.46833973,-122.65956400
1358,529298.62500,4255823.60247,38.45022391,-122.66422900
1359,527011.43750,4254776.44382,38.44085901,-122.69048100
1360,525518.37500,4254173.19192,38.43546639,-122.70761100
1361,525084.81250,4254917.90571,38.44219012,-122.71255200
1362,525523.50000,4255621.81326,38.44852136,-122.70750000
1363,524291.56250,4257026.40372,38.46121406,-122.72156900
1364,525067.06250,4256590.71859,38.45726617,-122.71269600
1365,526104.00000,4256913.12559,38.46014197,-122.70080000
1366,525302.37500,4259422.67194,38.48278126,-122.70989700
1367,521407.78125,4264639.70660,38.52989944,-122.75439000
1368,517760.06250,4262228.93668,38.50825378,-122.79630100
1369,522013.62500,4259300.67166,38.48176910,-122.74760700
1370,517734.84375,4258467.63074,38.47435707,-122.79668500
1371,520801.93750,4257003.49823,38.46109586,-122.76156800
1372,522001.00000,4256586.97777,38.45731336,-122.74783700
1373,522958.00000,4257544.00000,38.46591401,-122.73683700
1374,522606.84375,4255665.58404,38.44899450,-122.74092300
1375,520966.03125,4255438.39106,38.44698708,-122.75973400
1376,523162.21875,4254630.59381,38.43965280,-122.73459300
1377,522770.93750,4254176.20786,38.43556788,-122.73909100
1378,523389.40625,4252939.26832,38.42440442,-122.73204600
1379,524373.93750,4252434.39504,38.41982810,-122.72078500
1380,523704.96875,4249720.70116,38.39538983,-122.72853900
1381,520435.71875,4249721.88118,38.39548119,-122.76597700
1382,518222.56250,4253675.28600,38.43115794,-122.79121900
1383,509846.81250,4252154.88782,38.41758744,-122.88720300
1384,513426.18750,4251679.30734,38.41325476,-122.84621000
1385,514965.00000,4248148.00000,38.38140529,-122.82865900
1386,517931.68750,4247824.60244,38.37843618,-122.79470100
1387,518382.25000,4243919.83644,38.34323618,-122.78964400
1388,511148.40625,4244870.99739,38.35192764,-122.87240800
1389,501912.12500,4244795.90573,38.35131826,-122.97811600
1390,498533.00000,4258337.43399,38.47335894,-123.01681700
1391,500059.87500,4264194.58300,38.52614554,-122.99931300
1392,506017.15625,4259338.65604,38.48236301,-122.93101100
1393,508695.40625,4261366.13070,38.50061276,-122.90027800
1394,514527.53125,4265471.14111,38.53753133,-122.83330900
1395,519158.18750,4265095.68284,38.53406000,-122.78018700
1396,521861.50000,4270076.76256,38.57888694,-122.74901400
1397,515613.00000,4273742.00000,38.61204967,-122.82066900
1398,512329.53125,4274463.02323,38.61859920,-122.85837000
1399,511849.00000,4273578.00000,38.61062998,-122.86390500
1400,502828.00000,4274302.00000,38.61722927,-122.96751500
1401,514839.18750,4284649.67087,38.71036116,-122.82932400
1402,492753.62500,4293812.11217,38.79302548,-123.08344100
1403,481006.56250,4278635.58316,38.65608400,-123.21829100
1404,540428.93750,4220551.18586,38.13190834,-122.53869300
1405,540008.50000,4217064.20416,38.10050088,-122.54368600
1406,542139.81250,4214870.74302,38.08063553,-122.51950700
1407,542258.93750,4212365.43450,38.05805094,-122.51829700
1408,538376.31250,4212612.73817,38.06045281,-122.56254000
1409,537807.50000,4214813.74080,38.08031337,-122.56890700
1410,538623.62500,4215753.49473,38.08874841,-122.55955100
1411,536324.00000,4217021.80816,38.10027446,-122.58571000
1412,536741.68750,4218490.75838,38.11349648,-122.58087100
1413,536165.62500,4220650.97929,38.13298867,-122.58733200
1414,531153.87500,4218346.74365,38.11240863,-122.64461800
1415,518419.12500,4225684.06090,38.17888663,-122.78969600
1416,510983.34375,4214003.76217,38.07373714,-122.87477500
1417,531377.37500,4201563.02233,37.96113479,-122.64280400
1418,528087.06250,4207266.22624,38.01264427,-122.68003700
1419,535451.06250,4205918.76597,38.00024189,-122.59621600
1420,537519.25000,4206012.77483,38.00100592,-122.57265500
1421,539493.43750,4205887.42969,37.99979238,-122.55017700
1422,538459.37500,4208112.30594,38.01988880,-122.56183500
1423,537456.56250,4210149.16447,38.03828822,-122.57315300
1424,541812.31250,4208707.69536,38.02510623,-122.52360200
1425,543128.43750,4206952.86338,38.00922902,-122.50871200
1426,546230.75000,4204539.96942,37.98732982,-122.47353000
1427,543065.75000,4203756.56229,37.98042509,-122.50961800
1428,544381.87500,4201500.34976,37.96002733,-122.49477200
1429,542031.68750,4201469.01348,37.95985676,-122.52152600
1430,540665.75000,4202498.71083,37.96919928,-122.53701700
1431,540724.93750,4203668.26039,37.97973736,-122.53627700
1432,538223.00000,4203031.67012,37.97410884,-122.56479900
1433,537186.68750,4203712.67366,37.98028958,-122.57656200
1434,535854.31250,4203564.62941,37.97900893,-122.59174100
1435,538668.00000,4201754.49630,37.96257923,-122.55980100
1436,539081.06250,4200536.41843,37.95158337,-122.55516500
1437,541800.87500,4200404.28527,37.95027139,-122.52421500
1438,543136.62500,4198162.56383,37.93000505,-122.50914700
1439,544739.56250,4199231.15643,37.93955840,-122.49084100
1440,540553.37500,4198767.55752,37.93557662,-122.53850700
1441,541771.43750,4197443.55983,37.92358865,-122.52472200
1442,540616.93750,4195854.76261,37.90932156,-122.53794800
1443,542057.43750,4194837.93239,37.90009167,-122.52162000
1444,543190.75000,4194075.30972,37.89316527,-122.50877600
1445,544546.56250,4195251.01966,37.90369624,-122.49328400
1446,546898.00000,4193450.38281,37.88734951,-122.46665400
1447,546929.75000,4191882.76955,37.87321946,-122.46639500
1448,544896.06250,4190325.74827,37.85928895,-122.48961500
1449,542820.06250,4191565.01010,37.87055807,-122.51314100
1450,541231.25000,4191935.72946,37.87397260,-122.53118300
1451,539960.25000,4194276.55737,37.89512666,-122.54550500
1452,539218.81250,4195791.21072,37.90881014,-122.55385500
1453,537884.18750,4192062.83323,37.87526355,-122.56923300
1454,527235.87500,4196917.50135,37.91939906,-122.69012600
1455,454817.00000,4290425.00000,38.76137469,-123.52004900
1456,493198.00000,4300483.00000,38.85314454,-123.07839000
1457,497626.00000,4301302.00000,38.86054813,-123.02736200
1458,534553.00000,4281170.00000,38.67845291,-122.60275900
1459,578460.00000,4263512.00000,38.51653555,-122.10001000
1460,591221.00000,4265054.00000,38.52921353,-121.95345200
1461,607180.00000,4266236.00000,38.53808396,-121.77021500
1462,610680.00000,4266879.00000,38.54344864,-121.72996300
1463,618277.00000,4224710.00000,38.16253487,-121.64988500
1464,611396.00000,4209618.00000,38.02742455,-121.73076600
1465,627639.00000,4193926.00000,37.88389543,-121.54853200
1466,628149.00000,4184078.00000,37.79509107,-121.54447900
1467,628268.00000,4178502.00000,37.74483274,-121.54411400
1468,660744.00000,4103406.00000,37.06314380,-121.19198800
1469,643327.00000,4087387.00000,36.92162264,-121.39086000
1470,636780.00000,4087737.00000,36.92574945,-121.46427600
1471,629380.00000,4086022.00000,36.91133951,-121.54762900
1472,613215.00000,4094435.00000,36.98923953,-121.72778700
1473,590136.00000,4110649.00000,37.13787100,-121.98514200
1474,577878.00000,4123400.00000,37.25389790,-122.12181100
1475,562902.00000,4106943.00000,37.10669543,-122.29206000
