SAMPN,TYP_WKDY_WGT
1932621,1715.037611
2521483,61
1507815,1749.590867
1964832,61
1967423,1676.052992
1910592,61
1519923,1089.075916
1886648,61
2544183,61
2019518,479.1599302
7189809,785.8584843
2504764,337.5857186
7195932,337.5857186
2524174,809.0101085
7207299,179.4293255
1865843,207.2260085
7208552,207.2260085
1421695,496.6084949
1865672,259.1047559
2434804,150.2798747
2488495,178.540352
1466790,192.5724815
1848960,427.8645144
7193590,427.8645144
2609724,461.4919279
7192296,461.4919279
2491171,216.0897313
1722910,198.9425163
1700483,514.2275364
1415700,779.2459669
1418688,268.8488065
2635832,268.8488065
1511944,135.8228231
1885266,439.0585425
7192709,439.0585425
7195571,439.0585425
1753772,931.5289847
2023645,931.5289847
2533951,580.2792544
1834630,162.7124899
2534118,162.7124899
1380696,175.5006506
1433316,175.5006506
1447133,175.5006506
1928491,175.5006506
7195397,175.5006506
1380679,427.3049501
7195326,427.3049501
7208423,354.7281801
7192740,176.1201584
1787202,88.97617003
1853931,88.97617003
1825740,216.6371336
7192746,95.96912776
1837364,188.5827935
7192846,188.5827935
7195441,159.0556652
1186498,95.27231211
1734853,95.27231211
1860484,95.27231211
7190370,95.27231211
7190421,95.27231211
7195195,95.27231211
1403016,102.7601063
1529099,102.7601063
1704022,102.7601063
1746831,102.7601063
1767224,102.7601063
2490412,102.7601063
2649475,102.7601063
7192818,102.7601063
1185125,228.3161263
1524835,228.3161263
1828680,228.3161263
1912997,228.3161263
1709183,246.2603131
1763738,246.2603131
1456114,287.6228504
1463528,287.6228504
1418683,307.975652
1730743,307.975652
7192761,307.975652
7195450,307.975652
1430777,196.7040245
1186446,155.5897645
1445466,155.5897645
1886327,155.5897645
1906735,155.5897645
7192807,155.5897645
7192626,167.8181246
7206098,339.1999842
1895583,610.235301
1546411,678.5200818
1503730,190.2595882
1508256,190.2595882
1675088,190.2595882
1489528,205.2127746
7208327,120.1573126
1850610,470.256067
2021375,824.0884472
2607779,2006.471609
2498152,248.0916877
7195418,125.2968273
1502630,1322.126429
1382285,150.4808698
2438308,150.4808698
7205850,150.4808698
1340472,366.3873629
7190428,126.9195052
1402218,360.6211344
2492330,360.6211344
2556463,360.6211344
7192817,360.6211344
2556175,230.32869
1502500,560.2642179
1468678,1364.118439
7195377,1364.118439
1401458,604.297401
1513986,604.297401
2581349,61.15166423
1397218,335.1206117
2498751,335.1206117
1751732,262.9485085
1124769,1419.422653
1690037,303.7683649
7208372,303.7683649
7192803,496.0858756
1350674,398.3354437
7195435,1029.619298
1431962,3000
7190357,61
1792068,1596.938213
1760168,61
7192829,61
7195568,1268.061575
7208369,1757
1529469,61
2501227,1432
2526698,792
1986888,811.9333557
1944655,281.1403713
2006421,281.1403713
1752628,400.4998495
1893111,202.3331289
1354508,274.4988615
1530603,274.4988615
1675712,274.4988615
7191526,274.4988615
1806470,138.6772395
1891597,138.6772395
7191518,138.6772395
7196032,138.6772395
1338901,148.4903344
1871579,148.4903344
1517030,466.3349463
1832785,466.3349463
7191440,466.3349463
7206384,466.3349463
7208638,466.3349463
1838353,235.5931192
1185817,426.0803752
1677381,426.0803752
1757462,426.0803752
2024088,426.0803752
1908256,946.6808106
2644691,213.3475039
7191583,230.1152528
2020889,246.3986951
2500891,246.3986951
1413138,537.6683001
7191595,105.2372619
7208706,103.3554843
1511996,113.5082374
1820150,113.5082374
1908937,223.0477759
2414333,223.0477759
7191470,223.0477759
7191990,223.0477759
1957766,112.6840733
2496890,112.6840733
2578322,112.6840733
2588559,112.6840733
7196201,112.6840733
1456891,319.4762948
1432970,121.5403205
1843485,121.5403205
1930671,121.5403205
1943004,121.5403205
2655433,121.5403205
7196305,121.5403205
1408936,119.3670232
2531862,119.3670232
1901626,270.0426864
1512682,353.8851298
1951908,353.8851298
1452982,378.9267905
1489239,378.9267905
7195853,378.9267905
1817170,191.4343869
2507916,191.4343869
7192272,191.4343869
7208757,191.4343869
1481289,458.7645317
1705519,458.7645317
1409462,494.8204888
1905227,104.7158692
1497202,349.2536712
7206229,534.7748273
1372959,185.2502662
2552832,399.7819772
1979188,201.9704587
7192017,217.8440446
7196229,217.8440446
2616344,522.054176
2543686,244.4474969
2638520,282.4528279
7208737,107.4552566
1045672,120.5778591
7195867,335.0137249
7196238,169.2494398
1885024,405.5992304
1900618,405.5992304
7191987,221.8654478
2579792,110.0478391
7196157,376.9181814
1088852,61
7191724,61
7192159,61
2640545,61
7196297,61
2576001,61
1188614,61
2621947,61
1769413,61
7206204,3000
1512746,61
7196313,61
7206162,61
1889209,61
1975682,61
1423642,3000
2645463,1346.647169
1818846,61
7196138,211.6881273
7191523,61
1186189,61
2024417,61
1412903,2252.349428
1866902,1450.229887
1800068,196.7190714
1131021,2118
2024273,586.9033551
2592931,868.0966449
1778084,1488.863016
2576343,2068.136984
2612008,297.1173842
1517416,170.9402729
7207934,170.9402729
1956369,761.4625216
1848855,183.0363683
2521326,213.8844441
7206382,95.5541942
2022806,129.6353082
1545540,200.0393013
7206274,138.808577
7194829,70.12630274
2012229,996.2453437
1945137,121.5639051
1992333,682.817267
1925811,61.41426845
7192053,61.41426845
1447734,61
1415236,61
1485477,61
2650435,1128.363948
1866580,242.5555722
1938586,240.7944171
1495330,259.7193178
7194923,259.7193178
2526541,577.0537874
1901114,86.15826962
1906413,92.9297584
2020552,92.9297584
2532697,92.25501111
1837121,142.3580367
2648502,142.3580367
1469574,99.50566476
2552907,99.50566476
1719347,443.253267
2559609,221.0852901
1490458,159.9240082
2608789,159.9240082
2657647,159.9240082
7191747,159.9240082
7191678,171.2405694
1400860,961.8481535
2607383,961.8481535
7192044,410.3708896
1521455,61
2389988,217.28639
2022827,237.9156766
2484878,1052.112927
2004424,364.4603106
2020886,297.6856265
7207925,297.6856265
1812433,541.9937683
7192079,253.7840441
2336390,80.33598499
1512676,149.1168843
2021002,61
1723558,116.0424674
1443181,74.6552042
1466137,192.9691172
7207940,192.9691172
2338810,90.35617346
1758275,129.4147531
2584097,61
7192226,329.286449
7194968,451.1014648
2404197,61
1488140,205.543281
2622558,61
1706031,699.4138803
7194661,2101.542845
7194787,354.6519751
2634323,268.6421387
7194886,1491.54002
1929524,2078.165866
1097949,164.1997899
7194992,1278.858429
1466160,210.7316033
1893196,545.8059775
1896737,280.2021002
2524437,280.2021002
1936068,1370.001368
2587685,61
1506765,1154.39323
1447679,661.7808594
7194972,1799.126178
2023110,61
7194856,115.231664
1715976,722.945232
7195031,2449
7195041,1209.873126
7194867,1557.479459
1675468,464.6474153
7190889,564.5180939
1481683,82.74116292
2000478,82.74116292
7193192,170.8782352
1445484,134.2398776
1485827,134.2398776
1377952,67.81818892
1675337,67.81818892
1403885,140.0590954
1070161,208.1535479
1516600,1564.792569
1794619,168.757723
1797892,168.757723
1991376,182.0210004
7190958,182.0210004
1823822,1085.172406
1510398,404.4208515
1467419,255.6999167
7193239,138.3210331
1454006,233.3248408
1908855,738.3819569
7193229,370.2881887
1152479,764.7244728
2597327,396.4905646
7193178,396.4905646
7206011,396.4905646
7190844,200.3076321
7206017,200.3076321
7190945,216.0505305
7191212,157.971399
2582199,1365.067618
2566472,585.2795822
1383494,167.705022
2489590,373.5674579
1883564,433.4847166
1728625,242.8596365
2547100,501.557201
7193104,373.4787658
7193166,989.5563167
7191340,977.3217054
2655507,854.0013224
2584438,431.204497
7190821,729.9161585
1479113,61
1185393,2246.183004
1165257,1275.025824
1171825,715.0912401
1476146,488.8829354
2497454,905.9365972
1787075,738.251253
7205976,251.1591283
2019713,61
2552421,322.8001043
1995585,804.5983874
2628177,1926.401613
2503895,341.7330551
1341204,177.1800652
1492997,457.9758523
1932226,457.9758523
1681459,945.8182918
7193040,126.8996497
7205958,174.133995
7193133,886.5094009
1411943,2563.773838
2606788,553.4140321
1807160,142.263659
2022431,392.1642054
1405893,365.0537838
1966995,71.64600152
1858373,77.27691888
1890368,77.27691888
1438713,76.71582421
1749503,76.71582421
2020057,76.71582421
7191364,156.6282956
1437269,82.74519719
2009457,82.74519719
7190323,140.2444969
2519306,182.2595778
1821970,275.9371701
7190261,275.9371701
1730939,139.4038751
1994222,139.4038751
7190252,139.4038751
1452518,150.3601278
1805598,150.3601278
2591866,150.3601278
7190970,150.3601278
7207696,387.0915272
1680468,334.0755782
1994238,833.6764128
1044414,206.2893881
1999702,437.2252601
1130155,220.8868618
1440861,127.5999961
1373993,168.5003768
1514219,529.3461606
1720853,719.0937124
1826347,98.82249224
2510387,464.7637992
2568761,437.0260657
1525645,1047.314757
1684808,1039.191212
1984834,973.2562194
2494853,366.4479465
1512643,669.3124655
1530214,200.9393752
1841920,216.7319246
1454172,519.3890267
1741205,519.3890267
2485351,243.1995631
2477252,101.1959265
2515992,159.8401603
1382656,113.8179446
1466793,293.0162579
2003127,1185.168329
1126078,61
1088146,1500.578863
1924878,628.2177132
7191159,849.7822868
7194320,924.1421073
2647048,863.2913269
1414706,61
1414412,483.3594732
1451355,517.5630124
1897869,243.4267035
2500308,243.4267035
2019976,260.6520922
1696125,442.3419305
7191233,442.3419305
2360054,1387.357887
1727551,1485.530267
1485522,221.1976234
2019292,221.1976234
2485810,569.4576554
1741051,238.5823415
2503307,238.5823415
1795444,306.2182814
1921278,111.3982683
2550653,528.4253965
1752923,545.0465424
1519100,287.9427594
7191170,218.3364129
1378466,343.0926106
1392411,586.3598745
2656493,435.7216039
1863707,531.3224219
1778071,111.6570744
1724307,78.96950138
7191225,267.5815265
1489029,486.2347773
2647193,227.6753634
1508364,838.8302901
1915901,669.2364097
1815764,633.5860914
1400327,229.4642918
1150407,252.9682683
1783924,208.0080288
1886895,208.0080288
1983762,208.0080288
2564055,208.0080288
1937006,226.6156574
2011255,226.6156574
1421934,362.203862
1446601,362.203862
1809398,362.203862
1862422,362.203862
1892348,362.203862
1254869,186.3390872
1840744,186.3390872
1895460,186.3390872
1515172,417.0278896
2641144,647.5867573
1942229,544.4073016
1843677,383.0455061
2485452,503.043752
1783647,334.52497
1795998,121.1540726
1817023,330.0086064
1433347,331.8896649
1893777,119.5183925
1467600,110.4514614
1879404,61
1254545,245.789961
2523439,245.789961
7188167,245.789961
1806094,512.0513564
1452620,126.4488918
1466127,126.4488918
1941027,126.4488918
2004945,126.4488918
2506122,126.4488918
2659719,126.4488918
1882413,61
1390913,124.7417273
1423245,124.7417273
1491043,124.7417273
1522543,124.7417273
1677373,124.7417273
1807933,124.7417273
1808239,124.7417273
1845784,124.7417273
2011785,124.7417273
2120851,124.7417273
2296514,124.7417273
2634796,124.7417273
1846924,376.5249203
1859877,376.5249203
2582961,376.5249203
1930060,191.2387878
1961091,191.2387878
1993782,191.2387878
1850542,98.3845422
1852874,98.3845422
1469840,61
1412923,220.1851401
1436732,220.1851401
1528547,220.1851401
1810318,220.1851401
1843582,220.1851401
2554422,220.1851401
1464195,221.4402016
1142373,154.9224784
1851161,113.2762577
1254807,111.7469346
1517016,111.7469346
1819323,111.7469346
1844032,111.7469346
1675494,341.9171341
1824920,337.3009702
1152854,61
2120738,61
1942821,61
1389059,214.1276739
1760178,319.4014888
1904234,319.4014888
2122496,319.4014888
1818876,224.7311977
1969244,224.7311977
1681046,209.5349357
2544245,641.1234901
2122541,61
1941336,79.2032368
1909247,239.0699013
1502381,62.46806392
1511662,139.8038665
1961193,71.92337686
2460925,61
1791093,217.0961099
1958597,217.0961099
2122181,214.165133
1965740,61
2501198,282.5292545
1470483,169.6521024
1912760,64.12771022
1993381,95.66955984
2575454,61
2481011,443.6876654
1377126,437.6975153
1518645,262.826955
1253624,204.7968595
1500403,204.7968595
1352129,287.1399287
1437355,287.1399287
1676609,287.1399287
1962281,287.1399287
2554659,287.1399287
2557353,287.1399287
1921916,333.9902461
2552191,232.4857781
1911531,87.87854911
1442871,955.8455138
2012943,206.3376115
1736166,622.8168747
1906455,1584.987789
2120735,429.3075377
1408058,684.0621444
2120815,146.2694176
1862188,88.73049336
2611219,698.2033135
1401984,175.7348409
1958467,175.7348409
1947816,542.6407772
1416387,127.4869553
1480090,319.8418906
1600725,61
1937047,146.6234226
1710859,736.3099739
1059276,561.2184871
1973072,1005.598413
1601059,1181.765539
1140321,1088.826277
1756389,1008.173723
1173970,536.2484197
2620184,1078.207387
1946957,64.54419334
2507693,1388
1601894,162.2415396
1601161,353.3692819
1927203,756.6459856
1432706,389.2634426
1479308,232.887897
1480394,232.887897
1797254,232.887897
1810330,232.887897
1974789,232.887897
2649623,232.887897
1521787,268.1383563
1795277,268.1383563
1160355,401.5911968
1832919,401.5911968
1836746,401.5911968
1969872,401.5911968
1991517,401.5911968
1992842,401.5911968
1994965,401.5911968
2593417,401.5911968
1495515,206.6022615
1816804,206.6022615
2010165,206.6022615
2120966,206.6022615
1757701,449.9889052
1859931,237.8740653
1894699,237.8740653
1799359,250.7664946
1811603,292.6744474
1137373,288.7231005
1504108,406.4230628
1843830,209.0880591
1800526,206.2651975
1804916,206.2651975
1834187,206.2651975
1796506,631.1189248
1925636,631.1189248
2546552,488.3325561
1692707,211.1881864
1796843,243.1541265
1803457,125.0928627
1065904,123.4040057
1840807,123.4040057
1848846,123.4040057
1918923,123.4040057
1926684,123.4040057
1968166,123.4040057
1968955,123.4040057
2001499,123.4040057
1921140,268.7794073
2002648,377.5848
2599956,811.2934391
1166148,117.2180815
1487773,187.351758
1896594,187.351758
1929570,187.351758
2378146,187.351758
1148430,96.38482419
1809002,96.38482419
1913749,96.38482419
1959792,96.38482419
1982441,96.38482419
1813575,95.0835494
1415150,215.7097603
1451539,215.7097603
1492020,215.7097603
1842011,215.7097603
1850824,215.7097603
1911834,215.7097603
1915337,215.7097603
1921481,215.7097603
1939021,215.7097603
1960601,215.7097603
2435789,215.7097603
2576549,215.7097603
1414548,328.6960606
1515377,110.9738577
1692957,110.9738577
1787644,110.9738577
1937732,110.9738577
1937969,110.9738577
2009414,110.9738577
2537324,110.9738577
1473763,109.4756189
1883517,109.4756189
1983696,109.4756189
2621378,109.4756189
1409968,651.106106
1450127,334.967487
1744670,334.967487
1254386,80.02744322
2545616,255.3376991
2324255,570.4671591
2571929,570.4671591
2658531,353.9672228
1882882,407.5445334
1464676,402.0423454
2637376,402.0423454
2514780,243.8250781
1933256,240.5332381
2570298,726.0341849
1341753,542.0992149
1794696,165.9694227
1439592,64.52023324
1953131,194.7501947
1488044,296.7581148
1456671,95.32092722
1904445,95.32092722
1425045,119.1653059
1773703,405.6862069
2121029,400.2091079
2628968,400.2091079
1167674,285.9113474
2495619,863.0051038
2121657,173.3955575
1850718,523.383393
1395848,516.3172847
1772480,547.0124647
1958343,231.4910448
1412411,138.4960844
1980648,146.395137
1408385,168.5538489
2637099,508.7690054
2586984,706.1304691
1387028,696.5971242
1953728,504.4630667
2642544,301.80934
1164369,284.4586659
2011024,1408.866535
1479585,755.7835288
1883766,755.7835288
1472873,430.6197707
1862333,430.6197707
1600413,585.2625533
1844324,585.2625533
1896078,585.2625533
2122655,585.2625533
1894079,61
1400727,333.4627137
1893459,333.4627137
1520065,170.2596033
1893903,170.2596033
1173519,178.6890833
1520567,1339.740316
1970948,1339.740316
1389848,91.33541085
1398835,91.33541085
1792492,91.33541085
1934681,91.33541085
2002217,91.33541085
2120309,91.33541085
1490467,1090.188429
2120464,2754.959402
1253392,530.0062496
1996744,145.7019263
1843012,449.9039923
1847704,449.9039923
1480857,720.3403838
1515680,333.5302141
1451287,70.21150721
1943450,148.9910534
1418559,61
1424097,1326.136409
2520332,61
1527855,61
1992966,1668.71519
1839473,61
1738026,2181
1949410,2002
1868965,381.8871617
1756444,301.1725603
1845640,301.1725603
2997876,301.1725603
2997231,417.0238207
1824903,145.5586877
2999953,145.5586877
1838547,65.51587783
1840684,65.51587783
1958029,65.51587783
2997589,65.51587783
2998240,65.51587783
1998037,61
2988978,201.550367
1969321,90.71769905
1973400,90.71769905
1979838,90.71769905
1689693,75.59672141
2139926,75.59672141
1996770,326.7901466
1265784,397.024722
1477002,397.024722
1884268,397.024722
1963888,397.024722
2000827,397.024722
2989897,397.024722
7172281,397.024722
1996477,178.7005887
2493291,178.7005887
1119035,342.0177051
1867507,65.41922714
1937042,260.4330287
2659171,470.7060634
1904631,155.8824695
1982268,155.8824695
2521451,129.8997191
1400900,205.3886328
1506939,122.9355872
1851306,122.9355872
1865442,122.9355872
2516694,122.9355872
2998294,122.9355872
1712361,333.0134419
2010799,199.325554
2996193,199.325554
2988895,61
3001357,61
1881205,99.26568285
1498518,61
1528022,61
1729038,61
1792268,61
1869942,61
1921291,61
1926397,61
1935951,61
1937945,61
2139008,61
2997369,61
1265657,80.7534896
2996600,733.6483885
1349071,61
1405469,61
1509876,61
1751049,61
1849464,61
1877641,61
1927519,61
1935747,61
1939702,61
2639641,61
2997146,61
2997386,61
3000046,61
1605599,160.947596
1812024,72.44241623
1479233,61
1900653,61
2138954,61
2998371,61
2998411,61
1870530,61
1416570,195.5388656
1991915,195.5388656
1443830,88.01192589
1882951,88.01192589
2996307,88.01192589
2997848,88.01192589
1265148,270.7562892
1520114,270.7562892
1780978,270.7562892
1864894,270.7562892
1867185,270.7562892
1901350,270.7562892
1938594,270.7562892
1979438,270.7562892
2003546,270.7562892
2996895,270.7562892
2996949,270.7562892
1417970,121.867243
1855760,121.867243
1863717,121.867243
1887446,121.867243
1892295,121.867243
2996451,121.867243
1150381,72.94376945
1803776,72.94376945
1944342,72.94376945
1948002,72.94376945
2996185,72.94376945
1884049,438.9993864
1862296,197.5933599
1471444,184.5917951
2140600,1109.742549
2989809,346.4665143
2996336,172.8118093
1497206,163.5470915
1151065,265.172318
1381373,265.172318
2996572,265.172318
1522470,95.37155809
1173867,61
1265445,61
1529263,96.37361117
2998011,96.37361117
2538734,61
1265854,262.8678974
1394559,262.8678974
1926503,157.3398629
1480512,1140.737424
1853688,499.3057944
1847407,153.0493514
1917596,148.5313297
2997804,170.7392971
1463831,85.16195828
1912085,85.16195828
1872025,1678.089444
2658754,97.24524383
1388495,80.59628936
1524476,80.59628936
1818443,80.59628936
2649381,130.6773766
1705334,61
1515108,61
2989048,61
1513559,129.5417542
2515033,129.5417542
1835872,77.53735635
1895695,68.04242065
1494505,263.1439719
1938099,805.6514319
1805869,96.43823923
1407506,218.6627499
2533456,79.47028179
1792079,184.6033226
2998139,294.4238947
1783214,760.7287336
2138817,174.2684688
1352094,1598.404309
1858679,1193.155214
1153205,1150.840369
2139136,1150.840369
2138614,718.1591879
1941230,96.57612954
1173264,61
1475820,61
2665497,1172.689532
1136102,61
1170775,61
1464088,61
2011886,61
1469554,167.294327
1878866,440.534357
2998027,440.534357
2997515,833.8159328
2139845,1910.803472
1349876,626.017554
2997428,1801.279543
1995252,784.7204571
1841341,391.1318271
1490270,71.16413222
1701290,61
1350548,371.9283031
2997736,61
1812599,1705.592471
1141798,1633.849745
1504922,1308.100991
2989792,61
1728278,213.5684635
1145199,573.9532617
1778420,237.9788944
7014127,255.5999273
7016551,61
2621640,131.3500587
1731190,72.49556827
1679006,203.9855024
1134469,61
1169976,61
1174756,61
1435171,61
1865489,61
7163730,61
1732038,553.0139962
1770901,553.0139962
1712048,135.9256853
1677850,211.0914108
1755501,145.9902374
1143740,410.7822398
1153748,801.8366601
1719531,933.4749067
2523409,131.2570806
2629374,363.8116828
2498119,140.8743524
2333457,317.9779362
1713830,217.4463637
7198004,429.2640199
1777223,424.4498645
2580146,175.5047257
1148075,61
7198017,121.3785841
1678831,61
1144667,61
1382297,61
1774811,84.20317607
2512461,236.927961
1836678,61
1530456,776.105749
1518378,190.7595585
1699589,190.7595585
1710476,169.0977355
7197448,169.0977355
1158129,181.6184961
7163786,511.031792
7016929,125.6068508
7205213,125.6068508
1136069,353.4281775
1738463,245.1814319
1945932,245.1814319
7016978,170.7299987
2609297,430.0244268
2015280,122.636899
2524938,303.3650469
7016552,853.5979919
1937613,61
2551983,61
2660737,134.8116305
2606291,812.9306047
1765157,88.6364584
1881693,85.346212
7013771,61
1742526,1007.87237
7016401,61
7016667,61
2575772,308.713668
7017104,308.713668
7163855,129.4541153
1167681,364.2534762
7017091,61
2536174,71.45089774
1150210,1389
2203391,467.9503621
1679914,351.5941947
1733810,351.5941947
2523286,351.5941947
7163673,1479.009549
1141570,287.9330156
1879720,287.9330156
2631005,287.9330156
1516896,682.4924622
2609981,682.4924622
1634275,132.8673725
1698307,132.8673725
2657190,132.8673725
2603325,108.8098263
1499273,793.4915249
7016478,245.2498658
2640356,1221.40684
1489809,61
1682859,61
1815644,61
7014405,61
7015855,200.8438549
1169219,61
2019404,61
2661567,61
1345717,220.4487542
1866272,61
1485738,360.2069901
1685635,360.2069901
7014417,360.2069901
1147803,3000
2653161,70.12495961
7016555,70.12495961
1704317,294.9863407
1772950,61
1773432,311.1593892
2203501,3000
2203381,562.0138428
2577021,351.4397137
1531324,345.81091
2611694,1949.697808
1763284,605.7956701
2553501,833.0234551
1746944,162.1726889
1700635,159.5752641
1069723,132.8089942
1760352,132.8089942
7198432,130.6818704
1758932,405.4245659
1366888,61
1996507,61
2530914,61
2642737,61
7163689,307.4224215
1883961,439.6544842
7164119,482.57032
1702535,360.0487249
1681030,349.0867252
1923571,89.21033742
1723134,379.7889117
1517469,3000
2005124,3000
1636178,715.9316713
1128764,1645.318669
7205120,274.9542088
7016828,270.5504286
2532158,174.3623579
1972787,327.1944912
7016931,2174.688174
1636668,61
7018256,61
7016618,61
2204161,3000
1350577,859.825443
2494273,837.174557
1634937,1170.189148
1400329,479.5008054
1141305,307.8920965
7018843,307.8920965
1730537,254.2587334
1723370,61
1439622,61
1172835,461.1564038
1681144,718.4983716
1703465,718.4983716
1739070,496.9114916
7015860,259.2358117
7018741,110.9165043
2653684,109.6725862
1122248,655.1981648
1725752,214.0781458
1691311,61
1775999,61
2584744,61
2611986,201.1724654
1407624,61
1686056,61
1748862,61
1367841,388.2797123
1988769,216.7700785
7018891,216.7700785
1685493,214.3390226
1697807,418.3844123
1748552,418.3844123
7018892,947.8362873
7018884,552.9987928
1784033,614.5797157
7205574,61
1519735,61
1714799,707.3172748
7164449,61
2515896,61
1471549,396
2202074,3000
1748949,3000
7018855,154.3116997
2201957,807.7304436
1462712,649.1247036
1486845,126.37135
1680336,126.37135
1749163,126.37135
1819983,126.37135
7014057,692.7118841
1636883,134.8568857
2626423,134.8568857
7197420,134.8568857
2542952,264.4701604
1703817,110.4391095
1778087,110.4391095
7014072,110.4391095
2572858,578.0833928
1773871,245.190417
1736492,688.865664
1127931,134.108105
1682284,134.108105
1730603,134.108105
1741969,134.108105
2596790,134.108105
2651292,134.108105
7204696,134.108105
1688907,701.9765797
1739306,564.136641
1300922,109.8259063
1922388,109.8259063
1458191,1713.517463
1459402,1713.517463
1775648,1713.517463
7018763,1713.517463
2578869,333.5869268
2627824,333.5869268
7018794,273.1862222
7014284,606.5119869
2202050,1414.107405
2664402,3000
7162320,893.3992583
1450360,167.9445229
1945651,167.9445229
1159458,139.7744399
1937840,180.7895499
2203100,177.8939498
1732218,146.7709537
7162266,146.7709537
1764415,768.2590999
1734209,639.3955787
2666432,813.7725684
1139514,776.4290187
2204408,329.3174604
1752485,145.9560212
1952421,145.9560212
1143505,119.5285871
1300991,119.5285871
1712703,119.5285871
1764408,119.5285871
1701275,807.0659166
2529800,297.3211354
2585740,158.5695074
1634709,2885.728654
1530254,61
2636561,129.7099069
1923528,3000
2537754,946.7848044
1170324,1070.215196
2596197,61
7015815,61
1844423,1195.847936
1728095,203.2170192
2545657,203.2170192
1735115,218.2641258
1762059,218.2641258
1766503,426.0461156
7165496,158.2307242
2201931,451.6070799
1733518,169.9468421
1761781,169.9468421
2567725,1086.655625
2615286,61
7014590,61
2638121,993.011611
1392214,212.2221966
2591281,61
7013995,61
1807712,73.5953075
1734439,114.2928745
1301070,2481.823798
2202497,61
7014653,61
2585384,61
7162157,61
1726028,1328.290506
1939898,182.7934021
2516319,61
2201678,61
2555087,61
2585423,61
1508142,61
1973274,61
2476135,61
2484005,61
1978800,61
1716890,61
1715632,61
1497788,360.3742095
1885732,61
2012147,61
2507226,61
1772923,61.67957479
7197301,61
1301180,232.4490966
7014449,180.9916759
2611168,91.76429862
7197371,207.8890359
1156709,376.4853527
1634651,367.4205403
2604011,386.9098274
1362557,382.5706702
2588861,61
2583897,834.5156621
7014556,834.5156621
2627880,563.590163
1300642,2413.536656
1365541,1023.686317
7014647,1084.331892
1877928,941.8596346
1358866,100.949269
1696064,100.949269
1723475,100.949269
1739050,100.949269
2521827,100.949269
1049908,432.3083991
1817089,61
1388787,183.3608748
7014051,183.3608748
1167943,681.3321952
1490282,82.67095385
2201868,82.67095385
2202525,82.67095385
7014605,82.67095385
7199227,82.67095385
1174935,363.9966179
1764022,363.9966179
7197283,584.0147271
1870557,1558.790834
1393946,158.8232727
1173197,661.1512789
1354794,661.1512789
2585716,661.1512789
1051203,70.8627229
1792790,70.8627229
7014388,70.8627229
1337701,128.7126791
1427417,541.4403433
1733883,61
1071082,988.8550612
1149604,988.8550612
7204620,988.8550612
2626304,1796.12325
1764798,192.5099266
2010381,83.99818864
1356775,349.66859
2201714,554.9036921
1952119,2376.337434
1634500,454.4304082
2201852,1946.067409
2202418,639.6145119
1759821,438.9947907
1381944,191.547355
7013865,359.5084783
1695310,64.39452011
1701370,63.36315087
1759621,83.29030912
2201810,61
1489279,88.5605386
1683097,236.3764977
1719403,236.3764977
1393214,100.2575973
1755570,100.2575973
2540723,82.10451928
2561298,80.78949937
1393814,642.1545821
2201952,348.298177
2201912,450.5020424
1634627,83.88971405
1708686,3000
1120220,2851.187179
1504522,2805.521387
2508072,1690.567436
7162394,2712.432564
7197622,1397.735719
2603481,979.38847
1166231,211.8758109
2656544,192.0883525
7014614,1363.589801
2616554,1574.321847
1423292,1046.912669
1813095,181.8915562
1730404,282.4760099
1760965,195.3596291
2496272,195.3596291
2660174,195.3596291
1718206,391.000653
7015518,242.3219693
1451384,167.5892055
1761647,167.5892055
7205479,167.5892055
2564678,260.2645831
1699586,179.9982677
1750593,179.9982677
1962464,179.9982677
7016388,179.9982677
7197952,179.9982677
1940749,90.16614272
1681860,271.8460042
1732227,188.0079465
1781636,80.41838466
1725925,201.9289046
7018386,569.9273347
1367673,440.1321491
7018489,1580.06479
1763371,342.357832
1301194,333.8964923
2561003,333.8964923
7015439,61
1301096,64.61044367
1733915,64.61044367
2626994,63.88584365
1767356,61
1726494,80.14209496
1421523,61
1692064,61
1379781,61
1383151,61
1689890,61
1746411,61
1764986,61
7015549,61
7015647,61
1499400,61
2514661,61
2556244,61
7014464,61
7015630,61
2201634,61
7014758,61
7015575,336.2791064
1772492,116.2011634
1990614,116.2011634
7014692,116.2011634
1162138,114.8979784
1761865,114.8979784
2204184,114.8979784
2595460,114.8979784
7162531,114.8979784
1462266,229.9614551
7014665,96.56353107
1735824,66.78307169
1773411,66.78307169
1925373,66.78307169
1684637,66.03410585
1704543,66.03410585
7197928,188.489598
1685042,130.3588859
2571399,130.3588859
1301460,128.8969234
2533065,128.8969234
7204745,128.8969234
7014501,61
1674968,292.0117904
7197813,61
1749130,61
2598905,108.0009554
2607861,216.1574747
7162626,1318.239921
7016454,61
2636221,61
7014534,80.73043364
1051388,79.62821188
1519213,78.73518902
1699060,78.73518902
2526572,78.73518902
2601582,157.5837877
1131349,61
7205464,84.39156515
1707897,70.53916868
7014703,358.8070746
1783304,1465.671291
2202575,1357.645474
1687279,2108.146835
1423314,647.3864435
2204289,647.3864435
2476157,647.3864435
1348467,732.2571581
1683090,673.2011204
1762702,673.2011204
1130038,131.0585377
1482341,131.0585377
2554265,131.0585377
7015430,131.0585377
1087526,107.3285069
1760964,107.3285069
1904755,107.3285069
2202600,107.3285069
7016330,269.7009934
7014548,269.4669629
7197915,269.4669629
7162619,73.28175635
2643653,305.058107
1410365,61
2202875,61
