SAMPN,TYP_WKDY_WGT
3006489,802.5464007
1473715,107.1643597
1682221,242.659994
1769938,395.8095944
1537445,61
3006943,104.4514188
1152715,61
3006461,1452.880718
3006352,371.5423921
1904847,606.0333271
1446139,649.4242808
7177639,411.4710033
1775720,1408.528997
7178343,1007.679925
1760926,505.1669817
1700355,1580.996648
1149157,72.02352304
1873728,72.02352304
1716963,792.5803471
7177596,119.0145493
7177290,1309.691457
7178122,885.4106207
1717961,120.3295353
3005929,120.3295353
7177534,1324.162174
1369457,61
1769251,198.8373354
1769375,198.8373354
1372257,762.9359235
1095358,99.68051766
1751194,99.68051766
1799537,99.68051766
3005873,99.68051766
3006036,99.68051766
3006531,99.68051766
7189942,99.68051766
1162978,1096.93078
1728891,741.5747867
1751702,741.5747867
1138962,133.8095849
1464861,133.8095849
1775851,133.8095849
7189980,133.8095849
1688881,1472.50291
1705713,1472.50291
7175968,513.4254039
1756707,221.1123084
7177612,2433.222685
1163879,110.8473382
3006246,110.8473382
1151426,1219.815667
1421078,2878.298481
3005958,336.8002384
1690633,2411.556844
1382090,1634.647494
7189955,1514.483861
1699476,271.2594128
7198511,1496.463421
1179881,483.4235842
1491726,3000
3004661,70.06410233
3006059,61
7189829,61
1523822,356.4539144
1682486,61
3006308,2754.410757
1433052,61.12773695
1763564,61
1747079,135.5941496
3006162,1971.811019
3006237,3000
1348205,298.8286394
3006435,276.8616189
1758223,457.4972092
7177593,80.82113196
1407783,2137.471172
7177251,603.5202285
1775387,3000
1517073,252.7372225
1437593,193.5667328
1973966,193.5667328
7176724,193.5667328
1435299,315.7321845
3007285,315.7321845
3006572,356.085881
1727973,200.632814
3007061,184.4530734
1750414,618.0355649
1045607,103.9281284
1179644,103.9281284
1404254,103.9281284
3005505,103.9281284
7208852,103.9281284
1425010,433.7941655
1449245,169.5201161
1475220,169.5201161
7178171,169.5201161
3007189,396.2331456
1504810,205.2494227
1690891,205.2494227
1694090,205.2494227
3005100,205.2494227
3006999,205.2494227
3005614,856.7074513
1968476,687.7166129
3007618,687.7166129
3006693,387.4866335
1432817,334.7881511
3006423,170.33405
2014599,194.2613745
1400425,287.2214211
3006717,130.4556773
3007033,130.4556773
1774939,148.7811696
1895146,212.7899531
1838355,281.2800283
1401065,242.681183
2349312,242.681183
2435830,242.681183
3005212,242.681183
1771118,813.1369092
2015025,492.745374
3006785,154.2123706
1496251,124.3134617
1711962,124.3134617
1776801,416.529468
1172818,70.04310189
1172957,70.04310189
3005166,70.04310189
7177876,70.04310189
3007437,79.88226221
1156596,202.7712111
1811061,202.7712111
3005609,202.7712111
1524544,114.2492889
1538082,114.2492889
1885237,114.2492889
7177915,114.2492889
1065929,130.2982221
1168673,130.2982221
1452535,130.2982221
1495610,130.2982221
1873740,130.2982221
3006576,130.2982221
3007547,130.2982221
3008384,130.2982221
7190067,130.2982221
7190092,130.2982221
2566959,172.236927
1795610,138.3293093
3005753,138.3293093
1756361,77.94018261
3007395,77.94018261
1178677,88.88866906
1693743,225.6328574
3006857,225.6328574
3005634,127.1304411
7210241,75.27068464
1712365,144.9888276
3006745,144.9888276
1743264,1912.226779
1391643,258.1285288
1956759,1077.423903
3005089,1169.008906
3006859,390.8605716
1494422,559.0169972
1689993,559.0169972
1430459,262.4813129
1688281,262.4813129
3004941,299.3528341
1759009,565.9450982
1165648,488.2828929
1462600,488.2828929
3006963,250.1229637
3006670,140.9291318
1895938,748.6113699
7210303,160.9651945
3007512,172.2335588
3007146,570.4168716
3004980,125.771768
3006638,179.8814236
1783578,602.7176191
3007038,205.1498957
3007380,205.1498957
1515996,687.3831339
7190069,687.3831339
1458088,416.5409977
7178415,246.6232777
2014948,322.7544571
1475834,157.1204853
3005134,157.1204853
1522391,73.96907947
1458245,84.35973339
3005138,84.35973339
3007197,171.2859146
7178497,160.7024371
7210317,61
7178389,110.0210738
2312406,204.2441911
3006852,406.0113636
3006919,463.0449728
7178422,185.7796478
1383853,1015.164016
1482939,1352.953443
1743886,1366.769328
1702771,1132.22638
1773423,61
1537487,61
7177746,61
7178056,61
3006703,1551.187215
1820808,61
1740743,777.6363742
3006623,777.6363742
7178223,1968.222401
1179431,61
7177787,61
7208830,61
1380079,1664.309618
1683193,1794.818583
1683160,61
1537690,61
1179438,2575.631269
1729325,1879.005768
3005113,552.9942324
7177980,598.541408
3006554,500.8926031
7178131,314.5659889
7178150,831
1441369,120.5613544
3004692,392.7816762
1775767,361.9865159
1800767,475.4803971
1762922,1275.919984
1694283,93.34141791
3005311,660.928655
3007639,429.4162246
3005798,245.7809647
1178633,1289.325952
7176067,201.5876196
1740374,82.61936179
3004847,82.61936179
3007519,94.22514629
1347255,1443.234087
3005680,237.1912826
1125309,1280.975244
1475100,158.9038923
1372859,1180.120863
1342185,466.6398778
7176763,1709.360122
7176259,718.0514976
7178653,195.9467625
1769567,1038.241651
7176381,1670.760089
1897212,473.2281291
1720874,781.9810823
1951581,781.9810823
7176497,272.6574939
1536554,392.0203364
7176070,85.84142826
1455117,2270.290448
1727301,437.31912
7176569,61
3004858,61
3007510,2384.557393
3004665,1432.545669
1530072,499.4933008
7176001,3000
7189764,374.9122033
7176083,187.9498256
1461383,61
1132119,2743.584612
7189845,478.5280313
7176524,166.8509082
7176467,61
1368733,61
7210379,1766.492709
7178558,1109.376586
1383583,1662.183367
2014238,708.4783296
2013331,233.6325856
2296983,233.6325856
2988171,233.6325856
3000560,233.6325856
7173609,233.6325856
1935177,285.1010409
1826611,262.1094834
2988209,262.1094834
1411499,147.6828092
1500699,147.6828092
1854824,147.6828092
2988037,147.6828092
2988434,147.6828092
7166964,427.5342078
7189518,240.8896162
2988256,489.1077361
1420658,610.2355377
1677325,343.8307433
1949252,2021.026848
2988314,110.5736965
3000579,426.4476264
2988394,320.1052172
2988554,205.6955743
2480450,311.5604844
2988565,311.5604844
1452915,366.2068093
2988651,69.89536189
2988727,69.89536189
7173353,746.345757
3005389,236.3617771
1682908,202.3435113
1340572,114.008306
2988098,114.008306
7173697,114.008306
1785138,977.2488638
7173366,172.6847219
1336484,385.5363942
1463288,130.0233877
1727085,130.0233877
2988205,130.0233877
2988408,130.0233877
3000883,130.0233877
7173630,439.6938243
3000243,288.8124486
3000590,288.8124486
7167073,976.6631396
7173641,162.7283118
3000335,471.0901713
2988297,265.430762
2988549,302.716601
7173428,956.5121604
1679760,538.9366347
2988175,61
1409775,124.0111543
2988063,139.5592887
1758542,1371.689258
7189035,494.4748091
3000906,2465.171205
7166994,139.3337375
7167056,89.53410192
3000454,371.1117549
1756515,423.2429135
2988347,71.40759784
3000307,1161.485416
1402225,125.9423557
7201335,125.9423557
7189523,1344.818029
1502476,425.8931951
2988666,312.1492917
7173661,632.7706773
7188038,825.591082
1755199,315.874089
3005391,257.4279812
7173614,1161.708084
1397035,145.0154006
1374417,1243.033429
1419130,201.884604
3000555,276.1756407
3000261,297.1080994
2988353,245.7726717
1175219,3000
1119160,2735.322411
2988340,790.0739833
3005383,1963.984981
1519639,533.1986541
3000867,282.3519819
3000624,3000
2013266,843.3411037
2988740,843.3411037
2988264,542.9826189
1504517,529.6273624
2988489,457.4508217
1151798,154.9009964
1357139,99.73253804
1175309,61
1163961,1487.884023
1089378,937.3659966
1765869,2704.691979
2988186,880.9420249
7176432,3000
1748577,2935
2994482,2076.354602
2993224,371.1626739
7170667,64.00965923
1879450,1219.367982
1467253,61
1513522,61
1515379,61
1706511,61
2994572,61
7207127,61
2995726,122.7464453
1434306,69.16018308
1497911,69.16018308
2995754,140.4244031
7207158,209.8891041
1463339,108.722902
7170526,108.722902
7189556,352.3570222
1737277,61.2587663
2994579,177.3410071
1982495,99.92091009
7170665,233.2793444
3001246,756.0285242
1473017,266.0487793
1752133,266.0487793
2994385,154.5250065
1371390,500.7957858
1481292,500.7957858
1515640,176.2315881
2993126,176.2315881
2995835,176.2315881
1360436,313.7510752
7206974,242.9202235
2993374,396.2340621
7189614,396.2340621
2994357,223.2538809
1421732,1834.005802
2340220,254.6150095
7207125,254.6150095
2994755,1167.854366
1820817,453.2997396
2371884,197.0947042
1347582,366.6469482
1509452,366.6469482
2994467,63.23089002
2995843,519.4347292
1460272,186.3657823
2994463,416.0807681
2994447,61
2364028,74.56812913
7169816,870.2879063
1723680,497.1113902
2995761,191.2080988
1995266,122.8679121
3001256,739.0693876
3001312,234.0574086
3001325,61
7169768,997.6559183
1464216,1413.395459
1345559,306.3116195
2334744,349.3401127
1760764,820.9206713
3001204,231.4040418
7171285,247.972177
2013827,2280.849146
2995771,1389.150855
1176100,66.05226784
3000718,66.05226784
2993143,2940.789108
1723531,1988.106356
7188876,61
2994371,61
2994381,1606.403732
1915758,3000
3000765,61
2995744,3000
3000735,61
7170513,2724.770037
2995859,110.2299629
7169686,717.2786968
7170585,717.2786968
1730822,1615.442606
1760941,929.1515555
1462493,853.9292767
1491180,1713.478101
2993556,965.4410674
2430861,439.3362955
1460270,489.9519397
1769980,489.9519397
2993597,129.9307896
2993304,931.0626786
7207449,931.0626786
1433268,119.411849
7169831,136.1859822
7188290,136.1859822
7188329,276.5151048
1720343,239.6095247
7189349,239.6095247
1176070,1505.517936
1067415,390.8338875
1782881,390.8338875
7170429,1437.958147
7170163,307.1993744
7169857,77.63373507
2993918,637.7690149
1406151,388.7578118
1475943,61
1743369,1151.20737
2993606,239.2251374
1155425,566.2320254
2013804,80.78998056
7169847,61
2993856,61
2993528,111.8061982
7170279,73.04753543
1376082,1508.893379
2993998,1614.523421
1969737,997.420027
1949471,61
1368586,2418.869633
1679263,1889.726684
7189214,61
1368569,61
1151345,61
1443035,3000
1065239,3000
7207037,327.8168602
7207036,360.8025907
7170371,3000
2993774,1320.002246
2993480,2503.496931
1689440,3000
1177229,759.0789686
1425142,759.0789686
1514518,2325.946058
7171313,137.8031106
3001986,169.6099604
1719277,1635.482934
2998641,326.8449278
3001843,372.7577951
3001970,702.2735344
3002168,641.5609858
3002324,1857.414969
7172417,296.9232999
3001864,1275.224488
2996009,2214.421967
7172561,223.5727429
7174305,61
7189644,624.2252763
3002208,897.4959732
7174325,173.7898419
7208498,189.576227
2998707,61
1452668,483.4069506
7189668,598.2778092
2998762,1652.605516
1676640,68.76861145
7207670,303.403023
3001959,494.8892707
3001901,2013.722812
3002101,1134.610767
1177333,228.7475093
7174485,211.6383985
1845208,102.4833483
1773153,61
1774730,671.5093043
2998521,1362.533068
3002206,2776.386744
2443193,160.6471776
3002052,183.2137586
3002175,183.2137586
7174360,703.8374387
1483461,1066.234881
1772916,1066.234881
2998601,600.7587384
2998664,685.1490835
7171400,580.9285874
7172563,1071.548246
1745167,3000
1395084,1592.416773
2991861,1592.416773
2992440,753.8828728
2921166,396.6490424
2996061,396.6490424
2991915,646.985496
7176180,776.5155341
1426495,1382.45695
2400214,74.58997553
2013442,183.9858916
7206834,209.8309304
1446631,130.5735269
1801859,130.5735269
2395961,367.3196625
1706991,64.90720645
1473832,131.789063
1764179,216.4029852
1410233,121.9299675
1752098,121.9299675
1758928,121.9299675
7169557,300.7561487
7168825,118.6519068
1832299,139.0578282
2992674,439.3895257
2993096,439.3895257
2996022,439.3895257
2992067,282.346166
2992691,696.4436001
1472813,295.0451942
1696493,295.0451942
1959527,287.1129683
1375611,481.2565792
1175484,118.1888994
2992509,263.8688682
2991865,977.1542654
7168791,977.1542654
2992059,522.6349005
1340060,85.37948394
1820297,207.3520101
1728229,236.4793562
1533517,583.3071385
2991681,583.3071385
2991855,583.3071385
1066541,230.1216601
2991959,136.4289858
7168822,253.7930763
7169085,501.4532916
2992843,314.2433027
2992781,236.9927676
2992944,236.9927676
1748964,1040.736096
2992483,1139.902215
1150476,527.0460042
7169022,481.9120246
1683287,515.6482635
2476857,601.9767631
1350362,227.0148056
2992003,227.0148056
7188318,559.9615916
1161987,258.9042423
1381471,258.9042423
1534913,258.9042423
7168930,258.9042423
1684666,460.9360063
1360905,243.6355833
7168837,277.8597895
7168918,277.8597895
7168751,685.377368
1501574,121.1095807
1417829,494.6832099
7168885,564.1728139
7169400,1391.605741
7206780,1391.605741
2992945,564.5462046
2992269,840.5907539
2992802,941.960374
2993048,1074.280315
7169053,1074.280315
1732583,1709.888241
1420198,603.5344639
2992274,61
1154699,61
1459723,61
1469171,61
1125629,3000
2013472,3000
1399693,61
2991941,61
2992788,1757.01605
2992864,3000
1177174,3000
7189099,61
1681397,1049.316901
7169283,3000
2995107,454.8141283
2999587,454.8141283
2999595,454.8141283
2013968,326.5295239
2013936,741.8602163
3002524,1350.051646
2999144,288.7464538
3002546,288.7464538
1922464,162.6911278
1435188,265.3701099
7170972,538.8134855
1763150,738.2495327
1991500,738.2495327
2995386,738.2495327
1803818,376.0259056
1536335,589.9252151
2998972,104.2427118
1059184,603.0339706
2014183,603.0339706
2999409,343.9992776
2994895,270.3537387
1711543,308.3311227
2995256,308.3311227
7172939,308.3311227
1860188,548.9323582
2995137,626.0424995
7172933,1419.237724
1455743,449.4613218
7170790,105.2269438
1976422,61
2995451,123.0516533
1176804,171.6386507
1418375,171.6386507
1369404,96.70797784
1825966,96.70797784
1936026,96.70797784
2999259,96.70797784
7188834,96.70797784
1445369,110.2928316
1708076,110.2928316
2995117,110.2928316
2998868,110.2928316
2998946,110.2928316
2999546,110.2928316
7170742,110.2928316
7172858,110.2928316
7174582,110.2928316
2995019,196.35807
7189705,196.35807
1684249,140.9734287
2995291,223.941065
1416085,86.51482244
1535155,438.8353589
1937343,438.8353589
2478816,438.8353589
7188973,438.8353589
1469616,247.2571299
7170872,247.2571299
1487654,281.9900654
2995217,281.9900654
7170750,281.9900654
2994803,891.0212584
1511761,502.0364803
1914847,502.0364803
2995268,502.0364803
2995514,502.0364803
2995584,376.5858379
2994822,125.973295
1177002,228.5570609
1742415,260.6631428
3002392,366.5377036
1757022,418.0263318
7172877,418.0263318
2999502,1544.608401
2999195,114.8963167
7171061,82.48872944
1535360,131.0361399
3002563,187.4106388
7170783,187.4106388
2994942,213.7367619
2999493,388.9623152
7174639,273.1927699
7174586,311.5689609
2999549,72.94387295
2995050,76.45557311
2998981,348.0143384
1368802,1032.110972
7172815,465.0479052
1832669,76.5694215
3002493,87.32535311
2998925,81.92966188
1728072,177.3073761
1874375,177.3073761
2995681,322.6674105
7170848,127.2961623
2999566,166.3518423
2999638,166.3518423
7208527,233.5524139
1695721,827.6462356
2995390,168.4942829
2999670,192.1631699
1407164,270.2148307
2995438,270.2148307
2999387,270.2148307
7207310,270.2148307
2999452,491.7422029
7170943,193.9981952
2999520,308.1727019
3002568,308.1727019
7170902,308.1727019
1535442,560.818675
1772290,560.818675
2995058,625.7208384
1725617,138.1607773
7172669,138.1607773
2999037,251.4276689
1426884,286.7464523
1522780,286.7464523
7171189,582.2164955
2995479,300.1629031
2998880,102.5717998
3002354,102.5717998
1755075,114.4421814
2999184,114.4421814
2297505,82.16268731
2999642,77.46634708
7174619,327.5135374
3002606,342.8374209
7171151,342.8374209
1469644,623.9022046
1486914,293.0345758
2995094,196.3630964
2999232,229.9516417
2999270,610.1481109
1685995,479.3789357
1339402,973.3418554
1347176,768.7815619
1752192,768.7815619
1386724,344.6621245
2995508,344.6621245
1176852,123.2887596
7174634,1522.103076
1868757,3000
1417915,1416.190661
2995184,61
1901899,2409.197695
1531094,61
1416346,3000
1731149,61
2995300,3000
1132059,3000
1495088,2393.998954
7172749,61
1188930,1560.406967
7196961,1013.52254
1867257,395.0291482
1458319,61
1506707,61
2526202,61
7196664,726.4431123
1467942,422.9822467
7196809,61
7197162,61
1930148,94.40465891
1156030,1499.652306
1822931,205.9201978
1701303,220.4915468
1764943,528.3988047
1674951,74.41094802
2507730,74.41094802
1741353,1090.244897
1452670,299.5133844
1423225,85.93848137
1705626,85.93848137
2546123,85.93848137
7196953,85.93848137
1469120,190.9412307
2586509,85.92688343
7210589,85.92688343
1831219,61
2612631,61
1409214,220.4915446
2535840,151.6456877
1189146,857.3033497
1424002,983.9093187
7197138,61
2514456,61
2613036,61
7196754,461.6065082
2509182,3000
1414204,61
1126125,1059.629721
2025282,2242.471243
1482344,1386.618441
1773097,432.7729157
2576802,110.5401101
2483647,274.8769235
2660713,646.1449149
1851215,61
1945429,61
7196466,61
1547889,3000
2497280,1553.463433
2491202,1157.341334
7196478,61
2607989,2398.996816
2614657,1616.003184
1751165,643.5798646
1404809,1062.024347
2604560,80.27076599
1548042,222.1662717
2645403,835.1500791
1699172,907.3518366
1343310,152.415901
1814575,61
1360089,598.0705435
1769592,873.0994751
1825013,642.3547099
1543823,157.2140528
1186814,671.1975065
7193311,1275.629354
1839001,263.5052243
2564708,133.1232373
7193388,133.1232373
1776317,530.78647
1908597,420.9438139
2474217,142.5433193
1430985,1080.157315
1836587,428.9054069
1421302,293.9677657
1422842,293.9677657
1676397,293.9677657
1919262,293.9677657
2024498,79.85611006
1435784,318.4007813
7193032,109.3452455
1859129,152.2449201
7196349,220.9478805
1516118,880.959237
1960814,111.623203
1410394,119.521897
1495050,119.521897
1518236,119.521897
1963150,119.521897
7196598,119.521897
1823623,130.9198875
2325206,128.9155535
2529928,407.6388604
1504733,286.4292461
1760113,286.4292461
1742332,246.490577
7194600,246.490577
2510579,269.9967069
1734606,263.9327718
7192926,263.9327718
7196335,263.9327718
7197128,263.9327718
1865622,834.5715582
7193386,133.339235
1820693,143.8188458
1424306,119.2954087
1887659,319.5419208
7196649,1374.205413
2025270,1024.211547
1456024,74.20926255
1437576,414.7679563
7196990,351.2106717
1934239,119.7995764
3008919,129.7144701
1186575,107.596057
1833804,153.2513862
1766826,199.9766324
7197213,632.3383359
1883934,513.1473972
7192972,182.6415556
2514646,200.0588386
7193022,195.5656586
7192873,468.6649522
2528356,219.4484399
1975508,959.5121501
1920567,530.9740109
1545347,130.0158293
1471283,100.4963002
2551589,476.8613184
1931629,181.7366673
1383582,61
7193383,61
2526184,61
2510096,61
2580282,61
2652138,61
2552032,61
2489387,61
2022720,61
1544286,85.7048482
7196632,61
2660908,61
7206657,1045.567396
2594511,2337.358144
1453480,698.2774058
2646837,368.6647617
7197211,2793.648565
2589873,413.6866737
1865312,370.8803287
1461674,751.3714695
1997768,751.3714695
2006249,128.5366813
1866262,860.4884472
7195101,860.4884472
1988922,61
1547518,532.6827506
1473894,61
1440433,1062.477487
1950282,98.55194117
2021547,61
1493678,204.6591478
7207816,61
7196646,2418.202547
1451688,138.85506
1500846,2496.793602
2021490,61
1955319,61
7206650,61
1505416,745.5442841
7206641,150.6553157
1914879,855.8004001
1473154,1501
1820470,986.1503289
1868436,986.1503289
2600932,178.3692625
7193910,178.3692625
1956182,1915.462067
7207487,457.7020909
1444778,269.2337561
2580801,269.2337561
7207462,269.2337561
1478280,136.0173002
1723228,136.0173002
1982588,136.0173002
7191955,136.0173002
7206327,136.0173002
1995609,389.2329707
1966753,416.7759194
7192435,627.0330637
1833979,701.3230227
2022086,118.468255
1429364,117.608077
1771396,117.608077
2534862,117.608077
1417459,126.8513194
1505630,126.8513194
7208114,126.8513194
1821051,281.8428561
1778443,303.9939015
7193898,165.7882109
1898115,290.9823932
7193341,906.017668
2628913,177.5197355
7192289,177.5197355
1724934,89.68323851
1931857,89.68323851
2504556,89.68323851
7193988,89.68323851
1493481,96.73176729
1847869,96.73176729
1864192,96.73176729
1960070,96.73176729
1414176,231.8136498
7195084,231.8136498
1428355,239.6810815
1829654,239.6810815
1150039,121.0872444
7206505,121.0872444
1156555,256.641422
1971163,256.641422
7193954,256.641422
2500795,891.6105101
1478163,129.655634
1758203,129.655634
7193925,450.4429764
1789505,139.8457374
1523206,615.0304744
1417654,310.7143246
2571745,310.7143246
7192546,117.88131
7207505,77.83380284
1467849,1366.004328
1489098,626.3821286
7206450,626.3821286
2568865,105.0408944
7193775,113.2964367
2628210,271.5101899
2635322,271.5101899
1067722,80.68585166
1498587,207.0428643
1743442,115.8010922
7207533,115.8010922
2631207,124.9023172
7193908,299.3231989
2463916,140.1555818
2638466,80.2860977
1913377,178.3825599
2548142,192.4022879
2572796,90.09076037
7192529,214.6455951
2536089,575.333307
1342643,61
1465384,61
2617607,61
7193639,61
1403542,96.48028321
7206336,87.11618967
2581896,79.35431429
2598758,372.6499827
1041494,106.3635476
1777740,184.9328681
2021256,250.3453344
1680751,618.0942486
1452262,748.0875814
1440062,686.3944915
2561615,1539.04188
1385092,323.4521057
1507195,539.8558884
1519474,272.6501263
1759906,1419.434285
1827459,105.3236287
1960240,61
7191799,952.8212064
1856445,61
7192525,61
1676760,1854.382566
7192460,61
1436686,453.8341836
2526181,453.8341836
1342753,835.1115288
1801802,61
1421783,100.544756
1845326,61
2653134,61
1894142,1427.653782
1486078,3000
7192334,61
2576492,1526.606036
1751114,1386.8901
2022067,416.3882087
2606200,1809.284529
1735786,703.8066684
7193664,61
2659665,800.0827546
1346799,61
1982173,61
1763822,1888.687114
1691334,106.6572929
1470808,206.4267252
1510060,206.4267252
7208654,206.4267252
1805963,221.0339171
2592610,365.9512949
1185196,250.8196045
7192373,126.714443
7195679,126.714443
2636542,407.7692836
7195675,407.7692836
1774308,601.4771131
2515818,601.4771131
1351605,279.4812639
1445507,279.4812639
1448413,279.4812639
1459631,279.4812639
1490071,279.4812639
1507375,279.4812639
1678288,279.4812639
1743070,279.4812639
1764658,279.4812639
1958525,279.4812639
7194030,279.4812639
7194082,279.4812639
1769955,108.1421417
1836323,108.1421417
1444924,141.1943566
1761927,141.1943566
2625736,141.1943566
2657396,141.1943566
7208556,141.1943566
1676860,72.14559538
7207767,717.159207
2022648,165.5011703
7195972,505.5127543
7206495,505.5127543
1523963,274.3360046
1494055,188.0273389
1401646,201.3325513
1528394,217.1560018
1956437,217.1560018
2544267,201.3650002
1910797,228.4633579
7194421,228.4633579
7205905,124.4913097
1865603,61
1985121,244.6299085
1449872,123.5873993
1458185,123.5873993
1458316,123.5873993
1494080,123.5873993
1852924,123.5873993
1855026,123.5873993
2004785,123.5873993
2427155,123.5873993
7195701,123.5873993
1463095,133.3005782
1519528,133.3005782
1926244,133.3005782
2305705,133.3005782
2498534,133.3005782
2585918,133.3005782
7206449,133.3005782
7207760,133.3005782
1402455,196.6240474
1926189,296.1720528
2487321,296.1720528
7207237,319.4492814
1841632,254.5703241
7195691,254.5703241
2648085,128.6093123
1493649,138.7171814
1930516,138.7171814
2006557,70.87984165
1402587,272.584259
1409248,272.584259
1437538,272.584259
1438674,272.584259
1442359,272.584259
1697077,272.584259
2022646,272.584259
2598425,272.584259
7192458,272.584259
7193554,272.584259
7195595,272.584259
1769733,402.0734267
2498536,105.4734229
1340250,137.7099793
1355772,137.7099793
1428719,137.7099793
1708710,137.7099793
1855100,137.7099793
1862113,137.7099793
1936840,137.7099793
7193969,137.7099793
7193971,137.7099793
7194091,137.7099793
1495342,148.5331027
1700087,148.5331027
1892306,330.0162275
1361523,486.7880338
7193577,90.28084146
1895284,201.8002973
7195828,174.3749878
1454414,253.3090684
2632471,748.7189249
1187427,547.4847824
7195690,807.5634424
1752315,218.0489159
7207774,218.0489159
1483110,235.1861657
1488156,235.1861657
2482588,235.1861657
7194493,235.1861657
7193564,522.5451415
1953450,770.7764067
1502103,73.76739561
7207254,161.9988273
1424845,523.7591449
1514387,150.5434399
7196006,139.5625027
1873022,150.5312225
1401220,61
1415602,61
7190560,154.965917
2541893,88.19389978
2528542,105.9955436
1767121,335.232747
7207615,575.5947977
2010685,1114.018047
2024038,2000.542521
1913951,369.3248183
1983033,369.3248183
1407919,736.9696139
1048852,61
1922608,61
2614999,61
