ZONE,SD,COUNTY,telecommuteConstant_prev,auto,no tour,non-auto,time-off,telecommute,working,telecommute_rate,auto_share,max_telecommute_rate,telecommuteConstant,CALIB_ITER
236,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
237,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
238,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
239,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
240,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
241,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
242,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
243,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
244,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
245,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
246,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
247,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
248,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
249,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
250,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
251,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
252,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
253,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
254,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
255,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
256,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
257,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
258,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
259,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
260,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
261,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
262,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
263,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
264,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
265,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
266,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
267,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
268,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
269,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
270,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
271,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
272,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
273,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
274,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
275,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
276,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
277,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
278,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
279,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
280,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
281,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
282,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
283,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
284,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
285,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
286,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
287,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
288,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
289,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
290,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
291,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
292,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
293,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
294,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
295,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
296,6,2,-0.7,49000,28035,14700,9898.59986,18136.40014,81836.40014,0.221617766,0.598755565,0.224777301,-0.7,1
297,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
298,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
299,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
300,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
301,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
302,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
303,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
304,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
305,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
306,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
307,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
308,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
309,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
310,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
311,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
312,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
313,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
314,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
315,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
316,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
317,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
318,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
319,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
320,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
321,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
322,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
323,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
324,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
325,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
326,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
327,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
328,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
329,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
330,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
331,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
332,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
333,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
334,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
335,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
336,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
337,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
338,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
339,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
340,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
341,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
342,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
343,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
344,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
345,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
346,7,2,-0.7,75160,41585,19865,14740.80478,26844.19522,121869.1952,0.220270555,0.61672681,0.224777301,-0.7,1
347,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
348,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
349,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
350,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
351,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
352,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
353,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
354,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
355,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
356,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
357,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
358,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
359,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
360,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
361,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
362,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
363,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
364,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
365,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
366,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
367,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
368,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
369,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
370,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
371,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
372,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
373,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
374,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
375,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
376,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
377,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
378,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
379,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
380,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
381,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
382,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
383,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
384,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
385,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
386,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
387,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
388,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
389,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
390,8,3,-0.8,72675,49055,32540,16646.39451,32408.60549,137623.6055,0.235487258,0.528070746,0.236983217,-0.8,1
391,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
392,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
393,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
394,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
395,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
396,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
397,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
398,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
399,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
400,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
401,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
402,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
403,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
404,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
405,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
406,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
407,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
408,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
409,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
410,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
411,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
412,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
413,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
414,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
415,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
416,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
417,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
418,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
419,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
420,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
421,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
422,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
423,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
424,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
425,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
426,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
427,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
428,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
429,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
430,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
431,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
432,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
433,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
434,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
435,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
436,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
437,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
438,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
439,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
440,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
441,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
442,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
443,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
444,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
445,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
446,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
447,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
448,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
449,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
450,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
451,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
452,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
453,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
454,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
455,9,3,-0.75,223075,129840,52305,43724.97558,86115.02442,361495.0244,0.238219114,0.617090098,0.236983217,-0.75,1
