ZONE,SD,COUNTY,telecommuteConstant_prev,auto,no tour,non-auto,time-off,telecommute,working,telecommute_rate,auto_share,max_telecommute_rate,telecommuteConstant,CALIB_ITER
211,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
212,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
213,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
214,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
215,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
216,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
217,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
218,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
219,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
220,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
221,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
222,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
223,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
224,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
225,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
226,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
227,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
228,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
229,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
230,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
231,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
232,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
233,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
234,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
235,5,2,-0.75,63235,37850,21080,13182.12734,24667.87266,108982.8727,0.226346324,0.580228787,0.224777301,-0.75,1
