"TAZ1454","hispanic","white_nonh","black_nonh","asian_nonh","other_nonh","TOTPOP","COUNTY","County_Name"
517,794,3523,55,1089,207,5668,3,"Santa Clara"
518,701,4131,55,743,222,5852,3,"Santa Clara"
519,950,4111,210,1863,307,7441,3,"Santa Clara"
520,867,2437,40,639,332,4315,3,"Santa Clara"
521,1153,2406,244,848,260,4911,3,"Santa Clara"
522,1356,3288,164,1129,131,6068,3,"Santa Clara"
523,1485,4408,23,1244,434,7594,3,"Santa Clara"
524,1011,3193,147,621,338,5310,3,"Santa Clara"
525,520,2847,0,391,237,3995,3,"Santa Clara"
526,1005,4657,142,640,208,6652,3,"Santa Clara"
527,1413,4724,74,542,315,7068,3,"Santa Clara"
528,1595,3768,134,571,341,6409,3,"Santa Clara"
529,350,1957,0,348,132,2787,3,"Santa Clara"
530,1180,3639,255,949,457,6480,3,"Santa Clara"
531,508,1915,5,428,154,3010,3,"Santa Clara"
532,2184,2588,466,1440,550,7228,3,"Santa Clara"
533,4090,1781,333,974,286,7464,3,"Santa Clara"
534,956,2555,181,1026,317,5035,3,"Santa Clara"
535,2757,1563,270,541,427,5558,3,"Santa Clara"
536,3575,1032,229,451,212,5499,3,"Santa Clara"
537,1864,2061,228,1231,257,5641,3,"Santa Clara"
538,922,1500,220,616,185,3443,3,"Santa Clara"
539,222,74,53,80,25,454,3,"Santa Clara"
540,1102,2529,306,759,469,5165,3,"Santa Clara"
541,1066,3091,53,919,165,5294,3,"Santa Clara"
542,1037,1186,66,212,83,2584,3,"Santa Clara"
543,920,2454,213,1247,349,5183,3,"Santa Clara"
544,2035,2891,189,1417,476,7008,3,"Santa Clara"
545,942,2093,162,924,154,4275,3,"Santa Clara"
546,2355,1472,297,1156,252,5532,3,"Santa Clara"
547,4566,985,205,2031,169,7956,3,"Santa Clara"
548,4772,2302,417,1497,521,9509,3,"Santa Clara"
549,1925,1110,303,944,289,4571,3,"Santa Clara"
550,2538,881,163,548,254,4384,3,"Santa Clara"
551,4645,801,154,875,160,6635,3,"Santa Clara"
552,3367,304,23,1223,8,4925,3,"Santa Clara"
553,3568,477,88,734,27,4894,3,"Santa Clara"
554,1059,2342,209,730,233,4573,3,"Santa Clara"
555,3471,2022,219,1067,589,7368,3,"Santa Clara"
556,1365,1385,374,1703,401,5228,3,"Santa Clara"
557,701,1356,398,1555,200,4210,3,"Santa Clara"
558,1309,1431,257,811,48,3856,3,"Santa Clara"
559,2639,2099,70,309,411,5528,3,"Santa Clara"
560,4356,799,51,91,13,5310,3,"Santa Clara"
561,2151,661,166,843,39,3860,3,"Santa Clara"
562,4144,420,193,385,32,5174,3,"Santa Clara"
563,6355,2017,518,3039,403,12332,3,"Santa Clara"
564,2793,1853,151,2850,192,7839,3,"Santa Clara"
565,506,2297,140,1955,477,5375,3,"Santa Clara"
566,1158,2745,88,2019,321,6331,3,"Santa Clara"
567,3838,280,69,4506,267,8960,3,"Santa Clara"
568,5246,559,180,2789,396,9170,3,"Santa Clara"
569,3153,214,145,983,226,4721,3,"Santa Clara"
570,3825,188,0,1030,14,5057,3,"Santa Clara"
571,2899,320,128,1334,103,4784,3,"Santa Clara"
572,1573,346,67,2287,80,4353,3,"Santa Clara"
573,806,192,134,2967,325,4424,3,"Santa Clara"
574,1634,399,19,2816,114,4982,3,"Santa Clara"
575,1217,323,180,2604,78,4402,3,"Santa Clara"
576,1335,361,125,2626,224,4671,3,"Santa Clara"
577,2432,189,239,2575,104,5539,3,"Santa Clara"
578,4368,457,310,3482,177,8794,3,"Santa Clara"
579,573,140,0,1690,63,2466,3,"Santa Clara"
580,3490,96,19,1624,16,5245,3,"Santa Clara"
581,4053,68,66,1853,78,6118,3,"Santa Clara"
582,3011,398,254,3232,128,7023,3,"Santa Clara"
583,2580,211,93,3127,119,6130,3,"Santa Clara"
584,2552,127,109,1252,41,4081,3,"Santa Clara"
585,3334,80,32,672,485,4603,3,"Santa Clara"
586,4560,20,5,1547,155,6287,3,"Santa Clara"
587,1849,51,11,683,2,2596,3,"Santa Clara"
588,3812,208,91,2223,115,6449,3,"Santa Clara"
589,3783,334,177,2049,106,6449,3,"Santa Clara"
590,2915,80,126,1116,45,4282,3,"Santa Clara"
591,7278,416,106,1523,236,9559,3,"Santa Clara"
592,2779,268,249,1813,83,5192,3,"Santa Clara"
593,1606,698,0,660,164,3128,3,"Santa Clara"
594,3284,217,310,2178,182,6171,3,"Santa Clara"
595,3469,458,91,2810,203,7031,3,"Santa Clara"
596,585,159,36,2036,56,2872,3,"Santa Clara"
597,1841,148,66,4287,58,6400,3,"Santa Clara"
598,1300,1110,149,4650,201,7410,3,"Santa Clara"
599,945,615,140,3436,86,5222,3,"Santa Clara"
600,363,509,0,3846,230,4948,3,"Santa Clara"
601,617,746,237,5191,309,7100,3,"Santa Clara"
602,459,159,13,1331,0,1962,3,"Santa Clara"
603,183,48,6,156,2,395,3,"Santa Clara"
604,1489,390,48,1270,14,3211,3,"Santa Clara"
605,1393,1317,419,8268,312,11709,3,"Santa Clara"
606,802,868,14,5879,281,7844,3,"Santa Clara"
607,1129,589,306,3549,311,5884,3,"Santa Clara"
608,58,92,38,1313,67,1568,3,"Santa Clara"
609,346,577,68,4396,226,5613,3,"Santa Clara"
610,46,323,7,1358,53,1787,3,"Santa Clara"
611,1358,769,37,3856,364,6384,3,"Santa Clara"
612,983,436,218,4997,560,7194,3,"Santa Clara"
613,880,293,155,2517,26,3871,3,"Santa Clara"
614,546,455,151,4102,121,5375,3,"Santa Clara"
615,496,823,39,3175,110,4643,3,"Santa Clara"
616,1169,473,148,3205,108,5103,3,"Santa Clara"
617,1645,505,57,2891,321,5419,3,"Santa Clara"
618,805,696,64,1422,63,3050,3,"Santa Clara"
619,434,870,510,3855,125,5794,3,"Santa Clara"
620,652,333,286,2285,200,3756,3,"Santa Clara"
621,703,525,151,2982,127,4488,3,"Santa Clara"
622,1111,712,121,3299,301,5544,3,"Santa Clara"
623,1081,928,70,4269,265,6613,3,"Santa Clara"
624,321,477,34,2015,113,2960,3,"Santa Clara"
625,801,702,85,3865,91,5544,3,"Santa Clara"
626,1148,618,90,2986,140,4982,3,"Santa Clara"
627,958,739,92,3495,176,5460,3,"Santa Clara"
628,664,1204,75,2288,133,4364,3,"Santa Clara"
629,1599,2291,104,1254,112,5360,3,"Santa Clara"
630,3416,1478,152,3098,285,8429,3,"Santa Clara"
631,1101,540,60,3164,106,4971,3,"Santa Clara"
632,1861,880,74,2900,97,5812,3,"Santa Clara"
633,5564,973,104,2572,114,9327,3,"Santa Clara"
634,4870,308,104,1310,120,6712,3,"Santa Clara"
635,3340,545,60,775,114,4834,3,"Santa Clara"
636,4571,425,31,1047,31,6105,3,"Santa Clara"
637,1527,1761,9,1454,70,4821,3,"Santa Clara"
638,4739,421,277,714,602,6753,3,"Santa Clara"
639,4464,320,237,1119,140,6280,3,"Santa Clara"
640,1740,358,107,1571,61,3837,3,"Santa Clara"
641,2420,163,76,1409,33,4101,3,"Santa Clara"
642,1657,998,60,1055,129,3899,3,"Santa Clara"
643,1592,532,145,2019,113,4401,3,"Santa Clara"
644,721,213,177,3838,46,4995,3,"Santa Clara"
645,1681,545,290,2330,114,4960,3,"Santa Clara"
646,526,264,100,2684,77,3651,3,"Santa Clara"
647,1038,721,83,2486,298,4626,3,"Santa Clara"
648,709,471,299,5885,184,7548,3,"Santa Clara"
649,912,515,51,3142,18,4638,3,"Santa Clara"
650,3823,466,174,4199,212,8874,3,"Santa Clara"
651,2348,512,199,4111,255,7425,3,"Santa Clara"
652,1422,785,174,2645,159,5185,3,"Santa Clara"
653,1345,1220,104,9559,268,12496,3,"Santa Clara"
654,1378,4302,208,2787,304,8979,3,"Santa Clara"
655,1890,2997,227,7840,632,13586,3,"Santa Clara"
656,1637,1793,121,3097,344,6992,3,"Santa Clara"
657,2600,2025,480,3007,162,8274,3,"Santa Clara"
658,1485,1916,94,733,209,4437,3,"Santa Clara"
659,844,1430,24,448,240,2986,3,"Santa Clara"
660,1189,1529,98,728,132,3676,3,"Santa Clara"
661,2386,2639,320,976,298,6619,3,"Santa Clara"
662,1054,2271,65,732,336,4458,3,"Santa Clara"
663,767,1556,82,599,138,3142,3,"Santa Clara"
664,2134,3356,228,2446,578,8742,3,"Santa Clara"
665,2137,3321,132,1219,457,7266,3,"Santa Clara"
666,1687,1570,260,2069,254,5840,3,"Santa Clara"
667,2650,1502,623,988,249,6012,3,"Santa Clara"
668,2044,2181,128,1793,245,6391,3,"Santa Clara"
669,5726,979,388,2290,204,9587,3,"Santa Clara"
670,4469,1131,412,3091,201,9304,3,"Santa Clara"
671,2588,1839,96,2696,540,7759,3,"Santa Clara"
672,1672,1462,314,1212,449,5109,3,"Santa Clara"
673,1653,974,371,1129,183,4310,3,"Santa Clara"
674,1463,2720,179,1064,288,5714,3,"Santa Clara"
675,1582,2620,70,1032,361,5665,3,"Santa Clara"
676,2270,3483,297,1745,426,8221,3,"Santa Clara"
677,1186,1991,268,1334,174,4953,3,"Santa Clara"
678,633,1396,283,735,90,3137,3,"Santa Clara"
679,1256,1904,438,1014,343,4955,3,"Santa Clara"
680,1566,3543,216,1181,344,6850,3,"Santa Clara"
681,905,2159,152,441,46,3703,3,"Santa Clara"
682,870,3226,155,799,422,5472,3,"Santa Clara"
683,471,2367,55,564,327,3784,3,"Santa Clara"
684,1621,3896,95,1312,294,7218,3,"Santa Clara"
685,787,2198,83,1260,202,4530,3,"Santa Clara"
686,1475,2549,212,631,479,5346,3,"Santa Clara"
687,780,1838,0,589,177,3384,3,"Santa Clara"
688,2236,3881,267,1621,347,8352,3,"Santa Clara"
689,488,2893,7,874,116,4378,3,"Santa Clara"
690,479,3645,26,1321,389,5860,3,"Santa Clara"
691,110,2146,120,688,176,3240,3,"Santa Clara"
692,286,1528,11,1228,161,3214,3,"Santa Clara"
693,281,1823,83,1780,75,4042,3,"Santa Clara"
694,258,2175,144,2490,364,5431,3,"Santa Clara"
695,209,3756,0,3551,423,7939,3,"Santa Clara"
696,438,3285,441,1213,356,5733,3,"Santa Clara"
697,761,726,7,230,31,1755,3,"Santa Clara"
698,2254,4494,168,842,662,8420,3,"Santa Clara"
699,1295,3280,66,224,304,5169,3,"Santa Clara"
700,4494,4808,211,1428,432,11373,3,"Santa Clara"
701,1719,3974,27,737,231,6688,3,"Santa Clara"
702,5076,4161,148,812,259,10456,3,"Santa Clara"
703,902,2628,171,589,271,4561,3,"Santa Clara"
704,625,3019,59,455,80,4238,3,"Santa Clara"
705,5720,4173,229,749,271,11142,3,"Santa Clara"
706,1058,1079,18,318,71,2544,3,"Santa Clara"
707,8243,870,30,295,45,9483,3,"Santa Clara"
708,5829,2312,28,129,118,8416,3,"Santa Clara"
709,5583,1310,202,589,223,7907,3,"Santa Clara"
710,5308,2070,130,568,156,8232,3,"Santa Clara"
711,2737,4990,138,1025,280,9170,3,"Santa Clara"
712,2404,2345,8,156,171,5084,3,"Santa Clara"
713,2337,1970,33,434,482,5256,3,"Santa Clara"
714,219,404,24,59,113,819,3,"Santa Clara"
715,1180,4612,109,1034,500,7435,4,"Alameda"
716,681,3401,52,446,317,4897,4,"Alameda"
717,1491,3686,67,696,317,6257,4,"Alameda"
718,2454,5097,87,587,293,8518,4,"Alameda"
719,1462,4375,47,977,367,7228,4,"Alameda"
720,931,2894,46,766,138,4775,4,"Alameda"
721,1070,4249,183,608,228,6338,4,"Alameda"
722,3355,3543,247,703,218,8066,4,"Alameda"
723,386,3991,48,671,201,5297,4,"Alameda"
724,1169,4567,28,675,270,6709,4,"Alameda"
725,314,3262,12,384,186,4158,4,"Alameda"
726,1376,6405,91,935,354,9161,4,"Alameda"
727,624,2337,6,141,179,3287,4,"Alameda"
728,1623,4927,84,563,390,7587,4,"Alameda"
729,1560,5088,565,11493,955,19661,4,"Alameda"
730,1301,2397,985,3664,1051,9398,4,"Alameda"
731,447,2776,318,2450,261,6252,4,"Alameda"
732,1026,2858,199,1048,240,5371,4,"Alameda"
733,505,4064,97,1032,191,5889,4,"Alameda"
734,712,5118,212,2315,524,8881,4,"Alameda"
735,196,2131,43,1188,151,3709,4,"Alameda"
736,701,5565,289,3096,299,9950,4,"Alameda"
737,567,3088,58,1434,149,5296,4,"Alameda"
738,429,3783,40,1366,583,6201,4,"Alameda"
739,718,2914,319,1564,298,5813,4,"Alameda"
740,266,2413,38,910,298,3925,4,"Alameda"
741,481,3581,11,1213,207,5493,4,"Alameda"
742,924,4998,496,5372,632,12422,4,"Alameda"
743,738,4500,50,4164,337,9789,4,"Alameda"
744,926,2970,94,1051,173,5214,4,"Alameda"
745,613,2949,29,1226,171,4988,4,"Alameda"
746,498,4981,126,2799,338,8742,4,"Alameda"
747,38,784,0,2831,314,3967,4,"Alameda"
748,348,1058,163,2468,126,4163,4,"Alameda"
749,562,960,125,4701,283,6631,4,"Alameda"
750,34,95,40,1515,94,1778,4,"Alameda"
751,4,10,4,166,10,194,4,"Alameda"
752,14,40,17,640,40,751,4,"Alameda"
753,154,802,25,3639,163,4783,4,"Alameda"
754,59,351,83,3356,132,3981,4,"Alameda"
755,199,1534,104,7814,370,10021,4,"Alameda"
756,377,1417,112,4889,292,7087,4,"Alameda"
757,884,685,52,1093,97,2811,4,"Alameda"
758,1278,1476,78,3696,157,6685,4,"Alameda"
759,1571,2236,265,3306,625,8003,4,"Alameda"
760,1765,1533,135,2889,176,6498,4,"Alameda"
761,1620,2274,749,5832,550,11025,4,"Alameda"
762,1108,657,271,1603,301,3940,4,"Alameda"
763,1903,991,325,5417,374,9010,4,"Alameda"
764,1843,1633,290,2979,776,7521,4,"Alameda"
765,431,1069,74,1262,82,2918,4,"Alameda"
766,546,1120,121,1132,102,3021,4,"Alameda"
767,1909,2729,542,4210,509,9899,4,"Alameda"
768,3510,2030,453,2106,522,8621,4,"Alameda"
769,521,1154,297,10113,597,12682,4,"Alameda"
770,2569,1484,319,2072,517,6961,4,"Alameda"
771,2251,2972,76,2111,341,7751,4,"Alameda"
772,2209,1016,249,1174,333,4981,4,"Alameda"
773,2945,1347,611,2190,241,7334,4,"Alameda"
774,1762,1905,385,3854,411,8317,4,"Alameda"
775,2361,2965,330,3195,248,9099,4,"Alameda"
776,1004,2714,93,3738,193,7742,4,"Alameda"
777,552,1430,77,3915,203,6177,4,"Alameda"
778,1337,3191,225,9428,732,14913,4,"Alameda"
779,89,826,38,4092,157,5202,4,"Alameda"
780,49,597,6,2422,252,3326,4,"Alameda"
781,878,1829,71,1172,246,4196,4,"Alameda"
782,1441,2501,174,2354,441,6911,4,"Alameda"
783,238,613,92,1847,94,2884,4,"Alameda"
784,864,1545,145,3011,359,5924,4,"Alameda"
785,1539,1369,575,4100,488,8071,4,"Alameda"
786,1049,1360,269,1827,527,5032,4,"Alameda"
787,1022,1656,408,4373,645,8104,4,"Alameda"
788,416,1075,82,4387,310,6270,4,"Alameda"
789,800,486,277,2759,180,4502,4,"Alameda"
790,674,827,173,5354,579,7607,4,"Alameda"
791,289,380,350,2450,219,3688,4,"Alameda"
792,507,542,244,1921,229,3443,4,"Alameda"
793,690,524,353,3370,427,5364,4,"Alameda"
794,123,325,29,2878,257,3612,4,"Alameda"
795,618,485,123,1660,248,3134,4,"Alameda"
796,863,1179,415,5013,737,8207,4,"Alameda"
797,2678,1626,300,2406,324,7334,4,"Alameda"
798,772,929,180,2349,184,4414,4,"Alameda"
799,230,1021,138,3629,384,5402,4,"Alameda"
800,1615,1006,223,2932,223,5999,4,"Alameda"
801,1744,2100,744,6440,661,11689,4,"Alameda"
802,3980,266,422,1264,140,6072,4,"Alameda"
803,467,990,75,1029,80,2641,4,"Alameda"
804,1509,1161,84,1208,80,4042,4,"Alameda"
805,2653,1248,697,2300,416,7314,4,"Alameda"
806,2532,1702,693,4068,708,9703,4,"Alameda"
807,2770,474,337,1174,240,4995,4,"Alameda"
808,1382,214,343,1557,468,3964,4,"Alameda"
809,738,486,125,974,88,2411,4,"Alameda"
810,3042,1460,814,5422,1006,11744,4,"Alameda"
811,2204,1388,433,3257,469,7751,4,"Alameda"
812,1326,681,208,738,529,3482,4,"Alameda"
813,1110,463,360,909,368,3210,4,"Alameda"
814,1778,575,89,709,179,3330,4,"Alameda"
815,2991,528,199,679,79,4476,4,"Alameda"
816,1576,474,257,1011,305,3623,4,"Alameda"
817,5990,622,501,916,553,8582,4,"Alameda"
818,1548,779,477,1526,368,4698,4,"Alameda"
819,1570,194,135,398,157,2454,4,"Alameda"
820,2909,2941,1571,4259,1056,12736,4,"Alameda"
821,1361,2213,592,1131,361,5658,4,"Alameda"
822,564,1281,356,314,154,2669,4,"Alameda"
823,2140,2471,1004,1456,663,7734,4,"Alameda"
824,2258,915,596,833,396,4998,4,"Alameda"
825,3617,790,729,1208,556,6900,4,"Alameda"
826,2213,468,994,1070,337,5082,4,"Alameda"
827,2041,566,531,804,230,4172,4,"Alameda"
828,3891,1168,942,2106,266,8373,4,"Alameda"
829,1502,558,137,962,115,3274,4,"Alameda"
830,4373,942,334,848,339,6836,4,"Alameda"
831,2201,503,687,434,121,3946,4,"Alameda"
832,2743,1301,317,1525,257,6143,4,"Alameda"
833,1673,1541,28,1023,212,4477,4,"Alameda"
834,1693,1684,345,1404,320,5446,4,"Alameda"
835,3020,1096,56,1259,176,5607,4,"Alameda"
836,2621,978,511,673,223,5006,4,"Alameda"
837,6165,2028,1157,1177,315,10842,4,"Alameda"
838,1839,1129,392,412,247,4019,4,"Alameda"
839,1673,920,829,594,362,4378,4,"Alameda"
840,924,2857,826,911,201,5719,4,"Alameda"
841,1237,1181,1033,617,312,4380,4,"Alameda"
842,1254,1193,462,384,316,3609,4,"Alameda"
843,1064,1326,930,918,254,4492,4,"Alameda"
844,676,3640,468,3967,651,9402,4,"Alameda"
845,647,4154,155,1233,369,6558,4,"Alameda"
846,1004,2874,88,1151,328,5445,4,"Alameda"
847,963,929,90,761,171,2914,4,"Alameda"
848,1336,2142,592,761,207,5038,4,"Alameda"
849,576,2379,142,791,231,4119,4,"Alameda"
850,436,2026,282,801,155,3700,4,"Alameda"
851,363,1287,6,396,97,2149,4,"Alameda"
852,954,2517,906,1768,450,6595,4,"Alameda"
853,1059,1680,1140,1144,334,5357,4,"Alameda"
854,3417,554,2370,924,269,7534,4,"Alameda"
855,2794,693,901,751,147,5286,4,"Alameda"
856,3168,1300,690,2907,56,8121,4,"Alameda"
857,2260,463,342,537,196,3798,4,"Alameda"
858,1060,1214,489,2701,293,5757,4,"Alameda"
859,1342,1202,187,1758,98,4587,4,"Alameda"
860,890,1159,513,3619,274,6455,4,"Alameda"
861,1988,1852,484,3441,181,7946,4,"Alameda"
862,1489,1321,1487,2645,394,7336,4,"Alameda"
863,1583,574,196,1530,128,4011,4,"Alameda"
864,2501,1655,1700,1491,496,7843,4,"Alameda"
865,887,977,258,1461,169,3752,4,"Alameda"
866,897,1377,532,1034,257,4097,4,"Alameda"
867,802,1246,160,531,201,2940,4,"Alameda"
868,670,1512,469,701,251,3603,4,"Alameda"
869,1221,1561,927,531,274,4514,4,"Alameda"
870,1788,943,377,1174,315,4597,4,"Alameda"
871,2175,1767,1146,1511,479,7078,4,"Alameda"
872,3311,1556,969,3628,375,9839,4,"Alameda"
873,2376,1376,376,2201,166,6495,4,"Alameda"
874,0,0,0,0,0,0,4,"Alameda"
875,1978,69,1336,108,383,3874,4,"Alameda"
876,1164,41,720,126,152,2203,4,"Alameda"
877,1888,137,1304,184,96,3609,4,"Alameda"
878,3115,304,1522,95,118,5154,4,"Alameda"
879,1724,268,1397,337,73,3799,4,"Alameda"
880,2589,67,973,81,200,3910,4,"Alameda"
881,1466,228,1544,56,119,3413,4,"Alameda"
882,555,359,1807,88,219,3028,4,"Alameda"
883,325,1162,1484,151,509,3631,4,"Alameda"
884,392,874,1635,302,246,3449,4,"Alameda"
885,706,2334,1326,1445,522,6333,4,"Alameda"
886,1263,1273,1818,451,313,5118,4,"Alameda"
887,597,530,1842,193,488,3650,4,"Alameda"
888,3102,136,1848,147,137,5370,4,"Alameda"
889,1523,405,1210,0,175,3313,4,"Alameda"
890,3347,83,2275,139,331,6175,4,"Alameda"
891,2837,96,1194,179,146,4452,4,"Alameda"
892,2839,238,1273,466,30,4846,4,"Alameda"
893,2933,355,1113,80,149,4630,4,"Alameda"
894,1949,113,938,143,169,3312,4,"Alameda"
895,3262,245,2310,322,298,6437,4,"Alameda"
896,1381,380,206,383,105,2455,4,"Alameda"
897,2738,170,705,464,116,4193,4,"Alameda"
898,2222,267,1364,214,233,4300,4,"Alameda"
899,3738,409,3195,160,206,7708,4,"Alameda"
900,3805,237,2030,107,337,6516,4,"Alameda"
901,704,866,2362,217,541,4690,4,"Alameda"
902,376,813,662,560,209,2620,4,"Alameda"
903,569,1132,2042,262,243,4248,4,"Alameda"
904,2025,624,2662,745,432,6488,4,"Alameda"
905,3560,972,1112,1492,441,7577,4,"Alameda"
906,1912,659,915,2098,289,5873,4,"Alameda"
907,351,1217,443,598,345,2954,4,"Alameda"
908,676,1371,546,882,464,3939,4,"Alameda"
909,566,1209,321,1179,327,3602,4,"Alameda"
910,541,2386,638,1148,244,4957,4,"Alameda"
911,283,1349,384,515,145,2676,4,"Alameda"
912,122,3230,243,597,352,4544,4,"Alameda"
913,407,3654,365,695,432,5553,4,"Alameda"
914,342,3670,136,946,331,5425,4,"Alameda"
915,487,2296,158,406,284,3631,4,"Alameda"
916,206,2634,250,414,251,3755,4,"Alameda"
917,399,3789,122,979,457,5746,4,"Alameda"
918,203,4651,88,1120,240,6302,4,"Alameda"
919,127,1266,79,263,157,1892,4,"Alameda"
920,134,1491,118,285,57,2085,4,"Alameda"
921,365,1193,459,373,335,2725,4,"Alameda"
922,351,2353,368,439,408,3919,4,"Alameda"
923,2349,867,1801,2308,695,8020,4,"Alameda"
924,3453,409,1148,943,338,6291,4,"Alameda"
925,4702,457,550,992,156,6857,4,"Alameda"
926,2731,657,484,626,158,4656,4,"Alameda"
927,2650,467,528,356,397,4398,4,"Alameda"
928,1932,313,706,995,440,4386,4,"Alameda"
929,1478,464,617,1459,102,4120,4,"Alameda"
930,378,624,536,400,172,2110,4,"Alameda"
931,677,481,1226,1177,192,3753,4,"Alameda"
932,832,585,1042,1925,101,4485,4,"Alameda"
933,2687,453,1124,3128,288,7680,4,"Alameda"
934,1722,1352,1690,2815,586,8165,4,"Alameda"
935,476,811,558,2054,226,4125,4,"Alameda"
936,766,785,470,869,265,3155,4,"Alameda"
937,287,2095,322,409,229,3342,4,"Alameda"
938,133,2709,721,432,332,4327,4,"Alameda"
939,258,2230,203,478,195,3364,4,"Alameda"
940,246,2182,590,690,288,3996,4,"Alameda"
941,682,2018,1745,510,428,5383,4,"Alameda"
942,545,2197,1094,544,284,4664,4,"Alameda"
943,1021,1672,543,1540,529,5305,4,"Alameda"
944,575,1752,900,762,377,4366,4,"Alameda"
945,458,2078,1027,1922,308,5793,4,"Alameda"
946,518,1034,314,2637,287,4790,4,"Alameda"
947,514,649,428,1347,190,3128,4,"Alameda"
948,1105,1636,203,891,480,4315,4,"Alameda"
949,396,2347,172,530,195,3640,4,"Alameda"
950,649,2742,188,1039,235,4853,4,"Alameda"
951,629,3519,343,1613,404,6508,4,"Alameda"
952,663,2259,150,3159,781,7012,4,"Alameda"
953,593,3005,301,3138,410,7447,4,"Alameda"
954,606,1779,397,1200,232,4214,4,"Alameda"
955,425,1005,287,838,196,2751,4,"Alameda"
956,630,2483,295,1383,259,5050,4,"Alameda"
957,272,1306,228,1055,320,3181,4,"Alameda"
958,217,1277,319,1092,282,3187,4,"Alameda"
959,337,2385,183,1894,451,5250,4,"Alameda"
960,486,2032,341,1954,251,5064,4,"Alameda"
961,302,1077,334,1727,133,3573,4,"Alameda"
962,713,1326,1237,1898,529,5703,4,"Alameda"
963,711,2603,407,886,472,5079,4,"Alameda"
964,228,430,290,50,70,1068,4,"Alameda"
965,161,260,46,41,21,529,4,"Alameda"
966,9,46,23,5,0,83,4,"Alameda"
967,56,297,34,176,23,586,4,"Alameda"
968,51,162,107,2239,148,2707,4,"Alameda"
969,257,420,406,872,76,2031,4,"Alameda"
970,428,1362,1930,838,216,4774,4,"Alameda"
971,110,169,112,268,60,719,4,"Alameda"
972,783,2584,1415,1198,374,6354,4,"Alameda"
973,443,1606,175,294,236,2754,4,"Alameda"
974,384,3208,272,620,333,4817,4,"Alameda"
975,454,1218,386,210,110,2378,4,"Alameda"
976,437,2115,636,676,314,4178,4,"Alameda"
977,1309,2014,2419,275,724,6741,4,"Alameda"
978,913,884,1432,227,430,3886,4,"Alameda"
979,545,1211,1297,544,179,3776,4,"Alameda"
980,261,312,546,104,57,1280,4,"Alameda"
981,101,100,239,334,24,798,4,"Alameda"
982,213,134,1077,170,81,1675,4,"Alameda"
983,334,591,1432,313,132,2802,4,"Alameda"
984,25,26,247,58,23,379,4,"Alameda"
985,123,127,1222,289,114,1875,4,"Alameda"
986,469,486,755,313,70,2093,4,"Alameda"
987,362,514,813,71,164,1924,4,"Alameda"
988,809,917,727,253,86,2792,4,"Alameda"
989,272,533,949,179,172,2105,4,"Alameda"
990,417,1124,1094,208,195,3038,4,"Alameda"
991,940,4689,1494,3048,559,10730,4,"Alameda"
992,307,1078,811,159,168,2523,4,"Alameda"
993,514,1675,1337,578,231,4335,4,"Alameda"
994,518,701,707,159,124,2209,4,"Alameda"
995,646,1928,1042,413,280,4309,4,"Alameda"
996,906,1939,1785,231,299,5160,4,"Alameda"
997,131,684,375,145,190,1525,4,"Alameda"
998,367,3230,471,464,305,4837,4,"Alameda"
999,213,1646,20,225,183,2287,4,"Alameda"
1000,375,2588,339,485,305,4092,4,"Alameda"
1001,405,2063,920,215,246,3849,4,"Alameda"
1002,291,1139,259,188,52,1929,4,"Alameda"
1003,105,1041,40,144,88,1418,4,"Alameda"
1004,277,2310,36,266,119,3008,4,"Alameda"
1005,114,2078,85,485,240,3002,4,"Alameda"
1006,282,2525,108,802,219,3936,4,"Alameda"
1007,745,2255,126,1383,240,4749,4,"Alameda"
1008,1426,2579,423,3951,582,8961,4,"Alameda"
1009,433,2168,354,1801,452,5208,4,"Alameda"
1010,218,2038,104,279,161,2800,4,"Alameda"
1011,489,1706,457,373,184,3209,4,"Alameda"
1012,776,2559,779,737,545,5396,4,"Alameda"
1013,481,1511,1449,373,246,4060,4,"Alameda"
1014,257,1365,335,93,109,2159,4,"Alameda"
1015,986,950,646,197,345,3124,4,"Alameda"
1016,493,2081,628,767,338,4307,4,"Alameda"
1017,594,2692,158,906,302,4652,4,"Alameda"
1018,343,1932,605,1860,405,5145,4,"Alameda"
1019,195,584,94,613,74,1560,4,"Alameda"
1020,489,2714,118,1538,414,5273,4,"Alameda"
1021,322,1882,70,1125,156,3555,4,"Alameda"
1022,327,2293,190,858,214,3882,4,"Alameda"
1023,477,2078,220,546,283,3604,4,"Alameda"
1024,376,1335,371,366,169,2617,4,"Alameda"
1025,315,2443,225,578,397,3958,4,"Alameda"
1026,78,1555,61,327,188,2209,4,"Alameda"
1027,297,2437,10,646,225,3615,4,"Alameda"
1028,167,2749,60,494,71,3541,4,"Alameda"
1029,184,3077,122,359,136,3878,4,"Alameda"
1030,84,1597,27,262,72,2042,4,"Alameda"
1031,238,2743,23,418,228,3650,4,"Alameda"
1032,76,1256,59,186,91,1668,4,"Alameda"
1033,82,3167,42,365,280,3936,4,"Alameda"
1034,302,2436,19,414,168,3339,4,"Alameda"
1035,167,1437,70,524,216,2414,4,"Alameda"
1036,486,1454,247,839,140,3166,4,"Alameda"
1037,229,1233,156,531,340,2489,4,"Alameda"
1038,767,995,59,1117,348,3286,4,"Alameda"
1039,604,1692,253,1849,578,4976,4,"Alameda"
1040,305,414,136,789,55,1699,5,"Contra Costa"
