"TAZ1454","hispanic","white_nonh","black_nonh","asian_nonh","other_nonh","TOTPOP","COUNTY","County_Name"
111,187,1470,163,443,132,2395,1,"San Francisco"
112,340,1415,45,312,119,2231,1,"San Francisco"
113,1107,2615,681,1144,542,6089,1,"San Francisco"
114,290,2398,37,527,159,3411,1,"San Francisco"
115,802,644,68,281,90,1885,1,"San Francisco"
116,1980,2202,75,825,213,5295,1,"San Francisco"
117,2152,1756,90,554,94,4646,1,"San Francisco"
118,3332,1513,78,377,92,5392,1,"San Francisco"
119,1123,913,111,270,174,2591,1,"San Francisco"
120,1978,982,71,368,130,3529,1,"San Francisco"
121,702,2127,260,511,186,3786,1,"San Francisco"
122,1394,3616,107,587,284,5988,1,"San Francisco"
123,1101,2533,106,466,351,4557,1,"San Francisco"
124,1834,1587,88,452,209,4170,1,"San Francisco"
125,790,1248,106,997,108,3249,1,"San Francisco"
126,1871,1224,508,1253,191,5047,1,"San Francisco"
127,585,2793,125,430,129,4062,1,"San Francisco"
128,899,3236,192,496,292,5115,1,"San Francisco"
129,657,2473,279,697,266,4372,1,"San Francisco"
130,538,2195,403,1014,85,4235,1,"San Francisco"
131,797,3388,169,1931,569,6854,1,"San Francisco"
132,521,1833,58,1258,133,3803,1,"San Francisco"
133,1256,3056,161,1867,408,6748,1,"San Francisco"
134,3099,2046,100,3876,272,9393,1,"San Francisco"
135,2577,714,146,2207,292,5936,1,"San Francisco"
136,960,737,221,1202,148,3268,1,"San Francisco"
137,1050,933,105,3131,277,5496,1,"San Francisco"
138,2484,903,277,6130,173,9967,1,"San Francisco"
139,391,253,524,3872,129,5169,1,"San Francisco"
140,860,345,803,1864,44,3916,1,"San Francisco"
141,1229,273,752,672,19,2945,1,"San Francisco"
142,71,165,5,43,12,296,1,"San Francisco"
143,448,108,252,647,73,1528,1,"San Francisco"
144,739,183,2689,675,262,4548,1,"San Francisco"
145,401,133,1410,245,548,2737,1,"San Francisco"
146,89,82,230,108,4,513,1,"San Francisco"
147,2005,251,1332,562,346,4496,1,"San Francisco"
148,1175,154,856,592,655,3432,1,"San Francisco"
149,654,737,692,2502,223,4808,1,"San Francisco"
150,724,335,310,2023,37,3429,1,"San Francisco"
151,516,284,110,907,32,1849,1,"San Francisco"
152,823,1242,407,2275,122,4869,1,"San Francisco"
153,1601,431,406,2450,135,5023,1,"San Francisco"
154,946,186,73,2573,118,3896,1,"San Francisco"
155,686,128,307,2392,65,3578,1,"San Francisco"
156,826,112,359,1592,177,3066,1,"San Francisco"
157,1209,90,641,1307,199,3446,1,"San Francisco"
158,181,10,164,417,156,928,1,"San Francisco"
159,1360,675,92,2967,76,5170,1,"San Francisco"
160,2274,598,71,2295,92,5330,1,"San Francisco"
161,1948,512,93,2284,204,5041,1,"San Francisco"
162,1184,655,17,3155,57,5068,1,"San Francisco"
163,1524,619,14,2515,21,4693,1,"San Francisco"
164,1485,673,51,5236,328,7773,1,"San Francisco"
165,2002,581,81,4316,236,7216,1,"San Francisco"
166,1359,1698,958,6207,570,10792,1,"San Francisco"
167,1171,763,1028,3729,198,6889,1,"San Francisco"
168,1278,1624,1337,5723,643,10605,1,"San Francisco"
169,194,3212,173,2966,377,6922,1,"San Francisco"
170,687,3261,279,2252,186,6665,1,"San Francisco"
171,389,1304,16,694,125,2528,1,"San Francisco"
172,358,2658,150,2029,431,5626,1,"San Francisco"
173,295,1472,138,2063,135,4103,1,"San Francisco"
174,368,2484,118,2497,336,5803,1,"San Francisco"
175,626,1983,140,1260,336,4345,1,"San Francisco"
176,328,2135,28,1654,302,4447,1,"San Francisco"
177,937,3153,64,5464,625,10243,1,"San Francisco"
178,417,2426,1,3867,501,7212,1,"San Francisco"
179,592,2839,59,4922,603,9015,1,"San Francisco"
180,349,1918,124,1958,531,4880,1,"San Francisco"
181,354,2242,8,3372,211,6187,1,"San Francisco"
182,671,2403,129,3549,319,7071,1,"San Francisco"
183,454,1975,72,4647,349,7497,1,"San Francisco"
184,545,2533,98,6556,538,10270,1,"San Francisco"
185,444,2309,203,5255,386,8597,1,"San Francisco"
186,642,2617,60,4686,327,8332,1,"San Francisco"
187,136,1367,13,2315,121,3952,1,"San Francisco"
188,1139,1094,237,719,312,3501,1,"San Francisco"
189,1400,2860,684,2849,465,8258,1,"San Francisco"
190,163,899,77,401,71,1611,1,"San Francisco"
191,361,1444,13,1934,170,3922,2,"San Mateo"
192,1358,1009,637,3928,215,7147,2,"San Mateo"
193,1861,1546,120,3003,170,6700,2,"San Mateo"
194,1501,1083,104,4662,120,7470,2,"San Mateo"
195,902,1158,207,3661,545,6473,2,"San Mateo"
196,1366,948,553,3614,296,6777,2,"San Mateo"
197,570,596,68,4093,356,5683,2,"San Mateo"
198,1354,589,241,2803,188,5175,2,"San Mateo"
199,343,753,78,1174,242,2590,2,"San Mateo"
200,998,586,94,1151,108,2937,2,"San Mateo"
201,3436,881,285,3756,143,8501,2,"San Mateo"
202,2245,692,58,5050,180,8225,2,"San Mateo"
203,2569,323,187,2331,230,5640,2,"San Mateo"
204,2083,888,406,4270,120,7767,2,"San Mateo"
205,2529,708,312,4767,303,8619,2,"San Mateo"
206,680,562,272,2054,65,3633,2,"San Mateo"
207,1362,163,79,2352,397,4353,2,"San Mateo"
208,1067,2005,248,1560,578,5458,2,"San Mateo"
209,2902,1396,7,3266,354,7925,2,"San Mateo"
210,2075,352,67,647,245,3386,2,"San Mateo"
211,5722,1007,193,1036,533,8491,2,"San Mateo"
212,1999,490,71,1157,306,4023,2,"San Mateo"
213,1859,2649,122,2093,632,7355,2,"San Mateo"
214,1822,2050,45,2834,410,7161,2,"San Mateo"
215,2691,708,50,2545,214,6208,2,"San Mateo"
216,894,1131,110,1552,189,3876,2,"San Mateo"
217,1524,1183,34,1530,86,4357,2,"San Mateo"
218,521,656,32,2797,49,4055,2,"San Mateo"
219,949,700,75,5029,217,6970,2,"San Mateo"
220,1249,1614,251,2301,819,6234,2,"San Mateo"
221,1020,1463,169,1953,321,4926,2,"San Mateo"
222,809,1933,119,723,209,3793,2,"San Mateo"
223,788,2888,59,296,286,4317,2,"San Mateo"
224,667,2202,29,354,222,3474,2,"San Mateo"
225,644,2502,40,264,259,3709,2,"San Mateo"
226,745,4527,9,981,558,6820,2,"San Mateo"
227,1427,3503,39,578,291,5838,2,"San Mateo"
228,14,9,1,12,4,40,2,"San Mateo"
229,1207,1347,101,2461,567,5683,2,"San Mateo"
230,651,1004,330,6707,357,9049,2,"San Mateo"
231,668,849,218,3343,421,5499,2,"San Mateo"
232,1209,1933,66,1719,569,5496,2,"San Mateo"
233,1341,3349,38,2279,371,7378,2,"San Mateo"
234,351,984,154,1106,271,2866,2,"San Mateo"
235,689,1481,13,1017,81,3281,2,"San Mateo"
236,1412,3056,132,1214,51,5865,2,"San Mateo"
237,4068,1531,122,1744,839,8304,2,"San Mateo"
238,2151,1096,7,632,227,4113,2,"San Mateo"
239,0,0,0,0,0,0,2,"San Mateo"
240,1050,1131,23,2306,209,4719,2,"San Mateo"
241,354,1558,26,1599,205,3742,2,"San Mateo"
242,127,1196,9,1510,152,2994,2,"San Mateo"
243,179,1083,15,1330,121,2728,2,"San Mateo"
244,859,1572,43,2223,234,4931,2,"San Mateo"
245,378,1023,0,1898,104,3403,2,"San Mateo"
246,702,3710,162,2900,561,8035,2,"San Mateo"
247,344,2380,27,778,183,3712,2,"San Mateo"
248,456,1751,14,677,270,3168,2,"San Mateo"
249,740,3577,36,908,609,5870,2,"San Mateo"
250,496,2758,34,990,281,4559,2,"San Mateo"
251,699,3269,105,1236,204,5513,2,"San Mateo"
252,270,3737,44,1666,254,5971,2,"San Mateo"
253,212,1866,48,428,148,2702,2,"San Mateo"
254,293,3210,114,1693,207,5517,2,"San Mateo"
255,184,2442,29,563,177,3395,2,"San Mateo"
256,678,2866,116,1167,317,5144,2,"San Mateo"
257,1040,1962,71,911,182,4166,2,"San Mateo"
258,1454,2204,121,1172,508,5459,2,"San Mateo"
259,2198,2326,161,812,139,5636,2,"San Mateo"
260,4890,1253,533,1351,600,8627,2,"San Mateo"
261,2078,1283,120,801,541,4823,2,"San Mateo"
262,1571,1100,45,687,767,4170,2,"San Mateo"
263,1155,1078,112,478,338,3161,2,"San Mateo"
264,850,1343,45,863,392,3493,2,"San Mateo"
265,152,1651,13,1089,116,3021,2,"San Mateo"
266,557,2382,110,3882,259,7190,2,"San Mateo"
267,236,2000,45,1505,228,4014,2,"San Mateo"
268,95,1635,124,1785,154,3793,2,"San Mateo"
269,393,1585,195,2148,276,4597,2,"San Mateo"
270,193,1069,83,1660,191,3196,2,"San Mateo"
271,125,1700,67,1399,247,3538,2,"San Mateo"
272,137,1066,57,1557,114,2931,2,"San Mateo"
273,213,1555,26,1887,110,3791,2,"San Mateo"
274,1772,1817,179,1690,557,6015,2,"San Mateo"
275,815,1631,40,1950,219,4655,2,"San Mateo"
276,539,1333,17,853,115,2857,2,"San Mateo"
277,1154,2513,70,883,309,4929,2,"San Mateo"
278,1070,1557,165,1461,331,4584,2,"San Mateo"
279,1124,1503,70,781,158,3636,2,"San Mateo"
280,769,1947,6,628,178,3528,2,"San Mateo"
281,1115,1994,77,1161,269,4616,2,"San Mateo"
282,161,1502,1,674,160,2498,2,"San Mateo"
283,464,2255,0,785,201,3705,2,"San Mateo"
284,1186,1891,71,1304,122,4574,2,"San Mateo"
285,210,1912,18,761,155,3056,2,"San Mateo"
286,607,4338,104,1383,551,6983,2,"San Mateo"
287,259,1554,39,438,160,2450,2,"San Mateo"
288,953,3652,36,1811,352,6804,2,"San Mateo"
289,519,3785,47,1484,273,6108,2,"San Mateo"
290,302,1985,31,842,362,3522,2,"San Mateo"
291,35,1886,37,1152,203,3313,2,"San Mateo"
292,226,1260,33,675,215,2409,2,"San Mateo"
293,1429,4916,16,85,253,6699,2,"San Mateo"
294,1708,4536,0,312,169,6725,2,"San Mateo"
295,1851,2664,25,226,119,4885,2,"San Mateo"
296,2607,5763,0,411,504,9285,2,"San Mateo"
297,742,2896,27,32,207,3904,2,"San Mateo"
298,327,5560,22,427,572,6908,2,"San Mateo"
299,288,2599,0,161,73,3121,2,"San Mateo"
300,194,2439,2,161,102,2898,2,"San Mateo"
301,552,4940,0,471,355,6318,2,"San Mateo"
302,358,3727,57,203,260,4605,2,"San Mateo"
303,799,3184,79,521,160,4743,2,"San Mateo"
304,346,3879,21,696,251,5193,2,"San Mateo"
305,121,1416,0,326,126,1989,2,"San Mateo"
306,189,2394,7,648,177,3415,2,"San Mateo"
307,646,3302,1,793,175,4917,2,"San Mateo"
308,434,3484,13,415,179,4525,2,"San Mateo"
309,1092,5350,90,1158,463,8153,2,"San Mateo"
310,460,919,23,248,157,1807,2,"San Mateo"
311,442,2154,183,1732,214,4725,2,"San Mateo"
312,609,3493,34,3762,544,8442,2,"San Mateo"
313,1414,970,39,350,83,2856,2,"San Mateo"
314,4291,678,214,421,144,5748,2,"San Mateo"
315,1430,1001,142,521,144,3238,2,"San Mateo"
316,1047,978,53,99,68,2245,2,"San Mateo"
317,1480,3198,36,676,219,5609,2,"San Mateo"
318,300,2147,0,280,132,2859,2,"San Mateo"
319,649,2431,1,143,146,3370,2,"San Mateo"
320,2205,2958,211,499,282,6155,2,"San Mateo"
321,582,1917,11,184,72,2766,2,"San Mateo"
322,757,3704,11,548,279,5299,2,"San Mateo"
323,1769,2728,78,774,198,5547,2,"San Mateo"
324,2857,1183,153,441,90,4724,2,"San Mateo"
325,3794,2036,49,612,172,6663,2,"San Mateo"
326,2940,317,63,136,233,3689,2,"San Mateo"
327,5108,566,54,406,77,6211,2,"San Mateo"
328,1911,1705,33,263,65,3977,2,"San Mateo"
329,3794,727,32,339,289,5181,2,"San Mateo"
330,4012,1084,298,276,273,5943,2,"San Mateo"
331,3174,423,1153,175,585,5510,2,"San Mateo"
332,2651,136,640,75,728,4230,2,"San Mateo"
333,5539,1337,1149,658,1370,10053,2,"San Mateo"
334,5083,166,932,103,1055,7339,2,"San Mateo"
335,5475,1570,431,592,859,8927,2,"San Mateo"
336,541,3261,53,1045,296,5196,2,"San Mateo"
337,216,777,169,114,170,1446,2,"San Mateo"
338,172,1711,51,284,158,2376,2,"San Mateo"
339,130,1895,0,483,134,2642,2,"San Mateo"
340,424,3139,38,436,270,4307,2,"San Mateo"
341,204,3340,12,851,212,4619,2,"San Mateo"
342,242,3174,23,773,203,4415,2,"San Mateo"
343,116,1757,1,171,76,2121,2,"San Mateo"
344,208,2784,4,263,159,3418,2,"San Mateo"
345,209,3010,112,1005,234,4570,2,"San Mateo"
346,111,2491,2,832,166,3602,2,"San Mateo"
347,248,4820,38,2177,303,7586,3,"Santa Clara"
348,0,0,0,0,0,0,3,"Santa Clara"
349,22,508,10,189,37,766,3,"Santa Clara"
350,362,1852,51,413,253,2931,3,"Santa Clara"
351,188,3168,29,1199,592,5176,3,"Santa Clara"
352,128,398,57,237,94,914,3,"Santa Clara"
353,460,2021,62,2170,208,4921,3,"Santa Clara"
354,384,1195,172,713,282,2746,3,"Santa Clara"
355,794,3454,232,1581,397,6458,3,"Santa Clara"
356,631,5240,136,1406,493,7906,3,"Santa Clara"
357,151,3309,106,1194,230,4990,3,"Santa Clara"
358,321,3066,48,1870,190,5495,3,"Santa Clara"
359,289,2131,33,837,203,3493,3,"Santa Clara"
360,239,2941,33,2117,184,5514,3,"Santa Clara"
361,77,3278,51,2609,545,6560,3,"Santa Clara"
362,314,2854,45,2640,114,5967,3,"Santa Clara"
363,260,1180,0,966,47,2453,3,"Santa Clara"
364,144,1039,46,568,131,1928,3,"Santa Clara"
365,397,1509,164,1776,170,4016,3,"Santa Clara"
366,485,2371,166,2069,148,5239,3,"Santa Clara"
367,1226,3240,0,2032,141,6639,3,"Santa Clara"
368,245,2737,50,1331,155,4518,3,"Santa Clara"
369,128,2993,5,1320,328,4774,3,"Santa Clara"
370,149,2836,13,1153,142,4293,3,"Santa Clara"
371,143,1907,20,878,318,3266,3,"Santa Clara"
372,2070,2222,101,2478,114,6985,3,"Santa Clara"
373,425,2053,38,491,379,3386,3,"Santa Clara"
374,1213,1232,49,804,149,3447,3,"Santa Clara"
375,736,1551,143,928,155,3513,3,"Santa Clara"
376,787,1950,99,1531,263,4630,3,"Santa Clara"
377,423,2905,43,1385,278,5034,3,"Santa Clara"
378,314,1956,55,853,158,3336,3,"Santa Clara"
379,1840,1995,129,1233,270,5467,3,"Santa Clara"
380,1811,1725,95,1404,135,5170,3,"Santa Clara"
381,529,3025,0,1693,366,5613,3,"Santa Clara"
382,255,1511,142,925,186,3019,3,"Santa Clara"
383,93,1196,0,474,127,1890,3,"Santa Clara"
384,213,3015,0,1058,320,4606,3,"Santa Clara"
385,110,1897,5,614,177,2803,3,"Santa Clara"
386,117,1893,0,719,182,2911,3,"Santa Clara"
387,234,2174,24,1081,203,3716,3,"Santa Clara"
388,329,3625,25,2104,324,6407,3,"Santa Clara"
389,571,2725,33,1405,247,4981,3,"Santa Clara"
390,449,1669,52,788,163,3121,3,"Santa Clara"
391,1143,2630,129,3005,203,7110,3,"Santa Clara"
392,1204,1696,54,2067,75,5096,3,"Santa Clara"
393,1015,1614,48,1589,161,4427,3,"Santa Clara"
394,815,1531,0,1337,316,3999,3,"Santa Clara"
395,491,1251,94,2881,144,4861,3,"Santa Clara"
396,1,2,0,4,0,7,3,"Santa Clara"
397,84,745,21,734,102,1686,3,"Santa Clara"
398,584,1497,0,874,170,3125,3,"Santa Clara"
399,1,1,0,1,0,3,3,"Santa Clara"
400,888,1839,42,1602,194,4565,3,"Santa Clara"
401,226,460,20,176,23,905,3,"Santa Clara"
402,101,371,198,8,57,735,3,"Santa Clara"
403,12,5,1,5,0,23,3,"Santa Clara"
404,1101,454,82,439,36,2112,3,"Santa Clara"
405,20,8,1,8,1,38,3,"Santa Clara"
406,10,42,4,82,3,141,3,"Santa Clara"
407,10,59,3,140,4,216,3,"Santa Clara"
408,1,5,0,12,0,18,3,"Santa Clara"
409,0,0,0,0,0,0,3,"Santa Clara"
410,500,2494,189,5503,169,8855,3,"Santa Clara"
411,0,0,0,0,0,0,3,"Santa Clara"
412,3359,3707,746,6669,656,15137,3,"Santa Clara"
413,358,2622,240,6618,597,10435,3,"Santa Clara"
414,938,1073,208,1705,153,4077,3,"Santa Clara"
415,408,429,19,1113,53,2022,3,"Santa Clara"
416,919,1836,566,4688,172,8181,3,"Santa Clara"
417,0,0,0,0,0,0,3,"Santa Clara"
418,386,765,69,664,84,1968,3,"Santa Clara"
419,877,464,59,2093,40,3533,3,"Santa Clara"
420,895,639,52,1296,208,3090,3,"Santa Clara"
421,1007,3544,253,2217,149,7170,3,"Santa Clara"
422,1101,1444,76,3224,241,6086,3,"Santa Clara"
423,2127,990,113,1849,233,5312,3,"Santa Clara"
424,3677,2102,147,1760,334,8020,3,"Santa Clara"
425,1252,964,26,1421,114,3777,3,"Santa Clara"
426,1309,1325,168,2260,119,5181,3,"Santa Clara"
427,112,126,21,194,17,470,3,"Santa Clara"
428,144,345,0,690,20,1199,3,"Santa Clara"
429,0,0,0,0,0,0,3,"Santa Clara"
430,9,2,0,1,2,14,3,"Santa Clara"
431,3,4,1,4,1,13,3,"Santa Clara"
432,308,119,6,55,79,567,3,"Santa Clara"
433,1985,1570,268,1589,374,5786,3,"Santa Clara"
434,49,13,0,0,0,62,3,"Santa Clara"
435,1213,769,129,1310,152,3573,3,"Santa Clara"
436,1175,1810,183,916,211,4295,3,"Santa Clara"
437,1425,2060,231,2103,172,5991,3,"Santa Clara"
438,883,1379,183,1249,311,4005,3,"Santa Clara"
439,640,1187,43,1010,217,3097,3,"Santa Clara"
440,1727,1695,125,2913,456,6916,3,"Santa Clara"
441,736,1364,149,4083,234,6566,3,"Santa Clara"
442,828,1191,86,1241,99,3445,3,"Santa Clara"
443,1036,1156,348,2272,192,5004,3,"Santa Clara"
444,848,2128,200,2505,134,5815,3,"Santa Clara"
445,1121,2437,286,4518,420,8782,3,"Santa Clara"
446,979,2063,117,4206,383,7748,3,"Santa Clara"
447,252,2023,0,2165,131,4571,3,"Santa Clara"
448,1645,1512,134,5077,522,8890,3,"Santa Clara"
449,637,1793,27,4705,192,7354,3,"Santa Clara"
450,987,1972,124,1436,229,4748,3,"Santa Clara"
451,719,3079,0,2457,339,6594,3,"Santa Clara"
452,118,1454,7,1184,298,3061,3,"Santa Clara"
453,518,3221,33,3059,192,7023,3,"Santa Clara"
454,110,2168,50,1924,212,4464,3,"Santa Clara"
455,44,1383,23,994,92,2536,3,"Santa Clara"
456,682,2470,370,4395,513,8430,3,"Santa Clara"
457,265,1595,70,3180,211,5321,3,"Santa Clara"
458,323,1304,24,2388,164,4203,3,"Santa Clara"
459,898,2742,184,3722,511,8057,3,"Santa Clara"
460,112,750,0,1978,238,3078,3,"Santa Clara"
461,783,1607,116,1566,366,4438,3,"Santa Clara"
462,314,1662,70,2594,201,4841,3,"Santa Clara"
463,429,1710,113,1631,155,4038,3,"Santa Clara"
464,850,2283,192,1200,85,4610,3,"Santa Clara"
465,762,3779,190,1808,289,6828,3,"Santa Clara"
466,1131,2216,18,508,205,4078,3,"Santa Clara"
467,1414,2264,421,866,261,5226,3,"Santa Clara"
468,2144,2480,277,749,208,5858,3,"Santa Clara"
469,3069,1561,402,1844,535,7411,3,"Santa Clara"
470,1352,3432,18,1638,172,6612,3,"Santa Clara"
471,719,2392,501,1649,230,5491,3,"Santa Clara"
472,1118,1474,42,2131,271,5036,3,"Santa Clara"
473,2449,2099,876,1135,305,6864,3,"Santa Clara"
474,1055,1545,213,1203,256,4272,3,"Santa Clara"
475,871,1700,135,1643,207,4556,3,"Santa Clara"
476,466,2975,126,3126,334,7027,3,"Santa Clara"
477,446,1395,20,3842,117,5820,3,"Santa Clara"
478,885,852,253,4439,107,6536,3,"Santa Clara"
479,676,2638,240,5570,239,9363,3,"Santa Clara"
480,81,727,33,2187,187,3215,3,"Santa Clara"
481,152,1333,49,3285,131,4950,3,"Santa Clara"
482,56,1134,20,3217,49,4476,3,"Santa Clara"
483,304,1149,0,4677,164,6294,3,"Santa Clara"
484,217,1927,2,5485,214,7845,3,"Santa Clara"
485,236,1638,1,4810,128,6813,3,"Santa Clara"
486,214,758,55,4363,192,5582,3,"Santa Clara"
487,318,1885,96,3485,305,6089,3,"Santa Clara"
488,235,2984,15,4557,289,8080,3,"Santa Clara"
489,80,1621,0,4295,47,6043,3,"Santa Clara"
490,187,1088,0,2410,109,3794,3,"Santa Clara"
491,95,546,0,2542,119,3302,3,"Santa Clara"
492,54,1095,24,3959,176,5308,3,"Santa Clara"
493,111,1919,34,3468,214,5746,3,"Santa Clara"
494,103,1633,16,4099,60,5911,3,"Santa Clara"
495,147,3094,139,2115,134,5629,3,"Santa Clara"
496,169,1839,3,780,140,2931,3,"Santa Clara"
497,369,3061,0,2871,314,6615,3,"Santa Clara"
498,314,2374,25,1174,255,4142,3,"Santa Clara"
499,618,4040,10,2494,302,7464,3,"Santa Clara"
500,656,2089,0,990,196,3931,3,"Santa Clara"
501,507,2139,46,1024,300,4016,3,"Santa Clara"
502,926,2083,52,1163,265,4489,3,"Santa Clara"
503,1857,2887,125,1079,284,6232,3,"Santa Clara"
504,716,2615,309,419,238,4297,3,"Santa Clara"
505,1251,3389,145,1171,278,6234,3,"Santa Clara"
506,481,2159,197,841,225,3903,3,"Santa Clara"
507,214,3402,0,836,161,4613,3,"Santa Clara"
508,341,2003,16,458,139,2957,3,"Santa Clara"
509,519,2168,80,186,69,3022,3,"Santa Clara"
510,115,1874,0,483,49,2521,3,"Santa Clara"
511,392,5793,71,417,143,6816,3,"Santa Clara"
512,233,3975,17,135,141,4501,3,"Santa Clara"
513,97,2305,55,287,180,2924,3,"Santa Clara"
514,389,5934,36,1118,373,7850,3,"Santa Clara"
515,857,4398,21,1585,311,7172,3,"Santa Clara"
516,243,2372,14,817,162,3608,3,"Santa Clara"
