"NAME","B01001_032E","B01001_033E","B01001_034E","B01001_035E","B01001_036E","B01001_037E","B01001_038E","B01001_039E","B01001_040E","B01001_041E","B01001_042E","B01001_043E","B01001_044E","B01001_045E","B01001_046E","B01001_047E","B01001_048E","B01001_049E","B25024_002E","B25024_003E","B25024_004E","B25024_005E","B25024_006E","B25024_007E","B25024_008E","B25024_009E","B25024_010E","B25024_011E","B25009_003E","B25009_004E","B25009_005E","B25009_006E","B25009_007E","B25009_008E","B25009_009E","B25009_011E","B25009_012E","B25009_013E","B25009_014E","B25009_015E","B25009_016E","B25009_017E","state","county","tract","block group"
"Block Group 1, Census Tract 5027.01, Santa Clara County, California",15,29,30,65,48,24,17,39,68,46,22,23,19,9,72,78,59,34,372,115,15,25,0,25,78,100,0,0,57,171,43,45,6,0,13,216,42,52,35,0,0,0,"06","085","502701","1"
"Block Group 2, Census Tract 5027.01, Santa Clara County, California",0,0,12,9,34,111,62,67,55,66,0,81,15,17,41,21,0,17,323,137,93,9,21,42,0,9,0,0,71,141,117,53,13,7,6,19,104,34,38,23,8,0,"06","085","502701","2"
"Block Group 3, Census Tract 5029.03, Santa Clara County, California",0,0,0,10,30,55,60,15,41,50,42,78,17,27,33,39,22,43,566,32,0,0,0,0,0,0,0,0,126,129,68,112,17,0,0,44,67,0,11,9,0,0,"06","085","502903","3"
"Block Group 1, Census Tract 5029.03, Santa Clara County, California",0,0,13,14,38,46,64,133,153,11,62,53,0,28,38,56,57,20,744,60,6,0,0,0,0,0,0,0,108,271,118,111,26,59,0,18,35,23,25,0,0,0,"06","085","502903","1"
"Block Group 2, Census Tract 5029.03, Santa Clara County, California",22,8,0,0,24,81,78,45,38,11,45,44,0,27,30,43,30,24,554,7,0,0,0,0,0,0,0,0,113,110,117,143,33,0,0,16,22,0,0,7,0,0,"06","085","502903","2"
"Block Group 1, Census Tract 5030.02, Santa Clara County, California",39,13,25,73,96,125,61,45,70,82,15,8,34,17,15,11,13,0,442,29,0,0,33,11,28,0,24,0,33,159,94,51,24,0,0,22,8,92,27,0,0,33,"06","085","503002","1"
"Block Group 2, Census Tract 5030.02, Santa Clara County, California",0,0,61,55,46,79,78,34,89,47,42,42,28,27,57,50,28,110,584,62,18,0,0,10,87,0,0,0,159,146,72,162,11,0,0,48,40,20,8,13,23,0,"06","085","503002","2"
"Block Group 3, Census Tract 5031.10, Santa Clara County, California",0,22,0,67,44,33,40,0,34,39,11,10,0,0,0,6,0,0,17,17,0,173,9,0,0,0,0,0,0,9,11,11,0,0,0,8,9,22,43,56,20,27,"06","085","503110","3"
"Block Group 1, Census Tract 5031.10, Santa Clara County, California",0,62,39,86,54,129,140,98,114,95,11,0,0,0,6,0,3,35,54,19,74,162,68,69,0,16,149,0,0,18,17,42,29,25,14,27,31,64,105,197,17,25,"06","085","503110","1"
"Block Group 2, Census Tract 5031.10, Santa Clara County, California",15,0,8,54,76,88,72,15,12,24,12,36,0,17,23,0,0,0,94,48,28,23,0,20,0,106,0,0,0,9,12,27,0,0,0,10,54,79,74,8,0,46,"06","085","503110","2"
"Block Group 3, Census Tract 5031.11, Santa Clara County, California",0,0,64,44,69,102,20,0,131,109,21,12,44,24,18,21,24,66,435,26,0,0,0,0,0,0,0,0,22,76,28,76,71,0,35,0,0,26,0,87,26,14,"06","085","503111","3"
"Block Group 1, Census Tract 5031.11, Santa Clara County, California",0,0,30,121,62,61,15,52,62,35,4,0,19,2,14,5,29,14,154,55,0,14,0,0,0,0,0,0,10,16,25,47,59,0,3,0,0,0,53,0,0,10,"06","085","503111","1"
"Block Group 2, Census Tract 5031.11, Santa Clara County, California",49,85,85,75,25,121,48,41,118,16,42,68,13,40,18,10,6,0,292,132,0,0,0,0,0,0,0,4,9,43,71,43,99,0,31,9,0,13,8,10,0,92,"06","085","503111","2"
"Block Group 1, Census Tract 5031.13, Santa Clara County, California",7,6,67,180,92,40,48,23,19,47,29,27,10,8,15,30,50,8,250,35,33,43,37,32,0,128,9,0,16,43,120,18,24,0,0,104,46,34,52,51,9,20,"06","085","503113","1"
"Block Group 2, Census Tract 5031.13, Santa Clara County, California",56,9,173,86,117,66,205,143,74,84,32,9,0,0,38,18,0,9,379,49,43,8,110,135,24,26,0,0,17,17,74,41,40,20,28,16,108,21,247,87,31,27,"06","085","503113","2"
"Block Group 2, Census Tract 5120.17, Santa Clara County, California",47,0,255,158,146,83,272,138,88,156,79,52,0,0,55,37,0,61,683,15,0,0,0,0,0,0,0,0,15,123,90,105,31,38,89,14,0,76,56,0,0,61,"06","085","512017","2"
"Block Group 3, Census Tract 5120.17, Santa Clara County, California",0,0,45,10,185,88,147,68,94,53,23,64,90,47,48,34,0,18,622,81,0,0,0,0,24,24,0,0,30,102,109,113,75,18,0,36,38,54,60,72,0,44,"06","085","512017","3"
"Block Group 1, Census Tract 5120.17, Santa Clara County, California",0,0,16,140,38,61,138,35,82,82,34,57,14,15,108,18,21,0,508,15,60,78,15,0,21,56,79,0,108,121,100,52,36,0,45,38,78,59,135,0,20,0,"06","085","512017","1"
"Block Group 3, Census Tract 5120.31, Santa Clara County, California",0,0,0,36,54,26,39,81,76,51,9,12,0,9,0,12,9,4,411,0,0,0,0,0,0,0,0,0,32,131,80,51,61,0,0,0,0,30,16,0,0,0,"06","085","512031","3"
"Block Group 4, Census Tract 5120.31, Santa Clara County, California",0,0,0,11,33,46,8,18,71,44,0,17,0,31,68,17,11,0,336,0,0,0,0,0,0,0,0,0,49,55,69,49,9,12,0,9,11,13,33,27,0,0,"06","085","512031","4"
"Block Group 1, Census Tract 5120.31, Santa Clara County, California",17,0,0,68,22,43,29,0,51,21,0,7,7,11,0,10,0,15,179,19,54,0,0,0,0,0,0,0,10,51,44,59,0,0,17,0,13,31,20,0,7,0,"06","085","512031","1"
"Block Group 2, Census Tract 5120.31, Santa Clara County, California",0,0,14,11,93,74,18,43,48,55,18,0,24,19,28,10,23,0,387,0,0,0,0,0,0,0,0,0,22,171,41,48,23,0,15,0,10,33,0,17,7,0,"06","085","512031","2"
"Block Group 1, Census Tract 5123.09, Santa Clara County, California",37,0,100,78,83,154,145,76,98,161,31,69,9,62,22,41,30,14,657,172,27,62,28,30,0,13,0,0,138,226,131,164,18,21,12,36,43,35,80,29,30,0,"06","085","512309","1"
"Block Group 2, Census Tract 5123.09, Santa Clara County, California",10,12,17,37,51,60,44,192,120,91,17,56,32,12,42,49,10,23,756,0,0,0,7,0,0,0,0,0,98,262,157,129,72,0,0,0,18,0,18,0,9,0,"06","085","512309","2"
"Block Group 1, Census Tract 5006, Santa Clara County, California",7,11,46,319,137,107,107,70,59,46,12,42,0,38,19,21,101,21,334,49,53,76,44,95,206,722,0,0,75,79,28,74,9,0,0,625,461,166,14,10,9,16,"06","085","500600","1"
"Block Group 2, Census Tract 5006, Santa Clara County, California",34,0,0,0,40,66,93,23,48,53,0,58,0,16,0,0,0,84,352,0,13,44,40,0,0,0,0,0,56,165,35,21,0,0,33,66,42,31,0,0,0,0,"06","085","500600","2"
"Block Group 3, Census Tract 5006, Santa Clara County, California",0,0,0,59,53,12,20,47,24,65,12,29,0,15,0,0,41,0,301,14,0,0,27,37,66,0,0,0,119,57,10,68,0,0,0,66,25,51,0,11,0,0,"06","085","500600","3"
"Block Group 2, Census Tract 5009.02, Santa Clara County, California",324,238,316,117,19,22,10,17,12,0,9,8,0,0,16,0,0,10,32,0,10,29,72,117,4,0,0,0,0,9,0,0,3,0,0,41,81,64,39,7,0,0,"06","085","500902","2"
"Block Group 1, Census Tract 5009.02, Santa Clara County, California",46,42,76,43,11,0,32,30,12,16,9,29,0,0,3,5,6,0,34,11,11,56,143,82,34,0,0,0,0,5,0,0,4,0,0,69,106,72,47,16,9,0,"06","085","500902","1"
"Block Group 4, Census Tract 5020.01, Santa Clara County, California",0,0,19,91,141,110,71,50,112,44,49,25,0,42,15,27,0,0,537,50,33,38,55,45,0,12,0,0,121,103,10,45,0,17,19,160,180,106,0,9,0,0,"06","085","502001","4"
"Block Group 3, Census Tract 5020.01, Santa Clara County, California",0,18,38,74,24,77,15,15,9,83,48,39,24,8,35,5,5,26,446,0,0,0,0,0,0,0,0,0,64,131,57,33,7,0,0,0,10,0,0,30,40,27,"06","085","502001","3"
"Block Group 1, Census Tract 5020.01, Santa Clara County, California",36,0,12,59,49,44,151,61,17,8,0,0,0,0,12,16,0,0,221,84,29,0,145,69,0,0,0,0,0,5,36,0,0,0,0,122,108,105,75,9,8,31,"06","085","502001","1"
"Block Group 2, Census Tract 5020.01, Santa Clara County, California",0,0,42,75,25,11,9,50,16,24,14,36,33,0,18,21,0,2,106,21,6,6,63,118,38,88,0,0,34,0,41,6,9,0,0,139,57,51,60,7,0,0,"06","085","502001","2"
"Block Group 3, Census Tract 5021.02, Santa Clara County, California",0,0,23,28,63,169,38,0,16,15,0,54,0,33,24,0,0,0,183,129,35,83,135,0,0,22,0,0,98,47,34,0,46,0,0,131,48,78,49,0,22,0,"06","085","502102","3"
"Block Group 1, Census Tract 5021.02, Santa Clara County, California",17,50,75,272,71,102,60,49,0,36,64,0,0,29,10,0,13,0,73,13,49,76,96,184,146,194,0,0,23,32,0,0,0,0,0,289,236,52,39,65,29,34,"06","085","502102","1"
"Block Group 2, Census Tract 5021.02, Santa Clara County, California",12,0,11,77,56,20,118,115,70,85,17,45,34,0,23,14,28,76,217,57,115,112,161,96,0,27,0,0,49,94,29,20,0,0,0,99,72,145,197,65,0,0,"06","085","502102","2"
"Block Group 4, Census Tract 5021.02, Santa Clara County, California",25,0,30,97,0,83,56,44,18,20,14,0,0,18,0,6,21,83,118,0,32,0,249,141,0,0,0,0,82,0,0,22,0,0,0,35,202,52,14,70,39,0,"06","085","502102","4"
"Block Group 1, Census Tract 5022.02, Santa Clara County, California",0,13,39,76,92,50,26,52,104,33,19,90,11,39,21,11,38,12,19,344,0,105,100,54,13,134,0,10,273,106,41,7,0,0,0,159,110,43,21,10,0,0,"06","085","502202","1"
"Block Group 2, Census Tract 5022.02, Santa Clara County, California",0,0,26,0,27,24,37,55,46,36,9,17,12,11,28,19,18,55,255,30,26,0,11,22,0,22,0,0,30,89,35,64,19,0,0,11,40,47,0,0,5,0,"06","085","502202","2"
"Block Group 3, Census Tract 5022.02, Santa Clara County, California",0,0,0,57,44,21,31,45,27,25,0,0,0,8,7,11,8,10,131,6,0,0,7,0,81,91,0,0,39,36,20,22,13,0,0,35,123,8,6,14,0,0,"06","085","502202","3"
"Block Group 2, Census Tract 5024, Santa Clara County, California",0,0,0,15,53,12,13,0,76,22,0,38,0,0,0,31,0,0,321,25,0,0,0,0,0,0,0,0,55,85,35,55,0,0,0,0,15,0,44,0,0,0,"06","085","502400","2"
"Block Group 1, Census Tract 5024, Santa Clara County, California",0,0,0,13,0,54,23,46,9,25,10,0,0,37,0,0,17,0,226,0,0,0,0,0,0,0,0,0,49,78,46,40,0,0,0,0,13,0,0,0,0,0,"06","085","502400","1"
"Block Group 7, Census Tract 5024, Santa Clara County, California",0,0,0,0,12,45,0,46,69,0,13,21,0,0,0,0,0,28,233,81,0,27,0,0,0,0,0,0,43,94,86,0,0,0,0,0,81,37,0,0,0,0,"06","085","502400","7"
"Block Group 3, Census Tract 5024, Santa Clara County, California",0,0,0,0,16,16,13,0,14,54,14,10,0,38,0,17,0,0,300,0,0,0,0,0,0,0,0,0,76,54,57,0,61,0,0,0,0,0,0,0,0,0,"06","085","502400","3"
"Block Group 4, Census Tract 5024, Santa Clara County, California",0,0,0,0,85,22,15,64,34,29,8,63,15,78,28,0,50,0,370,43,14,0,0,0,0,0,0,0,92,155,49,69,0,0,0,14,48,0,0,0,0,0,"06","085","502400","4"
"Block Group 6, Census Tract 5024, Santa Clara County, California",0,28,59,18,37,17,36,84,90,39,38,0,69,39,18,0,0,0,462,0,19,11,45,73,22,0,0,0,66,142,63,58,38,0,17,99,45,0,0,0,0,0,"06","085","502400","6"
"Block Group 5, Census Tract 5024, Santa Clara County, California",0,16,0,136,118,102,71,52,152,35,14,10,0,0,0,64,7,31,407,113,21,25,13,91,0,37,0,0,99,133,75,190,50,0,0,42,106,12,0,0,0,0,"06","085","502400","5"
"Block Group 6, Census Tract 5025, Santa Clara County, California",0,26,44,13,29,10,55,45,92,55,19,35,0,0,43,14,27,13,545,0,0,0,0,0,0,0,0,0,163,95,70,174,12,0,0,0,0,13,0,0,0,0,"06","085","502500","6"
"Block Group 1, Census Tract 5025, Santa Clara County, California",0,0,0,23,45,37,62,13,102,0,0,43,0,25,15,19,13,0,319,26,13,0,0,14,0,12,0,0,30,89,85,78,0,32,0,39,12,0,19,0,0,0,"06","085","502500","1"
"Block Group 2, Census Tract 5025, Santa Clara County, California",0,4,0,27,63,31,20,19,106,65,0,36,0,0,12,15,0,16,437,13,0,0,0,0,0,0,0,0,77,127,80,54,60,0,0,13,12,0,13,14,0,0,"06","085","502500","2"
"Block Group 3, Census Tract 5025, Santa Clara County, California",0,0,0,0,34,31,30,63,17,48,27,14,16,47,17,42,3,35,395,0,17,16,17,0,0,0,0,0,96,127,53,109,0,0,0,45,15,0,0,0,0,0,"06","085","502500","3"
"Block Group 4, Census Tract 5025, Santa Clara County, California",0,0,0,18,13,76,26,86,32,28,0,19,0,44,27,15,14,29,346,33,28,0,0,0,0,0,0,0,68,122,51,59,44,0,0,13,15,35,0,0,0,0,"06","085","502500","4"
"Block Group 5, Census Tract 5025, Santa Clara County, California",0,0,16,25,11,45,39,32,0,32,17,19,0,9,18,0,0,0,177,26,0,0,13,38,66,0,0,0,0,57,52,48,0,0,0,53,0,13,13,0,0,0,"06","085","502500","5"
"Block Group 2, Census Tract 5033.05, Santa Clara County, California",31,3,15,82,65,86,153,108,56,67,13,13,77,21,41,67,0,10,591,0,0,0,0,0,0,0,0,0,73,62,84,109,16,34,51,0,12,0,8,111,0,15,"06","085","503305","2"
"Block Group 3, Census Tract 5033.05, Santa Clara County, California",19,0,0,144,120,14,34,88,11,37,83,78,81,57,39,45,28,96,345,12,0,76,53,0,35,62,0,0,36,76,31,20,33,0,65,78,104,84,53,0,0,3,"06","085","503305","3"
"Block Group 1, Census Tract 5033.05, Santa Clara County, California",7,25,34,59,35,30,53,29,33,48,40,43,6,38,33,24,8,0,244,0,0,0,0,0,0,0,85,0,20,78,36,25,12,30,29,0,11,0,22,48,0,18,"06","085","503305","1"
"Block Group 3, Census Tract 5033.06, Santa Clara County, California",6,13,36,39,19,30,47,80,32,48,12,11,7,19,23,9,18,21,289,13,0,0,0,0,0,0,0,0,13,22,49,66,17,19,30,0,0,13,20,17,12,0,"06","085","503306","3"
"Block Group 1, Census Tract 5033.06, Santa Clara County, California",0,0,14,51,18,34,65,20,33,22,0,17,30,15,13,11,0,18,105,0,15,0,0,0,0,0,122,0,28,34,21,62,5,4,23,0,13,42,0,0,5,5,"06","085","503306","1"
"Block Group 2, Census Tract 5033.06, Santa Clara County, California",13,10,55,57,61,75,39,35,76,70,12,35,5,0,28,41,18,6,365,12,0,0,0,0,0,0,0,0,23,40,22,72,38,27,31,0,28,25,30,28,0,13,"06","085","503306","2"
"Block Group 5, Census Tract 5035.04, Santa Clara County, California",16,42,14,7,0,7,13,25,41,18,0,7,0,0,39,12,0,0,166,0,0,0,0,0,0,0,0,0,0,66,17,19,3,14,10,0,7,0,0,0,22,0,"06","085","503504","5"
"Block Group 1, Census Tract 5035.04, Santa Clara County, California",0,46,31,115,73,18,47,94,45,10,0,23,13,14,11,19,21,0,265,14,0,0,0,0,0,0,0,0,5,18,12,41,33,0,71,0,0,0,0,30,9,60,"06","085","503504","1"
"Block Group 3, Census Tract 5035.04, Santa Clara County, California",6,37,43,0,45,138,34,45,52,5,34,77,49,0,26,13,0,0,244,13,42,0,0,0,0,0,0,0,8,13,26,42,62,0,10,0,22,6,42,17,21,22,"06","085","503504","3"
"Block Group 2, Census Tract 5035.04, Santa Clara County, California",9,0,27,51,27,19,54,46,27,0,55,80,26,0,11,35,21,0,313,0,0,0,0,0,0,0,0,0,22,39,0,37,55,10,39,0,0,0,0,20,27,31,"06","085","503504","2"
"Block Group 4, Census Tract 5035.04, Santa Clara County, California",0,23,9,18,20,0,50,10,28,4,59,0,14,11,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,12,10,0,46,7,12,0,37,51,0,0,0,0,"06","085","503504","4"
"Block Group 3, Census Tract 5043.15, Santa Clara County, California",6,0,12,6,33,28,26,39,46,35,22,0,21,30,8,17,0,8,357,0,0,0,0,0,0,0,0,0,66,95,55,77,14,10,0,9,0,0,24,2,5,0,"06","085","504315","3"
"Block Group 1, Census Tract 5043.15, Santa Clara County, California",0,11,57,99,22,31,85,18,81,156,14,0,0,25,18,0,9,0,128,389,8,0,45,0,0,0,0,0,102,149,78,21,45,0,10,34,50,39,11,0,7,0,"06","085","504315","1"
"Block Group 2, Census Tract 5043.15, Santa Clara County, California",13,14,73,54,73,21,12,22,45,27,15,69,35,0,20,8,22,23,297,0,0,0,0,0,0,0,0,0,25,91,25,20,63,0,12,0,33,9,19,0,0,0,"06","085","504315","2"
"Block Group 4, Census Tract 5043.15, Santa Clara County, California",22,0,0,27,12,0,36,46,69,15,19,22,30,16,14,26,25,11,281,0,0,0,0,0,0,0,0,0,29,69,38,38,16,43,12,0,10,11,15,0,0,0,"06","085","504315","4"
"Block Group 5, Census Tract 5043.15, Santa Clara County, California",29,12,48,45,102,35,65,131,75,31,0,49,12,0,36,44,9,0,211,255,0,31,10,0,0,0,0,0,33,75,72,159,0,10,21,0,7,15,35,10,24,26,"06","085","504315","5"
"Block Group 1, Census Tract 5123.13, Santa Clara County, California",10,0,0,127,93,125,105,34,52,54,15,36,7,48,21,15,17,24,210,231,61,126,73,35,8,36,0,0,12,128,39,27,24,10,0,109,90,155,102,47,0,10,"06","085","512313","1"
"Block Group 2, Census Tract 5123.13, Santa Clara County, California",0,0,19,7,62,21,124,23,47,100,6,18,8,11,37,23,0,4,290,17,16,37,11,0,13,73,0,0,8,61,32,69,30,0,0,27,19,70,22,84,7,0,"06","085","512313","2"
"Block Group 2, Census Tract 5125.09, Santa Clara County, California",18,0,37,26,32,76,62,17,47,91,0,13,18,19,10,26,0,0,407,0,0,0,5,0,0,0,0,0,56,134,15,105,59,26,0,0,14,0,3,0,0,0,"06","085","512509","2"
"Block Group 1, Census Tract 5125.09, Santa Clara County, California",0,0,82,60,119,141,119,78,85,130,34,34,17,24,61,46,10,47,433,22,26,77,57,0,0,0,258,0,86,211,105,137,16,17,0,9,29,53,32,80,0,73,"06","085","512509","1"
"Block Group 1, Census Tract 5125.10, Santa Clara County, California",0,0,0,42,101,48,18,60,154,100,83,59,13,50,34,13,14,102,764,0,0,0,0,0,74,88,0,0,115,248,127,107,0,63,20,136,56,54,0,0,0,0,"06","085","512510","1"
"Block Group 2, Census Tract 5125.10, Santa Clara County, California",0,20,0,0,33,42,20,104,26,70,0,16,7,41,34,22,0,15,477,0,0,0,0,0,0,0,0,0,107,120,92,54,22,21,0,0,8,0,21,0,32,0,"06","085","512510","2"
"Block Group 3, Census Tract 5125.10, Santa Clara County, California",54,0,94,293,113,44,33,82,85,106,35,91,17,91,97,33,34,3,413,50,18,219,77,169,52,88,26,0,31,112,123,110,0,0,0,161,299,108,93,0,24,0,"06","085","512510","3"
"Block Group 1, Census Tract 5123.11, Santa Clara County, California",55,0,62,101,95,88,126,138,205,105,27,67,10,62,69,28,35,58,536,240,3,0,34,93,28,9,358,0,181,323,189,197,67,0,11,38,62,63,44,10,46,0,"06","085","512311","1"
"Block Group 1, Census Tract 5120.36, Santa Clara County, California",0,13,92,234,287,233,253,194,165,172,91,34,44,72,9,4,12,7,727,112,0,105,106,161,233,503,0,0,85,98,127,249,37,14,16,229,460,297,207,10,23,13,"06","085","512036","1"
"Block Group 2, Census Tract 5080.03, Santa Clara County, California",28,8,23,5,29,40,7,12,43,59,6,11,1,7,7,4,17,0,237,18,0,0,0,0,0,0,0,0,46,68,46,47,10,8,6,7,0,7,5,5,0,0,"06","085","508003","2"
"Block Group 1, Census Tract 5080.03, Santa Clara County, California",0,13,6,32,44,72,111,90,92,30,10,7,9,11,42,10,10,19,164,86,20,134,21,12,52,50,0,0,18,70,20,71,0,6,6,60,71,84,72,44,0,5,"06","085","508003","1"
"Block Group 2, Census Tract 5037.12, Santa Clara County, California",10,16,46,77,99,156,88,96,66,57,43,49,60,13,137,102,87,66,38,115,10,184,217,105,150,268,0,0,47,65,52,14,0,21,0,187,259,97,255,31,0,8,"06","085","503712","2"
"Block Group 1, Census Tract 5037.12, Santa Clara County, California",0,0,9,80,36,56,15,11,55,38,16,10,0,10,10,24,30,19,20,118,0,30,38,60,19,43,0,0,48,29,64,0,0,10,0,34,39,63,19,0,14,8,"06","085","503712","1"
"Block Group 1, Census Tract 5097, Santa Clara County, California",0,0,0,34,39,13,44,14,12,51,13,35,14,0,11,0,30,32,285,19,0,78,10,24,0,0,0,0,72,75,34,43,4,0,0,105,45,27,0,11,0,0,"06","085","509700","1"
"Block Group 3, Census Tract 5097, Santa Clara County, California",0,0,0,35,52,86,39,57,56,22,14,13,0,6,6,6,0,13,223,114,9,36,28,90,16,33,0,0,61,91,39,59,8,0,0,114,71,48,20,0,2,0,"06","085","509700","3"
"Block Group 2, Census Tract 5097, Santa Clara County, California",0,0,11,218,49,48,9,0,49,18,8,15,0,0,15,0,6,0,46,58,12,82,134,140,21,17,0,0,10,18,0,0,12,0,0,120,279,19,33,0,11,0,"06","085","509700","2"
"Block Group 2, Census Tract 5099.01, Santa Clara County, California",0,8,8,11,19,36,35,71,23,27,14,10,0,6,17,27,11,12,270,50,26,0,0,0,0,0,0,5,52,53,75,67,9,0,3,33,29,27,0,3,0,0,"06","085","509901","2"
"Block Group 1, Census Tract 5099.01, Santa Clara County, California",0,0,8,19,13,20,48,43,28,47,0,18,13,27,26,16,17,50,332,14,0,0,0,0,0,11,18,0,45,128,36,89,15,0,0,15,9,5,15,0,0,0,"06","085","509901","1"
"Block Group 3, Census Tract 5103, Santa Clara County, California",0,0,0,24,34,9,83,9,45,27,0,34,9,8,42,18,18,10,275,86,0,18,0,0,0,0,0,0,97,102,42,65,23,0,0,41,0,0,0,0,0,0,"06","085","510300","3"
"Block Group 1, Census Tract 5103, Santa Clara County, California",0,0,24,9,10,19,96,53,88,65,8,50,0,34,18,9,37,0,560,0,0,0,0,0,0,0,0,0,71,165,51,133,90,0,0,0,0,0,11,0,0,0,"06","085","510300","1"
"Block Group 2, Census Tract 5103, Santa Clara County, California",0,0,0,30,81,88,92,48,48,93,29,20,25,11,39,43,55,29,162,134,0,81,95,134,208,8,0,0,133,140,37,66,7,0,0,80,145,65,65,28,0,0,"06","085","510300","2"
"Block Group 4, Census Tract 5029.09, Santa Clara County, California",63,0,80,60,26,80,62,60,22,118,12,19,54,0,31,0,22,51,49,222,0,29,47,26,80,184,0,0,61,35,41,0,0,0,0,177,100,76,137,0,0,0,"06","085","502909","4"
"Block Group 3, Census Tract 5029.09, Santa Clara County, California",0,0,0,29,30,99,31,96,79,42,19,18,17,53,6,11,10,11,209,17,0,402,0,0,0,0,0,0,72,163,48,53,0,7,0,14,140,0,118,5,8,0,"06","085","502909","3"
"Block Group 2, Census Tract 5029.09, Santa Clara County, California",0,0,0,51,62,48,37,6,54,10,11,9,18,18,0,22,0,0,317,0,0,0,0,0,0,0,0,0,37,138,54,36,7,0,0,0,16,0,15,7,7,0,"06","085","502909","2"
"Block Group 1, Census Tract 5029.09, Santa Clara County, California",15,0,0,44,10,41,33,44,98,35,14,23,9,0,67,37,9,19,417,0,7,0,0,44,15,37,0,0,94,91,64,113,0,0,0,23,37,54,7,0,0,0,"06","085","502909","1"
"Block Group 2, Census Tract 5120.23, Santa Clara County, California",0,0,75,127,63,90,100,63,23,19,7,60,56,0,29,0,0,10,107,243,0,259,9,0,0,0,0,0,84,119,95,23,0,0,0,10,38,41,45,48,90,0,"06","085","512023","2"
"Block Group 1, Census Tract 5120.23, Santa Clara County, California",11,48,52,97,127,57,62,141,69,92,23,17,0,30,30,0,0,0,183,179,21,112,55,191,7,41,0,0,75,122,49,46,46,0,0,85,160,74,74,21,11,0,"06","085","512023","1"
"Block Group 3, Census Tract 5120.23, Santa Clara County, California",28,34,58,198,54,72,25,71,87,74,24,22,26,39,0,10,0,38,14,147,37,433,27,53,0,14,0,0,114,84,107,22,6,0,0,126,64,87,68,6,0,41,"06","085","512023","3"
"Block Group 3, Census Tract 5042.02, Santa Clara County, California",11,0,20,59,60,15,84,64,45,84,17,41,28,38,27,30,15,41,504,15,0,0,0,0,0,0,0,0,59,144,59,103,29,0,49,0,0,7,15,0,12,42,"06","085","504202","3"
"Block Group 1, Census Tract 5042.02, Santa Clara County, California",0,0,42,10,0,107,38,31,49,17,17,9,0,37,49,49,0,30,412,0,0,0,0,0,0,0,0,0,30,167,73,82,0,0,0,11,8,32,9,0,0,0,"06","085","504202","1"
"Block Group 2, Census Tract 5042.02, Santa Clara County, California",47,10,90,39,21,51,87,85,83,46,17,7,38,20,26,25,41,35,547,54,0,0,0,12,0,0,0,0,45,196,36,82,49,0,0,0,81,11,0,52,0,0,"06","085","504202","2"
"Block Group 2, Census Tract 5053.02, Santa Clara County, California",0,0,38,10,69,29,32,54,79,32,32,9,42,0,27,5,19,9,351,35,19,59,0,0,0,8,0,0,77,168,49,38,4,0,0,0,21,47,51,0,9,8,"06","085","505302","2"
"Block Group 1, Census Tract 5053.02, Santa Clara County, California",15,10,72,157,114,102,75,94,74,21,48,23,9,30,36,111,59,8,451,256,19,117,59,0,26,85,0,0,161,195,108,61,47,8,6,84,24,85,62,46,19,14,"06","085","505302","1"
"Block Group 3, Census Tract 5066.03, Santa Clara County, California",0,0,0,23,28,48,78,15,57,55,37,7,0,21,13,0,32,0,365,19,10,58,0,0,0,0,0,0,24,69,97,28,23,15,7,32,24,7,51,32,0,0,"06","085","506603","3"
"Block Group 1, Census Tract 5066.03, Santa Clara County, California",0,0,7,0,24,0,35,27,41,49,0,10,17,11,15,8,46,23,311,0,0,0,0,0,0,0,0,0,55,96,59,42,0,17,0,0,10,0,0,0,0,0,"06","085","506603","1"
"Block Group 2, Census Tract 5066.03, Santa Clara County, California",19,7,12,49,36,83,80,78,96,62,58,28,16,13,49,64,29,14,668,7,0,0,0,0,0,0,0,0,66,197,132,118,36,15,0,20,53,6,10,9,13,0,"06","085","506603","2"
"Block Group 4, Census Tract 5080.01, Santa Clara County, California",0,0,0,47,18,25,65,16,20,46,15,11,9,21,47,0,0,0,226,0,0,54,0,0,0,0,0,0,35,67,36,88,0,0,0,0,0,0,54,0,0,0,"06","085","508001","4"
"Block Group 1, Census Tract 5080.01, Santa Clara County, California",0,0,33,22,39,125,79,167,79,58,23,49,16,16,45,35,37,36,527,130,24,73,15,0,0,0,0,0,134,110,97,218,15,10,8,18,14,34,85,26,0,0,"06","085","508001","1"
"Block Group 2, Census Tract 5080.01, Santa Clara County, California",81,0,0,10,35,16,69,56,140,41,0,14,0,16,0,16,0,0,389,0,0,0,0,0,0,0,0,0,78,98,46,126,12,0,0,0,0,0,29,0,0,0,"06","085","508001","2"
"Block Group 3, Census Tract 5080.01, Santa Clara County, California",0,21,131,49,124,219,123,131,90,31,22,6,0,16,91,50,84,132,225,159,38,72,98,71,109,809,0,0,202,101,51,149,0,27,0,401,246,156,194,0,0,0,"06","085","508001","3"
"Block Group 2, Census Tract 5100.01, Santa Clara County, California",0,0,49,29,15,31,49,47,57,91,89,44,27,40,29,23,0,21,523,17,0,0,0,0,0,0,0,0,55,166,84,79,86,0,47,0,0,0,23,0,0,0,"06","085","510001","2"
