COUNTY_NAME,TAZ1454,AGREMPN,FPSEMPN,HEREMPN,MWTEMPN,RETEMPN,OTHEMPN,TOTEMP
Contra Costa,1113,0,3992,2768,180,844,417,8201
Contra Costa,1114,0,32,151,14,131,27,355
Contra Costa,1115,0,27,163,35,162,65,452
Contra Costa,1116,0,1198,540,23,29,125,1915
Contra Costa,1117,0,78,113,1,2,25,219
Contra Costa,1118,0,376,1005,182,757,689,3009
Contra Costa,1119,0,68,471,35,170,117,861
Contra Costa,1120,0,63,320,9,233,34,659
Contra Costa,1121,0,3585,2971,242,1162,682,8642
Contra Costa,1122,4,2916,5055,1420,3388,1401,14184
Contra Costa,1123,0,337,820,52,706,185,2100
Contra Costa,1124,0,241,2570,4,117,236,3168
Contra Costa,1125,0,33,212,25,168,50,488
Contra Costa,1126,0,67,274,3,14,17,375
Contra Costa,1127,0,316,2451,11,57,70,2905
Contra Costa,1128,0,79,432,68,49,108,736
Contra Costa,1129,0,118,953,4,103,444,1622
Contra Costa,1130,0,68,196,8,7,16,295
Contra Costa,1131,6,109,80,12,9,67,283
Contra Costa,1132,9,94,532,9,11,52,707
Contra Costa,1133,0,291,358,79,114,185,1027
Contra Costa,1134,12,444,959,180,500,251,2346
Contra Costa,1135,0,183,467,8,17,35,710
Contra Costa,1136,0,969,1037,11,8,409,2434
Contra Costa,1137,5,1424,4520,610,1545,268,8372
Contra Costa,1138,0,163,563,14,18,112,870
Contra Costa,1139,5,11,119,10,2,4,151
Contra Costa,1140,0,210,931,6,240,12,1399
Contra Costa,1141,5,115,4532,89,144,24,4909
Contra Costa,1142,0,41,100,35,0,21,197
Contra Costa,1143,0,90,965,0,1,63,1119
Contra Costa,1144,2,329,438,47,61,63,940
Contra Costa,1145,6,6070,3743,615,1661,1114,13209
Contra Costa,1146,0,1125,7516,78,2162,140,11021
Contra Costa,1147,0,194,1015,11,170,166,1556
Contra Costa,1148,0,208,330,10,0,1,549
Contra Costa,1149,0,112,255,5,32,81,485
Contra Costa,1150,0,425,1329,37,552,163,2506
Contra Costa,1151,0,73,363,29,0,15,480
Contra Costa,1152,0,625,2507,146,635,240,4153
Contra Costa,1153,0,224,407,28,24,22,705
Contra Costa,1154,10,221,1029,66,188,184,1698
Contra Costa,1155,0,80,92,2,10,21,205
Contra Costa,1156,0,149,206,14,65,29,463
Contra Costa,1157,0,153,472,1,49,22,697
Contra Costa,1158,0,154,641,22,340,131,1288
Contra Costa,1159,0,29,740,6,17,11,803
Contra Costa,1160,11,136,413,16,0,65,641
Contra Costa,1161,2,1708,3096,226,968,815,6815
Contra Costa,1162,0,55,38,14,2,46,155
Contra Costa,1163,22,17,109,13,7,18,186
Contra Costa,1164,7,212,384,17,4,94,718
Contra Costa,1165,1,70,416,35,31,190,743
Contra Costa,1166,0,134,1352,38,54,77,1655
Contra Costa,1167,0,278,544,39,21,128,1010
Contra Costa,1168,16,7235,3295,1277,957,2935,15715
Contra Costa,1169,0,1028,751,89,770,575,3213
Contra Costa,1170,20,869,2320,180,625,628,4642
Contra Costa,1171,0,108,500,12,110,37,767
Contra Costa,1172,0,29,289,34,131,10,493
Contra Costa,1173,0,15,294,0,0,21,330
Contra Costa,1174,0,45,318,155,5,20,543
Contra Costa,1175,794,1310,978,418,96,59,3655
Contra Costa,1176,35,713,3027,163,528,282,4748
Contra Costa,1177,66,390,765,143,40,288,1692
Contra Costa,1178,32,591,5442,231,2031,686,9013
Contra Costa,1179,248,676,2999,490,795,1535,6743
Contra Costa,1180,13,89,676,87,60,279,1204
Contra Costa,1181,14,16,144,23,11,28,236
Contra Costa,1182,21,117,786,152,246,250,1572
Contra Costa,1183,0,156,166,829,97,301,1549
Contra Costa,1184,0,38,277,49,38,57,459
Contra Costa,1185,1,209,1399,100,958,254,2921
Contra Costa,1186,0,143,2193,26,460,171,2993
Contra Costa,1187,0,101,1219,9,297,40,1666
Contra Costa,1188,3,70,689,115,103,344,1324
Contra Costa,1189,0,496,2065,310,1500,366,4737
Contra Costa,1190,0,41,320,0,159,2,522
Contra Costa,1191,0,126,531,4,31,377,1069
Contra Costa,1192,0,7,197,1,0,15,220
Contra Costa,1193,0,59,446,17,210,16,748
Contra Costa,1194,0,29,255,3,17,20,324
Contra Costa,1195,0,110,711,19,128,151,1119
Contra Costa,1196,0,34,235,29,0,73,371
Contra Costa,1197,0,438,631,2,182,18,1271
Contra Costa,1198,0,12,1038,1,304,52,1407
Contra Costa,1199,0,169,1350,545,382,566,3012
Contra Costa,1200,0,45,306,2,9,54,416
Contra Costa,1201,0,61,163,64,16,18,322
Contra Costa,1202,0,36,154,36,118,11,355
Contra Costa,1203,0,20,704,3,3,332,1062
Contra Costa,1204,0,2,414,111,309,326,1162
Contra Costa,1205,2,76,246,613,1,197,1135
Contra Costa,1206,0,18,121,206,109,253,707
Contra Costa,1207,0,102,104,45,3,14,268
Contra Costa,1208,0,28,253,14,102,30,427
Contra Costa,1209,0,9,97,199,40,8,353
Contra Costa,1210,0,21,180,22,12,65,300
Solano,1211,98,0,529,3418,327,2148,6520
Solano,1212,0,0,816,40,40,366,1262
Solano,1213,0,0,347,0,140,32,519
Solano,1214,0,0,163,5,11,47,226
Solano,1215,0,0,328,2,216,11,557
Solano,1216,0,0,55,8,17,15,95
Solano,1217,56,0,767,53,9,205,1090
Solano,1218,0,0,73,7,2,6,88
Solano,1219,0,0,178,3,41,213,435
Solano,1220,0,0,244,82,118,25,469
Solano,1221,0,0,127,7,3,13,150
Solano,1222,0,0,435,54,0,10,499
Solano,1223,0,0,129,406,23,537,1095
Solano,1224,0,0,542,121,32,224,919
Solano,1225,13,0,53,8,37,125,236
Solano,1226,0,0,68,247,85,5,405
Solano,1227,0,0,137,23,38,13,211
Solano,1228,0,0,96,0,0,21,117
Solano,1229,0,0,424,6,137,15,582
Solano,1230,0,0,389,27,13,3,432
Solano,1231,0,0,293,27,60,15,395
Solano,1232,0,0,510,4,137,53,704
Solano,1233,0,0,197,1,16,4,218
Solano,1234,0,0,684,72,174,253,1183
Solano,1235,0,0,231,1,28,0,260
Solano,1236,0,0,942,2,43,4,991
Solano,1237,0,0,74,0,0,7,81
Solano,1238,0,0,882,320,0,287,1489
Solano,1239,0,0,52,0,0,12,64
Solano,1240,0,0,262,13,44,11,330
Solano,1241,0,0,2242,231,508,89,3070
Solano,1242,0,0,4001,6,66,6,4079
Solano,1243,0,0,1096,0,7,14,1117
Solano,1244,0,0,392,0,1,43,436
Solano,1245,0,0,91,36,12,7,146
Solano,1246,57,0,1250,62,1700,103,3172
Solano,1247,0,0,799,985,209,386,2379
Solano,1248,15,0,1449,136,601,526,2727
Solano,1249,18,0,1056,629,398,313,2414
Solano,1250,1,0,716,1673,699,551,3640
Solano,1251,0,0,634,127,279,361,1401
Solano,1252,0,0,706,83,44,182,1015
Solano,1253,0,0,69,1,10,25,105
Solano,1254,0,0,182,4,3,13,202
Solano,1255,43,0,333,0,33,3,412
Solano,1256,0,0,188,53,51,69,361
Solano,1257,0,0,244,0,5,2,251
Solano,1258,0,0,119,0,26,41,186
Solano,1259,0,0,522,412,142,26,1102
Solano,1260,0,0,93,4,10,12,119
Solano,1261,0,0,186,7,102,58,353
Solano,1262,0,0,692,59,43,2884,3678
Solano,1263,0,0,587,5,27,531,1150
Solano,1264,0,0,431,20,111,8,570
Solano,1265,0,0,2840,8,1046,31,3925
Solano,1266,0,0,569,25,191,30,815
Solano,1267,0,0,412,0,148,85,645
Solano,1268,8,0,1182,38,106,79,1413
Solano,1269,0,0,1329,8,697,84,2118
Solano,1270,0,0,925,1035,40,278,2278
Solano,1271,2,0,355,72,49,53,531
Solano,1272,0,0,1835,0,0,1098,2933
Solano,1273,0,0,348,28,131,53,560
Solano,1274,0,0,781,66,467,89,1403
Solano,1275,0,0,148,7,63,10,228
Solano,1276,0,0,270,10,111,11,402
Solano,1277,0,0,132,3,16,22,173
Solano,1278,0,0,206,0,91,26,323
Solano,1279,105,0,2301,2740,470,1690,7306
Solano,1280,9,0,2510,140,2053,107,4819
Solano,1281,0,0,605,164,496,34,1299
Solano,1282,5,0,1332,111,549,924,2921
Solano,1283,0,0,692,8,31,23,754
Solano,1284,0,0,1391,147,393,891,2822
Solano,1285,0,0,212,2,3,30,247
Solano,1286,516,0,46,21,8,276,867
Solano,1287,260,0,10,168,83,66,587
Solano,1288,179,0,696,56,360,213,1504
Solano,1289,72,0,1045,1180,573,336,3206
Solano,1290,317,0,686,156,257,248,1664
Napa,1291,62,63,887,297,620,42,1971
Napa,1292,134,805,1765,4323,211,1524,8762
Napa,1293,320,17,309,76,89,102,913
Napa,1294,30,61,2723,220,23,73,3130
Napa,1295,15,71,915,69,713,232,2015
Napa,1296,285,20,221,49,32,80,687
Napa,1297,156,83,1497,35,223,151,2145
Napa,1298,40,467,1568,799,572,126,3572
Napa,1299,51,241,1542,253,202,1936,4225
Napa,1300,2,78,384,241,26,76,807
Napa,1301,0,143,404,148,46,336,1077
Napa,1302,15,19,375,26,383,55,873
Napa,1303,2,10,80,8,2,21,123
Napa,1304,40,24,431,10,58,128,691
Napa,1305,93,187,1619,317,411,115,2742
Napa,1306,371,128,2830,215,628,153,4325
Napa,1307,32,22,532,103,18,49,756
Napa,1308,298,70,442,448,13,93,1364
Napa,1309,268,0,14,106,8,17,413
Napa,1310,12,31,1903,367,195,62,2570
Napa,1311,699,95,657,1408,10,144,3013
Napa,1312,203,9,73,33,0,40,358
Napa,1313,680,38,1317,1918,24,123,4100
Napa,1314,656,200,1518,1638,428,250,4690
Napa,1315,470,39,347,2202,50,657,3765
Napa,1316,202,8,20,262,27,29,548
Napa,1317,260,76,1441,393,146,157,2473
Sonoma,1318,164,102,724,304,97,68,1459
Sonoma,1319,48,134,391,97,109,188,967
Sonoma,1320,104,807,1275,233,296,230,2945
Sonoma,1321,48,117,194,117,16,178,670
Sonoma,1323,155,439,1995,245,515,413,3762
Sonoma,1324,408,624,271,1674,94,585,3656
Sonoma,1325,78,1321,1309,4235,413,414,7770
Sonoma,1326,11,107,293,3,22,59,495
Sonoma,1327,16,32,1230,49,8,310,1645
Sonoma,1328,283,35,256,62,11,219,866
Sonoma,1329,284,108,429,440,411,200,1872
Sonoma,1330,0,37,222,22,53,140,474
Sonoma,1331,2,201,613,351,480,243,1890
Sonoma,1332,14,589,2214,905,887,487,5096
Sonoma,1333,0,18,95,5,11,49,178
Sonoma,1334,0,23,186,32,11,57,309
Sonoma,1335,0,52,620,22,375,81,1150
Sonoma,1336,20,653,2309,1551,407,569,5509
Sonoma,1337,96,983,3605,1545,1007,1218,8454
Sonoma,1338,0,32,345,7,62,89,535
Sonoma,1339,0,29,236,62,294,44,665
Sonoma,1340,0,64,319,279,3,160,825
Sonoma,1341,18,18,228,21,5,47,337
Sonoma,1342,0,11,1353,24,28,22,1438
Sonoma,1343,0,9,380,1,16,20,426
Sonoma,1344,0,164,613,21,304,235,1337
Sonoma,1345,0,25,45,16,7,15,108
Sonoma,1346,0,406,1224,321,68,261,2280
Sonoma,1347,3,108,292,13,107,161,684
Sonoma,1348,79,385,1098,523,1917,430,4432
Sonoma,1349,6,124,712,56,307,67,1272
Sonoma,1350,6,174,531,28,288,152,1179
Sonoma,1351,0,29,313,1,0,63,406
Sonoma,1352,0,7,49,55,0,33,144
Sonoma,1353,40,15,232,252,83,14,636
Sonoma,1354,96,168,339,79,160,210,1052
Sonoma,1355,0,21,211,8,37,27,304
Sonoma,1356,0,51,544,38,338,52,1023
Sonoma,1357,0,39,274,11,62,32,418
Sonoma,1358,0,54,1503,3,209,63,1832
Sonoma,1359,0,75,3427,27,392,46,3967
Sonoma,1360,20,166,204,7,37,45,479
Sonoma,1361,3,1044,1322,142,705,1121,4337
Sonoma,1362,0,338,701,57,154,171,1421
Sonoma,1363,0,302,6609,0,190,1873,8974
Sonoma,1364,0,29,478,24,138,34,703
Sonoma,1365,0,99,776,21,49,1299,2244
Sonoma,1366,4,523,1918,2311,217,160,5133
Sonoma,1367,7,71,326,69,12,190,675
Sonoma,1368,137,1442,2889,4154,233,1111,9966
Sonoma,1369,13,172,1332,762,483,454,3216
Sonoma,1370,173,63,305,180,103,191,1015
Sonoma,1371,11,18,403,6,34,54,526
Sonoma,1372,3,7,175,4,14,40,243
Sonoma,1373,11,573,1063,242,191,311,2391
Sonoma,1374,9,687,1299,487,737,528,3747
Sonoma,1375,2,221,741,369,136,57,1526
Sonoma,1376,2,480,1015,154,193,227,2071
Sonoma,1377,10,266,542,26,328,92,1264
Sonoma,1378,0,83,814,299,222,143,1561
Sonoma,1379,0,15,166,0,59,42,282
Sonoma,1380,52,489,964,1178,1560,1403,5646
Sonoma,1381,86,687,1118,848,261,1095,4095
Sonoma,1382,207,68,739,207,29,136,1386
Sonoma,1383,314,74,220,403,60,163,1234
Sonoma,1384,21,398,1322,613,525,380,3259
Sonoma,1385,26,33,314,9,20,96,498
Sonoma,1386,77,219,697,172,305,119,1589
Sonoma,1387,96,88,157,36,2,168,547
Sonoma,1388,1,7,69,4,0,46,127
Sonoma,1389,59,55,760,50,66,94,1084
Sonoma,1390,69,33,239,27,26,49,443
Sonoma,1391,18,36,623,22,142,40,881
Sonoma,1392,97,26,154,327,23,74,701
Sonoma,1393,8,29,278,396,40,40,791
Sonoma,1394,182,321,510,370,0,139,1522
Sonoma,1395,82,540,1042,673,624,649,3610
Sonoma,1396,96,87,796,83,197,92,1351
Sonoma,1397,84,87,442,456,218,243,1530
Sonoma,1398,347,23,228,22,10,44,674
Sonoma,1399,29,305,2120,891,648,480,4473
Sonoma,1400,214,41,122,451,21,47,896
Sonoma,1401,1342,66,566,1146,33,122,3275
Sonoma,1402,61,109,695,822,233,219,2139
Sonoma,1403,59,55,311,64,44,70,603
Marin,1404,0,72,77,57,2,21,229
Marin,1405,0,178,901,50,889,269,2287
Marin,1406,2,389,316,198,13,1316,2234
Marin,1407,4,2197,1377,2083,178,445,6284
Marin,1408,0,98,441,49,205,79,872
Marin,1409,83,310,678,156,189,115,1531
Marin,1410,0,149,331,8,271,342,1101
Marin,1411,2,73,820,10,10,192,1107
Marin,1412,0,756,2057,214,471,698,4196
Marin,1413,0,321,375,120,55,27,898
Marin,1414,0,99,284,15,38,86,522
Marin,1415,278,140,713,242,107,218,1698
Marin,1416,26,11,220,20,4,47,328
Marin,1417,0,16,91,0,9,8,124
Marin,1418,4,41,273,25,10,52,405
Marin,1419,0,44,237,4,62,48,395
Marin,1420,2,62,465,10,81,218,838
Marin,1421,0,465,3809,68,465,186,4993
Marin,1422,0,246,1106,138,83,238,1811
Marin,1423,0,111,369,32,46,51,609
Marin,1424,0,1023,1638,329,116,469,3575
Marin,1425,0,513,951,17,51,2037,3569
Marin,1426,0,70,183,76,67,42,438
Marin,1427,0,530,1420,36,454,142,2582
Marin,1428,0,1472,1483,996,1940,1479,7370
Marin,1429,0,262,486,320,567,593,2228
Marin,1430,0,914,2589,108,500,916,5027
Marin,1431,0,180,472,55,81,108,896
Marin,1432,0,325,1142,72,215,268,2022
Marin,1433,0,92,204,9,4,34,343
Marin,1434,0,104,459,13,300,181,1057
Marin,1435,0,53,383,4,8,32,480
Marin,1436,0,148,1373,20,294,67,1902
Marin,1437,0,250,3023,50,194,32,3549
Marin,1438,0,1221,1224,283,978,336,4042
Marin,1439,0,1,17,0,0,1654,1672
Marin,1440,0,125,1187,62,102,141,1617
Marin,1441,0,332,1480,242,1010,286,3350
Marin,1442,6,205,686,65,292,86,1340
Marin,1443,1,198,1098,75,309,86,1767
Marin,1444,0,304,525,78,383,146,1436
Marin,1445,4,202,507,25,61,68,867
Marin,1446,0,199,642,34,53,170,1098
Marin,1447,0,120,130,2,69,73,394
Marin,1448,0,999,1555,286,667,451,3958
Marin,1449,0,8,250,0,84,14,356
Marin,1450,0,157,452,17,211,43,880
Marin,1451,0,376,462,15,44,80,977
Marin,1452,0,611,813,67,186,244,1921
Marin,1453,10,59,589,0,0,19,677
Marin,1454,52,65,249,15,37,49,467
