period,vclassgroup,speed,ROG,S_NOx,SOx,W_NOx,CO2,Diesel_PM2.5,Gas_PM2.5,Diesel PM,Butadiene,Benzene,Acetaldehyde,Formaldehyde,TOG_exh,PM10
MD,auto,30,0.011203712,0.04921732,0.004572909,0.051636176,380.4074372,0,0.013894431,0.001027,0.000224,0.000997,0.000343,0.00104,0.038463,0.015177673
MD,auto,31,0.011130228,0.04828629,0.004499425,0.051210235,372.202432,0,0.013610909,0.0009928,0.000221,0.0009824,0.0003368,0.001022,0.0378346,0.014177673
MD,auto,32,0.010130228,0.047860349,0.004499425,0.050926748,364.7160524,0,0.012684388,0.0009586,0.000218,0.0009678,0.0003306,0.001004,0.0372062,0.013894186
MD,auto,33,0.010130228,0.04728629,0.004356971,0.049926748,357.9127945,0,0.012400866,0.0009244,0.000215,0.0009532,0.0003244,0.000986,0.0365778,0.013684183
MD,auto,34,0.009846741,0.046860349,0.003572909,0.049643261,351.7591485,0,0.012327386,0.0008902,0.000212,0.0009386,0.0003182,0.000968,0.0359494,0.013258242
MD,auto,35,0.009773257,0.046576862,0.003572909,0.04921732,346.2263935,0,0.011901566,0.000856,0.000209,0.000924,0.000312,0.00095,0.035321,0.012610699
MD,auto,36,0.008846741,0.046503378,0.003572909,0.048569777,341.2876765,0,0.011901566,0.0008462,0.0002082,0.00092,0.0003088,0.0009422,0.035079,0.012327211
MD,auto,37,0.008773257,0.045576862,0.003572909,0.04828629,336.9203385,0,0.011043864,0.0008364,0.0002074,0.000916,0.0003056,0.0009344,0.034837,0.012327211
MD,auto,38,0.008563254,0.045503378,0.003572909,0.048143836,333.1042464,0,0.011043864,0.0008266,0.0002066,0.000912,0.0003024,0.0009266,0.034595,0.011901271
MD,auto,39,0.008563254,0.045219891,0.003572909,0.04728629,329.82153,0,0.010618044,0.0008168,0.0002058,0.000908,0.0002992,0.0009188,0.034353,0.011901271
MD,auto,40,0.00848977,0.045219891,0.003572909,0.04728629,327.0571857,0,0.010618044,0.000807,0.000205,0.000904,0.000296,0.000911,0.034111,0.011043724
MD,auto,41,0.008347316,0.044435828,0.003572909,0.047002803,324.7990072,0,0.010408002,0.0007944,0.000206,0.0009072,0.0002956,0.000911,0.0342528,0.011043724
MD,auto,42,0.008347316,0.044219891,0.003572909,0.047002803,323.0367738,0,0.010334522,0.0007818,0.000207,0.0009104,0.0002952,0.000911,0.0343946,0.011043724
MD,auto,43,0.008137313,0.044219891,0.003572909,0.047002803,321.7619769,0,0.010334522,0.0007692,0.000208,0.0009136,0.0002948,0.000911,0.0345364,0.010760237
MD,auto,44,0.008063829,0.044219891,0.003572909,0.046786865,320.9696223,0,0.010334522,0.0007566,0.000209,0.0009168,0.0002944,0.000911,0.0346782,0.010760237
MD,auto,45,0.00748977,0.044009888,0.003572909,0.046576862,320.6557802,0,0.009760342,0.000744,0.00021,0.00092,0.000294,0.000911,0.03482,0.010617783
MD,auto,46,0.00748977,0.043936403,0.003572909,0.046576862,320.8195239,0,0.009760342,0.0007324,0.0002138,0.0009362,0.0002966,0.0009222,0.0353684,0.010617783
MD,auto,47,0.00748977,0.043936403,0.003572909,0.046576862,321.4608535,0,0.00947682,0.0007208,0.0002176,0.0009524,0.0002992,0.0009334,0.0359168,0.010617783
MD,auto,48,0.00748977,0.043936403,0.003572909,0.046002803,322.5833359,0,0.00947682,0.0007092,0.0002214,0.0009686,0.0003018,0.0009446,0.0364652,0.010617783
MD,auto,49,0.00748977,0.043936403,0.003572909,0.046002803,324.1909715,0,0.00947682,0.0006976,0.0002252,0.0009848,0.0003044,0.0009558,0.0370136,0.010617783
MD,auto,50,0.00748977,0.044009888,0.003572909,0.046719315,326.2921951,0,0.009686862,0.000686,0.000229,0.001001,0.000307,0.000967,0.037562,0.010617783
MD,auto,51,0.00748977,0.044009888,0.003572909,0.046719315,328.8961527,0,0.009760342,0.0006864,0.0002358,0.0010296,0.000313,0.000989,0.0385156,0.010617783
MD,auto,52,0.00748977,0.044362344,0.003572909,0.047002803,332.0139843,0,0.009760342,0.0006868,0.0002426,0.0010582,0.000319,0.001011,0.0394692,0.010617783
MD,auto,53,0.008063829,0.044362344,0.003572909,0.047002803,335.6604073,0,0.010334522,0.0006872,0.0002494,0.0010868,0.000325,0.001033,0.0404228,0.010760237
MD,auto,54,0.008137313,0.044435828,0.003572909,0.047002803,339.8522829,0,0.010334522,0.0006876,0.0002562,0.0011154,0.000331,0.001055,0.0413764,0.010833721
MD,auto,55,0.008347316,0.044435828,0.003572909,0.047076287,344.6087545,0,0.010334522,0.000688,0.000263,0.001144,0.000337,0.001077,0.04233,0.011043724
MD,auto,56,0.008347316,0.044645831,0.004356971,0.047428743,349.9521184,0,0.010618044,0.0006864,0.0002742,0.0011916,0.0003476,0.001115,0.043922,0.011043724
MD,auto,57,0.00848977,0.045435828,0.004356971,0.047502228,355.9073009,0,0.010618044,0.0006848,0.0002854,0.0012392,0.0003582,0.001153,0.045514,0.011117208
MD,auto,58,0.008563254,0.045719315,0.004499425,0.047712231,362.5027395,0,0.010760342,0.0006832,0.0002966,0.0012868,0.0003688,0.001191,0.047106,0.011901271
MD,auto,59,0.008563254,0.045861769,0.004499425,0.048502228,369.7699381,0,0.011043864,0.0006816,0.0003078,0.0013344,0.0003794,0.001229,0.048698,0.011901271
MD,auto,60,0.008773257,0.046145256,0.004572909,0.048785715,377.7445429,0,0.011043864,0.00068,0.000319,0.001382,0.00039,0.001267,0.05029,0.012327211
MD,auto,61,0.008846741,0.04621874,0.004572909,0.049211655,386.4655691,0,0.011901566,0.0006828,0.0003368,0.0014576,0.0004074,0.0013284,0.0529592,0.012400696
MD,auto,62,0.009630803,0.04721874,0.004572909,0.04928514,395.9768705,0,0.011975046,0.0006856,0.0003546,0.0015332,0.0004248,0.0013898,0.0556284,0.012610699
MD,auto,63,0.009846741,0.047502228,0.004572909,0.05028514,406.326755,0,0.012327386,0.0006884,0.0003724,0.0016088,0.0004422,0.0014512,0.0582976,0.013468245
MD,auto,64,0.009920225,0.047928168,0.004572909,0.05071108,417.5671429,0,0.012610909,0.0006912,0.0003902,0.0016844,0.0004596,0.0015126,0.0609668,0.013684183
MD,auto,65,0.010130228,0.048928168,0.004572909,0.051568627,429.7577038,0,0.013258568,0.000694,0.000408,0.00176,0.000477,0.001574,0.063636,0.01396767
PM,auto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM,auto,1,0.083622611,0.088729203,0.01392873,0.090722118,1241.391315,0,0.091997499,0.003786,0.0009272,0.0041738,0.0013264,0.0041852,0.1746858,0.099337299
PM,auto,2,0.083622611,0.088729203,0.01392873,0.090722118,1241.391315,0,0.091997499,0.003629,0.0008824,0.0039716,0.0012668,0.0039904,0.1659696,0.099337299
PM,auto,3,0.079199241,0.087372232,0.013718727,0.089939206,1202.83815,0,0.08743759,0.003472,0.0008376,0.0037694,0.0012072,0.0037956,0.1572534,0.094846379
PM,auto,4,0.070494954,0.08458932,0.012718727,0.087156294,1130.547876,0,0.079670113,0.003315,0.0007928,0.0035672,0.0011476,0.0036008,0.1485372,0.085869054
PM,auto,5,0.063357641,0.082522921,0.012502789,0.08458932,1064.183562,0,0.072259637,0.003158,0.000748,0.003365,0.001088,0.003406,0.139821,0.078311735
PM,auto,6,0.057083809,0.079955946,0.011429305,0.081948861,1003.207841,0,0.066059204,0.003001,0.0007032,0.0031628,0.0010284,0.0032112,0.1311048,0.071475443
PM,auto,7,0.051376951,0.078173034,0.010571759,0.079955946,947.1336808,0,0.060858771,0.002844,0.0006584,0.0029606,0.0009688,0.0030164,0.1223886,0.065491033
PM,auto,8,0.046664159,0.075816063,0.010145818,0.077598975,895.5256617,0,0.05544116,0.002687,0.0006136,0.0027584,0.0009092,0.0028216,0.1136724,0.05985766
PM,auto,9,0.042383243,0.073823148,0.009429305,0.075816063,847.9906445,0,0.050807771,0.00253,0.0005688,0.0025562,0.0008496,0.0026268,0.1049562,0.055014283
PM,auto,10,0.038817418,0.071466177,0.009145818,0.073823148,804.1747014,0,0.047174382,0.002373,0.000524,0.002354,0.00079,0.002432,0.09624,0.050523363
PM,auto,11,0.035819989,0.069899202,0.008355821,0.071749664,763.7583527,0,0.043113774,0.002261,0.0004972,0.0022328,0.000752,0.0023114,0.0911764,0.046389415
PM,auto,12,0.03275359,0.068399778,0.008072334,0.070109205,726.4536209,0,0.039906206,0.002149,0.0004704,0.0021116,0.000714,0.0021908,0.0861128,0.043039528
PM,auto,13,0.030323134,0.06669035,0.00792988,0.068399778,692.0000277,0,0.036913341,0.002037,0.0004436,0.0019904,0.000676,0.0020702,0.0810492,0.03990558
PM,auto,14,0.027682676,0.065333378,0.007072334,0.067042806,660.1621107,0,0.034062774,0.001925,0.0004168,0.0018692,0.000638,0.0019496,0.0759856,0.036912665
PM,auto,15,0.025899764,0.063766404,0.007072334,0.065333378,630.7269668,0,0.03199643,0.001813,0.00039,0.001748,0.0006,0.001829,0.070922,0.034846266
PM,auto,16,0.024190336,0.062340463,0.006856396,0.064049891,603.5015629,0,0.029571684,0.0017448,0.0003734,0.001673,0.0007748,0.001758,0.0570324,0.032069288
PM,auto,17,0.022833365,0.060983492,0.006646393,0.06269292,578.311306,0,0.027862341,0.0016766,0.0003568,0.001598,0.0009496,0.001687,0.0431428,0.03042883
PM,auto,18,0.02133394,0.059700005,0.00599885,0.061409433,554.9975143,0,0.026221817,0.0016084,0.0003402,0.001523,0.0011244,0.001616,0.0292532,0.027861856
PM,auto,19,0.019766966,0.058416518,0.005856396,0.059910008,533.4166036,0,0.024512474,0.0015402,0.0003236,0.001448,0.0012992,0.001545,0.0153636,0.026294881
PM,auto,20,0.018619998,0.057843609,0.005646393,0.058626521,513.4386131,0,0.02294543,0.001472,0.000307,0.001373,0.001474,0.001474,0.001474,0.024727907
PM,auto,21,0.01733651,0.056560122,0.005572909,0.057917093,494.9443813,0,0.021661908,0.0014166,0.0002966,0.0013254,0.0012582,0.001418,0.0100814,0.023370936
PM,auto,22,0.016053023,0.055350119,0.005572909,0.056843609,477.8275328,0,0.020378386,0.0013612,0.0002862,0.0012778,0.0010424,0.001362,0.0186888,0.021734992
PM,auto,23,0.015627082,0.054276634,0.00499885,0.055776059,461.9886224,0,0.019669043,0.0013058,0.0002758,0.0012302,0.0008266,0.001306,0.0272962,0.021094534
PM,auto,24,0.014553598,0.053567206,0.004856396,0.055276634,447.3409935,0,0.01852782,0.0012504,0.0002654,0.0011826,0.0006108,0.00125,0.0359036,0.019811046
PM,auto,25,0.014196627,0.05270966,0.004572909,0.053993147,433.8017703,0,0.017244298,0.001195,0.000255,0.001135,0.000395,0.001194,0.044511,0.018811046
PM,auto,26,0.012986624,0.052210235,0.004572909,0.053567206,421.2993718,0,0.016744997,0.0011614,0.0002488,0.0011074,0.0003846,0.0011632,0.0433014,0.018101618
PM,auto,27,0.012703137,0.051210235,0.004572909,0.052636176,409.7662852,0,0.015677253,0.0011278,0.0002426,0.0010798,0.0003742,0.0011324,0.0420918,0.017170588
PM,auto,28,0.01191314,0.050853264,0.004572909,0.051636176,399.1419247,0,0.015251433,0.0010942,0.0002364,0.0010522,0.0003638,0.0011016,0.0408822,0.016534644
PM,auto,29,0.011629653,0.049853264,0.004572909,0.051210235,389.3720761,0,0.014894431,0.0010606,0.0002302,0.0010246,0.0003534,0.0010708,0.0396726,0.015534644
PM,auto,30,0.011203712,0.049569777,0.004499425,0.050926748,380.4074372,0,0.013894431,0.001027,0.000224,0.000997,0.000343,0.00104,0.038463,0.015177673
PM,auto,31,0.010346166,0.048569777,0.004499425,0.049853264,372.202432,0,0.013610909,0.0009928,0.000221,0.0009824,0.0003368,0.001022,0.0378346,0.014177673
PM,auto,32,0.010130228,0.04828629,0.004356971,0.049569777,364.7160524,0,0.012684388,0.0009586,0.000218,0.0009678,0.0003306,0.001004,0.0372062,0.013894186
PM,auto,33,0.009846741,0.047860349,0.003572909,0.048569777,357.9127945,0,0.012400866,0.0009244,0.000215,0.0009532,0.0003244,0.000986,0.0365778,0.013684183
PM,auto,34,0.009846741,0.047002803,0.003572909,0.048359774,351.7591485,0,0.012327386,0.0008902,0.000212,0.0009386,0.0003182,0.000968,0.0359494,0.013258242
PM,auto,35,0.009563254,0.046786865,0.003572909,0.048143836,346.2263935,0,0.011901566,0.000856,0.000209,0.000924,0.000312,0.00095,0.035321,0.012610699
PM,auto,36,0.008846741,0.046576862,0.003572909,0.04728629,341.2876765,0,0.011901566,0.0008462,0.0002082,0.00092,0.0003088,0.0009422,0.035079,0.012327211
PM,auto,37,0.008773257,0.045719315,0.003572909,0.047002803,336.9203385,0,0.011043864,0.0008364,0.0002074,0.000916,0.0003056,0.0009344,0.034837,0.012327211
PM,auto,38,0.008563254,0.045503378,0.003572909,0.047002803,333.1042464,0,0.011043864,0.0008266,0.0002066,0.000912,0.0003024,0.0009266,0.034595,0.011901271
PM,auto,39,0.00848977,0.045293375,0.003572909,0.046576862,329.82153,0,0.010618044,0.0008168,0.0002058,0.000908,0.0002992,0.0009188,0.034353,0.011901271
PM,auto,40,0.00848977,0.045219891,0.003572909,0.046576862,327.0571857,0,0.010618044,0.000807,0.000205,0.000904,0.000296,0.000911,0.034111,0.011043724
PM,auto,41,0.008347316,0.045219891,0.003572909,0.045929319,324.7990072,0,0.010408002,0.0007944,0.000206,0.0009072,0.0002956,0.000911,0.0342528,0.011043724
PM,auto,42,0.008137313,0.044435828,0.003572909,0.045719315,323.0367738,0,0.010334522,0.0007818,0.000207,0.0009104,0.0002952,0.000911,0.0343946,0.011043724
PM,auto,43,0.008063829,0.044362344,0.003572909,0.045719315,321.7619769,0,0.010334522,0.0007692,0.000208,0.0009136,0.0002948,0.000911,0.0345364,0.010760237
PM,auto,44,0.00748977,0.044219891,0.003572909,0.045645831,320.9696223,0,0.010334522,0.0007566,0.000209,0.0009168,0.0002944,0.000911,0.0346782,0.010760237
PM,auto,45,0.00748977,0.044219891,0.003572909,0.045503378,320.6557802,0,0.009760342,0.000744,0.00021,0.00092,0.000294,0.000911,0.03482,0.010617783
PM,auto,46,0.00748977,0.044219891,0.003572909,0.045503378,320.8195239,0,0.009760342,0.0007324,0.0002138,0.0009362,0.0002966,0.0009222,0.0353684,0.010617783
PM,auto,47,0.00748977,0.044219891,0.003572909,0.045503378,321.4608535,0,0.00947682,0.0007208,0.0002176,0.0009524,0.0002992,0.0009334,0.0359168,0.010617783
PM,auto,48,0.00748977,0.044219891,0.003572909,0.045293375,322.5833359,0,0.00947682,0.0007092,0.0002214,0.0009686,0.0003018,0.0009446,0.0364652,0.010617783
PM,auto,49,0.00748977,0.044219891,0.003572909,0.045645831,324.1909715,0,0.00947682,0.0006976,0.0002252,0.0009848,0.0003044,0.0009558,0.0370136,0.010617783
PM,auto,50,0.00748977,0.044362344,0.003572909,0.045645831,326.2921951,0,0.009686862,0.000686,0.000229,0.001001,0.000307,0.000967,0.037562,0.010617783
PM,auto,51,0.00748977,0.044362344,0.003572909,0.045645831,328.8961527,0,0.009760342,0.0006864,0.0002358,0.0010296,0.000313,0.000989,0.0385156,0.010617783
PM,auto,52,0.00748977,0.044362344,0.003572909,0.045719315,332.0139843,0,0.009760342,0.0006868,0.0002426,0.0010582,0.000319,0.001011,0.0394692,0.010617783
PM,auto,53,0.00748977,0.044435828,0.003572909,0.045719315,335.6604073,0,0.010334522,0.0006872,0.0002494,0.0010868,0.000325,0.001033,0.0404228,0.010760237
PM,auto,54,0.008063829,0.044435828,0.003572909,0.045719315,339.8522829,0,0.010334522,0.0006876,0.0002562,0.0011154,0.000331,0.001055,0.0413764,0.010833721
PM,auto,55,0.008137313,0.044645831,0.003572909,0.046145256,344.6087545,0,0.010334522,0.000688,0.000263,0.001144,0.000337,0.001077,0.04233,0.011043724
PM,auto,56,0.008347316,0.045435828,0.003572909,0.046145256,349.9521184,0,0.010618044,0.0006864,0.0002742,0.0011916,0.0003476,0.001115,0.043922,0.011043724
PM,auto,57,0.008347316,0.045719315,0.004356971,0.047002803,355.9073009,0,0.010618044,0.0006848,0.0002854,0.0012392,0.0003582,0.001153,0.045514,0.011117208
PM,auto,58,0.00848977,0.045719315,0.004499425,0.047145256,362.5027395,0,0.010760342,0.0006832,0.0002966,0.0012868,0.0003688,0.001191,0.047106,0.011901271
PM,auto,59,0.008563254,0.046145256,0.004499425,0.047428743,369.7699381,0,0.011043864,0.0006816,0.0003078,0.0013344,0.0003794,0.001229,0.048698,0.011901271
PM,auto,60,0.008773257,0.04621874,0.004572909,0.047502228,377.7445429,0,0.011043864,0.00068,0.000319,0.001382,0.00039,0.001267,0.05029,0.012327211
PM,auto,61,0.008846741,0.047145256,0.004572909,0.047928168,386.4655691,0,0.011901566,0.0006828,0.0003368,0.0014576,0.0004074,0.0013284,0.0529592,0.012400696
PM,auto,62,0.0094208,0.047428743,0.004572909,0.048785715,395.9768705,0,0.011975046,0.0006856,0.0003546,0.0015332,0.0004248,0.0013898,0.0556284,0.012610699
PM,auto,63,0.009846741,0.047644681,0.004572909,0.049001652,406.326755,0,0.012327386,0.0006884,0.0003724,0.0016088,0.0004422,0.0014512,0.0582976,0.013468245
PM,auto,64,0.009846741,0.048502228,0.004572909,0.049427593,417.5671429,0,0.012610909,0.0006912,0.0003902,0.0016844,0.0004596,0.0015126,0.0609668,0.013684183
PM,auto,65,0.010130228,0.048928168,0.004572909,0.05028514,429.7577038,0,0.013258568,0.000694,0.000408,0.00176,0.000477,0.001574,0.063636,0.01396767
EV,auto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EV,auto,1,0.070920894,0.085662804,0.012429305,0.100495375,1241.391315,0,0.091997499,0.003786,0.0009272,0.0041738,0.0013264,0.0041852,0.1746858,0.099337299
EV,auto,2,0.070920894,0.085662804,0.012429305,0.100495375,1241.391315,0,0.091997499,0.003629,0.0008824,0.0039716,0.0012668,0.0039904,0.1659696,0.099337299
EV,auto,3,0.06735507,0.084305833,0.011645243,0.09899595,1202.83815,0,0.08743759,0.003472,0.0008376,0.0037694,0.0012072,0.0037956,0.1572534,0.094846379
EV,auto,4,0.060081239,0.081738858,0.011219302,0.096145489,1130.547876,0,0.079670113,0.003315,0.0007928,0.0035672,0.0011476,0.0036008,0.1485372,0.085869054
EV,auto,5,0.054227413,0.079308403,0.010429305,0.093289092,1064.183562,0,0.072259637,0.003158,0.000748,0.003365,0.001088,0.003406,0.139821,0.078311735
EV,auto,6,0.048520555,0.077315488,0.010145818,0.090648634,1003.207841,0,0.066059204,0.003001,0.0007032,0.0031628,0.0010284,0.0032112,0.1311048,0.071475443
EV,auto,7,0.043813698,0.074958517,0.009145818,0.088439781,947.1336808,0,0.060858771,0.002844,0.0006584,0.0029606,0.0009688,0.0030164,0.1223886,0.065491033
EV,auto,8,0.040316843,0.072965602,0.009072334,0.085872807,895.5256617,0,0.05544116,0.002687,0.0006136,0.0027584,0.0009092,0.0028216,0.1136724,0.05985766
EV,auto,9,0.03617696,0.07118269,0.008145818,0.083879892,847.9906445,0,0.050807771,0.00253,0.0005688,0.0025562,0.0008496,0.0026268,0.1049562,0.055014283
EV,auto,10,0.033179531,0.069473262,0.008072334,0.081522921,804.1747014,0,0.047174382,0.002373,0.000524,0.002354,0.00079,0.002432,0.09624,0.050523363
EV,auto,11,0.030396618,0.067399778,0.007072334,0.079740009,763.7583527,0,0.043113774,0.002261,0.0004972,0.0022328,0.000752,0.0023114,0.0911764,0.046389415
EV,auto,12,0.028540222,0.065759319,0.007072334,0.077383037,726.4536209,0,0.039906206,0.002149,0.0004704,0.0021116,0.000714,0.0021908,0.0861128,0.043039528
EV,auto,13,0.025973248,0.064402348,0.006856396,0.075816063,692.0000277,0,0.036913341,0.002037,0.0004436,0.0019904,0.000676,0.0020702,0.0810492,0.03990558
EV,auto,14,0.024190336,0.062766404,0.006646393,0.074033151,660.1621107,0,0.034062774,0.001925,0.0004168,0.0018692,0.000638,0.0019496,0.0759856,0.036912665
EV,auto,15,0.022759881,0.061409433,0.00599885,0.072323723,630.7269668,0,0.03199643,0.001813,0.00039,0.001748,0.0006,0.001829,0.070922,0.034846266
EV,auto,16,0.021050453,0.060125946,0.005856396,0.070966752,603.5015629,0,0.029571684,0.0017448,0.0003734,0.001673,0.0007748,0.001758,0.0570324,0.032069288
EV,auto,17,0.019693482,0.058626521,0.005646393,0.069399778,578.311306,0,0.027862341,0.0016766,0.0003568,0.001598,0.0009496,0.001687,0.0431428,0.03042883
EV,auto,18,0.018409994,0.057917093,0.005572909,0.067973837,554.9975143,0,0.026221817,0.0016084,0.0003402,0.001523,0.0011244,0.001616,0.0292532,0.027861856
EV,auto,19,0.017126507,0.056633606,0.005572909,0.066616865,533.4166036,0,0.024512474,0.0015402,0.0003236,0.001448,0.0012992,0.001545,0.0153636,0.026294881
EV,auto,20,0.016053023,0.055560122,0.004856396,0.065333378,513.4386131,0,0.02294543,0.001472,0.000307,0.001373,0.001474,0.001474,0.001474,0.024727907
EV,auto,21,0.014769536,0.054276634,0.004572909,0.064049891,494.9443813,0,0.021661908,0.0014166,0.0002966,0.0013254,0.0012582,0.001418,0.0100814,0.023370936
EV,auto,22,0.014270111,0.053567206,0.004572909,0.062766404,477.8275328,0,0.020378386,0.0013612,0.0002862,0.0012778,0.0010424,0.001362,0.0186888,0.021734992
EV,auto,23,0.013196627,0.052636176,0.004572909,0.062266979,461.9886224,0,0.019669043,0.0013058,0.0002758,0.0012302,0.0008266,0.001306,0.0272962,0.021094534
EV,auto,24,0.01291314,0.051636176,0.004572909,0.060983492,447.3409935,0,0.01852782,0.0012504,0.0002654,0.0011826,0.0006108,0.00125,0.0359036,0.019811046
EV,auto,25,0.01191314,0.050926748,0.004499425,0.059910008,433.8017703,0,0.017244298,0.001195,0.000255,0.001135,0.000395,0.001194,0.044511,0.018811046
EV,auto,26,0.011629653,0.049926748,0.004356971,0.05920058,421.2993718,0,0.016744997,0.0011614,0.0002488,0.0011074,0.0003846,0.0011632,0.0433014,0.018101618
EV,auto,27,0.011203712,0.049569777,0.003572909,0.05820058,409.7662852,0,0.015677253,0.0011278,0.0002426,0.0010798,0.0003742,0.0011324,0.0420918,0.017170588
EV,auto,28,0.010346166,0.048569777,0.003572909,0.05726955,399.1419247,0,0.015251433,0.0010942,0.0002364,0.0010522,0.0003638,0.0011016,0.0408822,0.016534644
EV,auto,29,0.009920225,0.04828629,0.003572909,0.056633606,389.3720761,0,0.014894431,0.0010606,0.0002302,0.0010246,0.0003534,0.0010708,0.0396726,0.015534644
EV,auto,30,0.009846741,0.04728629,0.003572909,0.055560122,380.4074372,0,0.013894431,0.001027,0.000224,0.000997,0.000343,0.00104,0.038463,0.015177673
EV,auto,31,0.008846741,0.047002803,0.003572909,0.055276634,372.202432,0,0.013610909,0.0009928,0.000221,0.0009824,0.0003368,0.001022,0.0378346,0.014177673
EV,auto,32,0.008773257,0.046576862,0.003499425,0.054276634,364.7160524,0,0.012684388,0.0009586,0.000218,0.0009678,0.0003306,0.001004,0.0372062,0.013894186
EV,auto,33,0.008563254,0.045719315,0.003499425,0.053993147,357.9127945,0,0.012400866,0.0009244,0.000215,0.0009532,0.0003244,0.000986,0.0365778,0.013684183
EV,auto,34,0.00848977,0.045503378,0.003499425,0.053567206,351.7591485,0,0.012327386,0.0008902,0.000212,0.0009386,0.0003182,0.000968,0.0359494,0.013258242
EV,auto,35,0.008347316,0.045219891,0.003499425,0.052919663,346.2263935,0,0.011901566,0.000856,0.000209,0.000924,0.000312,0.00095,0.035321,0.012610699
EV,auto,36,0.00748977,0.044645831,0.003499425,0.052636176,341.2876765,0,0.011901566,0.0008462,0.0002082,0.00092,0.0003088,0.0009422,0.035079,0.012327211
EV,auto,37,0.00748977,0.044219891,0.003499425,0.052283719,336.9203385,0,0.011043864,0.0008364,0.0002074,0.000916,0.0003056,0.0009344,0.034837,0.012327211
EV,auto,38,0.00748977,0.044009888,0.003499425,0.051636176,333.1042464,0,0.011043864,0.0008266,0.0002066,0.000912,0.0003024,0.0009266,0.034595,0.011901271
EV,auto,39,0.007206282,0.043936403,0.003499425,0.051352689,329.82153,0,0.010618044,0.0008168,0.0002058,0.000908,0.0002992,0.0009188,0.034353,0.011901271
EV,auto,40,0.007206282,0.043936403,0.003356971,0.051210235,327.0571857,0,0.010618044,0.000807,0.000205,0.000904,0.000296,0.000911,0.034111,0.011043724
EV,auto,41,0.007063829,0.042936403,0.003356971,0.050926748,324.7990072,0,0.010408002,0.0007944,0.000206,0.0009072,0.0002956,0.000911,0.0342528,0.011043724
EV,auto,42,0.006990345,0.042936403,0.003356971,0.050926748,323.0367738,0,0.010334522,0.0007818,0.000207,0.0009104,0.0002952,0.000911,0.0343946,0.011043724
EV,auto,43,0.006990345,0.042936403,0.003356971,0.050926748,321.7619769,0,0.010334522,0.0007692,0.000208,0.0009136,0.0002948,0.000911,0.0345364,0.010760237
EV,auto,44,0.006990345,0.042862919,0.003356971,0.050279205,320.9696223,0,0.010334522,0.0007566,0.000209,0.0009168,0.0002944,0.000911,0.0346782,0.010760237
EV,auto,45,0.006780342,0.042652916,0.003356971,0.050069202,320.6557802,0,0.009760342,0.000744,0.00021,0.00092,0.000294,0.000911,0.03482,0.010617783
EV,auto,46,0.006780342,0.042652916,0.003356971,0.050069202,320.8195239,0,0.009760342,0.0007324,0.0002138,0.0009362,0.0002966,0.0009222,0.0353684,0.010617783
EV,auto,47,0.006780342,0.042652916,0.003356971,0.050069202,321.4608535,0,0.00947682,0.0007208,0.0002176,0.0009524,0.0002992,0.0009334,0.0359168,0.010617783
EV,auto,48,0.006780342,0.042652916,0.00947675,0.050069202,322.5833359,0,0.00947682,0.0007092,0.0002214,0.0009686,0.0003018,0.0009446,0.0364652,0.010617783
EV,auto,49,0.006780342,0.042652916,0.00947675,0.050069202,324.1909715,0,0.00947682,0.0006976,0.0002252,0.0009848,0.0003044,0.0009558,0.0370136,0.010617783
EV,auto,50,0.006780342,0.042652916,0.009686753,0.050069202,326.2921951,0,0.009686862,0.000686,0.000229,0.001001,0.000307,0.000967,0.037562,0.010617783
EV,auto,51,0.006780342,0.042652916,0.009760237,0.050069202,328.8961527,0,0.009760342,0.0006864,0.0002358,0.0010296,0.000313,0.000989,0.0385156,0.010617783
EV,auto,52,0.006780342,0.042936403,0.009760237,0.050352689,332.0139843,0,0.009760342,0.0006868,0.0002426,0.0010582,0.000319,0.001011,0.0394692,0.010617783
EV,auto,53,0.006780342,0.043078857,0.010334296,0.050352689,335.6604073,0,0.010334522,0.0006872,0.0002494,0.0010868,0.000325,0.001033,0.0404228,0.010760237
EV,auto,54,0.006990345,0.043078857,0.010334296,0.050495143,339.8522829,0,0.010334522,0.0006876,0.0002562,0.0011154,0.000331,0.001055,0.0413764,0.010833721
EV,auto,55,0.006990345,0.043152341,0.010334296,0.051142686,344.6087545,0,0.010334522,0.000688,0.000263,0.001144,0.000337,0.001077,0.04233,0.011043724
EV,auto,56,0.007063829,0.043362344,0.010617783,0.051352689,349.9521184,0,0.010618044,0.0006864,0.0002742,0.0011916,0.0003476,0.001115,0.043922,0.011043724
EV,auto,57,0.007063829,0.044152341,0.010617783,0.051568627,355.9073009,0,0.010618044,0.0006848,0.0002854,0.0012392,0.0003582,0.001153,0.045514,0.011117208
EV,auto,58,0.007206282,0.044362344,0.010760237,0.051852114,362.5027395,0,0.010760342,0.0006832,0.0002966,0.0012868,0.0003688,0.001191,0.047106,0.011901271
EV,auto,59,0.00748977,0.044435828,0.011043724,0.052062117,369.7699381,0,0.011043864,0.0006816,0.0003078,0.0013344,0.0003794,0.001229,0.048698,0.011901271
EV,auto,60,0.00748977,0.044861769,0.011043724,0.052852114,377.7445429,0,0.011043864,0.00068,0.000319,0.001382,0.00039,0.001267,0.05029,0.012327211
