TAZ1454,LT_FR_CA_OFF_production,LT_FR_CA_OFF_attraction,LT_FR_CA_AM_production,LT_FR_CA_AM_attraction,LT_FR_CA_MID_production,LT_FR_CA_MID_attraction,LT_FR_CA_PM_production,LT_FR_CA_PM_attraction,MT1_FR_CA_OFF_production,MT1_FR_CA_OFF_attraction,MT1_FR_CA_AM_production,MT1_FR_CA_AM_attraction,MT1_FR_CA_MID_production,MT1_FR_CA_MID_attraction,MT1_FR_CA_PM_production,MT1_FR_CA_PM_attraction,MT2_FR_CA_OFF_production,MT2_FR_CA_OFF_attraction,MT2_FR_CA_AM_production,MT2_FR_CA_AM_attraction,MT2_FR_CA_MID_production,MT2_FR_CA_MID_attraction,MT2_FR_CA_PM_production,MT2_FR_CA_PM_attraction,HT_FR_CA_OFF_production,HT_FR_CA_OFF_attraction,HT_FR_CA_AM_production,HT_FR_CA_AM_attraction,HT_FR_CA_MID_production,HT_FR_CA_MID_attraction,HT_FR_CA_PM_production,HT_FR_CA_PM_attraction,MT1_FR_EXT_OFF_production,MT1_FR_EXT_OFF_attraction,MT1_FR_EXT_AM_production,MT1_FR_EXT_AM_attraction,MT1_FR_EXT_MID_production,MT1_FR_EXT_MID_attraction,MT1_FR_EXT_PM_production,MT1_FR_EXT_PM_attraction,MT2_FR_EXT_OFF_production,MT2_FR_EXT_OFF_attraction,MT2_FR_EXT_AM_production,MT2_FR_EXT_AM_attraction,MT2_FR_EXT_MID_production,MT2_FR_EXT_MID_attraction,MT2_FR_EXT_PM_production,MT2_FR_EXT_PM_attraction,HT_FR_EXT_OFF_production,HT_FR_EXT_OFF_attraction,HT_FR_EXT_AM_production,HT_FR_EXT_AM_attraction,HT_FR_EXT_MID_production,HT_FR_EXT_MID_attraction,HT_FR_EXT_PM_production,HT_FR_EXT_PM_attraction,LT_NF_CA_OFF_production,LT_NF_CA_OFF_attraction,LT_NF_CA_AM_production,LT_NF_CA_AM_attraction,LT_NF_CA_MID_production,LT_NF_CA_MID_attraction,LT_NF_CA_PM_production,LT_NF_CA_PM_attraction,MT1_NF_CA_OFF_production,MT1_NF_CA_OFF_attraction,MT1_NF_CA_AM_production,MT1_NF_CA_AM_attraction,MT1_NF_CA_MID_production,MT1_NF_CA_MID_attraction,MT1_NF_CA_PM_production,MT1_NF_CA_PM_attraction,MT2_NF_CA_OFF_production,MT2_NF_CA_OFF_attraction,MT2_NF_CA_AM_production,MT2_NF_CA_AM_attraction,MT2_NF_CA_MID_production,MT2_NF_CA_MID_attraction,MT2_NF_CA_PM_production,MT2_NF_CA_PM_attraction,HT_NF_CA_OFF_production,HT_NF_CA_OFF_attraction,HT_NF_CA_AM_production,HT_NF_CA_AM_attraction,HT_NF_CA_MID_production,HT_NF_CA_MID_attraction,HT_NF_CA_PM_production,HT_NF_CA_PM_attraction
123,0.34918267,0.9811157,0.22632043,0.6378353,0.34029713,0.96291834,0.21658283,0.61483204,2.5888128,4.3345103,1.6829662,2.8198395,2.5389457,4.26685,1.621339,2.7267473,0.8450947,1.3590941,0.5489106,0.883846,0.8262459,1.3351938,0.5274458,0.852762,1.1743069,5.096046,0.76231587,3.3145974,1.1475527,5.0145626,0.7320597,3.2034357,0.2257405,0.23202437,0.14683099,0.15104938,0.2225275,0.22884427,0.14239651,0.14626984,0.097187,0.0640976,0.063247,0.041806,0.095777996,0.0632502,0.06125,0.0404644,0.32990652,1.257021,0.21468902,0.8177946,0.325352,1.240496,0.20809749,0.7928654,184.48746,189.47957,119.97635,123.224365,182.07617,187.00403,116.3602,119.50978,40.253727,41.388832,26.174423,26.91348,39.72685,40.849815,25.385973,26.102196,3.620315,3.672266,2.3601017,2.39161,3.5757866,3.6264207,2.287068,2.3166945,6.494108,6.5815163,4.1882563,4.248105,6.410657,6.499546,4.060935,4.1173463
124,0.0680069,0.040019795,0.044098224,0.02606231,0.06633248,0.03928187,0.042230606,0.025104603,0.48197556,0.23426118,0.31335816,0.15224378,0.4729272,0.22991224,0.30205584,0.14679597,0.15697697,0.05743112,0.10197869,0.037350602,0.15357986,0.056316365,0.098050244,0.035937596,0.117175795,0.22805971,0.0759598,0.14817749,0.11424561,0.22371078,0.072772,0.14280812,0.041377,0.008681613,0.0269192,0.0056359866,0.040813502,0.008508929,0.0261303,0.005431901,0.0182413,0.0024021,0.011865701,0.0015700001,0.017983701,0.0023707,0.0114954,0.0015229001,0.051729303,0.047571,0.033681203,0.030976102,0.051037002,0.046943,0.0326508,0.0300184,23.457785,23.123064,15.255024,15.037427,23.151299,22.820946,14.795362,14.584071,5.1126966,5.0454645,3.3245335,3.2806864,5.0458317,4.9797835,3.224438,3.1818097,0.3980434,0.38631296,0.25958228,0.25181177,0.3933422,0.38163453,0.25182205,0.24400876,0.6689434,0.6482355,0.4305975,0.41829413,0.66026545,0.64024454,0.417347,0.4050904
125,0.05449,0.033392306,0.03533336,0.021746261,0.05314839,0.032776594,0.033836946,0.020947143,0.38617915,0.19546637,0.2510758,0.12703142,0.37892926,0.19183774,0.24201986,0.12248586,0.12577659,0.047920212,0.08170964,0.031165158,0.12305466,0.04699008,0.07856199,0.029986147,0.093886204,0.19029187,0.060862202,0.12363852,0.0915384,0.18666318,0.058307998,0.11915846,0.033153005,0.007243894,0.021568798,0.004702638,0.032701503,0.007099807,0.020936701,0.0045323507,0.0146157,0.0020043,0.009507299,0.00131,0.0144093,0.0019781,0.0092106,0.0012707,0.0414477,0.039692998,0.0269868,0.0258463,0.040893003,0.039169,0.0261612,0.0250472,18.795368,19.2938,12.222971,12.547136,18.5498,19.04169,11.854669,12.168887,4.0965085,4.2099156,2.6637566,2.7373893,4.0429335,4.155104,2.583556,2.6548848,0.3189292,0.32233793,0.20798829,0.21011065,0.31516236,0.3184341,0.20177045,0.2035999,0.5359857,0.5408848,0.3450129,0.3490227,0.5290326,0.5342169,0.33439606,0.33800578
126,0.0,0.013394228,0.0,0.00873215,0.0,0.01313522,0.0,0.00842874,0.0033232002,0.082540326,0.002144,0.053591207,0.003216,0.08091228,0.0020368001,0.051637627,0.00083080004,0.017279228,0.000536,0.011248152,0.000804,0.016953623,0.00050920004,0.01083374,0.0051791,0.09301877,0.00335,0.060384396,0.005025,0.09114642,0.0031959002,0.058164425,0.00082410005,0.0027306,0.000536,0.0017759999,0.000804,0.0026714,0.00051589997,0.0017094001,0.00041540002,0.0009102,0.000268,0.000592,0.000402,0.000888,0.00025460002,0.00056980003,0.0016482,0.0206164,0.001072,0.013416201,0.0016147001,0.0203426,0.0010318,0.012994399,11.56447,12.911156,7.520726,8.396619,11.413343,12.742639,7.2940273,8.1434555,2.5215778,2.8182724,1.6396943,1.8328319,2.4885798,2.7816427,1.5902742,1.7776932,0.15503252,0.17051776,0.10107699,0.111029275,0.15319002,0.16845307,0.098122284,0.10778813,0.25447446,0.2794158,0.16404395,0.1804783,0.2512986,0.27604145,0.15906581,0.17505406
127,1.467782,0.1929228,0.95398355,0.12539978,1.4396956,0.18932828,0.91955507,0.120758735,7.220311,0.9671089,4.697708,0.62876886,7.1145353,0.9506844,4.548488,0.6074293,2.6627674,0.24720424,1.7319766,0.16084427,2.6186447,0.24256335,1.6741278,0.15506579,1.9484053,1.0245754,1.2671814,0.6660333,1.9122558,1.0070137,1.2218359,0.6431925,0.622422,0.029256498,0.40484607,0.019064499,0.6142227,0.028801503,0.3925698,0.018473,0.2563527,0.009782501,0.1668852,0.0063700005,0.2530911,0.0096005,0.1618569,0.006097,0.90115285,0.195013,0.58600074,0.12680851,0.8891937,0.192465,0.5683338,0.12284999,61.667416,62.611538,40.10451,40.71899,60.8631,61.793865,38.895752,39.491455,13.444143,13.666277,8.74251,8.885707,13.269056,13.48774,8.478633,8.618348,1.2974019,1.2978837,0.845078,0.8451159,1.2810941,1.2820503,0.8182149,0.8191355,2.275887,2.2734032,1.4651024,1.4664638,2.2499757,2.2454662,1.4223843,1.4217364
128,0.0043834,0.2772396,0.002828,0.18036331,0.004242,0.27194113,0.0026866002,0.17334646,0.1375822,1.4849911,0.08908201,0.9657465,0.1337644,1.4587866,0.085122794,0.93252444,0.0394506,0.37611905,0.025452001,0.24458854,0.038178,0.36888748,0.0241794,0.2354953,0.20743379,1.5016044,0.13433,0.9757003,0.2017071,1.4735382,0.1283912,0.9409746,0.015129801,0.065872006,0.009898,0.0428168,0.014917701,0.064726405,0.0095445,0.041384798,0.0086961,0.0242008,0.005656,0.0156804,0.008484,0.0236996,0.0054439,0.015107601,0.056347903,0.38334638,0.036764,0.24952601,0.0553581,0.378406,0.035562098,0.24193642,107.91664,110.47211,70.180885,71.841866,106.5072,109.02929,68.06586,69.675575,23.531052,24.113968,15.299454,15.681183,23.223644,23.800426,14.838837,15.208551,1.8927238,1.9073461,1.2306135,1.2420391,1.8691808,1.8844335,1.1933544,1.2037331,3.255615,3.2776961,2.1002986,2.1140544,3.2170124,3.236811,2.0341938,2.0485413
129,0.0018166,0.109966524,0.0011720001,0.07154074,0.001758,0.10786491,0.0011134001,0.06875752,0.057017803,0.5890196,0.036918003,0.38306177,0.0554356,0.5786244,0.0352772,0.369884,0.016349401,0.14918694,0.010548001,0.09701559,0.015822,0.14631855,0.0100206,0.093408726,0.08596621,0.59560925,0.05567,0.38700992,0.0835929,0.584476,0.053208802,0.37323576,0.0062702,0.026127998,0.004102,0.0169832,0.0061823,0.0256736,0.0039555,0.0164152,0.0036039,0.0095992,0.0023440002,0.0062196003,0.003516,0.0094004,0.0022560998,0.0059924005,0.0233521,0.1520536,0.0152360005,0.098974004,0.0229419,0.150094,0.0147379,0.0959636,44.723587,43.81858,29.084864,28.495945,44.13948,43.246296,28.208336,27.636719,9.751907,9.564749,6.3405094,6.21991,9.624508,9.440387,6.1496162,6.0324454,0.7843962,0.7565462,0.5099997,0.49265367,0.77463925,0.74745816,0.49455848,0.4774598,1.3492153,1.3000921,0.8704208,0.83853734,1.3332174,1.2838761,0.84302515,0.8125516
130,1.772355,0.23108329,1.1519403,0.1502042,1.7384405,0.22677775,1.1103679,0.14464507,8.718566,1.1584063,5.6725082,0.7531403,8.59084,1.1387306,5.4923244,0.7275804,3.2153063,0.29610175,2.0913713,0.19265975,3.1620278,0.29054272,2.0215185,0.18573806,2.3527102,1.2272402,1.5301287,0.7977759,2.3090591,1.2062014,1.4753735,0.77041733,0.75157803,0.0350435,0.48885393,0.0228355,0.7416773,0.0344985,0.4740302,0.022127,0.3095473,0.0117175,0.20151481,0.00763,0.30560893,0.0114995,0.1954431,0.0073029995,1.088147,0.23358701,0.7075992,0.1518915,1.0737064,0.230535,0.6862662,0.14715001,74.463745,74.99621,48.426422,48.773293,73.49252,74.01679,46.966835,47.303017,16.23388,16.369507,10.556629,10.643318,16.022459,16.15562,10.237996,10.323077,1.5666201,1.554609,1.0204364,1.0122811,1.5469279,1.5356431,0.9879991,0.9811618,2.748146,2.7230873,1.7691193,1.7565318,2.716858,2.6896226,1.7175369,1.7029581
131,0.0124,0.17219996,0.008,0.11199999,0.012,0.16800003,0.0076,0.10780002,0.2531,0.9604899,0.164,0.6244939,0.24630001,0.94349116,0.1569,0.60229427,0.07440001,0.25499701,0.048000004,0.16599801,0.072000004,0.24949703,0.045600004,0.15979804,0.4227,1.1722875,0.274,0.7621913,0.41169998,1.1516885,0.2622,0.7355927,0.0154,0.0766,0.010000001,0.049799997,0.015000001,0.075399995,0.0096,0.048199996,0.0031,0.027600002,0.002,0.0179,0.003,0.0271,0.0019,0.0173,0.1012,0.4285,0.0659,0.27870002,0.09950001,0.42249998,0.0636,0.2704,111.13585,112.3409,72.27236,73.057106,109.68302,110.873436,70.09352,70.85715,24.17953,24.47028,15.721979,15.910038,23.865124,24.15167,15.250971,15.430324,2.1616168,2.1533947,1.4072108,1.4031968,2.1366167,2.1284957,1.3642106,1.3583965,3.4563231,3.4402938,2.2313151,2.2206953,3.4156234,3.395393,2.1629145,2.1531959
132,0.0039215004,0.13207272,0.0025300002,0.08587768,0.0037950003,0.12954548,0.0024035,0.08279152,0.0406065,0.59511364,0.026312001,0.38715166,0.0395692,0.5854179,0.0251735,0.37422413,0.010195901,0.21143797,0.0065780003,0.13722461,0.009867,0.20701535,0.0062491,0.13212141,0.057684004,0.70198554,0.037444003,0.4563828,0.0562925,0.6899818,0.0359007,0.44107378,0.0077418,0.013365,0.00506,0.0087236995,0.0076406,0.013170602,0.0049082004,0.0084807,0.0031119,0.0052245,0.002024,0.0034020003,0.003036,0.0051273,0.0019481,0.0032562,0.0108537,0.1160082,0.0070587,0.0755001,0.0106766,0.11447731,0.006831,0.0732159,40.42914,39.253895,26.293001,25.52811,39.90155,38.741028,25.500008,24.757914,8.819887,8.572977,5.7350545,5.5746365,8.704796,8.461462,5.5619993,5.4066687,0.7533386,0.7204683,0.49031788,0.46923143,0.74417996,0.71145296,0.4749859,0.45421398,1.3358743,1.2767191,0.86134434,0.8228696,1.3194544,1.2606325,0.8340707,0.7980589
133,0.0230175,0.584227,0.01485,0.38002545,0.022274999,0.57313085,0.0141075,0.3661136,0.23004,2.868977,0.149028,1.8656265,0.22390229,2.8194966,0.14253,1.8015256,0.0643596,0.9171061,0.041562002,0.59547365,0.062343,0.8982092,0.039545402,0.57306683,0.34294653,3.3206582,0.222486,2.1583374,0.33447152,3.261587,0.2131323,2.083659,0.0341742,0.0648294,0.02232,0.042281102,0.0336909,0.0638446,0.0216258,0.041081697,0.0130011,0.0240491,0.008436,0.015654001,0.012654,0.0236199,0.0080889,0.0150102,0.0546783,0.6146342,0.0356013,0.4000887,0.053724904,0.6066419,0.0343755,0.38804328,212.09175,218.60677,137.93039,142.1672,209.32243,215.75081,133.77234,137.87828,46.25157,47.727623,30.076115,31.033075,45.649704,47.105473,29.168169,30.09844,3.7509108,3.8066578,2.4439435,2.4808567,3.705419,3.7598677,2.3680475,2.4017165,6.5141788,6.600633,4.1982164,4.2572412,6.4315653,6.51911,4.0652905,4.126864
134,0.0071610003,0.10061236,0.0046200003,0.06550474,0.00693,0.0987355,0.004389,0.0630023,0.0689535,0.5910489,0.044660002,0.3840476,0.06702851,0.5798252,0.0426965,0.37017396,0.0214445,0.1504775,0.01386,0.09781585,0.020790001,0.14749655,0.0132055,0.0940254,0.1080695,0.6601957,0.07007,0.42890668,0.105336,0.64757407,0.067067005,0.41319314,0.007084,0.0135056,0.0046200003,0.0087952,0.0069685,0.013284801,0.004466,0.0085376,0.002387,0.0045264,0.0015400001,0.002944,0.0023100001,0.0044528004,0.0014630001,0.0028336002,0.014168,0.1474576,0.0092400005,0.09601121,0.013898501,0.1455808,0.0088935,0.0931408,58.045433,56.086246,37.747833,36.47476,57.286972,55.35372,36.610565,35.374382,12.651941,12.239971,8.227713,7.9578953,12.487891,12.080001,7.979191,7.7183723,0.955693,0.9096564,0.6236663,0.5933983,0.9441428,0.8987635,0.6044932,0.5745568,1.6088102,1.5275276,1.0360807,0.9862748,1.5874426,1.5092374,1.0032783,0.9553622
135,0.0017918,0.15502742,0.0011560001,0.100979246,0.001734,0.15218829,0.0010982,0.09729296,0.0912083,0.90489537,0.059094004,0.587808,0.088669896,0.887927,0.0565267,0.56691295,0.0240188,0.21445565,0.015496001,0.13961183,0.023244,0.2105959,0.014721199,0.13438573,0.146504,0.90280455,0.094944,0.58637255,0.1425316,0.8853992,0.090856,0.5650125,0.0122487005,0.033404604,0.007982001,0.021667402,0.0120347,0.032739,0.0077063,0.020818999,0.0038254,0.0111044,0.0024680002,0.0072127,0.003702,0.0108923,0.0023446,0.0069713,0.0328033,0.1759007,0.021432001,0.1145919,0.0322675,0.17352429,0.0206861,0.1109394,97.541985,99.3083,63.434433,64.5833,96.26805,98.00965,61.521313,62.636135,21.266037,21.674414,13.827252,14.093228,20.987415,21.391727,13.41152,13.669471,1.5145584,1.5169374,0.9884803,0.9896423,1.4960904,1.498174,0.9574349,0.9587321,2.537076,2.5377727,1.6345158,1.6384274,2.5045671,2.506056,1.5840979,1.5874219
136,0.0,0.11156185,0.0,0.07269695,0.0,0.10965118,0.0,0.070040695,0.0349011,0.6197372,0.022608,0.4024405,0.033912003,0.6079947,0.0216189,0.38794762,0.0087606,0.13584185,0.005652,0.088495284,0.008478001,0.13360497,0.0053693997,0.08523323,0.0566613,0.67109036,0.036738,0.4359925,0.055107005,0.65860236,0.035183698,0.42038125,0.0086664,0.012908202,0.005652,0.008388001,0.0085251,0.0126286,0.0054636,0.0080152,0.0029202001,0.0042872,0.0018840001,0.002796,0.002826,0.0041940003,0.0017898,0.0027028,0.011539499,0.085604206,0.0075360006,0.0557802,0.0113511,0.08439261,0.0072533996,0.053962797,67.95172,67.962585,44.190994,44.198338,67.06415,67.0741,42.858414,42.866066,14.810533,14.82911,9.630004,9.64217,14.6165695,14.635736,9.340334,9.352172,1.1739297,1.1561897,0.7661817,0.75380003,1.1596111,1.1419765,0.7420192,0.7304068,1.9767061,1.9433554,1.2729805,1.2546555,1.9512719,1.9189836,1.2336987,1.2156976
137,0.0,0.023349402,0.0,0.015222259,0.0,0.022897886,0.0,0.014693346,0.005952,0.14388785,0.0038400001,0.09342254,0.00576,0.14104973,0.003648,0.09001699,0.001488,0.030121902,0.0009600001,0.019608255,0.00144,0.029554287,0.00091199996,0.018885845,0.009276001,0.16215429,0.006,0.10526475,0.009,0.1588904,0.0057240003,0.10139479,0.0014760001,0.0047601005,0.00096000003,0.0030960003,0.00144,0.0046568997,0.000924,0.0029798998,0.000744,0.0015867001,0.00048000002,0.0010320001,0.00072,0.001548,0.000456,0.0009933,0.0029520001,0.0359394,0.0019200001,0.0233877,0.0028920001,0.0354621,0.001848,0.022652399,20.712484,22.507257,13.469956,14.637354,20.441807,22.213495,13.063929,14.196016,4.516259,4.912933,2.936766,3.1950674,4.457158,4.8490787,2.8482523,3.0989492,0.27767015,0.29725376,0.18103342,0.1935512,0.27437013,0.29365477,0.1757414,0.18790093,0.4557751,0.48709002,0.29381004,0.3146172,0.45008707,0.48120758,0.28489393,0.30516163
138,0.7400709,0.5095948,0.48213834,0.33161995,0.7274511,0.49988317,0.46568087,0.3195558,2.4217906,2.7179554,1.5744964,1.7660545,2.3834422,2.6691978,1.5230114,1.7046402,0.95841575,0.7266402,0.6241392,0.47220328,0.94259244,0.71239007,0.6023381,0.4551224,2.7184064,2.873565,1.7675065,1.8666893,2.674839,2.8201597,1.708884,1.8008189,0.1613637,0.1023024,0.1049532,0.066569805,0.1589796,0.1004391,0.101757295,0.0643384,0.072862804,0.038571,0.047384404,0.0250499,0.071667,0.037755102,0.0458196,0.024161901,0.7991064,0.700644,0.5198664,0.45596808,0.7885155,0.6917108,0.50388056,0.4421243,308.45377,305.09286,200.5952,198.41302,304.42096,301.10757,194.54765,192.43063,67.30464,66.64405,43.764713,43.339092,66.42763,65.77571,42.447685,42.03731,4.05789,3.951928,2.6417754,2.5727053,4.0069714,3.9028008,2.5620847,2.4960513,6.937827,6.748053,4.472843,4.353159,6.8516893,6.6648464,4.3327327,4.2215548
139,0.0341,0.29240617,0.022000002,0.19000398,0.033,0.28580606,0.0209,0.18240388,0.83720624,1.8498187,0.54380405,1.2016085,0.817806,1.8134159,0.5225038,1.1573088,0.14540002,0.48650634,0.09400001,0.31580403,0.141,0.47540596,0.0896,0.30320376,0.8927093,2.1515222,0.579806,1.3976102,0.87170905,2.1081192,0.5569057,1.3453106,0.0889,0.0982,0.057900004,0.06380001,0.08749999,0.0965,0.0559,0.0616,0.015400001,0.030700002,0.010000001,0.0199,0.015000001,0.0301,0.0096,0.0192,0.3675,0.7774,0.23910001,0.5058,0.3621,0.7671,0.23140001,0.49009997,87.62004,88.5685,56.98097,57.598244,86.475815,87.411125,55.26234,55.86295,19.04126,19.270578,12.3835335,12.530728,18.793356,19.020592,12.007527,12.151834,2.3384185,2.3262935,1.5250121,1.5170958,2.3093185,2.2983932,1.4770118,1.4704962,3.8491263,3.8268917,2.480317,2.4720974,3.8020263,3.7780893,2.4034166,2.396096
140,0.0,0.04392827,0.0,0.02850502,0.0,0.042757526,0.0,0.02733427,0.02015,0.28443074,0.013,0.18492071,0.0195,0.2791372,0.01235,0.17830376,0.0030999999,0.06250677,0.002,0.040721014,0.003,0.06113243,0.0019,0.039295767,0.0293,0.32535446,0.019000001,0.21123612,0.0285,0.3188393,0.018199999,0.2033975,0.0031,0.0062098,0.002,0.0040720003,0.003,0.0061589004,0.0019,0.0039193,0.00155,0.0031049,0.001,0.0020360001,0.0015,0.003054,0.00095,0.0019850999,0.0077,0.0670353,0.005,0.0436722,0.0075,0.065966405,0.0048,0.042247,51.296402,52.786774,33.35882,34.328384,50.625645,52.09543,32.353355,33.293106,11.154959,11.492849,7.252186,7.47146,11.009956,11.343045,7.0348315,7.2458763,1.0611584,1.0767366,0.6906054,0.7016052,1.0491083,1.0644699,0.6703053,0.6802268,1.6851615,1.7074409,1.0872576,1.1022902,1.6649615,1.6868258,1.0537573,1.0688999
141,0.0,0.04237483,0.0,0.027496982,0.0,0.041245464,0.0,0.026367633,0.02015,0.2743722,0.013,0.17838138,0.0195,0.26926577,0.01235,0.17199835,0.0030999999,0.060296338,0.002,0.03928099,0.003,0.058970567,0.0019,0.037906125,0.0293,0.3138485,0.019000001,0.20376611,0.0285,0.3075638,0.018199999,0.19620466,0.0031,0.0059901997,0.002,0.003928,0.003,0.0059411004,0.0019,0.0037807,0.00155,0.0029950999,0.001,0.001964,0.0015,0.002946,0.00095,0.0019148999,0.0077,0.06466471,0.005,0.0421278,0.0075,0.0636336,0.0048,0.040753,51.296402,50.920055,33.35882,33.114407,50.625645,50.253105,32.353355,32.115776,11.154959,11.0864105,7.252186,7.2072554,11.009956,10.941917,7.0348315,6.9896526,1.0611584,1.0386593,0.6906054,0.6767936,1.0491083,1.0268261,0.6703053,0.65617186,1.6851615,1.647057,1.0872576,1.0633066,1.6649615,1.6271712,1.0537573,1.0310972
142,27.100742,9.812199,17.627657,6.381658,26.682138,9.63269,17.055252,6.156057,113.09337,47.0614,73.56369,30.616041,111.50135,46.36169,71.27717,29.631329,34.509308,15.318037,22.446098,9.966793,33.986202,15.058038,21.726192,9.631174,135.2717,56.685844,87.98767,36.87078,133.32898,55.78988,85.22485,35.651745,10.353594,4.049396,6.741991,2.6349983,10.197491,3.994497,6.5229855,2.5531979,3.2645135,1.2800999,2.1230738,0.8332998,3.2018118,1.2613001,2.046471,0.80669993,32.037933,16.807901,20.849642,10.933399,31.612621,16.5887,20.212925,10.603199,57.938854,58.5613,37.675186,38.08542,57.182835,57.80313,36.53876,36.933098,12.442527,12.589531,8.087848,8.186852,12.286123,12.429622,7.8521433,7.941056,20.971563,20.884735,13.654005,13.596963,20.70926,20.621138,13.230103,13.169754,39.981567,39.7765,25.843672,25.698635,39.486565,39.2762,25.065168,24.922249
143,0.06956431,0.8888305,0.045131326,0.5777766,0.06811779,0.8710015,0.0434218,0.5562496,0.42730093,4.2187157,0.27788895,2.7458148,0.42035764,4.157161,0.26868385,2.6582787,0.16303533,1.4919387,0.105990045,0.9708255,0.16014227,1.4656707,0.10230799,0.9370451,0.62983805,5.6740866,0.4094684,3.6921618,0.61950207,5.590119,0.39579228,3.574651,0.024169702,0.12240599,0.015727399,0.0796536,0.0238278,0.12088801,0.0152277,0.077335194,0.0096521005,0.0473892,0.0063120006,0.030829202,0.009520601,0.046671603,0.0060753,0.029808,0.09097171,0.6459512,0.059175,0.42021057,0.0897356,0.637616,0.057360303,0.40770772,35.666214,37.834007,23.194466,24.604122,35.19909,37.33905,22.495214,23.862305,7.7855015,8.26819,5.062479,5.376697,7.6840076,8.160582,4.909594,5.2143817,0.99575216,1.0413461,0.64798456,0.67746794,0.9836015,1.0282085,0.6280227,0.6559952,1.8663921,1.9480314,1.2048376,1.2560195,1.8422222,1.9230802,1.1683066,1.2190907
144,0.05210711,0.69238436,0.033805594,0.45007923,0.051023588,0.6784956,0.032525077,0.4333098,0.32006952,3.2863214,0.20815256,2.1389403,0.31486866,3.2383626,0.20125748,2.0707712,0.12212153,1.1621997,0.07939179,0.7562585,0.11995449,1.1417323,0.076633744,0.72994125,0.47177982,4.4200306,0.3067121,2.876133,0.46403766,4.3546205,0.29646796,2.7846107,0.0181043,0.0953525,0.011780601,0.062049,0.017848201,0.094170004,0.0114063,0.060242996,0.0072298995,0.0369155,0.004728,0.0240155,0.0071314,0.0363565,0.0045507,0.023220003,0.068142295,0.5031867,0.044325,0.32733792,0.067216404,0.49669367,0.0429657,0.3175984,26.71576,29.472149,17.3738,19.166256,26.365862,29.086653,16.850027,18.588348,5.8317256,6.4408,3.7920468,4.188369,5.755702,6.3569665,3.6775286,4.061927,0.7458676,0.8111921,0.48537248,0.5277376,0.73676616,0.8009588,0.47042,0.511011,1.3980199,1.5174882,0.90248287,0.9784204,1.3799155,1.498052,0.8751194,0.949653
145,0.269783,0.738303,0.17535077,0.4799257,0.26492858,0.72444975,0.16918431,0.4626097,1.6169894,3.3989263,1.0516763,2.2114036,1.5920285,3.3482988,1.0177935,2.1403012,0.652727,1.1599518,0.4245022,0.7546196,0.64193577,1.1404356,0.4102996,0.72897875,2.4163642,3.9370928,1.5709369,2.5619886,2.3773978,3.8754077,1.519047,2.4776332,0.0742592,0.30476162,0.048380002,0.1982016,0.0733408,0.300699,0.0469368,0.1922076,0.034210403,0.10705949,0.022238402,0.0696636,0.03362,0.10559431,0.0215168,0.06749909,0.38540003,1.3144176,0.2506904,0.8550108,0.38025042,1.2973347,0.2431792,0.8292698,24.743217,25.392323,16.091202,16.512062,24.41895,25.059603,15.605423,16.014547,5.3912096,5.5391192,3.5060918,3.6006348,5.320557,5.465962,3.4000802,3.4927447,1.2213504,1.2348946,0.7955047,0.80385906,1.2065246,1.219909,0.7698221,0.77858496,2.2797794,2.3027234,1.4726316,1.4870089,2.2510464,2.2737172,1.4275969,1.4416218
146,0.0,0.0031,0.0,0.002,0.0,0.003,0.0,0.0019,0.0093,0.19740298,0.006,0.12800197,0.009,0.19210301,0.0057,0.12260193,0.0031,0.034099996,0.002,0.022,0.003,0.033,0.0019,0.0209,0.0154,0.23430294,0.01,0.15200198,0.015,0.22810307,0.0096,0.14570193,0.0,0.0184,0.0,0.012,0.0,0.0181,0.0,0.011600001,0.0,0.0061,0.0,0.004,0.0,0.006,0.0,0.0039,0.0062,0.113199994,0.004,0.07390001,0.006,0.111499995,0.0038,0.0716,17.863949,18.059498,11.617127,11.745438,17.630945,17.823992,11.26372,11.391022,3.7636738,3.810275,2.445148,2.477287,3.7168727,3.7627778,2.3736467,2.40079,1.8791151,1.8711944,1.2247097,1.2199972,1.8558149,1.8489953,1.1866096,1.1833972,2.8285193,2.8142934,1.8272128,1.818995,2.7923193,2.7777932,1.7657125,1.7597955
147,0.6952933,3.118002,0.45174873,2.0268347,0.682383,3.0573773,0.4356114,1.9524488,4.1885796,14.588225,2.7241676,9.493274,4.1232104,14.373289,2.635884,9.189456,1.6714237,5.0748205,1.086931,3.301912,1.6433858,4.9872785,1.0502869,3.1882439,6.241409,18.350166,4.0576816,11.940754,6.140392,18.071753,3.9233422,11.555118,0.20167491,0.83617985,0.1313522,0.54389584,0.1990926,0.82524306,0.12737131,0.52761424,0.0898709,0.3018358,0.0584976,0.1963917,0.088391796,0.29757762,0.056534097,0.19017288,0.97604007,3.8240478,0.63488466,2.4875429,0.96295637,3.7744586,0.6157767,2.412926,123.788826,120.63454,80.50276,78.44876,122.167145,119.0553,78.07445,76.08406,27.001244,26.34308,17.558407,17.127811,26.648487,25.998098,17.027885,16.612364,4.543003,4.393951,2.9578133,2.8595273,4.487726,4.3397117,2.8642848,2.7693028,8.495808,8.204925,5.486329,5.294833,8.387405,8.100815,5.319195,5.1358175
