N,Latitude,Longitude
823,37.67102971300,-122.06494348200
824,37.65856952200,-122.06825221800
825,37.65704552700,-122.07805217100
826,37.65251575100,-122.08376566000
827,37.65319674000,-122.09296309400
828,37.66690209100,-122.09068595800
829,37.66239664500,-122.09966017100
830,37.66010772500,-122.10946914600
831,37.66806974300,-122.11388181600
832,37.67111230100,-122.12314934500
833,37.66852496300,-122.13411311700
834,37.67280165100,-122.14557285600
835,37.67833558000,-122.13083377100
836,37.67922111300,-122.11662678900
837,37.67877886700,-122.10546686500
838,37.68042068000,-122.09134314500
839,37.67329772500,-122.08241804500
840,37.68620922300,-122.08329105300
841,37.68032625400,-122.06526907600
842,37.68867607500,-122.06861995400
843,37.68594954000,-122.05047397500
844,37.77141937100,-122.05451766500
845,37.71419003800,-122.06313840200
846,37.69987568800,-122.06547241900
847,37.69285639700,-122.07964913900
848,37.69823543400,-122.08362081000
849,37.70473429800,-122.08488720800
850,37.71740774900,-122.08239757900
851,37.71511512900,-122.09362553300
852,37.70445592900,-122.09447925500
853,37.70290292900,-122.10554498100
854,37.69864573300,-122.11425104200
855,37.69244155200,-122.10797811700
856,37.69426240900,-122.12369982400
857,37.68757988300,-122.11471228700
858,37.68688198000,-122.14439202500
859,37.68459908600,-122.15480249000
860,37.68763659600,-122.16746070900
861,37.69679745200,-122.15697232500
862,37.70268503700,-122.14684785500
863,37.70304247700,-122.13299492000
864,37.71295078200,-122.14442206300
865,37.71687909700,-122.13522416100
866,37.72213241600,-122.12815427500
867,37.72590226500,-122.14204615000
868,37.73576988800,-122.14617466400
869,37.73369952100,-122.15655194400
870,37.73052625300,-122.16476358100
871,37.72214397000,-122.15694610500
872,37.71814587600,-122.16915462100
873,37.71171037700,-122.18079018200
874,37.71710665000,-122.21902965900
875,37.74188893700,-122.20370159700
876,37.73174913800,-122.18335618300
877,37.72963357200,-122.17755078200
878,37.73842261500,-122.17318192800
879,37.74049546000,-122.16155027000
880,37.74647793100,-122.16665935900
881,37.74497814800,-122.15778103500
882,37.74826429500,-122.15412499400
883,37.74648683700,-122.13261033000
884,37.76369824000,-122.13608211600
885,37.78660664500,-122.15850763200
886,37.77029025700,-122.16354652000
887,37.75947243900,-122.15558176800
888,37.75642301700,-122.16524302600
889,37.76400982100,-122.17112177800
890,37.76024494100,-122.17836921600
891,37.75378671700,-122.17289603600
892,37.74490025900,-122.17747904900
893,37.74992189100,-122.18057198600
894,37.75438139500,-122.18631435800
895,37.75819217700,-122.19515658500
896,37.76428143400,-122.21159552800
897,37.77051296900,-122.20742691300
898,37.76908969100,-122.19710563200
899,37.76819209100,-122.18955006700
900,37.76444705500,-122.18320112400
901,37.77441897500,-122.17470087600
902,37.78072617400,-122.18881562200
903,37.77716846900,-122.19326603900
904,37.77776092200,-122.20409833500
905,37.78100529600,-122.21081818200
906,37.78674517700,-122.20291315300
907,37.78739616300,-122.18432985900
908,37.79277326300,-122.18978703500
909,37.79936811100,-122.19431528000
910,37.80276026800,-122.20147379400
911,37.80256233000,-122.18436400200
912,37.82362502100,-122.19278969500
913,37.83628252500,-122.20191587400
914,37.84527925200,-122.21306960100
915,37.84417470000,-122.23908370700
916,37.83825159600,-122.22860522200
917,37.82551416100,-122.23986267300
918,37.82306724000,-122.22482198100
919,37.82625665700,-122.21585031600
920,37.81397015400,-122.20641507700
921,37.80539677100,-122.21290728400
922,37.80501895600,-122.22019421200
923,37.79410886700,-122.20959200000
924,37.78811473600,-122.21626562700
925,37.77872523000,-122.21921715300
926,37.77370480000,-122.22643057700
927,37.78185133700,-122.22640529500
928,37.78557092600,-122.23024622800
929,37.78942325600,-122.22543126800
930,37.79536953200,-122.22214631900
931,37.79758857300,-122.22827081600
932,37.79397410600,-122.23326259500
933,37.78969481500,-122.23802149900
934,37.79483128300,-122.24720141700
935,37.79822699300,-122.24414770600
936,37.80058163700,-122.23776342100
937,37.80788598500,-122.22445318400
938,37.81134522700,-122.23116375800
939,37.81538881400,-122.24159471200
940,37.81767722700,-122.24870422200
941,37.81414376500,-122.25424231400
942,37.81008447800,-122.25472336000
943,37.80532171100,-122.24441121800
944,37.80140562000,-122.25241026600
945,37.80462635100,-122.25985806800
946,37.79587352100,-122.26598443100
947,37.79015668700,-122.25020459400
948,37.77244048200,-122.24794868700
949,37.76513753400,-122.23269967500
950,37.75956410000,-122.23466449600
951,37.75557375700,-122.23924287500
952,37.73061457900,-122.23864364200
953,37.74159707500,-122.24647042100
954,37.76064409200,-122.25039759800
955,37.76638055500,-122.24749062900
956,37.76967956400,-122.25654907600
957,37.76031394100,-122.25846778600
958,37.76419773500,-122.26995339500
959,37.77212161200,-122.26910692400
960,37.78004964800,-122.26893305000
961,37.78602299300,-122.28568570500
962,37.77823223400,-122.28335898700
963,37.77335364900,-122.28350259600
964,37.78498697000,-122.30365964900
965,37.80454044600,-122.31522686000
966,37.80104980800,-122.28688634300
967,37.79704259500,-122.27536910300
968,37.80127010100,-122.27140679900
969,37.80258771800,-122.27485771800
970,37.80889861400,-122.27186364600
971,37.80594044000,-122.26754616200
972,37.81741497000,-122.26047741100
973,37.82344676000,-122.25446046400
974,37.82946423000,-122.25166063800
975,37.83161070700,-122.25842237200
976,37.83146748500,-122.26307652000
977,37.83262777800,-122.27219583800
978,37.82067089100,-122.27383507000
979,37.81890111700,-122.26650490400
980,37.81096829300,-122.27753779200
981,37.80474696500,-122.28094522400
982,37.80632261000,-122.28484198900
983,37.81227886400,-122.28279995700
984,37.81386091300,-122.28816053100
985,37.80687405600,-122.29048752100
986,37.81023923300,-122.29380239000
987,37.80982984800,-122.29818287500
988,37.81725937100,-122.30282188900
989,37.81741042900,-122.28204021300
990,37.82312220900,-122.27989775000
991,37.83726120600,-122.29115330800
992,37.83967925500,-122.28043290700
993,37.84547896200,-122.28312708600
994,37.85090331200,-122.28148252100
995,37.85080726000,-122.27476860200
996,37.84184449800,-122.27229493100
997,37.84191518500,-122.26599502700
998,37.83976554200,-122.25584186100
999,37.84877652600,-122.24855144700
1000,37.84795582000,-122.25762858400
1001,37.84860692300,-122.26516715200
1002,37.85334679700,-122.26823609400
1003,37.85481913600,-122.25790575000
1004,37.85482966300,-122.24468197400
1005,37.86682899800,-122.22917783400
1006,37.86136660800,-122.24890393800
1007,37.86821536600,-122.24963524400
1008,37.86712121000,-122.26044489700
1009,37.86334832400,-122.25990493800
1010,37.85886962800,-122.25897350800
1011,37.86037776900,-122.26899716400
1012,37.85877514800,-122.27614420300
1013,37.85723776700,-122.28463807900
1014,37.86618911300,-122.30040068100
1015,37.86523743000,-122.29307746000
1016,37.86586686900,-122.28659113100
1017,37.86655109600,-122.27761859700
1018,37.86759695600,-122.27032923600
1019,37.87283028000,-122.25753750300
1020,37.87752471900,-122.25984341600
1021,37.87568983800,-122.27029347100
1022,37.87429649400,-122.27829766700
1023,37.87291227600,-122.28789896900
1024,37.87317940200,-122.29721845900
1025,37.87939925700,-122.28996787700
1026,37.88031644000,-122.27877124000
1027,37.88097174600,-122.27090728900
1028,37.88400160900,-122.25454687900
1029,37.89117127200,-122.25971320600
1030,37.89887325700,-122.26638939900
1031,37.89780182700,-122.27456789700
1032,37.88810543200,-122.27318108100
1033,37.89026104800,-122.28065593200
1034,37.88668667400,-122.28629505600
1035,37.89481772800,-122.29049012000
1036,37.89462743900,-122.29728755300
1037,37.88634956900,-122.29484446100
1038,37.88490733200,-122.30438503100
1039,37.89322552400,-122.30276498600
1040,37.90006717100,-122.30494259200
1041,37.90331184200,-122.29972732500
1042,37.90409846100,-122.29201198100
1043,37.90788749800,-122.28510917600
1044,37.90944778000,-122.27696544800
1045,37.92517059500,-122.29713706500
1046,37.91465559500,-122.29345302900
1047,37.91700221800,-122.30527388100
1048,37.90782189500,-122.30192696300
1049,37.91120976800,-122.31156522800
1050,37.91698926800,-122.32209326000
1051,37.92294148300,-122.31453924500
1052,37.92629635100,-122.30911123600
1053,37.93271419700,-122.31479913000
1054,37.94096781300,-122.32117171900
1055,37.93902667100,-122.33121416000
1056,37.93969702900,-122.34179396100
1057,37.94064053700,-122.35173994400
1058,37.92995507800,-122.33711450400
1059,37.91816172000,-122.34282641000
1060,37.92811903000,-122.35640560800
1061,37.93359807000,-122.36343727400
1062,37.92368056700,-122.38819366700
1063,37.94154058700,-122.36274283000
1064,37.94690902200,-122.35271418400
1065,37.94792015400,-122.33622256200
1066,37.95629604500,-122.33823666700
1067,37.95927498600,-122.35192265700
1068,37.95828844200,-122.36986706000
1069,37.98500840000,-122.33998588500
1070,37.97600338500,-122.34553963000
1071,37.96943461300,-122.35096951900
1072,37.96731781500,-122.33950390300
1073,37.97327267800,-122.32935441000
1074,37.98084751900,-122.30798022900
1075,37.95771442800,-122.32291361000
1076,37.94532917800,-122.31612527800
1077,37.95674397900,-122.30500854600
1078,37.97101523200,-122.29473764800
1079,37.97648149800,-122.28152879900
1080,37.99604878900,-122.31801567700
1081,38.00194501500,-122.32528197700
1082,38.00331106100,-122.30587696100
1083,38.01066383100,-122.28851633600
1084,37.98687880100,-122.26873591500
1085,38.00203935700,-122.26889646500
1086,38.00660387800,-122.25973932100
1087,37.95264530900,-122.17949817100
1088,38.02461753900,-122.25227057800
1089,38.03764606200,-122.25649403900
1090,38.04903552700,-122.21365852600
1091,38.00561587000,-122.13870420100
1092,38.02030475300,-122.14148157800
1093,38.01445971700,-122.13241995600
1094,38.00592519600,-122.12044237900
1095,38.01941455700,-122.09682250700
1096,37.99844036900,-122.08612688500
1097,38.03051746800,-122.02972519800
1098,38.00028051500,-121.97249366100
1099,37.96247568000,-121.96993290200
1100,37.95217216700,-121.93597416200
1101,37.93371001400,-121.93427603800
1102,37.89700755200,-121.92826218400
1103,37.93731240600,-121.96519534200
1104,37.95077090300,-121.98503500900
1105,37.95480613400,-121.99654334100
1106,37.95786534200,-121.98145420300
1107,37.96313453100,-122.00196819900
1108,37.96842252700,-121.98332270700
1109,37.98283799300,-122.00130994400
1110,37.97625107900,-122.01326105800
1111,37.99202274800,-122.02899404000
1112,37.99341449200,-122.03613475900
1113,37.97590183600,-122.03813219100
1114,37.96613206700,-122.04154260000
1115,37.96681491500,-122.03538831000
1116,37.96877382400,-122.02239699300
1117,37.95852059200,-122.01571448400
1118,37.95219785400,-122.02480492900
1119,37.94446126800,-122.04039374200
1120,37.95758700500,-122.04805158300
1121,37.94722999400,-122.05452464100
1122,37.98451378000,-122.05149923500
1123,37.98168661200,-122.07210065600
1124,37.98744172900,-122.09937613800
1125,37.97225757700,-122.11590094400
1126,37.97173650000,-122.09367767000
1127,37.96334050700,-122.07755534100
1128,37.95073007600,-122.07393497900
1129,37.93770854700,-122.07398744500
1130,37.93807060000,-122.08653640300
1131,37.93399618100,-122.12303128200
1132,37.90025924100,-122.13720588400
1133,37.91106762100,-122.08505952500
1134,37.92202599400,-122.06876064900
1135,37.91769003400,-122.04761895300
1136,37.92968765600,-122.05042832400
1137,37.93094047700,-122.03129153600
1138,37.93862155800,-122.00910360000
1139,37.91937437700,-121.99602380400
1140,37.92015008800,-122.01839134500
1141,37.90781568600,-122.01751797000
1142,37.88336755700,-122.02821225300
1143,37.90260405800,-122.04040509900
1144,37.89277830500,-122.04482879200
1145,37.90794947400,-122.06271013600
1146,37.89087587400,-122.05640869600
1147,37.87965612300,-122.06277247500
1148,37.86372511800,-122.06726873200
1149,37.88699289700,-122.08504763400
1150,37.88844918700,-122.10650977700
1151,37.87212836800,-122.10626280400
1152,37.88183760900,-122.13295618900
1153,37.88103018700,-122.16747799500
1154,37.90320815400,-122.18263798900
1155,37.88581783100,-122.21497530600
1156,37.86197298600,-122.17879925600
1157,37.83212060200,-122.15766634800
1158,37.85405679500,-122.13890837600
1159,37.84692396000,-122.09575882400
1160,37.81879620900,-122.10216990000
1161,37.81633673400,-122.02993598300
1162,37.85821391100,-122.03557916700
1163,37.88105016700,-122.00730991300
1164,37.86394110900,-121.98852146100
1165,37.84040315800,-121.98412234900
1166,37.82307565600,-121.96456560900
1167,37.79894988900,-121.95297044300
1168,37.77449560000,-121.95244539000
1169,37.79404598300,-121.97982895600
1170,37.77881368600,-121.98354361900
1171,37.74735939600,-121.97766665000
1172,37.73175714600,-121.93944209300
1173,37.74472099400,-121.94886856100
1174,37.73931244000,-121.93092517000
1175,37.75870002100,-121.94736880600
1176,37.82015699300,-121.80588785700
1177,37.87817947700,-121.61599103600
1178,37.93932491600,-121.74125053600
1179,37.94026860400,-121.68495424900
1180,37.98626334400,-121.67405680700
1181,38.03724888900,-121.64231478700
1182,38.00804393300,-121.71743996800
1183,37.99997672100,-121.76460790800
1184,37.98934988700,-121.77064791600
1185,37.98010660200,-121.73589155300
1186,37.97542556000,-121.78384966400
1187,37.99125859300,-121.79491852500
1188,38.00665188600,-121.79324136400
1189,38.01697529400,-121.81787223600
1190,38.00361616500,-121.82864159700
1191,38.00145004100,-121.81394159900
1192,37.99389698100,-121.83129024300
1193,37.99159557400,-121.84345213100
1194,37.98645290900,-121.81546344300
1195,37.95835660200,-121.83100926700
1196,37.98539267100,-121.87586669900
1197,38.00238967900,-121.84872899200
1198,38.00441942500,-121.86487105000
1199,38.00731631800,-121.88052742100
1200,37.99597573400,-121.92681283000
1201,38.01612998100,-121.91283663300
1202,38.01193459800,-121.89565160600
1203,38.02147396400,-121.89376393500
1204,38.01698017500,-121.87342847700
1205,38.04041033100,-121.86876773300
1206,38.02687967200,-121.89300046100
1207,38.03572827100,-121.91740119100
1208,38.02338894300,-121.94366849900
1209,38.04078065000,-121.94393220200
1210,38.04545597700,-121.97442960900
1211,38.09723286500,-122.11399170900
1212,38.05704783300,-122.16779884300
1213,38.05924116500,-122.16190222100
1214,38.06903483100,-122.15513629400
1215,38.07282104900,-122.17057154300
1216,38.07995341500,-122.17991613700
1217,38.09146559900,-122.16550858600
1218,38.10477682900,-122.19467945000
1219,38.09139113000,-122.20210836500
1220,38.07326121500,-122.21062094400
1221,38.08418112200,-122.22159334000
1222,38.07628357100,-122.23692292500
1223,38.08757228700,-122.23749904600
1224,38.10263679800,-122.26040309500
1225,38.10004157200,-122.24706384900
1226,38.09780536100,-122.23591295100
1227,38.09529393500,-122.22257457600
1228,38.09583864200,-122.21336753600
1229,38.10422568200,-122.21185331600
1230,38.11621086300,-122.21764151500
1231,38.10413059800,-122.22357660800
1232,38.10663551800,-122.23593076600
1233,38.11450776200,-122.23508160500
1234,38.11201182700,-122.25077586800
1235,38.10868796700,-122.25902748600
1236,38.11607891300,-122.26421173400
1237,38.12294957700,-122.26929381900
1238,38.11034127800,-122.29195850400
1239,38.14997723600,-122.27788354000
1240,38.14282132800,-122.26323711800
1241,38.12980361300,-122.25889535900
1242,38.12589655000,-122.23599887300
1243,38.13617016500,-122.23877726600
1244,38.14895789500,-122.24268449500
1245,38.14851455600,-122.22710506400
1246,38.13084446800,-122.20882591800
1247,38.16253508600,-122.14730577300
1248,38.25424856700,-122.16905550800
1249,38.21813549400,-122.09878218800
1250,38.22538246100,-122.06460112700
1251,38.18513435600,-121.98539461400
1252,38.27376747300,-121.94015187200
1253,38.25719878700,-121.97916420600
1254,38.24954340000,-121.99807797800
1255,38.24713479200,-122.01271878600
1256,38.25920669700,-122.00074271700
1257,38.26777890700,-122.00964088100
1258,38.26698374300,-122.02198362800
1259,38.26704997800,-122.02996233300
1260,38.25486775100,-122.02888068600
1261,38.24881575900,-122.02813268200
1262,38.24699125900,-122.04473246800
1263,38.25497420900,-122.04183066600
1264,38.26402329200,-122.03943211200
1265,38.26485797100,-122.05164914300
1266,38.25395722000,-122.05748892900
1267,38.26505435800,-122.06594648500
1268,38.29565905700,-122.08332514300
1269,38.29329194500,-122.02877757700
1270,38.29531228800,-121.97003092700
1271,38.31935855300,-121.93307672400
1272,38.32432475000,-121.98120848600
1273,38.33048045400,-122.00043755500
1274,38.34180579600,-121.97814589000
1275,38.34116196300,-121.96575324200
1276,38.34122354400,-121.95759804300
1277,38.34082536400,-121.94344641100
1278,38.34427506900,-121.92510590900
1279,38.40128969000,-121.93465551900
1280,38.36801415900,-121.94616760400
1281,38.35594435200,-121.96636628900
1282,38.38194528200,-121.98101754500
1283,38.36315793400,-121.99612092400
1284,38.35291243600,-122.00173861500
1285,38.36648151600,-122.01073962600
1286,38.42115093500,-122.02151340400
1287,38.40392598500,-121.79195933700
1288,38.45035663800,-121.84230815900
1289,38.44790933000,-121.81610171800
1290,38.21045787800,-121.78520176700
1291,38.22793956000,-122.23001699700
1292,38.20424549500,-122.28057073600
1293,38.27176247100,-122.30728542600
1294,38.26951525200,-122.27959793100
1295,38.28790283000,-122.26720773100
1296,38.30637003800,-122.26768175000
1297,38.31518926100,-122.28941540200
1298,38.30570103400,-122.28882031600
1299,38.29499966100,-122.28926856900
1300,38.28714661800,-122.29020488300
1301,38.29071171500,-122.29721837800
1302,38.29559848300,-122.32175734900
1303,38.30972484100,-122.32781659400
1304,38.31438121800,-122.31298410000
1305,38.31078538200,-122.30063626900
1306,38.33086501800,-122.30508776200
1307,38.32827872900,-122.32626948500
1308,38.27247395400,-122.35376950300
1309,38.37123434600,-122.35593002300
1310,38.39137865600,-122.36426434700
1311,38.36767388100,-122.24544808700
1312,38.64016584900,-122.28491443800
1313,38.56871283500,-122.44940668400
1314,38.49980924700,-122.47098835300
1315,38.46652776900,-122.44477197100
1316,38.60353632200,-122.55313600100
1317,38.58266253200,-122.58436660300
1318,38.37619379800,-122.53138759100
1319,38.32824930600,-122.47441162900
1320,38.31070321000,-122.44385752900
1321,38.30510099800,-122.48766799900
1322,38.29598662600,-122.51455353500
1323,38.28127291100,-122.45538848900
1324,38.22211079400,-122.42939476100
1325,38.23193451300,-122.55896347800
1326,38.21303531700,-122.62864103600
1327,38.21706234200,-122.65544239800
1328,38.25378200200,-122.74226272200
1329,38.26244989400,-122.68166085900
1330,38.24302117400,-122.65305580500
1331,38.24523870200,-122.63838673800
1332,38.23302493600,-122.63032258300
1333,38.23875009300,-122.61324671900
1334,38.24438600300,-122.60764007600
1335,38.25221070000,-122.61795559500
1336,38.27374251000,-122.63929578200
1337,38.34402286000,-122.72857331600
1338,38.31752294500,-122.70944297700
1339,38.32373411800,-122.69509134300
1340,38.32912828700,-122.67741576100
1341,38.34004086800,-122.62505706000
1342,38.33961812900,-122.68107957700
1343,38.33437157300,-122.69966933000
1344,38.34087437200,-122.70555708600
1345,38.34691711700,-122.69429895100
1346,38.35635746900,-122.69779804600
1347,38.37027802800,-122.69787824800
1348,38.40202176000,-122.70735635500
1349,38.41233092000,-122.68841739200
1350,38.39524251900,-122.65682002400
1351,38.43593288600,-122.66665679900
1352,38.41803240800,-122.64306986500
1353,38.44827890800,-122.58463362100
1354,38.51962206500,-122.63704461400
1355,38.47866323500,-122.66379526700
1356,38.46639797200,-122.67364432000
1357,38.46834471000,-122.65957819000
1358,38.45022889200,-122.66424312100
1359,38.44086399200,-122.69049485400
1360,38.43547136200,-122.70762526800
1361,38.44219509500,-122.71256633200
1362,38.44852634000,-122.70751386700
1363,38.46121903300,-122.72158307800
1364,38.45727114200,-122.71270996000
1365,38.46014695200,-122.70081335900
1366,38.48278623600,-122.70991074700
1367,38.52990442400,-122.75440389400
1368,38.50825875800,-122.79631480000
1369,38.48177407300,-122.74762115400
1370,38.47436204300,-122.79669931800
1371,38.46110083200,-122.76158155100
1372,38.45731833000,-122.74785108300
1373,38.46591898600,-122.73685129200
1374,38.44899947800,-122.74093702400
1375,38.44699205200,-122.75974750500
1376,38.43965777600,-122.73460660100
1377,38.43557285800,-122.73910483500
1378,38.42440939400,-122.73205971100
1379,38.41983307300,-122.72079836300
1380,38.39539480300,-122.72855313400
1381,38.39548615600,-122.76599098900
1382,38.43116290600,-122.79123258400
1383,38.41759239800,-122.88721686800
1384,38.41325972700,-122.84622386900
1385,38.38141025300,-122.82867282400
1386,38.37844115000,-122.79471439900
1387,38.34324114100,-122.78965782100
1388,38.35193259500,-122.87242234200
1389,38.35132320700,-122.97812970400
1390,38.47336389600,-123.01683099900
1391,38.52615049800,-122.99932648600
1392,38.48236797200,-122.93102443000
1393,38.50061773100,-122.90029214600
1394,38.53753630500,-122.83332269600
1395,38.53406497800,-122.78020058700
1396,38.57889192300,-122.74902816600
1397,38.61205465500,-122.82068274700
1398,38.61860417800,-122.85838371800
1399,38.61063496300,-122.86391864900
1400,38.61723424000,-122.96752869500
1401,38.71036614400,-122.82933757200
1402,38.79303045400,-123.08345523300
1403,38.65608895900,-123.21830517200
1404,38.13191330400,-122.53870667600
1405,38.10050584600,-122.54369944500
1406,38.08064049100,-122.51952111400
1407,38.05805590000,-122.51831094100
1408,38.06045776200,-122.56255380200
1409,38.08031833100,-122.56892124200
1410,38.08875336600,-122.55956499100
1411,38.10027942200,-122.58572382100
1412,38.11350143700,-122.58088441600
1413,38.13299363500,-122.58734609200
1414,38.11241358600,-122.64463215800
1415,38.17889158200,-122.78971014100
1416,38.07374207800,-122.87478901400
1417,37.96113973200,-122.64281810200
1418,38.01264921300,-122.68005080100
1419,38.00024683600,-122.59622982700
1420,38.00101087100,-122.57266908100
1421,37.99979732900,-122.55019060900
1422,38.01989375300,-122.56184872900
1423,38.03829317200,-122.57316689400
1424,38.02511118800,-122.52361540600
1425,38.00923398000,-122.50872592900
1426,37.98733477900,-122.47354347800
1427,37.98043004900,-122.50963182200
1428,37.96003228800,-122.49478526200
1429,37.95986171200,-122.52153994100
1430,37.96920423400,-122.53703053300
1431,37.97974231400,-122.53629039000
1432,37.97411379100,-122.56481231700
1433,37.98029452500,-122.57657604500
1434,37.97901388100,-122.59175455900
1435,37.96258417500,-122.55981448700
1436,37.95158832300,-122.55517850400
1437,37.95027633700,-122.52422924400
1438,37.93001000000,-122.50916043000
1439,37.93956335300,-122.49085478200
1440,37.93558156900,-122.53852031400
1441,37.92359360000,-122.52473615100
1442,37.90932650700,-122.53796128400
1443,37.90009662000,-122.52163422600
1444,37.89317021600,-122.50878956000
1445,37.90370118600,-122.49329732900
1446,37.88735445800,-122.46666793300
1447,37.87322440500,-122.46640881500
1448,37.85929389200,-122.48962835200
1449,37.87056301500,-122.51315434200
1450,37.87397754300,-122.53119721100
1451,37.89513160000,-122.54551892700
1452,37.90881509000,-122.55386914700
1453,37.87526849600,-122.56924697100
1454,37.91940399400,-122.69013946600
1455,38.76137962700,-123.52006299900
1456,38.85314952500,-123.07840416600
1457,38.86055311200,-123.02737581300
1458,38.67845791600,-122.60277235500
1459,38.51654057500,-122.10002326900
1460,38.52921856900,-121.95346566500
1461,38.53808901400,-121.77022831800
1462,38.54345369600,-121.72997637300
1463,38.16253990500,-121.64989821000
1464,38.02742956300,-121.73077983500
1465,37.88390044600,-121.54854572300
1466,37.79509607800,-121.54449295500
1467,37.74483774700,-121.54412733500
1468,37.06314877400,-121.19200140100
1469,36.92162758100,-121.39087367200
1470,36.92575439300,-121.46428933100
1471,36.91134444500,-121.54764246600
1472,36.98924446200,-121.72780059600
1473,37.13787592100,-121.98515582800
1474,37.25390282500,-122.12182469000
1475,37.10670032300,-122.29207351100
