coefficient_name,value,constrain
coef_0_car_util_av_asc_10pct,0.101867244356553,F
coef_0_car_util_av_asc_15pct,0.0741046909046019,F
coef_0_car_util_av_asc_20pct,0.154544280533746,F
coef_0_car_util_av_asc_25pct,0.0185795840006994,F
coef_0_car_util_av_asc_30pct,0.510394425490091,F
coef_0_car_util_av_asc_3pct,0.393654697025861,F
coef_0_car_util_av_asc_5pct,0.0387213234791286,F
coef_0_car_util_av_asc_75pct,1.23318834538468,F
coef_0_car_util_av_asc_95pct,3.68909274811324,F
coef_1_car_1AV_util_asc,1.0875889317308,F
coef_1_car_1AV_util_asc_marin,-0.404752318246489,F
coef_1_car_1AV_util_asc_napa,-0.560252143847451,F
coef_1_car_1AV_util_asc_san_francisco,0.589052628859911,F
coef_1_car_1AV_util_asc_santa_clara,0.257250322856723,F
coef_1_car_1AV_util_asc_solano,-0.560252143847451,F
coef_1_car_1AV_util_asc_sonoma,-0.560252143847451,F
coef_1_car_1AV_util_auto_time_saving_per_worker,0.4707,F
coef_1_car_1AV_util_av_asc_0pct,-999,F
coef_1_car_1AV_util_av_asc_10pct,-2.50814163919574,F
coef_1_car_1AV_util_av_asc_15pct,-2.46259070862601,F
coef_1_car_1AV_util_av_asc_20pct,-1.75924953757846,F
coef_1_car_1AV_util_av_asc_25pct,-2.37148884748653,F
coef_1_car_1AV_util_av_asc_30pct,-0.263944862198697,F
coef_1_car_1AV_util_av_asc_3pct,-999,F
coef_1_car_1AV_util_av_asc_5pct,-4.04163232380781,F
coef_1_car_1AV_util_av_asc_75pct,1.3717428418455,F
coef_1_car_1AV_util_av_asc_95pct,3.75029658270984,F
coef_1_car_1AV_util_av_asc_income_100k_up,1,F
coef_1_car_1AV_util_av_asc_income_under_50k,-1,F
coef_1_car_1AV_util_av_auto_time_per_worker,0.25,F
coef_1_car_1AV_util_density_10_up_no_workers,-0.0152,F
coef_1_car_1AV_util_density_10_up_workers,-0.0152,F
coef_1_car_1AV_util_drivers_4_up,2.01071697193,F
coef_1_car_1AV_util_hh_income_0_30k,0.038292703474,F
coef_1_car_1AV_util_persons_18_24,-0.408665938505,F
coef_1_car_1AV_util_presence_children_0_4,0.3669,F
coef_1_car_1AV_util_presence_children_5_17,0.0158,F
coef_1_car_1AV_util_retail_auto_no_workers,0.0626,F
coef_1_car_1AV_util_retail_auto_workers,0.1646,F
coef_1_car_1AV_util_retail_non_motor_no_workers,-0.03,F
coef_1_car_1AV_util_retail_non_motor_workers,-0.03,F
coef_1_car_1AV_util_retail_transit_no_workers,-0.3053,F
coef_1_car_1AV_util_retail_transit_workers,-0.5117,F
coef_1_car_1HV_util_asc,1.0875889317308,F
coef_1_car_1HV_util_asc_marin,-0.404752318246489,F
coef_1_car_1HV_util_asc_napa,-0.560252143847451,F
coef_1_car_1HV_util_asc_san_francisco,0.589052628859911,F
coef_1_car_1HV_util_asc_santa_clara,0.257250322856723,F
coef_1_car_1HV_util_asc_solano,-0.560252143847451,F
coef_1_car_1HV_util_asc_sonoma,-0.560252143847451,F
coef_1_car_1HV_util_auto_time_saving_per_worker,0.4707,F
coef_1_car_1HV_util_av_asc_100pct,-999,F
coef_1_car_1HV_util_density_10_up_no_workers,-0.0152,F
coef_1_car_1HV_util_density_10_up_workers,-0.0152,F
coef_1_car_1HV_util_drivers_4_up,2.01071697193,F
coef_1_car_1HV_util_hh_income_0_30k,0.038292703474,F
coef_1_car_1HV_util_persons_18_24,-0.408665938505,F
coef_1_car_1HV_util_presence_children_0_4,0.3669,F
coef_1_car_1HV_util_presence_children_5_17,0.0158,F
coef_1_car_1HV_util_retail_auto_no_workers,0.0626,F
coef_1_car_1HV_util_retail_auto_workers,0.1646,F
coef_1_car_1HV_util_retail_non_motor_no_workers,-0.03,F
coef_1_car_1HV_util_retail_non_motor_workers,-0.03,F
coef_1_car_1HV_util_retail_transit_no_workers,-0.3053,F
coef_1_car_1HV_util_retail_transit_workers,-0.5117,F
coef_2_cars_1HV1AV_util_asc,-1.28461271419463,F
coef_2_cars_1HV1AV_util_asc_marin,-0.167704323771932,F
coef_2_cars_1HV1AV_util_asc_napa,-0.385241677100034,F
coef_2_cars_1HV1AV_util_asc_san_francisco,0.583644426328998,F
coef_2_cars_1HV1AV_util_asc_santa_clara,0.284630372475565,F
coef_2_cars_1HV1AV_util_asc_solano,-0.385241677100034,F
coef_2_cars_1HV1AV_util_asc_sonoma,-0.385241677100034,F
coef_2_cars_1HV1AV_util_auto_time_saving_per_worker,0.6142,F
coef_2_cars_1HV1AV_util_av_asc_0pct,-999,F
coef_2_cars_1HV1AV_util_av_asc_100pct,-999,F
coef_2_cars_1HV1AV_util_av_asc_10pct,-3.16658282841648,F
coef_2_cars_1HV1AV_util_av_asc_15pct,-2.64885699352033,F
coef_2_cars_1HV1AV_util_av_asc_20pct,-2.56749953391079,F
coef_2_cars_1HV1AV_util_av_asc_25pct,-1.61340532372804,F
coef_2_cars_1HV1AV_util_av_asc_30pct,-1.09536305772974,F
coef_2_cars_1HV1AV_util_av_asc_3pct,-1.37868827303286,F
coef_2_cars_1HV1AV_util_av_asc_5pct,-2.95900089911903,F
coef_2_cars_1HV1AV_util_av_asc_75pct,0.241588174991767,F
coef_2_cars_1HV1AV_util_av_asc_95pct,-1.16779906745991,F
coef_2_cars_1HV1AV_util_av_asc_income_100k_up,1,F
coef_2_cars_1HV1AV_util_av_asc_income_under_50k,-1,F
coef_2_cars_1HV1AV_util_av_auto_time_per_worker,0.25,F
coef_2_cars_1HV1AV_util_density_0_10_no_workers,-0.2028,F
coef_2_cars_1HV1AV_util_density_0_10_workers,-0.2028,F
coef_2_cars_1HV1AV_util_density_10_up_no_workers,-0.1106,F
coef_2_cars_1HV1AV_util_density_10_up_workers,-0.1106,F
coef_2_cars_1HV1AV_util_drivers_2,3.07730250432,F
coef_2_cars_1HV1AV_util_drivers_3,3.54012065488,F
coef_2_cars_1HV1AV_util_drivers_4_up,6.36624538311,F
coef_2_cars_1HV1AV_util_hh_income_0_30k,0.0540158228943,F
coef_2_cars_1HV1AV_util_hh_income_30_75k,0.00828261231255,F
coef_2_cars_1HV1AV_util_hh_income_75k_up,0.00828261231255,F
coef_2_cars_1HV1AV_util_num_workers_clip_3,0.293646762176,F
coef_2_cars_1HV1AV_util_persons_16_17,-0.881009827046,F
coef_2_cars_1HV1AV_util_persons_18_24,-1.00954734811,F
coef_2_cars_1HV1AV_util_persons_25_34,-0.484880400528,F
coef_2_cars_1HV1AV_util_presence_children_0_4,0.7627,F
coef_2_cars_1HV1AV_util_presence_children_5_17,0.2936,F
coef_2_cars_1HV1AV_util_retail_auto_no_workers,0.0626,F
coef_2_cars_1HV1AV_util_retail_auto_workers,0.1646,F
coef_2_cars_1HV1AV_util_retail_non_motor_no_workers,-0.03,F
coef_2_cars_1HV1AV_util_retail_non_motor_workers,-0.03,F
coef_2_cars_1HV1AV_util_retail_transit_no_workers,-0.3053,F
coef_2_cars_1HV1AV_util_retail_transit_workers,-0.5117,F
coef_2_cars_2AV_util_asc,-1.28461271419463,F
coef_2_cars_2AV_util_asc_marin,-0.167704323771932,F
coef_2_cars_2AV_util_asc_napa,-0.385241677100034,F
coef_2_cars_2AV_util_asc_san_francisco,0.583644426328998,F
coef_2_cars_2AV_util_asc_santa_clara,0.284630372475565,F
coef_2_cars_2AV_util_asc_solano,-0.385241677100034,F
coef_2_cars_2AV_util_asc_sonoma,-0.385241677100034,F
coef_2_cars_2AV_util_auto_time_saving_per_worker,0.6142,F
coef_2_cars_2AV_util_av_asc_0pct,-999,F
coef_2_cars_2AV_util_av_asc_10pct,-3.1596981398964,F
coef_2_cars_2AV_util_av_asc_15pct,-2.65721849378933,F
