Name,Transit Trips,In-vehicle hours ,Out-of-vehicle hours,Init wait hours ,Xfer wait hours,Walk acc & egr hours,Aux walk hours,Drive acc & egr hours
wlk_com_wlk,  36856.95,  22081.32,  22730.10,   6441.80,   5271.92,  10077.03,    939.35,         0
drv_com_wlk,  27512.78,  16155.73,  14992.34,   5877.46,   1033.70,   3663.70,   1199.61,   3217.86
wlk_com_drv,  26616.18,  15090.91,  16567.10,   6982.59,   2074.83,   3506.01,   1066.08,   2937.60
wlk_hvy_wlk, 223565.64, 100920.17,  93876.51,  19163.27,  16747.62,  54190.95,   3774.67,         0
drv_hvy_wlk, 148227.72,  82046.13,  58653.42,  12198.75,   4406.46,  17558.88,   6312.77,  18176.57
wlk_hvy_drv, 150901.78,  84079.03,  62878.43,  14886.05,   5038.96,  17763.78,   6504.53,  18685.10
wlk_exp_wlk, 125561.65,  43938.65,  46525.78,  10487.28,   6322.24,  29066.66,    649.59,         0
drv_exp_wlk,  10961.02,   7536.35,   5200.48,   2135.19,    540.54,   1271.30,     43.73,   1209.72
wlk_exp_drv,  10898.52,   7249.95,   5542.26,   2172.71,    918.24,   1222.58,     51.00,   1177.74
wlk_lrf_wlk, 412184.36, 125538.31, 139183.60,  32851.01,  15731.06,  87817.21,   2784.31,         0
drv_lrf_wlk,  34836.59,  19921.01,  19526.30,   6295.84,   1214.78,   4566.26,   1338.56,   6110.86
wlk_lrf_drv,  32978.72,  19090.33,  19096.23,   5988.79,   1900.31,   4358.97,   1191.32,   5656.85
wlk_loc_wlk, 882649.28, 191448.30, 292398.75,  90190.57,  23807.65, 177393.26,   1007.27,         0
drv_loc_wlk,  17981.44,   9168.66,   7155.78,   2773.32,    695.80,   2057.30,     30.11,   1599.24
wlk_loc_drv,  18130.76,   9086.56,   7537.65,   3071.74,    733.47,   2092.12,     38.79,   1601.54
Mode,Daily Trips,Avg Time,Avg Cost
com,  90985.91,     62.00,      2.79
hvy, 522695.14,     54.51,      3.24
exp, 147421.19,     47.11,      2.29
lrf, 479999.67,     47.74,      1.50
loc, 918761.48,     30.42,      1.59
Mode,Daily Trips,Avg Time,Avg Dist,Avg Cost
da,13595602.9,     12.17,      6.88,    167.18
datoll, 424913.76,     29.05,     19.28,    477.45
sr2,5459396.44,     10.12,      5.47,    134.72
sr2toll, 156103.99,     23.64,     15.84,    414.42
sr3,4868445.35,      9.86,      5.40,    133.41
sr3toll,         0,         0,         0,         0
Mode,Daily Trips,Avg Time,Avg Dist
Walk,3498162.05,     18.60,      0.93
Bike, 393399.26,     12.09,      2.42

VHT by class and period
,DA,S2,S3,SM,HV,DAT,S2T,S3T,SMT,HVT
EA,134123.03396000023,14754.749914999999,4569.368776666665,12191.764411666687,3315.5193833333506,0.4738483333333333,0.0,0.0,0.0,0.0
AM,847787.440858332,132674.5507700002,72569.11056999951,17759.49217833339,6571.3187433333005,119347.45996499949,17443.74157333322,0.0,4959.296955000017,0.0
MD,769803.3368799913,145491.42244166616,66050.88832500018,214843.04701499987,8716.159714999962,22845.55666666659,4620.234533333334,0.0,7510.376826666652,0.0
PM,954628.9586566683,152710.5134350008,81636.51373666643,72593.84060333356,4912.5342383332845,121231.59796000003,18224.406669999917,0.0,13890.76439499997,0.0
EV,478563.80442666676,80939.85317499956,41679.08982500012,56906.39521499992,2531.7683833333526,10266.272846666698,1581.8637150000147,0.0,0.0,0.0

VMT by class and period
,DA,S2,S3,SM,HV,DAT,S2T,S3T,SMT,HVT
EA,6330300.282900022,694692.2552000005,207156.74919999985,520962.79019999667,167774.6028999989,21.7813,0.0,0.0,0.0,0.0
AM,30935553.18500006,4613210.939100017,2562760.172699987,690669.234499997,277715.7414999981,5043256.397900017,737923.6575000014,0.0,218202.1351000002,0.0
MD,29422281.817300156,5291024.145099995,2358704.6828999966,8438763.914099991,416869.9114999963,1075601.6276999998,209404.54030000052,0.0,335446.4981999986,0.0
PM,33531862.652700044,5140548.106699995,2786250.1173999994,2559095.477599997,207849.09669999656,5228417.287399982,772976.075200007,0.0,588864.9097999966,0.0
EV,20091203.04370007,3285691.8094999734,1629072.3510000033,2347048.812800006,127749.48449999928,502375.5533000002,74836.99940000002,0.0,0.0,0.0

Hypothetical FFT by class and period
,DA,S2,S3,SM,HV,DAT,S2T,S3T,SMT,HVT
EA,7846357.77959999,857104.5037999917,265090.3140000008,721390.6887999991,195875.9067999989,28.025699999999997,0.0,0.0,0.0,0.0
AM,44482836.376799874,7209793.140300035,4122692.7421000223,935866.7764000027,328245.0700999986,5844653.388099981,891011.7172000039,0.0,252767.27259999973,0.0
MD,43814213.33519988,8258035.8753,3746732.0764999934,12124697.917700006,485467.5871999972,1257750.4501000054,253977.28529999944,0.0,408549.23649999854,0.0
PM,50244971.02259982,8173065.66149997,4511715.774199984,3808494.236600003,245161.2868000007,6031197.133599995,922747.2128999995,0.0,713572.3609000007,0.0
EV,28326799.52929993,4771128.558899982,2454729.1094000093,3357629.273600003,149553.63999999894,609302.8332999999,93613.30109999992,0.0,0.0,0.0

Hours of non-recurring delay
152007.20936632765

,Collisions per day
motor vehicle fatality,1.3580099372515453
motor vehicle injury,106.41342985727847
motor vehicle property,191.76196608966404
walk fatality,0.3366969841003343
walk injury,8.863125750365596
bike fatality,0.05922884030381224
bike injury,8.050717239435143

,Metric tons of emissions
ROG,2.1736505367489682
S_NOx,19.590233505290158
SOx,1.0638926576787857
W_NOx,20.68961510894543
CO2,71420.29494360092
Diesel_PM2.5,0.9090603069765485
Gas_PM2.5,1.8616352043145357
Diesel PM ,0.4953849992514046
Butadiene ,0.04389382519064036
Benzene,0.1993719932572374
Acetaldehyde,0.10357118026591673
Formaldehyde,0.26784586208322636
TOG_exh,7.4905372340687375
PM10,3.2013852034859274
