"source","estimate","dimension_01_name","dimension_01_value","dimension_02_name","dimension_02_value","estimate_name","estimate_value"
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Bike","Share of Tours",0.0758650463175813
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Drive Alone","Share of Tours",0.233434279717379
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Drive Alone","Share of Tours",0.265396028927052
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Drive Alone","Share of Tours",0.037671154722517
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","KNR-Transit","Share of Tours",0.00143255858310542
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","KNR-Transit","Share of Tours",0.000486295804172317
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","KNR-Transit","Share of Tours",0
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Other","Share of Tours",0.00737356608291377
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Other","Share of Tours",0.010967245963531
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Other","Share of Tours",0.0713065043688566
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","PNR-Transit","Share of Tours",0.00164688870595442
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","School Bus","Share of Tours",0.00166690194654291
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Shared 2 Free","Share of Tours",0.124977511380525
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Shared 2 Free","Share of Tours",0.268882805474105
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Shared 2 Free","Share of Tours",0.119122924893952
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Shared 3 Free","Share of Tours",0.204957920512256
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Shared 3 Free","Share of Tours",0.226094955492383
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Shared 3 Free","Share of Tours",0.0269535271797945
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Taxi","Share of Tours",0.00549761027770615
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Taxi","Share of Tours",0.00798296410391564
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Walk","Share of Tours",0.305744896049973
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Walk","Share of Tours",0.1792366633316
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Walk","Share of Tours",0.410020788172637
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Walk-Transit","Share of Tours",0.0303737452826236
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Walk-Transit","Share of Tours",0.0163164003239184
"CHTS","Share of Discretionary tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Walk-Transit","Share of Tours",0.251077090240746
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Bike","Share of Tours",0.193491980130969
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Bike","Share of Tours",0.0287306787668349
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Bike","Share of Tours",0.00371090214807252
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Drive Alone","Share of Tours",0.154594533864341
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Drive Alone","Share of Tours",0.251357025089028
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Drive Alone","Share of Tours",0
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","KNR-Transit","Share of Tours",0.0577868253738907
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Other","Share of Tours",0.00296047781616422
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Other","Share of Tours",0.108235540806347
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Shared 2 Free","Share of Tours",0.146846240820507
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Shared 2 Free","Share of Tours",0.325532355618614
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Shared 2 Free","Share of Tours",0.11670282986093
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Shared 3 Free","Share of Tours",0.110425077643865
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Shared 3 Free","Share of Tours",0.243221113568508
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Shared 3 Free","Share of Tours",0
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Taxi","Share of Tours",0.000581790154145422
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Taxi","Share of Tours",0.0295331239277769
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Walk","Share of Tours",0.205495167064035
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Walk","Share of Tours",0.136170224747108
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Walk","Share of Tours",0.606354687653291
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Walk-Transit","Share of Tours",0.189147000476282
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Walk-Transit","Share of Tours",0.0114463342395961
"CHTS","Share of Eat Out tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Walk-Transit","Share of Tours",0.077676090229691
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Bike","Share of Tours",0.0081816268661586
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Drive Alone","Share of Tours",0.0286494759203072
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Drive Alone","Share of Tours",0.0100746136692334
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Other","Share of Tours",0.0462034092110852
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Other","Share of Tours",0.00600070995893895
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","PNR-Transit","Share of Tours",0.0001712604545019
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Shared 2 Free","Share of Tours",0.39730489639241
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Shared 2 Free","Share of Tours",0.426317042458722
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Shared 2 Free","Share of Tours",0.0465588700166908
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Shared 3 Free","Share of Tours",0.40395518702139
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Shared 3 Free","Share of Tours",0.444889976708533
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Shared 3 Free","Share of Tours",0.321357871589957
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Walk","Share of Tours",0.110675915208597
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Walk","Share of Tours",0.103361784449263
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Walk","Share of Tours",0.632083258393353
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Walk-Transit","Share of Tours",0.0132111162462099
"CHTS","Share of Escorting tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Walk-Transit","Share of Tours",0.00100298543464859
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Bike","Share of Tours",0.0493576413247603
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Bike","Share of Tours",0.0120335613662326
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Bike","Share of Tours",0.0973923382196352
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Drive Alone","Share of Tours",0.169376815170088
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Drive Alone","Share of Tours",0.413632430172607
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Drive Alone","Share of Tours",0.0505413235845971
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","KNR-Transit","Share of Tours",0.00126537082966863
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","KNR-Transit","Share of Tours",0.00145607156891508
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","KNR-Transit","Share of Tours",0.0535693733485711
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Other","Share of Tours",0.00562076537286229
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Other","Share of Tours",0.0336835898267835
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","PNR-Transit","Share of Tours",0.000947716103201073
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","PNR-Transit","Share of Tours",0.000594655388048781
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","School Bus","Share of Tours",0.00174596403758056
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","School Bus","Share of Tours",0.00425871226799249
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Shared 2 Free","Share of Tours",0.12821784541544
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Shared 2 Free","Share of Tours",0.339882208934771
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Shared 2 Free","Share of Tours",0.0763062855486972
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Shared 3 Free","Share of Tours",0.347153344005285
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Shared 3 Free","Share of Tours",0.115100255495396
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Shared 3 Free","Share of Tours",0.017530145129695
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Taxi","Share of Tours",0.0281903053173094
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Taxi","Share of Tours",0.00555447043803282
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Taxi","Share of Tours",0.0262136488045962
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Walk","Share of Tours",0.190480366929815
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Walk","Share of Tours",0.0994148333405927
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Walk","Share of Tours",0.306138322805235
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Walk-Transit","Share of Tours",0.0832646308668522
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Walk-Transit","Share of Tours",0.00671074792254223
"CHTS","Share of Maintenance tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Walk-Transit","Share of Tours",0.334366260464197
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Bike","Share of Tours",0.0397232307028063
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Bike","Share of Tours",0.031989491919648
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Drive Alone","Share of Tours",0.0238423929335269
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Drive Alone","Share of Tours",0.0223440350054954
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","KNR-Transit","Share of Tours",0.003423507704863
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","KNR-Transit","Share of Tours",0.0023025433812468
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Other","Share of Tours",0.0015274492294276
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","PNR-Transit","Share of Tours",0.000314731083349838
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","School Bus","Share of Tours",0.128889415598843
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","School Bus","Share of Tours",0.0708304555039296
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","School Bus","Share of Tours",0.0251163963569915
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Shared 2 Free","Share of Tours",0.109289869142387
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Shared 2 Free","Share of Tours",0.182955573738689
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Shared 2 Free","Share of Tours",0.036419975112922
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Shared 3 Free","Share of Tours",0.501385381552131
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Shared 3 Free","Share of Tours",0.518531840402418
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Shared 3 Free","Share of Tours",0.135547433751512
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Taxi","Share of Tours",0.00468311144371469
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Taxi","Share of Tours",0.00108879107193074
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Walk","Share of Tours",0.156672114911443
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Walk","Share of Tours",0.140465546194303
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Walk","Share of Tours",0.597968671396745
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Walk-Transit","Share of Tours",0.0320909760102856
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Walk-Transit","Share of Tours",0.0276495424695622
"CHTS","Share of School tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Walk-Transit","Share of Tours",0.204947523381829
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Bike","Share of Tours",0.0733093819398892
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Bike","Share of Tours",0.00811466958258052
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Bike","Share of Tours",0
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Drive Alone","Share of Tours",0.214728622372223
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Drive Alone","Share of Tours",0.371405361328324
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Drive Alone","Share of Tours",0.0119689090825316
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","KNR-Transit","Share of Tours",0.00419374546404962
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","KNR-Transit","Share of Tours",0.000294634263144263
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Other","Share of Tours",0
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Other","Share of Tours",0.00506095013671471
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","PNR-Transit","Share of Tours",0.000595229766725989
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","School Bus","Share of Tours",0.000092404242931475
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Shared 2 Free","Share of Tours",0.293643631850836
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Shared 2 Free","Share of Tours",0.333899526948921
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Shared 2 Free","Share of Tours",0.131660651762305
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Shared 3 Free","Share of Tours",0.196854160490342
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Shared 3 Free","Share of Tours",0.162985163917632
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Shared 3 Free","Share of Tours",0.0301813504198328
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Taxi","Share of Tours",0.00229296704180451
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Taxi","Share of Tours",0.00340996609202519
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Walk","Share of Tours",0.176089617203766
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Walk","Share of Tours",0.107251316491777
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Walk","Share of Tours",0.444735445172333
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Walk-Transit","Share of Tours",0.041180840678895
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Walk-Transit","Share of Tours",0.0130687264161586
"CHTS","Share of Shopping tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Walk-Transit","Share of Tours",0.372982727334258
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Bike","Share of Tours",0.119398566983684
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Bike","Share of Tours",0.0126441956183911
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Bike","Share of Tours",0.0499712490555924
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Drive Alone","Share of Tours",0.228817552459741
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Drive Alone","Share of Tours",0.290495380284622
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Drive Alone","Share of Tours",0.144504885416598
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","KNR-Transit","Share of Tours",0.00617844483755639
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","KNR-Transit","Share of Tours",0.0106509875729544
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Other","Share of Tours",0.00163027280370928
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Other","Share of Tours",0.0160661329514767
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Other","Share of Tours",0.256827028331595
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Shared 2 Free","Share of Tours",0.23771921695332
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Shared 2 Free","Share of Tours",0.22082227403034
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Zero-Auto","Tour Mode","Shared 2 Free","Share of Tours",0.148487189264721
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Insufficient","Tour Mode","Shared 3 Free","Share of Tours",0.280767687033309
"CHTS","Share of Social/Visit tours by auto sufficiency and tour mode","Auto Sufficiency","Sufficient","Tour Mode","Shared 3 Free","Share of Tours",0.362178144025395
