"source","estimate","dimension_01_name","dimension_01_value","dimension_02_name","dimension_02_value","estimate_name","estimate_value"
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[20-21]","Share of Tours",0.00955578929209736
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[21-22]","Share of Tours",0.00103881706130602
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[22-23]","Share of Tours",0.00271546653331741
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[24-25]","Share of Tours",0.00100782265976065
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[25-26]","Share of Tours",0.00153489581615645
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[26-27]","Share of Tours",0.00215750169080445
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[28-29]","Share of Tours",0.00181544973452859
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[29-30]","Share of Tours",0.000951277807134821
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[32-33]","Share of Tours",0.000684747923202641
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[34-35]","Share of Tours",0.0016395135703402
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[35-36]","Share of Tours",0.000750003464057913
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[36-37]","Share of Tours",0.00153831206980274
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[44-45]","Share of Tours",0.000241985081104262
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[46-47]","Share of Tours",0.00119197679123214
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[47-48]","Share of Tours",0.00261218898406298
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[48-49]","Share of Tours",0.000140300945585789
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[61-62]","Share of Tours",0.000236420171302781
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[0-1]","Share of Tours",0.246816335941426
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[1-2]","Share of Tours",0.145359523613401
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[2-3]","Share of Tours",0.137181572246103
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[3-4]","Share of Tours",0.0929259338406465
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[4-5]","Share of Tours",0.058855090919024
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[5-6]","Share of Tours",0.0517779429492281
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[6-7]","Share of Tours",0.0362847211205391
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[7-8]","Share of Tours",0.0214994298795864
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[8-9]","Share of Tours",0.0325608886029338
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[9-10]","Share of Tours",0.0120651040797973
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[10-11]","Share of Tours",0.00638693196325015
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[11-12]","Share of Tours",0.0102558498151719
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[12-13]","Share of Tours",0.010260377363454
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[13-14]","Share of Tours",0.0160202633044437
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[14-15]","Share of Tours",0.00728618646221006
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[15-16]","Share of Tours",0.00108262790607668
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[16-17]","Share of Tours",0.00586772905445904
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[17-18]","Share of Tours",0.0106758380903281
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[18-19]","Share of Tours",0.00344939771073448
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[19-20]","Share of Tours",0.00194265878678471
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[20-21]","Share of Tours",0.00843681145423328
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[21-22]","Share of Tours",0.00140600629903832
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[22-23]","Share of Tours",0.000346806378839396
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[23-24]","Share of Tours",0.00353849153651041
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[24-25]","Share of Tours",0.00109752308411538
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[25-26]","Share of Tours",0.000834881854806175
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[26-27]","Share of Tours",0.00252473585712871
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[27-28]","Share of Tours",0.00358161942071583
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[28-29]","Share of Tours",0.00741747857945882
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[29-30]","Share of Tours",0.00665359653353275
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[30-31]","Share of Tours",0.00470476547769759
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[32-33]","Share of Tours",0.00513641489203645
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[33-34]","Share of Tours",0.00522317885245257
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[34-35]","Share of Tours",0.000351515662241302
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[36-37]","Share of Tours",0.00107695532677708
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[37-38]","Share of Tours",0.0003004507330924
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[39-40]","Share of Tours",0.00735495252426461
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[40-41]","Share of Tours",0.000714677777185052
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[41-42]","Share of Tours",0.00319953230694291
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[42-43]","Share of Tours",0.00292673329231134
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[43-44]","Share of Tours",0.000259032855222112
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[44-45]","Share of Tours",0.00426797242040822
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[46-47]","Share of Tours",0.00225739957019895
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[47-48]","Share of Tours",0.00263682081318721
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[49-50]","Share of Tours",0.000698640270287817
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[51-52]","Share of Tours",0.00336310799414606
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[52-53]","Share of Tours",0.000194707349050984
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[53-54]","Share of Tours",0.00381581195511058
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[54-55]","Share of Tours",0.00119943552480418
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[57-58]","Share of Tours",0.00277287861588853
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[59-60]","Share of Tours",0.000837749501465348
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[70-71]","Share of Tours",0.000968636268478295
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[73-74]","Share of Tours",0.000208201781390664
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[77-78]","Share of Tours",0.000668243061866467
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[90-91]","Share of Tours",0.00046983052551654
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[0-1]","Share of Tours",0.25142467971232
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[1-2]","Share of Tours",0.212881214235496
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[2-3]","Share of Tours",0.106533061619193
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[3-4]","Share of Tours",0.145901388655821
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[4-5]","Share of Tours",0.0220019791910513
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[5-6]","Share of Tours",0.0614713949481775
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[6-7]","Share of Tours",0.0364660176799815
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[7-8]","Share of Tours",0.0332284438147237
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[8-9]","Share of Tours",0.0179067753033231
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[9-10]","Share of Tours",0.0501338958085102
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[10-11]","Share of Tours",0.00185728202503442
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[11-12]","Share of Tours",0.00410351450015232
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[12-13]","Share of Tours",0.00257742185047465
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[13-14]","Share of Tours",0.00750170579393275
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[14-15]","Share of Tours",0.0055195513382771
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[15-16]","Share of Tours",0.0121506784358116
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[16-17]","Share of Tours",0.00271831746529344
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[17-18]","Share of Tours",0.00216066944721108
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[18-19]","Share of Tours",0.00338370275632009
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[19-20]","Share of Tours",0.0017527653047751
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[21-22]","Share of Tours",0.00599714344199825
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[22-23]","Share of Tours",0.00128720688382387
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[24-25]","Share of Tours",0.00247693925392561
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[26-27]","Share of Tours",0.00463401614833865
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[29-30]","Share of Tours",0.000492178744164735
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[38-39]","Share of Tours",0.00102205693675678
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[45-46]","Share of Tours",0.000578979639551121
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[58-59]","Share of Tours",0.00132018173460267
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[99-100]","Share of Tours",0.000516837330958603
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[0-1]","Share of Tours",0.229720679996103
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[1-2]","Share of Tours",0.203896480509265
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[2-3]","Share of Tours",0.108125824089597
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[3-4]","Share of Tours",0.108790933669746
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[4-5]","Share of Tours",0.0741129579197786
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[5-6]","Share of Tours",0.0716500476344696
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[6-7]","Share of Tours",0.0397678512780379
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[7-8]","Share of Tours",0.0432164009720115
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[8-9]","Share of Tours",0.0125263644819199
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[9-10]","Share of Tours",0.0114815981924437
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[10-11]","Share of Tours",0.0269757497970253
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[11-12]","Share of Tours",0.013023962692216
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[12-13]","Share of Tours",0.00848689274256975
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[13-14]","Share of Tours",0.00205964280869989
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[14-15]","Share of Tours",0.0113501617056916
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[15-16]","Share of Tours",0.00254756744610888
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[16-17]","Share of Tours",0.0108416429943184
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[17-18]","Share of Tours",0.002115540097062
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[18-19]","Share of Tours",0.000267290724096925
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[19-20]","Share of Tours",0.000396106454487588
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[20-21]","Share of Tours",0.000366307072033049
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[22-23]","Share of Tours",0.00863481159090328
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[24-25]","Share of Tours",0.0012095169786988
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[25-26]","Share of Tours",0.00262782089381893
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[29-30]","Share of Tours",0.00162723625831821
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[34-35]","Share of Tours",0.000567062742744743
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[39-40]","Share of Tours",0.000374594262992796
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[40-41]","Share of Tours",0.00169853271112005
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[42-43]","Share of Tours",0.000904883576072925
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[43-44]","Share of Tours",0.000457150739749944
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Escorting","Distance Bin (miles)","[54-55]","Share of Tours",0.000178386967898823
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[0-1]","Share of Tours",0.186650647629002
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[1-2]","Share of Tours",0.14204201009246
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[2-3]","Share of Tours",0.126074549519745
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[3-4]","Share of Tours",0.103314354427998
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[4-5]","Share of Tours",0.0547965890146611
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[5-6]","Share of Tours",0.0635273664509471
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[6-7]","Share of Tours",0.0581916630727879
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[7-8]","Share of Tours",0.0178976531507368
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[8-9]","Share of Tours",0.0280867383277863
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[9-10]","Share of Tours",0.0248049745115837
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[10-11]","Share of Tours",0.0249357571124483
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[11-12]","Share of Tours",0.031773421505704
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[12-13]","Share of Tours",0.00995150112188332
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[13-14]","Share of Tours",0.00966057068052863
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[14-15]","Share of Tours",0.0179063594738948
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[15-16]","Share of Tours",0.007199021094934
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[16-17]","Share of Tours",0.0191705533024514
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[17-18]","Share of Tours",0.0114192821844093
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[18-19]","Share of Tours",0.00316727953737999
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[19-20]","Share of Tours",0.00439499934140117
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[20-21]","Share of Tours",0.00264405490411543
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[21-22]","Share of Tours",0.00104839451566252
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[22-23]","Share of Tours",0.000687778693401766
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[23-24]","Share of Tours",0.00287480888889752
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[25-26]","Share of Tours",0.00829552415990672
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[27-28]","Share of Tours",0.00927158812173848
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[28-29]","Share of Tours",0.0111150196225016
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[30-31]","Share of Tours",0.00375273722601355
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[32-33]","Share of Tours",0.000737035142749118
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[34-35]","Share of Tours",0.00243270956162111
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[36-37]","Share of Tours",0.000865641080888172
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[37-38]","Share of Tours",0.00450804650220653
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[39-40]","Share of Tours",0.00161230744824397
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[42-43]","Share of Tours",0.000402265266154334
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[50-51]","Share of Tours",0.00157999052222751
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[53-54]","Share of Tours",0.000810128996625339
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[58-59]","Share of Tours",0.000312681073383476
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[59-60]","Share of Tours",0.00150080789797792
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Maintenance","Distance Bin (miles)","[82-83]","Share of Tours",0.000583188822941627
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Shopping","Distance Bin (miles)","[0-1]","Share of Tours",0.209453225621626
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Shopping","Distance Bin (miles)","[1-2]","Share of Tours",0.178208114337606
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Shopping","Distance Bin (miles)","[2-3]","Share of Tours",0.163908209604411
