"source","estimate","dimension_01_name","dimension_01_value","dimension_02_name","dimension_02_value","estimate_name","estimate_value"
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","School","Distance Bin (miles)","[35-36]","Share of Tours",0.00199869685205089
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","School","Distance Bin (miles)","[39-40]","Share of Tours",0.000837260611528283
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","School","Distance Bin (miles)","[54-55]","Share of Tours",0.000110727268070385
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","School","Distance Bin (miles)","[59-60]","Share of Tours",0.000110727268070385
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[0-1]","Share of Tours",0.0268165334512365
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[1-2]","Share of Tours",0.108224089783796
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[2-3]","Share of Tours",0.103876700796472
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[3-4]","Share of Tours",0.0705700808229902
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[4-5]","Share of Tours",0.101358978019234
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[5-6]","Share of Tours",0.039923565655986
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[6-7]","Share of Tours",0.0841802272025836
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[7-8]","Share of Tours",0.0423276163758993
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[8-9]","Share of Tours",0.035286806551085
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[9-10]","Share of Tours",0.0762818046888449
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[10-11]","Share of Tours",0.0134197503497082
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[11-12]","Share of Tours",0.0271796558434012
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[12-13]","Share of Tours",0.0101651802041998
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[13-14]","Share of Tours",0.023731259018334
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[14-15]","Share of Tours",0.024343692691061
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[15-16]","Share of Tours",0.00364588961597508
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[16-17]","Share of Tours",0.0216866735474743
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[17-18]","Share of Tours",0.0138626443336221
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[18-19]","Share of Tours",0.00701489468055273
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[19-20]","Share of Tours",0.0136001629598819
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[20-21]","Share of Tours",0.00293187243654561
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[21-22]","Share of Tours",0.00982599320635273
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[22-23]","Share of Tours",0.00024558364759636
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[23-24]","Share of Tours",0.0109247494798011
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[24-25]","Share of Tours",0.00599759028320385
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[25-26]","Share of Tours",0.00770210990049226
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[26-27]","Share of Tours",0.00202022344858365
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[27-28]","Share of Tours",0.0103316775184705
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[28-29]","Share of Tours",0.00133065429400003
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[29-30]","Share of Tours",0.00688891427843135
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[30-31]","Share of Tours",0.00964294622160502
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[31-32]","Share of Tours",0.0107511837919371
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[32-33]","Share of Tours",0.000683012821799724
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[33-34]","Share of Tours",0.00254777649408146
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[34-35]","Share of Tours",0.0107784320034416
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[36-37]","Share of Tours",0.00475444353618978
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[37-38]","Share of Tours",0.0127818183237622
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[38-39]","Share of Tours",0.00152213117807129
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[39-40]","Share of Tours",0.0103790482531246
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[40-41]","Share of Tours",0.00943303870927477
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[42-43]","Share of Tours",0.001696607831438
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[43-44]","Share of Tours",0.00529717095595427
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[45-46]","Share of Tours",0.000328590450064424
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[47-48]","Share of Tours",0.000259927829246528
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[49-50]","Share of Tours",0.00609273810762859
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[50-51]","Share of Tours",0.0020564541192966
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[53-54]","Share of Tours",0.00502951143591039
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","University","Distance Bin (miles)","[61-62]","Share of Tours",0.000269592851358356
