"ZONE","county","A_ESRI_NEW","A_LODES_NEW","A_LODES_SELF_NEW","A_NETS_NEW","A_NETS_NOSOLE_NEW","F_ESRI_NEW","F_LODES_NEW","F_LODES_SELF_NEW","F_NETS_NEW","F_NETS_NOSOLE_NEW","H_ESRI_NEW","H_LODES_NEW","H_LODES_SELF_NEW","H_NETS_NEW","H_NETS_NOSOLE_NEW","M_ESRI_NEW","M_LODES_NEW","M_LODES_SELF_NEW","M_NETS_NEW","M_NETS_NOSOLE_NEW","O_ESRI_NEW","O_LODES_NEW","O_LODES_SELF_NEW","O_NETS_NEW","O_NETS_NOSOLE_NEW","R_ESRI_NEW","R_LODES_NEW","R_LODES_SELF_NEW","R_NETS_NEW","R_NETS_NOSOLE_NEW","T_ESRI_NEW","T_LODES_NEW","T_LODES_SELF_NEW","T_NETS_NEW","T_NETS_NOSOLE_NEW"
250,"San Mateo",0,0,3.9409652715637,3.992666336057,3.90895059559307,182.435558952058,26.1460617109363,159.174876048999,318.493098733866,271.142850477081,377.41698644507,344.264481442743,495.928578657102,272.464063133683,257.641780025163,58.4932332074203,126.068090218836,224.562619721659,46.6583083036694,40.9158246346002,180.940454884681,67.8911256963787,133.304456513738,412.092858496015,402.96164867298,171.12870267509,41.1964105465787,87.8071412159974,85.9282809141088,75.1393297239113,970.41493616432,605.566169615473,1104.71863742906,1139.6292759174,1051.71038412933
251,"San Mateo",0.523815183714867,0,5.99536494220636,31.1427974212446,28.9262344073887,1568.16948546024,1101.37133869186,1303.74721232376,2045.21568325409,1931.28102523928,1604.75742028722,1484.71091093272,1715.43651970459,1681.82853358777,1615.40416449237,342.468446036993,266.525866243179,416.364956031967,498.006025363655,483.377649171556,446.193477752276,491.914761847911,591.427638341678,1179.73560188045,1154.32719311072,1405.41905817646,926.987482007201,997.896084679352,1460.78077553985,1438.38145471487,5367.53170289691,4271.51035972287,5030.86777602356,6896.70941704706,6651.69772113619
252,"San Mateo",0.785722775572301,0,9.48800273364295,12.7765322753824,9.38148142942338,60.1649183778063,411.866654657494,732.13787430009,868.261186086786,777.210914363908,515.639830831447,425.362523991599,790.498796403957,561.589597753958,555.44824819113,42.4547660376438,445.167771208979,682.296571078067,154.258080514172,150.341867262019,456.614132222074,84.6093456396205,242.094078146673,217.546695066501,207.702322475146,10.8184812035977,82.4170036892251,194.633861624912,88.8576541270898,85.8735196844701,1086.47785144814,1449.42329918692,2651.14918428734,1903.28974582389,1785.9583534061
253,"San Mateo",0,0,2.33044475347865,1.5970665344228,1.56358023823723,51.4313011939312,70.3375181058655,149.002586451574,238.134839976398,209.474981957023,96.0697783678361,131.607590523857,221.292420328012,82.3272708749258,80.3293762816097,2.83031773584292,15.3706248901317,73.614238753576,4.76105186772137,3.80612322182328,71.9972490640615,106.720666895661,145.402092157344,43.1259968193504,39.2432959515253,8.85148462112537,0,27.5627226477064,17.5762392778859,15.6133672153582,231.180130982797,324.036400415515,619.204505091691,387.522465350705,350.030724865577
254,"San Mateo",0.261907591857434,7.5079937576903,16.111128385484,7.1867994049026,7.03611107206753,97.0401909319456,138.030339520319,428.432492359393,851.601547076091,760.570378414051,143.124363690858,380.93774976995,712.020760308687,348.9108146604,338.950782846792,13.2081494339336,7.98440637465288,222.998150222683,96.1732477279717,87.5408341019354,47.3666112263563,66.1353560830492,208.932780748214,393.884104283401,384.775731036907,151.458736850367,0,101.751313045632,30.2701898674702,22.4442153720774,452.459959725318,600.595845505661,1690.24662507009,1728.02670302024,1601.31805284383
255,"San Mateo",0.785722775572301,0,2.7481707164335,2.3955998016342,1.56358023823723,109.655415753099,36.0795042662524,128.845074834367,348.87244045925,318.12789315903,307.815412321434,218.393024733637,324.153619404761,310.687438897041,303.684227406085,30.1900558489911,5.17409456835845,73.8577197861852,39.9928356888595,34.2551089964095,207.46575717144,123.169894752598,168.784861601904,67.0848839412118,65.0864420659445,68.8448803865306,3.74634732144629,36.2496139758211,44.9170559323751,40.0092534893554,724.757244257067,386.562865642292,734.639060319472,813.950254720372,762.726505355062
256,"San Mateo",0,0,1.86471491070801,0,0,403.687194276894,511.241968929185,574.186145433326,746.743819185249,694.987089670497,309.776020043227,960.51880739323,1032.28049114501,358.711680240748,346.787795166949,30.1900558489911,36.3974707401856,83.001336831654,141.879345658097,139.875028402005,132.626511433798,55.4195977670595,86.3706985581119,273.131313189219,267.045843182331,29.5049487370846,9.22386474091089,31.2782901136505,45.8935136700354,44.8884307441548,905.784730339994,1572.80170957057,1808.98167699246,1566.35967194335,1493.58418716594
257,"San Mateo",0,0,1.98124462637821,7.985332672114,6.25432095294892,1624.45279620077,2104.91371261977,2171.79139496387,2515.60549061487,2425.60282845562,3311.46644210766,3597.78707879292,3674.03329181809,3713.54796839397,3589.35164263193,234.916372074962,477.544026176039,527.060259854416,383.740780538343,373.951606544137,689.657859455747,445.193504251277,478.078800427452,908.520999660982,884.40988924901,915.636909140857,596.497895511377,619.930545460537,730.390387769925,703.577360142079,6776.13037897999,7221.93621735138,7472.87553715074,8259.79095965021,7983.14764797572
258,"San Mateo",0,0,4.79615676755567,0,0,212.518018140961,137.714092706567,299.610228349053,422.370847859373,370.986066176223,656.803586800512,561.609079629738,746.184364141506,852.675305490303,823.865920156509,76.4185788677588,26.7033083088505,146.571201500088,74.2724091364534,70.4132796037306,58.7345979206818,76.206677746931,155.814735080446,295.173489341332,286.188914378197,107.201313744741,174.979562013421,231.704845271791,187.479885630783,180.529558427579,1111.67609547465,977.212720405508,1584.68153111044,1831.97193745824,1731.98373874224
259,"San Mateo",0,0,0.709656573677151,0,0,98.0105928412651,48.7469123468138,72.701645788559,263.614287875108,224.157807795132,480.348891839181,980.163902754181,1007.47432448146,520.425962316495,505.487294650129,44.3416445282057,71.9043838876159,89.6404676935973,65.7025157745549,59.9464407437166,62.5239268187903,62.2837832553695,74.0628772137991,151.420166610164,140.701573289615,207.518139450828,147.126132580405,155.519409136816,140.609914223087,134.665292232464,892.74319547827,1310.22511482438,1400.10838088791,1141.77284679941,1064.95840871106
260,"San Mateo",0,0,1.94524901672059,0,0,380.397548453227,169.190850682,234.853487232955,250.874563925753,218.284677459889,671.508144713956,679.209611307031,754.070569384184,442.019037673709,425.15791836852,226.425418867434,97.0533802315586,145.669994047011,85.6989336189847,81.8316492692005,353.354919748618,46.1622931137299,78.4501232986425,224.255183460622,210.573783154526,291.115494205901,85.4979991741531,108.504920513335,129.868879108824,121.003595919026,1922.80152598914,1077.11413450847,1323.49434349285,1132.71659778789,1056.85162417116
261,"San Mateo",0,0,2.52748912485893,3.992666336057,3.90895059559307,207.666008594364,200.725482124592,286.041859804551,369.451994531285,347.493544835249,398.003367523892,330.414211680387,427.682096557927,612.554098771769,604.429575192112,96.2308030186592,68.1125662321565,131.28080929503,208.534071806196,198.869938340266,143.047165903596,177.449425082351,219.401452281026,407.301081071643,397.21872731422,35.4059384845015,32.4086328472208,62.3018459944507,104.480977929655,103.438557801748,880.353283525013,809.110317966707,1129.23555305784,1706.31489044661,1655.35929407919
262,"San Mateo",0,0,1.78560143172896,0,0,163.027520765669,126.047610694825,186.321280969773,208.735477016349,187.940170727796,190.17894901388,307.421154963441,376.138235796885,243.061466392638,223.354851124476,45.2850837734867,19.8934427789457,64.5200661513277,73.3201987629091,70.4132796037306,73.8919135131158,23.8593559975249,53.4973073909133,170.587276307653,164.630412284448,63.9273889303499,33.3508393378239,54.4695708368771,68.3520416362229,64.4051397633525,536.310855996501,510.572403772561,736.732062577506,764.056460115772,710.743853503803
263,"San Mateo",0,0,1.13247848360083,0,0,38.8160763727782,221.24780737531,259.475058709856,71.538449869453,52.8581730171928,31.3697235486812,600.570970102479,644.153269106565,61.7454531561943,50.9405800810208,25.4728596225863,297.343586339528,325.647041896262,81.8900921248076,78.0255260473772,56.8399334716275,240.284509199519,259.081728811131,236.71380476399,230.674007910186,7.86798632988921,22.0545237939755,35.4486153301047,33.1995630804511,31.2267344307164,160.366579345562,1381.50139681081,1524.93819233752,485.087362994896,443.725021486493
264,"San Mateo",0.261907591857434,0,1.99609183444777,1.5970665344228,1.56358023823723,243.570879239184,546.404023621244,613.782879243871,707.54466857185,655.83288743554,761.696099916415,592.538687782053,669.356280723783,1529.91511709237,1513.52300433033,62.2669901885442,38.9068762903236,88.7941786466699,146.640397525818,143.681151623829,98.522551350821,131.391286716392,164.523021332453,501.219918589339,487.19116193479,117.036296657102,79.5583823027568,103.166633702028,128.892421371163,122.955266820946,1283.35472494392,1388.79925671277,1641.61908548325,3015.80958968497,2924.74705238367
265,"San Mateo",3.1428911022892,0,2.93005920263685,5.5897328704798,5.4725308338303,1585.63671982799,6553.63641540282,6652.54170251093,2304.91005606786,2247.45120828657,885.214386389347,911.414015163653,1024.17440586261,657.638080441372,645.573889872936,192.461606037318,431.53700300611,504.76647413632,912.217537855415,905.85732679394,443.351481078695,2285.73104880757,2334.36505563821,1796.9165341396,1789.87715681347,1844.05929606778,873.775091569831,908.429596476282,853.424062715126,850.928513237021,4953.86638050343,11056.09357395,11427.207293827,6530.69600408985,6445.16062583777
266,"San Mateo",0,0.625449183766342,4.07007226492266,8.7838659393254,7.81790119118615,8522.06956764346,7899.04574992808,8015.32034073307,4394.22478376202,4300.11026045422,2031.18959977711,1327.26636522205,1459.82923087756,2170.89172604715,2152.23950842313,3435.06229206802,1030.51810111467,1116.60780409712,1427.36334994287,1421.58702335099,4748.02910932995,6383.73771576444,6440.9126091274,3270.86726987651,3247.62202837867,2077.14839109075,592.317054408502,633.057428309269,608.333170562384,602.09047324225,20813.4989599093,17233.5104356215,17669.7974854093,11880.4641661303,11731.4671950404
267,"San Mateo",0,0,3.01231395907979,0,0,80.5433584735149,38.0274954714311,139.70932385034,383.171697245974,350.43011000287,318.598754791293,371.38998837626,487.315870907261,488.083105901346,469.241112669403,6.60407471696681,7.47902038241562,82.7642425728219,97.125458101516,95.153080545582,161.993810394138,58.3051398743691,108.304435973939,173.462342762276,167.501872963828,56.0594026004607,0,35.6273514134998,34.1760208181115,31.2267344307164,623.799400976374,475.201644104476,856.733538676942,1176.01862482922,1113.5529106124
268,"San Mateo",0,0,1.02000791964101,0,0,144.589884488599,142.006513981449,176.437277719552,223.435158496374,191.855590951292,254.879003833035,436.043416606826,475.297398721332,464.56102850851,454.546714569109,69.814504150792,37.8555612925677,63.3480975651168,31.422942326961,30.4489857745862,523.8747201635,206.580752335257,223.51115158674,171.545631792527,165.587565844241,21.6369624071953,5.1164665375995,17.1803420470117,26.3643589168288,21.4683799211175,1014.79507504312,827.602710753699,956.794275559394,917.329120041201,863.907237060346
269,"San Mateo",0,0,1.91542414622614,6.3882661376912,6.25432095294892,84.4249661107927,50.7278632621895,115.38374971862,302.813438488507,275.058270700577,240.17444591959,150.165971551643,223.879149390611,289.125534620275,285.071323145712,22.6425418867434,2.07851099245707,49.9497270729867,57.1326224126565,51.3826634946143,88.1018968810226,4.05092739252842,35.8437153769133,96.7939039723199,90.9295881803636,27.5379521546123,65.3154210859326,87.969596610302,120.10430173222,112.221076860387,462.881802952761,272.338694284751,514.94136231566,872.358067363669,820.917243334603
270,"San Mateo",0,0,1.111593066632,0,0,25.2304496423059,53.0202086814114,90.5424646493743,152.876687392256,125.293447151864,43.1333698794366,65.4190318016984,108.197576473722,69.586145620473,64.6553516412956,9.43439245280973,0,27.7814770118682,12.3787348560756,12.3699004709257,9.47332224527125,94.6873024833583,113.137859641663,43.1259968193504,39.2432959515253,12.78547778607,0,13.1470747577075,85.9282809141088,82.9460133315904,100.057012005893,213.126542966468,353.918045600968,363.895845602264,324.508008547201
271,"San Mateo",0,0,1.71956416610852,0,0,207.666008594364,156.218914277571,214.263470987119,255.774457752428,208.496126901149,139.203148247273,80.9999523030225,147.175655178864,173.475320772165,165.556885263318,47.1719622640487,2.97570961536522,45.9518973815592,37.1362045682267,34.2551089964095,117.469195841364,6.16199895701349,34.7038438879895,86.2519936387009,81.3580525824306,39.3399316494461,10.557480896076,30.8951739972044,31.2466476051305,26.347557175917,550.850246596495,256.914056049049,474.709605598845,583.884624336651,516.013730919224
272,"San Mateo",0,0,1.89095557297842,0,0,90.2473775667094,35.7649925242315,99.5949327813454,332.212801448556,292.677661706308,350.948782200871,482.847012234659,555.61854156469,338.129862522017,327.195264366557,27.3597381131482,15.0729532154264,62.3326387587475,121.882927813667,116.08675826561,35.0512923075036,27.4180940117092,58.8047452336032,101.585681396692,95.7153559793301,127.8547778607,62.1353342163372,84.5001141234085,114.245555306258,108.317735056547,631.461968048932,623.238386202363,862.741928034773,1008.05682848719,939.992775374352
273,"San Mateo",0,0,1.75782630102543,59.889995040855,58.6342589338961,41.7272821007366,32.4190557785355,91.755165722202,305.753374784511,277.015980812325,15.6848617743406,32.5928214790529,100.24100425507,41.1636354374629,33.3073023606674,18.8687849056195,5.54433565687138,49.4767893926255,49.5149394243023,47.576540272791,23.6833056131781,10.80566870577,39.9826000982172,336.382775190933,333.089438808069,3.93399316494461,0,20.7902284427406,8.78811963894295,8.78251905863898,103.898227558819,81.3618816202299,304.003614211881,801.492839517008,758.406040246387
274,"San Mateo",0,0,3.37284757424859,0,0,672.488523158383,1043.88235394583,1157.73413462069,1193.614136178,1156.02782098712,315.657843208604,247.424295628931,377.224952864127,390.074450097863,380.095097527617,105.665195471469,18.678814801542,102.974669248018,183.776602094045,180.790853036606,161.993810394138,306.270087713783,362.253629553853,395.800815253149,384.775731036907,211.452132615773,64.2122361763504,104.103704138951,142.562829698408,135.641127683424,1467.25750484837,1680.46778826644,2107.66393799988,2305.82883332146,2237.33063027168
275,"San Mateo",2.88098351043177,0,2.40735600742519,0,0,846.190464926566,250.90836565201,332.169603265077,759.483543134604,715.54304584385,557.792896849987,577.400932020056,670.045614320145,573.350636450376,554.468621651111,544.364444527121,485.966296768134,546.132114266712,292.328584678092,285.459241636746,306.935640746789,323.632248599551,363.590270063256,402.509303647271,383.818577477114,811.386090269825,170.228053622722,198.700423906508,356.407074246019,344.46991418884,3069.55052083072,1808.13589666247,2113.04538182912,2384.07914215636,2283.75940079766
276,"San Mateo",0,0,1.35417294395421,0,0,16.4968324584308,31.8683164291834,77.5789504311507,98.9778552988322,85.1603898610328,113.715247863969,138.836230755026,190.950218792133,33.3229429731843,31.3480492806282,10.3778316980907,57.4536406025856,91.2977924256489,41.8972564359481,38.0612322182328,17.0519800414883,14.2513182101365,36.7282893740175,66.1265284563373,62.2149813865646,22.6204606984315,47.6506785286995,63.6668030111715,10.7410351142636,7.8066836076791,180.26235276041,290.060184525631,461.576226978076,251.065618278565,224.591336354137
277,"San Mateo",0,0,2.89090002696272,0,0,62.1057221964452,1166.92679811585,1264.51025203046,282.233884416472,237.861778577367,362.712428531626,519.872061288555,631.125450373179,321.468391035425,302.704600866066,21.6991026414624,60.5607036259934,132.811489505771,133.309452296198,126.553597125624,244.411713927998,45.7875673373836,93.7715983533668,175.379053732025,156.016030246308,194.732661664758,31.7530820137065,65.9444420648215,168.927188615237,162.964520310301,885.66162896229,1824.90021238149,2191.05413235456,1081.31797009536,986.100527125667
278,"San Mateo",0,0,1.94711414767822,1.5970665344228,1.56358023823723,3192.62228166101,1175.37468217502,1241.1002769463,6069.00849371949,6023.87401384823,1144.99490952686,1350.66027570591,1425.59301147796,1931.75060588665,1906.3532468782,102.834877735626,53.8987297277754,102.561957807367,171.397867237969,166.517890954768,221.675740539347,679.299255492723,711.618043684099,666.057061987746,658.521649137791,666.811841458111,944.598659112476,967.627639797717,830.965534748939,819.701778806305,5328.93965092096,4203.8316022139,4450.44804386113,9670.77663011521,9576.53215986353
279,"San Mateo",0,0,1.1421957470467,0,0,1195.53515228157,1035.02097837225,1073.57623971088,1229.87335049539,1195.18202322208,921.48562924251,364.66546946354,408.621727608688,410.656267816594,396.74874870795,546.251323017683,256.318567320962,284.864881473294,126.643979681388,123.699004709257,249.148375050634,1091.25813381352,1110.21664349613,651.681729714629,639.378577941925,1371.98011627443,206.85137217811,220.360392092976,447.21764384843,433.27094022619,4284.40059586683,2954.11452114839,3098.78208012901,2866.07297155643,2788.2792948074
280,"San Mateo",1.04763036742973,4.24338460329729,5.6566648083102,4.7911996032684,4.69074071471169,2028.13999047766,1388.77180116952,1436.47762373967,2583.22402542299,2504.89008798141,655.823282939616,913.945292024485,968.333963741747,1003.60863542767,969.830274619434,200.009119999566,148.466005539859,183.787394909313,318.038264763788,311.150573384053,183.782451558262,106.712031677129,130.170082996483,873.061846720628,852.823821775831,546.8250499273,410.932369602948,427.647569676289,359.336447459001,342.51824328692,3615.62752526984,2973.07088461724,3152.07329987181,5142.06041939734,4985.90374176236
281,"San Mateo",0,0,1.85537313437819,4.7911996032684,2.34537035735584,1203.29836755613,1062.29639562369,1124.92523683728,1174.0145608713,1136.45071986964,1069.51151223785,1365.91037081616,1437.31254567207,1373.1012678068,1351.88462522709,66.9841864149491,27.3191042375234,73.689496090849,104.74314108987,96.1046113510378,476.508108937144,135.644777007959,166.440820176481,685.224171685235,666.178877616137,156.376228306548,65.9354351003734,87.8793730695257,86.9047386517691,83.9218487825503,2972.67840345262,2657.10608278571,2892.10284498058,3428.77907970824,3336.88605320382
282,"San Mateo",0,0,1.75779492650376,5.5897328704798,5.4725308338303,1013.09959332951,3528.33370622693,3587.66875711142,913.340209292194,881.94840534242,488.191322726351,658.515843404658,726.162818763665,809.55149693677,797.416003575979,657.577153960838,98.7540682070562,142.685737815436,561.804120391122,554.742459580743,977.646855711993,297.319008675096,326.495419303765,571.179868985175,561.849139598668,185.881177043633,179.292924214846,200.08278158368,73.2343303245245,68.3084815671921,3322.39610277233,4762.21555072859,4984.85330950447,2934.69975880027,2869.73702049883
283,"San Mateo",0,0,2.04613007527855,0.7985332672114,0,28.1416553702642,39.9628681280427,109.030784016516,191.09585924032,158.574519051578,191.159252874776,248.093398362484,326.836662833612,381.253671075549,375.196964827518,7.54751396224778,12.7719440904986,63.909826608852,18.0919970973412,13.3214312763815,31.2619634093951,18.1902804614274,52.1525648985184,74.7517278202074,62.2149813865646,52.125409435516,75.6883364981624,99.8884020358027,27.3408166544892,25.3717217249571,310.235795052199,394.706827540615,653.86437046858,693.332605155118,634.679618267
284,"San Mateo",0,0,1.79927127427229,0.7985332672114,0,526.928236760465,245.375819441128,306.110920563703,794.762778686663,749.802972799438,2444.87782907534,1344.84196136555,1414.08511238372,756.626822802889,732.760651934684,213.2172694335,22.7258677971904,67.694134553085,100.934299595693,93.2500189346703,2637.37291308352,26.0539567571966,55.9188043221804,514.636895377582,496.762697532723,2613.15495981446,1283.96292884722,1305.24333681516,2310.29900730433,2299.06832246149,8435.55120816728,2922.96053420829,3150.85157991211,4478.05833703437,4371.64466366301
285,"San Mateo",0.785722775572301,0,3.23899656489341,0.7985332672114,0,11.6448229118335,7.94838717947775,117.281975014385,241.074776272403,215.348112292267,160.769833186991,135.005680376353,259.655215717235,248.941985740847,241.967755384849,11.3212709433717,4.52517205222533,85.4757566773599,29.5185215798725,22.8367393309397,25.5779700622324,12.026404406013,65.788246801441,207.963140217757,198.130786877213,16.7194709510146,26.6884957740813,64.9968761129713,14.6468660649049,9.75835450959887,226.819090831015,186.19413978815,596.437066888285,742.943823142996,688.041748394867
286,"San Mateo",0,0,4.36633689323805,1.5970665344228,0,290.150170886517,195.636712666511,343.024111408426,712.444562398525,632.340366094565,714.641514593393,1104.46373572583,1272.49783331734,832.093487771571,794.47712395592,75.4751396224778,67.8274430872567,176.953067982616,108.551982584047,98.9592037674052,126.942518086635,92.5349125961401,165.00868995173,323.924153887565,308.203446253443,423.887763522781,336.276677415642,387.91837911019,153.303864812671,141.496140389184,1631.0971067118,1796.73948149138,2349.76841866354,2131.9151179888,1975.47628046052
287,"San Mateo",0,0,1.41656738854526,3.992666336057,3.12716047647446,239.689271601906,163.39476355354,211.211546281333,555.64795994493,509.004629054449,928.347756268784,772.004018146393,826.519193826125,1176.1038696418,1143.22417220291,178.310017358104,58.8489698757116,94.2525141420244,182.824391720501,179.83932223115,297.462318501517,161.731538446824,185.244151430401,470.552543073357,463.262322939958,195.716159955994,138.075870658987,154.829949031356,224.585279661875,216.635470113095,1839.5255236863,1294.05516068145,1473.47392209978,2613.70671037852,2515.09307701803
288,"San Mateo",0,0,6.01099931493342,3.1941330688456,1.56358023823723,81.5137603828343,83.0105334350966,285.914151394465,380.231760949969,327.91644371777,693.074829653675,960.379856018055,1191.70713794911,1166.30300406145,1151.06118452307,22.6425418867434,38.9312671678749,189.161098838338,40.9450460624038,39.9642938291444,38.8406212056121,571.5126718714,671.285052401575,233.838738309367,218.231011632873,27.5379521546123,6.36514881561799,77.4586629209207,93.7399428153914,89.7768614883096,863.609705283477,1660.19947730804,2421.53710281934,1918.25262526743,1828.5133754294
289,"San Mateo",0,0,3.4400625452414,0.7985332672114,0,46.5792916473339,143.504143129693,259.624791272492,468.429849830117,406.224848187685,84.3061320370807,195.51057843387,327.897936437142,141.132464357016,122.453317502454,19.8122241509004,10.5508548153756,96.5265786560967,106.647561836959,98.0076729619494,73.8919135131158,38.5559184026167,95.6551146142586,135.128123367298,115.815580734989,82.6138564638368,2.67380275988697,43.3602381210848,40.0347672440734,33.1784053326362,307.203417812268,390.795297541442,826.504721646316,892.171299902674,775.679824719714
290,"San Mateo",0,0,2.84801314348721,0.7985332672114,0,33.964066826181,26.3280648423648,122.463855337924,251.854542691088,226.11551790688,73.5227895672215,26.4691829138426,136.072113286845,178.375753562339,170.455017963416,9.43439245280973,1.29451158395072,72.4734475186804,44.7538875565809,40.9158246346002,18.9466444905425,54.2433539055786,101.515535487934,64.2098174865884,57.4292135875981,14.7524743685423,2.62444604266871,36.3085727544414,43.9405981947147,40.9850889403153,150.620367705297,110.959559288405,471.681537529312,583.933132758523,535.900663032809
291,"San Mateo",0,0,2.6818767179948,1.5970665344228,0,352.255893082963,596.521770191911,687.04956107857,1050.53723643909,998.432156991419,569.556543180743,2924.42538502163,3027.63472163005,1403.48395110588,1386.17155412778,253.785156980582,26.9463665143164,93.9731397339296,576.087275994286,568.063890857124,154.415152597921,32.3183351745076,76.832934232611,1019.69023590642,1013.62561982111,159.326723180257,220.621519259139,252.340711075676,99.5986892413534,92.7043678411893,1489.33946902246,3800.83337616151,4140.51294446883,4150.99445522145,4058.99758963861
292,"San Mateo",7.85722775572301,0,1.32411255022281,1.5970665344228,1.56358023823723,27.1712534609448,15.0357302194296,59.7316639484772,172.476262698955,144.870548269343,163.71074476968,186.892702553385,237.849846476671,694.881369646695,688.6774576338,0,0,33.0928677763331,23.8052593386069,19.9821469145722,797.653733051839,31.4363573474595,53.4143770250536,656.473507139001,647.992959980065,13.7689760773061,0,15.6605930784932,13.6704083272446,8.78251905863898,1010.16193511549,233.364790120274,401.073460855251,1562.90387368493,1511.86921209466
293,"San Mateo",2.09526073485947,25.752439552014,27.354186196321,14.3735988098052,10.9450616676606,138.767473032682,74.609619200613,128.677199673755,285.173820712477,237.861778577367,571.517150902535,321.815062090688,383.45667576534,627.255397142292,608.348081352191,158.497793207203,197.622597340493,237.654232039762,177.111129479235,173.178606592959,154.415152597921,62.2710271432875,88.8573012943599,553.929470257434,538.877454163628,62.9438906391137,45.5832661230572,64.5275034593115,53.705175571318,44.8884307441548,1088.23672111432,727.654011450153,930.527098428849,1711.54859197256,1614.09941309796
294,"San Mateo",0,6.85239320982312,13.7510000846484,11.977999008171,10.9450616676606,113.537023390376,79.9710006862912,312.836156785037,363.572121939275,309.318197656165,844.041624231703,949.584986529387,1215.07095547628,894.819027485801,885.582392177746,56.6063547168584,24.4425011652469,196.855854630615,57.1326224126565,49.4796018837026,115.574531392309,151.196870481714,265.702029138645,309.548821614449,291.931835736957,47.2079179793353,64.6354490672247,146.226908235069,60.5403797349403,53.6709498027938,1176.96745171058,1276.68320113969,2150.44290435029,1697.59097219529,1600.92803892502
295,"San Mateo",0.261907591857434,294.480569837033,297.412444277246,46.3149294982612,41.4348763132866,227.074046780753,72.2048751788823,171.171436336843,530.16851204622,501.173788607457,387.220025054033,267.109972760385,379.940221057481,239.141120160499,225.314104204515,655.690275470276,58.5956289756756,131.870467410258,139.022714537464,131.311251152903,240.62238502989,66.5048972891107,115.16903398081,255.880914461479,246.945618426672,435.689743017615,235.492948396407,270.168922548064,142.562829698408,137.592798585344,1946.55838294442,994.388892437493,1365.7325256107,1353.09102040233,1283.77243729018
296,"San Mateo",13.881102368444,88.3321551632141,95.5361559431926,202.827449871696,193.883949541416,672.488523158383,925.627046026783,1168.80089208069,1297.4918853035,1205.94942883669,2065.50023490848,2187.97204453423,2465.21079172914,1972.91424132411,1936.72166961881,645.312443772186,152.213036467864,332.258943617007,297.089636545814,280.701587609467,406.405524322137,200.737617965533,320.311796816968,931.521531297969,903.552960444876,391.432319911988,267.445718781426,352.649144074396,310.513560575984,288.847293484127,4195.02014844161,3822.32761893905,4734.7677242614,5012.35830491908,4809.65688953539
297,"San Mateo",95.672327809292,443.884245240685,448.606080431023,167.080245265881,152.598096225288,106.572906199348,61.1392053605673,220.52658728012,394.988687085648,362.237834351568,715.214890922303,374.996766061043,556.711859189349,428.544901284804,421.434484908379,109.668305817256,778.211397084204,896.221809106355,178.600422365455,171.865158683693,168.175652998655,50.3790926766225,128.753538043932,368.122867056231,351.441895729267,185.218955634893,50.6642572277867,106.510521570762,55.7630374077666,49.7877824681393,1380.52303938175,1759.27496365091,2357.33039562154,1593.10016046579,1509.36525236633
298,"San Mateo",3.80154944937584,92.8126063115448,100.785452011571,696.624192010204,686.691433013794,366.223259485032,501.781138104249,770.907643234277,1374.63884663966,1237.0763776912,719.086148789271,743.633418974768,1050.46039206403,838.626416799969,810.824412208517,34.728296842131,68.2375368631575,267.49879188839,201.400476284449,191.805315216055,147.878591429851,48.6551222118562,180.99082105566,618.407461853721,607.478512285492,119.277128497863,82.682607248044,176.979343703497,92.6064728378982,86.6307414945624,1390.99497449352,1537.80242971362,2547.62244395742,3822.3038664259,3620.50679190962
299,"San Mateo",9.50387362343961,26.1160000874004,32.0503787525725,40.17229940819,35.4245580522989,136.607088855528,211.915201380324,412.232459529544,491.780469317032,430.584595549977,374.544198629136,566.519961143006,794.89857418883,435.347201305198,424.347626509128,31.0726866482225,9.81703425943189,158.131925216538,67.450159510358,66.4671884412071,167.209126257283,184.716902336678,283.21751020079,356.436426832223,341.706663160589,31.0314480644846,182.062384150567,252.249687664391,153.348352871358,149.363347404418,749.968422078094,1181.14748335741,1932.78053555266,1544.53490924436,1447.89397911762
300,"San Mateo",1.26718314979195,15.0663599689297,19.7948831922174,41.0853062129216,37.2412020549809,223.803103018631,149.341129155511,308.954268226479,681.453254699745,634.648496842369,99.6848900744212,640.298973851421,822.271449222284,739.507187931374,733.14063618854,16.4502458725884,25.2281485496923,143.405711158888,47.500112331238,42.7289068550617,139.179850757507,67.4256077156076,145.911063072019,444.084728512278,430.297279535557,91.1548786894237,27.6573462463431,83.5827115407452,31.8645928044381,27.881158182158,571.540151562363,925.017565487505,1523.92008641263,1985.49518249199,1905.93767965867
301,"San Mateo",1.26718314979195,0,6.1013694923708,1.82601360946318,1.816644002682,190.862386557014,53.4113171979606,259.365415617728,529.910565347578,457.92330002934,600.044969380011,469.220807295218,704.025894898662,661.766616269732,643.804293765565,52.0924452631965,2.68573479334263,155.174142090444,123.500292061219,118.691407930727,99.5522543612725,124.17090964712,225.443281652833,321.377106160201,305.686302656482,51.3958358568027,72.5180527171645,144.680396337783,123.475297117198,110.528877079269,995.215074568089,722.006821650806,1494.79050008982,1761.85589056539,1638.45082546407
