"ZONE","county","A_ESRI_NEW","A_LODES_NEW","A_LODES_SELF_NEW","A_NETS_NEW","A_NETS_NOSOLE_NEW","F_ESRI_NEW","F_LODES_NEW","F_LODES_SELF_NEW","F_NETS_NEW","F_NETS_NOSOLE_NEW","H_ESRI_NEW","H_LODES_NEW","H_LODES_SELF_NEW","H_NETS_NEW","H_NETS_NOSOLE_NEW","M_ESRI_NEW","M_LODES_NEW","M_LODES_SELF_NEW","M_NETS_NEW","M_NETS_NOSOLE_NEW","O_ESRI_NEW","O_LODES_NEW","O_LODES_SELF_NEW","O_NETS_NEW","O_NETS_NOSOLE_NEW","R_ESRI_NEW","R_LODES_NEW","R_LODES_SELF_NEW","R_NETS_NEW","R_NETS_NOSOLE_NEW","T_ESRI_NEW","T_LODES_NEW","T_LODES_SELF_NEW","T_NETS_NEW","T_NETS_NOSOLE_NEW"
11,"San Francisco",0,0,1.25691005741513,0,0,1022.81543400839,4411.64490499982,4524.28377137489,2090.3483243864,2038.98501574558,3254.56915609475,3474.69779562725,3579.8181379729,2962.20603011375,2933.69891138803,281.768638153495,325.952240550739,357.015350568196,352.832410304554,344.717391117902,3566.33964416178,2000.86604985636,2049.8979277055,2156.3281034213,2143.77433632961,4292.02918777701,3953.50130030308,3979.74686673552,2706.75178670754,2681.35462895174,12417.5220601954,14166.6622913373,14492.0189644144,10268.4666549335,10142.5302835329
12,"San Francisco",0,0,0.549470563880201,101.681510056316,95.0989679997483,2484.67879332248,9259.00770182157,9308.24888742335,6912.33468059349,6778.56679546514,5297.63353432496,9953.88686428645,9999.84125334014,5224.59333939545,5174.69165841487,212.655575964902,154.450830518744,168.030373841252,403.618893605967,384.697500912504,746.862506640585,789.454591460812,810.889357943052,2654.46412371728,2632.97724633704,1287.90212811627,1624.23597227537,1635.70947915194,533.060448023244,521.829159386659,10029.7325383692,21781.035960363,21923.2688222636,15829.7529953917,15587.861328516
13,"San Francisco",0,0,0.275043935250034,0,0,12624.8279813406,14271.1866740208,14295.8349270021,9392.77628323484,9310.80699850601,2635.07198037958,1833.88145182991,1856.88446024965,1329.95002346061,1318.6927548179,451.893098925417,809.051139490909,815.848539169512,1184.12695276452,1179.85746238292,818.037459624123,1109.47591810801,1120.20534186969,2151.48242229002,2136.99330589386,1135.34880086788,381.843711504285,387.586909939094,417.387294745144,413.034519145529,17665.1793211376,18405.4388949539,18476.6352221653,14475.7229764951,14359.3850407462
14,"San Francisco",3,10.7393387268475,11.0570445881133,8.62752206538438,6.95846107315231,15932.8438639892,17691.558853165,17720.0302842293,11897.8449867761,11837.1399537948,1396.07762894924,733.768384570004,760.339378018941,725.338057075566,715.273079064172,6964.47011285055,5601.36641311486,5609.2181540278,1215.31163549346,1210.06465644996,2416.15240394782,1262.00754917187,1274.40120843941,5585.13207191773,5578.85061135211,1149.03948408248,329.104900250971,335.738923297116,480.043586104115,476.578291321764,27861.5834938192,25628.5454389996,25710.7849926007,19912.2978594324,19824.865053056
15,"San Francisco",5,0,0.267454817382311,10.476276793681,9.85781985363244,8067.13893935869,14258.440658068,14282.4088069891,7789.05947263114,7729.63368354348,1717.11657737849,1755.3853974462,1777.75369802535,2180.92173588892,2163.48030087311,653.029831192221,73.1076963846989,79.7175396014292,289.572053911565,285.191449868161,1456.71403772973,1566.9959874442,1577.42936082577,3381.31629340985,3372.10956383342,535.892457257189,126.105841361979,131.690571260407,231.3463065562,229.142693605212,12434.8918429163,17780.0355807051,17849.2674315194,13882.6921391913,13789.415511577
16,"San Francisco",21,0,1.22252888712784,62.8576607620862,58.5670473656986,9352.99199454132,15219.594137618,15329.1519115768,11271.3315398818,11129.2547648421,1765.22333111866,3146.26213358147,3248.50704313897,5356.11607234285,5320.88601888203,839.989525061364,681.599634812274,711.813053104486,852.678324902671,839.582305686644,7689.74192034138,4618.63257866714,4666.32325208252,4767.18109695702,4748.65874228998,3367.90807079153,136.322941636875,161.850594099665,1582.794314022,1570.30140029454,23036.8548418543,23802.4114263158,24118.8683828896,23892.9590088684,23667.250279361
17,"San Francisco",0,0,1.53136523660589,5.54626418488996,5.21884580486423,1910.68963484932,6236.04885463303,6373.28321220687,3434.9880335228,3328.73410827417,633.241962498073,1191.7893463525,1319.86345712801,1242.59537247316,1226.462755597,230.376873961977,1046.39619857732,1084.24215783349,609.437799616956,602.366987572005,1544.0219800562,3089.0653632797,3148.8036976026,2349.1862124464,2320.08112765902,903.585092163581,294.543808256703,326.520279295777,257.372766043773,254.175088704941,5221.91554352915,11857.8435710993,12254.2441693034,7899.12644828798,7737.038913612
18,"San Francisco",7,6.12212423635326,6.40292442696231,17.2550441307688,15.6565374145927,1379.72521738607,2474.4335611107,2499.59766490755,3417.25652087485,3327.74956698216,2000.84824739701,2370.00818272644,2393.49260947074,1574.34674363898,1547.30541246118,544.929913410062,807.914754637132,814.854413654381,766.252204196758,755.179851675817,1879.9677581385,2274.76175956802,2285.71573401093,1139.70420207795,1125.65105233394,526.113397818189,459.153922385946,465.017317314955,342.199745114379,336.011764992517,6338.58453414984,8392.39430466459,8465.08066378552,7257.01446003369,7107.5541858602
19,"San Francisco",0,0,0.317203731047802,0,0,1152.86749206108,3598.19050183874,3626.61693415534,1292.43025522854,1263.16647764441,682.330486722729,815.562293174545,842.091291494151,1822.66951554713,1805.35317623879,706.193725183446,1101.38443697814,1109.22376831084,915.047690360547,894.666012514762,4002.87935579414,2125.22694802249,2137.60101926352,2764.94565351055,2757.94195008152,2213.00115104565,1404.92265842683,1411.5461964809,1223.24359591591,1209.25724020229,8757.27221080705,9045.28683844074,9127.3964134358,8018.33671056267,7930.38485668177
20,"San Francisco",0,0,1.24221691088832,1.23250315219777,1.15974351219205,882.98502572617,1013.77052679797,1125.09265665836,1136.78697754096,1071.18092570313,1964.52273947076,1365.05224554305,1468.94374213007,1245.53991127049,1224.50041518805,841.761654861071,458.448946790026,489.148932314706,764.470222326533,752.514511022844,1414.00906593961,1102.0021849504,1150.46088529852,1369.38948770081,1360.08096168403,689.423690449486,539.790355197997,565.729113716054,382.685348761714,369.709219934459,5792.7021764471,4479.06425927945,4800.6175470286,4900.1044507527,4779.14577704471
21,"San Francisco",0,0,0.457936361854662,47.4513713596141,44.650125219394,1199.8035731628,10097.0029597839,10138.0412443985,2891.22164565226,2842.37071002293,1096.63763117883,3386.45419435666,3424.7532173032,1926.70988638611,1908.37604770894,624.6757543969,967.32360217539,978.640981255433,236.112597804815,230.107743040043,400.477735454037,1503.52998365548,1521.39401427937,3264.05081003278,3251.98845325734,564.251729630288,321.132346658676,330.694525858355,374.009862265857,367.783651080634,3885.84642382286,16275.4430866301,16393.9819194568,8739.55617350143,8645.27673032927
22,"San Francisco",9,20.3443918105638,20.5548647992467,8.62752206538438,5.79871756096026,10768.8971077766,12777.0289966672,12795.8906794964,11803.2769193204,11696.3505490379,1664.10097121587,2820.83824742726,2838.44093307237,3463.75913859225,3445.86975812534,719.484698681253,911.760678816305,916.962280605222,528.357624521718,521.518321098476,946.15237499449,304.225271196605,312.435791759122,1560.30932427339,1548.98109525126,965.19316662928,370.132327529406,374.527218614984,429.918553016939,425.550716695393,15072.8283192975,17204.3299134474,17258.8117683474,17794.2490817901,17644.0691577693
