"TAZ1454","emp_sec11","emp_sec21","emp_sec22","emp_sec23","emp_sec3133","emp_sec42","emp_sec4445","emp_sec4849","emp_sec51","emp_sec52","emp_sec53","emp_sec54","emp_sec55","emp_sec56","emp_sec61","emp_sec62","emp_sec71","emp_sec72","emp_sec81","emp_sec92","TOTEMP","AGREMPN","FPSEMPN","HEREMPN","MWTEMPN","OTHEMPN","RETEMPN"
476,0,0,0,90,13,19,449,5,40,103,74,123,2,266,327,409,19,216,75,64,2294,0,568,1046,37,194,449
477,0,0,0,33,14,4,151,8,16,9,18,34,0,13,292,106,8,286,90,0,1082,0,74,782,26,49,151
478,0,0,0,13,40,4,1550,21,5,278,133,76,0,19,13,36,4,110,34,2,2338,0,506,197,65,20,1550
479,0,0,0,49,3,21,254,10,6,118,65,113,0,15,350,80,54,67,108,0,1313,0,311,659,34,55,254
480,0,0,0,56,11,10,87,8,38,18,30,39,0,33,207,30,3,0,13,4,587,0,120,253,29,98,87
481,0,0,0,8,3,5,119,10,3,16,4,34,0,240,144,22,14,2,16,0,640,0,294,198,18,11,119
482,0,0,0,13,6,7,8,3,4,5,2,42,0,11,71,27,0,0,11,13,223,0,60,109,16,30,8
483,0,0,0,60,41,22,483,2,33,100,42,160,0,33,269,196,14,273,124,0,1852,0,335,876,65,93,483
484,0,0,0,80,111,33,388,10,60,197,266,1016,4,52,107,364,51,398,79,189,3405,0,1535,999,154,329,388
485,10,0,263,92,4636,41,627,15,233,266,240,243,0,114,276,395,71,1156,184,0,8862,10,863,2082,4955,325,627
486,3,0,0,107,26,23,619,13,75,46,213,95,0,33,107,255,39,367,94,34,2149,3,387,862,62,216,619
487,0,0,0,17,25,18,83,3,40,53,80,13,0,16,74,36,70,323,99,0,950,0,162,602,46,57,83
488,0,84,0,18,7,11,76,27,6,9,18,61,0,26,44,380,27,23,48,0,865,84,114,522,45,24,76
489,2,0,0,4,0,7,16,5,5,16,3,25,3,5,323,21,24,0,4,1,464,2,52,372,12,10,16
490,0,0,8,172,55,340,227,27,51,64,200,418,3,60,1493,158,33,194,137,57,3697,0,745,2015,430,280,227
491,0,0,0,0,9,2,46,0,0,26,4,20,0,5,59,40,0,48,127,0,386,0,55,274,11,0,46
492,0,0,0,3,9,18,140,0,20,24,102,69,0,0,46,77,10,52,37,89,696,0,195,222,27,112,140
493,0,0,0,28,9,20,32,0,4,73,227,63,0,8,114,164,4,43,98,0,887,0,371,423,29,32,32
494,3,0,0,93,29,21,131,11,5,50,271,95,0,68,226,70,25,47,56,28,1229,3,484,424,61,126,131
