TAZ1454,LT_FR_CA_OFF_production,LT_FR_CA_OFF_attraction,LT_FR_CA_AM_production,LT_FR_CA_AM_attraction,LT_FR_CA_MID_production,LT_FR_CA_MID_attraction,LT_FR_CA_PM_production,LT_FR_CA_PM_attraction,MT1_FR_CA_OFF_production,MT1_FR_CA_OFF_attraction,MT1_FR_CA_AM_production,MT1_FR_CA_AM_attraction,MT1_FR_CA_MID_production,MT1_FR_CA_MID_attraction,MT1_FR_CA_PM_production,MT1_FR_CA_PM_attraction,MT2_FR_CA_OFF_production,MT2_FR_CA_OFF_attraction,MT2_FR_CA_AM_production,MT2_FR_CA_AM_attraction,MT2_FR_CA_MID_production,MT2_FR_CA_MID_attraction,MT2_FR_CA_PM_production,MT2_FR_CA_PM_attraction,HT_FR_CA_OFF_production,HT_FR_CA_OFF_attraction,HT_FR_CA_AM_production,HT_FR_CA_AM_attraction,HT_FR_CA_MID_production,HT_FR_CA_MID_attraction,HT_FR_CA_PM_production,HT_FR_CA_PM_attraction,MT1_FR_EXT_OFF_production,MT1_FR_EXT_OFF_attraction,MT1_FR_EXT_AM_production,MT1_FR_EXT_AM_attraction,MT1_FR_EXT_MID_production,MT1_FR_EXT_MID_attraction,MT1_FR_EXT_PM_production,MT1_FR_EXT_PM_attraction,MT2_FR_EXT_OFF_production,MT2_FR_EXT_OFF_attraction,MT2_FR_EXT_AM_production,MT2_FR_EXT_AM_attraction,MT2_FR_EXT_MID_production,MT2_FR_EXT_MID_attraction,MT2_FR_EXT_PM_production,MT2_FR_EXT_PM_attraction,HT_FR_EXT_OFF_production,HT_FR_EXT_OFF_attraction,HT_FR_EXT_AM_production,HT_FR_EXT_AM_attraction,HT_FR_EXT_MID_production,HT_FR_EXT_MID_attraction,HT_FR_EXT_PM_production,HT_FR_EXT_PM_attraction,LT_NF_CA_OFF_production,LT_NF_CA_OFF_attraction,LT_NF_CA_AM_production,LT_NF_CA_AM_attraction,LT_NF_CA_MID_production,LT_NF_CA_MID_attraction,LT_NF_CA_PM_production,LT_NF_CA_PM_attraction,MT1_NF_CA_OFF_production,MT1_NF_CA_OFF_attraction,MT1_NF_CA_AM_production,MT1_NF_CA_AM_attraction,MT1_NF_CA_MID_production,MT1_NF_CA_MID_attraction,MT1_NF_CA_PM_production,MT1_NF_CA_PM_attraction,MT2_NF_CA_OFF_production,MT2_NF_CA_OFF_attraction,MT2_NF_CA_AM_production,MT2_NF_CA_AM_attraction,MT2_NF_CA_MID_production,MT2_NF_CA_MID_attraction,MT2_NF_CA_PM_production,MT2_NF_CA_PM_attraction,HT_NF_CA_OFF_production,HT_NF_CA_OFF_attraction,HT_NF_CA_AM_production,HT_NF_CA_AM_attraction,HT_NF_CA_MID_production,HT_NF_CA_MID_attraction,HT_NF_CA_PM_production,HT_NF_CA_PM_attraction
1,1.1796687,2.486907,0.7657908,1.6157005,1.1515565,2.4397228,0.734278,1.5577929,6.657431,11.669618,4.331912,7.593562,6.545522,11.4903555,4.1851735,7.3468313,2.1213126,3.7490342,1.3792747,2.4372537,2.077674,3.6788363,1.3277338,2.3513918,4.2119265,13.158772,2.7398896,8.562666,4.1339307,12.958784,2.642488,8.285473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.164543,28.517544,18.31957,18.545225,27.7972,28.142712,17.763233,17.98676,6.395744,6.4762506,4.161332,4.2134767,6.314606,6.391803,4.0364923,4.08771,10.119781,10.157352,6.5816655,6.6033254,9.988945,10.024027,6.383239,6.4069543,17.970741,18.069624,11.686586,11.751342,17.734623,17.832733,11.335705,11.3950405
2,2.471459,5.022863,1.6039273,3.2626462,2.4108706,4.925654,1.5372392,3.1438515,14.085553,24.089682,9.164907,15.6729765,13.84116,23.70694,8.850542,15.156326,4.488755,7.6189303,2.9174695,4.9512124,4.3926926,7.4711494,2.8055086,4.7729616,9.056548,27.18084,5.8922586,17.68639,8.883442,26.754656,5.680359,17.107975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.744854,64.31549,41.45706,41.830437,62.914276,63.47442,40.20587,40.57121,14.333615,14.472791,9.327902,9.410807,14.149448,14.282726,9.045935,9.128973,22.042034,22.055206,14.333738,14.346108,21.751362,21.767958,13.901659,13.908566,38.67452,38.769444,25.148777,25.214628,38.16893,38.261803,24.394447,24.45596
3,0.13300002,0.20850307,0.086,0.13590199,0.12910001,0.204803,0.081999995,0.13130191,0.8191031,1.098012,0.53180206,0.7137078,0.800403,1.0794127,0.5104019,0.6896077,0.2287,0.2822061,0.148,0.18370399,0.22210002,0.277106,0.14119999,0.17740394,0.8620031,1.1964121,0.559702,0.77770764,0.84240305,1.1760126,0.53760195,0.75110775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.662121,12.788411,8.236545,8.319134,12.495319,12.623696,7.9890394,8.068532,2.693347,2.7218769,1.7505308,1.7703885,2.6588464,2.68778,1.7000299,1.7189894,2.6727262,2.6803901,1.741517,1.7474928,2.6380258,2.6464896,1.6860166,1.6913934,4.2098417,4.234089,2.741727,2.754091,4.1568413,4.176886,2.6571264,2.6701903
4,0.8573577,1.4321401,0.55587107,0.9306257,0.8354118,1.4059786,0.53284824,0.8977666,4.1543846,6.347084,2.7033672,4.129075,4.0800724,6.2490344,2.6107268,3.9954002,1.5291872,2.0362093,0.99359345,1.3220959,1.4952697,1.9965947,0.9552604,1.2741688,3.510282,6.742016,2.2831254,4.3864923,3.4447954,6.6380596,2.203962,4.2454586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.594826,26.620996,17.296879,17.314709,26.248577,26.273056,16.774632,16.790674,5.9171057,5.927706,3.8501189,3.8548255,5.8449287,5.850697,3.7342908,3.7394764,8.640718,8.543659,5.6187906,5.557844,8.529171,8.435978,5.4475937,5.3907156,14.967888,14.829085,9.731459,9.641206,14.772151,14.637047,9.441824,9.352311
5,1.1616547,3.5059068,0.75353694,2.279007,1.1328003,3.4431713,0.7224594,2.200163,5.921404,15.727045,3.851791,10.232801,5.815615,15.500091,3.718329,9.908871,2.2101464,5.0768366,1.4367287,3.30174,2.1635633,4.9902544,1.3815608,3.188861,5.8954763,16.252314,3.834513,10.574077,5.790062,16.017668,3.7016747,10.240611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.911514,51.649292,33.111496,33.592777,50.246643,50.976566,32.110817,32.578568,11.477195,11.644054,7.463277,7.5742636,11.329169,11.493871,7.240899,7.345418,16.079323,16.114763,10.456367,10.478597,15.868867,15.907332,10.141958,10.164936,28.43814,28.5544,18.49012,18.56714,28.064774,28.181643,17.937746,18.009785
6,3.6805367,0.41730615,2.395524,0.27130398,3.622836,0.41020596,2.3162231,0.26190397,15.229208,2.061723,9.905069,1.3401134,15.010706,2.0260215,9.593468,1.2941133,4.4644275,0.5183093,2.904618,0.33710602,4.394327,0.5096091,2.8106172,0.3255058,17.029118,2.224025,11.075479,1.4455149,16.785618,2.1864252,10.727575,1.3962156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.090164,68.78196,44.280556,44.73237,67.200645,67.88243,42.94683,43.383575,14.845453,15.001875,9.654566,9.756539,14.651852,14.806267,9.36336,9.462523,3.6233354,3.6354845,2.3588228,2.3684916,3.5761342,3.5869825,2.2857223,2.2933908,6.0115595,6.0440784,3.909639,3.9291854,5.932559,5.963579,3.791638,3.8126876
7,0.1793,0.7523058,0.116,0.488904,0.17420001,0.73840606,0.1107,0.4714035,0.99590933,3.8525236,0.647606,2.5057206,0.97560894,3.791234,0.62250566,2.4230175,0.3452,1.1737118,0.22400004,0.76230747,0.3364,1.1509124,0.2146,0.7345078,1.1951094,4.078727,0.777406,2.6532238,1.1710091,4.0142365,0.7483057,2.5660193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.91103,84.74679,54.56954,55.112755,82.81291,83.63625,52.924103,53.450665,18.351114,18.539354,11.935304,12.058397,18.111412,18.296448,11.573799,11.694303,4.585545,4.58288,2.9834292,2.9799895,4.524944,4.522979,2.8930283,2.8901908,7.8325777,7.841973,5.0929503,5.0960827,7.731676,7.738175,4.940249,4.945784
8,0.16690001,0.4239062,0.108,0.27550402,0.16209999,0.41570595,0.103099994,0.26550397,0.94160306,2.4201133,0.611602,1.5723076,0.9209031,2.3739176,0.58750194,1.5156082,0.33630002,0.63070613,0.21800002,0.40920404,0.3274,0.61730605,0.20860001,0.3936036,1.1378094,2.723916,0.73940605,1.770108,1.113309,2.6719208,0.71110576,1.7061089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.08011,129.33562,83.29393,84.1098,126.40758,127.645325,80.783394,81.576096,27.922882,28.20469,18.161114,18.342073,27.558376,27.8358,17.612804,17.789478,3.2545319,3.2443893,2.121521,2.1137915,3.2137315,3.2024913,2.05432,2.0478935,5.317153,5.3092804,3.4601345,3.452988,5.248252,5.2408814,3.353833,3.3462882
9,0.3184,1.631025,0.20599999,1.0593153,0.3094,1.5997242,0.1966,1.021116,1.7723093,6.9194555,1.151206,4.502838,1.7335091,6.8142457,1.1064057,4.3593373,0.5832,2.1396308,0.37800002,1.3906193,0.5677,2.1001313,0.3615,1.3415192,2.0760095,7.266864,1.348906,4.72754,2.031609,7.15545,1.2965057,4.5756435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.82431,165.45377,106.54043,107.60165,161.68137,163.29407,103.32777,104.357315,35.85032,36.21764,23.315601,23.555712,35.38311,35.746735,22.61059,22.848122,9.507394,9.493144,6.183961,6.1777754,9.381593,9.368151,5.996459,5.989979,16.302162,16.305452,10.602606,10.608257,16.08996,16.094843,10.282703,10.28677
10,0.7337063,1.0458181,0.47580403,0.6804119,0.715106,1.0286182,0.4560038,0.6567115,3.4234247,4.94545,2.226416,3.2155342,3.359124,4.86515,2.1469154,3.1077304,1.1423094,1.2974182,0.74140596,0.8437117,1.115909,1.2758182,0.7114057,0.8150113,4.6055365,5.233358,2.996224,3.4020374,4.524336,5.1491547,2.8907232,3.288235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.47226,115.604164,74.44568,75.18324,112.97224,114.09359,72.201035,72.916466,25.014633,25.271109,16.27158,16.438473,24.690628,24.94061,15.781574,15.940378,8.470383,8.44827,5.512455,5.498377,8.360582,8.337472,5.3425527,5.3278813,14.339942,14.327943,9.326593,9.315673,14.1520405,14.141951,9.04259,9.036864
11,0.4814031,1.4183149,0.311802,0.92201,0.468603,1.3927151,0.2984019,0.88870925,2.6418185,6.580019,1.717612,4.2798185,2.589618,6.475721,1.6543114,4.138816,0.9578062,1.9970053,0.62160397,1.2969038,0.93510604,1.9587066,0.5966038,1.2501032,3.2793248,7.1057143,2.1328163,4.622312,3.2170238,6.994414,2.0560155,4.4714155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.09091,88.955956,57.292385,57.85382,86.942,87.79473,55.564358,56.10633,19.301434,19.496136,12.550018,12.677392,19.04813,19.242258,12.17171,12.296395,9.231091,9.199258,6.0036592,5.985074,9.10979,9.079564,5.8252573,5.804275,15.780156,15.754241,10.260202,10.246659,15.577255,15.55035,9.952699,9.939264
12,0.38930002,1.1454153,0.252,0.74450994,0.3784,1.1241152,0.24059997,0.71730953,2.3984187,5.8357415,1.5590122,3.794631,2.347818,5.7377424,1.4990114,3.6671247,0.76180315,1.6800216,0.49390203,1.0920136,0.74190295,1.6479212,0.4729019,1.0522131,2.7355185,5.9337416,1.7784121,3.8579326,2.678618,5.834942,1.7109113,3.7284253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.550896,34.88799,22.469288,22.68962,34.09889,34.43307,21.791779,22.006437,7.5274305,7.603736,4.897085,4.9500604,7.432829,7.506635,4.750382,4.797265,7.7566752,7.7365637,5.0485497,5.0396857,7.6554747,7.638383,4.8925476,4.8785806,12.994029,12.982445,8.448483,8.442461,12.824226,12.812753,8.195782,8.189171
13,0.96435314,1.8134335,0.62503284,1.1790303,0.93857145,1.7811638,0.5979882,1.1376352,4.799234,8.049881,3.1218185,5.2365866,4.7040954,7.926621,3.009553,5.0671377,1.4193597,2.4320655,0.92123085,1.579975,1.3838904,2.387449,0.88361746,1.5243486,4.541422,8.738013,2.9522567,5.684665,4.449331,8.60608,2.8444831,5.5017085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.096268,39.4827,25.427704,25.67942,38.584053,38.96409,24.65898,24.902723,8.653379,8.738614,5.629298,5.6849875,8.541124,8.626603,5.4574203,5.510751,11.748021,11.725566,7.6427937,7.627374,11.597367,11.571766,7.4108396,7.400319,20.204605,20.205265,13.135946,13.136712,19.940369,19.938934,12.744656,12.745085
14,0.65945923,1.1845932,0.42697516,0.770688,0.6410407,1.1638632,0.4078194,0.74338216,3.5748186,5.609891,2.3250155,3.646864,3.5017557,5.518253,2.2382798,3.5253103,1.0619528,1.5679643,0.68857723,1.0194453,1.0340216,1.5394812,0.6593902,0.98317087,3.5315275,6.123744,2.2961752,3.9815774,3.4580169,6.0249863,2.2099476,3.8494337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.60131,35.951797,23.154926,23.381256,35.13661,35.483936,22.459526,22.679798,7.7325006,7.809877,5.028984,5.080038,7.633853,7.710465,4.876857,4.928476,9.569786,9.551952,6.231841,6.219887,9.446237,9.428972,6.038991,6.0288334,15.926253,15.928109,10.356385,10.358009,15.714984,15.7196455,10.043169,10.047259
15,0.2501,0.82570875,0.16200002,0.5367059,0.24330002,0.81080943,0.1548,0.5177054,1.4630063,3.676623,0.95120394,2.3918183,1.4330059,3.619729,0.91540384,2.3142157,0.49910313,1.2047118,0.32390204,0.78180766,0.48660302,1.1808124,0.3106019,0.7535081,1.7543093,3.9576237,1.1407061,2.5751188,1.719009,3.8971298,1.0990058,2.4924147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.291248,20.48886,13.194927,13.325302,20.025545,20.22354,12.79812,12.923507,4.495677,4.5417595,2.92545,2.953679,4.4349766,4.480962,2.8370485,2.8655796,5.2170506,5.212788,3.395133,3.3917847,5.1487503,5.145085,3.2916324,3.2886884,9.03039,9.045367,5.870258,5.880083,8.911988,8.925663,5.6946564,5.7051835
16,0.7685432,3.4235935,0.49807823,2.225201,0.7487831,3.363778,0.47704095,2.148561,4.192417,13.971652,2.726215,9.089962,4.1133065,13.770181,2.6285536,8.803734,1.4995003,4.5417094,0.9738042,2.9519901,1.4656887,4.4628954,0.9353442,2.852063,5.186842,15.187033,3.373716,9.881336,5.0926504,14.969811,3.2555668,9.571719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0964,169.419,109.32082,110.17694,165.90338,167.20105,106.02568,106.856544,37.13513,37.43828,24.152462,24.349438,36.648132,36.952457,23.420803,23.61769,17.622274,17.559856,11.460703,11.4194765,17.392477,17.33503,11.11487,11.076071,31.330853,31.28645,20.372766,20.345348,30.918081,30.875612,19.763233,19.73289
17,0.54937756,1.8227603,0.35579583,1.1846492,0.5345687,1.7899356,0.34032336,1.1430284,3.0812361,8.023126,2.003512,5.2205644,3.0197759,7.9050264,1.9306784,5.0543523,1.055183,2.5698326,0.6847292,1.6704398,1.0296748,2.5239685,0.656495,1.6125507,3.6382465,8.686152,2.365998,5.651776,3.5686183,8.558648,2.2817283,5.4729385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.222916,125.1451,80.789566,81.38561,122.59963,123.50912,78.355255,78.930214,27.173908,27.385038,17.673763,17.812449,26.81739,27.027018,17.139124,17.275272,10.233836,10.204254,6.6592655,6.641386,10.100512,10.073523,6.456953,6.438342,17.422743,17.412027,11.332703,11.326275,17.195175,17.184027,10.993164,10.98636
18,0.37280312,1.1306119,0.241802,0.7345076,0.36370295,1.1086123,0.2320019,0.7074079,1.9821153,5.7263374,1.2894101,3.7260294,1.9466151,5.6385336,1.2442098,3.6043224,0.7473063,1.845715,0.48540404,1.1996063,0.73140603,1.8109132,0.4670038,1.1561074,2.4943151,6.0419297,1.62231,3.9310265,2.4506152,5.9488297,1.5663096,3.80322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.05479,46.50727,29.950615,30.244663,45.45338,45.89919,29.048302,29.333467,10.095175,10.198016,6.565213,6.631643,9.963472,10.064115,6.36691,6.4311447,4.750346,4.7400823,3.0916305,3.0837884,4.690546,4.676373,2.9952292,2.9900877,8.149181,8.147879,5.297053,5.2935824,8.04348,8.037177,5.140551,5.1389794
19,0.41910315,1.5388223,0.271802,0.9998132,0.408703,1.5095218,0.2605019,0.96331406,2.3476124,6.4182663,1.526808,4.1774473,2.304512,6.3245597,1.4746077,4.045542,0.7786093,2.2129304,0.50550604,1.4380187,0.761209,2.1730318,0.4858057,1.3881189,2.7760248,7.2108727,1.8056161,4.6937513,2.7271242,7.106261,1.7443154,4.545648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.673874,34.004406,21.897375,22.114653,33.231766,33.56015,21.239262,21.446749,7.4599285,7.535842,4.8517838,4.9024634,7.3629265,7.4383483,4.706981,4.755558,5.998259,5.982476,3.9031382,3.889988,5.9214582,5.9012794,3.7844372,3.7742882,10.509905,10.50007,6.835268,6.8283787,10.375004,10.36406,6.6291656,6.6227794
20,0.7682312,2.584692,0.49836046,1.6812758,0.74931145,2.5437033,0.4780935,1.6254864,4.5678725,13.4650345,2.973059,8.7590885,4.4908876,13.274106,2.8723958,8.4842205,1.6731948,5.0739107,1.0877409,3.2998643,1.6384088,4.997004,1.0469309,3.193381,5.5792685,16.945732,3.630713,11.022197,5.487376,16.708548,3.5100358,10.679283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.34279,73.84511,47.697662,48.023956,72.384766,72.87953,46.25982,46.576252,15.979594,16.093128,10.391193,10.466342,15.770188,15.882813,10.081015,10.151156,5.0369987,5.010283,3.2799602,3.2632132,4.9697814,4.943829,3.1784902,3.1606157,8.337755,8.308371,5.4236045,5.405569,8.2318,8.200302,5.25913,5.2414083
21,0.44987503,0.5826501,0.2912436,0.37898552,0.4375945,0.57123995,0.27841032,0.36507514,2.281955,2.869249,1.4830593,1.8652886,2.2344391,2.8203666,1.4272215,1.8022648,0.7328177,0.7766544,0.47496715,0.5050545,0.7140032,0.76166177,0.45457667,0.4865342,2.6888719,3.1309898,1.747513,2.0358908,2.6350632,3.0785966,1.6829894,1.9671113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0691,119.45495,76.78627,77.68341,116.52739,117.88858,74.46855,75.341095,25.576824,25.883028,16.632874,16.831676,25.24202,25.541811,16.132338,16.322973,6.629615,6.622774,4.3243146,4.3209624,6.5463314,6.53993,4.189582,4.1849637,10.367531,10.375777,6.7481155,6.751685,10.237384,10.245447,6.543988,6.5492554
22,8.018059,4.895836,5.2151375,3.1833284,7.8863573,4.8112345,5.040736,3.074221,34.416645,22.754377,22.39166,14.802139,33.93194,22.426815,21.691256,14.333836,11.092083,7.988939,7.2162538,5.1961284,10.917381,7.8590274,6.9789524,5.02253,38.844475,18.270405,25.271778,11.886644,38.30397,17.995914,24.486473,11.505355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.133755,61.741344,39.758286,40.15629,60.33554,60.936264,38.558666,38.944958,13.6511345,13.7923,8.880753,8.976134,13.474432,13.611996,8.614148,8.702539,13.622131,13.631841,8.857885,8.864163,13.446931,13.454236,8.591884,8.5996685,24.095938,24.16434,15.667455,15.714045,23.777933,23.850792,15.19515,15.241156
23,0.2929,2.3818176,0.18980001,1.547109,0.2855,2.3330207,0.182,1.48981,1.5780091,10.905242,1.026706,7.098011,1.547909,10.741607,0.9895058,6.8696237,0.5756093,3.761702,0.37360603,2.4457076,0.562109,3.6897159,0.3591057,2.3581011,1.9705153,12.552548,1.28141,8.171019,1.933915,12.3701105,1.2369099,7.911828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.501953,31.82235,20.485659,20.696941,31.089348,31.407352,19.86855,20.073618,7.0543227,7.1275306,4.58638,4.6384544,6.9619217,7.034845,4.449578,4.496762,7.23507,7.273065,4.7033453,4.726482,7.1392694,7.178266,4.563344,4.588679,12.849226,12.946154,8.3564825,8.418566,12.679825,12.778057,8.103681,8.165381
24,1.8925123,1.4910178,1.229408,0.969612,1.8506119,1.4651183,1.1812078,0.9358109,10.502598,7.122447,6.834164,4.6321406,10.330097,7.0089607,6.6065617,4.480234,3.8670492,2.159426,2.5142322,1.4024175,3.7912483,2.118428,2.4240305,1.3518173,4.351131,7.3177547,2.83082,4.759446,4.26723,7.2026677,2.7292194,4.603737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.48442,35.848335,23.078503,23.312931,35.019413,35.380745,22.382092,22.611431,7.849036,7.934624,5.099989,5.1607637,7.7477345,7.8313293,4.951686,5.0048614,9.871096,9.946751,6.4194627,6.4701777,9.738895,9.820365,6.2289605,6.27558,16.993267,17.156353,11.0456085,11.157262,16.770466,16.935942,10.718407,10.822568
25,0.13250154,0.33553693,0.08593287,0.21820486,0.1290729,0.3291868,0.08233062,0.21034253,0.7632798,1.6814362,0.49662882,1.0939155,0.7486973,1.6548696,0.47909516,1.0577126,0.29399428,0.53706485,0.19087493,0.34918734,0.287137,0.52721566,0.18319306,0.33665898,0.93366957,1.4635782,0.6073431,0.9520036,0.91635287,1.4396034,0.58616376,0.92025036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.51366,69.91325,45.2061,45.4669,68.60397,68.99904,43.84436,44.09531,15.173384,15.269427,9.868595,9.930575,14.975866,15.070066,9.570475,9.631288,1.6918788,1.7036734,1.101546,1.1086801,1.6700484,1.6815971,1.067173,1.0752012,2.8356104,2.8599179,1.8440409,1.8604901,2.7991107,2.8228095,1.788445,1.8039405
26,0.1823,0.47290623,0.11800001,0.307304,0.1771,0.46420598,0.112699986,0.2963039,1.0398093,2.6172197,0.675606,1.7015122,1.0171089,2.5719225,0.64910567,1.6424118,0.34550002,0.6879092,0.22400002,0.44700605,0.33639997,0.675009,0.2143,0.4308055,1.2699093,2.7151198,0.82530594,1.7648122,1.242609,2.668523,0.7936057,1.7047123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.539806,34.890934,22.462296,22.690243,34.0867,34.433136,21.785482,22.007004,7.519332,7.599733,4.8912854,4.942856,7.42013,7.499735,4.7421827,4.794161,3.601635,3.616184,2.3458228,2.356191,3.5565345,3.569682,2.2734222,2.2807908,5.9742594,6.0067782,3.886538,3.906386,5.8942585,5.9272814,3.766737,3.788091
27,0.101360634,0.26563346,0.06573667,0.1727455,0.0987378,0.26060626,0.06298103,0.16652113,0.58389145,1.3311383,0.3799096,0.8660159,0.5727362,1.3101032,0.36649674,0.8373555,0.22489887,0.42517608,0.14601494,0.27643973,0.2196532,0.41737902,0.14013846,0.26652196,0.7142357,1.1586666,0.46460348,0.7536681,0.70098877,1.1396842,0.44840175,0.72853136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.176346,55.348022,34.581623,35.994595,52.48046,54.624187,33.539925,34.908802,11.607288,12.088299,7.5492473,7.8616915,11.456192,11.930471,7.3211927,7.6247582,1.2942481,1.3487403,0.8426573,0.8777055,1.2775484,1.3312633,0.81636274,0.85120016,2.1691766,2.2641,1.4106487,1.4728873,2.1412551,2.234722,1.3681192,1.4281195
28,0.07144093,0.17631243,0.04633247,0.114658654,0.069592305,0.17297529,0.044390243,0.110527165,0.41153795,0.88353163,0.2677676,0.574812,0.40367553,0.86957115,0.25831395,0.5557888,0.15851307,0.2822079,0.10291413,0.1834849,0.15481581,0.27703226,0.09877229,0.17690194,0.50340706,0.7690553,0.32746148,0.50024223,0.4940704,0.7564577,0.31604218,0.48355734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.479713,36.736828,24.373796,23.891155,36.989243,36.25637,23.639584,23.170465,8.18104,8.023521,5.320855,5.2181463,8.074545,7.918768,5.160118,5.0608816,0.91221106,0.8952171,0.5939212,0.58257115,0.9004408,0.8836173,0.5753882,0.5649788,1.5288775,1.5027809,0.99425244,0.9776185,1.5091978,1.4832815,0.9642768,0.94790393
