"TAZ","TOTHH","TOTPOP","hh_size_1","hh_size_2","hh_size_3","hh_size_4_plus","hh_wrks_0","hh_wrks_1","hh_wrks_2","hh_wrks_3_plus","hh_kids_no","hh_kids_yes","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","AGE0004","AGE0519","AGE2044","AGE4564","AGE65P","gq_tot_pop","gq_type_univ","gq_type_mil","gq_type_othnon"
724,2873,6709,990,994,251,638,512,1151,863,347,2127,746,649,957,475,792,345,1016,1989,1778,1581,8,0,0,8
725,1406,4158,113,656,125,512,171,562,541,132,927,479,79,170,283,874,157,932,747,1499,823,12,0,0,12
726,3125,9161,456,1074,633,962,332,1168,1163,462,1833,1292,404,821,681,1219,656,1825,2687,2658,1335,0,0,0,0
727,1116,3288,168,427,171,350,135,340,516,125,678,438,185,236,288,407,317,639,1109,838,385,142,0,0,142
728,2528,7587,395,799,622,712,250,932,885,461,1532,996,412,591,656,869,715,1422,2480,2229,741,2,0,0,2
729,6438,19661,926,1777,1292,2443,365,2810,2819,444,3031,3407,736,678,1407,3617,1557,4457,7689,4273,1685,0,0,0,0
730,3278,9398,610,864,726,1078,110,1628,1405,135,1678,1600,308,562,836,1572,750,2204,3300,2601,543,0,0,0,0
731,2559,6252,572,968,573,446,120,1195,1137,107,1637,922,316,513,884,846,562,730,2930,1543,487,0,0,0,0
732,1853,5371,381,536,400,536,156,716,718,263,1120,733,256,398,605,594,319,1052,1844,1646,510,39,0,0,39
733,2008,5890,395,639,259,715,286,644,860,218,1152,856,510,468,649,381,472,1028,1987,1713,690,45,0,0,45
734,3164,8881,571,1122,526,945,283,1152,1294,435,1884,1280,377,564,863,1360,700,1585,2699,2767,1130,8,0,0,8
735,1363,3709,285,446,287,345,145,645,423,150,954,409,138,253,358,614,139,635,968,1371,596,0,0,0,0
736,3396,9950,546,1093,616,1141,362,1647,1214,173,1898,1498,423,564,785,1624,467,2456,2309,3238,1480,6,0,0,6
737,1701,5296,211,495,324,671,150,622,662,267,903,798,247,213,505,736,433,1027,1625,1497,714,25,0,0,25
738,2072,6201,215,747,376,734,134,794,935,209,1274,798,87,201,484,1300,178,1449,1472,2307,795,13,0,0,13
739,2408,5814,706,745,513,444,295,991,966,156,1686,722,762,470,443,733,218,1143,1974,1634,845,119,0,0,119
740,1487,3925,342,517,258,370,205,651,562,69,998,489,294,246,328,619,98,932,914,1268,713,16,0,0,16
741,1873,5493,223,663,300,687,225,716,755,177,1112,761,187,358,425,903,104,1413,1256,1811,909,60,0,0,60
742,4132,12422,604,1108,1072,1348,403,1634,1559,536,2053,2079,494,833,1215,1590,941,2951,4277,3014,1239,11,0,0,11
743,3556,9789,770,956,721,1109,464,1150,1648,294,1974,1582,685,584,589,1698,405,2332,2433,3243,1376,60,0,0,60
744,1967,5214,371,751,381,464,192,816,755,204,1233,734,434,269,452,812,110,1302,1502,1536,764,10,0,0,10
745,1854,4988,359,625,379,491,228,728,677,221,1163,691,313,326,357,858,196,993,1364,1593,842,0,0,0,0
746,2906,8742,322,1060,528,996,251,1126,1272,257,1689,1217,224,500,368,1814,266,2310,1627,3322,1217,0,0,0,0
747,1213,3967,62,440,242,469,221,347,457,188,775,438,113,99,152,849,95,712,1019,1501,640,0,0,0,0
748,1244,4163,85,333,289,537,187,399,594,64,621,623,75,216,357,596,203,986,1259,1280,435,0,0,0,0
749,2065,6631,306,429,420,910,295,978,618,174,947,1118,207,419,641,798,516,1270,2576,1592,677,7,0,0,7
750,563,1778,52,125,207,179,83,233,220,27,228,335,68,61,157,277,159,332,803,365,119,11,0,0,11
751,62,195,6,14,22,20,9,26,24,3,25,37,7,7,17,31,17,36,89,40,13,1,0,0,1
752,238,751,22,53,87,76,35,99,93,11,96,142,29,26,66,117,67,140,340,154,50,5,0,0,5
753,1492,4783,89,449,356,598,225,477,726,64,730,762,106,156,278,952,215,1027,1154,1512,875,9,0,0,9
754,1228,3981,72,418,249,489,144,480,507,97,735,493,79,134,128,887,194,673,924,1474,716,76,0,0,76
755,3230,10022,307,843,734,1346,523,999,1455,253,1534,1696,487,417,674,1652,326,2488,2814,3221,1173,69,0,0,69
756,2182,7087,195,553,537,897,327,914,873,68,1064,1118,280,302,435,1165,123,1914,1510,2419,1121,0,0,0,0
757,828,2811,71,264,161,332,151,261,297,119,464,364,101,249,289,189,122,548,1032,870,239,8,0,0,8
758,1881,6686,191,371,407,912,361,799,584,137,902,979,259,653,527,442,316,1531,2114,1989,736,23,0,0,23
759,2359,8003,438,580,432,909,488,978,693,200,1357,1002,368,653,664,674,422,1613,2923,2006,1039,14,0,0,14
760,1959,6498,189,569,452,749,338,756,663,202,1269,690,309,430,581,639,283,932,2767,1816,700,6,0,0,6
761,3751,11026,854,808,860,1229,911,1659,937,244,2204,1547,1010,998,971,772,741,2029,4264,2748,1244,121,0,0,121
762,1205,3940,119,363,281,442,199,458,368,180,704,501,108,207,497,393,296,461,1939,929,315,15,0,0,15
763,3215,9010,603,876,844,892,755,1554,801,105,1768,1447,596,946,928,745,1043,1261,4722,1431,553,2,0,0,2
764,2210,7521,260,374,762,814,311,895,560,444,1125,1085,341,735,579,555,626,982,2845,2280,788,17,0,0,17
765,893,2918,157,292,122,322,172,289,340,92,595,298,170,221,284,218,135,489,930,926,438,19,0,0,19
766,1038,3021,233,267,210,328,183,362,402,91,635,403,140,256,266,376,192,522,962,894,451,8,0,0,8
767,3100,9899,580,915,506,1099,710,1261,846,283,1872,1228,413,788,1143,756,614,1516,3691,2762,1316,12,0,0,12
768,2397,8621,252,627,433,1085,559,921,602,315,1399,998,470,726,651,550,486,1807,3174,2298,856,40,0,0,40
769,3979,12681,435,775,1034,1735,539,1808,1469,163,1538,2441,423,519,1118,1919,1080,2887,5305,2546,863,28,0,0,28
770,1841,6961,231,399,369,842,255,748,604,234,971,870,290,549,558,444,376,1388,2412,1944,841,18,0,0,18
771,2504,7751,337,969,284,914,490,633,1087,294,1686,818,527,525,542,910,301,1241,2504,2172,1533,16,0,0,16
772,1492,4981,156,512,309,515,365,665,336,126,1034,458,375,509,363,245,283,801,1863,1536,498,13,0,0,13
773,2061,7334,220,522,507,812,482,926,459,194,1184,877,396,670,565,430,354,1712,3051,1713,504,46,0,0,46
774,2817,8318,678,658,590,891,578,1379,703,157,1627,1190,594,552,781,890,675,1698,3148,1910,887,140,0,0,140
775,2896,9100,358,939,618,981,707,779,1195,215,1717,1179,531,644,588,1133,344,2010,2991,2737,1018,143,0,0,143
776,2363,7743,197,820,462,884,377,990,780,216,1239,1124,420,460,670,813,512,1486,3161,1836,748,26,0,0,26
777,2357,6177,587,632,567,571,657,1282,418,0,1449,908,556,686,667,448,525,835,3049,905,863,2,0,0,2
778,5595,14913,1123,1806,1478,1188,801,2584,1853,357,3564,2031,811,939,1787,2058,1155,1890,7598,3082,1188,4,0,0,4
779,1617,5202,102,470,336,709,168,608,722,119,769,848,159,160,374,924,158,1365,1259,1615,805,0,0,0,0
780,1052,3326,93,258,342,359,155,335,437,125,572,480,98,167,206,581,138,597,819,1326,446,12,0,0,12
781,1616,4196,418,574,330,294,331,515,662,108,1260,356,412,334,269,601,230,524,1146,1409,887,2,0,0,2
782,2438,6911,550,639,452,797,419,1043,786,190,1422,1016,278,699,570,891,524,1400,2470,1728,789,36,0,0,36
783,1050,2884,233,290,172,355,170,381,460,39,567,483,155,220,330,345,238,564,1139,619,324,6,0,0,6
784,1873,5924,132,744,395,602,331,638,761,143,1166,707,385,344,468,676,467,863,2140,1415,1039,31,0,0,31
785,2301,8071,389,443,580,889,437,643,1021,200,1184,1117,405,572,492,832,567,1483,3356,1609,1056,32,0,0,32
786,1447,5032,184,343,335,585,261,567,480,139,857,590,244,391,364,448,364,873,1683,1309,803,20,0,0,20
787,2411,8104,443,379,527,1062,382,1070,716,243,1288,1123,421,468,760,762,617,1550,2844,2203,890,23,0,0,23
788,1793,6270,249,385,310,849,270,658,728,137,912,881,259,329,402,803,422,1241,2093,1618,896,10,0,0,10
789,1258,4502,132,280,244,602,193,518,376,171,737,521,269,292,276,421,290,883,1628,1123,578,21,0,0,21
790,2051,7607,101,508,464,978,358,604,827,262,1190,861,217,435,490,909,374,1254,2761,2102,1116,25,0,0,25
791,908,3688,63,157,246,442,167,369,271,101,417,491,197,316,232,163,175,758,1256,1045,454,32,0,0,32
792,833,3443,60,185,198,390,174,330,216,113,538,295,134,184,221,294,159,480,1218,886,700,67,0,0,67
793,1364,5364,147,309,228,680,247,412,473,232,755,609,290,422,327,325,297,1082,1929,1291,765,18,0,0,18
794,905,3612,22,222,190,471,75,332,345,153,460,445,49,82,224,550,177,630,1190,1147,468,0,0,0,0
795,874,3134,94,195,258,327,181,345,219,129,495,379,227,238,262,147,180,615,1242,670,427,0,0,0,0
796,2087,8208,171,513,364,1039,419,689,567,412,1220,867,317,456,606,708,440,1196,2916,2357,1299,64,0,0,64
797,2170,7334,192,717,510,751,464,811,626,269,1428,742,502,685,465,518,288,1152,2743,2196,955,61,0,0,61
798,1597,4414,336,605,239,417,447,734,292,124,1183,414,666,427,307,197,224,614,1048,1166,1362,58,0,0,58
799,1656,5402,146,374,478,658,281,582,652,141,870,786,139,304,470,743,393,1008,1967,1343,691,17,0,0,17
800,1915,5999,389,445,455,626,512,829,400,174,1130,785,590,410,411,504,394,825,2425,1246,1109,37,0,0,37
801,3598,11689,551,1061,812,1174,642,1747,885,324,2187,1411,410,1108,790,1290,925,1469,5060,2894,1341,38,0,0,38
802,1497,6072,93,344,251,809,375,645,328,149,803,694,261,785,347,104,516,1326,2286,1465,479,26,0,0,26
803,1106,2641,403,348,154,201,525,325,195,61,884,222,341,300,249,216,156,236,898,593,758,0,0,0,0
804,1161,4042,226,342,153,440,159,396,384,222,748,413,250,347,334,230,305,457,1773,1088,419,24,0,0,24
805,1984,7315,159,624,430,771,310,702,580,392,1104,880,298,622,580,484,521,1349,2355,2271,819,35,0,0,35
806,3001,9704,571,966,453,1011,516,1076,940,469,2146,855,886,944,681,490,340,1459,3275,2808,1822,94,0,0,94
807,1208,4995,160,196,217,635,168,347,346,347,644,564,363,423,315,107,343,941,1804,1304,603,10,0,0,10
808,887,3964,77,183,178,449,116,227,268,276,519,368,251,301,194,141,103,763,1470,1047,581,42,0,0,42
809,703,2411,105,197,100,301,74,200,318,111,422,281,158,250,182,113,138,362,798,779,334,7,0,0,7
810,3362,11743,413,809,806,1334,408,928,1305,721,1976,1386,707,1010,858,787,476,2250,4438,3095,1484,27,0,0,27
811,2281,7751,487,486,412,896,308,829,786,358,1428,853,628,676,408,569,485,1240,2859,1940,1227,60,0,0,60
812,1252,3482,309,418,255,270,157,489,420,186,811,441,374,359,308,211,220,568,1082,1136,476,35,0,0,35
813,923,3210,114,210,248,351,154,273,297,199,493,430,307,250,224,142,149,648,1197,845,371,13,0,0,13
814,929,3330,77,238,249,365,131,284,377,137,561,368,187,361,271,110,261,572,1159,913,425,6,0,0,6
815,1163,4476,135,208,124,696,131,423,426,183,477,686,431,448,232,52,452,1170,1706,810,338,31,0,0,31
816,927,3623,147,135,194,451,143,325,174,285,511,416,281,267,230,149,206,685,1175,970,587,3,0,0,3
817,2189,8583,267,310,441,1171,297,783,607,502,950,1239,859,841,349,140,742,2190,3841,1538,272,32,0,0,32
818,1380,4698,190,347,269,574,181,402,514,283,845,535,218,507,420,235,231,811,1681,1383,592,39,0,0,39
819,653,2454,112,154,102,285,53,231,266,103,421,232,206,201,196,50,181,409,1011,588,265,0,0,0,0
820,4320,12736,794,1345,847,1334,457,1572,1635,656,2625,1695,1029,841,947,1503,936,2141,4563,3739,1357,18,0,0,18
821,1575,5666,226,658,226,465,173,563,608,231,1161,414,194,438,465,478,226,1380,2002,1289,769,1094,1076,0,18
822,1019,2669,221,423,182,193,161,444,272,142,781,238,152,185,285,397,113,356,597,782,821,14,0,0,14
823,2993,7734,812,989,573,619,490,1264,921,318,1933,1060,855,932,574,632,561,1264,2904,1954,1051,48,0,0,48
824,1699,4998,353,622,312,412,137,764,563,235,1129,570,646,547,367,139,332,887,2475,980,324,0,0,0,0
825,1870,6900,297,454,261,858,209,690,585,386,1062,808,567,594,389,320,505,1305,2945,1625,520,16,0,0,16
826,1662,5082,373,410,378,501,310,744,406,202,990,672,802,437,341,82,352,996,2206,1087,441,8,0,0,8
827,1325,4172,282,330,178,535,185,541,280,319,860,465,291,502,448,84,315,764,1766,945,382,12,0,0,12
828,2685,8374,552,550,924,659,277,1024,1003,381,1652,1033,731,950,596,408,607,1486,3493,1835,953,104,0,0,104
829,1034,3274,184,334,152,364,118,300,400,216,679,355,284,304,296,150,135,606,1324,869,340,24,0,0,24
830,1864,6836,214,341,463,846,110,717,562,475,953,911,491,759,345,269,510,1497,2808,1508,513,4,0,0,4
