"NAME","C24010_005E","C24010_006E","C24010_007E","C24010_012E","C24010_013E","C24010_014E","C24010_015E","C24010_016E","C24010_020E","C24010_022E","C24010_023E","C24010_024E","C24010_025E","C24010_026E","C24010_028E","C24010_029E","C24010_030E","C24010_034E","C24010_041E","C24010_042E","C24010_043E","C24010_048E","C24010_049E","C24010_050E","C24010_051E","C24010_052E","C24010_056E","C24010_058E","C24010_059E","C24010_060E","C24010_061E","C24010_062E","C24010_064E","C24010_065E","C24010_066E","C24010_070E","state","county","tract","block group"
"Block Group 1, Census Tract 124.01, San Francisco County, California",0,67,47,44,0,0,0,0,0,30,0,224,135,21,74,0,20,139,0,111,0,12,0,0,0,0,0,0,0,26,41,103,18,42,0,37,"06","075","012401","1"
"Block Group 2, Census Tract 124.01, San Francisco County, California",108,29,135,0,11,16,56,0,17,45,0,85,0,46,17,123,0,55,0,34,0,36,10,83,21,17,60,0,0,187,15,199,6,7,0,36,"06","075","012401","2"
"Block Group 1, Census Tract 122.02, San Francisco County, California",181,35,194,0,0,23,73,13,0,10,0,162,136,86,44,85,151,173,22,19,7,0,0,0,24,42,21,8,0,102,0,90,150,31,0,0,"06","075","012202","1"
"Block Group 1, Census Tract 122.01, San Francisco County, California",241,0,192,0,0,0,42,0,21,0,0,146,16,14,220,260,12,14,132,40,36,49,28,79,74,14,0,0,0,85,52,16,52,27,0,12,"06","075","012201","1"
"Block Group 2, Census Tract 122.01, San Francisco County, California",39,0,107,0,28,13,28,0,0,0,0,328,101,25,69,45,58,103,56,14,12,0,13,0,0,46,0,0,0,13,0,16,27,0,0,20,"06","075","012201","2"
"Block Group 2, Census Tract 119.02, San Francisco County, California",8,41,57,0,0,0,0,9,0,0,12,35,0,0,28,0,0,0,37,42,0,0,0,0,8,8,0,0,0,17,0,0,0,85,8,9,"06","075","011902","2"
"Block Group 1, Census Tract 119.02, San Francisco County, California",93,116,220,0,29,62,82,0,0,11,0,57,21,49,101,29,18,12,139,150,90,9,35,20,40,14,18,0,0,20,20,0,99,90,0,13,"06","075","011902","1"
"Block Group 1, Census Tract 119.01, San Francisco County, California",57,80,71,0,24,0,9,10,0,0,12,9,0,13,26,21,0,19,78,37,15,0,0,8,28,15,0,0,0,0,0,60,58,47,8,12,"06","075","011901","1"
"Block Group 2, Census Tract 119.01, San Francisco County, California",80,17,88,0,9,8,28,17,0,0,0,61,0,48,86,31,0,0,96,25,23,0,42,44,61,14,0,0,0,6,0,8,46,50,0,0,"06","075","011901","2"
"Block Group 1, Census Tract 426.02, San Francisco County, California",40,20,39,0,0,0,0,60,0,0,0,0,0,17,48,12,38,21,54,72,10,9,30,10,18,18,0,0,0,0,15,46,29,55,0,0,"06","075","042602","1"
"Block Group 2, Census Tract 426.02, San Francisco County, California",91,24,84,0,8,0,0,12,0,0,34,0,12,0,43,39,17,0,42,27,0,0,28,22,21,0,10,0,0,0,10,7,33,46,0,21,"06","075","042602","2"
"Block Group 3, Census Tract 426.02, San Francisco County, California",45,9,52,0,0,56,54,9,0,0,0,0,9,12,31,20,13,31,92,35,54,0,0,40,31,46,0,0,0,0,6,7,22,42,0,0,"06","075","042602","3"
"Block Group 1, Census Tract 426.01, San Francisco County, California",95,61,149,9,0,15,20,9,9,0,0,21,0,17,82,101,0,11,15,8,66,19,0,32,22,25,0,0,0,18,0,84,19,49,0,0,"06","075","042601","1"
"Block Group 2, Census Tract 426.01, San Francisco County, California",74,76,148,0,21,34,17,22,0,10,0,48,12,30,41,62,8,47,188,81,22,0,34,112,25,74,0,0,0,56,0,61,43,119,0,42,"06","075","042601","2"
"Block Group 0, Census Tract 9901, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06","075","990100","0"
"Block Group 1, Census Tract 9806, San Francisco County, California",13,11,22,0,0,22,4,0,0,0,0,6,20,0,8,18,38,20,5,0,0,0,9,0,0,8,0,0,0,0,21,28,0,0,0,0,"06","075","980600","1"
"Block Group 1, Census Tract 9805.01, San Francisco County, California",0,10,0,0,0,0,0,0,0,0,0,5,6,10,24,22,15,5,0,0,0,5,5,0,14,0,5,0,0,19,0,10,21,20,0,6,"06","075","980501","1"
"Block Group 1, Census Tract 9802, San Francisco County, California",11,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,16,0,0,0,0,0,0,0,5,0,0,"06","075","980200","1"
"Block Group 1, Census Tract 125.02, San Francisco County, California",54,14,0,0,0,0,6,0,0,50,0,68,52,49,0,0,13,39,0,0,0,14,15,0,0,0,33,0,0,0,23,45,35,28,7,0,"06","075","012502","1"
"Block Group 2, Census Tract 125.02, San Francisco County, California",51,15,0,0,0,0,0,4,0,0,0,133,44,0,0,38,35,100,16,0,0,0,0,0,0,0,16,0,0,65,92,42,50,45,0,9,"06","075","012502","2"
"Block Group 1, Census Tract 123.02, San Francisco County, California",85,48,143,0,27,29,58,19,0,31,0,88,9,0,19,35,0,37,36,13,58,0,0,18,75,0,0,0,0,31,0,30,34,64,0,0,"06","075","012302","1"
"Block Group 2, Census Tract 123.02, San Francisco County, California",30,17,97,0,0,0,24,0,0,13,0,0,0,0,20,18,45,0,56,35,0,50,0,0,9,0,0,0,0,25,13,16,35,14,0,32,"06","075","012302","2"
"Block Group 1, Census Tract 123.01, San Francisco County, California",27,0,0,0,0,0,0,0,11,0,0,156,0,14,25,0,0,12,0,0,0,0,0,0,0,0,0,0,0,108,42,11,0,21,0,0,"06","075","012301","1"
"Block Group 2, Census Tract 123.01, San Francisco County, California",7,7,41,8,0,0,24,15,0,23,0,68,34,0,30,23,0,10,10,6,0,29,0,0,16,25,0,0,0,0,0,28,25,9,0,10,"06","075","012301","2"
"Block Group 1, Census Tract 9809, San Francisco County, California",21,5,15,0,0,0,15,5,0,0,0,7,6,6,5,0,5,4,0,0,10,5,5,0,15,5,0,0,0,0,4,14,5,9,0,6,"06","075","980900","1"
"Block Group 1, Census Tract 9804.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"06","075","980401","1"
"Block Group 2, Census Tract 120, San Francisco County, California",60,0,227,0,0,62,20,0,0,7,0,107,16,28,122,28,0,25,96,0,0,10,14,0,48,42,43,0,0,47,163,61,39,109,0,0,"06","075","012000","2"
"Block Group 1, Census Tract 120, San Francisco County, California",159,39,78,0,0,13,26,0,0,0,0,240,0,0,0,52,29,11,50,25,0,0,0,0,33,15,14,0,0,75,44,59,10,94,0,0,"06","075","012000","1"
"Block Group 3, Census Tract 127, San Francisco County, California",38,65,20,0,0,0,0,20,27,0,25,0,0,0,45,0,0,0,26,33,0,0,0,20,14,18,0,0,0,0,0,0,32,35,0,0,"06","075","012700","3"
"Block Group 1, Census Tract 127, San Francisco County, California",119,82,78,0,46,16,0,19,0,0,0,0,0,0,53,0,0,18,52,111,0,0,0,80,86,80,0,0,0,0,0,0,85,103,0,0,"06","075","012700","1"
"Block Group 2, Census Tract 127, San Francisco County, California",77,57,125,0,21,0,0,22,0,0,0,0,0,0,78,32,0,14,139,65,14,0,0,0,78,18,0,0,0,0,0,0,55,20,0,24,"06","075","012700","2"
"Block Group 3, Census Tract 132, San Francisco County, California",77,26,96,0,108,30,0,0,0,0,0,0,0,0,78,0,0,12,37,47,6,32,24,0,9,19,0,0,0,0,0,0,13,6,0,0,"06","075","013200","3"
"Block Group 2, Census Tract 132, San Francisco County, California",14,62,30,0,0,19,0,30,0,0,0,12,0,0,57,0,26,0,42,11,0,0,15,11,0,0,0,0,0,0,0,0,25,0,0,0,"06","075","013200","2"
"Block Group 1, Census Tract 132, San Francisco County, California",205,90,164,0,34,0,17,17,0,17,0,0,20,0,64,47,22,36,88,170,38,33,47,35,16,40,0,0,0,10,0,0,63,92,0,0,"06","075","013200","1"
"Block Group 1, Census Tract 205, San Francisco County, California",55,29,57,11,53,11,74,47,0,0,0,52,0,11,23,19,26,0,22,31,22,0,38,22,0,13,0,0,0,26,0,0,40,55,0,0,"06","075","020500","1"
"Block Group 2, Census Tract 205, San Francisco County, California",112,34,58,20,0,29,40,28,17,0,0,48,0,11,59,30,23,0,35,0,16,0,0,18,15,8,0,0,0,9,0,0,51,10,0,11,"06","075","020500","2"
"Block Group 3, Census Tract 205, San Francisco County, California",69,28,78,0,32,9,40,41,0,0,0,0,0,34,84,26,18,0,33,14,53,9,10,8,24,18,0,0,0,14,0,25,24,26,0,0,"06","075","020500","3"
"Block Group 2, Census Tract 133, San Francisco County, California",63,63,38,0,17,18,0,20,0,0,0,0,13,0,49,0,0,0,55,81,11,0,0,23,46,5,24,0,0,0,0,40,29,27,0,9,"06","075","013300","2"
"Block Group 3, Census Tract 133, San Francisco County, California",54,70,35,0,9,0,25,0,0,0,0,76,0,14,80,14,15,27,51,18,29,0,0,49,21,25,0,0,0,8,0,10,18,30,0,0,"06","075","013300","3"
"Block Group 1, Census Tract 133, San Francisco County, California",88,43,0,0,0,0,0,0,0,8,0,0,0,0,17,9,0,0,27,46,18,0,16,29,0,10,0,0,0,0,0,0,10,0,0,0,"06","075","013300","1"
"Block Group 4, Census Tract 133, San Francisco County, California",62,27,44,0,8,0,20,0,0,0,0,0,0,0,31,0,8,0,48,0,11,0,9,0,15,6,0,0,0,0,0,0,9,6,10,0,"06","075","013300","4"
"Block Group 5, Census Tract 133, San Francisco County, California",24,26,17,0,20,18,29,11,0,0,0,0,0,0,22,33,0,0,61,18,9,0,0,15,16,25,0,0,0,0,0,8,23,32,0,0,"06","075","013300","5"
"Block Group 1, Census Tract 135, San Francisco County, California",104,75,50,8,20,11,19,8,0,0,0,12,0,8,64,0,0,13,86,18,49,6,19,27,71,62,16,0,0,5,0,12,49,65,0,0,"06","075","013500","1"
"Block Group 2, Census Tract 135, San Francisco County, California",128,50,129,0,7,9,26,37,0,0,0,9,0,0,76,18,16,0,96,80,17,19,36,14,0,15,0,0,0,10,0,0,50,48,0,0,"06","075","013500","2"
"Block Group 2, Census Tract 153, San Francisco County, California",71,79,60,4,14,9,0,15,0,0,0,9,13,0,64,27,6,0,48,91,25,26,13,15,35,30,0,0,0,32,5,7,14,53,0,16,"06","075","015300","2"
"Block Group 1, Census Tract 153, San Francisco County, California",52,46,31,0,26,12,31,10,0,4,0,30,39,6,22,6,4,17,67,83,14,0,38,34,22,24,0,0,0,16,0,18,20,46,0,5,"06","075","015300","1"
"Block Group 1, Census Tract 167, San Francisco County, California",79,62,238,0,21,29,31,0,15,16,0,0,0,0,86,113,24,0,180,116,21,0,21,54,25,131,0,0,0,14,0,28,67,40,0,0,"06","075","016700","1"
"Block Group 4, Census Tract 167, San Francisco County, California",103,104,105,0,37,23,0,26,0,37,0,0,0,16,73,0,58,67,126,40,45,13,0,29,49,39,0,0,0,18,0,27,157,35,0,0,"06","075","016700","4"
"Block Group 2, Census Tract 167, San Francisco County, California",22,42,123,0,0,0,33,0,0,0,0,12,0,0,19,39,17,0,64,35,0,26,23,0,44,18,0,0,0,13,0,0,0,0,0,0,"06","075","016700","2"
"Block Group 3, Census Tract 167, San Francisco County, California",48,0,148,0,33,0,0,29,0,0,0,0,0,0,44,16,0,14,94,0,111,25,16,0,23,47,0,0,0,0,11,27,44,26,36,12,"06","075","016700","3"
"Block Group 1, Census Tract 202, San Francisco County, California",137,37,135,0,15,0,85,32,26,0,0,0,0,0,15,0,43,0,115,31,28,19,0,0,41,0,0,0,0,17,18,16,15,6,0,0,"06","075","020200","1"
"Block Group 3, Census Tract 202, San Francisco County, California",162,34,213,0,0,16,37,68,0,0,0,110,0,42,224,61,7,34,123,91,40,0,11,36,16,15,19,0,0,9,7,23,13,57,0,0,"06","075","020200","3"
"Block Group 2, Census Tract 202, San Francisco County, California",171,14,135,0,10,30,11,22,0,0,0,25,0,134,40,96,21,66,69,0,51,0,0,37,24,8,57,0,0,16,0,92,114,136,0,18,"06","075","020200","2"
"Block Group 1, Census Tract 210, San Francisco County, California",121,77,89,0,27,0,16,0,0,0,0,20,0,0,18,53,0,81,51,0,27,33,0,23,0,38,0,12,0,0,0,0,20,23,0,16,"06","075","021000","1"
"Block Group 2, Census Tract 210, San Francisco County, California",235,0,139,0,29,15,57,11,0,0,0,0,0,0,29,40,0,29,56,30,115,0,38,20,48,24,0,0,0,0,0,19,16,0,0,0,"06","075","021000","2"
"Block Group 3, Census Tract 210, San Francisco County, California",81,47,128,0,26,26,40,0,0,42,0,15,14,16,22,25,10,0,130,51,32,0,0,55,60,0,0,0,0,0,0,13,13,0,0,43,"06","075","021000","3"
"Block Group 4, Census Tract 210, San Francisco County, California",34,34,183,3,52,28,0,0,0,0,0,37,0,0,0,23,0,16,80,16,64,0,78,19,0,17,0,0,0,96,0,13,29,50,0,17,"06","075","021000","4"
"Block Group 3, Census Tract 230.01, San Francisco County, California",20,15,35,0,16,0,10,16,0,0,0,76,28,0,60,23,88,67,4,36,9,0,0,39,28,0,0,0,11,22,53,43,93,65,0,38,"06","075","023001","3"
"Block Group 2, Census Tract 230.01, San Francisco County, California",14,15,41,0,0,0,0,0,0,0,0,67,40,13,39,19,81,94,29,21,0,0,0,0,5,20,36,0,0,50,11,88,22,55,7,28,"06","075","023001","2"
"Block Group 1, Census Tract 230.01, San Francisco County, California",47,0,36,0,0,20,0,23,0,0,0,36,56,29,18,62,54,19,71,6,12,0,0,0,18,25,13,23,0,33,36,40,52,93,0,40,"06","075","023001","1"
"Block Group 2, Census Tract 352.02, San Francisco County, California",57,5,49,0,13,20,5,20,0,29,6,74,38,15,64,66,157,41,23,42,11,8,0,66,41,52,0,0,0,22,29,109,53,126,0,12,"06","075","035202","2"
"Block Group 1, Census Tract 352.02, San Francisco County, California",63,18,129,6,10,21,39,26,34,8,0,41,6,33,53,54,8,110,48,0,20,7,0,75,0,74,23,0,10,83,22,60,31,45,0,26,"06","075","035202","1"
"Block Group 3, Census Tract 352.02, San Francisco County, California",37,0,40,9,0,11,0,0,0,12,0,37,18,0,54,11,43,71,24,11,9,0,6,23,35,12,0,0,0,38,0,23,57,8,0,19,"06","075","035202","3"
"Block Group 1, Census Tract 427, San Francisco County, California",85,72,78,0,0,35,17,0,0,0,0,24,15,0,129,0,17,45,128,12,0,0,16,18,0,111,0,0,0,73,0,64,44,69,0,19,"06","075","042700","1"
"Block Group 3, Census Tract 427, San Francisco County, California",41,14,9,12,0,5,26,12,0,0,0,14,0,0,34,29,51,25,52,0,36,0,0,56,0,44,0,0,0,20,0,33,60,26,0,14,"06","075","042700","3"
"Block Group 2, Census Tract 427, San Francisco County, California",0,76,70,13,0,79,38,15,0,26,0,54,0,0,126,70,45,0,53,125,38,17,14,22,25,77,25,0,0,19,94,79,79,71,0,17,"06","075","042700","2"
"Block Group 1, Census Tract 601, San Francisco County, California",314,99,277,13,46,0,20,30,51,0,0,84,0,16,123,40,56,80,266,270,45,0,30,113,60,42,12,0,0,12,0,17,204,88,0,63,"06","075","060100","1"
"Block Group 5, Census Tract 314, San Francisco County, California",13,15,13,0,0,9,13,9,10,0,0,31,26,12,22,26,24,86,28,0,0,0,0,21,0,8,0,0,0,50,29,42,44,60,0,20,"06","075","031400","5"
"Block Group 1, Census Tract 314, San Francisco County, California",27,0,0,0,0,10,0,9,0,34,0,0,11,19,0,24,0,25,25,6,11,0,0,24,8,10,0,0,0,11,22,0,10,80,0,0,"06","075","031400","1"
"Block Group 3, Census Tract 314, San Francisco County, California",26,17,45,9,0,9,9,28,0,34,0,43,16,15,149,46,53,18,0,25,5,0,0,0,10,23,6,34,0,0,26,50,55,33,0,0,"06","075","031400","3"
"Block Group 4, Census Tract 314, San Francisco County, California",32,15,44,0,0,0,0,0,0,0,0,45,86,0,19,13,31,69,42,9,18,0,0,15,12,83,0,11,0,48,92,0,31,55,0,59,"06","075","031400","4"
"Block Group 2, Census Tract 314, San Francisco County, California",63,14,22,0,0,9,45,9,7,0,0,143,0,13,10,102,101,35,42,5,8,0,0,21,9,17,44,0,0,29,68,55,49,9,0,33,"06","075","031400","2"
"Block Group 3, Census Tract 401, San Francisco County, California",88,32,87,0,0,35,41,0,0,9,0,9,0,0,49,47,78,41,79,51,23,23,26,18,20,35,0,0,0,106,0,20,59,77,0,44,"06","075","040100","3"
"Block Group 2, Census Tract 401, San Francisco County, California",77,40,81,0,10,34,38,20,0,0,0,73,8,12,56,11,23,9,34,33,38,0,31,8,24,50,0,0,0,42,0,34,19,52,0,0,"06","075","040100","2"
"Block Group 1, Census Tract 401, San Francisco County, California",61,31,0,0,29,9,10,0,0,10,0,0,0,0,19,0,9,0,31,38,28,0,10,50,40,0,0,0,0,0,0,8,0,21,0,0,"06","075","040100","1"
"Block Group 4, Census Tract 401, San Francisco County, California",72,8,10,9,28,9,19,0,0,9,0,21,0,0,20,20,8,19,10,40,25,0,21,48,0,10,0,0,12,25,0,19,47,9,0,0,"06","075","040100","4"
"Block Group 2, Census Tract 232, San Francisco County, California",83,0,2,0,0,27,0,0,0,20,0,6,86,0,70,0,109,42,59,9,6,0,0,11,6,32,23,22,0,14,40,43,70,82,0,35,"06","075","023200","2"
"Block Group 3, Census Tract 232, San Francisco County, California",24,2,8,0,0,0,4,7,18,0,0,40,11,0,1,21,14,129,0,0,0,0,0,17,0,6,0,0,0,7,144,55,33,165,19,8,"06","075","023200","3"
"Block Group 1, Census Tract 232, San Francisco County, California",7,6,13,0,0,0,67,0,0,0,0,0,28,0,15,32,76,78,35,12,0,0,0,10,8,0,4,0,0,7,0,17,13,25,14,38,"06","075","023200","1"
"Block Group 2, Census Tract 301.02, San Francisco County, California",121,37,117,23,18,0,0,75,0,0,16,0,0,0,0,33,9,15,9,49,28,2,0,3,0,105,0,0,0,0,0,40,29,49,0,0,"06","075","030102","2"
"Block Group 3, Census Tract 301.02, San Francisco County, California",106,35,51,0,17,21,0,0,0,40,0,0,0,6,22,0,0,0,28,89,33,0,0,45,28,15,0,0,0,0,0,0,0,25,0,0,"06","075","030102","3"
"Block Group 1, Census Tract 301.02, San Francisco County, California",255,36,246,30,20,28,0,65,0,18,0,16,0,10,43,45,37,30,162,59,68,36,9,32,9,150,14,0,0,40,0,0,40,69,0,19,"06","075","030102","1"
"Block Group 4, Census Tract 327, San Francisco County, California",19,20,17,0,0,0,5,0,0,34,0,0,0,30,0,17,64,26,53,0,17,0,0,0,0,27,29,0,0,26,0,27,0,30,0,0,"06","075","032700","4"
"Block Group 6, Census Tract 327, San Francisco County, California",66,18,73,0,27,0,0,13,0,0,0,0,0,23,34,24,0,0,15,24,0,17,0,56,0,65,0,0,0,0,0,0,0,23,0,0,"06","075","032700","6"
"Block Group 7, Census Tract 327, San Francisco County, California",51,47,0,0,0,23,0,13,0,0,0,0,0,0,0,9,49,12,23,9,0,0,12,24,0,51,0,0,0,0,0,0,44,32,0,15,"06","075","032700","7"
"Block Group 3, Census Tract 327, San Francisco County, California",27,27,42,0,0,60,41,19,0,38,0,36,15,27,0,20,13,67,42,37,0,0,0,20,0,0,0,0,0,11,26,43,16,63,0,0,"06","075","032700","3"
"Block Group 5, Census Tract 327, San Francisco County, California",20,38,106,0,0,0,0,33,25,0,0,0,17,0,50,21,17,0,34,0,18,0,0,0,19,45,0,0,0,34,0,0,12,21,0,0,"06","075","032700","5"
"Block Group 1, Census Tract 327, San Francisco County, California",40,0,37,0,12,0,0,13,0,0,0,22,74,0,61,45,15,2,39,14,0,0,12,0,0,13,0,0,0,67,0,0,72,84,0,0,"06","075","032700","1"
"Block Group 2, Census Tract 327, San Francisco County, California",60,18,24,0,0,0,23,49,23,0,0,46,21,0,46,19,0,27,48,78,73,0,0,92,0,32,20,0,0,0,0,75,15,55,0,0,"06","075","032700","2"
"Block Group 2, Census Tract 352.01, San Francisco County, California",38,0,37,0,6,0,0,0,0,0,0,27,0,0,59,39,21,0,18,30,0,0,0,0,6,30,0,0,0,35,9,22,72,81,0,0,"06","075","035201","2"
"Block Group 4, Census Tract 352.01, San Francisco County, California",59,47,29,0,0,20,33,17,0,30,0,23,0,11,17,44,28,12,43,11,33,0,19,48,20,17,7,24,9,23,9,7,31,38,0,0,"06","075","035201","4"
"Block Group 3, Census Tract 352.01, San Francisco County, California",25,33,60,0,26,10,0,0,0,0,0,21,0,0,25,18,77,44,92,40,18,0,0,9,14,49,40,0,0,0,5,24,10,30,0,10,"06","075","035201","3"
"Block Group 5, Census Tract 352.01, San Francisco County, California",27,37,24,0,0,0,12,7,0,46,19,35,12,12,35,60,20,24,60,16,9,0,0,15,24,0,0,16,0,0,27,14,32,37,10,0,"06","075","035201","5"
"Block Group 1, Census Tract 352.01, San Francisco County, California",30,8,121,0,0,14,13,30,0,0,0,35,0,7,0,15,59,0,18,26,8,10,0,17,0,48,0,0,0,8,0,13,11,27,0,0,"06","075","035201","1"
"Block Group 1, Census Tract 354, San Francisco County, California",22,0,150,0,0,23,46,67,0,0,0,25,79,22,65,10,41,0,63,123,71,0,0,15,55,88,19,0,0,0,0,52,48,62,0,0,"06","075","035400","1"
"Block Group 2, Census Tract 354, San Francisco County, California",50,0,45,0,0,47,0,0,0,32,0,13,0,12,4,0,0,13,151,0,13,0,0,99,16,123,0,0,0,0,12,0,33,47,12,10,"06","075","035400","2"
"Block Group 4, Census Tract 354, San Francisco County, California",34,40,80,0,0,8,0,14,0,0,0,41,26,32,77,56,84,103,24,28,0,25,62,0,0,83,0,0,0,0,88,0,45,88,0,32,"06","075","035400","4"
"Block Group 5, Census Tract 354, San Francisco County, California",55,32,89,0,0,26,19,0,0,0,0,0,0,0,0,23,38,0,48,15,4,0,0,43,42,0,0,11,0,0,14,27,26,23,0,16,"06","075","035400","5"
"Block Group 3, Census Tract 354, San Francisco County, California",86,2,0,0,0,0,14,18,0,0,0,0,10,0,22,26,32,20,71,0,0,0,0,33,68,31,0,0,0,0,0,38,17,50,0,0,"06","075","035400","3"
"Block Group 2, Census Tract 159, San Francisco County, California",43,91,252,0,0,33,30,13,0,0,0,60,11,0,57,61,55,116,64,26,36,0,15,58,68,43,42,0,0,128,0,17,110,47,0,60,"06","075","015900","2"
"Block Group 1, Census Tract 159, San Francisco County, California",48,44,64,2,28,0,52,25,0,0,0,17,24,0,23,62,0,58,115,15,27,15,0,30,8,27,0,0,0,0,7,27,12,34,0,0,"06","075","015900","1"
"Block Group 1, Census Tract 160, San Francisco County, California",186,86,166,16,42,19,73,19,0,0,0,26,7,19,40,36,0,31,144,122,86,0,24,39,27,56,8,0,0,96,0,0,57,129,0,0,"06","075","016000","1"
"Block Group 1, Census Tract 105, San Francisco County, California",57,34,0,0,10,0,9,8,0,19,0,0,11,0,1,11,6,27,5,26,7,0,11,2,35,22,13,0,0,0,0,22,38,4,0,10,"06","075","010500","1"
"Block Group 2, Census Tract 105, San Francisco County, California",88,143,134,0,61,9,37,7,0,0,0,7,0,0,39,12,40,9,58,76,20,0,18,23,33,20,11,0,0,9,0,9,31,67,0,18,"06","075","010500","2"
"Block Group 1, Census Tract 113, San Francisco County, California",45,68,15,0,12,10,0,0,0,1,2,89,31,18,33,40,26,6,17,28,23,0,11,12,11,32,38,0,0,25,30,86,14,46,0,0,"06","075","011300","1"
"Block Group 2, Census Tract 113, San Francisco County, California",33,47,0,0,21,0,28,12,0,9,0,35,11,9,78,44,8,0,39,47,9,0,0,0,22,15,26,0,0,13,40,34,17,62,0,0,"06","075","011300","2"
"Block Group 3, Census Tract 152, San Francisco County, California",109,17,88,0,0,17,0,0,0,0,0,48,0,0,16,17,57,0,86,21,14,0,34,48,14,14,0,0,0,0,0,0,0,0,0,0,"06","075","015200","3"
"Block Group 1, Census Tract 152, San Francisco County, California",163,107,88,0,17,18,28,0,0,0,0,14,0,0,67,0,0,31,183,96,12,0,79,54,27,17,0,0,0,0,0,0,31,21,14,0,"06","075","015200","1"
"Block Group 2, Census Tract 152, San Francisco County, California",76,138,55,0,0,0,0,0,0,0,0,14,0,0,129,0,18,0,65,27,21,46,29,24,106,13,0,0,0,27,0,0,63,13,0,0,"06","075","015200","2"
"Block Group 1, Census Tract 177, San Francisco County, California",30,11,7,0,0,0,0,13,0,0,0,16,0,8,6,0,0,21,19,0,0,6,0,4,0,0,0,0,0,14,0,0,6,4,0,0,"06","075","017700","1"
"Block Group 2, Census Tract 177, San Francisco County, California",42,42,86,0,6,55,62,5,10,21,0,91,21,7,50,35,58,41,69,36,34,7,10,36,48,25,0,0,0,31,6,13,49,14,0,6,"06","075","017700","2"
"Block Group 1, Census Tract 227.02, San Francisco County, California",193,57,118,8,16,10,21,15,0,0,0,7,0,12,7,40,6,14,97,30,33,12,15,39,40,31,0,0,0,8,0,0,24,15,0,0,"06","075","022702","1"
"Block Group 2, Census Tract 227.02, San Francisco County, California",108,16,95,6,21,37,13,32,0,0,0,29,0,0,49,13,6,34,83,24,29,8,6,59,6,24,14,11,0,12,0,15,28,30,0,0,"06","075","022702","2"
"Block Group 3, Census Tract 228.01, San Francisco County, California",104,52,160,0,9,40,78,0,0,0,0,115,44,9,10,69,31,27,36,36,31,24,17,95,26,35,0,0,0,0,15,10,63,9,0,0,"06","075","022801","3"
"Block Group 2, Census Tract 228.01, San Francisco County, California",155,17,95,8,9,10,27,0,9,36,10,204,21,0,110,40,195,101,64,35,33,9,33,19,60,63,9,0,0,74,75,105,36,52,0,0,"06","075","022801","2"
"Block Group 1, Census Tract 228.01, San Francisco County, California",75,0,125,0,9,0,37,32,12,0,0,14,19,0,35,8,38,39,46,36,46,9,12,33,10,8,0,0,0,2,0,25,44,60,0,0,"06","075","022801","1"
"Block Group 2, Census Tract 231.03, San Francisco County, California",18,26,11,0,0,13,0,0,0,21,0,12,9,0,0,49,24,42,22,18,0,0,0,0,20,37,0,40,0,0,34,40,31,109,0,7,"06","075","023103","2"
"Block Group 1, Census Tract 231.03, San Francisco County, California",18,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,"06","075","023103","1"
"Block Group 1, Census Tract 259, San Francisco County, California",0,39,63,37,0,10,15,80,10,22,0,34,13,0,35,49,63,103,17,99,9,19,49,9,64,18,25,0,0,47,77,18,35,104,0,4,"06","075","025900","1"
"Block Group 3, Census Tract 259, San Francisco County, California",1,0,55,0,0,0,0,0,0,0,0,0,12,0,48,15,14,45,13,17,0,0,0,0,0,39,0,0,0,15,2,87,71,54,0,13,"06","075","025900","3"
"Block Group 2, Census Tract 259, San Francisco County, California",55,40,116,0,0,47,32,0,0,0,0,30,0,23,156,59,31,36,42,29,0,0,0,41,10,30,16,0,0,0,37,29,13,131,0,62,"06","075","025900","2"
"Block Group 2, Census Tract 260.03, San Francisco County, California",48,22,10,65,26,4,12,20,0,19,0,156,0,0,37,49,164,46,41,73,35,2,38,43,19,46,23,9,0,3,14,111,32,62,0,26,"06","075","026003","2"
"Block Group 1, Census Tract 260.03, San Francisco County, California",23,30,51,0,0,0,6,0,10,14,0,225,111,89,34,70,140,116,0,22,0,0,2,29,0,29,30,0,0,155,50,40,140,62,9,115,"06","075","026003","1"
"Block Group 1, Census Tract 260.04, San Francisco County, California",32,53,61,0,0,15,7,12,13,28,44,128,25,17,14,32,188,104,42,0,33,0,0,34,0,39,12,0,0,16,110,58,89,68,0,25,"06","075","026004","1"
"Block Group 2, Census Tract 260.04, San Francisco County, California",32,0,0,12,0,13,13,26,0,34,13,30,129,56,10,138,139,103,0,125,14,11,30,35,0,18,32,0,0,64,33,27,40,155,0,37,"06","075","026004","2"
"Block Group 4, Census Tract 301.01, San Francisco County, California",41,0,59,0,35,33,0,0,0,0,0,0,12,0,35,14,52,0,61,26,42,0,18,0,0,66,0,0,0,21,0,0,14,43,0,0,"06","075","030101","4"
