TAZ1454,hispanic,white_nonh,black_nonh,asian_nonh,other_nonh,TOTPOP,COUNTY,County_Name
541,649,1898,21,502,2355,4887,3,Santa Clara
542,600,548,125,254,972,2636,3,Santa Clara
543,589,1571,144,1102,2661,5916,3,Santa Clara
544,572,1387,54,1236,2665,5829,3,Santa Clara
545,340,1393,79,923,2148,4342,3,Santa Clara
546,1063,954,292,637,1925,4063,3,Santa Clara
547,2599,610,323,1317,2285,7418,3,Santa Clara
548,2662,996,165,941,2365,7875,3,Santa Clara
549,1306,901,163,564,1445,4911,3,Santa Clara
550,1299,752,93,405,1101,3983,3,Santa Clara
551,2091,789,73,444,1224,5205,3,Santa Clara
552,1466,193,67,887,1009,3982,3,Santa Clara
553,1531,533,3,484,917,4285,3,Santa Clara
554,700,1185,122,355,1580,3556,3,Santa Clara
555,1995,1135,87,575,1787,6209,3,Santa Clara
556,966,575,248,1344,1578,5597,3,Santa Clara
557,352,802,265,1151,1900,4192,3,Santa Clara
558,796,922,225,778,1860,4793,3,Santa Clara
559,1511,1070,21,303,1201,4718,3,Santa Clara
560,2378,302,53,165,560,4641,3,Santa Clara
561,1232,369,225,625,975,4052,3,Santa Clara
562,1837,450,29,237,686,3940,3,Santa Clara
563,4138,796,379,2071,2506,11712,3,Santa Clara
564,2175,1568,424,1943,3488,9744,3,Santa Clara
565,1113,1172,282,1337,2557,6246,3,Santa Clara
566,1092,929,562,2949,4303,9347,3,Santa Clara
567,2307,107,13,2487,1750,7469,3,Santa Clara
568,2219,255,209,1854,1822,6572,3,Santa Clara
569,1648,15,10,522,517,3291,3,Santa Clara
570,2119,69,58,452,481,3415,3,Santa Clara
571,1213,129,14,708,789,2651,3,Santa Clara
572,901,131,134,1378,1464,3525,3,Santa Clara
573,380,141,117,1537,1423,3496,3,Santa Clara
574,838,128,23,2010,1586,4586,3,Santa Clara
575,587,152,8,1669,1735,3526,3,Santa Clara
576,913,209,58,1580,1756,4246,3,Santa Clara
577,1754,121,105,1366,1325,4410,3,Santa Clara
578,2660,265,122,1413,1358,6679,3,Santa Clara
579,315,138,0,825,757,1964,3,Santa Clara
580,1506,37,103,571,494,3495,3,Santa Clara
581,1689,97,1,795,622,3622,3,Santa Clara
582,1478,136,91,2351,1947,5884,3,Santa Clara
583,1507,133,43,2044,1810,5297,3,Santa Clara
584,1128,126,7,1243,1173,3288,3,Santa Clara
585,1780,33,20,589,596,3206,3,Santa Clara
586,2384,27,42,920,968,4636,3,Santa Clara
587,856,27,12,467,483,1651,3,Santa Clara
588,2482,92,106,1006,1213,4776,3,Santa Clara
589,2416,226,13,1377,1324,5520,3,Santa Clara
590,1776,12,83,570,498,3297,3,Santa Clara
591,2724,147,13,1478,1415,6449,3,Santa Clara
592,1951,87,68,980,847,4097,3,Santa Clara
593,1325,398,29,399,725,3225,3,Santa Clara
594,1422,126,65,1265,840,4857,3,Santa Clara
595,2266,129,125,1702,1124,6192,3,Santa Clara
596,310,135,2,1073,1077,2185,3,Santa Clara
597,835,211,223,2219,1651,5876,3,Santa Clara
598,524,399,70,2540,2781,5801,3,Santa Clara
599,636,307,5,2365,2443,5272,3,Santa Clara
600,371,216,0,1656,1720,3473,3,Santa Clara
601,554,544,147,4135,4281,9305,3,Santa Clara
602,109,149,4,1115,1180,2492,3,Santa Clara
603,73,57,7,262,332,614,3,Santa Clara
604,1326,323,88,1407,1678,4633,3,Santa Clara
605,589,791,227,5100,5209,11005,3,Santa Clara
606,938,707,230,5294,4874,12039,3,Santa Clara
607,977,629,153,2933,2482,6156,3,Santa Clara
608,40,144,37,2726,2659,5206,3,Santa Clara
609,140,280,9,2651,2707,5282,3,Santa Clara
610,61,104,16,933,1027,1974,3,Santa Clara
611,759,410,94,2440,2824,5829,3,Santa Clara
612,718,368,29,3380,2479,7551,3,Santa Clara
613,197,106,15,1693,1624,3073,3,Santa Clara
614,323,339,157,2510,2705,5334,3,Santa Clara
615,525,397,7,1865,2024,4513,3,Santa Clara
616,560,175,19,2272,1834,4668,3,Santa Clara
617,864,216,43,1372,1215,3673,3,Santa Clara
618,234,268,46,880,1153,2352,3,Santa Clara
619,202,420,9,2331,2059,4667,3,Santa Clara
620,76,406,25,1889,1738,3905,3,Santa Clara
621,521,289,38,1479,1604,3710,3,Santa Clara
622,602,460,40,2070,2721,5529,3,Santa Clara
623,645,563,74,2883,2955,6606,3,Santa Clara
624,222,132,50,1317,1522,2976,3,Santa Clara
625,808,352,62,2065,2385,5479,3,Santa Clara
626,447,163,97,1708,1670,4031,3,Santa Clara
627,871,364,21,2263,2362,5744,3,Santa Clara
628,503,563,29,1674,2330,4684,3,Santa Clara
629,685,1082,141,1505,2804,5389,3,Santa Clara
630,1874,425,111,1900,2640,6740,3,Santa Clara
631,1067,273,95,1855,1963,4498,3,Santa Clara
632,1025,356,137,2265,2460,5914,3,Santa Clara
633,3118,721,75,1816,2117,7873,3,Santa Clara
634,2089,167,15,727,822,4613,3,Santa Clara
635,1296,266,19,552,754,3270,3,Santa Clara
636,1963,181,0,1017,1210,4509,3,Santa Clara
637,817,695,111,987,1623,4114,3,Santa Clara
638,2556,154,155,665,991,4680,3,Santa Clara
639,1740,316,4,514,780,3901,3,Santa Clara
640,1010,94,59,1093,1039,2886,3,Santa Clara
641,1482,82,88,816,870,2890,3,Santa Clara
642,745,365,263,705,1111,3012,3,Santa Clara
643,1117,310,40,1329,1495,3980,3,Santa Clara
644,563,144,5,1977,1831,3892,3,Santa Clara
645,651,202,26,1447,1606,3621,3,Santa Clara
646,294,138,42,1614,1649,3184,3,Santa Clara
647,382,343,46,1903,2192,4389,3,Santa Clara
648,444,453,23,3065,3392,7090,3,Santa Clara
649,546,216,0,1999,1993,4139,3,Santa Clara
650,1400,327,62,2960,3054,7258,3,Santa Clara
651,867,182,175,3126,3125,6712,3,Santa Clara
652,761,282,22,1657,1884,4372,3,Santa Clara
653,402,573,222,4805,5229,10101,3,Santa Clara
654,808,2364,86,2331,4037,9466,3,Santa Clara
655,831,1327,122,4972,5440,12419,3,Santa Clara
656,715,675,125,1911,2386,6165,3,Santa Clara
657,2569,758,405,1546,2563,8118,3,Santa Clara
658,825,693,118,856,1659,4385,3,Santa Clara
659,691,604,40,505,925,2851,3,Santa Clara
660,593,683,18,939,1504,3870,3,Santa Clara
661,2174,2240,232,2861,4335,12646,3,Santa Clara
662,420,1059,8,830,1832,4241,3,Santa Clara
663,293,785,16,561,1388,2859,3,Santa Clara
664,1347,1335,65,1515,1881,7184,3,Santa Clara
665,1520,2309,29,1263,3407,8188,3,Santa Clara
666,1124,614,126,1931,2140,5902,3,Santa Clara
667,1758,554,112,804,1098,5122,3,Santa Clara
668,725,1088,72,1681,2355,5794,3,Santa Clara
669,2705,429,234,1509,1848,7688,3,Santa Clara
670,2627,763,171,1312,2050,7227,3,Santa Clara
671,1951,674,354,1876,1648,7429,3,Santa Clara
672,894,871,24,826,1443,4267,3,Santa Clara
673,844,491,31,915,1407,4035,3,Santa Clara
674,802,1170,6,860,2139,5021,3,Santa Clara
675,587,1475,83,954,2472,5077,3,Santa Clara
676,2271,1656,316,914,2888,8453,3,Santa Clara
677,627,920,20,661,1618,3849,3,Santa Clara
678,259,720,33,568,1220,2751,3,Santa Clara
679,1127,1263,125,664,1586,5176,3,Santa Clara
680,980,1752,32,1143,2760,6683,3,Santa Clara
681,623,1116,48,380,1533,3517,3,Santa Clara
682,552,1502,1,853,2430,5240,3,Santa Clara
683,322,1149,90,537,1927,3613,3,Santa Clara
684,756,1755,1,1302,3111,6778,3,Santa Clara
685,604,1471,42,765,1985,5120,3,Santa Clara
686,1177,1302,51,464,1562,4891,3,Santa Clara
687,963,877,11,347,1097,3633,3,Santa Clara
688,1533,1687,145,1422,3214,8163,3,Santa Clara
689,302,1683,1,511,2156,4386,3,Santa Clara
690,316,1844,36,1360,3529,6553,3,Santa Clara
691,115,1031,0,624,1534,3057,3,Santa Clara
692,84,936,15,966,1806,3445,3,Santa Clara
693,180,970,0,1419,2355,4400,3,Santa Clara
694,260,1103,0,1789,2703,5494,3,Santa Clara
695,472,1667,70,2268,3726,7681,3,Santa Clara
696,316,1717,136,743,2468,5132,3,Santa Clara
697,661,298,9,149,435,1545,3,Santa Clara
698,1080,2820,86,1111,3956,8396,3,Santa Clara
699,680,1656,15,596,2006,5198,3,Santa Clara
700,3285,2445,442,1658,4752,12761,3,Santa Clara
701,1744,1607,109,346,2151,6354,3,Santa Clara
702,3398,2169,149,797,3084,10678,3,Santa Clara
703,582,1187,12,558,1853,4035,3,Santa Clara
704,759,1745,49,338,2064,5045,3,Santa Clara
705,4481,2564,232,1303,4820,14310,3,Santa Clara
706,1071,631,13,144,747,2495,3,Santa Clara
707,5150,456,86,143,685,8410,3,Santa Clara
708,2977,1556,89,320,2001,7859,3,Santa Clara
709,3236,515,75,370,1050,6498,3,Santa Clara
710,3275,827,55,480,1399,7682,3,Santa Clara
711,2260,2432,77,668,3310,9417,3,Santa Clara
712,984,1061,80,176,1320,3785,3,Santa Clara
713,1580,1517,75,260,1786,5360,3,Santa Clara
714,161,359,4,50,434,789,3,Santa Clara
715,878,2433,318,998,3489,7738,4,Alameda
716,276,1621,159,612,2322,4517,4,Alameda
717,932,2214,19,706,2728,6516,4,Alameda
718,1348,2699,8,650,3337,7761,4,Alameda
719,1061,2198,103,729,3107,7472,4,Alameda
720,479,1324,21,1255,2564,5771,4,Alameda
721,1262,1526,0,320,1842,5350,4,Alameda
722,2269,1995,37,446,2439,7831,4,Alameda
723,302,1987,41,479,2406,4848,4,Alameda
724,970,2874,140,198,2860,6622,4,Alameda
725,110,1633,11,554,2162,3939,4,Alameda
726,652,3231,121,988,4270,8505,4,Alameda
727,222,987,91,463,1557,3228,4,Alameda
728,1108,2264,19,624,3010,7103,4,Alameda
729,1029,2405,402,13412,15553,30961,4,Alameda
730,1364,1859,726,4727,7153,14316,4,Alameda
731,244,1396,295,1324,2969,6120,4,Alameda
732,513,1399,157,836,2321,5009,4,Alameda
733,832,1557,107,1797,3362,7288,4,Alameda
734,702,2243,121,2284,4149,9112,4,Alameda
735,135,1088,6,863,1787,3650,4,Alameda
736,749,1915,54,2484,4132,9132,4,Alameda
737,482,1005,41,1179,1604,4728,4,Alameda
738,188,1498,0,1730,2992,6225,4,Alameda
739,712,1016,43,1367,2444,5725,4,Alameda
740,124,1163,4,929,1963,3890,4,Alameda
741,490,1519,28,808,2157,4892,4,Alameda
742,1234,2305,331,4099,5465,13681,4,Alameda
743,704,1773,144,3163,4678,10018,4,Alameda
744,761,1248,12,897,1887,4630,4,Alameda
745,265,1614,8,1201,2420,5426,4,Alameda
746,328,2043,61,2410,4179,8852,4,Alameda
747,4,221,85,1726,1892,3623,4,Alameda
748,249,404,30,1868,1865,4212,4,Alameda
749,394,394,28,3085,3045,6656,4,Alameda
750,142,75,15,1002,673,2092,4,Alameda
751,1,2,0,19,18,32,4,Alameda
752,266,183,31,1584,890,3566,4,Alameda
753,104,225,0,2416,2206,4894,4,Alameda
754,14,370,80,1971,1931,4176,4,Alameda
755,163,636,253,5105,4472,10325,4,Alameda
756,217,445,107,3566,3847,7394,4,Alameda
757,399,218,57,937,1173,2761,4,Alameda
758,825,568,0,2483,2428,6563,4,Alameda
759,659,592,270,3016,3449,7673,4,Alameda
760,726,878,230,1963,2828,6002,4,Alameda
761,1402,953,170,4145,4428,11285,4,Alameda
762,705,339,25,1198,1356,3810,4,Alameda
763,740,847,209,3328,3209,8726,4,Alameda
764,1247,631,149,2488,2842,6874,4,Alameda
765,303,496,21,1095,1262,2949,4,Alameda
766,167,541,47,895,1529,3130,4,Alameda
767,840,1060,167,4614,5144,11166,4,Alameda
768,1537,833,146,3784,5091,10975,4,Alameda
769,313,666,78,7099,6639,14243,4,Alameda
770,1510,594,76,1432,2060,5950,4,Alameda
771,706,1317,351,1515,3092,6689,4,Alameda
772,1496,415,37,841,1130,4497,4,Alameda
773,1712,676,180,1346,2083,6208,4,Alameda
774,708,771,262,3428,4091,9021,4,Alameda
775,1280,1115,432,2299,3266,8370,4,Alameda
776,530,1252,219,1994,2746,6721,4,Alameda
777,549,673,84,2282,1930,5956,4,Alameda
778,1199,1438,221,5972,6064,15042,4,Alameda
779,94,231,39,2725,2417,5255,4,Alameda
780,147,219,6,1330,1471,3070,4,Alameda
781,520,1199,53,945,2148,4439,4,Alameda
782,946,1203,69,2196,3176,7363,4,Alameda
783,181,348,68,987,1235,2859,4,Alameda
784,609,457,58,2231,1653,5923,4,Alameda
785,957,889,319,1959,2981,7243,4,Alameda
786,777,687,31,1352,1862,4567,4,Alameda
787,539,999,51,3035,3051,8041,4,Alameda
788,293,312,18,2634,2987,6526,4,Alameda
789,187,477,19,2259,2300,5058,4,Alameda
790,201,352,197,2746,3203,5559,4,Alameda
791,302,139,147,1553,1596,3549,4,Alameda
792,198,351,108,1345,1705,2916,4,Alameda
793,176,402,294,1920,2279,4590,4,Alameda
794,69,172,52,1435,1624,2992,4,Alameda
795,272,181,82,1210,1292,3137,4,Alameda
796,525,270,173,3044,3183,6363,4,Alameda
797,1623,937,193,1358,2354,6341,4,Alameda
798,482,345,141,1601,1803,3710,4,Alameda
799,200,487,181,2103,2665,5239,4,Alameda
800,1055,525,155,1827,2210,5338,4,Alameda
801,925,1292,172,4078,4500,10391,4,Alameda
802,2292,110,4,968,1175,5471,4,Alameda
803,176,458,117,528,1141,2393,4,Alameda
804,791,606,126,829,1525,3499,4,Alameda
805,1398,558,308,1984,2726,6974,4,Alameda
806,1865,1001,338,2365,3827,9485,4,Alameda
807,1495,259,192,586,1070,4268,4,Alameda
808,1106,154,183,905,1219,3257,4,Alameda
809,414,150,145,937,1006,2354,4,Alameda
810,2298,670,386,3442,3517,11846,4,Alameda
811,1865,567,394,2283,3210,7799,4,Alameda
812,633,393,59,661,1156,3168,4,Alameda
813,619,124,168,680,882,2577,4,Alameda
814,1271,362,54,441,1004,3358,4,Alameda
815,1652,206,158,326,934,3692,4,Alameda
816,637,227,103,845,1260,2923,4,Alameda
817,3055,249,246,692,901,7068,4,Alameda
818,897,397,196,1040,1785,4210,4,Alameda
819,825,158,125,403,629,2414,4,Alameda
820,2014,1909,769,3958,5730,14648,4,Alameda
821,755,666,413,866,1661,4969,4,Alameda
822,617,694,279,395,1198,3302,4,Alameda
823,1491,1236,354,909,1797,7067,4,Alameda
824,1844,409,374,578,1315,5518,4,Alameda
825,2432,426,309,791,1244,5667,4,Alameda
826,1503,188,244,781,1038,5164,4,Alameda
827,1313,255,54,684,931,3922,4,Alameda
828,2830,548,651,1400,2592,9071,4,Alameda
829,941,193,135,751,1044,3347,4,Alameda
830,3172,280,128,612,916,6200,4,Alameda
831,1555,229,316,183,627,3656,4,Alameda
832,1437,584,84,1166,1627,4963,4,Alameda
833,1206,669,25,1225,2033,4598,4,Alameda
834,860,796,4,1443,1930,4727,4,Alameda
835,1212,712,158,1311,1970,5520,4,Alameda
836,1569,470,149,710,1352,4684,4,Alameda
837,3443,1101,395,877,2156,8794,4,Alameda
838,1279,502,281,228,1095,3823,4,Alameda
839,1047,815,454,780,2164,4818,4,Alameda
840,760,1343,593,701,2566,5621,4,Alameda
841,1215,636,256,713,1427,4677,4,Alameda
842,505,687,359,439,1159,3347,4,Alameda
843,521,693,534,669,1699,4032,4,Alameda
844,613,2238,106,2480,3567,9206,4,Alameda
845,509,2233,70,1513,3287,7207,4,Alameda
846,1752,688,20,1135,1460,5476,4,Alameda
847,533,335,394,568,1079,3071,4,Alameda
848,963,1001,747,763,1557,5291,4,Alameda
849,476,845,154,898,1729,4025,4,Alameda
850,618,1123,19,643,1536,3894,4,Alameda
851,142,479,41,580,880,2135,4,Alameda
852,492,1541,130,1521,2404,6162,4,Alameda
853,707,847,1042,945,2779,4995,4,Alameda
854,1833,191,1381,564,959,6526,4,Alameda
855,1661,684,523,524,1486,5356,4,Alameda
856,1356,561,723,1418,2790,6893,4,Alameda
857,1263,166,165,318,726,3071,4,Alameda
858,707,1225,195,1633,2653,5887,4,Alameda
859,465,589,53,1259,1821,3842,4,Alameda
860,296,430,298,2313,2696,5739,4,Alameda
861,1186,680,9,2545,2947,6705,4,Alameda
862,2155,599,473,1641,2273,7269,4,Alameda
863,682,279,234,1173,1638,3513,4,Alameda
864,1925,802,883,1135,2605,7935,4,Alameda
865,661,688,78,730,1555,3820,4,Alameda
866,386,845,221,725,1784,3679,4,Alameda
867,347,834,107,338,1144,2536,4,Alameda
868,585,662,558,284,1491,3509,4,Alameda
869,903,588,203,332,1155,3333,4,Alameda
870,980,644,256,880,1728,4462,4,Alameda
871,1185,967,830,1161,2870,6633,4,Alameda
872,1992,639,469,2767,2751,8893,4,Alameda
873,1808,591,146,1020,1655,5500,4,Alameda
874,0,0,0,0,0,0,4,Alameda
875,1617,115,624,181,967,3634,4,Alameda
876,983,140,284,75,412,2123,4,Alameda
877,1513,67,602,91,654,3461,4,Alameda
878,2615,115,554,188,963,5291,4,Alameda
879,1389,247,621,167,1043,3873,4,Alameda
880,2372,28,310,80,385,3715,4,Alameda
881,1004,202,555,70,990,2972,4,Alameda
882,518,223,915,237,1329,3047,4,Alameda
883,127,619,752,271,1673,3125,4,Alameda
884,296,690,999,131,1765,3708,4,Alameda
885,406,1476,1292,1316,3309,7971,4,Alameda
886,724,713,925,378,1924,4276,4,Alameda
887,472,311,914,122,1287,3095,4,Alameda
888,1483,176,1181,217,1624,5058,4,Alameda
889,1334,174,815,150,979,3370,4,Alameda
890,1632,58,1187,242,1612,5024,4,Alameda
891,2220,41,952,0,990,4618,4,Alameda
892,2097,85,478,269,832,4387,4,Alameda
893,1688,366,385,43,774,3586,4,Alameda
894,1945,103,520,49,585,3790,4,Alameda
895,2066,404,1463,341,2397,6797,4,Alameda
896,995,200,111,212,530,2490,4,Alameda
897,1132,140,1123,258,1409,3858,4,Alameda
898,1408,145,231,301,710,3121,4,Alameda
899,2474,349,1262,358,1789,6729,4,Alameda
900,1872,352,1131,192,1669,5263,4,Alameda
901,760,473,1228,127,1743,4288,4,Alameda
902,530,540,308,119,950,2260,4,Alameda
903,313,1162,811,152,2217,4068,4,Alameda
904,1942,1141,380,516,2088,6168,4,Alameda
905,2102,423,731,1142,2194,7581,4,Alameda
906,1590,622,533,1000,1969,5981,4,Alameda
907,355,765,326,262,1445,3145,4,Alameda
908,348,918,319,458,1575,3775,4,Alameda
909,420,920,502,346,1797,3843,4,Alameda
910,713,1594,323,657,2179,5468,4,Alameda
911,167,1037,105,338,1296,2330,4,Alameda
912,167,1658,261,397,2539,4733,4,Alameda
913,222,2468,210,754,3174,6469,4,Alameda
914,105,1870,59,816,2709,5849,4,Alameda
915,183,1718,49,267,2096,4034,4,Alameda
916,228,1685,111,218,2002,4089,4,Alameda
917,256,2316,73,645,3042,5847,4,Alameda
918,92,2542,24,773,3215,5991,4,Alameda
919,111,721,42,124,970,1853,4,Alameda
920,148,896,44,199,968,2255,4,Alameda
921,209,950,153,233,1303,2701,4,Alameda
922,471,1464,105,514,2412,4951,4,Alameda
923,1411,907,1200,796,2823,7151,4,Alameda
924,1638,343,703,819,1803,5857,4,Alameda
925,3130,356,82,359,841,6072,4,Alameda
926,1684,487,530,765,1733,5560,4,Alameda
927,2276,250,154,494,532,4463,4,Alameda
928,1962,253,226,595,995,4660,4,Alameda
929,1062,254,407,658,1369,4209,4,Alameda
930,483,463,205,273,747,2354,4,Alameda
931,929,306,536,552,1376,3497,4,Alameda
932,505,286,523,1468,1882,4488,4,Alameda
933,1669,318,563,1575,2679,6952,4,Alameda
934,1338,856,665,1898,3310,7541,4,Alameda
935,343,515,528,795,1676,3617,4,Alameda
936,477,537,228,660,1293,3181,4,Alameda
937,314,1298,210,288,1683,3709,4,Alameda
938,222,1846,108,344,2150,4718,4,Alameda
939,238,1621,226,325,2127,4107,4,Alameda
940,355,1449,279,313,1663,3895,4,Alameda
941,541,1205,661,343,2135,5120,4,Alameda
942,338,1433,435,470,1885,4692,4,Alameda
943,385,1025,385,1107,2684,5142,4,Alameda
944,256,1027,617,517,1874,4377,4,Alameda
945,369,1137,711,1025,1232,5664,4,Alameda
946,225,672,152,1280,2260,4731,4,Alameda
947,569,474,660,1291,2523,5832,4,Alameda
948,316,1055,106,851,2141,4650,4,Alameda
949,355,1457,26,384,1997,3939,4,Alameda
950,136,1688,104,702,2479,4760,4,Alameda
951,621,1916,147,709,3043,6427,4,Alameda
952,763,1254,39,1821,3005,6650,4,Alameda
953,279,1681,55,1694,2767,6980,4,Alameda
954,498,1093,183,894,2021,4548,4,Alameda
955,386,419,98,513,1027,2715,4,Alameda
956,449,1523,26,681,2279,4378,4,Alameda
957,261,1073,252,468,1230,3452,4,Alameda
958,393,618,205,604,1157,3231,4,Alameda
959,272,1537,113,603,2142,4600,4,Alameda
960,361,1007,491,1061,2661,5570,4,Alameda
961,458,776,174,1238,2154,4417,4,Alameda
962,537,862,452,934,1505,4582,4,Alameda
963,549,1771,121,523,1924,4937,4,Alameda
964,82,64,289,193,509,658,4,Alameda
965,246,89,66,38,159,697,4,Alameda
966,0,19,0,19,23,94,4,Alameda
967,62,267,211,157,485,1183,4,Alameda
968,72,175,111,975,1105,2387,4,Alameda
969,178,477,430,597,1262,2490,4,Alameda
970,243,722,1280,584,1664,4819,4,Alameda
971,74,268,274,216,831,1653,4,Alameda
972,582,1924,919,1009,3081,7578,4,Alameda
973,193,830,236,130,981,2309,4,Alameda
974,403,2149,204,340,2370,5150,4,Alameda
975,201,976,74,262,1364,2843,4,Alameda
976,463,1256,981,492,2794,5642,4,Alameda
977,665,1189,1577,365,3410,6355,4,Alameda
978,610,724,813,279,1741,4289,4,Alameda
979,414,882,844,570,2247,4958,4,Alameda
980,120,157,312,54,622,1061,4,Alameda
981,6,64,141,159,341,631,4,Alameda
982,68,321,551,159,770,1884,4,Alameda
983,189,344,846,174,1283,2495,4,Alameda
984,11,30,200,21,330,501,4,Alameda
985,61,175,835,129,1069,2262,4,Alameda
986,142,319,746,65,1077,2157,4,Alameda
987,362,282,308,58,669,1610,4,Alameda
988,444,838,354,345,1521,4166,4,Alameda
989,415,373,513,229,1134,2791,4,Alameda
990,253,424,765,81,1297,2692,4,Alameda
991,812,2326,1408,2413,3613,11988,4,Alameda
992,248,585,520,183,1400,2855,4,Alameda
993,556,1402,294,459,2170,4654,4,Alameda
994,268,563,332,159,1102,2169,4,Alameda
995,391,1016,382,505,1796,3992,4,Alameda
996,290,1308,720,345,2470,4597,4,Alameda
997,136,559,245,66,901,1844,4,Alameda
998,284,2008,328,264,2812,5530,4,Alameda
999,160,1014,36,202,1273,2396,4,Alameda
1000,328,1684,258,327,2238,4351,4,Alameda
1001,399,1046,452,169,1691,3980,4,Alameda
1002,223,648,124,188,1020,2140,4,Alameda
1003,120,597,59,130,752,1479,4,Alameda
1004,114,1450,0,245,1845,3295,4,Alameda
1005,121,1273,90,313,1639,3087,4,Alameda
1006,274,1189,75,388,1557,3713,4,Alameda
1007,556,1107,105,1129,1879,4554,4,Alameda
1008,1423,1409,439,2325,3457,10221,4,Alameda
1009,498,1564,91,1032,2498,4987,4,Alameda
1010,184,1004,32,264,1353,2587,4,Alameda
1011,372,1309,192,231,1765,3718,4,Alameda
1012,630,1392,628,353,2370,5005,4,Alameda
1013,313,1055,416,162,1824,3494,4,Alameda
1014,95,784,151,373,1340,3035,4,Alameda
1015,855,467,316,134,896,2822,4,Alameda
1016,247,1135,552,459,2171,4392,4,Alameda
1017,224,1692,143,479,2295,4214,4,Alameda
1018,229,804,116,981,1794,4002,4,Alameda
1019,124,309,82,262,406,1102,4,Alameda
1020,428,1322,204,964,2078,5269,4,Alameda
1021,87,1022,85,816,1840,3647,4,Alameda
1022,214,903,388,497,1867,3576,4,Alameda
1023,217,1200,67,300,1746,3398,4,Alameda
1024,332,931,214,240,1399,2961,4,Alameda
1025,167,1556,200,426,2206,4279,4,Alameda
1026,78,791,13,141,1019,1848,4,Alameda
1027,147,1474,102,459,1856,3568,4,Alameda
1028,184,1761,51,275,2088,4166,4,Alameda
1029,162,1897,58,192,2194,4023,4,Alameda
1030,84,934,62,125,1187,2168,4,Alameda
1031,168,1368,0,554,1864,3657,4,Alameda
1032,128,730,42,67,919,1729,4,Alameda
1033,50,1841,14,376,2505,4350,4,Alameda
1034,179,1397,33,322,1886,3568,4,Alameda
1035,200,710,89,357,1187,2488,4,Alameda
1036,233,648,71,749,1547,3180,4,Alameda
1037,239,716,56,407,1185,2466,4,Alameda
1038,351,615,24,734,590,3407,4,Alameda
1039,264,1042,121,1208,1399,4892,4,Alameda
1040,237,208,90,522,752,1692,5,Contra Costa
1041,281,507,97,532,1158,2378,5,Contra Costa
1042,125,751,0,195,964,1829,5,Contra Costa
1043,63,1226,48,227,1492,2785,5,Contra Costa
1044,110,977,27,169,1175,2411,5,Contra Costa
1045,214,816,46,521,1342,2761,5,Contra Costa
1046,156,985,15,292,1128,2413,5,Contra Costa
1047,299,907,130,504,1589,3219,5,Contra Costa
1048,248,947,14,405,1458,2854,5,Contra Costa
1049,388,1519,143,785,2997,5639,5,Contra Costa
1050,1785,693,1735,670,3096,8296,5,Contra Costa
1051,533,698,242,922,1544,3723,5,Contra Costa
1052,19,383,124,315,682,1538,5,Contra Costa
1053,366,1307,112,519,2107,4140,5,Contra Costa
1054,437,840,128,356,1332,3016,5,Contra Costa
1055,1399,979,502,538,2127,5725,5,Contra Costa
1056,1840,717,340,304,1341,5033,5,Contra Costa
1057,2791,207,151,172,601,4730,5,Contra Costa
1058,2146,634,1187,311,2268,6592,5,Contra Costa
1059,893,1421,685,688,2954,7262,5,Contra Costa
1060,3861,163,778,61,1135,6472,5,Contra Costa
1061,3659,254,805,242,1264,7227,5,Contra Costa
1062,541,1761,25,262,2137,4279,5,Contra Costa
1063,3177,99,698,219,1092,6290,5,Contra Costa
1064,2573,122,161,75,509,4764,5,Contra Costa
1065,2941,605,177,918,1697,6951,5,Contra Costa
1066,2397,615,295,1477,2038,7308,5,Contra Costa
1067,4553,411,657,448,1619,9133,5,Contra Costa
1068,2131,189,364,366,1128,5104,5,Contra Costa
1069,2168,1040,1808,1691,3313,11088,5,Contra Costa
1070,1681,204,253,402,831,3531,5,Contra Costa
1071,2589,271,306,332,1257,5989,5,Contra Costa
1072,1927,359,422,802,1663,5074,5,Contra Costa
1073,1283,347,1122,554,1991,5239,5,Contra Costa
1074,1155,1258,812,1235,2825,7344,5,Contra Costa
1075,705,775,173,104,944,3067,5,Contra Costa
1076,386,1029,69,219,1254,2722,5,Contra Costa
1077,1158,911,402,789,2019,5429,5,Contra Costa
1078,1012,775,256,724,1890,5113,5,Contra Costa
1079,1611,2237,619,1442,3761,9226,5,Contra Costa
1080,1240,687,530,635,1868,5221,5,Contra Costa
1081,1837,600,160,396,1141,4716,5,Contra Costa
1082,882,995,245,1328,2434,5429,5,Contra Costa
1083,1945,1523,2226,4524,7309,16798,5,Contra Costa
1084,1536,1279,185,645,2278,6070,5,Contra Costa
1085,364,517,412,1125,1867,4226,5,Contra Costa
1086,803,867,720,1926,3104,6941,5,Contra Costa
1087,550,1141,606,1316,3023,6145,5,Contra Costa
1088,539,557,191,815,1682,3769,5,Contra Costa
1089,1422,971,691,444,1952,5225,5,Contra Costa
1090,346,1318,167,133,1560,3183,5,Contra Costa
1091,364,1558,34,98,1704,3419,5,Contra Costa
1092,271,332,204,23,532,1170,5,Contra Costa
1093,251,936,0,84,1083,2186,5,Contra Costa
1094,1306,2826,149,416,3373,8233,5,Contra Costa
1095,625,1039,154,55,1305,3332,5,Contra Costa
1096,945,3612,49,897,4180,9552,5,Contra Costa
1097,886,638,206,446,1218,3446,5,Contra Costa
1098,1571,506,748,4237,5427,11991,5,Contra Costa
1099,851,3291,252,790,3916,8580,5,Contra Costa
