TAZ1454,TOTEMP,RETEMPN,FPSEMPN,HEREMPN,AGREMPN,MWTEMPN,OTHEMPN
792,118,0,10,97,0,3,8
793,512,68,64,317,0,37,26
794,209,27,71,81,0,30,0
795,1803,21,239,506,1,840,196
796,7118,1396,554,2168,25,2607,368
797,8673,254,3909,638,0,3089,783
798,2324,10,229,467,0,1574,44
799,202,2,18,134,0,39,9
800,1800,88,59,1271,0,48,334
801,2196,348,474,889,0,309,176
802,264,4,25,189,0,15,31
803,598,14,29,550,1,4,0
804,578,38,48,396,0,8,88
805,488,48,69,285,0,10,76
806,9704,640,754,1135,24,5922,1229
807,282,75,24,113,0,52,18
808,128,0,2,124,0,1,1
809,2840,7,341,258,0,1539,695
810,27270,2951,6695,2574,14,11813,3223
811,3361,423,246,1870,0,476,346
812,2330,472,841,961,0,14,42
813,1286,0,10,1254,0,18,4
814,343,73,6,237,0,19,8
815,221,15,26,173,0,5,2
816,635,145,7,475,0,2,6
817,442,25,64,307,0,26,20
818,630,5,7,567,0,8,43
819,267,44,54,123,0,20,26
820,1069,71,97,715,3,168,15
821,2252,34,48,2134,0,9,27
822,301,1,14,226,0,8,52
823,668,6,52,389,0,3,218
824,1511,507,334,510,0,47,113
825,198,13,40,102,0,6,37
826,793,152,70,289,0,96,186
827,2168,185,115,1342,0,12,514
828,2274,505,396,848,0,56,469
829,899,3,67,435,0,23,371
830,572,193,7,324,0,7,41
831,545,50,18,429,0,41,7
832,671,41,70,530,0,10,20
833,174,0,19,132,0,3,20
834,1184,29,86,225,0,774,70
835,592,77,68,361,0,13,73
836,735,406,26,124,0,78,101
837,1120,31,68,557,0,6,458
838,943,216,137,558,0,2,30
839,3288,309,546,1823,0,65,545
840,1236,264,205,634,0,43,90
841,626,27,46,508,0,13,32
842,608,186,85,274,0,27,36
843,366,10,55,276,0,10,15
844,1340,89,440,643,16,40,112
845,736,10,28,654,0,17,27
846,975,125,151,584,0,77,38
847,1203,32,465,562,0,44,100
848,4036,623,320,2951,0,40,102
849,514,100,47,324,0,4,39
850,202,2,65,78,0,4,53
851,223,0,33,172,0,1,17
852,436,60,27,293,1,19,36
853,1594,20,49,1483,0,14,28
854,490,69,13,378,0,11,19
855,643,12,16,570,0,18,27
856,1724,624,93,857,0,19,131
857,1083,153,51,835,0,8,36
858,1324,563,85,609,0,42,25
859,382,45,56,259,0,10,12
860,5442,124,393,1162,0,2606,1157
861,6237,37,459,5381,1,276,83
862,6916,1416,1413,1110,0,1514,1463
863,1080,395,124,448,0,51,62
864,3796,401,252,2144,0,930,69
865,510,0,9,458,1,5,37
866,625,7,28,555,0,2,33
867,279,68,25,154,0,10,22
868,441,8,76,325,0,7,25
869,1230,144,85,779,0,33,189
870,906,69,67,220,0,117,433
871,4819,432,1386,2712,5,130,154
872,2897,688,865,578,0,141,625
873,12523,1936,1657,1310,0,5553,2067
874,4338,0,569,235,0,3514,20
875,20139,896,4521,4821,134,7843,1924
876,170,0,0,67,0,45,58
877,567,210,57,272,0,28,0
878,917,52,153,461,0,205,46
879,466,40,49,128,0,148,101
880,361,5,0,293,0,11,52
881,171,9,4,128,0,2,28
882,637,141,17,465,0,2,12
883,1232,5,36,1177,0,0,14
884,411,9,69,300,0,11,22
885,1864,19,895,881,0,56,13
886,448,20,163,228,0,3,34
887,1039,24,504,510,0,1,0
888,259,6,4,226,0,7,16
889,241,3,14,223,0,0,1
890,429,18,55,290,0,0,66
891,255,13,31,193,0,0,18
892,793,10,73,139,0,486,85
893,626,32,145,164,4,96,185
894,988,0,185,342,0,393,68
895,3181,15,670,1718,0,582,196
896,3235,402,302,155,173,1932,271
897,571,200,143,210,0,7,11
898,465,13,42,300,0,109,1
899,687,25,19,620,0,10,13
900,928,180,107,616,0,5,20
901,177,1,20,151,0,1,4
902,821,56,15,736,0,3,11
903,202,15,32,136,0,5,14
904,435,11,15,359,0,11,39
905,422,16,39,335,0,5,27
906,2416,164,31,2161,0,24,36
907,396,13,75,183,0,68,57
908,335,45,51,231,0,0,8
909,457,15,49,357,0,3,33
910,804,5,89,647,0,45,18
911,897,143,65,659,0,0,30
912,418,16,88,274,0,7,33
913,1756,337,559,700,0,86,74
914,530,13,153,211,0,139,14
915,586,24,213,309,0,4,36
916,1517,349,167,941,0,33,27
917,727,96,124,295,1,4,207
918,919,12,130,720,3,16,38
919,88,0,21,39,0,26,2
920,468,15,16,334,0,95,8
921,388,5,66,288,0,11,18
922,645,22,152,316,0,116,39
923,843,263,98,413,1,28,40
924,564,134,23,381,0,2,24
925,1077,106,329,598,0,5,39
926,4455,589,760,2168,2,633,303
927,901,29,87,773,0,10,2
928,416,1,63,335,0,0,17
929,478,12,7,422,0,15,22
930,708,3,8,680,0,2,15
931,3504,4,26,3450,0,14,10
932,202,4,0,180,0,13,5
933,724,32,14,586,0,55,37
934,1003,95,115,758,0,16,19
935,212,1,1,210,0,0,0
936,206,4,18,171,0,0,13
937,657,196,54,317,0,21,69
938,305,5,190,86,5,11,8
939,1441,173,380,731,9,57,91
940,678,79,132,424,0,26,17
941,585,24,44,418,0,7,92
942,1440,95,330,946,0,23,46
943,543,16,48,415,0,47,17
944,698,116,122,454,0,1,5
945,16433,6,2631,1716,0,3472,8608
946,3598,163,420,1900,0,412,703
947,4507,406,773,2105,23,653,547
948,1686,101,221,543,0,82,739
949,1277,248,59,712,18,179,61
950,1441,195,270,905,0,12,59
951,594,35,80,415,0,40,24
952,7946,24,1132,891,0,3966,1933
953,804,126,179,424,0,46,29
954,2040,843,106,1066,0,19,6
955,2711,102,32,1993,0,24,560
956,545,80,45,394,0,1,25
957,879,0,42,828,0,3,6
958,305,28,21,249,0,7,0
959,763,229,100,399,0,8,27
960,3542,140,1267,985,2,408,740
961,2887,294,1464,718,0,391,20
962,708,19,25,634,10,9,11
963,892,22,61,493,0,25,291
964,1315,128,213,250,0,557,167
965,3052,28,71,85,3,2772,93
966,1347,4,138,574,0,548,83
967,4481,464,1089,1789,12,579,548
968,15285,297,1962,3869,0,7218,1939
969,12673,335,6576,2987,0,1292,1483
970,7957,82,1441,1928,0,89,4417
971,24191,120,14126,4839,0,712,4394
972,3154,756,770,1321,0,117,190
973,8868,30,121,8646,0,31,40
974,2196,409,212,1459,0,53,63
975,717,66,64,571,0,0,16
976,1869,282,365,947,0,91,184
977,3275,38,245,2676,0,63,253
978,643,39,40,388,0,76,100
979,5988,495,484,4825,0,73,111
980,131,24,20,78,0,0,9
981,279,6,1,272,0,0,0
982,545,3,164,349,0,6,23
983,264,14,7,223,0,0,20
984,689,1,63,305,0,221,99
985,412,27,8,267,0,99,11
986,209,23,25,122,0,30,9
987,217,5,55,140,0,13,4
988,4139,1125,417,190,0,1866,541
989,1080,23,64,240,0,415,338
990,698,24,94,190,0,294,96
991,21969,1363,9420,4902,26,3066,3192
992,392,11,44,140,0,63,134
993,1433,36,135,502,0,545,215
994,219,7,10,186,0,0,16
995,666,30,50,531,0,33,22
996,1060,37,615,315,0,43,50
997,300,10,50,53,0,30,157
998,1933,261,206,1284,0,84,98
999,1330,406,214,683,0,0,27
1000,983,63,157,595,0,88,80
1001,341,39,38,249,0,0,15
1002,1007,37,285,578,0,3,104
1003,3400,248,102,3022,0,12,16
1004,636,72,146,277,3,15,123
1005,277,8,88,148,0,6,27
1006,1004,61,101,763,0,65,14
1007,301,0,11,267,0,0,23
1008,2033,331,173,1454,0,22,53
1009,658,172,69,389,0,20,8
1010,1639,60,341,808,0,55,375
1011,1625,448,362,744,0,8,63
1012,624,5,96,422,0,51,50
1013,277,15,44,166,0,18,34
1014,15457,1851,4241,3798,133,3802,1632
1015,1051,168,151,705,0,6,21
1016,958,89,202,562,0,66,39
1017,812,29,126,634,0,3,20
1018,8188,371,2547,3800,12,178,1280
1019,479,29,154,241,0,4,51
1020,400,2,93,296,0,2,7
1021,17182,85,474,16407,0,20,196
1022,4836,116,4409,203,0,104,4
1023,1059,144,31,787,2,35,60
1024,296,58,24,188,0,16,10
1025,638,62,36,452,0,29,59
1026,417,97,33,251,0,8,28
1027,1533,292,315,849,0,33,44
1028,206,0,87,74,0,5,40
1029,1291,6,1088,89,0,13,95
1030,173,8,12,143,0,5,5
1031,326,27,91,180,0,5,23
1032,164,4,9,134,0,0,17
1033,1254,151,332,664,0,62,45
1034,535,164,105,240,0,1,25
1035,601,20,75,490,0,0,16
1036,754,32,79,574,0,7,62
1037,504,126,73,263,0,39,3
1038,1069,314,83,496,10,0,166
1039,1012,148,104,559,0,41,160
1040,272,49,11,203,0,2,7
1041,1374,485,303,550,0,30,6
1042,258,4,14,236,0,0,4
1043,555,17,77,387,0,44,30
1044,264,12,96,146,0,5,5
1045,220,0,41,104,0,32,43
1046,157,0,13,127,0,4,13
1047,516,102,43,330,0,6,35
1048,382,34,78,249,0,16,5
1049,1037,282,287,370,0,14,84
1050,1251,183,313,568,0,97,90
1051,2277,640,204,1122,0,16,295
1052,92,0,9,81,0,0,2
1053,391,3,36,301,0,11,40
1054,360,76,31,235,0,4,14
1055,820,75,102,578,0,15,50
1056,1004,33,65,437,0,22,447
1057,213,44,17,138,0,11,3
1058,1417,238,166,738,0,143,132
1059,6902,1373,1696,903,46,2006,878
1060,1245,31,120,523,7,479,85
1061,912,140,38,569,0,50,115
1062,7259,782,1580,599,40,3329,929
1063,2054,21,37,1901,0,34,61
1064,286,31,11,168,0,13,63
1065,631,60,21,449,0,62,39
1066,2810,558,175,1827,0,2,248
1067,553,64,40,324,0,36,89
1068,1563,61,293,277,0,498,434
1069,8737,826,1183,1387,11,3412,1918
1070,284,28,14,180,0,19,43
1071,436,38,66,205,0,89,38
1072,1354,168,14,1068,0,95,9
1073,366,4,20,308,2,14,18
1074,2342,924,187,1087,0,26,118
1075,622,132,105,355,0,0,30
1076,249,1,8,229,0,5,6
1077,452,19,61,288,0,3,81
1078,497,32,75,353,0,22,15
1079,991,192,90,625,0,15,69
1080,649,128,34,453,0,7,27
1081,206,0,11,140,0,27,28
1082,882,39,171,493,0,167,12
1083,4441,240,1416,1569,0,883,333
1084,526,59,64,356,4,0,43
1085,578,101,35,400,0,2,40
1086,799,206,74,390,0,7,122
1087,223,1,45,114,8,23,32
1088,315,0,37,71,0,203,4
1089,1152,41,57,438,0,578,38
1090,1077,47,150,214,0,549,117
1091,4979,168,61,4659,0,67,24
1092,2008,55,267,710,325,56,595
1093,4125,9,100,295,0,11,3710
1094,3489,28,116,231,0,125,2989
1095,3960,153,703,187,0,1130,1787
1096,3881,647,719,630,0,736,1149
1097,12204,588,3014,1217,0,2654,4731
1098,850,262,188,303,0,40,57
1099,1193,41,652,323,0,62,115
1100,1108,262,83,672,3,21,67
1101,364,31,122,144,0,13,54
1102,101,0,7,7,44,1,42
1103,1003,195,147,503,0,14,144
1104,147,0,46,96,0,2,3
1105,51,0,9,37,0,0,5
1106,1494,156,236,983,19,10,90
1107,398,17,80,278,0,0,23
1108,1044,497,83,390,0,29,45
1109,1831,0,41,1622,0,88,80
1110,1424,348,295,700,19,37,25
1111,781,0,46,409,0,4,322
1112,1906,60,494,1220,0,33,99
1113,11132,933,6268,3162,0,249,520
1114,412,139,51,174,0,18,30
1115,521,177,43,189,0,39,73
1116,2616,29,1754,607,0,46,180
1117,301,2,129,128,0,6,36
1118,3770,872,649,1150,0,248,851
1119,990,182,98,534,0,36,140
1120,735,239,94,353,0,15,34
1121,11429,1283,5604,3348,0,359,835
1122,17724,3694,4733,5670,6,1872,1749
1123,2558,791,573,902,0,70,222
1124,3678,123,361,2874,0,8,312
1125,537,169,51,231,0,26,60
1126,444,11,117,287,0,6,23
1127,3407,64,499,2747,0,10,87
1128,860,54,127,458,0,95,126
1129,1972,133,176,1097,0,7,559
1130,348,7,102,197,0,15,27
1131,366,12,165,91,4,19,75
1132,847,12,133,621,8,21,52
1133,1349,134,486,406,0,108,215
1134,2852,503,763,1011,10,286,279
1135,846,16,276,506,0,12,36
1136,3210,4,1520,1188,0,21,477
1137,10240,1621,2252,5228,6,790,343
1138,1052,19,271,621,0,18,123
1139,178,1,29,116,7,21,4
1140,1691,274,342,1046,0,11,18
1141,5610,137,158,5165,5,109,36
1142,257,1,67,110,0,51,28
1143,1305,1,151,1081,0,6,66
1144,1208,62,512,484,3,69,78
1145,18092,1826,9943,4170,3,797,1353
1146,12744,2360,1796,8339,3,95,151
1147,1929,188,340,1146,0,24,231
1148,693,0,309,375,0,8,1
1149,642,44,192,303,0,5,98
1150,3077,572,770,1478,0,54,203
1151,576,2,136,374,0,35,29
1152,4973,663,1034,2796,0,194,286
1153,898,29,360,451,0,27,31
1154,1999,186,370,1131,11,99,202
1155,311,19,130,132,0,3,27
1156,602,87,231,233,2,14,35
1157,847,48,246,523,0,2,28
1158,1533,382,267,699,0,30,155
1159,917,27,55,808,0,12,15
1160,832,0,258,482,9,15,68
1161,8535,1004,2791,3429,1,328,982
1162,214,4,94,45,0,25,46
1163,214,7,34,129,15,14,15
1164,935,6,365,403,10,24,127
1165,928,26,125,491,2,54,230
1166,1944,48,246,1491,0,62,97
1167,1226,14,443,552,0,45,172
1168,21503,1060,11562,3663,21,1666,3531
1169,4177,820,1634,859,0,146,718
1170,5761,727,1338,2639,17,265,775
1171,918,119,192,541,0,15,51
1172,564,143,52,321,0,33,15
1173,378,0,20,332,0,1,25
1174,651,4,61,376,0,188,22
1175,4793,117,2185,1085,790,541,75
1176,5765,561,1181,3393,46,231,353
1177,2155,46,601,922,61,195,330
1178,10545,2197,927,6167,31,352,871
1179,8117,903,1113,3357,252,638,1854
1180,1418,59,160,730,17,113,339
1181,276,13,32,160,8,30,33
1182,1929,291,196,881,23,210,328
1183,2106,110,256,218,0,1136,386
1184,544,45,43,333,0,60,63
1185,3427,1053,364,1552,3,147,308
1186,3440,502,245,2468,0,39,186
1187,1902,314,160,1379,0,7,42
1188,1581,119,131,728,1,165,437
1189,5526,1599,772,2275,0,446,434
1190,641,211,54,374,0,0,2
1191,1331,32,206,587,0,5,501
1192,252,0,17,216,0,1,18
1193,836,213,100,485,0,17,21
1194,355,12,36,283,0,3,21
1195,1280,130,169,812,0,27,142
1196,408,0,53,249,0,36,70
1197,1668,192,739,712,0,6,19
1198,1596,341,17,1166,0,2,70
1199,3561,402,257,1491,0,733,678
1200,486,14,76,338,0,2,56
1201,378,10,93,179,0,78,18
1202,437,122,54,176,0,69,16
1203,1219,5,26,799,0,3,386
1204,1355,370,7,456,0,151,371
1205,1490,6,115,297,3,823,246
1206,866,118,30,143,0,262,313
1207,366,1,173,121,0,52,19
1208,467,99,43,288,0,9,28
1209,469,41,13,114,0,291,10
1210,366,15,25,207,0,40,79
1211,9530,352,1544,597,92,4308,2637
1212,1662,41,174,938,0,54,455
1213,647,161,74,371,0,0,41
1214,390,17,124,185,0,4,60
1215,716,233,84,375,0,4,20
1216,156,14,32,71,0,13,26
1217,1481,10,215,893,53,49,261
1218,127,8,20,83,0,7,9
1219,670,36,110,249,0,3,272
1220,699,127,108,313,0,115,36
1221,211,5,14,169,0,5,18
1222,607,0,25,488,0,81,13
1223,1421,26,42,166,0,531,656
1224,1284,45,125,647,0,162,305
1225,312,41,18,76,7,10,160
1226,603,114,89,78,0,311,11
1227,253,40,15,156,0,28,14
1228,150,0,7,113,0,0,30
1229,764,151,77,508,0,11,17
1230,538,20,39,439,0,38,2
1231,489,52,52,337,0,29,19
1232,1042,154,230,592,0,8,58
1233,335,15,68,243,0,1,8
1234,1588,198,216,759,0,99,316
1235,320,32,36,249,0,3,0
1236,1202,45,17,1135,0,1,4
1237,111,0,4,97,0,0,10
1238,2107,1,309,1021,0,419,357
1239,75,0,9,51,0,0,15
1240,456,51,20,329,0,30,26
1241,3783,582,218,2574,0,305,104
1242,4841,63,98,4664,0,9,7
1243,1286,12,40,1228,0,0,6
1244,499,2,35,417,1,1,43
1245,181,9,4,111,0,44,13
1246,3814,1873,157,1530,46,84,124
1247,3170,253,282,905,0,1215,515
1248,5248,647,1963,1733,22,202,681
1249,3951,447,1069,1215,20,805,395
1250,4814,775,301,836,1,2199,702
1251,1712,342,78,700,0,144,448
1252,1781,44,540,820,0,142,235
1253,115,6,4,74,0,3,28
1254,276,5,28,211,0,16,16
1255,526,35,30,419,35,1,6
1256,473,55,46,220,0,71,81
1257,290,3,17,265,0,2,3
1258,234,24,27,135,0,1,47
1259,1486,165,152,584,0,551,34
1260,174,9,11,135,0,5,14
1261,504,117,101,206,0,11,69
1262,4935,48,348,813,0,88,3638
1263,1452,21,60,639,0,8,724
1264,829,123,192,482,0,17,15
1265,4615,1131,90,3342,0,13,39
1266,1067,196,196,611,0,23,41
1267,1159,161,367,514,0,0,117
1268,2086,97,413,1413,8,57,98
1269,2457,771,103,1481,0,5,97
1270,3431,46,501,1117,1,1391,375
1271,751,60,150,384,2,85,70
1272,3679,0,2,2296,0,0,1381
1273,766,139,112,418,0,30,67
1274,1763,521,160,899,0,74,109
1275,316,82,41,171,0,10,12
1276,502,124,31,315,0,13,19
1277,215,20,21,146,0,4,24
1278,425,128,30,238,0,2,27
1279,9765,498,737,2795,108,3540,2087
1280,5951,2436,249,2959,7,177,123
1281,2220,609,662,705,0,199,45
1282,3809,652,323,1552,6,133,1143
1283,992,23,79,843,0,15,32
1284,4043,427,638,1641,0,209,1128
1285,445,4,147,252,0,4,38
1286,1063,6,79,55,554,25,344
1287,792,89,175,13,231,205,79
1288,1945,393,185,864,177,73,253
1289,4396,629,476,1185,90,1593,423
1290,2094,305,212,785,313,207,272
1291,2275,643,204,976,60,346,46
1292,11360,224,2421,1947,123,4786,1859
1293,1098,114,77,373,332,76,126
1294,3543,25,186,2983,26,243,80
1295,2382,845,173,1000,23,67,274
1296,737,32,52,246,269,52,86
1297,2602,245,304,1671,164,44,174
1298,4989,658,1481,1819,51,819,161
1299,5322,223,666,1692,51,269,2421
1300,1073,34,247,450,3,239,100
1301,1510,60,431,442,0,152,425
1302,1007,423,62,408,13,28,73
1303,164,1,30,89,5,14,25
1304,774,45,86,432,44,8,159
1305,3587,498,562,1890,102,385,150
1306,5061,722,377,3185,347,239,191
1307,868,20,78,587,31,100,52
1308,1670,14,204,558,288,500,106
1309,389,6,0,14,252,99,18
1310,2895,216,71,2116,12,413,67
1311,3548,16,245,756,748,1591,192
1312,420,0,45,62,215,48,50
1313,4684,36,159,1522,669,2149,149
1314,5515,470,648,1661,636,1776,324
1315,4270,58,144,366,494,2387,821
1316,610,20,40,28,217,269,36
1317,2858,172,236,1586,221,448,195
1318,1773,96,213,815,167,401,81
1319,1218,113,235,439,56,115,260
1320,3826,326,1476,1417,113,246,248
1321,789,18,201,216,50,118,186
1322,2,0,0,2,0,0,0
1323,4511,587,803,2196,149,275,501
1324,4520,113,1159,279,393,1942,634
1325,9586,495,2300,1428,75,4773,515
1326,634,20,180,338,18,9,69
1327,1825,16,33,1336,17,45,378
1328,978,17,83,296,263,86,233
1329,2094,413,198,511,275,469,228
1330,586,71,69,259,0,18,169
1331,2135,535,340,676,2,348,234
1332,6069,978,1099,2449,11,1005,527
1333,179,9,21,100,0,5,44
1334,340,14,35,188,0,40,63
1335,1382,401,95,770,0,25,91
1336,6662,424,1202,2571,19,1756,690
1337,10076,1085,1731,3977,102,1680,1501
1338,659,85,67,400,1,8,98
1339,754,310,65,251,0,73,55
1340,992,6,148,368,0,308,162
1341,343,7,38,220,14,20,44
1342,1541,27,26,1441,0,21,26
1343,503,20,20,431,0,1,31
1344,1624,347,257,705,0,32,283
1345,143,6,47,64,0,12,14
1346,2716,81,671,1327,0,358,279
1347,842,88,219,325,2,17,191
1348,5031,2047,631,1235,66,566,486
1349,1522,342,242,763,4,64,107
1350,1381,288,304,583,5,25,176
1351,490,0,49,355,0,1,85
1352,161,0,21,44,0,55,41
1353,715,67,41,257,44,285,21
1354,1232,175,294,343,78,98,244
1355,361,41,29,242,0,10,39
1356,1165,340,97,626,0,46,56
1357,487,67,60,308,0,19,33
1358,2042,230,102,1617,1,6,86
1359,4438,437,132,3775,0,34,60
1360,683,40,319,251,11,4,58
1361,5511,767,1846,1410,6,166,1316
1362,1771,145,632,755,0,58,181
1363,10344,232,557,7273,0,0,2282
1364,847,156,66,562,0,25,38
1365,2610,54,159,831,0,35,1531
1366,6003,223,916,2168,5,2520,171
1367,825,18,141,392,6,59,209
1368,12026,251,2601,3097,146,4617,1314
1369,3720,506,321,1504,12,850,527
1370,1163,115,100,365,146,215,222
1371,621,50,35,442,8,4,82
1372,296,15,25,199,6,8,43
1373,2973,218,959,1164,11,290,331
1374,4662,842,1225,1400,13,548,634
1375,1813,131,397,815,2,391,77
1376,2635,208,856,1097,2,177,295
1377,1626,334,525,606,15,27,119
1378,1742,249,162,857,0,317,157
1379,323,78,17,174,0,0,54
1380,6657,1693,882,1073,47,1347,1615
1381,5059,257,1233,1271,98,935,1265
1382,1628,25,163,845,219,216,160
1383,1423,74,125,256,312,470,186
1384,3879,566,697,1437,19,713,447
1385,577,26,67,346,26,13,99
1386,1931,319,381,774,101,206,150
1387,685,7,191,171,90,36,190
1388,156,0,21,79,3,3,50
1389,1309,74,103,870,58,72,132
1390,464,20,41,261,64,23,55
1391,963,138,61,672,18,23,51
1392,792,22,60,173,85,361,91
1393,902,42,46,320,6,444,44
1394,1889,1,590,554,177,406,161
1395,4437,687,951,1182,87,752,778
1396,1544,200,145,902,87,105,105
1397,1795,278,168,473,84,514,278
1398,706,8,36,235,355,17,55
1399,5099,665,551,2327,33,947,576
1400,1068,27,73,150,222,534,62
1401,3598,35,118,594,1385,1316,150
1402,2360,242,183,772,58,861,244
1403,677,46,75,356,63,62,75
1404,289,1,110,79,0,74,25
1405,2573,966,268,981,0,66,292
1406,2548,13,520,353,2,236,1424
1407,7773,189,3054,1419,3,2623,485
1408,945,219,130,453,0,41,102
1409,1782,199,434,742,79,187,141
1410,1361,325,216,418,0,8,394
1411,1250,15,118,884,4,14,215
1412,4873,519,1044,2266,0,272,772
1413,1074,47,473,397,0,136,21
1414,585,38,134,288,0,22,103
1415,1955,128,212,790,268,315,242
1416,387,8,18,250,24,29,58
1417,158,9,23,117,0,0,9
1418,456,9,55,288,9,34,61
1419,460,72,65,255,0,6,62
1420,994,99,90,538,4,17,246
1421,5625,493,703,4129,0,72,228
1422,2014,103,333,1159,2,166,251
1423,686,45,161,392,2,39,47
1424,4167,134,1401,1690,0,377,565
1425,4254,59,769,1116,0,11,2299
1426,543,85,97,219,0,73,69
1427,2954,474,736,1525,0,50,169
1428,8662,2065,2115,1532,0,1251,1699
1429,2540,580,384,515,0,425,636
1430,5938,509,1386,2854,0,163,1026
1431,1038,80,254,523,0,61,120
1432,2296,241,462,1227,0,74,292
1433,417,7,136,220,0,18,36
1434,1160,319,159,463,0,20,199
1435,556,9,68,434,3,4,38
1436,2144,305,213,1521,0,23,82
1437,3902,191,369,3234,0,60,48
1438,4873,1063,1763,1327,0,364,356
1439,1841,0,2,17,0,0,1822
1440,1810,103,203,1264,0,91,149
1441,3844,1015,473,1655,0,352,349
1442,1496,321,278,733,6,72,86
1443,1995,313,290,1215,1,86,90
1444,1664,375,417,607,2,105,158
1445,1034,58,321,548,4,31,72
1446,1331,63,290,717,0,66,195
1447,520,74,191,165,0,3,87
1448,4724,710,1441,1665,0,406,502
1449,411,84,18,283,0,3,23
1450,956,223,193,487,0,17,36
1451,1211,58,549,491,0,21,92
1452,2390,183,892,903,0,92,320
1453,714,0,88,595,7,0,24
1454,510,45,93,249,54,16,53
