ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,AGREMPN,MWTEMPN,OTHEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TERMINAL,TOPOLOGY,ZERO,hhlds,gqpop
801,16,16,4,3811,10358,10391,6203,1943,1789,492,728,1014,1571,769.0,501.518041330656,278.0,0.1579142698088699,1689,497,1667,4257,2879,1237,251,179,804,1,267,187,0.0,0.0,4,0,0,0,1.28029,3,0,3811,33
802,16,16,4,1531,5457,5471,2528,1259,222,269,544,432,291,281.0,220.2928693488892,57.15777043922871,0.2137809187279152,223,285,1143,1898,1215,991,5,14,167,0,17,20,0.0,0.0,3,192,0,0,1.37626,3,0,1531,14
803,16,16,4,1030,2393,2393,918,458,640,316,209,265,239,6800.0,380.0034634682369,150.0,0.34439834024896265,597,98,355,715,485,705,15,25,536,0,12,9,0.0,0.0,4,0,0,0,1.09341,1,0,1030,0
804,17,17,4,1175,3483,3499,2017,809,318,189,333,391,256,611.0,276.0,42.75241186357989,0.18933265925176945,693,385,411,1479,1011,596,60,87,459,2,35,50,0.0,0.0,4,151,0,0,1.19938,1,0,1175,16
805,17,17,4,2133,6965,6974,4137,1994,102,272,311,658,893,470.0,236.4599633352933,126.0,0.1968503937007874,534,261,854,2131,2658,1042,57,63,314,1,34,65,0.0,0.0,4,0,0,0,1.29873,3,0,2133,9
806,17,17,4,3173,9409,9485,4510,2916,206,915,757,664,837,1677.0,506.6044855664672,1099.0,0.28122762148337593,9139,217,1211,3042,2738,2306,553,700,1926,21,4793,1146,0.0,0.0,4,0,0,0,1.34137,3,0,3173,76
807,17,17,4,1250,4264,4268,1774,1155,20,364,400,356,141,240.0,179.0,21.0,0.18005415162454874,292,140,909,1552,1093,646,71,25,161,0,35,0,0.0,0.0,4,0,0,0,1.45162,3,0,1250,4
808,17,17,4,872,3250,3257,1781,854,0,76,152,355,290,208.0,158.0,46.0,0.19751835907824766,185,170,721,1255,1129,577,1,12,140,0,24,8,0.0,0.0,4,0,0,0,1.29799,3,0,872,7
809,17,17,4,750,2348,2354,1089,704,3,149,253,207,136,417.0,126.0,263.60112336460304,0.32653846153846156,2695,110,304,838,651,640,16,173,281,1,1535,689,0.0,0.0,4,2438,0,0,1.27876,3,0,750,6
810,17,17,4,3792,11818,11846,5656,3181,504,945,821,722,1287,11815.0,1723.0348271625887,2396.0,0.2082941427960667,22705,666,1731,3897,3160,1999,2652,4141,2817,25,9812,3258,0.0,0.0,4,342,1247,25,1.39313,3,0,3792,28
811,17,17,4,2859,7757,7799,3810,2003,740,632,985,545,700,640.0,295.01353405334584,343.0,0.18566012488849243,3373,597,1594,3083,2080,1412,309,214,1930,1,721,198,0.0,0.0,3,222,6810,11726,1.32398,3,0,2859,42
812,17,17,4,1166,3151,3168,1644,868,285,185,278,364,346,398.0,154.0,233.0,0.19775014801657786,2246,345,406,1128,870,539,475,727,978,1,23,42,0.0,0.0,3,0,0,0,1.41963,3,0,1166,17
813,17,17,4,1002,2564,2577,1295,669,341,419,234,259,94,260.0,123.0,98.0,0.2552742616033755,1244,196,252,1046,681,603,5,47,1136,1,32,23,0.0,0.0,4,0,0,0,1.45257,3,0,1002,13
814,17,17,4,1072,3354,3358,1736,994,0,199,317,298,256,201.0,150.0,6.0,0.19201065246338217,332,183,565,1367,1014,538,68,14,207,0,25,18,0.0,0.0,4,0,0,0,1.31982,3,0,1072,4
815,17,17,4,1138,3687,3692,1854,514,611,365,332,262,180,156.0,89.0,67.0,0.13783962889330684,265,167,1218,1586,1011,440,14,30,197,0,13,11,0.0,0.0,4,0,0,0,1.46962,3,0,1138,5
816,17,17,4,883,2910,2923,1564,568,291,198,250,278,156,202.0,118.0,28.0,0.2522922212363206,541,206,483,1115,847,643,130,47,309,1,16,38,0.0,0.0,3,0,0,0,1.51082,3,0,883,13
817,17,17,4,2069,7029,7068,3719,559,1616,589,839,459,194,215.0,143.0,72.40926558459,0.0883109846945686,466,326,1592,3127,1641,510,59,33,326,0,12,36,0.0,0.0,3,0,0,0,1.70003,3,0,2069,39
818,17,17,4,1367,4210,4210,2246,1215,127,232,415,325,393,312.0,195.0,102.0,0.1772887689433257,577,124,965,1630,1230,744,3,15,513,0,24,22,0.0,0.0,4,1511,0,0,1.21745,3,0,1367,0
819,17,17,4,728,2410,2414,1141,443,252,276,145,149,158,159.0,132.87042262740962,30.0,0.13998390989541432,482,285,429,899,551,251,25,56,349,0,16,36,0.0,0.0,4,0,0,0,1.32686,2,0,728,4
820,17,17,4,5224,14624,14648,7644,3337,1757,856,1189,1060,2093,14520.0,1895.2303958183936,223.4084237838374,0.17984580746401038,1092,731,2237,5519,3893,1979,66,107,713,2,171,33,0.0,0.0,4,792,0,0,1.04005,1,0,5224,24
821,17,17,4,1440,3924,4969,2029,1048,375,290,292,337,535,1070.0,455.6952509444058,371.0,0.21989015300117692,2098,129,978,1847,1145,883,40,85,1894,1,35,43,0.0,0.0,4,0,10675,4428,1.12305,1,0,1440,1045
822,17,17,4,1199,3121,3302,1541,1128,91,66,260,371,509,1079.0,819.0,9.0,0.2745433789954338,306,100,439,1087,1027,766,2,26,212,0,11,55,0.0,0.0,5,0,0,0,0.96236,1,0,1199,181
823,17,17,4,2592,7040,7067,3693,1988,626,740,551,666,646,769.0,536.6205684162627,99.0,0.19556643546851626,852,430,1011,2675,2072,1023,22,115,443,2,31,239,0.0,0.0,4,1580,0,0,1.18432,1,0,2592,27
824,17,17,4,1939,5373,5518,2839,885,994,590,553,441,338,437.0,289.1784597847666,162.0,0.12399708242159008,1237,382,952,2250,1426,350,444,212,403,1,59,118,0.0,0.0,4,209,0,0,1.25867,1,0,1939,145
825,17,17,4,1878,5649,5667,2747,1069,794,789,375,413,315,267.0,205.27552021158544,52.0,0.1500233681258763,212,347,1124,2529,1529,763,17,34,111,0,10,40,0.0,0.0,4,0,0,0,1.39528,3,0,1878,18
826,17,17,4,1725,5143,5164,2635,473,1233,494,540,543,146,222.0,108.33197995985466,95.0,0.12394916911045943,787,392,934,1848,1279,533,145,67,280,2,67,226,0.0,0.0,4,0,0,0,1.53541,3,0,1725,21
827,17,17,4,1288,3922,3922,2276,795,554,296,435,228,327,251.0,133.0,68.0,0.1601193436101442,1878,59,698,1432,1277,455,175,108,1121,0,32,442,0.0,0.0,3,0,0,0,2.08142,3,0,1288,0
828,17,17,4,3123,9051,9071,5118,1924,1079,353,1074,599,1105,441.0,260.06458333238214,198.0,0.10586443259710586,1821,686,1170,4054,2297,794,468,253,688,1,64,347,0.0,0.0,4,76,0,0,1.34954,3,0,3123,20
829,17,17,4,1230,3340,3347,1874,953,264,337,243,435,218,195.0,159.01799149618904,24.0,0.15339233038348082,792,182,634,1395,707,402,6,65,423,1,29,268,0.0,0.0,2,243,0,0,1.5525,3,0,1230,7
830,17,17,4,1868,6200,6200,3326,1252,544,569,386,548,368,290.0,188.0,98.360253495351,0.10387115839243499,647,291,1658,2379,1736,553,203,18,374,0,6,46,0.0,0.0,4,0,0,0,1.3961,3,0,1868,0
831,17,17,4,1257,3619,3656,2208,593,630,356,511,281,113,157.0,88.0,65.415291610664,0.25169215342191026,515,200,592,1404,871,827,35,19,395,0,53,13,0.0,0.0,4,107,0,0,1.53668,3,0,1257,37
832,17,17,4,1747,4963,4963,2734,1349,325,418,578,355,389,302.0,222.0,74.473582543492,0.2548340021889821,673,324,853,1731,1393,1073,39,67,527,0,19,21,0.0,0.0,4,0,0,0,1.35617,3,0,1747,0
833,17,17,4,1420,4594,4598,2477,1329,0,259,369,348,446,317.0,260.02508389516424,25.0,0.24745186862967158,180,386,482,1684,1515,1098,2,48,105,0,6,19,0.0,0.0,4,218,0,0,1.20786,3,0,1420,4
834,17,17,4,1581,4720,4727,2510,1479,39,251,482,460,395,589.0,323.9224562822609,210.0,0.21885656970912737,1143,154,811,1676,1451,761,25,123,303,2,589,101,0.0,0.0,4,2161,0,0,1.19899,3,0,1581,7
835,17,17,4,1659,5509,5520,2729,1546,101,376,450,378,456,329.0,241.44395009757852,90.0,0.17572052401746724,509,198,1141,1820,1670,770,47,74,326,0,29,33,0.0,0.0,4,0,0,0,1.30266,3,0,1659,11
836,17,17,4,1499,4671,4684,2225,1080,340,222,605,407,265,322.0,279.0,43.0,0.18395657418576597,682,270,814,1767,1280,727,347,55,147,1,69,63,0.0,0.0,4,0,0,0,1.21863,3,0,1499,13
837,17,17,4,3062,8715,8794,4400,2173,881,986,1030,667,369,468.0,394.0,56.167039181341785,0.17149710173895663,1029,534,2098,3411,2298,1418,32,48,512,0,14,423,0.0,0.0,4,0,0,0,1.39841,3,0,3062,79
838,17,17,4,1456,3796,3823,1906,637,744,550,420,289,182,252.0,200.0,53.39816476636592,0.20399221032132425,815,173,757,1337,981,766,161,131,464,1,12,46,0.0,0.0,4,0,0,0,1.35848,2,0,1456,27
839,17,17,4,1981,4766,4818,2671,1022,1332,528,525,496,432,330.0,153.5325599848408,178.56373077575563,0.1890380313199105,3334,406,698,2221,1145,769,268,483,1904,3,117,559,0.0,49.44995438165815,3,40,0,0,1.84663,2,0,1981,52
840,17,17,4,2436,5615,5621,2685,1201,1233,512,705,735,486,503.0,377.15799752069614,117.71052429157962,0.2533021233907373,1314,351,1032,1933,1295,1239,257,180,723,2,63,89,0.0,0.0,4,16,0,0,1.22047,1,0,2436,6
841,17,17,4,1741,4677,4677,2702,1055,649,439,504,574,210,313.0,299.14293439303407,12.0,0.23515670624878335,680,300,573,1800,1416,919,42,83,485,1,29,40,0.0,0.0,4,0,0,0,1.27254,1,0,1741,0
842,17,17,4,1327,3342,3347,1970,542,777,377,305,409,226,230.0,188.0,42.0,0.13977541371158392,532,273,500,1412,707,410,152,71,257,1,21,30,0.0,0.0,4,0,0,0,1.25906,2,0,1327,5
843,17,17,4,1434,4024,4032,1734,1308,53,263,330,422,413,558.0,442.0,6.0,0.2882205513784461,446,172,781,1073,1157,1107,18,94,241,0,72,21,0.0,0.0,4,0,0,0,1.10705,1,0,1434,8
844,17,17,4,3258,9192,9206,4318,3033,43,569,353,492,1840,26251.0,2053.5555279262826,85.0,0.29253567508232714,1329,296,1579,2297,2605,2127,122,229,774,18,78,108,0.0,0.0,5,0,0,0,1.00417,1,0,3258,14
845,17,17,4,2346,7206,7207,3116,2252,14,257,500,522,1064,1280.0,787.0,38.0,0.31001942825423257,908,302,1189,1847,1925,1775,24,105,659,1,36,83,0.0,0.0,4,0,0,0,1.06576,1,0,2346,1
846,17,17,4,2004,5471,5476,3050,1750,250,628,440,440,488,457.0,366.9397596422037,71.27471710656616,0.1922099915325995,962,343,1178,1731,1581,942,115,150,531,2,96,68,0.0,0.0,4,1,0,0,1.17196,2,0,2004,5
847,17,17,4,1251,3071,3071,1731,503,692,272,440,335,205,228.0,124.80767348841398,50.0638629522968,0.2121982210927573,1070,80,454,1088,858,596,49,233,586,0,45,157,0.0,0.0,3,0,0,0,1.53727,2,0,1251,0
848,17,17,4,1865,5269,5291,2614,895,896,506,481,480,388,273.0,150.73315248520748,122.0,0.14468008626887133,4070,401,978,2006,1465,599,589,345,2930,3,81,122,0.0,0.0,4,0,0,0,2.11929,2,0,1865,22
849,17,17,4,1377,4019,4025,1902,1181,133,388,227,267,503,328.0,282.0,33.0,0.24031945788964182,654,247,766,1149,1164,718,100,97,352,2,31,72,0.0,0.0,4,2886,0,0,1.18232,1,0,1377,6
850,17,17,4,1304,3894,3894,1821,1280,11,171,201,346,581,605.0,450.5407093639748,10.0,0.26911618669314796,275,210,766,1187,943,828,7,94,68,1,21,84,0.0,0.0,4,0,0,0,1.06791,1,0,1304,0
851,17,17,4,712,2135,2135,1036,679,0,60,100,187,360,618.0,198.0,11.0,0.2262739597942964,205,87,370,667,614,360,6,50,98,1,14,36,0.0,0.0,4,155,0,0,1.09451,1,0,712,0
852,17,17,4,2144,6155,6162,3322,2033,50,306,383,456,1000,568.0,463.0,44.99320454546,0.2325962325962326,693,202,1025,1607,2010,1121,48,135,344,2,76,88,0.0,0.0,4,0,0,0,1.15947,1,0,2144,7
853,17,17,4,2020,4991,4995,2859,1550,493,433,577,437,569,595.0,265.70430430892225,164.0,0.187265306122449,1596,266,972,1979,1895,872,17,99,1401,1,37,41,0.0,0.0,4,81,0,0,1.31617,1,0,2020,4
854,17,17,4,2320,6516,6526,3038,402,1830,816,929,537,51,203.0,141.0,55.76736703221799,0.08850645359557467,463,694,1332,2869,1115,355,72,17,342,0,19,13,0.0,0.0,4,0,0,0,1.6374,2,0,2320,10
855,17,17,4,1804,5319,5356,2381,861,954,943,358,229,265,283.0,221.0,44.2813452084664,0.17687443541102077,754,330,910,1966,1556,650,24,58,593,1,33,45,0.0,0.0,4,0,0,0,1.31977,2,0,1804,37
856,17,17,4,2560,6868,6893,3900,1726,739,806,646,638,454,383.0,230.0,145.3389395041209,0.22675575774808074,1528,345,967,2139,2144,1256,451,110,809,1,37,120,0.0,0.0,4,0,0,0,1.49525,3,0,2560,25
857,17,17,4,1036,3061,3071,1506,699,327,301,373,204,167,246.0,125.0,115.45184234750536,0.10484347312463083,1476,263,556,1280,946,255,126,55,781,1,427,86,0.0,0.0,4,1183,0,0,1.51276,2,0,1036,10
858,17,17,4,2149,5886,5887,2705,1277,846,631,698,422,408,385.0,313.0,71.31121843243399,0.22780298120544393,1184,181,870,1800,1922,1263,424,69,562,1,74,54,0.0,0.0,4,0,0,0,1.32979,3,0,2149,1
859,17,17,4,1505,3837,3842,2013,1438,72,607,385,278,239,304.0,274.0,7.0,0.29839326702371843,480,67,507,1080,1316,863,52,78,300,1,18,31,0.0,0.0,4,0,0,0,1.22156,3,0,1505,5
860,17,17,4,2227,5732,5739,3278,1713,373,341,582,536,765,2202.0,312.0,585.111787926727,0.23368456832087015,4927,318,675,2077,1537,1137,98,211,1227,1,2560,830,0.0,0.0,4,0,0,0,1.27262,3,0,2227,7
861,17,17,4,2090,6689,6705,3415,1926,54,400,802,622,253,612.0,485.8839233119015,162.0,0.2050932861228381,5584,387,1133,2503,1860,1307,35,280,4906,5,295,63,0.0,0.0,4,0,0,0,1.26736,3,0,2090,16
862,17,17,4,2764,7256,7269,3655,1738,955,848,916,688,336,773.0,313.3534006055723,459.48089489433903,0.23876861469152796,5981,324,1403,2501,2018,1563,1378,801,1244,3,1310,1245,0.0,0.0,4,0,0,0,1.32511,3,0,2764,13
863,17,17,4,1229,3511,3513,1820,1060,171,346,306,242,336,355.0,192.0,161.0,0.19774590163934427,1105,210,636,1129,1148,685,376,158,468,1,52,50,0.0,0.0,3,0,647,0,1.33732,3,0,1229,2
864,17,17,4,3276,7932,7935,4014,1382,1856,1354,1019,684,210,433.0,183.940188455572,249.1562094835445,0.20125105256826656,3825,431,1405,3125,1735,1412,309,344,2149,3,877,143,0.0,49.44995438165815,3,55,0,0,1.54367,3,0,3276,3
865,17,17,4,1383,3811,3820,1949,1304,84,352,470,310,251,313.0,304.0,7.0,0.2557768924302789,496,98,558,997,1306,724,3,28,400,0,23,42,0.0,0.0,4,2510,0,0,1.17469,3,0,1383,9
866,17,17,4,1483,3674,3679,1597,1419,74,410,217,396,463,818.0,522.0,39.0,0.3207449560269012,616,115,668,1024,962,1009,16,73,458,1,23,45,0.0,0.0,4,0,0,0,1.08748,1,0,1483,5
867,17,17,4,985,2535,2536,1306,848,169,248,204,177,348,202.0,193.0,9.3474526029965,0.26053639846743293,306,155,273,825,753,549,58,48,152,1,12,35,0.0,0.0,4,0,0,0,1.22023,3,0,985,1
868,17,17,4,1232,3423,3509,2004,987,231,191,186,296,547,259.0,230.27763343877444,28.0,0.1761730823264962,506,212,616,1240,950,440,24,79,332,1,23,47,0.0,0.0,4,0,0,0,1.21775,3,0,1232,86
869,17,17,4,1447,3306,3333,1539,873,627,447,491,231,283,251.0,219.0,30.450380855126795,0.24938406788940598,1235,302,433,1250,824,748,164,126,808,1,46,90,0.0,0.0,4,0,0,0,1.39136,3,0,1447,27
870,17,17,4,1719,4440,4462,2370,1505,160,385,359,386,595,247.0,194.0,47.3743468250192,0.20021668472372697,887,241,766,1275,1433,792,58,56,264,1,132,376,0.0,0.0,4,0,0,0,3.9173,3,0,1719,22
871,17,17,4,3105,6590,6633,3840,926,2198,1081,865,633,520,415.0,210.0879359897271,198.3534863536521,0.20554533880322534,4598,147,1111,2567,1936,1143,408,1008,2419,58,520,185,0.0,49.44995438165815,3,0,0,0,1.80175,3,0,3105,43
872,17,17,4,2835,8890,8893,5463,1721,1086,749,758,674,660,538.0,422.0,111.35606938672848,0.2005271695052717,2277,240,1610,3605,2460,1741,450,496,565,4,310,452,0.0,0.0,4,166,0,0,1.40334,3,0,2835,3
873,17,17,4,1808,5493,5500,2856,1292,459,537,513,496,258,2003.0,321.0,1685.5458227691124,0.19993239817475073,10500,196,1230,2052,1353,933,1709,1366,1451,3,4698,1273,0.0,0.0,4,0,0,0,1.24375,3,0,1808,7
874,18,18,4,0,0,0,0,0,0,0,0,0,0,2428.5,571.453752169,2350.0,0.0,3481,0,0,0,0,0,9,243,272,2,2927,28,0.0,0.0,5,0,0,0,0.93596,3,0,0,0
875,18,18,4,1053,3306,3634,1544,914,181,399,327,183,145,1609.9,157.51591378420696,898.4879172829621,0.14997671169073126,14909,282,994,1506,936,473,667,2305,3904,66,6367,1600,0.0,0.0,3,281,0,0,1.6296,3,0,1053,328
876,18,18,4,667,2123,2123,1096,563,94,205,247,132,84,120.0,108.0,12.0,0.12389006342494714,183,69,519,924,570,234,3,16,76,0,33,55,0.0,0.0,4,0,0,0,1.23376,3,0,667,0
877,18,18,4,1066,3423,3461,1700,837,174,282,504,221,56,156.0,107.44300151512114,42.0,0.09854689564068692,378,174,938,1332,940,323,33,35,270,1,29,10,0.0,0.0,4,866,0,0,1.37383,3,0,1066,38
878,18,18,4,1746,5245,5291,2534,1259,456,760,600,291,90,250.0,133.0,99.35367885708727,0.09720555460312018,847,538,1285,2202,1337,360,57,136,427,1,196,30,0.0,0.0,3,0,0,0,1.44708,3,0,1746,46
879,18,18,4,1411,3865,3873,2256,1120,344,474,338,338,257,157.0,94.0,63.0,0.17771159096550013,577,238,519,1407,1240,539,60,61,178,1,162,115,0.0,0.0,4,0,0,0,1.42857,3,0,1411,8
880,18,18,4,1188,3709,3715,2125,770,422,549,314,237,86,142.0,103.08237779088908,34.38048286979411,0.06695317801402398,377,309,1011,1648,1134,219,12,28,275,0,25,37,0.0,0.0,4,0,0,0,1.52567,3,0,1188,6
881,18,18,4,1076,2962,2972,1483,726,372,369,372,246,78,142.0,128.11850839789645,10.870671354639502,0.17616580310880828,233,267,595,1128,779,437,8,30,148,1,19,27,0.0,0.0,4,0,0,0,1.34138,2,0,1076,10
882,18,18,4,1202,3045,3047,1402,852,360,475,245,295,189,196.0,139.0,45.8833687967672,0.17391304347826086,568,205,562,1131,736,478,163,33,339,0,11,22,0.0,0.0,4,0,0,0,1.37387,1,0,1202,2
883,18,18,4,1286,3123,3125,1566,1184,62,174,239,272,600,1702.0,492.4970791612665,237.453225866528,0.3242092457420925,1261,352,272,884,788,912,4,31,1185,0,7,34,0.0,0.0,4,231,0,0,1.00708,1,0,1286,2
884,18,18,4,1436,3700,3708,1991,1284,174,132,271,256,782,1149.0,455.7271589234956,239.143419806938,0.2472746609944164,497,140,458,1279,1009,787,22,122,277,1,37,38,0.0,0.0,4,0,0,0,1.01832,1,0,1436,8
885,18,18,4,3058,7971,7971,4218,2191,693,348,490,680,1524,2115.0,1091.6894809501794,190.32009042192,0.18779342723004694,1041,542,981,2513,2193,1266,18,172,760,1,64,26,0.0,0.0,4,1250,1473,10476,1.02251,1,0,3058,0
886,18,18,4,1855,4261,4276,2527,1635,283,427,287,476,667,376.0,360.0,15.0603250895099,0.17575757575757575,466,326,477,1820,1199,678,11,96,285,1,15,58,0.0,0.0,4,2,0,0,1.20494,1,0,1855,15
887,18,18,4,1231,3068,3095,1409,991,253,293,324,230,391,437.0,226.0,108.2577499915844,0.19479015918958031,861,181,558,1248,859,529,18,316,498,0,16,13,0.0,0.0,4,2031,0,0,1.13365,1,0,1231,27
888,18,18,4,1770,5036,5058,1954,835,909,1140,340,190,92,198.0,189.0,9.237223701369402,0.10481688616272776,303,276,1499,2009,1225,401,10,29,227,1,14,22,0.0,0.0,4,892,0,0,1.42057,3,0,1770,22
889,18,18,4,1288,3363,3370,1940,733,548,492,364,247,192,130.0,120.09195972357624,11.1840177408144,0.1306226175349428,269,314,706,1711,748,362,0,5,256,0,8,0,0.0,0.0,4,0,0,0,1.39611,2,0,1288,7
890,18,18,4,1814,5022,5024,2331,1226,649,898,503,276,152,211.0,155.0,41.661138196316,0.13410866799927312,378,388,1121,1890,1457,524,23,41,256,1,11,46,0.0,0.0,4,0,0,0,1.49096,3,0,1814,2
891,18,18,4,1658,4611,4618,2080,1026,643,731,536,178,218,186.0,145.0,43.4894093450052,0.13229719484457922,247,249,1283,1863,1200,567,14,21,193,0,6,13,0.0,0.0,4,0,0,0,1.38118,3,0,1658,7
892,18,18,4,1310,4345,4387,2216,1037,198,419,445,306,131,313.0,115.45567375784287,168.27300479181844,0.11464968152866242,782,279,1156,1824,934,415,16,89,189,1,399,88,0.0,0.0,4,0,0,0,1.37824,3,0,1310,42
893,18,18,4,1023,3529,3586,1692,768,249,486,212,239,83,210.0,83.8563605486664,122.0,0.0591672753834916,686,162,1061,1792,839,162,34,126,193,8,101,224,0.0,0.0,4,0,0,0,1.50467,3,0,1023,57
894,18,18,4,1277,3695,3790,1665,754,478,744,320,172,51,201.0,79.0,117.06268567164292,0.12067781085413327,874,210,863,1740,1071,376,6,77,310,0,398,83,0.0,0.0,3,0,0,0,1.4999,3,0,1277,95
895,18,18,4,2497,6712,6797,3117,856,1552,1584,564,280,66,296.0,121.31715227958286,158.31196955638725,0.143210197710718,3038,707,1582,2990,1455,790,24,572,1707,1,583,151,0.0,0.0,4,690,0,0,1.38763,3,0,2497,85
896,18,18,4,693,2030,2490,1048,384,370,242,239,166,53,595.0,64.0,410.1727774941716,0.11025537089582489,3040,99,431,1068,583,225,376,397,366,14,1479,408,0.0,0.0,4,0,0,0,1.30678,3,0,693,460
897,18,18,4,1382,3829,3858,2013,653,731,651,420,213,102,128.0,70.93624206314293,59.340156607522005,0.16701220916839438,583,57,952,1477,1232,522,186,111,243,1,13,29,0.0,0.0,3,0,0,0,1.5867,3,0,1382,29
898,18,18,4,1169,3106,3121,1329,707,584,527,371,213,59,125.0,101.40570750562038,22.885776403858603,0.16943331425300515,525,351,825,1078,733,419,22,44,331,1,107,20,0.0,0.0,3,0,0,0,1.67962,2,0,1169,15
899,18,18,4,2824,6724,6729,3092,1652,1119,1585,713,204,339,281.0,225.05583963943755,50.77740651545581,0.16537573039815193,852,479,1462,2314,1995,950,52,79,645,1,29,46,0.0,0.0,4,434,0,0,1.55343,3,0,2824,5
900,18,18,4,2085,5204,5263,2822,1323,664,882,500,543,160,269.0,171.34352147743877,78.2953325768077,0.13303919904972,916,478,1073,2047,1550,609,161,86,613,1,23,32,0.0,0.0,3,0,0,0,1.6302,2,0,2085,59
901,18,18,4,1848,4288,4288,2260,1320,609,528,629,227,465,222.0,174.0,27.9254696220543,0.19990995047276003,297,293,748,1702,899,720,7,57,192,1,15,25,0.0,0.0,3,0,0,0,1.36087,1,0,1848,0
902,18,18,4,790,1987,2260,938,593,168,295,122,120,253,296.0,143.0,153.06679150010356,0.16866537717601549,676,153,584,915,465,405,36,47,550,1,20,22,0.0,0.0,4,0,688,0,1.07522,1,0,790,273
903,18,18,4,1779,4065,4068,2171,1619,164,323,501,392,577,228.0,212.0,16.53744295386155,0.19925076094591432,259,361,635,1258,1196,728,21,53,149,1,15,20,0.0,0.0,4,0,0,0,1.26855,1,0,1779,3
904,18,18,4,2145,6150,6168,2825,1239,801,793,630,340,380,260.0,221.0,31.755769663857205,0.12037719168999558,504,494,1398,2829,1202,715,8,42,376,1,29,48,127.15702555283522,0.0,4,1173,0,0,1.44052,1,0,2145,18
905,18,18,4,2562,7570,7581,3524,1789,767,1065,537,522,439,255.0,223.0,31.237499454196005,0.15735775016350556,409,516,1214,2781,2035,943,22,65,271,0,15,36,0.0,0.0,3,0,0,0,1.4982,1,0,2562,11
906,18,18,4,2231,5965,5981,3118,1519,701,976,508,479,275,212.0,171.0,20.84618229758441,0.18124006359300476,2412,491,1004,2556,1178,920,166,116,2049,1,34,46,0.0,6.7817080294845455,3,0,0,0,1.53438,2,0,2231,16
907,18,18,4,1302,3130,3145,1545,945,407,355,378,153,415,302.0,200.43019722346875,50.101042270776,0.20143650016323866,395,131,573,1074,767,461,20,69,172,1,80,53,0.0,0.0,4,0,0,0,1.15148,1,0,1302,15
908,18,18,4,1544,3769,3775,2064,979,495,339,202,446,553,217.0,186.0,27.399896681729103,0.21734667693097254,400,224,614,1196,1081,687,50,48,264,0,13,25,0.0,0.0,4,0,0,0,1.31291,1,0,1544,6
909,18,18,4,1571,3830,3843,1908,1255,317,291,380,367,534,235.0,207.0,26.2478892383952,0.22720440881763526,364,109,776,1269,950,808,12,77,212,1,19,43,0.0,0.0,4,0,0,0,1.22901,1,0,1571,13
910,18,18,4,2226,5363,5468,3163,1748,489,413,503,512,802,417.0,357.0,60.2407749079725,0.20647282796815508,968,499,636,2055,1506,971,17,146,675,1,54,75,0.0,0.0,4,11,0,0,1.2368,1,0,2226,105
911,18,18,4,991,2231,2330,1368,917,54,89,178,157,569,463.0,358.0,90.0,0.2680835197613721,842,139,363,757,783,585,134,89,563,1,18,37,0.0,0.0,4,0,0,0,2.23273,1,0,991,99
912,18,18,4,1917,4732,4733,2099,1757,107,164,200,384,1160,1215.0,638.6713843044561,27.136887399695013,0.30912596401028275,625,276,600,1166,1326,1206,29,142,327,2,48,77,0.0,0.0,4,0,0,0,1.06613,1,0,1917,1
913,18,18,4,2649,6456,6469,3798,2447,60,170,277,390,1805,764.0,698.3109510412595,50.9277605787827,0.2727272727272727,2045,522,758,1775,1848,1269,320,488,855,4,165,213,0.0,0.0,4,0,0,0,1.16091,1,0,2649,13
914,18,18,4,2481,5849,5849,3304,2002,399,319,384,351,1434,1007.0,717.0,11.227949284264795,0.23720682302771856,731,326,753,1756,1574,1089,20,191,288,2,165,65,0.0,0.0,4,0,0,0,1.03563,1,0,2481,0
915,18,18,4,1703,4030,4034,1962,1360,360,242,241,293,928,455.0,331.0,28.0,0.25661042558549485,646,180,680,961,1149,915,47,162,352,1,26,58,0.0,0.0,4,367,0,0,1.12657,1,0,1703,4
916,18,18,4,1730,3993,4089,2100,1332,361,154,286,323,956,668.0,239.18198642061705,59.0,0.26945812807881775,1460,231,693,1051,1131,870,293,146,908,2,44,67,0.0,0.0,4,121,0,0,1.36962,1,0,1730,96
917,18,18,4,2275,5847,5847,2753,1716,469,249,314,337,1385,334.0,284.0,15.107993535068,0.23706896551724138,833,403,1169,1290,1650,1153,46,191,360,2,46,188,0.0,0.0,4,0,0,0,1.34886,1,0,2275,0
918,18,18,4,2106,5986,5991,2677,2050,84,134,211,267,1480,729.0,649.0,32.0,0.23084850566815526,1092,509,1327,1218,1373,1247,27,198,722,4,51,90,0.0,0.0,4,794,0,0,1.15415,1,0,2106,5
919,18,18,4,743,1853,1853,875,690,33,50,105,149,438,262.0,258.0,1.0,0.27043010752688174,190,52,340,333,661,433,7,51,66,1,37,28,0.0,0.0,5,0,0,0,1.03379,1,0,743,0
