ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,AGREMPN,MWTEMPN,OTHEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TERMINAL,TOPOLOGY,ZERO,hhlds,gqpop
345,7,7,2,1586,4514,4531,2076,1351,436,207,190,152,1036,397.0,303.6717525637578,16.8961708240914,0.21608265947888589,1003,308,972,1080,1267,708,35,422,433,2,35,76,0.0,0.0,4,0,0,0,1.2315,1,0,1586,17
346,7,7,2,1240,3010,3010,1431,829,581,164,138,168,769,1118.0,254.17690672113835,495.0,0.2900972053462941,5826,131,531,903,842,823,115,4255,814,9,446,187,0.0,0.0,4,0,0,0,1.36302,1,0,1240,0
347,8,8,3,2927,7319,7395,2995,2828,286,467,398,373,1694,33245.4,4167.476256619633,635.0,0.43582089552238806,2511,251,1251,1244,1975,2847,20,388,1661,87,225,130,0.0,0.0,4,45,5869,19906,1.74198,1,0,2927,76
348,8,8,3,0,0,0,0,0,0,0,0,0,0,748.1,45.0,289.0,0.0,8134,0,0,0,0,0,5,2860,266,1,558,4444,0.0,0.0,3,0,0,0,1.11,1,0,0,0
349,8,8,3,426,1371,1375,690,330,77,56,30,49,290,710.6,363.4213566484553,231.0,0.27985865724381626,13895,106,218,419,296,353,55,5105,4083,4,3454,1194,0.0,0.0,2,0,0,0,2.1454,2,0,426,4
350,8,8,3,1043,2672,3732,1375,943,240,32,78,86,847,530.7,383.03330698155935,103.0,0.24665551839464883,703,87,759,969,902,791,168,273,178,10,39,35,0.0,0.0,4,0,0,0,1.09205,1,0,1043,1060
351,8,8,3,1893,4686,4708,2583,1094,1032,276,359,352,899,371.9,258.47901349829215,85.4373973857578,0.19027027027027027,4835,390,624,1620,1212,707,199,1534,2330,5,182,585,0.0,0.0,4,2233,0,0,1.64777,3,0,1893,22
352,8,8,3,176,462,2484,525,20,147,62,100,8,6,42.0,18.0,24.0,0.0,99,0,764,1057,117,0,1,22,67,0,4,5,0.0,0.0,3,0,0,0,1.34264,2,0,176,2022
353,8,8,3,1765,3155,6338,815,212,1810,900,464,162,243,125.0,102.0,23.0,0.0046980793146331355,270,257,1996,4742,115,17,35,59,143,0,21,12,0.0,0.0,3,0,0,0,1.61531,3,0,1765,3183
354,8,8,3,410,569,4717,1067,14,503,280,73,57,2,515.0,144.0,360.0,0.005452212957023733,16776,0,1171,1842,46,0,43,746,15931,1,26,29,0.0,0.0,2,0,17984,3148,2.57889,3,0,410,4148
355,8,8,3,1900,3730,7225,1883,144,1992,437,424,368,668,878.0,391.9730514845563,431.36448084013705,0.13108893192313423,25040,187,1827,3225,526,811,1657,647,22361,8,157,210,0.0,0.0,2,6,0,0,3.36908,2,0,1900,3495
356,8,8,3,3599,7655,7678,4040,1355,2794,928,482,345,1837,487.0,253.1899326834061,81.0,0.27875170956110906,21901,371,988,2390,2192,1954,747,6107,5033,12,885,9117,111.33304015070462,0.0,2,0,0,0,4.32915,3,0,3599,23
357,8,8,3,1745,4915,4933,2403,1635,137,128,133,268,1220,515.0,442.38562605490034,36.0,0.20167890870933894,1150,129,1122,1102,1579,750,16,340,475,2,85,232,0.0,0.0,4,0,0,0,1.13909,3,0,1745,18
358,8,8,3,2023,5605,5605,2196,1958,0,297,181,350,1197,542.0,490.23392231258987,43.0,0.27718906860011155,1159,261,1000,1159,1675,1202,19,533,428,1,48,130,0.0,0.0,4,0,0,0,1.17499,3,0,2023,0
359,8,8,3,1398,3737,3750,1865,1390,46,120,87,106,1081,381.0,337.58071290284965,38.0,0.2513858093126386,702,188,666,917,1051,724,5,254,329,1,37,76,0.0,0.0,4,236,0,0,1.1004,3,0,1398,13
360,8,8,3,1879,4432,4432,2218,1728,373,199,338,477,873,406.0,345.2933063524402,54.0,0.23832092078537576,621,214,707,1219,1373,835,9,291,241,2,32,46,0.0,0.0,4,0,0,0,1.18248,3,0,1879,0
361,8,8,3,2377,7572,7578,3429,2046,420,198,275,484,1411,500.0,460.768324095021,10.0,0.16852367688022285,1079,465,1637,2122,1809,1032,97,276,491,2,82,131,0.0,0.0,4,0,0,0,1.21706,3,0,2377,6
362,8,8,3,1909,5466,5471,2370,1586,429,185,147,335,1245,535.0,369.9430177411695,160.0,0.2713577421815408,3107,131,1213,986,1641,1175,60,502,875,3,1589,78,0.0,0.0,3,193,1138,169,1.43008,3,0,1909,5
363,8,8,3,1229,3382,3382,1840,801,379,272,93,130,732,252.0,204.07176868031604,25.0,0.180857310628303,583,109,785,937,982,556,21,63,463,1,12,23,0.0,0.0,4,30,0,0,1.23248,3,0,1229,0
364,8,8,3,690,2069,2073,924,650,55,38,52,92,509,223.0,189.0,33.0,0.21002979145978154,546,82,478,499,516,400,181,28,310,0,19,8,0.0,0.0,4,0,0,0,1.13414,3,0,690,4
365,8,8,3,2431,4725,4725,3254,333,2127,497,389,630,915,159.0,122.93122601607806,40.0,0.15107458912768648,686,56,605,2401,1092,513,141,170,240,1,53,81,0.0,0.0,3,0,0,0,1.6965,3,0,2431,0
366,8,8,3,2285,4811,4830,3080,1198,1189,329,546,309,1105,350.0,190.9795778010452,144.0,0.1940928270042194,3680,206,578,1766,1348,762,111,926,1277,3,151,1212,0.0,0.0,4,0,0,0,1.78671,3,0,2285,19
367,8,8,3,2325,6670,6670,2756,1431,1034,539,237,388,1169,518.0,410.0417987985568,73.0,0.2431081490457437,3481,215,1745,1314,1957,1257,129,2252,859,2,103,136,0.0,0.0,4,1659,0,0,1.24196,3,0,2325,0
368,8,8,3,1496,4311,4315,1951,1519,0,61,193,272,979,2243.0,1955.708445025376,28.0,0.2907509157509158,755,137,868,725,1621,954,18,211,385,1,78,62,0.0,0.0,5,200,0,0,0.95379,1,0,1496,4
369,8,8,3,1766,4944,4955,1874,1492,361,229,240,240,1046,633.0,588.0,36.0,0.31069748414808757,1072,156,1066,853,1325,1397,14,266,648,2,42,100,0.0,0.0,4,0,0,0,1.18984,2,0,1766,11
370,8,8,3,1742,4796,4796,2103,1180,585,268,120,206,1142,563.0,434.4755633123694,114.0,0.2295117229511723,3875,414,789,1287,1130,937,285,1459,1359,7,316,449,0.0,0.0,4,0,0,0,1.39,2,0,1742,0
371,8,8,3,1306,3591,3598,1732,1131,278,80,160,200,869,421.0,380.53437913015006,49.0,0.19761160079613307,2479,138,718,906,1171,541,275,579,1248,3,80,294,0.0,0.0,4,2170,0,0,1.22538,3,0,1306,7
372,8,8,3,3249,6465,6482,4111,919,2520,382,483,609,1765,256.0,97.45248618426034,166.0,0.1555306905370844,3074,281,842,2957,1322,748,702,742,1179,2,227,222,0.0,49.44995438165815,3,0,0,0,1.79674,3,0,3249,17
373,8,8,3,1246,3640,3640,1733,1061,296,268,231,153,594,266.0,191.2678805927505,61.0,0.19512885868026056,2074,265,576,1023,974,631,216,745,425,0,29,659,0.0,0.0,4,64,0,0,1.22261,3,0,1246,0
374,8,8,3,1162,3135,3170,1985,646,593,142,161,192,659,386.0,166.8870050327779,227.0,0.0921262352566146,4088,248,318,1659,628,232,547,985,943,5,706,902,0.0,0.0,2,50,0,0,1.64182,3,0,1162,35
375,8,8,3,1674,3477,3477,2057,685,1128,510,198,160,808,150.0,131.0,6.0,0.2602624965093549,370,202,439,1353,724,801,5,85,251,0,6,23,0.0,0.0,4,0,0,0,1.37533,3,0,1674,0
376,8,8,3,1652,4158,4215,2347,1238,671,301,171,234,945,377.0,267.70690833559706,100.0,0.15158692562766463,2372,267,678,1627,1038,533,110,952,461,14,522,313,0.0,0.0,4,0,0,0,1.45368,3,0,1652,57
377,8,8,3,2702,5308,5334,3357,1276,1367,386,462,617,1243,400.0,267.2979999355209,129.0,0.17155286551919804,3327,248,531,2302,1471,638,41,359,299,2,263,2363,0.0,0.0,4,0,0,0,1.31459,3,0,2702,26
378,8,8,3,1727,3678,3717,2370,589,1149,191,310,368,856,248.0,154.46451427472186,82.0,0.09156820622986037,5737,267,482,1913,697,294,116,1630,1983,4,212,1792,0.0,0.0,3,0,0,0,2.15212,3,0,1727,39
379,8,8,3,2585,5482,5497,3409,802,1921,469,436,633,1042,240.0,196.32751385604303,33.0,0.08937155064981307,638,352,626,3180,954,400,12,77,471,8,27,43,0.0,0.0,3,150,0,0,1.47598,3,0,2585,15
380,8,8,3,2026,4034,4095,3157,53,2208,385,362,299,977,129.0,82.61495598144289,19.0,0.05127582017010936,316,269,456,2801,347,163,32,30,163,0,16,75,0.0,0.0,3,0,0,0,1.96662,3,0,2026,61
381,8,8,3,2492,6046,6046,3129,1433,1083,522,335,604,1027,421.0,398.33486281270143,18.0,0.1518987341772152,1333,271,1204,1820,1711,656,149,377,511,1,116,179,0.0,0.0,4,0,0,0,2.22957,3,0,2492,0
382,8,8,3,1107,3072,3078,1601,760,359,128,205,194,578,223.0,168.10551934717532,30.0,0.17824074074074073,353,221,577,1023,701,450,10,83,226,1,17,16,0.0,0.0,4,0,0,0,1.24531,3,0,1107,6
383,8,8,3,765,2581,2581,1304,722,40,47,35,114,567,330.0,234.0,59.0,0.19480519480519481,4347,137,736,464,759,408,86,324,3707,3,128,99,0.0,0.0,4,1775,0,0,1.54558,3,0,765,0
384,8,8,3,1657,4957,4963,2153,1653,2,92,109,232,1231,637.0,621.6844962309489,17.0,0.2538284036081393,850,116,1164,880,1516,1003,40,240,509,10,22,29,0.0,0.0,4,0,0,0,1.06165,2,0,1657,6
385,8,8,3,973,2874,2874,1201,961,7,117,125,57,676,631.0,506.1961830143157,5.0,0.254634487583071,530,100,652,526,942,586,9,220,230,2,31,38,0.0,0.0,5,8,0,0,1.02199,1,0,973,0
386,8,8,3,1025,2924,2924,1011,1050,7,241,88,114,579,476.0,360.2373885037538,15.0,0.3482109922537809,182,105,599,393,762,819,3,51,91,1,9,27,0.0,0.0,4,0,0,0,1.04594,1,0,1025,0
387,8,8,3,1371,4346,4362,2001,1365,15,114,70,184,1001,461.0,442.40487044786175,10.0,0.20434990439770553,751,136,1007,945,1343,697,189,163,226,2,83,88,0.0,0.0,4,0,0,0,1.11019,3,0,1371,16
388,8,8,3,1991,5986,5986,2609,1986,21,185,246,347,1216,879.0,764.2118037387339,100.0,0.22053103331642143,2112,212,1299,1300,2039,957,35,396,1384,3,111,183,0.0,0.0,4,2265,0,0,1.10597,3,0,1991,0
389,8,8,3,1868,5036,5047,2292,1522,284,381,178,307,1005,566.0,434.37420237212615,95.0,0.26764874689114215,1512,110,1199,1214,1563,1070,354,210,777,1,66,104,0.0,0.0,4,0,0,0,1.2132,3,0,1868,11
390,8,8,3,1390,3147,3147,1883,738,734,275,216,149,747,267.0,155.0,86.0,0.168733681462141,668,225,506,1134,753,404,37,109,407,1,69,45,0.0,0.0,3,0,0,0,1.24269,3,0,1390,0
391,9,9,3,3011,7286,7425,3846,971,2224,553,632,581,1238,374.0,290.72606770611685,37.0,0.13653710247349823,2572,520,1275,3102,1229,824,395,200,1817,2,34,124,0.0,0.0,4,0,0,0,1.38031,3,0,3011,139
392,9,9,3,2394,5513,5514,3662,179,2219,359,589,461,983,99.0,79.0,17.0,0.07684319833852545,337,770,698,3174,800,246,33,54,218,0,9,23,0.0,0.0,4,0,0,0,1.92071,3,0,2394,1
393,9,9,3,2014,4082,4083,2668,536,1432,302,358,479,868,241.0,185.2720741346032,54.0,0.1350958040261945,2354,184,491,2076,851,451,77,1375,482,1,345,74,0.0,0.0,4,2,0,0,1.41339,3,0,2014,1
394,9,9,3,1571,3980,4147,2363,1373,177,304,242,241,793,334.0,209.7253392612284,86.0,0.16453755748594787,1025,213,659,1391,1028,552,25,116,650,1,43,190,0.0,0.0,3,0,0,0,1.51171,3,0,1571,167
395,9,9,3,2245,4853,4853,3125,553,1688,154,285,433,1373,392.3,217.0,205.94040658025,0.10950149126544526,8112,503,306,2726,646,437,35,2295,827,3,926,4026,0.0,0.0,3,0,0,0,1.42548,3,0,2245,0
396,9,9,3,5,10,10,6,2,3,0,1,1,3,377.5,2.0,239.0,0.1,4180,1,1,5,2,1,7,944,367,2,845,2015,0.0,0.0,2,0,0,0,1.45785,3,0,5,0
397,9,9,3,1169,3296,3296,1992,909,269,56,56,170,891,307.4,94.58626859135802,239.0,0.05628930817610063,2262,177,552,1614,637,159,17,655,168,1,755,666,0.0,0.0,3,0,0,0,1.37026,3,0,1169,0
398,9,9,3,1441,3936,3936,2412,511,1027,136,417,178,710,215.7,100.10953430244768,102.0,0.059904354392146995,1699,326,833,2126,524,100,198,640,359,1,243,258,0.0,0.0,4,0,0,0,1.41299,3,0,1441,0
399,9,9,3,14,36,36,27,7,9,2,1,3,8,318.3,0.0,287.0,0.2,7356,0,5,15,7,7,137,4810,344,2,678,1385,0.0,0.0,3,0,0,0,1.57921,3,0,14,0
400,9,9,3,1867,4657,4657,2898,896,947,136,352,373,1006,247.4,255.30057920148624,14.186185344770802,0.1375,898,227,431,2345,910,572,2,520,222,0,13,141,0.0,0.0,4,92,0,0,1.25515,3,0,1867,0
401,9,9,3,543,1221,1303,698,505,31,223,118,69,133,6909.0,298.029353886088,991.6242780949468,0.2615511551155115,37861,24,141,470,256,291,317,3823,3360,15,4330,26016,0.0,0.0,3,82,0,0,1.48331,3,0,543,82
402,9,9,3,236,839,839,436,178,48,1,74,37,121,1592.0,32.0,1346.0,0.008073817762399077,6076,137,245,323,135,4,4,883,261,1,3945,982,0.0,0.0,4,0,0,0,0.91296,3,0,236,0
403,9,9,3,2,6,6,3,2,0,1,0,0,1,1090.6,0.0,1050.0,0.16666666666666666,31489,0,1,2,2,1,27,5510,981,5,5489,19477,0.0,0.0,3,0,0,0,1.35471,3,0,2,0
404,9,9,3,521,1428,1443,782,462,65,141,120,88,174,9805.7,243.23378989798312,231.1719868250472,0.16285153695225638,4946,43,239,441,580,202,13,909,784,6,2198,1036,0.0,0.0,3,71,0,0,2.68524,3,0,521,15
405,9,9,3,2,6,6,3,2,0,0,1,0,1,3422.8,11.0,451.598392713744,0.14285714285714285,3747,0,1,2,3,0,591,1186,723,1,1048,198,0.0,0.0,4,0,0,0,1.25846,3,0,2,0
406,9,9,3,683,1495,1505,1138,249,431,46,6,124,506,777.3,20.508356838141403,472.0,0.01998572448251249,11114,128,81,926,230,11,134,2646,985,31,6167,1151,0.0,0.0,3,0,0,0,2.06069,3,0,683,10
407,9,9,3,44,95,96,67,2,43,0,5,11,29,1014.2,0.0,918.0382416799862,0.020618556701030927,11152,11,5,67,12,0,408,2129,1949,4,4265,2397,0.0,0.0,2,0,0,0,1.67967,3,0,44,1
408,9,9,3,16,35,35,26,1,15,0,2,4,10,591.8,3.0,507.85113896857246,0.02857142857142857,28773,4,2,25,4,0,191,7362,10881,3,3122,7214,79.11992701065303,0.0,2,0,0,0,1.74071,3,0,16,0
409,9,9,3,0,0,0,0,0,0,0,0,0,0,568.6,9.35158405078,472.0,0.0,11777,0,0,0,0,0,45,4152,1619,3,5449,509,0.0,0.0,1,0,0,0,2.57752,3,0,0,0
410,9,9,3,4920,10082,10152,7099,518,4497,318,557,1246,2810,560.4,196.04867630806632,315.0,0.02550279908770475,6175,722,646,6828,1123,166,15,3088,399,1,2263,409,0.0,0.0,3,683,0,0,2.00551,3,0,4920,70
411,9,9,3,0,0,0,0,0,0,0,0,0,0,273.5,0.0,60.0,0.0,592,0,0,0,0,0,1,12,14,0,559,6,0.0,0.0,3,0,0,0,1.1464,3,0,0,0
412,9,9,3,8845,19859,19859,14225,1335,7386,761,1310,2466,4326,1016.6,356.5293571809671,694.0,0.06267863410720553,19322,1007,1781,13070,2881,844,181,4115,1508,11,13130,377,0.0,0.0,3,0,474,147,2.04997,3,0,8845,0
413,9,9,3,4072,9776,9790,5939,1231,2849,429,545,846,2250,339.0,93.37560170609508,237.0,0.07854326623780868,2352,579,1421,5215,1624,652,191,245,576,3,1271,66,0.0,0.0,4,0,0,0,1.72614,3,0,4072,14
414,9,9,3,1013,3368,3425,1835,777,198,129,271,188,424,724.0,165.0,501.0,0.23466729812929196,8863,163,698,1358,1174,747,270,1385,1479,6,3645,2078,0.0,0.0,3,57,0,0,1.69989,3,0,1013,57
415,9,9,3,764,2386,2399,1440,602,151,135,139,180,307,1169.4,115.0,925.5489082937914,0.12165036154827732,16078,147,248,1013,667,230,232,6434,4512,4,3278,1618,0.0,0.0,4,205,1846,9558,2.15318,3,0,764,13
416,9,9,3,2830,7490,7504,4645,1525,1206,474,455,494,1396,832.9,293.6109417662248,335.1122880802035,0.11960087479496993,5278,391,1070,3333,1749,651,57,3935,432,0,363,491,0.0,0.0,1,0,0,0,1.44609,3,0,2830,14
417,9,9,3,0,0,0,0,0,0,0,0,0,0,236.9,0.0,183.0,0.0,5218,0,0,0,0,0,17,1953,104,1,2838,305,0.0,0.0,2,0,0,0,2.02645,3,0,0,0
418,9,9,3,595,1489,1494,698,632,0,88,184,229,94,268.8,124.0,111.0,0.19759679572763686,3033,18,216,442,531,270,114,326,386,2,1800,405,0.0,0.0,3,0,0,0,1.78981,3,0,595,5
419,9,9,3,1108,2887,2902,1691,759,314,315,246,196,341,199.9,145.0,47.0,0.17852348993288591,304,104,378,1270,731,447,7,39,222,0,20,16,0.0,0.0,3,0,0,0,1.3008,3,0,1108,15
420,9,9,3,814,2480,2489,1397,765,0,132,192,171,319,197.0,153.0,25.0,0.2475908080059303,263,59,302,894,885,499,21,12,216,0,11,3,0.0,0.0,4,0,0,0,1.39953,3,0,814,9
421,9,9,3,3163,7296,7296,4231,2031,1143,661,687,603,1218,354.0,279.4038052501476,52.0,0.2185180186259954,536,296,778,3083,1860,1258,19,253,178,0,29,57,0.0,0.0,4,0,0,0,1.34397,3,0,3163,0
422,9,9,3,3595,7789,7866,5337,1406,1979,298,731,572,1987,341.0,171.04256567072946,134.0,0.1521603785331839,765,447,663,4282,1533,957,22,180,254,1,251,57,0.0,0.0,4,0,0,0,1.51624,3,0,3595,77
423,9,9,3,1618,4440,4440,2632,798,865,228,420,402,571,231.0,160.0,68.0,0.12643678160919541,421,219,776,1926,1004,432,62,50,229,1,55,24,0.0,0.0,4,0,0,0,1.34906,3,0,1618,0
424,9,9,3,2549,7022,7035,4363,1680,864,260,658,571,1068,378.0,263.0,106.0,0.13047739045219095,812,351,1170,3065,1682,756,58,113,481,1,102,57,0.0,0.0,4,34,0,0,1.42547,3,0,2549,13
425,9,9,3,1406,3437,3437,2459,451,884,217,344,373,473,166.0,122.0,44.0,0.14770514603616133,745,118,382,1891,831,315,60,74,254,1,18,338,0.0,0.0,4,0,0,0,1.38742,3,0,1406,0
426,9,9,3,1870,4401,4482,2971,902,988,204,333,446,887,324.3,87.0944343316411,155.0,0.08269834155087405,1333,350,387,2636,709,294,179,86,132,1,908,27,0.0,0.0,3,0,0,0,1.60099,3,0,1870,81
427,9,9,3,1965,4190,4192,3102,472,1538,140,168,470,1186,726.4,129.90694172122,756.0,0.045036319612590796,11363,271,189,3015,491,95,243,6419,1462,3,2383,853,0.0,0.0,2,680,65,46,1.74232,3,0,1965,2
428,9,9,3,956,2021,2021,1510,226,758,68,82,228,580,426.2,62.101684637831,347.0,0.04354354354354354,7550,131,88,1476,237,44,517,3762,1321,3,1404,543,0.0,0.0,3,0,0,0,2.05589,3,0,956,0
429,9,9,3,0,0,0,0,0,0,0,0,0,0,388.0,0.0,413.1982766817353,0.0,13286,0,0,0,0,0,36,2120,691,3,7223,3213,0.0,0.0,3,0,0,0,2.38042,3,0,0,0
430,9,9,3,1040,2112,2112,1064,44,1007,184,138,125,597,552.4,36.425689801458,517.0,0.027351247600767754,19110,164,190,1408,261,28,256,6957,924,2,9561,1410,0.0,0.0,2,56,0,0,1.80813,3,0,1040,0
431,9,9,3,21,38,38,20,1,21,3,3,2,12,312.8,16.0,288.25019861007104,0.025,3847,3,4,27,5,1,115,789,455,3,1505,980,0.0,0.0,3,0,1139,0,1.39048,3,0,21,0
432,9,9,3,320,649,649,333,14,307,57,42,39,186,826.2,119.2220461567799,708.0,0.027993779160186624,9398,50,56,435,80,9,428,2766,770,4,2943,2487,0.0,0.0,1,0,0,0,1.52595,3,0,320,0
433,9,9,3,2512,5514,5557,3809,1000,1528,490,629,450,950,229.5,205.4846536192597,19.0,0.1495128432240921,2486,293,607,2707,1203,741,85,419,639,2,384,957,0.0,0.0,4,0,0,0,1.8759,3,0,2512,43
434,9,9,3,23,46,48,76,22,0,0,0,0,23,1206.1,6.0,1037.5019523291385,0.0,5019,0,0,24,23,0,617,428,1318,2,1974,680,0.0,0.0,4,0,0,0,1.08972,3,0,23,2
435,9,9,3,2042,3931,4003,2512,565,1436,533,470,405,629,517.4,143.1360752839321,331.0,0.16877850988342624,14219,247,350,1970,797,510,238,6099,2854,7,3068,1953,98.3347664275259,0.0,3,0,4667,0,2.45408,3,0,2042,72
436,9,9,3,1719,4844,4849,2586,1031,690,316,275,387,752,337.0,276.1552075174337,60.0,0.14509068167604752,1521,220,984,1930,1052,535,303,142,984,1,27,64,0.0,0.0,4,149,0,0,1.26506,3,0,1719,5
437,9,9,3,2243,6129,6129,3940,766,1532,402,618,440,791,265.0,196.51489949898956,53.0,0.1575633826782372,577,299,760,2275,1761,688,155,88,244,1,48,41,0.0,0.0,4,0,0,0,1.44217,3,0,2243,0
438,9,9,3,1714,5011,5020,2861,1202,466,270,197,313,932,352.0,248.1482461845914,91.0,0.14741671653700378,647,341,782,2057,1136,615,37,70,477,1,26,36,0.0,0.0,4,0,0,0,1.22785,3,0,1714,9
439,9,9,3,1227,3106,3106,1943,711,484,281,211,193,538,267.0,160.163650347792,44.0,0.21361120156300878,1114,159,379,1081,940,463,241,102,688,13,34,36,0.0,0.0,4,0,0,0,1.44546,3,0,1227,0
440,9,9,3,3701,8426,8426,4816,861,2856,592,580,753,1785,337.0,278.1030545914136,80.0,0.11049655850540806,943,582,1110,4312,1414,567,49,114,686,1,22,71,0.0,0.0,3,1667,0,0,1.35894,3,0,3701,0
441,9,9,3,2936,6598,6610,4194,940,1925,546,539,527,1320,292.0,237.25054502279423,51.0,0.12047828061147269,1167,226,693,3651,1238,686,137,180,684,1,108,57,0.0,0.0,3,0,0,0,1.53712,3,0,2936,12
442,9,9,3,1178,3401,3413,2117,1114,12,102,238,99,743,246.0,185.85909556390493,57.0,0.16892476217930238,371,92,561,1219,1005,522,38,19,284,0,12,18,0.0,0.0,4,1614,0,0,1.20611,3,0,1178,12
443,9,9,3,2141,5375,5375,3373,762,1393,246,255,524,1107,230.0,176.0,53.0,0.10914612361557699,316,358,558,3122,960,525,20,43,181,1,9,62,0.0,0.0,4,0,0,0,1.33862,3,0,2141,0
444,9,9,3,2228,5771,5772,3265,1474,795,339,391,349,1154,378.0,261.42363529255886,107.0,0.19148187258007743,939,186,945,2071,1646,734,22,128,599,1,106,83,0.0,0.0,4,151,0,0,1.30138,3,0,2228,1
445,9,9,3,3486,9620,9636,5105,1676,1915,549,794,774,1375,349.0,286.5339825216068,60.0,0.12434004956362461,727,751,1266,4674,1496,903,68,89,489,1,32,48,0.0,0.0,4,0,0,0,1.49596,3,0,3486,16
446,9,9,3,3514,8870,8870,5714,1289,2159,254,639,820,1798,372.0,350.8087573795299,64.0,0.10872357818521546,415,448,783,4806,1570,800,96,81,172,0,51,15,0.0,0.0,4,0,0,0,1.3635,3,0,3514,0
447,9,9,3,2043,4947,4947,2729,919,1125,351,235,385,1071,286.0,206.0,39.0,0.18853316593429587,506,481,408,1828,1251,733,75,109,286,0,14,22,0.0,0.0,4,0,0,0,1.30259,3,0,2043,0
448,9,9,3,3572,7950,7973,4725,652,2913,761,617,770,1417,304.0,179.64452449568276,98.0,0.14567932704562833,1615,425,734,4410,1115,1026,374,308,875,1,19,38,0.0,0.0,4,0,0,0,1.77763,3,0,3572,23
449,9,9,3,2664,6277,6277,3198,821,1925,549,391,720,1010,360.0,280.1544475126775,76.0,0.16179401993355483,1561,586,715,3056,910,659,328,169,951,2,37,74,0.0,0.0,4,0,0,0,1.51367,3,0,2664,0
450,9,9,3,2737,6031,6042,3788,1071,1672,530,344,616,1244,333.0,164.5838288258338,169.0,0.1608495225551531,3570,413,523,3095,1058,882,512,911,1530,4,343,270,0.0,0.0,3,0,0,0,1.61108,3,0,2737,11
451,9,9,3,2321,6468,6482,3248,1582,668,381,285,384,1270,464.0,420.92928605684335,30.0,0.16634980988593157,1428,435,1144,2083,1655,885,265,143,925,5,42,48,0.0,0.0,4,0,0,0,1.27658,3,0,2321,14
452,9,9,3,1009,3165,3165,1526,969,46,102,108,119,687,321.0,240.1310168863729,81.0,0.2547229219143577,1527,236,659,805,757,664,156,114,1169,2,41,45,0.0,0.0,4,2066,0,0,1.21776,3,0,1009,0
453,9,9,3,2588,8155,8177,3767,1931,547,329,326,601,1345,615.0,542.0,43.0,0.12459214501510574,1345,564,1825,2976,1896,878,291,136,838,1,30,49,0.0,0.0,4,0,0,0,1.19859,3,0,2588,22
454,9,9,3,1572,4371,4371,2057,1267,211,155,144,218,1049,478.0,412.08622147954895,44.0,0.28110289172831204,1070,170,832,931,1378,1075,12,137,771,1,101,48,0.0,0.0,4,0,0,0,1.14111,3,0,1572,0
455,9,9,3,952,2688,2690,1192,913,5,178,103,147,527,304.0,274.0,26.0,0.31356252361163583,824,116,406,565,816,702,117,98,519,1,38,51,0.0,0.0,4,0,0,0,1.13615,3,0,952,2
456,9,9,3,3028,8515,8521,4051,1187,1873,461,661,673,1227,320.0,264.3367141080531,47.0,0.1632381413359148,553,370,1816,2873,2009,1043,14,140,306,1,52,40,0.0,0.0,4,0,0,0,1.53661,3,0,3028,6
457,9,9,3,1725,5583,5583,2411,1493,217,183,220,251,1068,382.0,314.0,53.0,0.1821977604858607,303,409,1230,1573,1146,819,2,70,205,0,14,12,0.0,0.0,4,0,0,0,1.23562,3,0,1725,0
458,9,9,3,1710,5329,5329,2494,1129,494,175,204,234,1098,248.0,218.1619117227139,19.0,0.14656734447352526,316,268,1143,1801,1128,558,12,80,172,1,26,25,0.0,0.0,4,0,0,0,1.25374,3,0,1710,0
459,9,9,3,3132,8658,8677,4536,1959,1239,332,428,591,1769,640.0,521.7526233581574,125.0,0.17072297780959197,1226,602,1234,3622,1658,1118,121,179,776,2,58,90,0.0,0.0,4,0,0,0,1.20588,3,0,3132,19
460,10,10,3,1370,3818,3843,1776,629,896,70,151,358,784,667.0,146.0,449.6435676269747,0.14161927971838614,43753,227,705,1496,819,379,178,398,5847,5,36950,375,0.0,0.0,3,8,0,0,1.19382,3,0,1370,25
461,10,10,3,1617,4704,4719,2519,1372,226,254,237,314,816,370.0,311.0,47.0,0.2289468016368727,347,368,730,1436,1223,794,25,47,218,1,13,43,0.0,0.0,4,0,0,0,1.26784,3,0,1617,15
462,10,10,3,1774,5487,5509,2698,1487,199,247,200,313,1010,378.0,259.6456488953924,109.0,0.1978021978021978,1113,130,1085,1637,1386,864,346,185,486,1,29,66,0.0,0.0,4,0,0,0,1.36232,3,0,1774,22
463,10,10,3,1814,4665,4665,2537,1013,810,131,384,411,888,280.0,229.3288849550907,48.0,0.2179429089261441,230,216,576,1742,1042,753,39,54,88,0,16,33,0.0,0.0,4,0,0,0,1.27802,3,0,1814,0
464,10,10,3,1807,5068,5087,2793,1344,496,189,284,434,906,325.0,299.0,8.0,0.18238613462313583,428,277,584,1851,1423,741,8,112,253,1,24,30,0.0,0.0,4,0,0,0,1.2256,3,0,1807,19
