TAZ1454,TOTEMP,RETEMPN,FPSEMPN,HEREMPN,AGREMPN,MWTEMPN,OTHEMPN
807,295,71,23,143,0,40,18
808,139,0,1,134,0,3,1
809,3160,10,310,305,0,1736,799
810,27484,2859,6218,3056,10,12090,3251
811,3104,388,226,1812,0,361,317
812,2154,473,745,885,0,23,28
813,1442,0,9,1418,0,13,2
814,290,57,17,204,0,7,5
815,243,7,28,203,0,2,3
816,616,131,8,466,0,0,11
817,427,14,23,354,0,11,25
818,598,6,5,554,0,4,29
819,358,84,63,135,0,21,55
820,955,78,97,614,0,148,18
821,2237,31,45,2124,0,13,24
822,274,2,6,192,0,8,66
823,695,7,43,475,0,3,167
824,1475,517,342,457,0,45,114
825,176,13,34,108,0,6,15
826,818,152,84,284,0,110,188
827,1847,191,104,1034,0,22,496
828,2250,549,415,843,0,64,379
829,1043,4,58,488,0,16,477
830,582,231,7,301,0,13,30
831,550,52,22,401,0,65,10
832,664,30,61,545,0,11,17
833,155,0,15,126,0,2,12
834,1119,28,81,239,0,724,47
835,552,81,131,300,0,14,26
836,742,361,25,141,0,117,98
837,1141,29,56,571,0,34,451
838,917,223,146,525,0,2,21
839,3129,303,521,1737,0,57,511
840,1306,266,193,740,0,29,78
841,683,28,59,566,0,13,17
842,732,163,242,296,0,3,28
843,299,7,20,262,0,3,7
844,1275,94,447,559,10,34,131
845,762,16,34,660,0,20,32
846,909,133,141,519,0,97,19
847,1065,37,429,472,0,36,91
848,3994,620,305,2944,0,35,90
849,473,73,35,305,0,19,41
850,219,6,72,70,0,19,52
851,259,0,50,184,0,3,22
852,369,62,33,230,0,15,29
853,1676,25,26,1559,0,42,24
854,485,64,23,369,0,6,23
855,667,20,16,593,0,13,25
856,1534,605,108,708,0,19,94
857,989,154,44,757,0,8,26
858,1369,574,139,563,0,70,23
859,342,49,18,251,0,13,11
860,5574,107,384,1185,7,2709,1182
861,6855,18,573,5908,0,286,70
862,6860,1345,1362,1073,0,1547,1533
863,1040,416,112,422,0,39,51
864,3844,380,206,2258,0,919,81
865,558,1,13,489,2,14,39
866,714,10,27,637,0,2,38
867,248,55,12,145,0,21,15
868,401,2,72,294,0,6,27
869,1542,162,77,669,0,35,599
870,956,70,71,256,0,146,413
871,4985,456,1650,2592,1,131,155
872,2509,507,832,564,0,123,483
873,12152,1919,1585,1185,0,5203,2260
874,3813,0,207,141,0,3465,0
875,20132,915,4109,4447,112,8415,2134
876,164,0,3,67,0,47,47
877,488,112,46,295,0,35,0
878,707,55,103,279,0,221,49
879,489,64,47,125,0,176,77
880,558,15,3,481,0,20,39
881,187,11,8,143,0,2,23
882,677,145,12,506,0,2,12
883,1244,5,31,1192,0,0,16
884,327,7,58,230,0,9,23
885,1638,6,636,932,0,60,4
886,397,19,120,225,0,1,32
887,484,25,10,448,0,1,0
888,258,6,3,223,0,5,21
889,260,8,10,241,0,1,0
890,399,13,36,324,0,0,26
891,266,27,20,193,0,7,19
892,1130,13,291,157,0,606,63
893,704,21,199,187,3,98,196
894,980,0,169,363,0,382,66
895,2356,9,609,1018,0,611,109
896,3225,415,400,179,150,1836,245
897,615,213,135,256,0,3,8
898,514,13,37,340,0,124,0
899,745,37,19,675,0,6,8
900,935,162,101,649,0,4,19
901,181,3,20,139,0,16,3
902,653,46,15,583,0,1,8
903,171,8,23,133,0,1,6
904,415,9,13,336,0,16,41
905,389,10,23,332,0,13,11
906,2328,189,37,2075,0,15,12
907,332,8,67,163,0,47,47
908,291,47,53,182,0,0,9
909,422,10,33,354,0,1,24
910,798,0,85,643,0,54,16
911,964,141,73,720,0,0,30
912,493,23,80,295,0,53,42
913,1725,339,541,631,0,124,90
914,407,11,128,127,0,123,18
915,865,22,110,684,0,11,38
916,1538,356,127,999,0,42,14
917,738,99,121,312,2,0,204
918,898,19,97,731,0,13,38
919,89,0,21,45,0,22,1
920,451,22,18,338,0,67,6
921,394,4,76,280,0,16,18
922,650,17,146,336,0,113,38
923,755,256,83,376,1,23,16
924,526,122,8,377,0,1,18
925,1091,112,355,581,0,9,34
926,4435,532,710,2219,2,693,279
927,996,42,71,870,0,12,1
928,376,2,7,345,0,0,22
929,476,10,5,426,0,19,16
930,791,4,13,756,0,2,16
931,3692,4,37,3622,0,14,15
932,221,2,0,192,9,13,5
933,734,36,3,605,0,58,32
934,956,65,89,764,0,12,26
935,183,5,1,177,0,0,0
936,202,2,19,178,0,0,3
937,590,148,62,292,0,14,74
938,238,2,124,92,4,11,5
939,1206,166,322,611,4,52,51
940,595,75,121,353,0,26,20
941,574,15,15,477,0,7,60
942,1522,83,340,1043,0,14,42
943,519,13,42,407,0,43,14
944,608,113,98,394,0,1,2
945,13383,9,2769,1772,0,38,8795
946,3622,143,456,1961,4,400,658
947,4827,445,759,2216,19,835,553
948,1677,117,201,493,0,84,782
949,1310,271,45,836,14,75,69
950,1360,174,281,832,0,2,71
951,548,37,55,403,0,44,9
952,7973,80,1327,847,0,4034,1685
953,697,141,140,368,0,28,20
954,1995,828,151,978,0,32,6
955,2481,97,37,1849,0,8,490
956,454,13,39,383,0,4,15
957,1010,0,47,958,0,2,3
958,332,31,23,272,0,5,1
959,727,213,98,377,0,17,22
960,3783,157,1163,1306,0,495,662
961,2560,263,1128,665,0,472,32
962,491,10,13,443,7,11,7
963,991,24,70,558,0,34,305
964,1044,68,204,221,0,354,197
965,2846,20,59,104,0,2588,75
966,1370,3,141,576,0,567,83
967,4264,423,1070,1707,3,471,590
968,15520,316,1932,3814,0,7732,1726
969,11847,361,6226,2213,0,1349,1698
970,7106,64,1356,1795,0,66,3825
971,22386,171,12208,4890,0,659,4458
972,3045,750,754,1262,0,90,189
973,9401,21,128,9203,0,18,31
974,2041,371,213,1380,0,36,41
975,719,52,57,588,0,0,22
976,1621,264,298,776,0,96,187
977,3348,24,185,2839,0,68,232
978,581,39,53,316,0,73,100
979,6539,537,450,5361,0,91,100
980,121,14,14,86,0,0,7
981,253,5,1,247,0,0,0
982,578,3,175,377,0,5,18
983,283,14,5,247,0,0,17
984,818,40,66,338,0,273,101
985,298,3,17,246,0,32,0
986,207,27,16,145,0,12,7
987,182,10,25,131,0,14,2
988,4312,1185,392,190,0,2012,533
989,1285,17,64,301,2,509,392
990,684,25,72,164,0,341,82
991,22430,1495,9550,5015,17,3241,3112
992,331,2,26,132,0,54,117
993,1297,44,166,446,1,424,216
994,253,20,8,211,0,0,14
995,566,28,55,425,0,36,22
996,975,34,529,279,0,78,55
997,289,8,72,49,0,28,132
998,1705,155,170,1216,0,81,83
999,1248,386,239,594,4,0,25
1000,742,57,137,410,0,70,68
1001,325,27,46,228,0,0,24
1002,981,43,276,600,0,3,59
1003,3753,288,114,3321,0,14,16
1004,542,70,85,259,5,16,107
1005,472,4,81,357,0,9,21
1006,554,50,67,357,0,60,20
1007,277,0,9,251,0,0,17
1008,1429,274,125,987,0,6,37
1009,601,146,61,354,0,36,4
1010,1606,38,361,807,0,36,364
1011,1506,447,369,635,0,16,39
1012,499,6,77,340,0,22,54
1013,291,30,32,173,0,18,38
1014,14160,1707,3471,3574,106,3809,1493
1015,1188,195,161,770,0,41,21
1016,888,81,159,536,0,66,46
1017,1537,33,113,1352,0,13,26
1018,7637,407,2631,3357,12,105,1125
1019,378,0,140,137,0,3,98
1020,371,1,70,287,0,3,10
1021,18065,86,419,17338,0,20,202
1022,4586,119,4208,187,0,72,0
1023,864,169,36,570,0,38,51
1024,277,43,49,159,0,14,12
1025,643,64,43,415,0,28,93
1026,392,110,26,181,0,45,30
1027,1314,298,257,688,0,7,64
1028,154,0,51,64,0,5,34
1029,1077,0,878,97,0,15,87
1030,181,11,23,138,0,3,6
1031,271,3,84,163,0,3,18
1032,158,1,9,127,0,0,21
1033,1094,132,223,658,0,45,36
1034,516,165,112,211,0,1,27
1035,557,8,72,460,0,0,17
1036,704,28,83,517,0,11,65
1037,491,93,119,236,0,37,6
1038,939,314,64,416,15,1,129
1039,885,137,125,487,0,39,97
1040,260,51,12,189,0,2,6
1041,1329,444,261,580,0,18,26
1042,269,2,13,246,0,0,8
1043,1464,9,957,447,0,19,32
1044,260,17,86,148,0,5,4
1045,222,0,38,104,0,36,44
1046,150,0,7,121,0,8,14
1047,458,127,33,266,0,3,29
1048,414,35,93,263,0,8,15
1049,928,284,260,288,0,13,83
1050,1240,222,277,560,0,85,96
1051,2286,694,188,1087,0,25,292
1052,108,0,6,99,0,0,3
1053,391,4,28,308,0,1,50
1054,375,79,19,253,0,9,15
1055,817,71,82,598,0,11,55
1056,966,47,72,414,0,1,432
1057,207,45,17,138,0,6,1
1058,1408,238,173,741,0,139,117
1059,6657,1432,1173,854,77,2178,943
1060,1180,26,128,515,7,437,67
1061,1019,169,30,655,0,44,121
1062,7080,67,1554,633,34,3493,1299
1063,2226,26,19,2108,0,18,55
1064,279,20,22,190,0,13,34
1065,579,54,35,453,0,6,31
1066,2963,566,179,1945,0,3,270
1067,577,87,40,339,0,46,65
1068,1603,58,248,262,0,522,513
1069,8471,854,1083,1385,0,3138,2011
1070,288,21,7,202,0,21,37
1071,445,34,67,209,0,72,63
1072,1319,173,12,1076,0,45,13
1073,352,5,17,315,0,3,12
1074,2383,962,161,1103,0,24,133
1075,813,143,82,565,0,0,23
1076,273,1,4,260,0,4,4
1077,385,20,60,230,0,3,72
1078,485,32,60,345,0,29,19
1079,1083,190,74,732,0,15,72
1080,677,125,29,490,0,3,30
1081,193,0,6,140,7,18,22
1082,856,36,125,492,0,188,15
1083,4184,183,869,1625,0,1186,321
1084,504,79,35,346,4,0,40
1085,642,107,50,440,0,5,40
1086,853,249,95,391,0,4,114
1087,266,8,40,124,18,29,47
1088,206,0,21,67,0,114,4
1089,1130,59,28,374,0,615,54
1090,888,18,142,143,0,488,97
1091,5493,200,42,5207,0,19,25
1092,1716,55,267,720,0,47,627
1093,4252,7,82,315,0,7,3841
1094,3738,24,114,203,0,115,3282
1095,3883,154,589,183,0,1183,1774
1096,3964,628,660,625,0,853,1198
1097,11746,572,2671,1215,0,2629,4659
1098,960,270,191,361,0,66,72
1099,1105,50,502,405,0,45,103
1100,966,281,81,521,4,14,65
1101,366,26,106,160,0,15,59
1102,109,0,4,8,48,5,44
1103,1082,227,136,508,0,13,198
1104,152,0,46,96,0,0,10
1105,46,0,6,38,0,0,2
1106,1480,165,200,1013,0,11,91
1107,513,22,82,380,0,9,20
1108,1114,518,115,389,0,40,52
1109,1832,7,42,1634,0,61,88
1110,1571,345,433,686,33,28,46
1111,822,0,49,434,0,6,333
1112,1745,46,224,1354,0,20,101
1113,11888,912,6581,3523,0,271,601
1114,404,125,49,161,0,21,48
1115,502,170,46,188,0,40,58
1116,2802,23,2051,508,0,34,186
1117,309,1,98,169,0,4,37
1118,3827,939,578,1208,0,308,794
1119,1060,176,168,556,0,36,124
1120,770,240,111,372,0,24,23
1121,11171,1352,5374,3334,0,384,727
1122,17014,3416,4675,5191,0,1982,1750
1123,2570,759,498,946,0,68,299
1124,3833,144,285,3061,0,4,339
1125,543,196,54,217,0,17,59
1126,504,8,119,299,0,9,69
1127,3768,61,416,3155,0,14,122
1128,776,67,102,418,0,96,93
1129,1998,130,182,1106,1,13,566
1130,345,8,75,215,0,6,41
1131,384,60,151,95,3,22,53
1132,848,12,122,623,1,12,78
1133,1322,140,378,417,3,151,233
1134,2761,522,735,1029,5,168,302
1135,642,0,58,531,8,12,33
1136,2980,14,1285,1251,0,14,416
1137,10398,1585,2034,5509,5,919,346
1138,1096,75,251,651,0,26,93
1139,190,6,22,123,16,17,6
1140,1676,262,327,1067,0,9,11
1141,6129,130,141,5658,3,169,28
1142,266,3,80,93,0,62,28
1143,1517,10,155,1276,0,22,54
1144,1140,30,456,517,0,69,68
1145,17176,1850,9103,4042,7,904,1270
1146,12485,2339,1761,8139,3,107,136
1147,1996,179,274,1273,0,24,246
1148,705,0,114,583,0,8,0
1149,699,30,235,324,0,6,104
1150,3144,539,762,1580,0,65,198
1151,481,4,92,325,0,23,37
1152,4992,595,1055,2864,0,189,289
1153,835,11,309,455,0,19,41
1154,1964,191,374,1096,21,81,201
1155,270,23,109,113,0,2,23
1156,546,75,213,231,3,0,24
1157,802,49,186,531,0,8,28
1158,1415,361,241,660,0,27,126
1159,1001,19,46,915,0,6,15
1160,779,0,191,509,10,6,63
1161,8797,942,2556,3884,1,310,1104
1162,175,9,64,34,0,20,48
1163,202,6,38,109,18,18,13
1164,838,4,304,396,11,20,103
1165,980,20,111,507,1,96,245
1166,2011,52,214,1593,0,76,76
1167,1041,33,351,516,0,31,110
1168,21389,1132,10808,3603,8,1897,3941
1169,3779,807,1511,719,0,130,612
1170,5504,805,1194,2537,25,235,708
1171,990,144,201,578,0,18,49
1172,532,138,37,305,0,36,16
1173,417,0,21,368,0,0,28
1174,535,3,50,319,0,135,28
1175,5292,132,1965,859,1269,827,240
1176,5797,605,1117,3397,63,198,417
1177,2046,65,454,910,67,225,325
1178,10226,2116,883,5967,40,329,891
1179,7909,893,1027,3193,301,588,1907
1180,1506,70,138,779,21,109,389
1181,267,8,31,135,5,34,54
1182,2110,339,290,854,40,212,375
1183,2145,61,360,261,0,1097,366
1184,482,45,47,337,0,20,33
1185,3352,1045,353,1517,3,123,311
1186,3451,508,208,2622,0,41,72
1187,2043,322,150,1494,0,7,70
1188,1621,101,152,683,0,169,516
1189,5578,1548,688,1905,0,562,875
1190,677,217,46,412,0,0,2
1191,663,30,35,590,0,1,7
1192,279,0,18,252,0,2,7
1193,937,236,84,574,0,9,34
1194,345,6,28,286,0,2,23
1195,1179,140,129,710,0,33,167
1196,388,0,42,232,0,31,83
1197,1712,206,659,821,0,5,21
1198,1600,332,21,1168,0,1,78
1199,3512,415,277,1507,0,626,687
1200,589,14,72,380,0,5,118
1201,302,0,42,169,0,70,21
1202,418,111,47,176,0,70,14
1203,1276,6,26,855,0,29,360
1204,1354,398,4,396,0,153,403
1205,1657,3,124,286,5,897,342
1206,1026,154,28,289,0,259,296
1207,364,3,160,124,0,61,16
1208,437,91,30,296,0,8,12
1209,481,39,14,112,0,312,4
1210,374,12,22,243,0,45,52
1211,9101,416,1432,777,73,4238,2165
1212,1505,49,206,791,0,57,402
1213,642,145,91,387,0,0,19
1214,285,26,75,162,0,8,14
1215,822,289,107,387,0,17,22
1216,166,10,45,74,0,9,28
1217,1649,7,261,1042,62,42,235
1218,113,8,11,89,0,0,5
1219,698,43,92,277,0,9,277
1220,694,150,146,287,0,75,36
1221,198,6,14,153,0,6,19
1222,629,0,18,510,0,88,13
1223,1468,18,39,196,0,540,675
1224,1586,80,113,885,0,176,332
1225,273,40,21,67,3,16,126
1226,694,110,175,82,0,324,3
1227,221,42,18,128,0,27,6
1228,137,0,5,110,0,0,22
1229,831,112,107,595,0,3,14
1230,467,52,39,364,0,8,4
1231,509,86,34,361,0,18,10
1232,1064,145,256,601,0,6,56
1233,331,14,70,227,0,2,18
1234,1637,209,228,778,0,92,330
1235,327,39,28,258,0,2,0
1236,980,56,18,903,0,1,2
1237,112,0,5,99,0,0,8
1238,2169,6,244,1114,0,456,349
1239,59,0,7,45,0,0,7
1240,417,44,7,317,0,38,11
1241,3794,551,262,2678,0,219,84
1242,5441,33,101,5284,0,11,12
1243,1407,30,48,1322,0,0,7
1244,472,2,32,418,0,4,16
1245,209,6,3,133,0,45,22
1246,3764,1878,216,1503,48,54,65
1247,3365,250,269,920,6,1311,609
1248,5399,588,2132,1859,20,199,601
1249,3900,459,1065,1185,18,786,387
1250,4909,730,270,1003,2,2251,653
1251,1697,371,102,694,0,100,430
1252,1985,35,721,945,0,157,127
1253,106,8,1,69,0,6,22
1254,267,7,14,185,0,46,15
1255,542,46,26,442,22,0,6
1256,462,17,36,231,0,83,95
1257,284,4,15,258,0,2,5
1258,197,22,4,122,0,0,49
1259,1626,137,247,571,0,631,40
1260,183,8,18,132,0,4,21
1261,507,160,84,178,0,19,66
1262,4854,47,319,828,0,107,3553
1263,1484,19,85,677,0,16,687
1264,801,141,180,454,0,20,6
1265,4837,1123,63,3608,0,25,18
1266,1020,194,180,602,0,0,44
1267,1045,173,290,469,0,5,108
1268,2213,110,448,1494,7,48,106
1269,2588,791,81,1612,0,2,102
1270,3329,22,549,1129,0,1292,337
1271,823,68,147,402,1,164,41
1272,4034,0,1,2578,0,0,1455
1273,779,148,127,434,0,27,43
1274,1694,496,177,860,0,65,96
1275,299,75,36,168,0,6,14
1276,594,119,170,291,0,4,10
1277,220,16,20,159,0,4,21
1278,400,120,41,216,0,4,19
1279,10090,489,671,2940,124,3525,2341
1280,5945,2355,266,3009,4,201,110
1281,2202,638,690,629,0,177,68
1282,3564,689,355,1426,7,139,948
1283,1061,11,90,842,0,99,19
1284,3977,365,665,1643,0,281,1023
1285,475,12,163,245,0,5,50
1286,1018,2,74,71,508,26,337
1287,834,101,93,12,205,265,158
1288,2006,378,182,880,227,72,267
1289,4382,609,483,1194,115,1530,451
1290,2013,261,108,699,321,226,398
1291,2309,669,301,1046,63,200,30
1292,11215,278,2205,1656,129,4831,2116
1293,1162,115,62,406,386,77,116
1294,4091,27,142,3471,30,244,177
1295,2656,868,290,1106,25,123,244
1296,834,35,62,267,313,77,80
1297,2644,264,268,1677,175,67,193
1298,4900,680,1599,1728,72,664,157
1299,5164,192,689,1466,75,199,2543
1300,817,19,82,326,2,212,176
1301,1456,45,484,425,0,147,355
1302,1047,422,68,429,6,49,73
1303,128,2,25,57,5,11,28
1304,751,32,78,497,49,4,91
1305,3693,536,521,1968,118,405,145
1306,5510,731,500,3408,400,264,207
1307,863,31,86,561,33,73,79
1308,1598,11,167,516,274,518,112
1309,448,2,0,24,316,102,4
1310,2787,188,34,2118,15,349,83
1311,3596,16,283,663,741,1674,219
1312,455,4,27,69,245,46,64
1313,4858,48,171,1457,710,2323,149
1314,5345,463,495,1567,677,1823,320
1315,4065,56,104,306,603,2463,533
1316,567,0,31,24,199,273,40
1317,2555,141,249,1350,148,459,208
1318,1464,87,261,474,173,384,85
1319,1414,114,199,699,67,88,247
1320,3044,304,1041,1185,114,192,208
1321,735,17,162,269,51,97,139
1322,3,0,0,0,0,0,3
1323,4543,659,698,2375,134,243,434
1324,4123,162,696,226,428,1892,719
1325,9510,427,2281,1649,83,4508,562
1326,439,18,147,178,13,6,77
1327,2008,21,78,1459,20,59,371
1328,874,13,89,212,252,102,206
1329,1886,449,186,385,274,372,220
1330,543,56,56,255,0,43,133
1331,2011,532,327,612,8,309,223
1332,5525,904,1159,2065,17,886,494
1333,179,6,28,94,0,2,49
1334,306,9,23,187,0,25,62
1335,1382,380,85,788,0,16,113
1336,6416,401,1122,2624,15,1528,726
1337,9406,1106,1670,3520,133,1503,1474
1338,605,99,32,363,3,12,96
1339,818,309,63,282,22,82,60
1340,1014,7,120,368,0,303,216
1341,390,10,41,259,15,18,47
1342,1616,15,32,1512,0,28,29
1343,496,11,23,419,0,2,41
1344,1566,356,221,689,0,33,267
1345,141,1,32,79,0,17,12
1346,2858,57,685,1398,0,378,340
1347,820,86,203,318,2,20,191
1348,4960,2001,634,1268,25,575,457
1349,1439,309,212,763,3,48,104
1350,1342,258,299,575,8,32,170
1351,479,0,53,346,0,2,78
1352,152,0,23,51,0,35,43
1353,686,70,51,236,41,238,50
1354,1072,178,139,318,87,92,258
1355,414,36,23,293,0,4,58
1356,1160,341,88,643,0,28,60
1357,406,49,57,247,0,13,40
1358,2307,206,101,1911,1,19,69
1359,4898,443,135,4240,0,22,58
1360,690,31,320,260,5,3,71
1361,5666,719,1987,1512,12,124,1312
1362,1762,139,602,763,0,49,209
1363,10845,233,463,7783,0,0,2366
1364,819,154,85,513,0,16,51
1365,2398,49,193,518,0,48,1590
1366,6206,259,913,2380,20,2450,184
1367,1022,14,105,619,36,18,230
1368,11838,245,2468,3250,88,4502,1285
1369,3585,547,297,1493,8,711,529
1370,1149,123,91,401,144,158,232
1371,645,51,35,460,22,3,74
1372,303,13,25,213,2,7,43
1373,3095,212,1087,1158,18,277,343
1374,4748,829,1261,1442,6,531,679
1375,1988,146,483,866,2,379,112
1376,2418,199,922,893,2,147,255
1377,1576,340,378,708,10,20,120
1378,1695,244,169,845,0,303,134
1379,364,94,19,194,1,0,56
1380,6499,1712,876,1144,31,1162,1574
1381,5236,234,1334,1308,130,1066,1164
1382,1514,25,115,878,143,201,152
1383,1300,66,139,241,268,405,181
1384,3819,543,696,1397,30,656,497
1385,543,26,84,305,21,14,93
1386,2007,291,372,865,104,213,162
1387,623,5,168,156,86,29,179
1388,139,0,19,80,3,0,37
1389,1222,93,109,770,56,65,129
1390,447,13,32,269,59,21,53
1391,933,126,63,669,10,19,46
1392,799,20,59,237,96,297,90
1393,855,27,57,303,13,397,58
1394,1777,0,513,561,166,369,168
1395,4270,700,950,1152,97,645,726
1396,1562,210,141,896,109,97,109
1397,1800,256,175,504,105,457,303
1398,625,3,33,236,307,8,38
1399,4722,620,606,2092,22,784,598
1400,938,22,66,91,238,457,64
1401,3756,23,101,620,1521,1359,132
1402,2611,239,202,836,188,762,384
1403,698,42,82,357,73,66,78
1404,275,2,105,63,1,65,39
1405,2581,905,266,999,0,112,299
1406,2647,147,432,369,0,228,1471
1407,7723,214,2896,1432,6,2657,518
1408,916,69,135,464,0,169,79
1409,1836,201,469,822,66,151,127
1410,1396,321,228,424,0,9,414
1411,1299,8,141,967,10,8,165
1412,4486,541,713,2339,0,241,652
1413,1068,58,504,352,0,122,32
1414,596,45,98,319,0,17,117
1415,1835,117,222,728,294,240,234
1416,355,4,10,237,31,23,50
1417,134,5,14,104,0,0,11
1418,388,7,52,254,10,19,46
1419,463,52,61,272,0,3,75
1420,1045,113,114,564,4,4,246
1421,5973,517,708,4422,0,148,178
1422,1968,112,357,1068,0,194,237
1423,703,51,141,429,0,35,47
1424,4141,147,1396,1699,1,319,579
1425,4214,41,814,969,0,15,2375
1426,480,70,109,171,0,80,50
1427,3005,531,668,1632,0,60,114
1428,8963,2312,2030,1587,0,1313,1721
1429,2427,591,346,512,0,315,663
1430,5873,463,1387,2861,0,170,992
1431,1041,100,253,541,0,26,121
1432,2026,223,464,986,0,83,270
1433,430,4,154,229,0,13,30
1434,1026,309,103,424,0,15,175
1435,564,10,47,464,3,2,38
1436,2372,282,224,1756,0,34,76
1437,4357,214,381,3705,0,24,33
1438,4389,939,1549,1302,0,309,290
1439,1913,0,0,11,0,0,1902
1440,1775,131,224,1181,0,93,146
1441,3693,897,450,1602,0,352,392
1442,1575,340,330,708,6,77,114
1443,2125,335,339,1274,4,63,110
1444,1581,398,301,628,1,93,160
1445,1075,66,302,602,6,34,65
1446,1289,55,322,629,0,47,236
1447,458,66,168,158,0,1,65
1448,4562,651,1375,1529,8,522,477
1449,456,79,19,347,0,0,11
1450,1013,209,218,549,0,9,28
1451,1215,62,624,387,0,57,85
1452,1993,172,715,771,0,65,270
1453,533,0,45,459,6,5,18
1454,505,54,83,240,48,18,62
