"source","estimate","dimension_01_name","dimension_01_value","dimension_02_name","dimension_02_value","estimate_name","estimate_value"
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[13-14]","Share of Tours",0.0130591717888147
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[14-15]","Share of Tours",0.0109625477866122
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[15-16]","Share of Tours",0.00526135912675784
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[16-17]","Share of Tours",0.00160566334996873
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[17-18]","Share of Tours",0.00571966138819338
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[18-19]","Share of Tours",0.00732938503325702
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[19-20]","Share of Tours",0.00241369123240728
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[20-21]","Share of Tours",0.0155084955392323
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[21-22]","Share of Tours",0.0045589623579887
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[22-23]","Share of Tours",0.00326860954812716
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[23-24]","Share of Tours",0.000200754116625167
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[24-25]","Share of Tours",0.00154579629406237
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[25-26]","Share of Tours",0.00591358101849224
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[26-27]","Share of Tours",0.00862772650787147
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[27-28]","Share of Tours",0.00374763679666163
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[28-29]","Share of Tours",0.0075002947379576
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[29-30]","Share of Tours",0.00753406873477697
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[30-31]","Share of Tours",0.0115610660240464
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[31-32]","Share of Tours",0.00060032007910026
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[32-33]","Share of Tours",0.00181117231447593
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[33-34]","Share of Tours",0.0041880754865235
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[34-35]","Share of Tours",0.000746240302035273
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[35-36]","Share of Tours",0.000986003185767486
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[36-37]","Share of Tours",0.00719314454792065
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[38-39]","Share of Tours",0.00301359261971799
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[39-40]","Share of Tours",0.0042242291927659
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[40-41]","Share of Tours",0.00811662832163879
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[41-42]","Share of Tours",0.00335439506192093
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[42-43]","Share of Tours",0.0041136424121842
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[43-44]","Share of Tours",0
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[44-45]","Share of Tours",0.00835703243472592
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[46-47]","Share of Tours",0.00098355870530043
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[47-48]","Share of Tours",0.00273273688190835
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[48-49]","Share of Tours",0.00210663908185827
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[49-50]","Share of Tours",0.000892067662064548
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[51-52]","Share of Tours",0.000892067662064548
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[52-53]","Share of Tours",0.0004261383865397
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[53-54]","Share of Tours",0.000828652558234388
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[55-56]","Share of Tours",0.00042460096519808
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[57-58]","Share of Tours",0.000438678085051229
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[58-59]","Share of Tours",0
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[59-60]","Share of Tours",0.00179841303727874
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[62-63]","Share of Tours",0.00731507305965295
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[63-64]","Share of Tours",0
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[64-65]","Share of Tours",0.00065896294056862
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[69-70]","Share of Tours",0.000232447345003554
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[76-77]","Share of Tours",0.000366355818076607
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[80-81]","Share of Tours",0.00124893907931853
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[83-84]","Share of Tours",0.00074129031807499
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[90-91]","Share of Tours",0.000366355818076607
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","At-Work","Distance Bin (miles)","[97-98]","Share of Tours",0.000246961906726297
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[0-1]","Share of Tours",0.176799289646429
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[1-2]","Share of Tours",0.114579221716966
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[2-3]","Share of Tours",0.0966131801238453
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[3-4]","Share of Tours",0.0646020924377822
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[4-5]","Share of Tours",0.0347030483621095
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[5-6]","Share of Tours",0.0385712811804242
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[6-7]","Share of Tours",0.0405753137151191
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[7-8]","Share of Tours",0.018670003961266
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[8-9]","Share of Tours",0.0377879810703044
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[9-10]","Share of Tours",0.0178612021530919
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[10-11]","Share of Tours",0.0194725913414254
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[11-12]","Share of Tours",0.0147671535587364
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[12-13]","Share of Tours",0.0211277948593121
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[13-14]","Share of Tours",0.0156896049459366
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[14-15]","Share of Tours",0.0108848996268644
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[15-16]","Share of Tours",0.0190270792788908
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[16-17]","Share of Tours",0.0103515122173928
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[17-18]","Share of Tours",0.0177805476304664
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[18-19]","Share of Tours",0.010460013089037
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[19-20]","Share of Tours",0.0167296253958565
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[20-21]","Share of Tours",0.0304656129757645
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[21-22]","Share of Tours",0.00785814730170508
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[22-23]","Share of Tours",0.00572636256438256
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[23-24]","Share of Tours",0.00558252295744734
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[24-25]","Share of Tours",0.0102771661922601
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[25-26]","Share of Tours",0.00561989707595006
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[26-27]","Share of Tours",0.00950326211717612
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[27-28]","Share of Tours",0.00772378401940937
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[28-29]","Share of Tours",0.00427474486761107
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[29-30]","Share of Tours",0.00469061539952478
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[30-31]","Share of Tours",0.0108877236104334
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[31-32]","Share of Tours",0.00847612754072459
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[32-33]","Share of Tours",0.00839071060893137
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[33-34]","Share of Tours",0.00117738003941027
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[34-35]","Share of Tours",0.010052891565038
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[35-36]","Share of Tours",0.00738153064453406
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[36-37]","Share of Tours",0.00316513102600303
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[37-38]","Share of Tours",0.00233228170811997
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[38-39]","Share of Tours",0.00536506588932547
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[39-40]","Share of Tours",0.0036729509863027
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[40-41]","Share of Tours",0.00435184760879202
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[41-42]","Share of Tours",0.00795369544386892
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[42-43]","Share of Tours",0.00126696437568712
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[43-44]","Share of Tours",0.00306720900388432
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[44-45]","Share of Tours",0.00593832436301426
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[45-46]","Share of Tours",0.000502071055595535
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[46-47]","Share of Tours",0.000520435854044155
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[47-48]","Share of Tours",0.00218364584922277
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[48-49]","Share of Tours",0.00111036157892966
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[49-50]","Share of Tours",0.00172079136358288
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[50-51]","Share of Tours",0.0020575091472914
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[51-52]","Share of Tours",0.00171842407241071
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[52-53]","Share of Tours",0.00217996462230382
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[53-54]","Share of Tours",0.000136139111177379
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[54-55]","Share of Tours",0.000735402253914574
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[55-56]","Share of Tours",0.000880478115603792
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[56-57]","Share of Tours",0.000100199583152733
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[57-58]","Share of Tours",0.000707295728740867
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[58-59]","Share of Tours",0.000731137598756409
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[59-60]","Share of Tours",0.000998126154819362
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[60-61]","Share of Tours",0
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[61-62]","Share of Tours",0.000958686305452024
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[62-63]","Share of Tours",0.000464101503423953
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[63-64]","Share of Tours",0
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[65-66]","Share of Tours",0.000176597795058485
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[66-67]","Share of Tours",0
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[67-68]","Share of Tours",0.000842355951682505
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[68-69]","Share of Tours",0
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[69-70]","Share of Tours",0
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[70-71]","Share of Tours",0.0000510802273838731
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[71-72]","Share of Tours",0
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[72-73]","Share of Tours",0.000797480291386112
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[74-75]","Share of Tours",0.00137925132140283
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[77-78]","Share of Tours",0
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[79-80]","Share of Tours",0.000117921937277098
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[81-82]","Share of Tours",0.000395281632560063
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[84-85]","Share of Tours",0
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[86-87]","Share of Tours",0.0000842112483673723
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[89-90]","Share of Tours",0.000420142823262719
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[90-91]","Share of Tours",0.000116415990745942
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[91-92]","Share of Tours",0
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[92-93]","Share of Tours",0.000468895846896614
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[93-94]","Share of Tours",0.00020353707550921
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[94-95]","Share of Tours",0.00181111835878146
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[95-96]","Share of Tours",0.000381564644551197
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[97-98]","Share of Tours",0
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Discretionary","Distance Bin (miles)","[99-100]","Share of Tours",0.00279398876015521
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[0-1]","Share of Tours",0.174247309652656
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[1-2]","Share of Tours",0.19262877136073
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[2-3]","Share of Tours",0.0979012997203875
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[3-4]","Share of Tours",0.0426143158101772
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[4-5]","Share of Tours",0.0468034378273895
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[5-6]","Share of Tours",0.041023093914123
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[6-7]","Share of Tours",0.0322858762233873
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[7-8]","Share of Tours",0.0155468279471564
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[8-9]","Share of Tours",0.0229869670049578
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[9-10]","Share of Tours",0.0180576347502508
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[10-11]","Share of Tours",0.00676838833399176
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[11-12]","Share of Tours",0.0424621824481919
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[12-13]","Share of Tours",0.00804343284365975
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[13-14]","Share of Tours",0.00555084252514149
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[14-15]","Share of Tours",0.0262975170431275
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[15-16]","Share of Tours",0.00768673357076698
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[16-17]","Share of Tours",0.00533523818525029
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[17-18]","Share of Tours",0.0157473157532374
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[18-19]","Share of Tours",0.00293713078584495
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[19-20]","Share of Tours",0.0108285083474832
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[20-21]","Share of Tours",0.0200406029654453
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[21-22]","Share of Tours",0.0101245081202877
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[22-23]","Share of Tours",0.0135405046915702
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[23-24]","Share of Tours",0.00524016632986393
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[24-25]","Share of Tours",0.00612741738890612
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[25-26]","Share of Tours",0.00562613965179526
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[26-27]","Share of Tours",0.00460298913003193
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[27-28]","Share of Tours",0.00740663614645508
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[28-29]","Share of Tours",0.0109909210093569
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[29-30]","Share of Tours",0.00543278329582995
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[30-31]","Share of Tours",0.0023164017113742
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[31-32]","Share of Tours",0.0137068276485053
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[32-33]","Share of Tours",0.00148702369654176
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[33-34]","Share of Tours",0.00125067089223907
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[34-35]","Share of Tours",0.00351168142919857
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[35-36]","Share of Tours",0.00838122042650976
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[36-37]","Share of Tours",0.00432457299121268
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[37-38]","Share of Tours",0.0232467547177599
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[38-39]","Share of Tours",0.00290605061569994
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[39-40]","Share of Tours",0.00282956490319819
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[40-41]","Share of Tours",0.00149227034275417
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[41-42]","Share of Tours",0.00502667210648123
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[42-43]","Share of Tours",0.00045144332772734
"CHTS","Share of tours by tour purpose and tour distance bin","Tour Purpose","Eat Out","Distance Bin (miles)","[43-44]","Share of Tours",0.0077679272979342
