TAZ1454,TOTEMP,RETEMPN,FPSEMPN,HEREMPN,AGREMPN,MWTEMPN,OTHEMPN
203,2269,231,383,772,0,60,823
204,565,133,64,323,0,11,34
205,261,1,47,194,0,5,14
206,141,3,55,60,0,2,21
207,673,43,41,304,0,277,8
208,7769,514,2796,645,42,2834,938
209,464,2,50,323,0,37,52
210,714,69,138,224,0,141,142
211,1450,190,413,558,50,96,143
212,52655,1314,11332,5195,239,31226,3349
213,1228,167,106,828,0,16,111
214,831,71,78,375,0,6,301
215,404,78,62,258,0,5,1
216,2922,138,31,2720,0,2,31
217,458,62,113,227,0,9,47
218,1946,275,304,1233,0,46,88
219,277,67,0,192,0,1,17
220,302,14,28,226,0,0,34
221,288,80,26,157,0,3,22
222,668,121,59,425,0,32,31
223,1117,103,155,494,0,55,310
224,355,15,28,213,0,22,77
225,758,90,102,454,0,23,89
226,817,185,111,417,3,3,98
227,302,4,39,149,6,44,60
228,18,0,0,18,0,0,0
229,892,15,35,827,0,4,11
230,1290,376,39,667,0,196,12
231,204,1,22,145,0,28,8
232,393,8,82,266,0,5,32
233,438,94,51,230,0,12,51
234,6715,1469,1368,967,0,354,2557
235,765,9,23,348,0,17,368
236,1047,107,414,446,0,21,59
237,1114,158,189,701,0,31,35
238,1050,37,101,344,0,472,96
239,5854,423,1184,2312,0,1881,54
240,2574,292,348,1649,0,154,131
241,519,0,107,288,0,9,115
242,255,5,26,209,0,3,12
243,114,1,28,66,0,8,11
244,1044,250,130,439,0,44,181
245,317,0,20,256,0,8,33
246,4433,178,680,3381,0,64,130
247,172,0,22,120,0,4,26
248,16977,379,8785,3281,0,3297,1235
249,5028,253,1623,1288,0,1346,518
250,678,56,89,375,0,18,140
251,4051,978,1133,1198,0,128,614
252,1476,0,437,771,0,85,183
253,195,28,41,80,0,23,23
254,506,0,121,328,7,12,38
255,422,14,77,304,0,19,8
256,2016,2,1092,823,0,30,69
257,6910,667,1816,3271,1,164,991
258,942,13,169,630,0,18,112
259,1532,124,109,1036,0,163,100
260,1265,87,400,493,0,102,183
261,504,22,68,322,0,24,68
262,671,64,131,378,0,26,72
263,250,2,4,144,0,47,53
264,990,110,396,375,0,23,86
265,9123,744,4064,777,0,292,3246
266,16027,611,9300,1741,0,2267,2108
267,454,0,53,354,0,22,25
268,610,0,25,544,0,36,5
269,449,74,41,297,0,27,10
270,207,0,24,35,0,3,145
271,548,167,132,176,0,68,5
272,149,7,22,114,0,1,5
273,85,7,23,41,0,4,10
274,2239,68,1564,279,0,16,312
275,1823,191,696,396,0,173,367
276,270,20,32,145,0,57,16
277,589,22,69,411,0,48,39
278,6178,557,2589,970,0,89,1973
279,5974,532,2702,1217,0,305,1218
280,2629,286,1291,806,0,89,157
281,2670,223,823,1006,0,140,478
282,5439,95,4674,435,11,60,164
283,268,2,9,240,0,10,7
284,3732,1403,402,1831,0,20,76
285,229,0,11,203,0,10,5
286,1216,229,127,730,0,47,83
287,1115,31,339,550,0,25,170
288,1284,137,131,942,0,26,48
289,400,43,69,248,0,15,25
290,148,0,28,38,0,52,30
291,2320,109,264,1252,0,415,280
292,272,24,48,167,0,11,22
293,608,55,84,200,21,164,84
294,914,96,108,517,11,65,117
295,1216,175,86,440,53,340,122
296,3250,341,560,1805,170,127,247
297,1275,47,69,544,482,53,80
298,1783,80,470,959,119,77,78
299,1038,146,214,439,23,11,205
300,951,4,121,731,0,37,58
301,592,68,78,353,0,4,89
302,303,5,158,73,9,10,48
303,625,4,119,453,0,16,33
304,1082,0,60,949,9,21,43
305,103,0,10,86,0,4,3
306,180,2,43,107,0,4,24
307,576,5,160,295,0,91,25
308,390,3,55,181,0,66,85
309,3595,465,1181,1703,0,49,197
310,11708,1280,4112,2113,0,2100,2103
311,16172,149,6272,2693,1,2019,5038
312,669,2,160,158,0,171,178
313,9604,517,3086,2019,8,1442,2532
314,7084,260,1033,3690,0,1087,1014
315,23143,966,3649,5097,0,501,12930
316,317,80,84,80,0,15,58
317,1629,43,270,1124,0,102,90
318,487,10,135,251,0,5,86
319,284,6,54,168,0,0,56
320,510,1,56,348,0,6,99
321,772,149,216,328,0,13,66
322,564,32,183,275,0,51,23
323,1324,456,158,483,0,146,81
324,671,161,95,294,0,0,121
325,487,233,86,91,0,0,77
326,1352,512,102,392,0,97,249
327,783,156,114,438,0,51,24
328,454,21,191,157,0,45,40
329,2891,154,1018,566,0,425,728
330,533,48,114,234,0,21,116
331,35847,97,4225,847,22,3239,27417
332,5154,34,2662,1145,18,596,699
333,1219,452,65,643,0,16,43
334,863,77,170,500,0,20,96
335,1499,370,908,182,4,23,12
336,852,207,369,240,0,24,12
337,354,0,32,169,0,5,148
338,119,0,47,49,0,0,23
339,882,0,46,725,0,0,111
340,4632,30,2174,720,9,162,1537
341,5154,816,1491,2211,0,60,576
342,1738,24,137,1525,0,20,32
343,567,3,61,486,0,0,17
344,233,0,33,149,0,41,10
345,727,31,334,321,0,16,25
346,7334,90,4384,1058,6,888,908
347,2724,13,383,1920,119,183,106
348,10399,0,3603,185,0,217,6394
349,16708,151,7573,3900,0,3951,1133
350,984,101,711,155,0,14,3
351,5465,197,2367,2236,20,130,515
352,169,0,0,108,0,0,61
353,219,47,36,125,0,1,10
354,17579,35,519,17018,1,1,5
355,24670,1905,397,22195,2,123,48
356,21994,846,7496,3874,0,589,9189
357,780,3,289,355,0,38,95
358,854,10,271,493,0,23,57
359,767,17,281,335,0,67,67
360,522,16,210,238,3,7,48
361,759,114,183,384,0,42,36
362,3761,62,931,759,0,1912,97
363,814,155,64,583,0,3,9
364,429,92,27,300,0,10,0
365,829,81,273,270,0,24,181
366,5059,311,1487,1121,0,1493,647
367,5648,94,4290,1094,0,64,106
368,507,2,129,318,1,39,18
369,1023,7,306,648,0,14,48
370,3671,309,1570,1138,12,52,590
371,2073,196,508,1213,0,15,141
372,2851,962,486,1121,0,70,212
373,3186,113,1986,438,0,40,609
374,4533,670,1549,731,8,711,864
375,376,5,100,258,0,0,13
376,2627,116,861,750,19,716,165
377,3102,40,493,146,0,208,2215
378,8904,109,4988,2188,0,68,1551
379,855,10,81,459,9,8,288
380,424,45,22,261,0,64,32
381,1427,236,273,475,0,91,352
382,381,24,106,238,0,11,2
383,4193,88,148,3701,0,142,114
384,677,25,125,500,0,10,17
385,170,0,85,56,0,15,14
386,191,14,31,117,0,21,8
387,747,203,81,375,0,8,80
388,1680,19,253,1320,0,35,53
389,1604,277,195,1027,0,52,53
390,567,40,166,222,0,92,47
391,2658,483,421,1727,0,4,23
392,327,27,154,141,0,0,5
393,889,69,46,341,0,373,60
394,967,23,176,504,0,43,221
395,6499,14,5000,154,0,843,488
396,3453,2,1766,497,0,958,230
397,3172,151,1696,218,0,481,626
398,1732,240,536,304,0,204,448
399,11983,229,6630,259,0,1068,3797
400,386,9,84,264,0,12,17
401,46144,464,7308,3506,2,3458,31406
402,7822,0,1524,312,0,4804,1182
403,29790,23,7469,665,0,3600,18033
404,5862,7,917,427,0,1205,3306
405,4694,761,2166,545,0,943,279
406,13779,165,4811,827,0,6833,1143
407,12262,680,2759,1196,1,4720,2906
408,18538,237,12919,486,0,3257,1639
409,15862,51,6868,1397,0,6757,789
410,8417,19,4533,424,0,2931,510
411,730,0,1,0,0,729,0
412,21285,284,3762,1050,2,16077,110
413,2481,138,183,440,0,1698,22
414,9886,258,2255,1132,0,3947,2294
415,17859,237,10170,2608,6,3222,1616
416,5002,28,3243,355,0,736,640
417,5739,14,2019,116,0,3382,208
418,3755,63,922,322,0,2051,397
419,268,12,50,181,0,11,14
420,201,34,4,154,0,1,8
421,647,252,122,181,0,55,37
422,1640,17,224,295,0,178,926
423,298,55,25,181,0,31,6
424,585,47,95,362,0,66,15
425,641,75,26,173,0,3,364
426,1626,225,135,175,0,1084,7
427,12683,300,7334,1268,0,2837,944
428,9522,567,5940,896,1,1734,384
429,10097,13,3113,644,1,6115,211
430,19642,283,9315,705,0,7863,1476
431,4727,92,1663,268,0,1799,905
432,12498,469,5067,781,0,3305,2876
433,3140,61,606,793,0,463,1217
434,5654,716,574,1142,0,2502,720
435,18083,253,10786,1518,2,2536,2988
436,1499,325,128,925,0,88,33
437,408,124,25,221,0,10,28
438,573,61,51,438,0,5,18
439,908,239,95,525,34,8,7
440,924,37,88,768,0,18,13
441,896,127,185,511,0,9,64
442,495,47,47,376,0,8,17
443,234,8,28,146,0,1,51
444,1117,41,189,722,4,107,54
445,620,95,127,376,0,8,14
446,377,81,97,166,0,26,7
447,609,93,211,285,0,13,7
448,1386,387,292,660,0,25,22
449,1561,387,187,956,0,13,18
450,4810,511,2137,1403,0,331,428
451,1160,328,111,644,2,9,66
452,1112,3,20,1063,0,15,11
453,1602,354,185,761,0,268,34
454,1222,14,94,1011,0,53,50
455,627,114,24,464,0,11,14
456,562,12,195,298,0,40,17
457,243,0,82,143,0,0,18
458,240,12,46,179,0,0,3
459,961,130,142,639,0,6,44
460,42239,377,320,5408,3,35914,217
461,320,13,104,142,0,5,56
462,1794,369,302,1065,0,13,45
463,315,24,131,76,0,20,64
464,273,6,112,143,0,2,10
465,2141,777,258,1021,0,61,24
466,5229,4036,163,840,0,167,23
467,6529,764,2540,1875,3,81,1266
468,1169,179,215,645,0,27,103
469,1005,90,319,557,0,4,35
470,939,83,146,516,0,122,72
471,1774,503,159,996,2,51,63
472,1648,28,496,838,0,158,128
473,685,33,111,494,0,37,10
474,299,8,13,205,0,11,62
475,1683,761,161,679,0,35,47
476,2248,362,362,1405,0,30,89
477,894,84,65,655,2,10,78
478,2600,1134,811,531,0,71,53
479,1305,25,486,686,0,48,60
480,275,8,41,216,0,9,1
481,362,72,47,228,0,2,13
482,180,13,51,91,0,7,18
483,1348,156,568,553,0,16,55
484,2741,180,921,1024,0,273,343
485,3111,413,893,1589,0,159,57
486,1443,486,368,481,0,72,36
487,830,95,147,544,0,8,36
488,1059,6,208,616,0,216,13
489,550,6,76,432,0,1,35
490,2992,328,282,1833,0,446,103
491,485,259,75,124,0,18,9
492,806,166,308,228,0,19,85
493,667,3,209,428,0,6,21
494,954,90,377,420,0,28,39
495,528,7,96,300,26,50,49
496,977,22,230,606,0,23,96
497,2037,0,169,1682,37,49,100
498,1248,139,312,697,0,32,68
499,1525,367,270,835,0,10,43
500,233,0,14,180,0,2,37
501,194,45,2,113,0,0,34
502,825,303,73,433,0,2,14
503,1712,153,171,1292,0,71,25
504,9543,663,1703,3146,0,1805,2226
505,325,32,22,209,0,3,59
506,1999,36,288,1199,0,438,38
507,859,76,82,553,2,18,128
508,6440,0,4434,486,0,916,604
509,2048,183,982,481,0,103,299
510,217,0,47,117,5,30,18
511,4569,327,814,2321,15,248,844
512,377,1,110,162,2,35,67
513,305,5,52,220,6,6,16
514,1425,231,173,934,1,22,64
515,456,27,65,307,0,1,56
516,237,1,27,196,0,3,10
517,1088,120,28,750,0,42,148
518,3427,646,400,2190,0,73,118
519,7479,39,663,5100,0,1568,109
520,987,73,230,590,0,42,52
521,2900,309,445,1584,1,123,438
522,906,69,189,437,0,9,202
523,1257,642,128,410,0,9,68
524,223,9,96,41,0,32,45
525,623,25,65,466,0,49,18
526,746,38,94,536,11,16,51
527,1225,125,266,707,0,24,103
528,1509,110,440,790,17,19,133
529,818,250,132,319,2,47,68
530,7684,981,3591,1837,0,449,826
531,4556,2514,891,1076,0,38,37
532,922,118,105,674,0,8,17
533,7032,67,602,6322,0,8,33
534,1403,73,373,508,0,410,39
535,1291,196,348,712,0,22,13
536,717,149,48,435,0,27,58
537,3527,264,694,1163,0,1108,298
538,670,13,325,226,63,7,36
539,5606,676,1034,2400,0,572,924
540,3566,206,1309,1785,1,158,107
541,1697,180,179,1266,0,19,53
542,2978,3,800,1348,0,62,765
543,4784,99,461,3053,62,128,981
544,570,73,157,287,0,14,39
545,1356,39,391,871,0,18,37
546,24507,44,2312,9500,0,466,12185
547,7222,212,3106,895,0,522,2487
548,838,46,139,581,0,48,24
549,2954,153,1604,972,1,58,166
550,568,24,170,348,0,2,24
551,1265,81,140,542,0,314,188
552,342,0,25,121,0,0,196
553,228,26,20,152,0,12,18
554,518,60,113,305,0,0,40
555,829,62,129,551,0,63,24
556,556,0,12,544,0,0,0
557,10351,73,748,6318,0,167,3045
558,23256,174,12218,2712,14,311,7827
559,572,33,118,358,0,14,49
560,3239,5,2007,969,0,201,57
561,719,71,38,360,13,159,78
562,349,50,11,177,2,10,99
563,14821,1558,1834,2867,6,4999,3557
564,1744,862,45,759,0,15,63
565,1586,6,733,524,0,162,161
566,1131,100,85,428,0,123,395
567,1778,212,198,598,0,490,280
568,648,78,26,369,0,111,64
569,192,8,3,167,0,4,10
570,430,127,76,222,0,0,5
571,158,0,4,127,2,2,23
572,593,7,9,561,8,6,2
573,217,39,2,149,0,9,18
574,336,26,20,268,0,0,22
575,783,90,25,575,0,51,42
576,479,28,59,258,0,35,99
577,385,3,4,375,0,1,2
578,498,109,70,295,0,13,11
579,2121,679,61,629,0,304,448
580,619,57,31,245,0,125,161
581,412,126,18,248,0,1,19
582,1922,386,133,1188,0,174,41
583,3278,1228,260,1699,0,23,68
584,534,87,45,357,0,19,26
585,448,86,76,243,0,3,40
586,756,278,42,396,0,3,37
587,377,6,14,357,0,0,0
588,377,35,26,301,0,4,11
589,465,52,43,291,0,46,33
590,543,271,34,195,0,41,2
591,787,79,80,530,0,15,83
592,472,45,21,256,12,88,50
593,2898,108,139,207,0,1121,1323
594,460,19,79,254,0,12,96
595,3561,76,162,3323,0,0,0
596,690,138,30,496,0,15,11
597,1086,5,111,502,0,436,32
598,786,66,295,356,1,37,31
599,149,0,17,114,0,7,11
600,244,8,19,204,0,3,10
601,1398,84,673,543,0,44,54
602,4553,267,1135,308,0,929,1914
603,4698,424,879,818,12,1464,1101
604,6794,108,529,2224,0,2997,936
605,12456,1001,1724,1525,0,7198,1008
606,3428,29,1362,747,4,1187,99
607,5143,2518,379,1389,0,137,720
608,9718,353,1975,1123,0,4735,1532
609,1973,147,399,554,0,94,779
610,493,38,61,255,0,84,55
611,1137,91,115,793,0,80,58
612,1993,69,472,650,0,777,25
613,544,132,18,333,0,59,2
614,548,19,23,495,0,3,8
615,343,7,60,244,0,10,22
616,638,0,10,619,0,6,3
617,405,70,14,299,0,16,6
618,119,4,11,96,0,6,2
619,317,1,30,281,0,3,2
620,1089,103,105,684,0,57,140
621,653,240,22,362,0,21,8
622,355,7,2,339,0,1,6
623,239,4,10,197,0,8,20
624,91,0,15,76,0,0,0
625,815,113,136,548,0,1,17
626,352,11,34,306,0,0,1
627,789,170,87,438,0,4,90
628,709,15,101,473,74,19,27
629,336,4,44,234,0,10,44
630,823,130,97,560,0,12,24
631,771,2,7,744,0,3,15
632,1482,724,68,634,0,23,33
633,1574,18,94,1335,0,50,77
634,1459,308,70,484,2,40,555
635,475,14,54,317,0,22,68
636,716,203,72,394,0,7,40
637,379,2,129,101,5,21,121
638,324,31,17,254,0,1,21
639,458,164,10,219,0,0,65
640,255,10,7,203,0,3,32
641,351,18,4,316,0,0,13
642,148,0,31,78,3,0,36
643,303,5,6,275,0,2,15
644,768,205,26,492,0,37,8
645,918,8,134,757,0,3,16
646,238,0,6,232,0,0,0
647,157,4,51,80,9,0,13
648,293,11,49,216,0,6,11
649,685,192,12,434,0,3,44
650,772,69,67,609,0,14,13
651,936,71,25,786,0,30,24
652,732,54,230,363,0,14,71
653,1628,116,141,1313,2,29,27
654,451,4,88,336,0,0,23
655,1016,2,315,533,0,98,68
656,6969,105,1713,1032,3,3185,931
657,536,88,123,287,0,16,22
658,161,2,41,84,0,4,30
659,635,42,258,307,0,19,9
660,5562,323,1551,1423,0,1625,640
661,9411,530,697,5619,0,2509,56
662,210,0,18,159,0,0,33
663,225,7,11,175,0,4,28
664,386,25,46,242,0,5,68
665,780,112,219,423,0,4,22
666,317,10,109,169,0,13,16
667,462,70,62,307,0,11,12
668,322,8,21,214,0,28,51
669,643,49,18,488,0,45,43
670,710,23,26,597,0,15,49
671,719,152,242,279,0,9,37
672,401,19,135,200,0,32,15
673,472,52,49,343,0,10,18
674,900,142,135,563,0,3,57
675,907,141,286,430,0,8,42
676,3363,581,321,1141,0,1220,100
677,2899,1278,273,1257,0,30,61
678,219,5,21,165,0,9,19
679,1073,394,40,537,38,48,16
680,1431,840,140,373,0,5,73
681,1016,167,208,565,0,37,39
682,825,47,228,502,0,5,43
683,357,183,22,141,0,2,9
684,788,162,47,460,0,17,102
685,524,25,78,359,0,36,26
686,814,132,342,326,0,3,11
687,3036,2147,143,727,0,0,19
688,2008,134,52,1764,0,31,27
689,323,82,39,179,0,2,21
690,832,178,148,429,0,7,70
691,277,18,13,212,0,7,27
692,662,175,175,279,0,16,17
693,391,16,40,320,0,6,9
694,228,1,44,153,0,0,30
695,436,0,175,167,0,7,87
696,1397,16,157,378,41,670,135
697,2512,47,1830,156,254,149,76
698,1453,413,131,692,85,54,78
699,574,48,135,91,201,66,33
700,11146,977,1647,2001,55,5497,969
701,1404,148,208,500,1,178,369
702,2835,253,581,1397,8,109,487
703,390,24,107,169,10,18,62
704,402,5,41,149,33,86,88
705,1899,48,100,1360,87,118,186
706,7803,2496,355,1768,833,1696,655
707,4451,621,507,2053,61,574,635
708,943,60,73,573,0,1,236
709,1657,362,286,772,5,40,192
710,932,119,255,533,0,3,22
711,524,12,114,247,14,22,115
712,1306,63,127,547,132,174,263
713,979,58,260,207,62,134,258
714,218,170,4,32,5,0,7
715,23190,861,12323,1134,16,6036,2820
716,2260,41,553,292,0,431,943
717,1237,27,79,810,0,100,221
718,4234,351,699,593,0,872,1719
719,414,22,74,236,13,24,45
720,1564,48,433,323,1,634,125
721,3157,1234,390,1201,0,35,297
722,510,38,74,245,0,44,109
723,1438,72,322,868,0,65,111
724,2615,469,260,1774,1,37,74
725,485,37,96,170,0,90,92
726,705,175,117,211,0,14,188
727,317,0,22,285,0,0,10
728,8731,1930,1808,1262,0,2272,1459
729,5563,972,1008,2005,7,523,1048
730,8955,1583,3306,2258,11,923,874
731,178,19,78,66,0,7,8
732,5389,865,969,2059,0,841,655
733,4407,1168,550,2468,0,169,52
734,2469,145,598,683,1,236,806
735,550,6,44,339,1,61,99
736,13479,1565,4265,1353,0,218,6078
737,5278,433,1207,973,0,2005,660
738,618,0,20,580,0,5,13
739,7603,307,2677,2026,1,888,1704
740,656,17,51,515,0,10,63
741,872,194,125,491,0,26,36
742,23588,2084,10264,6708,7,1871,2654
743,4173,183,1439,892,110,697,852
744,1950,28,75,1449,0,65,333
745,233,30,41,106,0,13,43
746,1597,140,511,533,65,160,188
747,128,3,38,73,4,5,5
748,102,5,33,50,0,2,12
749,1284,43,160,387,0,690,4
750,11877,503,1478,727,2,8542,625
751,30745,4038,4496,2016,0,17092,3103
752,28451,773,3519,2745,0,19263,2151
753,235,5,60,154,0,9,7
754,1220,41,97,1032,8,35,7
755,1585,29,366,513,3,194,480
756,2134,158,595,510,0,294,577
757,192,6,3,172,0,0,11
758,894,138,20,655,0,2,79
759,364,26,58,183,0,60,37
760,378,26,38,289,0,4,21
761,2167,297,379,1414,0,20,57
762,243,11,43,117,0,8,64
763,3872,28,1529,2220,0,3,92
764,1875,633,93,1065,0,30,54
765,835,162,110,526,0,18,19
766,612,44,100,359,0,33,76
767,9982,1287,1296,2128,0,4998,273
768,7434,94,3422,486,16,3120,296
769,3143,12,1749,370,2,507,503
770,1323,233,203,715,0,110,62
771,1597,323,345,878,0,14,37
772,269,82,54,63,0,15,55
773,1451,172,166,457,0,300,356
774,2013,193,374,952,0,411,83
775,552,38,72,361,0,15,66
776,940,8,127,737,0,24,44
777,8195,931,2921,3405,0,86,852
778,7266,11,1454,5517,0,27,257
779,199,3,30,136,0,25,5
780,907,51,279,560,2,1,14
781,240,5,44,114,0,34,43
782,506,7,123,316,0,36,24
783,419,0,158,25,0,16,220
784,690,170,69,431,0,9,11
785,386,32,32,268,0,43,11
786,153,28,18,103,0,2,2
787,679,147,70,421,0,21,20
788,453,8,63,334,0,43,5
789,249,9,28,187,0,15,10
790,391,2,28,322,0,28,11
791,1067,164,193,621,0,81,8
792,120,0,11,101,0,1,7
793,472,59,84,294,0,18,17
794,184,26,68,71,0,19,0
795,2134,17,592,442,2,918,163
796,6726,1319,510,2002,18,2620,257
797,12238,290,5477,745,0,4473,1253
798,975,23,81,461,0,331,79
799,197,0,53,113,0,22,9
800,1696,87,51,1248,0,27,283
801,1951,315,503,724,0,324,85
802,420,5,212,174,0,16,13
803,602,9,26,554,4,9,0
804,439,39,54,310,0,12,24
805,436,71,59,241,0,7,58
806,9676,633,989,1133,21,5837,1063
807,265,73,23,121,0,37,11
808,137,0,2,130,0,0,5
809,2935,9,257,382,0,1589,698
