1	870258	9160	9438	9940
2	615717	8332	8182	8474
3	474714	7601	7347	7699
4	379107	6942	6694	7180
5	308648	6345	6147	6793
6	254367	5801	5673	6484
7	211404	5305	5254	6229
8	176783	4853	4879	6011
9	148528	4440	4538	5821
10	125253	4062	4228	5652
11	105943	3717	3944	5501
12	89833	3402	3683	5363
13	76331	3114	3442	5237
14	64973	2850	3220	5121
15	55390	2609	3013	5012
16	47283	2388	2821	4911
17	40410	2186	2643	4817
18	34572	2001	2477	4727
19	29605	1832	2323	4643
20	25372	1677	2178	4563
21	21761	1535	2044	4486
22	18676	1406	1918	4414
23	16039	1287	1800	4344
24	13781	1178	1690	4277
25	11848	1079	1588	4213
26	10191	988	1491	4151
27	8769	904	1401	4092
28	7549	828	1316	4035
29	6501	758	1237	3979
30	5601	694	1163	3925
31	4827	636	1093	3874
32	4161	582	1028	3823
33	3588	533	966	3774
34	3095	488	909	3727
35	2670	447	854	3680
36	2304	409	804	3636
37	1989	375	756	3592
38	1717	343	711	3549
39	1483	314	669	3507
40	1281	288	630	3467
41	1106	264	592	3427
42	956	241	557	3388
43	826	221	525	3350
44	714	202	494	3313
45	617	185	465	3277
46	534	170	437	3241
47	461	155	412	3206
48	399	142	388	3172
49	345	130	365	3138
50	298	119	344	3105
51	258	109	324	3073
52	223	100	305	3041
53	193	92	287	3010
54	167	84	270	2980
55	145	77	254	2950
56	125	70	240	2920
57	109	64	226	2891
58	94	59	212	2863
59	81	54	200	2835
60	70	50	188	2807
61	61	45	178	2780
62	53	42	167	2753
63	46	38	158	2727
64	40	35	148	2701
65	34	32	140	2675
66	30	29	132	2650
67	26	27	124	2626
68	22	25	117	2601
69	19	22	110	2577
70	17	21	104	2553
71	15	19	98	2530
72	13	17	92	2507
73	11	16	87	2484
74	9	14	82	2462
75	8	13	77	2440
76	7	12	73	2418
77	6	11	68	2396
78	5	10	64	2375
79	5	9	61	2354
80	4	9	57	2333
81	3	8	54	2313
82	3	7	51	2292
83	3	7	48	2273
84	2	6	45	2253
85	2	6	43	2233
86	2	5	40	2214
87	1	5	38	2195
88	1	4	36	2176
89	1	4	34	2158
90	1	4	32	2139
91	1	3	30	2121
92	1	3	28	2103
93	1	3	27	2086
94	1	2	25	2068
95	0	2	24	2051
96	0	2	22	2034
97	0	2	21	2017
98	0	2	20	2000
99	0	2	19	1984
100	0	1	18	1967
101	0	1	17	1951
102	0	1	16	1935
103	0	1	15	1919
104	0	1	14	1903
105	0	1	13	1888
106	0	1	12	1873
107	0	1	12	1857
108	0	1	11	1842
109	0	1	10	1828
110	0	1	10	1813
111	0	1	9	1798
112	0	1	9	1784
113	0	0	8	1770
114	0	0	8	1755
115	0	0	7	1741
116	0	0	7	1728
117	0	0	6	1714
118	0	0	6	1700
119	0	0	6	1687
120	0	0	5	1674
121	0	0	5	1660
122	0	0	5	1647
123	0	0	5	1635
124	0	0	4	1622
125	0	0	4	1609
126	0	0	4	1597
127	0	0	4	1584
128	0	0	3	1572
129	0	0	3	1560
130	0	0	3	1548
131	0	0	3	1536
132	0	0	3	1524
133	0	0	3	1512
134	0	0	2	1500
135	0	0	2	1489
136	0	0	2	1477
137	0	0	2	1466
138	0	0	2	1455
139	0	0	2	1444
140	0	0	2	1433
141	0	0	2	1422
142	0	0	1	1411
143	0	0	1	1400
144	0	0	1	1390
145	0	0	1	1379
146	0	0	1	1369
147	0	0	1	1359
148	0	0	1	1348
149	0	0	1	1338
150	0	0	1	1328
151	0	0	1	1318
152	0	0	1	1308
153	0	0	1	1298
154	0	0	1	1289
155	0	0	1	1279
156	0	0	1	1270
157	0	0	1	1260
158	0	0	1	1251
159	0	0	1	1241
160	0	0	1	1232
161	0	0	0	1223
162	0	0	0	1214
163	0	0	0	1205
164	0	0	0	1196
165	0	0	0	1187
166	0	0	0	1179
167	0	0	0	1170
168	0	0	0	1161
169	0	0	0	1153
170	0	0	0	1144
171	0	0	0	1136
172	0	0	0	1128
173	0	0	0	1119
174	0	0	0	1111
175	0	0	0	1103
176	0	0	0	1095
177	0	0	0	1087
178	0	0	0	1079
179	0	0	0	1071
180	0	0	0	1063
181	0	0	0	1056
182	0	0	0	1048
183	0	0	0	1040
184	0	0	0	1033
185	0	0	0	1025
186	0	0	0	1018
187	0	0	0	1011
188	0	0	0	1003
189	0	0	0	996
190	0	0	0	989
191	0	0	0	982
192	0	0	0	975
193	0	0	0	968
194	0	0	0	961
195	0	0	0	954
196	0	0	0	947
197	0	0	0	940
198	0	0	0	934
199	0	0	0	927
200	0	0	0	920
