CDSCode,StatusType,District,School,Street,StreetAbr,City,Zip,State,County,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Latitude,Longitude
38684786041123,Active,San Francisco Unified,Guadalupe Elementary,859 Prague Street,859 Prague St.,San Francisco,94112-4516,CA,San Francisco,859 Prague Street,859 Prague St.,San Francisco,94112-4516,CA,37.710438,-122.43441
38684786041131,Active,San Francisco Unified,Yick Wo Elementary,2245 Jones Street,2245 Jones St.,San Francisco,94133-2207,CA,San Francisco,2245 Jones Street,2245 Jones St.,San Francisco,94133-2207,CA,37.801906,-122.41630
38684786041149,Active,San Francisco Unified,Chavez (Cesar) Elementary,825 Shotwell Street,825 Shotwell St.,San Francisco,94110-3212,CA,San Francisco,825 Shotwell Street,825 Shotwell St.,San Francisco,94110-3212,CA,37.754880,-122.41541
38684786041156,Active,San Francisco Unified,Hillcrest Elementary,810 Silver Avenue,810 Silver Ave.,San Francisco,94134-1012,CA,San Francisco,810 Silver Avenue,810 Silver Ave.,San Francisco,94134-1012,CA,37.729026,-122.41924
38684786041164,Closed,San Francisco Unified,Hunters Point I Elem.(Defunct),,,,,,San Francisco,,,,,,,
38684786041180,Closed,San Francisco Unified,Hunters Point Ii Elem.,95 Kiska Road,95 Kiska Rd.,San Francisco,94124,CA,San Francisco,95 Kiska Road,95 Kiska Rd.,San Francisco,94124,CA,,
38684786041198,Closed,San Francisco Unified,Irving M. Scott Elementary,465 Missouri Street,465 Missouri St.,San Francisco,94107,CA,San Francisco,465 Missouri Street,465 Missouri St.,San Francisco,94107,CA,,
38684786041206,Active,San Francisco Unified,Parker (Jean) Elementary,840 Broadway Street,840 Broadway St.,San Francisco,94133-4219,CA,San Francisco,840 Broadway Street,840 Broadway St.,San Francisco,94133-4219,CA,37.797323,-122.41110
38684786041222,Closed,San Francisco Unified,Jedediah Smith Elementary,110 Southridge Road,110 Southridge Rd.,San Francisco,94124,CA,San Francisco,110 Southridge Road,110 Southridge Rd.,San Francisco,94124,CA,,
38684786041230,Active,San Francisco Unified,Jefferson Elementary,1725 Irving Street,1725 Irving St.,San Francisco,94122-1893,CA,San Francisco,1725 Irving Street,1725 Irving St.,San Francisco,94122-1893,CA,37.763555,-122.47635
38684786041248,Closed,San Francisco Unified,John McLaren Elementary,2055 Sunnydale Avenue,2055 Sunnydale Ave.,San Francisco,94134,CA,San Francisco,2055 Sunnydale Avenue,2055 Sunnydale Ave.,San Francisco,94134,CA,,
38684786041255,Active,San Francisco Unified,Muir (John) Elementary,380 Webster Street,380 Webster St.,San Francisco,94117-3512,CA,San Francisco,380 Webster Street,380 Webster St.,San Francisco,94117-3512,CA,37.773688,-122.42909
38684786041263,Closed,San Francisco Unified,John Swett Elementary,727 Golden Gate Avenue,727 Golden Gate Ave.,San Francisco,94102-3101,CA,San Francisco,727 Golden Gate Avenue,727 Golden Gate Ave.,San Francisco,94102-3101,CA,,
38684786041271,Active,San Francisco Unified,Ortega (Jose) Elementary,400 Sargent Street,400 Sargent St.,San Francisco,94132-3152,CA,San Francisco,400 Sargent Street,400 Sargent St.,San Francisco,94132-3152,CA,37.716168,-122.46625
38684786041289,Active,San Francisco Unified,Serra (Junipero) Elementary,625 Holly Park Circle,625 Holly Park Cir.,San Francisco,94110-5815,CA,San Francisco,625 Holly Park Circle,625 Holly Park Cir.,San Francisco,94110-5815,CA,37.736733,-122.42113
38684786041297,Closed,San Francisco Unified,Kate Kennedy Elementary,1670 Noe Street,1670 Noe St.,San Francisco,94131,CA,San Francisco,1670 Noe Street,1670 Noe St.,San Francisco,94131,CA,,
38684786041305,Active,San Francisco Unified,Lafayette Elementary,4545 Anza Street,4545 Anza St.,San Francisco,94121-2621,CA,San Francisco,4545 Anza Street,4545 Anza St.,San Francisco,94121-2621,CA,37.777608,-122.49688
38684786041313,Closed,San Francisco Unified,Laguna Honda Elementary,1350 Seventh Avenue,1350 Seventh Ave.,San Francisco,94122,CA,San Francisco,1350 Seventh Avenue,1350 Seventh Ave.,San Francisco,94122,CA,,
38684786041321,Active,San Francisco Unified,Lakeshore Alternative Elementary,220 Middlefield Drive,220 Middlefield Dr.,San Francisco,94132-1418,CA,San Francisco,220 Middlefield Drive,220 Middlefield Dr.,San Francisco,94132-1418,CA,37.730603,-122.48615
38684786041339,Active,San Francisco Unified,Lawton Alternative Elementary,1570 31st Avenue,1570 31st Ave.,San Francisco,94122-3104,CA,San Francisco,1570 31st Avenue,1570 31st Ave.,San Francisco,94122-3104,CA,37.757952,-122.48958
38684786041347,Active,San Francisco Unified,Flynn (Leonard R.) Elementary,3125 Cesar Chavez Street,3125 Cesar Chavez St.,San Francisco,94110-4722,CA,San Francisco,3125 Cesar Chavez Street,3125 Cesar Chavez St.,San Francisco,94110-4722,CA,37.748190,-122.41203
38684786041354,Closed,San Francisco Unified,Lincoln Elem.,824 Harrison Street,824 Harrison St.,San Francisco,94107,CA,San Francisco,824 Harrison Street,824 Harrison St.,San Francisco,94107,CA,,
38684786041362,Active,San Francisco Unified,Longfellow Elementary,755 Morse Street,755 Morse St.,San Francisco,94112-4223,CA,San Francisco,755 Morse Street,755 Morse St.,San Francisco,94112-4223,CA,37.710460,-122.44769
38684786041370,Closed,San Francisco Unified,Louise M. Lombard Special Education,700 Font Boulevard,700 Font Blvd.,San Francisco,94132-1715,CA,San Francisco,700 Font Boulevard,700 Font Blvd.,San Francisco,94132-1715,CA,,
38684786041388,Closed,San Francisco Unified,Madison Elementary,3950 Sacramento Street,3950 Sacramento St.,San Francisco,94118,CA,San Francisco,3950 Sacramento Street,3950 Sacramento St.,San Francisco,94118,CA,,
38684786041396,Closed,San Francisco Unified,Mark Twain Elementary,135 Van Ness Avenue,135 Van Ness Ave.,San Francisco,94102,CA,San Francisco,135 Van Ness Avenue,135 Van Ness Ave.,San Francisco,94102,CA,,
38684786041404,Closed,San Francisco Unified,Marshall Annex Elem.,1950 Mission Street,1950 Mission St.,San Francisco,94103,CA,San Francisco,1950 Mission Street,1950 Mission St.,San Francisco,94103,CA,,
38684786041412,Active,San Francisco Unified,Marshall Elementary,1575 15th Street,1575 15th St.,San Francisco,94103-3639,CA,San Francisco,1575 15th Street,1575 15th St.,San Francisco,94103-3639,CA,37.766679,-122.41909
38684786041420,Active,San Francisco Unified,McKinley Elementary,1025 14th Street,1025 14th St.,San Francisco,94114-1221,CA,San Francisco,1025 14th Street,1025 14th St.,San Francisco,94114-1221,CA,37.767229,-122.43659
38684786041438,Active,San Francisco Unified,Miraloma Elementary,175 Omar Way,175 Omar Way,San Francisco,94127-1701,CA,San Francisco,175 Omar Way,175 Omar Way,San Francisco,94127-1701,CA,37.739309,-122.45021
38684786041446,Active,San Francisco Unified,Monroe Elementary,260 Madrid Street,260 Madrid St.,San Francisco,94112-2055,CA,San Francisco,260 Madrid Street,260 Madrid St.,San Francisco,94112-2055,CA,37.725224,-122.43012
38684786041453,Closed,San Francisco Unified,Noriega Home,1775 44th Avenue,1775 44th Ave.,San Francisco,94122,CA,San Francisco,1775 44th Avenue,1775 44th Ave.,San Francisco,94122,CA,,
38684786041461,Closed,San Francisco Unified,Parkside Elementary,2051 34th Avenue,2051 34th Ave.,San Francisco,94116,CA,San Francisco,2051 34th Avenue,2051 34th Ave.,San Francisco,94116,CA,,
38684786041479,Closed,San Francisco Unified,Patrick Henry Elementary,693 Vermont Street,693 Vermont St.,San Francisco,94107,CA,San Francisco,693 Vermont Street,693 Vermont St.,San Francisco,94107,CA,,
38684786041487,Active,San Francisco Unified,Revere (Paul) Elementary,555 Tompkins Avenue,555 Tompkins Ave.,San Francisco,94110-6144,CA,San Francisco,555 Tompkins Avenue,555 Tompkins Ave.,San Francisco,94110-6144,CA,37.737142,-122.41317
38684786041495,Closed,San Francisco Unified,Phoebe Apperson Hearst Home,3045 Santiago Street,3045 Santiago St.,San Francisco,94116,CA,San Francisco,3045 Santiago Street,3045 Santiago St.,San Francisco,94116,CA,,
38684786041503,Active,San Francisco Unified,Parks (Rosa) Elementary,1501 O'Farrell Street,1501 O'Farrell St.,San Francisco,94115-3762,CA,San Francisco,1501 O'Farrell Street,1501 O'Farrell St.,San Francisco,94115-3762,CA,37.783681,-122.42945
38684786041511,Active,San Francisco Unified,Redding Elementary,1421 Pine Street,1421 Pine St.,San Francisco,94109-4719,CA,San Francisco,1421 Pine Street,1421 Pine St.,San Francisco,94109-4719,CA,37.789726,-122.41921
38684786041529,Active,San Francisco Unified,Stevenson (Robert Louis) Elementary,2051 34th Avenue,2051 34th Ave.,San Francisco,94116-1109,CA,San Francisco,2051 34th Avenue,2051 34th Ave.,San Francisco,94116-1109,CA,37.748857,-122.49230
38684786041537,Closed,San Francisco Unified,San Miguel Elementary,300 Seneca Avenue,300 Seneca Ave.,San Francisco,94112,CA,San Francisco,300 Seneca Avenue,300 Seneca Ave.,San Francisco,94112,CA,,
38684786041545,Active,San Francisco Unified,Sanchez Elementary,325 Sanchez Street,325 Sanchez St.,San Francisco,94114-1615,CA,San Francisco,325 Sanchez Street,325 Sanchez St.,San Francisco,94114-1615,CA,37.763967,-122.43076
38684786041552,Closed,San Francisco Unified,Sarah B. Cooper Elementary,940 Filbert Street,940 Filbert St.,San Francisco,94133,CA,San Francisco,940 Filbert Street,940 Filbert St.,San Francisco,94133,CA,,
38684786041560,Active,San Francisco Unified,Sheridan Elementary,431 Capitol Avenue,431 Capitol Ave.,San Francisco,94112-2934,CA,San Francisco,431 Capitol Avenue,431 Capitol Ave.,San Francisco,94112-2934,CA,37.714331,-122.45913
38684786041578,Active,San Francisco Unified,Sherman Elementary,1651 Union Street,1651 Union St.,San Francisco,94123-4506,CA,San Francisco,1651 Union Street,1651 Union St.,San Francisco,94123-4506,CA,37.798273,-122.42620
38684786041586,Active,San Francisco Unified,Malcolm X Academy,350 Harbor Road,350 Harbor Rd.,San Francisco,94124-2474,CA,San Francisco,350 Harbor Road,350 Harbor Rd.,San Francisco,94124-2474,CA,37.733734,-122.38061
38684786041594,Active,San Francisco Unified,Spring Valley Elementary,1451 Jackson Street,1451 Jackson St.,San Francisco,94109-3115,CA,San Francisco,1451 Jackson Street,1451 Jackson St.,San Francisco,94109-3115,CA,37.794403,-122.41899
38684786041602,Active,San Francisco Unified,King (Thomas Starr) Elementary,1215 Carolina Street,1215 Carolina St.,San Francisco,94107-3322,CA,San Francisco,1215 Carolina Street,1215 Carolina St.,San Francisco,94107-3322,CA,37.752765,-122.39935
38684786041610,Active,San Francisco Unified,Sunnyside Elementary,250 Foerster Street,250 Foerster St.,San Francisco,94112-1341,CA,San Francisco,250 Foerster Street,250 Foerster St.,San Francisco,94112-1341,CA,37.730307,-122.44879
38684786041628,Closed,San Francisco Unified,Sunshine Necessary Small High,2730 Bryant Street,2730 Bryant St.,San Francisco,94110,CA,San Francisco,2730 Bryant Street,2730 Bryant St.,San Francisco,94110,CA,,
38684786041644,Active,San Francisco Unified,Sutro Elementary,235 12th Avenue,235 12th Ave.,San Francisco,94118-2103,CA,San Francisco,235 12th Avenue,235 12th Ave.,San Francisco,94118-2103,CA,37.783932,-122.47102
38684786041651,Closed,San Francisco Unified,Sutro Elementary Annex,251 18th Avenue,251 18th Ave.,San Francisco,94121,CA,San Francisco,251 18th Avenue,251 18th Ave.,San Francisco,94121,CA,,
38684786041669,Closed,San Francisco Unified,Treasure Island Elementary,13th and E Streets,13th and E Sts.,Treasure Island,94130,CA,San Francisco,US Naval Station,US Naval Station,Treasure Island,94130,CA,,
38684786041677,Closed,San Francisco Unified,Twin Peaks Elementary,445 Burnett Street,445 Burnett St.,San Francisco,94131,CA,San Francisco,445 Burnett Street,445 Burnett St.,San Francisco,94131,CA,,
38684786041685,Active,San Francisco Unified,Ulloa Elementary,2650 42nd Avenue,2650 42nd Ave.,San Francisco,94116-2714,CA,San Francisco,2650 42nd Avenue,2650 42nd Ave.,San Francisco,94116-2714,CA,37.737302,-122.49995
38684786041701,Active,San Francisco Unified,Visitacion Valley Elementary,55 Schwerin Street,55 Schwerin St.,San Francisco,94134-2742,CA,San Francisco,55 Schwerin Street,55 Schwerin St.,San Francisco,94134-2742,CA,37.712680,-122.41036
38684786041719,Closed,San Francisco Unified,Washington Irving Elementary,350 Broadway Street,350 Broadway St.,San Francisco,94133,CA,San Francisco,350 Broadway Street,350 Broadway St.,San Francisco,94133,CA,,
38684786041727,Active,San Francisco Unified,West Portal Elementary,5 Lenox Way,5 Lenox Way,San Francisco,94127-1111,CA,San Francisco,5 Lenox Way,5 Lenox Way,San Francisco,94127-1111,CA,37.743572,-122.46468
38684786041735,Closed,San Francisco Unified,Winfield Scott Elementary,3630 Divisadero,3630 Divisadero,San Francisco,94123,CA,San Francisco,3630 Divisadero,3630 Divisadero,San Francisco,94123,CA,,
38684786041743,Closed,San Francisco Unified,Yerba Buena Elementary,2110 Greenwich Street,2110 Greenwich St.,San Francisco,94123,CA,San Francisco,2110 Greenwich Street,2110 Greenwich St.,San Francisco,94123,CA,,
38684786059828,Active,San Francisco Unified,Giannini (A.P.) Middle,3151 Ortega Street,3151 Ortega St.,San Francisco,94122-4051,CA,San Francisco,3151 Ortega Street,3151 Ortega St.,San Francisco,94122-4051,CA,37.751425,-122.49702
38684786059836,Closed,San Francisco Unified,Benjamin Franklin Middle,1430 Scott Street,1430 Scott St.,San Francisco,94115-3510,CA,San Francisco,1430 Scott Street,1430 Scott St.,San Francisco,94115-3510,CA,,
38684786059844,Active,San Francisco Unified,Francisco Middle,2190 Powell Street,2190 Powell St.,San Francisco,94133-1949,CA,San Francisco,2190 Powell Street,2190 Powell St.,San Francisco,94133-1949,CA,37.804816,-122.41168
38684786059851,Active,San Francisco Unified,Hoover (Herbert) Middle,2290 14th Avenue,2290 14th Ave.,San Francisco,94116-1841,CA,San Francisco,2290 14th Avenue,2290 14th Ave.,San Francisco,94116-1841,CA,37.745350,-122.47031
38684786059869,Active,San Francisco Unified,Denman (James) Middle,241 Oneida Avenue,241 Oneida Ave.,San Francisco,94112-3228,CA,San Francisco,241 Oneida Avenue,241 Oneida Ave.,San Francisco,94112-3228,CA,37.721993,-122.44331
38684786059877,Closed,San Francisco Unified,Luther Burbank Middle,325 La Grande Avenue,325 La Grande Ave.,San Francisco,94112-2866,CA,San Francisco,325 La Grande Avenue,325 La Grande Ave.,San Francisco,94112-2866,CA,,
38684786059885,Active,San Francisco Unified,King Jr. (Martin Luther) Academic Middle,350 Girard Street,350 Girard St.,San Francisco,94134-1469,CA,San Francisco,350 Girard Street,350 Girard St.,San Francisco,94134-1469,CA,37.727948,-122.40491
38684786059893,Closed,San Francisco Unified,Portola Junior High,350 Girard Street,350 Girard St.,San Francisco,94134,CA,San Francisco,350 Girard Street,350 Girard St.,San Francisco,94134,CA,,
38684786059901,Active,San Francisco Unified,Roosevelt Middle,460 Arguello Boulevard,460 Arguello Blvd.,San Francisco,94118-2505,CA,San Francisco,460 Arguello Boulevard,460 Arguello Blvd.,San Francisco,94118-2505,CA,37.782249,-122.45895
38684786059919,Active,San Francisco Unified,Visitacion Valley Middle,450 Raymond Avenue,450 Raymond Ave.,San Francisco,94134-2354,CA,San Francisco,450 Raymond Avenue,450 Raymond Ave.,San Francisco,94134-2354,CA,37.714773,-122.41249
38684786062020,Active,San Francisco Unified,Aptos Middle,105 Aptos Avenue,105 Aptos Ave.,San Francisco,94127-2520,CA,San Francisco,105 Aptos Avenue,105 Aptos Ave.,San Francisco,94127-2520,CA,37.730234,-122.46623
38684786062038,Active,San Francisco Unified,Everett Middle,450 Church Street,450 Church St.,San Francisco,94114-1721,CA,San Francisco,450 Church Street,450 Church St.,San Francisco,94114-1721,CA,37.763667,-122.42858
38684786062046,Active,San Francisco Unified,Buena Vista/ Horace Mann K-8,3351 23rd Street,3351 23rd St.,San Francisco,94110-3031,CA,San Francisco,3351 23rd Street,3351 23rd St.,San Francisco,94110-3031,CA,37.753715,-122.41974
38684786062053,Active,San Francisco Unified,Lick (James) Middle,1220 Noe Street,1220 Noe St.,San Francisco,94114-3714,CA,San Francisco,1220 Noe Street,1220 Noe St.,San Francisco,94114-3714,CA,37.749543,-122.43175
38684786062061,Active,San Francisco Unified,Marina Middle,3500 Fillmore Street,3500 Fillmore St.,San Francisco,94123-2103,CA,San Francisco,3500 Fillmore Street,3500 Fillmore St.,San Francisco,94123-2103,CA,37.801671,-122.43636
38684786062079,Active,San Francisco Unified,Presidio Middle,450 30th Avenue,450 30th Ave.,San Francisco,94121-1766,CA,San Francisco,450 30th Avenue,450 30th Ave.,San Francisco,94121-1766,CA,37.780831,-122.49010
38684786068258,Closed,San Francisco Unified,Hunters Point Naval Base Elem,Bldg 512,Bldg 512,San Francisco,94135,CA,San Francisco,5 Bay Shipyard,5 Bay Shipyard,San Francisco,94135,CA,,
38684786068829,Closed,San Francisco Unified,Navy School,Code 1050--Hunters Naval,Code 1050--Hunters Naval,San Francisco,94135,CA,San Francisco,Yard,Yard,San Francisco,94135,CA,,
38684786069942,Closed,San Francisco Unified,Visitacion Valley Annex,500 Raymond Avenue,500 Raymond Ave.,San Francisco,94134,CA,San Francisco,500 Raymond Avenue,500 Raymond Ave.,San Francisco,94134,CA,,
38684786069959,Closed,San Francisco Unified,Sir Francis Drake Annex,3749 Ulloa Street,3749 Ulloa St.,San Francisco,94116,CA,San Francisco,3749 Ulloa Street,3749 Ulloa St.,San Francisco,94116,CA,,
38684786069967,Closed,San Francisco Unified,Jedediah Smith Annex,50 Southridge Road,50 Southridge Rd.,San Francisco,94124,CA,San Francisco,50 Southridge Road,50 Southridge Rd.,San Francisco,94124,CA,,
38684786072011,Closed,San Francisco Unified,Junipero Serra Annex,155 Appleton Avenue,155 Appleton Ave.,San Francisco,94110,CA,San Francisco,155 Appleton Avenue,155 Appleton Ave.,San Francisco,94110,CA,,
38684786072029,Closed,San Francisco Unified,Pacific Heights Elementary,3630 Divisadero,3630 Divisadero,San Francisco,94123,CA,San Francisco,3630 Divisadero,3630 Divisadero,San Francisco,94123,CA,,
38684786072037,Closed,San Francisco Unified,Paul Revere Annex,610 Tompkins Avenue,610 Tompkins Ave.,San Francisco,94110,CA,San Francisco,610 Tompkins Avenue,610 Tompkins Ave.,San Francisco,94110,CA,,
