"County_Name","avg3p"
"Alameda",3.40580716865796
"Contra Costa",3.34584116541353
"Marin",3.29522965588539
"Napa",3.45344467640919
"San Francisco",3.50369066370178
"San Mateo",3.45600747042955
"Santa Clara",3.46108442722716
"Solano",3.39887054201706
"Sonoma",3.37802720336172
