"County_Name","avg3p"
"Alameda",3.41981100006799
"Contra Costa",3.34120419351736
"Marin",3.30607548327708
"Napa",3.40151817818618
"San Francisco",3.50347024006249
"San Mateo",3.48038824624385
"Santa Clara",3.48146282230145
"Solano",3.36546635182999
"Sonoma",3.39884171993662
