,zone_id,industry,value
0,1,agrempn,0
1,1,fpsempn,391
2,1,herempn,321
3,1,mwtempn,125
4,1,othempn,135
5,1,retempn,69
6,2,agrempn,0
7,2,fpsempn,675
8,2,herempn,555
9,2,mwtempn,217
10,2,othempn,234
11,2,retempn,120
12,3,agrempn,0
13,3,fpsempn,46
14,3,herempn,38
15,3,mwtempn,15
16,3,othempn,16
17,3,retempn,8
18,4,agrempn,0
19,4,fpsempn,788
20,4,herempn,648
21,4,mwtempn,253
22,4,othempn,273
23,4,retempn,140
24,5,agrempn,0
25,5,fpsempn,441
26,5,herempn,362
27,5,mwtempn,142
28,5,othempn,153
29,5,retempn,78
30,6,agrempn,0
31,6,fpsempn,115
32,6,herempn,94
33,6,mwtempn,37
34,6,othempn,40
35,6,retempn,20
36,7,agrempn,0
37,7,fpsempn,140
38,7,herempn,114
39,7,mwtempn,45
40,7,othempn,49
41,7,retempn,25
42,8,agrempn,0
43,8,fpsempn,86
44,8,herempn,71
45,8,mwtempn,28
46,8,othempn,30
47,8,retempn,14
48,9,agrempn,0
49,9,fpsempn,151
50,9,herempn,124
51,9,mwtempn,48
52,9,othempn,52
53,9,retempn,27
54,10,agrempn,0
55,10,fpsempn,380
56,10,herempn,312
57,10,mwtempn,122
58,10,othempn,132
59,10,retempn,67
60,11,agrempn,0
61,11,fpsempn,223
62,11,herempn,183
63,11,mwtempn,72
64,11,othempn,77
65,11,retempn,40
66,12,agrempn,0
67,12,fpsempn,339
68,12,herempn,278
69,12,mwtempn,109
70,12,othempn,117
71,12,retempn,60
72,13,agrempn,0
73,13,fpsempn,277
74,13,herempn,227
75,13,mwtempn,89
76,13,othempn,96
77,13,retempn,49
78,14,agrempn,0
79,14,fpsempn,364
80,14,herempn,299
81,14,mwtempn,117
82,14,othempn,126
83,14,retempn,65
84,15,agrempn,0
85,15,fpsempn,224
86,15,herempn,184
87,15,mwtempn,72
88,15,othempn,78
89,15,retempn,40
90,16,agrempn,0
91,16,fpsempn,362
92,16,herempn,297
93,16,mwtempn,116
94,16,othempn,125
95,16,retempn,64
96,17,agrempn,0
97,17,fpsempn,170
98,17,herempn,140
99,17,mwtempn,55
100,17,othempn,59
101,17,retempn,30
102,18,agrempn,0
103,18,fpsempn,213
104,18,herempn,175
105,18,mwtempn,68
106,18,othempn,74
107,18,retempn,38
108,19,agrempn,0
109,19,fpsempn,191
110,19,herempn,157
111,19,mwtempn,62
112,19,othempn,66
113,19,retempn,34
114,20,agrempn,0
115,20,fpsempn,355
116,20,herempn,291
117,20,mwtempn,114
118,20,othempn,123
119,20,retempn,63
120,21,agrempn,0
121,21,fpsempn,250
122,21,herempn,206
123,21,mwtempn,80
124,21,othempn,87
125,21,retempn,44
126,22,agrempn,0
127,22,fpsempn,365
128,22,herempn,300
129,22,mwtempn,117
130,22,othempn,126
131,22,retempn,65
132,23,agrempn,0
133,23,fpsempn,207
134,23,herempn,170
135,23,mwtempn,67
136,23,othempn,72
137,23,retempn,37
138,24,agrempn,0
139,24,fpsempn,387
140,24,herempn,318
141,24,mwtempn,125
142,24,othempn,134
143,24,retempn,68
144,25,agrempn,0
145,25,fpsempn,66
146,25,herempn,54
147,25,mwtempn,21
148,25,othempn,23
149,25,retempn,12
150,26,agrempn,0
151,26,fpsempn,62
152,26,herempn,51
153,26,mwtempn,20
154,26,othempn,21
155,26,retempn,11
