"TAZ1454","hispanic","white_nonh","black_nonh","asian_nonh","other_nonh","TOTPOP","COUNTY","County_Name"
115,736,1008,144,408,73,2369,1,"San Francisco"
116,1110,2126,695,688,331,4950,1,"San Francisco"
117,1732,1500,120,764,314,4430,1,"San Francisco"
118,1295,1248,42,314,1487,4386,1,"San Francisco"
119,755,763,60,382,136,2096,1,"San Francisco"
120,875,1285,92,345,253,2850,1,"San Francisco"
121,820,1682,162,486,258,3408,1,"San Francisco"
122,1458,2837,44,702,416,5457,1,"San Francisco"
123,1633,1645,57,625,342,4302,1,"San Francisco"
124,1153,1795,95,152,624,3819,1,"San Francisco"
125,1345,1018,286,459,186,3294,1,"San Francisco"
126,1325,1024,435,1304,215,4303,1,"San Francisco"
127,619,2461,62,575,404,4121,1,"San Francisco"
128,1025,3144,69,1116,448,5802,1,"San Francisco"
129,585,2254,194,962,419,4414,1,"San Francisco"
130,384,2334,508,634,742,4602,1,"San Francisco"
131,688,3489,115,2322,181,6795,1,"San Francisco"
132,470,1350,206,1680,434,4140,1,"San Francisco"
133,1064,2377,282,2168,395,6286,1,"San Francisco"
134,2109,2110,246,3296,577,8338,1,"San Francisco"
135,2179,730,38,3238,231,6416,1,"San Francisco"
136,1160,1038,99,1254,132,3683,1,"San Francisco"
137,1324,764,32,2713,135,4968,1,"San Francisco"
138,1885,1040,77,6255,227,9484,1,"San Francisco"
139,1196,512,404,3387,220,5719,1,"San Francisco"
140,645,344,770,2213,185,4157,1,"San Francisco"
141,174,300,553,673,1363,3063,1,"San Francisco"
142,10,45,25,213,22,315,1,"San Francisco"
143,76,97,236,530,4,943,1,"San Francisco"
144,1303,186,1821,356,566,4232,1,"San Francisco"
145,987,0,1862,296,648,3793,1,"San Francisco"
146,226,119,255,421,151,1172,1,"San Francisco"
147,1260,403,1247,1261,51,4222,1,"San Francisco"
148,1356,321,1034,1147,181,4039,1,"San Francisco"
149,688,552,759,2715,176,4890,1,"San Francisco"
150,893,263,466,2256,72,3950,1,"San Francisco"
151,123,214,198,1501,93,2129,1,"San Francisco"
152,980,936,179,1781,177,4053,1,"San Francisco"
153,675,823,362,2394,293,4547,1,"San Francisco"
154,642,159,130,89,2561,3581,1,"San Francisco"
155,597,240,237,2606,162,3842,1,"San Francisco"
156,679,69,249,1373,137,2507,1,"San Francisco"
157,743,153,534,1067,259,2756,1,"San Francisco"
158,270,94,133,331,189,1017,1,"San Francisco"
159,1851,619,192,2208,134,5004,1,"San Francisco"
160,1828,730,2,2228,132,4920,1,"San Francisco"
161,1236,746,54,1594,209,3839,1,"San Francisco"
162,1629,647,58,2790,221,5345,1,"San Francisco"
163,1061,599,44,2777,78,4559,1,"San Francisco"
164,2128,491,85,170,4693,7567,1,"San Francisco"
165,1414,505,23,4562,242,6746,1,"San Francisco"
166,1307,1027,321,6200,290,9145,1,"San Francisco"
167,1576,901,565,3829,245,7116,1,"San Francisco"
168,984,1211,879,4802,528,8404,1,"San Francisco"
169,639,2523,39,2533,856,6590,1,"San Francisco"
170,540,3399,110,1549,309,5907,1,"San Francisco"
171,203,1222,49,668,321,2463,1,"San Francisco"
172,230,1953,93,2682,349,5307,1,"San Francisco"
173,288,1365,103,1571,370,3697,1,"San Francisco"
174,578,2275,101,2702,473,6129,1,"San Francisco"
175,463,2049,81,1277,339,4209,1,"San Francisco"
176,665,2024,135,1068,239,4131,1,"San Francisco"
177,942,2829,324,4589,575,9259,1,"San Francisco"
178,685,2307,29,3149,551,6721,1,"San Francisco"
179,778,2986,201,3812,699,8476,1,"San Francisco"
180,795,1722,105,1948,308,4878,1,"San Francisco"
181,488,1397,42,2992,386,5305,1,"San Francisco"
182,393,2822,64,2809,1343,7431,1,"San Francisco"
183,639,2186,10,4183,139,7157,1,"San Francisco"
184,463,1957,36,5941,574,8971,1,"San Francisco"
185,481,1876,47,5431,450,8285,1,"San Francisco"
186,624,2773,95,4312,559,8363,1,"San Francisco"
187,179,1148,54,2250,349,3980,1,"San Francisco"
188,1051,1031,357,1201,212,3852,1,"San Francisco"
189,1345,1843,483,2620,525,6816,1,"San Francisco"
190,196,618,62,653,368,1897,1,"San Francisco"
191,473,1296,0,1857,409,4035,2,"San Mateo"
192,2608,1366,221,3725,470,8390,2,"San Mateo"
193,1482,1776,125,3124,266,6773,2,"San Mateo"
194,594,811,35,354,5158,6952,2,"San Mateo"
195,569,1070,101,3718,469,5927,2,"San Mateo"
196,1172,1121,321,3209,885,6708,2,"San Mateo"
197,997,523,391,4441,154,6506,2,"San Mateo"
198,1142,577,191,897,2414,5221,2,"San Mateo"
199,447,505,59,1336,143,2490,2,"San Mateo"
200,898,490,45,1106,115,2654,2,"San Mateo"
201,2799,467,41,4550,844,8701,2,"San Mateo"
202,2635,444,0,734,3888,7701,2,"San Mateo"
203,1795,253,26,204,2567,4845,2,"San Mateo"
204,1122,869,151,4065,137,6344,2,"San Mateo"
205,2130,720,491,4212,618,8171,2,"San Mateo"
206,358,791,121,2499,114,3883,2,"San Mateo"
207,1153,88,255,2272,478,4246,2,"San Mateo"
208,1151,1974,1,1887,162,5175,2,"San Mateo"
209,2392,1746,43,583,2992,7756,2,"San Mateo"
210,1274,347,171,735,1183,3710,2,"San Mateo"
211,1005,1579,105,1825,3389,7903,2,"San Mateo"
212,1902,260,85,1318,854,4419,2,"San Mateo"
213,1812,2573,135,2786,330,7636,2,"San Mateo"
214,1594,1739,1,2657,150,6141,2,"San Mateo"
215,1411,1367,138,3199,141,6256,2,"San Mateo"
216,484,1451,31,1507,15,3488,2,"San Mateo"
217,1109,1253,54,1966,120,4502,2,"San Mateo"
218,599,323,72,2853,526,4373,2,"San Mateo"
219,493,383,173,833,4932,6814,2,"San Mateo"
220,1192,1114,119,2761,467,5653,2,"San Mateo"
221,1407,1222,129,1616,451,4825,2,"San Mateo"
222,774,1907,139,936,353,4109,2,"San Mateo"
223,804,2570,174,595,432,4575,2,"San Mateo"
224,560,1811,58,613,372,3414,2,"San Mateo"
225,633,2542,4,462,92,3733,2,"San Mateo"
226,592,4569,140,759,321,6381,2,"San Mateo"
227,1012,1230,0,604,2973,5819,2,"San Mateo"
228,71,132,8,116,17,344,2,"San Mateo"
229,1105,1419,58,2653,293,5528,2,"San Mateo"
230,1955,1088,127,680,5163,9013,2,"San Mateo"
231,458,889,352,3423,171,5293,2,"San Mateo"
232,1078,1876,59,2175,456,5644,2,"San Mateo"
233,1507,2841,13,2399,762,7522,2,"San Mateo"
234,567,701,24,400,1472,3164,2,"San Mateo"
235,773,1511,0,860,129,3273,2,"San Mateo"
236,1131,2487,285,1660,138,5701,2,"San Mateo"
237,1951,1360,0,1557,3338,8206,2,"San Mateo"
238,716,355,32,1014,1938,4055,2,"San Mateo"
239,0,0,0,0,0,0,2,"San Mateo"
240,976,1510,17,2131,624,5258,2,"San Mateo"
241,560,1449,48,1454,233,3744,2,"San Mateo"
242,154,876,0,1362,173,2565,2,"San Mateo"
243,196,907,7,1491,200,2801,2,"San Mateo"
244,384,2113,18,2535,299,5349,2,"San Mateo"
245,107,792,6,1860,333,3098,2,"San Mateo"
246,459,3737,46,3591,230,8063,2,"San Mateo"
247,283,2229,4,939,197,3652,2,"San Mateo"
248,384,1523,219,641,160,2927,2,"San Mateo"
249,1379,3638,0,1249,396,6662,2,"San Mateo"
250,546,2851,15,1251,457,5120,2,"San Mateo"
251,1139,2681,90,1418,202,5530,2,"San Mateo"
252,297,3062,18,1956,738,6071,2,"San Mateo"
253,155,2069,0,273,166,2663,2,"San Mateo"
254,201,2852,8,1862,461,5384,2,"San Mateo"
255,195,2331,26,527,231,3310,2,"San Mateo"
256,434,2073,120,1725,139,4491,2,"San Mateo"
257,663,1564,61,839,424,3551,2,"San Mateo"
258,1997,2051,121,1401,502,6072,2,"San Mateo"
259,1504,1776,323,1215,786,5604,2,"San Mateo"
260,1921,1261,158,1570,3123,8033,2,"San Mateo"
261,1095,1014,0,878,2104,5091,2,"San Mateo"
262,1366,1031,18,1306,542,4263,2,"San Mateo"
263,1040,869,79,810,537,3335,2,"San Mateo"
264,610,1414,88,1130,252,3494,2,"San Mateo"
265,237,1633,109,1045,158,3182,2,"San Mateo"
266,364,2478,107,4561,411,7921,2,"San Mateo"
267,652,1055,83,1555,453,3798,2,"San Mateo"
268,182,790,266,1933,393,3564,2,"San Mateo"
269,200,1042,70,2280,138,3730,2,"San Mateo"
270,244,1498,16,1318,127,3203,2,"San Mateo"
271,378,1575,23,2764,307,5047,2,"San Mateo"
272,221,735,4,1212,54,2226,2,"San Mateo"
273,218,1165,137,1993,213,3726,2,"San Mateo"
274,1500,1478,229,1851,185,5243,2,"San Mateo"
275,786,1993,58,1344,455,4636,2,"San Mateo"
276,272,1022,39,1116,228,2677,2,"San Mateo"
277,1702,1839,62,1103,382,5088,2,"San Mateo"
278,1554,1650,240,2402,265,6111,2,"San Mateo"
279,870,1714,66,1004,571,4225,2,"San Mateo"
280,337,2098,1,864,292,3592,2,"San Mateo"
281,850,2324,14,1192,397,4777,2,"San Mateo"
282,229,1339,30,678,184,2460,2,"San Mateo"
283,471,2101,23,916,259,3770,2,"San Mateo"
284,1583,1419,36,1206,162,4406,2,"San Mateo"
285,362,1762,26,672,202,3024,2,"San Mateo"
286,971,3273,134,2110,532,7020,2,"San Mateo"
287,344,1241,75,554,362,2576,2,"San Mateo"
288,979,3257,46,2565,512,7359,2,"San Mateo"
289,703,3387,58,1616,447,6211,2,"San Mateo"
290,324,1696,62,1162,290,3534,2,"San Mateo"
291,162,1767,0,1391,279,3599,2,"San Mateo"
292,180,1498,88,853,178,2797,2,"San Mateo"
293,1308,4030,14,210,245,5807,2,"San Mateo"
294,566,285,21,230,5069,6171,2,"San Mateo"
295,1233,226,1,322,2465,4247,2,"San Mateo"
296,2251,5722,26,245,370,8614,2,"San Mateo"
297,789,2735,0,160,366,4050,2,"San Mateo"
298,945,5168,4,438,330,6885,2,"San Mateo"
299,191,141,0,109,2624,3065,2,"San Mateo"
300,200,1912,29,276,194,2611,2,"San Mateo"
301,864,3746,75,937,570,6192,2,"San Mateo"
302,386,3463,20,561,295,4725,2,"San Mateo"
303,788,2786,124,631,161,4490,2,"San Mateo"
304,216,3497,54,695,356,4818,2,"San Mateo"
305,176,1141,42,409,166,1934,2,"San Mateo"
306,278,2389,62,960,256,3945,2,"San Mateo"
307,545,3108,7,1142,281,5083,2,"San Mateo"
308,308,2818,11,831,584,4552,2,"San Mateo"
309,1161,4959,120,1571,912,8723,2,"San Mateo"
310,158,944,11,375,154,1642,2,"San Mateo"
311,277,1710,8,1829,334,4158,2,"San Mateo"
312,399,3121,12,3216,682,7430,2,"San Mateo"
313,1311,1238,88,617,1144,4398,2,"San Mateo"
314,3647,720,109,399,1102,5977,2,"San Mateo"
315,1250,1591,253,1400,353,4847,2,"San Mateo"
316,1082,1081,25,248,267,2703,2,"San Mateo"
317,1415,2975,60,552,470,5472,2,"San Mateo"
318,339,1840,18,461,208,2866,2,"San Mateo"
319,421,2353,84,232,230,3320,2,"San Mateo"
320,2932,2550,206,540,269,6497,2,"San Mateo"
321,306,1718,69,399,142,2634,2,"San Mateo"
322,1316,2684,68,659,231,4958,2,"San Mateo"
323,2571,2305,114,760,285,6035,2,"San Mateo"
324,1580,845,33,345,1055,3858,2,"San Mateo"
325,2475,1864,169,990,237,5735,2,"San Mateo"
326,1629,273,57,128,638,2725,2,"San Mateo"
327,3815,704,68,247,1000,5834,2,"San Mateo"
328,1266,1172,123,301,120,2982,2,"San Mateo"
329,2830,524,44,298,753,4449,2,"San Mateo"
330,3234,896,19,360,1356,5865,2,"San Mateo"
331,2193,727,405,408,1966,5699,2,"San Mateo"
332,1741,190,669,242,1716,4558,2,"San Mateo"
333,3563,1859,1992,821,3493,11728,2,"San Mateo"
334,3370,408,644,286,2250,6958,2,"San Mateo"
335,2254,1697,453,569,2446,7419,2,"San Mateo"
336,541,2547,57,635,168,3948,2,"San Mateo"
337,288,1298,119,338,367,2410,2,"San Mateo"
338,331,1247,96,510,151,2335,2,"San Mateo"
339,261,1872,23,573,64,2793,2,"San Mateo"
340,242,2434,261,1091,524,4552,2,"San Mateo"
341,340,3021,39,739,233,4372,2,"San Mateo"
342,381,2815,80,797,178,4251,2,"San Mateo"
343,64,1670,1,290,81,2106,2,"San Mateo"
344,203,2404,7,332,446,3392,2,"San Mateo"
345,317,3008,2,856,195,4378,2,"San Mateo"
346,300,2290,26,668,227,3511,2,"San Mateo"
347,357,3978,86,3184,236,7841,3,"Santa Clara"
348,0,0,0,0,0,0,3,"Santa Clara"
349,104,916,42,228,60,1350,3,"Santa Clara"
350,347,2541,111,541,218,3758,3,"Santa Clara"
351,302,2612,138,1390,331,4773,3,"Santa Clara"
352,352,97,137,796,874,2256,3,"Santa Clara"
353,862,904,139,1519,1923,5347,3,"Santa Clara"
354,615,1382,138,784,258,3177,3,"Santa Clara"
355,1291,2938,279,1472,504,6484,3,"Santa Clara"
356,374,4331,386,1684,616,7391,3,"Santa Clara"
357,308,3060,29,1075,523,4995,3,"Santa Clara"
358,228,2427,17,2638,333,5643,3,"Santa Clara"
359,187,2008,4,1326,180,3705,3,"Santa Clara"
360,114,2609,107,1877,415,5122,3,"Santa Clara"
361,686,2701,58,3311,452,7208,3,"Santa Clara"
362,153,2051,314,2477,600,5595,3,"Santa Clara"
363,434,1498,61,1362,80,3435,3,"Santa Clara"
364,98,1050,0,697,152,1997,3,"Santa Clara"
365,686,1591,42,1627,372,4318,3,"Santa Clara"
366,168,1999,33,2406,178,4784,3,"Santa Clara"
367,1053,2645,135,1729,538,6100,3,"Santa Clara"
368,483,2377,0,1130,356,4346,3,"Santa Clara"
369,164,2409,11,1855,176,4615,3,"Santa Clara"
370,160,2609,9,1511,340,4629,3,"Santa Clara"
371,121,1838,0,1669,161,3789,3,"Santa Clara"
372,1056,2209,13,2728,376,6382,3,"Santa Clara"
373,339,1628,490,890,205,3552,3,"Santa Clara"
374,874,971,12,897,152,2906,3,"Santa Clara"
375,440,1399,41,412,1536,3828,3,"Santa Clara"
376,606,1959,44,1466,62,4137,3,"Santa Clara"
377,664,2430,347,1945,225,5611,3,"Santa Clara"
378,851,1479,30,1003,267,3630,3,"Santa Clara"
379,1855,1941,264,1189,160,5409,3,"Santa Clara"
380,1092,1535,52,1468,748,4895,3,"Santa Clara"
381,707,2468,82,2134,300,5691,3,"Santa Clara"
382,352,1484,11,890,350,3087,3,"Santa Clara"
383,27,1640,18,519,212,2416,3,"Santa Clara"
384,142,3020,136,1517,132,4947,3,"Santa Clara"
385,105,1634,0,873,217,2829,3,"Santa Clara"
386,167,1440,19,1156,97,2879,3,"Santa Clara"
387,429,1962,4,1564,175,4134,3,"Santa Clara"
388,117,3511,34,1969,394,6025,3,"Santa Clara"
389,255,2404,134,2146,289,5228,3,"Santa Clara"
390,345,1672,107,749,167,3040,3,"Santa Clara"
391,1206,2789,40,2340,240,6615,3,"Santa Clara"
392,1374,1005,279,2583,175,5416,3,"Santa Clara"
393,908,1419,34,1742,161,4264,3,"Santa Clara"
394,627,1065,0,1992,208,3892,3,"Santa Clara"
395,286,1413,119,2771,266,4855,3,"Santa Clara"
396,0,4,0,5,1,10,3,"Santa Clara"
397,287,860,42,930,329,2448,3,"Santa Clara"
398,1429,1272,0,1134,289,4124,3,"Santa Clara"
399,4,8,7,14,1,34,3,"Santa Clara"
400,965,1297,249,1672,306,4489,3,"Santa Clara"
401,552,314,13,319,57,1255,3,"Santa Clara"
402,193,304,9,40,147,693,3,"Santa Clara"
403,2,1,0,1,3,7,3,"Santa Clara"
404,649,242,27,341,645,1904,3,"Santa Clara"
405,2,1,0,2,3,8,3,"Santa Clara"
406,167,235,34,944,19,1399,3,"Santa Clara"
407,2,24,0,80,1,107,3,"Santa Clara"
408,1,9,0,29,0,39,3,"Santa Clara"
409,0,0,0,0,0,0,3,"Santa Clara"
410,409,1656,70,2800,5236,10171,3,"Santa Clara"
411,0,0,0,0,0,0,3,"Santa Clara"
412,3940,4015,310,1177,10654,20096,3,"Santa Clara"
413,1061,1744,0,2103,4678,9586,3,"Santa Clara"
414,1123,1006,323,1654,179,4285,3,"Santa Clara"
415,297,565,1,766,181,1810,3,"Santa Clara"
416,778,1547,519,4486,297,7627,3,"Santa Clara"
417,0,0,0,0,0,0,3,"Santa Clara"
418,258,483,1,553,66,1361,3,"Santa Clara"
419,977,619,18,1765,160,3539,3,"Santa Clara"
420,934,666,12,1000,312,2924,3,"Santa Clara"
421,1544,2608,0,3039,251,7442,3,"Santa Clara"
422,1556,1355,198,948,4035,8092,3,"Santa Clara"
423,1495,804,6,2270,218,4793,3,"Santa Clara"
424,1067,958,27,2057,2782,6891,3,"Santa Clara"
425,1277,831,72,1078,298,3556,3,"Santa Clara"
426,753,983,47,2426,205,4414,3,"Santa Clara"
427,191,606,26,2065,178,3066,3,"Santa Clara"
428,86,289,13,997,85,1470,3,"Santa Clara"
429,0,0,0,0,0,0,3,"Santa Clara"
430,400,368,0,456,77,1301,3,"Santa Clara"
431,8,7,0,9,1,25,3,"Santa Clara"
432,123,114,0,141,23,401,3,"Santa Clara"
433,1287,1705,110,2540,685,6327,3,"Santa Clara"
434,215,0,0,0,0,215,3,"Santa Clara"
435,1392,818,169,1660,135,4174,3,"Santa Clara"
436,1142,1617,102,1327,500,4688,3,"Santa Clara"
437,1525,1155,457,2640,209,5986,3,"Santa Clara"
438,688,1599,85,2084,422,4878,3,"Santa Clara"
439,476,726,19,1682,175,3078,3,"Santa Clara"
440,1323,1873,0,4557,810,8563,3,"Santa Clara"
441,744,1622,148,3861,255,6630,3,"Santa Clara"
442,592,943,20,1989,30,3574,3,"Santa Clara"
443,826,1348,49,2837,130,5190,3,"Santa Clara"
444,776,2006,0,2770,94,5646,3,"Santa Clara"
445,1709,2106,60,4378,742,8995,3,"Santa Clara"
446,1038,2127,104,4777,324,8370,3,"Santa Clara"
447,653,1557,23,2123,350,4706,3,"Santa Clara"
448,1357,1284,0,2096,2949,7686,3,"Santa Clara"
449,555,1181,29,704,3743,6212,3,"Santa Clara"
450,801,2385,52,1716,621,5575,3,"Santa Clara"
451,494,2424,116,3228,291,6553,3,"Santa Clara"
452,275,1695,14,1110,226,3320,3,"Santa Clara"
453,862,2720,109,3823,758,8272,3,"Santa Clara"
454,225,2079,57,2173,168,4702,3,"Santa Clara"
455,137,972,0,1315,145,2569,3,"Santa Clara"
456,1710,1495,285,1018,4226,8734,3,"Santa Clara"
457,97,2156,1,3043,330,5627,3,"Santa Clara"
458,253,1626,39,3019,201,5138,3,"Santa Clara"
459,549,2272,136,4080,779,7816,3,"Santa Clara"
460,129,990,67,2293,77,3556,3,"Santa Clara"
461,734,1897,136,1959,119,4845,3,"Santa Clara"
462,399,1131,132,3015,541,5218,3,"Santa Clara"
463,443,1572,24,2084,241,4364,3,"Santa Clara"
464,849,2032,8,1843,234,4966,3,"Santa Clara"
465,1227,4172,43,2265,396,8103,3,"Santa Clara"
466,1028,2108,81,895,147,4259,3,"Santa Clara"
467,1255,1754,137,1235,329,4710,3,"Santa Clara"
468,1715,2338,146,935,286,5420,3,"Santa Clara"
469,1710,1585,498,1160,2282,7235,3,"Santa Clara"
470,825,2861,435,1779,280,6180,3,"Santa Clara"
471,990,1906,243,1512,450,5101,3,"Santa Clara"
472,1611,1446,305,2572,230,6164,3,"Santa Clara"
473,1778,1597,605,1404,351,5735,3,"Santa Clara"
474,951,1559,283,1217,387,4397,3,"Santa Clara"
475,850,1303,88,1412,137,3790,3,"Santa Clara"
476,452,2514,405,4229,809,8409,3,"Santa Clara"
477,414,1191,196,3525,220,5546,3,"Santa Clara"
478,1023,981,48,1942,2133,6127,3,"Santa Clara"
479,294,1961,465,5304,191,8215,3,"Santa Clara"
480,38,616,65,2207,135,3061,3,"Santa Clara"
481,82,822,8,4247,103,5262,3,"Santa Clara"
482,124,648,4,3536,169,4481,3,"Santa Clara"
483,403,1017,100,3596,65,5181,3,"Santa Clara"
484,303,1720,17,5403,387,7830,3,"Santa Clara"
485,212,1729,1,4405,172,6519,3,"Santa Clara"
486,53,732,0,1339,3847,5971,3,"Santa Clara"
487,377,1339,40,3345,183,5284,3,"Santa Clara"
488,323,2353,18,4342,307,7343,3,"Santa Clara"
489,38,1024,0,5060,496,6618,3,"Santa Clara"
490,119,713,53,2448,163,3496,3,"Santa Clara"
491,95,546,0,2641,150,3432,3,"Santa Clara"
492,122,1058,0,4363,268,5811,3,"Santa Clara"
493,93,1685,4,3965,170,5917,3,"Santa Clara"
494,146,1726,17,3708,140,5737,3,"Santa Clara"
495,148,2291,0,3314,282,6035,3,"Santa Clara"
496,52,1483,7,785,313,2640,3,"Santa Clara"
497,185,2935,3,3503,177,6803,3,"Santa Clara"
498,182,1702,0,1866,230,3980,3,"Santa Clara"
499,756,2756,23,3561,266,7362,3,"Santa Clara"
500,453,1849,21,1833,112,4268,3,"Santa Clara"
501,431,1924,6,1320,571,4252,3,"Santa Clara"
502,1293,1759,100,1715,270,5137,3,"Santa Clara"
503,1093,3093,109,1507,292,6094,3,"Santa Clara"
504,1255,2557,222,570,321,4925,3,"Santa Clara"
505,1112,2480,110,1799,294,5795,3,"Santa Clara"
506,309,1698,20,1262,301,3590,3,"Santa Clara"
507,337,2992,48,1165,251,4793,3,"Santa Clara"
508,580,1777,14,694,127,3192,3,"Santa Clara"
509,231,389,0,288,2115,3023,3,"Santa Clara"
510,138,1678,28,507,95,2446,3,"Santa Clara"
511,409,5273,128,1085,105,7000,3,"Santa Clara"
512,230,3719,0,222,367,4538,3,"Santa Clara"
513,180,2671,1,555,8,3415,3,"Santa Clara"
514,590,5426,85,1480,593,8174,3,"Santa Clara"
