file_name,airport,direction,year,airport_taz,taz_min,taz_max
2023_fromOAK,OAK,from,2023,874,1,1454
2023_toOAK,OAK,to,2023,874,1,1454
2050_fromOAK,OAK,from,2050,874,1,1454
2050_toOAK,OAK,to,2050,874,1,1454
2023_fromSFO,SFO,from,2023,239,1,1454
2023_toSFO,SFO,to,2023,239,1,1454
2050_fromSFO,SFO,from,2050,239,1,1454
2050_toSFO,SFO,to,2050,239,1,1454
2023_fromSJC,SJC,from,2023,434,1,1454
2023_toSJC,SJC,to,2023,434,1,1454
2050_fromSJC,SJC,from,2050,434,1,1454
2050_toSJC,SJC,to,2050,434,1,1454
