TAZ1454,AGREMPN,FPSEMPN,HEREMPN,MWTEMPN,OTHEMPN,RETEMPN,TOTEMP
806,23,1021,1205,6183,1097,641,10170
807,0,24,129,39,11,74,277
808,0,2,138,0,5,0,145
809,0,265,406,1683,720,9,3083
810,14,6391,2531,12405,3790,2838,27969
811,0,263,1875,727,309,444,3618
812,0,676,845,21,38,567,2147
813,0,4,1593,3,3,0,1603
814,0,13,219,13,6,63,314
815,0,21,221,1,0,5,248
816,0,5,543,0,12,139,699
817,0,8,305,20,20,8,361
818,0,2,544,1,31,4,582
819,0,74,135,29,56,124,418
820,0,97,715,121,12,48,993
821,0,41,2858,12,10,46,2967
822,0,10,189,2,44,0,245
823,0,47,518,6,252,13,836
824,0,316,520,49,386,513,1784
825,0,25,156,5,11,16,213
826,0,104,274,93,182,143,796
827,0,106,1133,16,546,167,1968
828,0,357,647,55,434,539,2032
829,0,62,464,7,450,8,991
830,0,15,330,7,31,208,591
831,0,13,425,64,10,59,571
832,0,60,460,8,19,29,576
833,0,6,107,2,1,0,116
834,0,77,250,712,30,37,1106
835,0,74,267,14,9,80,444
836,0,31,128,185,103,356,803
837,0,56,575,23,183,20,857
838,0,140,589,2,25,160,916
839,0,517,1667,31,526,260,3001
840,0,197,774,23,67,226,1287
841,0,65,590,13,18,44,730
842,0,279,266,0,31,207,783
843,0,20,229,6,4,12,271
844,5,212,682,31,98,100,1128
845,0,39,610,19,47,19,734
846,0,120,507,114,29,103,873
847,0,342,433,10,123,23,931
848,0,352,2994,33,66,550,3995
849,0,44,404,13,28,64,553
850,0,71,70,28,31,1,201
851,0,51,223,5,20,0,299
852,1,25,216,5,45,44,336
853,0,34,1707,31,12,29,1813
854,0,23,328,2,11,66,430
855,0,24,588,14,23,18,667
856,0,101,664,19,84,699,1567
857,0,38,777,3,23,146,987
858,0,150,496,28,23,385,1082
859,0,18,213,4,10,42,287
860,2,482,1039,2851,1282,133,5789
861,1,409,5760,327,58,9,6564
862,0,1479,1098,1752,1965,1338,7632
863,0,120,366,32,42,397,957
864,0,245,2064,968,78,383,3738
865,1,12,436,5,36,3,493
866,0,34,697,2,33,5,771
867,0,10,123,20,15,51,219
868,0,49,251,0,34,7,341
869,0,77,623,24,504,111,1339
870,0,70,236,142,453,77,978
871,0,1297,2346,146,157,401,4347
872,0,950,567,223,254,290,2284
873,0,1498,1442,5461,2118,1764,12283
874,0,324,140,3436,0,0,3900
875,65,4754,4553,8031,2395,739,20537
876,7,0,73,11,28,0,119
877,0,54,336,36,20,71,517
878,0,115,254,221,64,51,705
879,0,26,131,161,85,56,459
880,0,0,502,3,34,32,571
881,0,6,130,3,28,11,178
882,0,89,480,1,22,118,710
883,0,21,1308,0,5,0,1334
884,0,53,230,11,31,6,331
885,0,538,935,34,10,6,1523
886,0,107,214,3,41,14,379
887,0,6,833,1,0,27,867
888,0,1,231,4,12,7,255
889,0,9,262,1,0,4,276
890,0,46,307,0,18,16,387
891,0,17,187,6,8,31,249
892,0,226,160,818,56,10,1270
893,5,208,181,137,161,14,706
894,0,260,297,425,97,0,1079
895,0,580,1083,668,164,3,2498
896,139,307,168,2086,270,554,3524
897,0,122,223,24,5,222,596
898,0,36,294,125,6,12,473
899,0,5,672,6,17,39,739
900,0,84,612,6,14,170,886
901,0,23,171,1,3,0,198
902,0,10,664,0,5,56,735
903,0,22,140,1,9,8,180
904,0,6,329,21,39,16,411
905,0,17,378,8,14,9,426
906,0,34,2136,18,6,294,2488
907,0,52,210,14,36,12,324
908,0,43,161,0,17,42,263
909,0,37,297,3,31,12,380
910,0,86,687,26,23,0,822
911,0,75,755,57,26,123,1036
912,0,61,312,46,29,14,462
913,0,509,537,133,59,290,1528
914,0,132,115,97,19,9,372
915,0,130,649,4,29,23,835
916,0,156,1382,19,3,299,1859
917,1,104,298,7,213,111,734
918,0,102,712,12,30,18,874
919,0,43,45,18,17,0,123
920,0,9,355,69,5,13,451
921,0,96,207,7,14,4,328
922,0,155,297,21,33,19,525
923,0,87,346,16,21,223,693
924,0,8,372,0,11,147,538
925,0,370,603,11,27,102,1113
926,5,750,2163,711,214,542,4385
927,0,65,837,7,2,28,939
928,0,7,350,0,10,3,370
929,0,5,479,11,23,10,528
930,0,10,935,1,26,1,973
931,0,40,2621,8,18,5,2692
932,4,0,193,7,9,2,215
933,0,11,601,57,20,34,723
934,0,91,757,10,15,58,931
935,0,8,228,0,0,2,238
936,0,14,193,0,2,3,212
937,0,46,299,22,62,219,648
938,3,130,84,10,4,2,233
939,0,329,464,59,26,156,1034
940,0,98,390,18,31,57,594
941,0,6,518,32,41,11,608
942,0,311,928,18,49,64,1370
943,0,57,385,32,4,26,504
944,0,105,332,1,9,127,574
945,0,2977,1605,23,9523,5,14133
946,0,472,1856,463,1002,127,3920
947,27,761,1935,710,592,413,4438
948,0,193,497,86,753,123,1652
949,16,40,736,125,47,189,1153
950,4,267,833,5,61,171,1341
951,0,40,425,37,5,35,542
952,0,1355,1145,2212,1033,49,5794
953,0,130,453,21,22,121,747
954,0,128,871,14,3,798,1814
955,0,49,1913,11,570,77,2620
956,0,38,371,2,25,14,450
957,0,59,822,4,5,0,890
958,0,31,260,5,2,25,323
959,0,89,307,18,13,181,608
960,0,1371,1402,500,727,139,4139
961,0,1105,631,417,31,253,2437
962,16,12,467,8,5,13,521
963,0,91,589,37,340,12,1069
964,0,234,155,435,260,62,1146
965,0,39,124,2635,43,32,2873
966,0,161,594,647,66,6,1474
967,0,1058,1787,578,656,517,4596
968,0,2016,3998,8850,2879,276,18019
969,0,6302,2426,1811,1641,393,12573
970,0,1363,1643,162,4633,179,7980
971,14,12907,5001,595,4339,69,22925
972,0,938,1403,108,205,800,3454
973,0,121,8866,13,26,24,9050
974,3,251,1426,39,32,411,2162
975,0,55,636,0,15,45,751
976,0,284,832,84,217,319,1736
977,0,139,3609,75,239,23,4085
978,0,54,315,84,109,58,620
979,0,481,5412,108,132,563,6696
980,0,11,91,0,1,11,114
981,0,4,254,0,0,5,263
982,0,105,365,0,26,0,496
983,0,9,226,0,20,2,257
984,0,76,378,216,115,47,832
985,0,22,281,32,0,4,339
986,0,19,105,0,1,15,140
987,0,23,150,12,2,4,191
988,0,369,195,2311,553,1195,4623
989,2,92,288,447,397,19,1245
990,0,66,186,356,74,26,708
991,20,12138,3203,2967,3464,1564,23356
992,0,14,136,64,91,8,313
993,0,199,455,397,238,41,1330
994,0,10,210,0,13,7,240
995,0,39,394,57,30,0,520
996,0,520,289,88,59,28,984
997,0,22,44,29,189,8,292
998,0,157,1276,72,147,153,1805
999,1,250,606,0,28,385,1270
1000,0,123,404,75,83,57,742
1001,0,46,220,2,23,30,321
1002,0,281,580,6,47,64,978
1003,0,105,3047,12,33,216,3413
1004,2,108,223,12,119,73,537
1005,0,90,396,15,32,7,540
1006,0,66,406,62,29,34,597
1007,0,4,274,0,10,0,288
1008,0,203,992,7,81,250,1533
1009,0,62,369,23,3,131,588
1010,0,441,965,28,354,49,1837
1011,0,324,740,8,59,510,1641
1012,0,87,379,15,40,8,529
1013,0,36,165,44,42,55,342
1014,107,3623,3720,3584,1613,1749,14396
1015,0,166,1073,36,9,179,1463
1016,0,166,579,79,29,61,914
1017,0,104,1659,17,24,22,1826
1018,21,3010,3565,122,1445,478,8641
1019,0,193,179,2,113,0,487
1020,0,50,332,15,12,1,410
1021,0,349,783,2,220,46,1400
1022,0,4495,163,71,7,131,4867
1023,0,47,636,36,47,141,907
1024,0,55,152,14,11,24,256
1025,0,47,427,36,85,52,647
1026,0,20,221,57,22,118,438
1027,0,212,902,8,45,217,1384
1028,0,52,76,6,35,0,169
1029,0,71,88,14,61,0,234
1030,8,12,122,5,6,10,163
1031,0,66,151,1,26,0,244
1032,0,7,120,0,23,3,153
1033,0,216,555,40,33,111,955
1034,0,167,256,8,15,144,590
1035,0,56,567,0,20,16,659
1036,0,88,469,8,52,27,644
1037,0,116,384,44,42,65,651
1038,14,85,564,1,142,305,1111
1039,0,120,454,38,96,137,845
1040,0,12,231,4,5,48,300
1041,0,275,634,11,25,554,1499
1042,0,15,279,0,13,0,307
1043,0,1087,476,21,28,15,1627
1044,0,93,164,2,5,21,285
1045,0,39,87,40,46,0,212
1046,0,3,178,2,17,2,202
1047,0,36,361,1,28,117,543
1048,0,106,254,10,12,40,422
1049,0,316,281,12,80,289,978
1050,0,243,738,76,84,215,1356
1051,0,183,1318,9,335,619,2464
1052,0,8,98,0,5,0,111
1053,0,26,430,0,30,0,486
1054,0,22,305,6,9,68,410
1055,0,64,415,26,59,57,621
1056,0,58,455,4,480,45,1042
1057,0,15,147,6,0,41,209
1058,0,163,740,147,144,263,1457
1059,70,1082,772,2653,986,1125,6688
1060,5,114,862,548,53,25,1607
1061,0,42,778,67,117,159,1163
1062,19,1447,771,4593,913,170,7913
1063,0,77,2225,12,52,36,2402
1064,0,16,334,15,25,14,404
1065,0,32,517,12,14,50,625
1066,0,137,2344,4,240,556,3281
1067,0,45,413,50,63,80,651
1068,0,255,280,782,625,5,1947
1069,0,1161,1678,2495,1896,1058,8288
1070,0,6,220,40,31,20,317
1071,0,95,238,50,50,41,474
1072,0,16,1285,10,13,164,1488
1073,0,13,349,125,5,4,496
1074,0,165,1152,16,113,1002,2448
1075,0,83,613,0,10,116,822
1076,0,5,317,0,8,1,331
1077,0,61,269,1,75,15,421
1078,0,59,443,32,14,33,581
1079,0,69,713,1,63,192,1038
1080,0,50,620,4,15,115,804
1081,0,10,163,18,16,0,207
1082,0,186,554,270,16,33,1059
1083,0,897,1856,1399,345,193,4690
1084,2,63,371,0,40,59,535
1085,0,50,517,5,31,106,709
1086,0,49,445,5,127,213,839
1087,25,41,139,22,16,7,250
1088,0,21,71,107,2,0,201
1089,0,41,361,700,25,75,1202
1090,0,100,148,690,87,17,1042
1091,0,77,5551,26,20,144,5818
1092,0,253,822,38,636,36,1785
1093,0,84,371,11,3808,6,4280
1094,0,143,193,132,3355,21,3844
1095,0,558,212,1593,1571,119,4053
1096,0,819,817,958,1038,594,4226
1097,1,3021,1364,3399,4948,518,13251
1098,0,176,311,54,51,217,809
1099,0,498,401,55,81,27,1062
1100,2,91,434,7,66,252,852
1101,0,130,157,11,44,21,363
1102,43,2,20,4,42,0,111
1103,0,146,462,10,171,182,971
1104,0,56,114,0,2,0,172
1105,0,2,44,0,2,0,48
1106,4,224,1149,17,60,164,1618
1107,0,107,503,2,23,15,650
1108,0,66,430,37,52,439,1024
1109,0,41,2152,34,73,6,2306
1110,38,454,742,21,31,289,1575
1111,0,59,446,31,384,2,922
1112,0,239,1419,37,105,40,1840
1113,0,6372,2158,417,465,1034,10446
1114,0,37,140,21,14,134,346
1115,0,63,190,64,56,119,492
1116,0,2304,816,21,37,25,3203
1117,0,93,193,2,43,3,334
1118,0,588,1297,432,649,823,3789
1119,0,218,613,34,88,186,1139
1120,0,109,367,32,10,240,758
1121,0,6218,3808,483,606,1320,12435
1122,0,4976,6346,2428,1781,3693,19224
1123,0,539,809,65,309,758,2480
1124,0,277,3072,16,291,121,3777
1125,0,44,273,21,41,162,541
1126,0,144,296,6,19,8,473
1127,1,468,3669,20,107,57,4322
1128,0,92,391,37,123,68,711
1129,1,159,1328,12,494,119,2113
1130,0,94,190,6,33,4,327
1131,1,116,123,12,43,53,348
1132,1,136,773,28,52,7,997
1133,9,453,401,208,196,199,1466
1134,0,665,1169,146,268,599,2847
1135,7,45,542,21,14,0,629
1136,0,1500,1467,26,530,14,3537
1137,6,2823,6058,1124,518,546,11075
1138,0,236,513,22,89,73,933
1139,14,26,95,6,8,3,152
1140,0,219,1174,36,8,223,1660
1141,2,176,5705,141,27,120,6171
1142,0,71,147,0,36,1,255
1143,0,140,1614,25,67,12,1858
1144,0,439,609,58,50,39,1195
1145,4,9406,4256,1319,1316,1872,18173
1146,4,1889,8633,116,114,2654,13410
1147,0,501,1186,37,236,128,2088
1148,0,85,716,11,0,0,812
1149,0,209,363,0,98,38,708
1150,0,776,1525,45,211,470,3027
1151,0,106,410,27,27,6,576
1152,0,1184,3230,170,250,553,5387
1153,0,314,571,13,36,12,946
1154,14,420,1296,87,203,152,2172
1155,0,125,86,2,29,16,258
1156,4,130,166,28,26,60,414
1157,0,172,676,6,29,53,936
1158,0,209,730,17,112,313,1381
1159,0,45,1179,5,20,27,1276
1160,6,156,613,6,40,0,821
1161,1,2025,4022,288,1039,918,8293
1162,0,42,30,15,28,12,127
1163,17,32,120,15,4,14,202
1164,7,222,442,29,126,7,833
1165,1,174,618,43,189,19,1044
1166,2,211,1819,70,73,54,2229
1167,0,244,552,33,100,46,975
1168,7,13139,4461,2700,3982,845,25134
1169,0,1606,759,158,588,800,3911
1170,12,1342,2708,272,676,689,5699
1171,0,212,694,29,35,138,1108
1172,0,49,327,37,12,128,553
1173,0,18,438,1,26,12,495
1174,0,53,378,130,25,4,590
1175,1178,2287,864,1204,234,153,5920
1176,63,1099,3702,173,473,553,6063
1177,66,356,966,242,368,48,2046
1178,21,849,5949,233,701,2075,9828
1179,303,995,3208,589,1782,817,7694
1180,32,122,809,150,349,66,1528
1181,6,30,140,42,48,7,273
1182,37,329,902,186,304,318,2076
1183,0,194,226,1348,393,51,2212
1184,0,39,339,29,26,86,519
1185,5,341,1697,51,284,1098,3476
1186,0,234,2863,43,49,508,3697
1187,0,139,1608,11,68,298,2124
1188,0,105,777,259,483,106,1730
1189,0,759,2227,690,981,1545,6202
1190,0,36,436,0,8,172,652
1191,0,46,737,1,6,30,820
1192,0,13,288,2,19,0,322
1193,0,104,601,11,33,263,1012
1194,0,30,334,1,6,3,374
1195,0,140,677,29,128,116,1090
1196,0,53,197,23,53,0,326
1197,0,54,876,0,12,249,1191
1198,0,21,1382,0,78,367,1848
1199,0,284,1638,822,842,401,3987
1200,0,66,420,2,74,12,574
1201,0,30,189,139,8,0,366
1202,0,43,208,0,16,112,379
1203,0,22,1012,39,378,5,1456
1204,0,41,363,201,313,318,1236
1205,0,123,311,985,290,1,1710
1206,0,16,317,316,168,135,952
1207,0,136,109,50,24,1,320
1208,0,26,336,10,12,93,477
1209,0,8,92,336,3,39,478
1210,0,22,261,54,41,38,416
1211,94,1588,732,3990,2105,448,8957
1212,0,233,800,61,434,39,1567
1213,0,85,388,0,26,114,613
1214,0,76,125,3,12,23,239
1215,0,84,479,11,9,217,800
1216,0,50,97,6,25,15,193
1217,59,273,112,23,265,12,744
1218,0,17,92,0,6,2,117
1219,0,99,289,4,342,33,767
1220,0,170,240,63,36,109,618
1221,0,8,202,6,29,6,251
1222,0,16,1924,37,10,0,1987
1223,0,65,200,715,1130,16,2126
1224,0,122,901,149,360,71,1603
1225,3,16,73,5,147,33,277
1226,1,189,69,360,1,85,705
1227,0,0,158,27,2,39,226
1228,0,5,117,1,29,0,152
1229,0,88,686,6,12,125,917
1230,0,30,336,12,6,49,433
1231,0,34,341,12,7,52,446
1232,0,237,596,10,47,166,1056
1233,0,72,238,3,3,15,331
1234,0,215,1603,104,303,204,2429
1235,0,24,168,3,0,29,224
1236,0,16,431,1,2,53,503
1237,0,5,86,0,4,0,95
1238,0,238,700,388,284,0,1610
1239,0,10,44,1,0,0,55
1240,0,4,369,25,12,57,467
1241,0,241,2606,361,69,549,3826
1242,0,81,4946,6,9,29,5071
1243,0,27,1309,0,4,23,1363
1244,1,70,418,5,25,6,525
1245,0,4,113,4,6,5,132
1246,54,251,1296,51,56,1833,3541
1247,0,369,819,1044,1158,234,3624
1248,18,2257,1983,177,576,505,5516
1249,19,757,1165,748,524,405,3618
1250,5,262,982,2576,334,809,4968
1251,0,101,731,118,471,366,1787
1252,0,457,856,83,255,35,1686
1253,0,0,60,4,22,7,93
1254,0,15,179,40,39,1,274
1255,22,27,387,0,5,55,496
1256,0,48,215,109,94,11,477
1257,0,17,205,2,4,3,231
1258,0,5,142,0,13,31,191
1259,0,200,569,557,35,134,1495
1260,0,16,142,2,46,9,215
1261,0,92,164,7,39,138,440
1262,0,301,845,98,3808,45,5097
1263,0,97,679,8,785,21,1590
1264,0,188,462,51,1,177,879
1265,0,104,3414,20,37,1216,4791
1266,0,144,537,21,35,197,934
1267,0,92,442,0,167,158,859
1268,9,476,1548,42,94,85,2254
1269,0,70,1604,24,105,743,2546
1270,0,504,1300,1090,320,31,3245
1271,0,84,406,65,43,68,666
1272,0,0,2497,0,1438,0,3935
1273,0,177,481,23,51,135,867
1274,0,212,844,56,110,467,1689
1275,0,41,190,6,11,67,315
1276,0,124,345,7,3,97,576
1277,0,20,160,5,19,10,214
1278,0,46,193,2,13,114,368
1279,82,628,2639,2758,2235,447,8789
1280,4,252,3183,218,176,2551,6384
1281,0,709,542,182,53,550,2036
1282,4,314,1342,145,832,604,3241
1283,0,84,864,59,11,13,1031
1284,0,600,1631,94,1107,371,3803
1285,0,159,296,9,44,15,523
1286,587,78,75,22,414,4,1180
1287,226,106,13,272,187,44,848
1288,253,193,867,51,236,345,1945
1289,85,378,1184,1534,474,531,4186
1290,336,90,664,208,382,252,1932
1291,51,295,1057,122,25,619,2169
1292,113,2635,1699,3651,1650,266,10014
1293,335,76,410,66,131,91,1109
1294,31,190,3565,213,207,19,4225
1295,40,344,1196,153,238,803,2774
1296,230,50,263,98,71,41,753
1297,135,274,2041,75,186,242,2953
1298,30,1344,1887,691,125,583,4660
1299,51,654,1645,201,2677,185,5413
1300,6,81,324,195,156,14,776
1301,0,413,518,147,312,39,1429
1302,0,36,386,45,97,458,1022
1303,4,14,72,17,30,4,141
1304,47,85,459,2,88,21,702
1305,100,508,2147,378,126,515,3774
1306,233,434,3405,218,206,648,5144
1307,29,66,823,38,55,29,1040
1308,303,169,711,540,116,11,1850
1309,249,4,20,110,0,1,384
1310,42,29,1860,299,78,168,2476
1311,627,223,837,1743,201,22,3653
1312,205,20,58,37,53,6,379
1313,503,159,1980,2240,175,54,5111
1314,584,516,1720,1329,316,412,4877
1315,623,87,288,2981,425,74,4478
1316,140,26,21,262,21,0,470
1317,169,223,1433,495,212,194,2726
1318,183,223,533,458,97,72,1566
1319,55,197,799,68,237,96,1452
1320,95,1028,1466,335,133,289,3346
1321,49,175,277,94,133,33,761
1322,0,0,0,0,5,0,5
1323,212,675,2763,225,503,610,4988
1324,384,1065,231,2134,480,166,4460
1325,78,2686,1779,4340,570,398,9851
1326,13,99,195,3,63,22,395
1327,18,86,1728,57,460,10,2359
1328,248,124,281,87,134,14,888
1329,239,195,460,390,225,499,2008
1330,0,42,275,39,208,74,638
1331,5,223,653,327,260,529,1997
1332,8,1106,2355,874,486,926,5755
1333,0,20,125,5,57,13,220
1334,0,28,194,21,61,10,314
1335,0,110,848,16,103,341,1418
1336,22,1292,2762,1616,620,489,6801
1337,31,1678,4241,1645,1498,1066,10159
1338,1,33,315,12,99,83,543
1339,0,57,313,36,54,319,779
1340,0,58,413,323,223,8,1025
1341,5,35,336,19,61,6,462
1342,0,24,1967,15,30,9,2045
1343,0,31,477,0,26,9,543
1344,0,226,786,24,317,291,1644
1345,0,31,80,9,16,17,153
1346,0,534,1949,425,356,61,3325
1347,2,233,414,16,186,83,934
1348,16,576,1290,607,473,2071,5033
1349,5,242,734,53,94,258,1386
1350,8,284,649,28,157,218,1344
1351,0,55,438,0,75,2,570
1352,0,18,48,46,43,0,155
1353,39,64,210,242,28,43,626
1354,63,113,308,122,265,148,1019
1355,0,29,390,3,69,31,522
1356,0,81,682,18,63,368,1212
1357,0,138,282,10,43,62,535
1358,0,146,1957,29,45,194,2371
1359,0,159,4265,28,61,477,4990
1360,5,287,293,2,76,51,714
1361,16,2088,1748,88,1272,811,6023
1362,0,570,853,44,221,128,1816
1363,0,340,7713,0,2812,236,11101
1364,0,121,480,21,21,116,759
1365,0,144,602,39,1964,50,2799
1366,20,785,2427,2439,270,210,6151
1367,35,85,713,27,239,21,1120
1368,133,2539,3233,4798,1282,287,12272
1369,12,289,1635,698,522,526,3682
1370,173,75,424,165,223,93,1153
1371,16,33,474,3,96,44,666
1372,2,34,339,4,40,17,436
1373,0,1117,1422,491,356,223,3609
1374,0,1210,1693,533,655,795,4886
1375,0,572,893,408,56,132,2061
1376,2,912,910,143,238,187,2392
1377,18,527,731,36,113,381,1806
1378,0,136,874,280,130,240,1660
1379,0,11,261,0,58,80,410
1380,25,924,1290,1232,1520,1778,6769
1381,77,1152,1575,1067,1156,214,5241
1382,142,84,1034,248,151,38,1697
1383,246,106,283,402,202,66,1305
1384,20,756,1583,627,543,482,4011
1385,32,74,359,131,92,22,710
1386,82,421,831,201,188,278,2001
1387,73,100,117,44,178,6,518
1388,6,24,22,0,44,0,96
1389,44,104,618,61,153,76,1056
1390,47,28,252,21,44,17,409
1391,17,50,589,22,69,127,874
1392,87,53,215,434,79,31,899
1393,14,53,312,429,52,21,881
1394,31,472,698,348,163,11,1723
1395,62,1160,1193,752,778,653,4598
1396,87,129,978,105,105,152,1556
1397,85,138,206,523,291,263,1506
1398,366,37,255,10,49,6,723
1399,18,630,2465,848,576,573,5110
1400,207,47,130,677,47,28,1136
1401,1199,115,756,1544,143,27,3784
1402,411,182,950,763,389,239,2934
1403,56,64,348,58,54,35,615
1404,4,117,88,53,37,1,300
1405,0,270,1069,121,184,897,2541
1406,0,528,560,205,1208,245,2746
1407,8,2544,1252,2936,699,165,7604
1408,0,117,554,139,73,16,899
1409,65,494,780,152,97,174,1762
1410,0,230,422,13,400,284,1349
1411,6,127,1045,12,154,12,1356
1412,0,721,2267,301,698,507,4494
1413,0,524,442,116,24,57,1163
1414,0,86,322,27,87,37,559
1415,329,147,801,282,233,108,1900
1416,36,9,222,11,48,2,328
1417,0,10,95,0,5,0,110
1418,5,43,342,19,49,24,482
1419,0,48,262,115,58,58,541
1420,3,89,558,28,208,94,980
1421,0,860,4305,269,224,557,6215
1422,0,338,1283,162,216,89,2088
1423,7,115,441,44,59,41,707
1424,1,1410,1944,274,486,103,4218
1425,0,915,1069,12,2282,37,4315
1426,0,85,199,68,60,129,541
1427,0,594,1882,60,138,458,3132
1428,0,1851,1679,1405,1867,2422,9224
1429,0,400,625,402,632,606,2665
1430,0,1272,3002,366,1026,511,6177
1431,0,282,529,24,113,89,1037
1432,2,363,1141,52,241,189,1988
1433,0,244,292,14,39,4,593
1434,0,97,403,13,164,390,1067
1435,1,212,465,0,32,4,714
1436,0,164,2059,13,91,215,2542
1437,0,399,3794,37,61,227,4518
1438,0,1794,1267,292,228,1084,4665
1439,0,0,15,0,2063,0,2078
1440,0,288,1288,85,160,137,1958
1441,0,450,1563,416,352,922,3703
1442,4,288,704,57,109,286,1448
1443,3,236,1259,34,101,279,1912
1444,0,294,670,79,203,415,1661
1445,4,276,679,32,74,59,1124
1446,6,324,689,54,201,48,1322
1447,0,139,174,1,55,49,418
1448,2,1484,1690,649,451,614,4890
1449,0,21,305,0,5,91,422
1450,0,162,506,7,27,266,968
1451,0,753,331,99,72,47,1302
1452,0,457,799,86,374,157,1873
1453,4,70,537,0,15,0,626
1454,62,70,232,18,58,50,490
