"ZONE","DISTRICT","SD","COUNTY","TOTHH","HHPOP","TOTPOP","EMPRES","SFDU","MFDU","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","TOTACRE","RESACRE","CIACRE","SHPOP62P","TOTEMP","AGE0004","AGE0519","AGE2044","AGE4564","AGE65P","RETEMPN","FPSEMPN","HEREMPN","AGREMPN","MWTEMPN","OTHEMPN","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TERMINAL","TOPOLOGY","ZERO","hhlds","gqpop"
1163,23,23,5,1347,3641,3641,1600,1375,0,103,209,318,717,1970,530,22,0.306047819971871,202,173,712,754,1072,930,14,32,120,17,15,4,0,0,4,0,0,0,1.01701,1,0,1347,0
1164,23,23,5,2012,5836,5887,2792,1944,17,112,83,228,1589,5072,1516,26,0.295059151009047,833,207,1253,1058,1921,1448,7,222,442,7,29,126,0,0,5,2353,0,0,0.98441,1,0,2012,51
1165,23,23,5,2735,7816,7859,3254,2742,203,368,533,382,1452,4036,2208,46,0.272514010165515,1044,316,1723,1536,2485,1799,19,174,618,1,43,189,0,0,5,0,0,0,0.96822,1,0,2735,43
1166,23,23,5,4055,11535,11558,5950,4365,126,301,403,871,2480,3931,2384,67,0.246100673520028,2229,453,2680,2320,3761,2344,54,211,1819,2,70,73,0,0,4,0,0,0,1.01938,1,0,4055,23
1167,23,23,5,4216,11422,11439,5743,4357,192,705,606,752,2153,2726,1470,57,0.278474212034384,975,457,2513,2233,3554,2682,46,244,552,0,33,100,0,0,4,0,0,0,1.0555,1,0,4216,16
1168,23,23,5,3516,8472,8472,4632,2391,1384,525,657,752,1582,1782,661.12,475,0.197315923104824,25134,369,1685,2379,2738,1301,845,13139,4461,7,2700,3982,0,0,3,0,0,0,1.62129,1,0,3516,0
1169,23,23,5,2255,6601,6630,3261,2126,320,351,159,661,1084,898,570,113,0.197281013440445,3911,301,1605,1644,1975,1105,800,1606,759,0,158,588,0,0,4,0,0,0,1.26831,2,0,2255,29
1170,23,23,5,3234,8362,8362,4704,2206,1003,265,540,1213,1216,1771,606,195,0.14000489955904,5699,507,1655,2932,2324,944,689,1342,2708,12,272,676,0,0,4,0,0,0,1.39792,1,0,3234,0
1171,23,23,5,3088,9499,9515,4996,3006,268,439,249,653,1747,4254,885,72,0.197308934337998,1108,355,2286,2281,3112,1481,138,212,694,0,29,35,0,0,4,0,0,0,1.10666,1,0,3088,16
1172,23,23,5,2179,6393,6407,3703,1771,477,280,294,526,1079,533,299,46,0.163229416466827,553,353,1428,1976,1800,850,128,49,327,0,37,12,0,0,4,0,0,0,1.24791,2,0,2179,13
1173,23,23,5,1471,4535,4549,2516,1421,0,115,258,326,772,445,285,65,0.179914433686107,495,197,1126,1207,1358,661,12,18,438,0,1,26,0,0,4,2667,0,0,1.14598,3,0,1471,13
1174,23,23,5,1925,5225,5236,2889,1779,292,254,226,412,1033,773,420,67,0.259194053208138,590,182,1096,1191,1623,1144,4,53,378,0,130,25,0,0,4,0,0,0,1.11555,2,0,1925,11
1175,23,23,5,5679,16644,16644,7328,3386,1771,826,945,1352,2556,2772,752,1039.7229,0.124246153846154,5920,953,4154,5488,4391,1658,153,2287,864,1178,1204,234,0,0,4,0,0,0,1.55277,1,0,5679,0
1176,23,23,5,15522,49948,50092,25150,14157,2440,1568,1849,2883,9222,73888,5624.64453,485,0.139042244305402,6063,1966,14102,12501,15866,5657,553,1099,3702,63,173,473,0,0,5,3233,0,0,1.05661,1,0,15522,143
1177,24,24,5,6696,18163,18163,8872,6939,161,921,1318,2035,2422,45345,1971,1782,0.267693001748153,2046,837,3445,4448,5392,4041,48,356,966,66,242,368,0,0,4,2792,0,0,1.05347,3,0,6696,0
1178,24,24,5,15203,46679,46829,23911,14843,894,2175,3673,4456,4899,9506,2641,237.01509,0.193149756129568,9828,2406,10831,13324,12748,7520,2075,849,5949,21,233,701,0,0,4,3116,0,0,1.2936,2,0,15203,151
1179,24,24,5,8462,27836,27904,13463,7780,808,1833,1637,2737,2255,9686,2761.78223,157.99748,0.143664660108648,7694,1771,6902,9142,6885,3204,817,995,3208,303,589,1782,0,0,4,3019,0,0,1.13242,3,0,8462,69
1180,24,24,5,5296,18613,18628,8048,4764,225,1040,1446,1573,1237,5840,1546,134,0.120965524825425,1528,1261,4585,6651,4384,1747,66,122,809,32,150,349,0,0,4,2,0,0,1.08644,3,0,5296,15
1181,24,24,5,2083,5626,5650,2592,2443,32,514,461,642,466,29348,187,76,0.208846990572879,273,322,1064,1772,1571,921,7,30,140,6,42,48,0,0,5,0,0,0,1.28387,3,0,2083,24
1182,24,24,5,3862,11341,11394,5900,3090,451,1167,1069,961,665,4321,782,597,0.170981661272923,2076,705,2431,3856,2904,1498,318,329,902,37,186,304,0,0,4,2,0,0,1.08551,3,0,3862,52
1183,24,24,5,1208,3751,3767,1974,1520,0,272,391,374,171,2319,504,840.04901,0.195486677542142,2212,229,749,1240,969,580,51,194,226,0,1348,393,0,0,4,57,0,0,0.98073,2,0,1208,16
1184,24,24,5,1602,5399,5417,2297,1452,44,245,340,587,430,975,591,59,0.170731707317073,519,236,1036,1819,1634,692,86,39,339,0,29,26,0,0,4,0,0,0,1.04002,1,0,1602,18
1185,24,24,5,5781,19616,19662,10721,5491,116,643,1433,2134,1571,2909,1886,84,0.15439912486326,3476,1110,4259,6440,5561,2292,1098,341,1697,5,51,284,0,0,4,2637,0,0,1.13977,2,0,5781,46
1186,24,24,5,5648,19196,19218,9901,5344,464,1138,1575,1648,1287,1803,1120,106.77197,0.176943985503384,3697,998,3966,6237,5395,2622,508,234,2863,0,43,49,0,0,4,44,0,0,1.26941,1,0,5648,22
1187,24,24,5,2604,8011,8011,3583,2807,168,547,1153,611,293,905,499,128,0.199335123385756,2124,463,1606,2573,2076,1293,298,139,1608,0,11,68,0,0,4,3,0,0,1.2488,1,0,2604,0
1188,24,24,5,3038,9352,9383,4198,2548,638,1137,1102,512,287,878,366,260,0.164283375177382,1730,648,2076,3281,2153,1225,106,105,777,0,259,483,0,0,4,201,0,0,1.26244,2,0,3038,31
1189,24,24,5,2481,7125,7184,2923,1360,1167,1323,622,367,169,2307,195,789,0.140861134873111,6202,517,1556,2681,1657,773,1545,759,2227,0,690,981,0,0,4,454,0,0,1.29104,3,0,2481,59
1190,24,24,5,1597,4452,4461,2116,503,1200,746,603,211,37,176,102,33,0.0934557979334099,652,363,1121,1732,934,311,172,36,436,0,0,8,0,0,3,0,0,0,1.51971,3,0,1597,8
1191,24,24,5,1853,6016,6016,2913,1598,386,794,573,368,118,397,201,62,0.136704119850187,820,456,1459,2111,1333,657,30,46,737,0,1,6,0,0,4,1798,0,0,1.4355,2,0,1853,0
1192,24,24,5,1371,4620,4636,2101,1579,5,244,632,400,95,369,205,36,0.182059213433495,322,255,939,1594,1178,670,0,13,288,0,2,19,0,0,4,2,0,0,1.2278,1,0,1371,15
1193,24,24,5,2705,7625,7655,4043,1739,1092,890,980,469,366,782,375,97,0.160957987690661,1012,516,1571,2806,1794,968,263,104,601,0,11,33,0,0,4,0,0,0,1.22876,1,0,2705,30
1194,24,24,5,1678,4612,4612,2167,1330,258,608,414,416,240,528,280,83,0.249611370197646,374,215,855,1386,1191,965,3,30,334,0,1,6,0,0,4,0,0,0,1.19084,1,0,1678,0
1195,24,24,5,5292,18564,18689,9167,5299,45,1086,1230,1588,1388,25291,1717,49,0.18260535978517,1090,897,3951,5777,5404,2660,116,140,677,0,29,128,0,0,4,1,0,0,1.10595,1,0,5292,125
1196,24,24,5,2845,9144,9167,5938,2567,527,456,527,1124,738,3482,546,52,0.186145251396648,326,501,1705,3218,2386,1357,0,53,197,0,23,53,0,0,4,0,0,0,1.16433,1,0,2845,23
1197,24,24,5,1150,3876,3886,1946,790,427,498,323,176,153,363,88,149,0.127833421191355,1191,285,1016,1374,795,416,249,54,876,0,0,12,0,0,3,0,0,0,1.58915,2,0,1150,10
1198,24,24,5,1538,4378,4594,2471,906,734,484,481,370,203,500,167,227,0.181047937569677,1848,269,864,1630,1208,623,367,21,1382,0,0,78,0,0,4,0,1409,5314,1.31907,2,0,1538,216
1199,24,24,5,3342,9447,9468,4105,1596,1459,1308,1175,656,203,885,293,334,0.188879273041973,3987,645,2008,3296,2028,1491,401,284,1638,0,822,842,0,0,4,257,0,0,1.30202,2,0,3342,22
1200,24,24,5,2904,9235,9278,5109,2406,622,413,992,941,558,5049,628,1205,0.180393022742327,574,539,1788,3191,2456,1304,12,66,420,0,2,74,0,0,4,0,0,0,1.00175,1,0,2904,43
1201,24,24,5,1269,4731,4738,2229,1219,7,231,529,304,205,626.70001,194,160,0.149156939040208,366,313,1036,1714,1112,563,0,30,189,0,139,8,0,0,4,0,0,0,1.21145,2,0,1269,7
1202,24,24,5,1001,3615,3624,1821,867,187,397,303,284,17,193.8,117,37,0.119559072922555,379,242,911,1333,774,364,112,43,208,0,0,16,0,0,4,0,0,0,1.39577,2,0,1001,9
1203,24,24,5,1630,5783,5805,2260,1310,260,636,404,433,157,398,133,110,0.132321806633733,1456,388,1385,2157,1300,575,5,22,1012,0,39,378,0,0,3,3104,0,0,1.68217,3,0,1630,23
1204,24,24,5,958,3007,3007,1087,631,221,485,182,222,69,358,80,189,0.16008174386921,1236,191,651,1085,689,391,318,41,363,0,201,313,0,0,4,0,0,0,1.25715,3,0,958,0
1205,24,24,5,1400,3788,3789,1619,1036,376,492,424,281,203,4614,100.73029,840,0.204379562043796,1710,203,680,1254,1047,605,1,123,311,0,985,290,0,0,4,0,0,0,1.07371,3,0,1400,1
1206,24,24,5,1839,6246,6254,2828,1661,324,728,516,345,250,493,111.2992,213,0.119063216508352,952,451,1466,2308,1474,555,135,16,317,0,316,168,0,0,4,0,0,0,1.4202,3,0,1839,8
1207,24,24,5,1827,6574,6574,3704,1845,43,373,831,400,223,1305,212,238,0.1495793081957,320,385,1509,2309,1614,757,1,136,109,0,50,24,0,0,4,0,0,0,1.13501,2,0,1827,0
1208,24,24,5,2558,8448,8466,4023,2154,277,1078,629,502,349,560,322,94,0.117953060730704,477,580,2101,3151,1875,759,93,26,336,0,10,12,0,0,4,24,0,0,1.31204,2,0,2558,18
1209,24,24,5,1721,6028,6050,3194,1381,402,517,727,367,110,1779,161,472.3139,0.11562552903335,478,403,1474,2326,1309,538,39,8,92,0,336,3,0,0,4,0,0,0,1.08816,2,0,1721,23
1210,24,24,5,1857,7339,7342,3396,1683,152,757,654,292,154,1976,287,252,0.113978794642857,416,431,1861,2764,1666,620,38,22,261,0,54,41,0,0,4,28,0,0,1.14871,2,0,1857,3
1211,25,25,6,1689,4100,4106,2149,1523,332,387,480,458,364,19404,226,1665,0.210671342685371,8957,231,731,1266,1188,690,448,1588,732,94,3990,2105,0,0,4,0,0,0,1.13596,1,0,1689,6
1212,25,25,6,2165,4486,4486,2615,1806,611,643,408,743,371,1235,224,45,0.357028204540243,1567,146,606,1069,1328,1337,39,233,800,0,61,434,0,0,4,79,0,0,1.48794,2,0,2165,0
1213,25,25,6,1128,2728,2745,1377,853,248,222,207,317,382,387,183,16,0.284750843012364,613,87,462,743,805,648,114,85,388,0,0,26,0,0,4,1660,0,0,1.35923,1,0,1128,17
1214,25,25,6,1514,3790,3806,2212,1205,320,321,266,424,503,686,268,8,0.260810810810811,239,190,713,1060,1021,822,23,76,125,0,3,12,0,0,4,0,0,0,1.31385,1,0,1514,15
1215,25,25,6,1966,4926,4927,2506,1450,605,351,547,493,575,816,342,23,0.249686847599165,800,213,903,1413,1392,1006,217,84,479,0,11,9,0,0,4,0,0,0,1.23317,1,0,1966,1
1216,25,25,6,1297,3167,3167,1761,1024,186,186,315,396,400,618,236,13,0.302695680415719,193,135,504,838,934,756,15,50,97,0,6,25,0,0,4,0,0,0,1.17564,1,0,1297,0
1217,25,25,6,1843,5719,5719,2745,1674,62,215,376,504,748,2448,407,81,0.22068345323741,744,260,1175,1491,1827,966,12,273,112,59,23,265,0,0,4,0,0,0,1.21169,1,0,1843,0
1218,25,25,6,2168,5908,5919,3643,1345,834,546,669,549,404,602,299,5,0.234231103388358,117,313,894,2070,1479,1163,2,17,92,0,0,6,0,0,4,0,0,0,1.2083,1,0,2168,11
1219,25,25,6,1189,3311,3347,1563,1178,277,255,413,273,248,480,249,19,0.274738783036263,767,139,523,976,965,744,33,99,289,0,4,342,0,0,4,476,0,0,1.25622,1,0,1189,36
1220,25,25,6,3073,8084,8084,4689,2630,467,579,900,940,654,1299,466,28,0.278117048346056,618,323,1073,2415,2502,1771,109,170,240,0,63,36,0,0,4,0,0,0,1.22648,1,0,3073,0
1221,25,25,6,1577,4971,4971,2692,1509,59,456,401,461,259,583,308,30,0.171942892613284,251,291,1015,1782,1205,678,6,8,202,0,6,29,0,0,4,0,0,0,1.22042,1,0,1577,0
1222,25,25,6,1299,3204,3851,2024,677,870,255,463,430,151,484,94,8,0.158386752136752,1987,173,779,1625,781,493,0,16,1924,0,37,10,0,0,4,0,504,66,1.51962,1,0,1299,647
1223,25,25,6,1170,3561,3581,1697,1166,188,554,374,185,57,704,173,134,0.160539919586445,2126,225,744,1237,928,447,16,65,200,0,715,1130,0,0,4,0,0,0,1.30348,2,0,1170,21
1224,25,25,6,1556,2898,3009,1120,242,1573,951,447,102,56,231,35,65,0.288888888888889,1603,186,454,966,704,699,71,122,901,0,149,360,0,0,3,0,0,0,2.12679,1,0,1556,110
1225,25,25,6,1202,2780,2780,1218,700,623,638,267,195,102,182,109,26,0.1779504254532,277,170,457,1023,744,386,33,16,73,3,5,147,0,0,3,0,0,0,1.86422,1,0,1202,0
1226,25,25,6,1190,3581,3590,1571,1070,195,473,457,233,27,263,143,36,0.148710601719198,705,239,712,1382,845,412,85,189,69,1,360,1,0,0,3,0,0,0,1.31245,2,0,1190,8
1227,25,25,6,1276,3463,3468,1722,1301,28,364,548,300,64,284,195,15,0.188018979833926,226,212,605,1224,907,520,39,0,158,0,27,2,0,0,4,0,0,0,1.16946,1,0,1276,5
1228,25,25,6,777,2242,2278,1443,952,7,189,165,284,139,319,207,27,0.203160270880361,152,125,402,732,651,368,0,5,117,0,1,29,0,0,4,0,0,0,1.10068,1,0,777,36
1229,25,25,6,1530,4347,4356,2328,1082,497,491,489,415,135,328,189,59,0.195985832349469,917,284,875,1491,1000,706,125,88,686,0,6,12,0,0,4,0,0,0,1.38752,1,0,1530,9
1230,25,25,6,2510,7208,7246,3145,1878,637,751,539,709,511,835,488,22,0.261887863733144,433,337,1253,2156,1926,1574,49,30,336,0,12,6,0,0,4,40,0,0,1.19347,1,0,2510,38
1231,25,25,6,1198,3569,3596,1652,1249,83,372,570,151,105,264,159,41,0.192505720823799,446,203,661,1243,909,580,52,34,341,0,12,7,0,0,4,0,0,0,1.34099,3,0,1198,27
1232,25,25,6,1212,3650,3743,2072,1112,230,551,373,179,109,284,151,52,0.15691123935147,1056,207,756,1329,970,481,166,237,596,0,10,47,0,0,3,0,0,0,1.43438,3,0,1212,93
1233,25,25,6,1273,3258,3258,1713,1088,150,224,395,443,211,304,206,28,0.241792929292929,331,174,502,990,942,650,15,72,238,0,3,3,0,0,4,0,0,0,1.1712,1,0,1273,0
1234,25,25,6,1521,4117,4146,1834,826,676,809,388,196,128,348,151,105,0.13768295708261,2429,265,833,1603,1002,443,204,215,1603,0,104,303,0,0,3,1688,0,0,1.46903,2,0,1521,29
1235,25,25,6,1166,2789,2800,1137,585,618,534,436,165,31,266,82,78,0.166421748714181,224,169,502,1008,772,349,29,24,168,0,3,0,0,0,3,0,0,0,1.35449,1,0,1166,10
1236,25,25,6,1558,3851,3880,1892,771,808,585,613,288,72,397,161,34,0.168080593849417,503,259,698,1430,980,513,53,16,431,0,1,2,0,0,4,33,0,0,1.2784,1,0,1558,29
1237,25,25,6,1041,2899,2899,1906,569,481,331,312,287,111,139,103,2,0.146505853139411,95,172,576,1055,770,326,0,5,86,0,0,4,0,0,3,0,0,0,1.35711,1,0,1041,0
1238,25,25,6,353,1023,1205,605,423,24,46,127,72,108,23401,27,3325,0.164675767918089,1610,63,182,509,295,156,0,238,700,0,388,284,0,0,4,0,0,0,0.93525,2,0,353,182
1239,25,25,6,1029,3604,3630,1874,967,0,117,302,370,240,379,121,12,0.246245395296118,55,145,564,1186,1000,735,0,10,44,0,1,0,0,0,4,0,0,0,1.36272,3,0,1029,26
1240,25,25,6,1434,5339,5462,2313,1414,66,352,629,314,139,849,274,57,0.190018832391714,467,345,1085,1837,1377,818,57,4,369,0,25,12,0,0,4,1,0,0,1.26986,3,0,1434,122
1241,25,25,6,1286,3024,3210,1383,587,895,920,249,78,39,575,123,178,0.279397628965075,3826,147,566,937,813,747,549,241,2606,0,361,69,0,0,4,5,0,0,1.47992,3,0,1286,186
1242,25,25,6,2276,6168,6182,3588,2079,391,621,661,542,452,588,348,114,0.225790349417637,5071,335,1072,1973,1665,1137,29,81,4946,0,6,9,0,0,4,0,0,0,1.46979,1,0,2276,13
1243,25,25,6,1828,5086,5158,2523,1221,821,679,591,372,186,803,218,244,0.238683948155533,1363,289,931,1693,1267,978,23,27,1309,0,0,4,0,0,4,182,0,0,1.39685,1,0,1828,72
1244,25,25,6,1733,6240,6310,2561,1627,91,583,538,457,155,509,304,17,0.190872045639772,525,355,1313,2084,1593,965,6,70,418,1,5,25,0,0,4,414,0,0,1.29725,1,0,1733,70
1245,25,25,6,1689,6060,6075,2693,1892,0,433,584,418,254,661,370,24,0.18929901794785,132,334,1229,2094,1509,909,5,4,113,0,4,6,0,0,4,4,0,0,1.17135,1,0,1689,14
1246,25,25,6,3632,11167,11219,5344,3161,668,657,843,1150,982,5211,717,184,0.249633296663,3541,463,1716,3461,3339,2240,1833,251,1296,54,51,56,0,0,4,1696,0,0,1.29491,1,0,3632,52
1247,26,26,6,4253,13913,13965,7541,4176,0,584,859,1368,1442,13328,595,493,0.15887162112396,3624,837,2882,4603,3921,1722,234,369,819,0,1044,1158,0,0,4,1839,0,0,1.17731,2,0,4253,51
1248,26,26,6,3642,10523,10523,4929,3217,78,325,551,1398,1368,23082,3807,162,0.219822109275731,5516,533,2164,2878,3059,1889,505,2257,1983,18,177,576,0,0,4,0,0,0,0.97719,1,0,3642,0
1249,26,26,6,2198,6242,6258,3304,1621,551,288,531,958,421,11830,551,602.83838,0.180144641683103,3618,354,1186,2178,1623,917,405,757,1165,19,748,524,0,0,5,0,2641,7434,1.14215,3,0,2198,15
1250,26,26,6,1779,5525,5574,2584,1232,591,621,666,350,142,3783,307,302,0.137479239712124,4968,373,1159,2071,1397,574,809,262,982,5,2576,334,0,0,4,0,0,0,1.55598,3,0,1779,48
1251,26,26,6,2415,7207,7229,3439,2208,586,940,691,510,274,71643,484,1366,0.194365395560615,1787,408,1378,2397,1977,1069,366,101,731,0,118,471,0,0,4,0,0,0,0.99749,3,0,2415,22
1252,26,26,6,862,2914,3857,1529,928,243,150,450,204,58,4995,366,4581,0.00746666666666667,1686,507,946,2262,132,10,35,457,856,0,83,255,0,0,4,0,0,0,0.95647,3,0,862,943
1253,26,26,6,1320,4301,4301,2337,1232,0,114,338,610,258,1064,227,53,0.15949306551889,93,245,872,1520,1133,531,7,0,60,0,4,22,0,0,4,0,0,0,1.14339,3,0,1320,0
1254,26,26,6,1918,6303,6312,3507,1926,35,300,764,581,273,428,406,5,0.192602248655695,274,344,1253,2144,1592,979,1,15,179,0,40,39,0,0,4,0,0,0,1.17295,3,0,1918,9
1255,26,26,6,1801,5477,5477,2767,1072,711,604,420,506,271,317,224,41,0.166384976525822,496,338,1051,2073,1304,711,55,27,387,22,0,5,0,0,4,0,0,0,1.36865,3,0,1801,0
1256,26,26,6,1738,5188,5188,2359,1420,386,647,533,420,138,945,704,39,0.213521015067407,477,285,1018,1719,1273,893,11,48,215,0,109,94,0,0,4,0,0,0,1.08119,3,0,1738,0
1257,26,26,6,2292,7072,7072,3810,1689,554,489,837,812,154,477,310,32,0.16564863292612,231,432,1524,2515,1664,937,3,17,205,0,2,4,0,0,4,16,0,0,1.27358,3,0,2292,0
1258,26,26,6,1330,4310,4310,2397,870,761,451,579,200,100,220,144,8,0.131503579952267,191,281,1077,1551,974,427,31,5,142,0,0,13,0,0,4,0,0,0,1.48835,3,0,1330,0
1259,26,26,6,1815,5559,5578,2667,1140,821,901,433,390,91,326,151,39.36298,0.13903743315508,1495,413,1303,2099,1105,658,134,200,569,0,557,35,0,0,4,39,0,0,1.97691,3,0,1815,19
1260,26,26,6,1162,3862,3865,1481,733,566,560,430,143,29,198,114,39,0.105641298563065,215,318,965,1492,772,318,9,16,142,0,2,46,0,0,4,0,0,0,1.48612,3,0,1162,3
1261,26,26,6,1347,4363,4385,2191,1233,134,296,583,322,146,330,135,50,0.154351395730706,440,260,903,1639,1059,524,138,92,164,0,7,39,0,0,4,0,0,0,1.46588,3,0,1347,22
1262,26,26,6,688,1858,1897,791,288,354,300,293,76,19,224,75,57,0.138286334056399,5097,130,396,744,426,201,45,301,845,0,98,3808,0,0,2,2391,0,0,2.34604,3,0,688,39
1263,26,26,6,997,2925,2948,1380,577,475,478,385,103,31,271,118,37,0.185973482205164,1590,170,604,1009,714,451,21,97,679,0,8,785,0,0,3,59,0,0,1.82544,3,0,997,23
1264,26,26,6,1991,6156,6156,2920,927,1093,828,626,399,138,379,190,65,0.116624895572264,879,496,1418,2357,1319,566,177,188,462,0,51,1,0,0,4,0,0,0,1.51514,2,0,1991,0
1265,26,26,6,1256,3595,3631,2276,678,541,382,461,310,103,411,127,119,0.164872521246459,4791,261,768,1305,825,472,1216,104,3414,0,20,37,0,0,3,12,0,0,2.18103,2,0,1256,36
1266,26,26,6,1491,4960,4964,2444,1144,316,459,508,400,124,348,173,44,0.140281806879403,934,284,1148,1837,1146,549,197,144,537,0,21,35,0,0,4,63,0,0,1.43352,3,0,1491,4
1267,26,26,6,1313,3624,3624,1408,1000,121,311,332,406,264,446,231,37,0.262560317910871,859,180,644,1050,937,813,158,92,442,0,0,167,0,0,4,0,0,0,1.29335,1,0,1313,0
1268,26,26,6,4365,11431,11451,5745,3413,1074,767,943,1229,1426,8690,1374.74536,53.37183,0.269469145782808,2254,466,1804,3149,3570,2462,85,476,1548,9,42,94,0,0,4,0,0,0,1.07521,1,0,4365,20
1269,26,26,6,4025,10790,10839,5156,2701,1254,867,1359,1102,697,2243,478,98,0.261434807363826,2546,562,1811,3356,2742,2368,743,70,1604,0,24,105,0,0,4,2036,0,0,1.38343,2,0,4025,49
1270,26,26,6,6238,20521,20532,11566,5873,294,884,1400,2406,1548,8545,1063.33752,573.23114,0.164712954613766,3245,1183,4309,7069,5341,2630,31,504,1300,0,1090,320,0,0,4,1833,0,0,1.14115,3,0,6238,11
1271,26,26,6,5535,16989,17005,8540,5258,297,758,1393,1958,1426,4587,744,325,0.152180487509829,666,1048,3735,5684,4550,1988,68,84,406,0,65,43,0,0,4,0,0,0,1.17185,3,0,5535,16
1272,26,26,6,4,23,23,0,0,0,4,0,0,0,890,0,463,49.9545454545455,3935,0,0,12,8,3,0,0,2497,0,0,1438,0,0,2,0,0,0,1.03176,3,0,4,0
1273,26,26,6,1630,4459,4477,2098,1342,432,611,506,282,231,2115,326,57.17422,0.193429818515966,867,224,844,1499,1245,665,135,177,481,0,23,51,0,0,4,709,0,0,1.23333,3,0,1630,19
1274,26,26,6,2443,6170,6170,3099,1324,1012,940,783,584,136,625,342,123.15377,0.19503250541757,1689,389,1096,2254,1460,971,467,212,844,0,56,110,0,0,4,1712,0,0,1.32355,2,0,2443,0
1275,26,26,6,1330,3525,3525,1985,853,677,268,559,366,137,275,169,17,0.139480595272833,315,217,669,1466,772,401,67,41,190,0,6,11,0,0,4,0,0,0,1.3976,2,0,1330,0
1276,26,26,6,1329,3934,3934,2064,813,456,172,569,436,152,267,153,17,0.144052287581699,576,230,833,1561,866,444,97,124,345,0,7,3,0,0,4,0,0,0,1.38836,3,0,1329,0
1277,26,26,6,2101,6172,6183,3006,1774,160,376,555,787,383,430,276,14,0.182997837298286,214,402,1252,2027,1601,901,10,20,160,0,5,19,0,0,4,0,0,0,1.29155,3,0,2101,10
1278,26,26,6,1511,4506,4506,2606,1520,0,146,512,473,380,1390,228,56,0.152704861903675,368,358,866,1644,1106,532,114,46,193,0,2,13,0,0,4,0,0,0,1.11683,3,0,1511,0
1279,26,26,6,3363,9442,9468,4896,2904,651,565,1074,896,828,13849,5026.12793,805.15833,0.175991309071157,8789,578,1671,3496,2374,1349,447,628,2639,82,2758,2235,0,0,5,50,0,0,1.04796,3,0,3363,26
1280,26,26,6,4970,10902,10902,5866,4228,856,1065,1543,1163,1199,1678,760.7757,310.05307,0.389187659213133,6384,416,1502,2551,2816,3617,2551,252,3183,4,218,176,0,0,4,0,0,0,1.32692,3,0,4970,0
1281,26,26,6,2559,6674,6674,3836,1299,1486,632,1027,712,188,612,226,126,0.119432886423178,2036,461,1253,2983,1324,653,550,709,542,0,182,53,0,0,4,0,0,0,1.48341,2,0,2559,0
1282,26,26,6,4869,14617,14694,7473,3790,1098,1167,1084,1280,1338,2907,1122,180,0.158056838863223,3241,894,3394,4599,4031,1776,604,314,1342,4,145,832,0,0,4,2,0,0,1.15454,1,0,4869,77
1283,26,26,6,1618,4239,4239,1914,1258,321,524,596,345,153,457,238,84,0.190487745692793,1031,245,917,1441,1007,629,13,84,864,0,59,11,0,0,3,2148,0,0,1.36101,3,0,1618,0
1284,26,26,6,2141,5430,5453,2927,1976,284,474,456,610,601,1511,460,161.58513,0.215956242927197,3803,266,1026,1829,1383,949,371,600,1631,0,94,1107,0,0,4,0,0,0,1.41116,1,0,2141,24
1285,26,26,6,1898,4959,4959,2440,1996,10,281,435,565,617,1246,496,61,0.293507571043352,523,237,884,1230,1384,1224,15,159,296,0,9,44,0,0,3,0,0,0,1.08739,2,0,1898,0
1286,26,26,6,1750,4745,4751,2342,1907,36,303,524,386,537,56212,10421,96,0.316735224074475,1180,152,718,1126,1539,1216,4,78,75,587,22,414,0,0,4,0,0,0,0.90667,1,0,1750,6
1287,26,26,6,340,968,969,513,483,0,84,129,44,83,109722,2606,3460,0.247346072186837,848,47,160,282,294,186,44,106,13,226,272,187,0,0,5,0,0,0,0.91727,3,0,340,1
1288,26,26,6,3910,11625,11629,6578,2992,1066,849,1339,1160,562,2502,785,126,0.186803467185565,1945,636,2419,3746,3120,1708,345,193,867,253,51,236,0,0,4,0,0,0,1.21056,3,0,3910,4
1289,26,26,6,2961,8852,8852,4317,2351,817,916,926,663,456,4140,570.52234,437,0.164303973971648,4186,605,1934,3076,2098,1139,531,378,1184,85,1534,474,0,0,4,1210,0,0,1.1868,3,0,2961,0
1290,26,26,6,5438,11490,11496,3997,5384,453,1733,1907,1358,440,149505,4347.34229,3135,0.485819092779816,1932,428,1208,2252,2754,4854,252,90,664,336,208,382,0,0,4,0,0,0,0.93696,2,0,5438,6
1291,27,27,7,3572,12370,12384,6434,2869,419,594,926,953,1099,18433,1148,63.79836,0.166978751119433,2169,531,2919,3882,3397,1655,619,295,1057,51,122,25,0,0,4,1585,0,0,1.15254,2,0,3572,14
1292,27,27,7,3011,10596,10664,5719,2615,129,610,630,975,796,10156,719,1712.89636,0.179824146733478,10014,507,2285,3333,2989,1550,266,2635,1699,113,3651,1650,0,0,4,15,0,0,1.13556,3,0,3011,69
1293,27,27,7,2204,5574,5599,3773,1515,921,571,516,541,576,3647,399.06903,22,0.261840446605438,1109,276,956,1844,1322,1201,91,76,410,335,66,131,0,0,4,0,0,0,1.21428,2,0,2204,25
1294,27,27,7,24,45,68,18,6,44,24,0,0,0,1242,486,230,0.0447761194029851,4225,5,16,13,34,0,19,190,3565,31,213,207,0,0,4,0,1613,4630,1.05023,2,0,24,22
