"ZONE","DISTRICT","SD","COUNTY","TOTHH","HHPOP","TOTPOP","EMPRES","SFDU","MFDU","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","TOTACRE","RESACRE","CIACRE","SHPOP62P","TOTEMP","AGE0004","AGE0519","AGE2044","AGE4564","AGE65P","RETEMPN","FPSEMPN","HEREMPN","AGREMPN","MWTEMPN","OTHEMPN","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TERMINAL","TOPOLOGY","ZERO","hhlds","gqpop"
280,6,6,2,1349,3507,3507,2049,932,541,184,161,333,671,281,139,52,0.182653647329121,2834,202,620,1151,1028,506,287,1366,926,0,91,164,0,0,3,0,0,0,2.10619,2,0,1349,0
281,6,6,2,2052,4776,4837,2463,818,1340,703,247,344,758,265,142.05783,50,0.233395794295232,2892,256,685,1725,1238,933,224,871,1155,0,143,499,0,0,3,959,0,0,2.04034,2,0,2052,61
282,6,6,2,986,2594,2594,1274,865,129,118,199,207,462,480,153,78,0.243788819875776,5784,151,523,636,753,531,95,4945,500,12,61,171,0,0,3,0,0,0,1.76902,1,0,986,0
283,6,6,2,1321,3545,3592,2336,1320,30,151,240,100,830,321,203,40,0.266890944771517,305,206,597,937,1051,801,2,10,276,0,10,7,0,0,4,1375,0,0,1.2184,1,0,1321,47
284,6,6,2,1774,4927,4948,2502,680,1141,378,401,488,507,243,129,58,0.145532261347446,4036,344,788,2160,1057,599,1409,425,2103,0,20,79,0,0,3,0,0,0,3.46061,1,0,1774,21
285,6,6,2,1107,2994,2995,1601,1151,11,148,119,83,757,310,207,36,0.235709482178884,260,197,483,836,896,583,0,12,233,0,10,5,0,0,4,21,0,0,1.15682,1,0,1107,1
286,6,6,2,2691,7016,7388,3967,1818,1060,314,460,434,1483,573,393.89825,77,0.189612868047983,1337,390,1430,2465,1947,1156,230,134,838,0,48,87,0,0,4,0,721,827,1.31514,1,0,2691,373
287,6,6,2,992,2548,2598,1315,742,324,154,177,262,399,328,197,50,0.248062015503876,1226,120,486,731,731,530,31,359,632,0,26,178,0,0,4,448,0,0,1.41933,1,0,992,50
288,6,6,2,3049,7220,7301,3962,1373,1973,594,413,719,1323,1544,461,296,0.196854738584632,1436,376,1236,2672,1801,1216,138,139,1082,0,27,50,0,0,4,2147,0,0,1.105,1,0,3049,81
289,6,6,2,2146,6161,6161,3536,2286,0,109,142,336,1559,678,402,21,0.223639038744483,442,306,1342,1479,1886,1148,43,73,285,0,15,26,0,0,4,0,0,0,1.17774,1,0,2146,0
290,6,6,2,1468,3685,3685,1804,1166,417,118,380,302,668,559,274,16,0.247335337523914,158,220,588,1100,1023,754,0,30,44,0,53,31,0,0,4,0,0,0,1.12964,1,0,1468,0
291,6,6,2,1227,3165,3173,1766,1066,250,140,169,268,650,667,292,175,0.253570295144399,2542,157,534,860,934,688,109,279,1438,0,424,292,0,0,4,30,2638,6857,1.17017,1,0,1227,8
292,6,6,2,881,2447,2447,1463,888,84,82,120,163,516,362,194,64,0.263786008230453,301,127,485,560,739,536,24,51,192,0,11,23,0,0,4,62,0,0,1.24793,1,0,881,0
293,6,6,2,2149,5939,5970,3278,2392,32,149,502,596,902,5328,617,741,0.273110661268556,653,266,995,1598,1816,1295,55,89,230,23,168,88,0,0,4,0,0,0,1.0198,1,0,2149,31
294,6,6,2,2413,6086,6097,3530,2366,231,336,387,592,1098,5877,1015,266,0.260654112983152,1004,265,923,1540,2104,1265,96,114,594,12,66,122,0,0,4,0,0,0,1.03036,1,0,2413,11
295,6,6,2,1374,4164,4178,2538,1049,237,126,222,472,554,21718,1375,822,0.210221793635487,1304,233,755,1302,1170,718,176,91,505,57,348,127,0,0,4,1020,0,0,0.97768,1,0,1374,13
296,6,6,2,3636,9176,9278,4927,2823,615,760,588,899,1389,27294,3927.104,176,0.29483282674772,3578,396,1529,2346,2713,2294,342,592,2073,183,130,258,0,0,4,37,0,0,0.98474,1,0,3636,102
297,7,7,2,1679,4201,4307,2862,2085,67,207,285,362,825,114928,13647,2164,0.264437689969605,1403,195,568,1282,1330,932,47,73,625,520,54,84,0,0,5,108,0,0,0.90591,1,0,1679,107
298,7,7,2,2639,6875,6879,2644,2469,253,260,255,437,1687,9757,3713,969,0.33792093704246,1966,248,1298,1262,2072,1999,80,497,1101,128,79,81,0,0,5,277,0,0,0.93674,1,0,2639,4
299,7,7,2,1159,3156,3156,1503,1155,4,131,73,169,786,11075,4012,177,0.291001914486279,1127,132,583,674,1011,756,147,226,504,25,11,214,0,0,5,0,0,0,0.91866,1,0,1159,0
300,7,7,2,965,2651,2651,1295,927,0,93,129,120,623,2314,1530,111,0.291413373860182,1070,91,508,531,887,634,4,128,839,0,38,61,0,0,5,1781,812,3769,0.94383,1,0,965,0
301,7,7,2,2212,6074,6116,3253,1988,250,54,393,558,1207,785,495,97,0.23250452823975,653,392,1106,1649,1822,1147,68,83,405,0,4,93,0,0,4,0,0,0,1.16015,1,0,2212,42
302,7,7,2,1630,4418,4442,2677,1756,1,90,144,231,1165,1345,528,468,0.272047154840172,326,221,736,1060,1437,988,5,167,84,10,10,50,0,0,4,0,0,0,0.99383,1,0,1630,24
303,7,7,2,1690,4697,4723,2327,1600,148,172,323,338,857,492,341,32,0.221961620469083,700,306,759,1401,1399,858,4,126,520,0,16,34,0,0,4,0,0,0,1.18735,1,0,1690,26
304,7,7,2,2121,5464,5553,2762,1595,377,143,266,380,1332,1556,605,88,0.276750090678273,1229,259,947,1248,1809,1290,0,63,1090,10,21,45,0,0,4,8,0,0,1.05136,1,0,2121,90
305,7,7,2,726,2005,2007,1063,594,132,77,74,124,451,293,184,38,0.227797290516809,117,127,394,511,587,388,0,11,99,0,4,3,0,0,4,0,0,0,1.0733,1,0,726,2
306,7,7,2,1348,3606,3617,2084,1142,311,157,162,267,762,639,381,41,0.2208298524088,199,207,694,970,1091,655,2,45,123,0,4,25,0,0,4,0,0,0,1.0557,1,0,1348,10
307,7,7,2,1800,5240,5242,2675,1622,186,85,275,279,1161,479,327,47,0.204803073967339,632,291,1140,1354,1559,898,5,169,339,0,93,26,0,0,4,0,0,0,1.15703,1,0,1800,2
308,7,7,2,1630,4564,4572,2708,1391,310,156,196,376,902,290,210,14,0.172907488986784,426,273,1051,1194,1395,659,3,58,208,0,68,89,0,0,4,0,0,0,1.44532,1,0,1630,8
309,7,7,2,3670,8412,8455,5255,1707,1938,451,595,924,1700,499,288,65,0.177963073257892,3928,494,1371,3209,2130,1251,467,1249,1956,0,50,206,0,0,4,0,0,0,2.13384,1,0,3670,42
310,7,7,2,677,1811,1830,1092,614,42,133,102,98,344,873,102,542.01349,0.152449091909741,12406,130,322,623,555,200,1285,4350,2427,0,2148,2196,0,0,3,0,0,0,1.92965,3,0,677,19
311,7,7,2,1748,4116,4133,2280,1194,581,223,182,475,868,916,233,351,0.218567251461988,17205,220,693,1256,1211,753,150,6635,3093,1,2065,5261,0,0,4,63,0,0,2.76589,3,0,1748,17
312,7,7,2,3310,8737,8739,4228,2092,1068,545,258,706,1801,1282,363,80,0.142099804079751,713,433,1796,2849,2655,1006,2,169,181,0,175,186,0,0,4,0,0,0,1.43918,3,0,3310,2
313,7,7,2,1647,3930,4083,2358,940,645,338,408,370,531,7842,107.1739,1254,0.152195362604835,10231,168,475,1956,1098,386,519,3265,2319,9,1475,2644,0,0,4,0,0,0,1.13538,3,0,1647,153
314,7,7,2,1912,6172,6250,3305,628,1454,722,550,356,284,357,82,181,0.124879149210442,7763,356,1280,2601,1386,627,261,1093,4238,0,1112,1059,0,12,2,412,0,0,2.14285,3,0,1912,79
315,7,7,2,2387,4697,4901,3375,86,2277,478,320,402,1187,425,57.49052,218,0.0856966707768187,24698,183,350,3337,725,306,970,3860,5853,0,512,13503,0,14.3677,2,0,0,0,3.40761,3,0,2387,203
316,7,7,2,1000,2637,2654,1761,458,575,238,208,237,317,115,56,15,0.119165085388994,337,144,425,1228,616,241,80,89,92,0,15,61,0,18.70989,3,0,0,0,2.02201,3,0,1000,17
317,7,7,2,2252,5391,5418,3621,1236,1177,289,340,780,843,344,210,48,0.161524163568773,1818,291,792,2198,1428,709,43,286,1291,0,104,94,0,0,4,2143,0,0,1.46473,3,0,2252,27
318,7,7,2,1072,2954,2955,1511,980,68,85,175,220,592,184,126,9.05763,0.187457396046353,536,158,665,797,888,447,10,143,288,0,5,90,0,0,4,273,0,0,1.43477,2,0,1072,1
319,7,7,2,1194,3372,3383,1897,1253,15,161,129,224,680,301,217,9,0.242036320333433,314,186,592,881,1047,677,6,57,193,0,0,58,0,0,4,0,0,0,1.19411,2,0,1194,11
320,7,7,2,2235,5803,5844,3606,1687,591,309,531,464,931,321,219,18,0.168533517146304,569,373,879,2269,1523,800,1,59,400,0,6,103,0,0,4,0,0,0,1.45602,3,0,2235,41
321,7,7,2,1062,3018,3034,1488,1044,27,144,112,228,578,272,168,28,0.211085297046133,838,209,518,941,824,542,150,229,377,0,13,69,0,0,4,0,0,0,1.29262,2,0,1062,16
322,7,7,2,1966,4923,4925,2787,1645,305,276,287,329,1074,411,262,50,0.246421267893661,618,297,771,1445,1425,987,32,194,316,0,52,24,0,0,4,0,0,0,1.28069,3,0,1966,2
323,7,7,2,1802,5018,5309,3641,1306,958,321,470,435,576,256,150,38,0.212673117055587,1414,301,812,2093,1143,960,458,167,555,0,149,85,0,0,3,0,0,0,1.65432,3,0,1802,290
324,7,7,2,1423,4084,4090,2370,343,1129,451,410,326,236,124,89,7,0.106377739473036,727,262,770,1839,858,361,162,101,338,0,0,126,0,0,3,0,0,0,2.08446,3,0,1423,6
325,7,7,2,2178,6225,6247,3971,1345,1172,530,605,530,513,261,167,17,0.119297114299532,510,387,1132,2701,1440,587,234,91,105,0,0,80,0,0,4,0,0,0,1.60694,3,0,2178,22
326,7,7,2,861,2728,2767,1692,186,682,247,323,174,117,144,47,36,0.0742628321805606,1431,154,592,1310,559,152,514,108,450,0,99,260,0,12,2,0,0,0,2.1354,3,0,861,38
327,7,7,2,1518,5444,5579,2849,688,935,577,331,295,315,177,84,37.0709,0.105234657039711,858,342,1273,2229,1277,458,157,121,503,0,52,25,0,0,4,0,0,0,2.11089,3,0,1518,135
328,7,7,2,1162,3394,3394,1966,1062,67,225,103,287,547,254,159,20,0.18486646884273,491,174,583,1209,935,493,21,202,180,0,46,42,0,0,4,380,0,0,1.48853,3,0,1162,0
329,7,7,2,1286,4550,4622,2600,1096,351,303,339,372,272,281,125,91,0.138374373501852,3077,260,980,1772,1114,496,155,1077,650,0,435,760,0,0,3,0,0,0,1.93313,3,0,1286,72
330,7,7,2,1639,5512,5535,3002,1351,234,487,410,404,338,230,154,16,0.132459970887918,580,360,1134,2195,1275,571,48,121,269,0,21,121,0,0,3,0,0,0,1.65931,3,0,1639,23
331,7,7,2,2012,6470,6483,3363,1119,753,446,485,514,567,3016,169,649,0.112940810936772,37508,402,1182,3020,1303,576,97,4470,973,24,3313,28631,0,0,3,0,0,0,1.35383,3,0,2012,13
332,7,7,2,963,4470,4495,2675,1038,63,169,272,270,252,1336,162,265,0.127492717902756,5524,240,971,1850,983,451,34,2816,1315,19,610,730,0,0,4,107,0,0,1.45307,3,0,963,25
333,7,7,2,2682,10800,10877,6550,2606,484,346,676,721,939,800,433,105,0.119537037037037,1322,681,2333,4364,2499,1000,454,69,738,0,16,45,0,0,4,580,0,0,1.35839,3,0,2682,77
334,7,7,2,1665,7393,7421,3870,1581,254,311,607,341,406,317,169,23,0.123490297190935,951,434,1569,3069,1625,724,77,180,574,0,20,100,0,0,4,0,0,0,1.79546,3,0,1665,28
335,7,7,2,2784,8411,8421,4272,585,2651,999,755,534,496,236,163,21,0.0776222939839732,1583,539,2151,3562,1657,512,372,961,209,4,24,13,0,0,3,0,0,0,2.16771,3,0,2784,9
336,7,7,2,1639,4383,4383,2182,1302,333,155,161,287,1036,319,188,57.37568,0.173023897058824,912,249,913,1368,1233,620,208,390,276,0,25,13,0,0,4,0,0,0,1.44262,3,0,1639,0
337,7,7,2,571,1488,1488,868,386,155,94,58,101,318,315,148,138,0.244414353419093,388,68,287,416,451,266,0,34,194,0,5,155,0,0,4,0,0,0,1.13628,3,0,571,0
338,7,7,2,821,2418,2484,1385,763,46,44,117,150,510,206,135,13,0.163828061638281,130,163,640,649,709,323,0,50,56,0,0,24,0,0,4,0,0,0,1.36423,3,0,821,65
339,7,7,2,901,2668,2668,1117,1043,0,49,41,106,705,968,762,55,0.291808229520574,998,84,579,498,853,654,0,49,833,0,0,116,0,0,4,0,74,0,0.98111,3,0,901,0
340,7,7,2,2032,4769,4792,2725,780,1399,276,284,491,981,502,170,231,0.146069777217318,4938,316,795,1995,1089,597,30,2300,827,10,166,1605,0,0,4,2275,0,0,2.44987,3,0,2032,23
341,7,7,2,2137,4553,4561,2599,822,1317,324,486,387,940,323,177,52,0.197615367630824,5598,303,599,1950,954,755,819,1577,2539,0,61,602,0,0,3,54,0,0,2.35183,3,0,2137,8
342,7,7,2,1337,3888,4485,1948,1577,0,135,105,234,863,2123,1760,142,0.302941836963845,1973,107,1023,1033,1136,1186,24,145,1751,0,20,33,0,0,4,579,426,123,0.96373,2,0,1337,596
343,7,7,2,811,2338,2351,955,808,27,97,48,177,489,315,227,33,0.250642673521851,644,102,528,469,758,494,3,65,558,0,0,18,0,0,4,615,0,0,1.08224,3,0,811,13
344,7,7,2,1152,3384,3384,1582,1105,16,132,117,80,823,407,306,11,0.214285714285714,258,147,952,587,1103,595,0,35,171,0,42,10,0,0,4,0,0,0,1.10694,3,0,1152,0
345,7,7,2,1752,4649,4659,2216,1422,527,191,250,290,1021,397,301,16,0.22654561175962,795,236,1059,1121,1343,900,31,353,369,0,16,26,0,0,4,0,0,0,1.2315,1,0,1752,10
346,7,7,2,1358,3383,3383,1696,930,619,195,208,196,759,1118,254,495,0.276868115510569,7805,120,675,939,816,833,90,4638,1215,6,908,948,0,0,4,0,0,0,1.36302,1,0,1358,0
347,8,8,3,2848,7739,7822,3443,3048,340,294,377,353,1824,33245.39844,4108,635,0.366410222975616,3047,199,1285,1472,2416,2450,13,392,2231,117,188,106,12,42,4,0,3889,11577,1.74198,1,0,2848,83
348,8,8,3,0,0,0,0,0,0,0,0,0,0,748.09998,45,289,0,10539,0,0,0,0,0,0,3691,215,0,223,6410,0,0,3,0,0,0,1.11,1,0,0,0
349,8,8,3,369,1010,1014,580,314,64,57,37,43,232,710.59998,361,231,0.271629778672032,17635,50,194,290,273,207,151,7757,4532,0,4059,1136,0,0,2,0,0,0,2.1454,2,0,369,4
350,8,8,3,1007,2682,3662,1816,1072,174,95,89,86,737,530.70001,366,103,0.249025069637883,1026,93,565,1470,751,783,101,728,180,0,14,3,0,0,4,0,0,0,1.09205,1,0,1007,979
351,8,8,3,2115,4847,4870,2560,1040,1146,474,354,296,991,371.89999,258,85,0.22303664921466,5890,202,841,1722,1170,935,197,2425,2598,20,134,516,0,0,4,0,0,0,1.64777,3,0,2115,23
352,8,8,3,427,949,2806,668,16,305,100,265,51,11,42,18,24,0.00290803344238459,187,47,71,2529,155,4,0,0,126,0,0,61,0,0,3,0,0,0,1.34264,2,0,427,1857
353,8,8,3,1965,3451,6352,1877,219,1881,1110,526,89,240,125,102,23,0.00289017341040462,240,234,324,5510,269,15,47,37,145,0,1,10,0,0,3,0,0,0,1.61531,3,0,1965,2901
354,8,8,3,972,1602,5399,2036,18,502,518,192,115,147,515,144,360,0.00396675481677371,20351,29,173,4931,252,14,35,532,19777,1,1,5,23,83,2,0,11306,4884,2.57889,3,0,972,3797
355,8,8,3,2143,3961,7168,3126,126,1905,354,546,421,822,878,384,431,0.12677859988617,28283,249,561,4982,539,837,1907,407,25793,2,126,48,23,83,2,2526,0,0,3.36908,2,0,2143,3207
356,8,8,3,3944,7836,7859,4236,1264,3062,1136,624,654,1530,487,252.36316,81,0.281598754217493,22844,308,1012,2861,1756,1922,847,7678,4502,0,605,9212,26.33506,95.0352,2,0,0,0,4.32915,3,0,3944,23
357,8,8,3,1734,4779,4800,2591,1684,164,99,55,353,1227,515,442,36,0.25265618359541,846,192,1058,1073,1461,1016,3,296,413,0,39,95,0,0,4,0,0,0,1.13909,3,0,1734,20
358,8,8,3,1919,5623,5623,2421,2072,0,255,168,223,1273,542,487,43,0.237257391619808,942,177,1341,1128,1832,1145,10,278,573,0,24,57,0,0,4,0,0,0,1.17499,3,0,1919,0
359,8,8,3,1326,3706,3722,1903,1317,125,121,76,142,987,381,337,38,0.249109345026035,830,126,764,941,1106,785,17,288,389,0,69,67,0,0,4,249,0,0,1.1004,3,0,1326,15
360,8,8,3,2033,5512,5512,2823,1801,379,201,301,471,1060,406,345,54,0.203182827535159,566,228,1138,1675,1527,944,16,215,277,3,7,48,0,0,4,0,0,0,1.18248,3,0,2033,0
361,8,8,3,2473,7071,7077,3928,1894,666,171,354,456,1492,500,454,10,0.165585819282317,826,336,1648,2191,1975,927,114,187,446,0,43,36,0,0,4,0,0,0,1.21706,3,0,2473,6
362,8,8,3,2181,6112,6118,2751,1580,609,213,191,494,1283,535,366,160,0.245374229038173,3959,256,1370,1481,1684,1327,62,954,882,0,1964,97,0,0,3,208,282,0,1.43008,3,0,2181,6
363,8,8,3,1126,2836,2836,1781,892,334,202,126,207,591,252,200,25,0.237324703344121,911,82,587,789,772,606,155,66,678,0,3,9,0,0,4,25,0,0,1.23248,3,0,1126,0
364,8,8,3,706,2006,2010,921,636,104,99,65,82,460,223,189,33,0.242516489091832,479,91,468,442,578,431,92,28,349,0,10,0,0,0,4,0,0,0,1.13414,3,0,706,4
365,8,8,3,1837,3829,3829,2753,373,1754,309,348,445,735,159,112,40,0.118273841236015,881,154,591,1839,886,359,81,280,314,0,25,181,0,0,3,0,0,0,1.6965,3,0,1837,0
366,8,8,3,2229,5576,5596,3330,1310,1129,241,326,351,1311,350,181.7672,144,0.152360123929287,5320,252,1117,2089,1421,717,311,1523,1303,0,1534,649,0,0,4,0,0,0,1.78671,3,0,2229,20
367,8,8,3,2379,6411,6411,3096,1564,1038,407,278,546,1148,518,409,73,0.228444161629017,5931,259,1326,1751,1844,1231,94,4394,1271,0,66,106,0,0,4,1918,0,0,1.24196,3,0,2379,0
368,8,8,3,1450,4366,4370,2089,1714,11,151,209,197,893,2243,1936,28,0.293115519253209,563,117,924,868,1359,1102,2,132,370,1,40,18,0,0,5,208,0,0,0.95379,1,0,1450,4
369,8,8,3,1996,5260,5272,1952,1471,336,166,203,372,1255,633,588,36,0.32733604178758,1135,168,1141,958,1521,1484,7,313,753,0,14,48,0,0,4,14,0,0,1.18984,2,0,1996,12
370,8,8,3,1792,4713,4713,1950,1213,586,247,105,385,1055,563,431.215,114,0.263795715213157,3895,201,1051,993,1416,1052,309,1608,1322,12,53,591,0,0,4,0,0,0,1.39,2,0,1792,0
371,8,8,3,1348,3718,3725,2005,1169,299,68,148,136,996,421,372,49,0.205093099671413,2282,155,831,996,1132,611,196,520,1410,0,15,141,0,0,4,2039,0,0,1.22538,3,0,1348,7
372,8,8,3,2871,6764,6783,4041,763,2461,627,383,734,1127,256,87.17859,166,0.11035934445948,3049,407,1076,3468,1218,614,963,498,1303,0,72,213,0,0,3,0,0,0,1.79674,3,0,2871,19
373,8,8,3,1259,3204,3205,1949,1154,293,202,224,234,599,266,190,61,0.231063017186505,3308,206,548,967,868,616,113,2034,509,0,41,611,0,0,4,66,0,0,1.22261,3,0,1259,1
374,8,8,3,1316,3307,3347,2123,638,681,211,255,244,606,386,160.0513,227,0.10054844606947,4713,253,400,1729,725,240,671,1587,850,8,731,866,0,0,2,69,301,0,1.64182,3,0,1316,41
375,8,8,3,1851,3621,3621,2337,617,1346,420,229,383,819,150,131,6,0.234647887323944,420,208,323,1712,624,754,5,102,300,0,0,13,0,0,4,0,0,0,1.37533,3,0,1851,0
376,8,8,3,1843,4682,4748,2691,1212,809,267,243,394,939,377,257,100,0.179591836734694,2790,286,680,1970,1111,701,116,882,872,19,736,165,0,0,4,0,0,0,1.45368,3,0,1843,65
377,8,8,3,2594,5401,5430,3825,1235,1797,277,553,641,1123,400,266.82248,129,0.131667918858001,3150,292,512,2959,1088,579,40,505,170,0,214,2221,0,0,4,0,0,0,1.31459,3,0,2594,29
378,8,8,3,1699,3632,3673,2420,625,1221,285,235,220,959,248,151.21446,82,0.104970841432935,9386,228,370,1952,829,294,109,5109,2543,0,70,1555,0,0,3,0,0,0,2.15212,3,0,1699,41
379,8,8,3,2420,5644,5664,3636,718,2091,477,480,476,987,240,191.80243,33,0.0905816675670809,932,321,752,3081,1113,397,10,83,533,9,8,289,0,0,3,158,0,0,1.47598,3,0,2420,19
380,8,8,3,2177,5128,5196,3490,53,2499,610,406,479,682,129,80.93222,19,0.0726202158979392,469,344,734,3023,809,286,45,23,303,0,66,32,0,0,3,0,0,0,1.96662,3,0,2177,68
381,8,8,3,2520,6110,6110,3452,1358,1292,478,242,717,1083,421,396.96149,18,0.164580203638792,1514,297,1189,2153,1660,811,236,280,552,0,93,353,0,0,4,0,0,0,2.22957,3,0,2520,0
382,8,8,3,1090,2960,2966,1700,904,311,83,184,232,591,223,168,30,0.171595598349381,423,199,618,938,809,402,24,109,277,0,11,2,0,0,4,0,0,0,1.24531,3,0,1090,6
383,8,8,3,726,2087,2087,1234,778,52,56,62,116,492,330,234,59,0.277126099706745,4801,98,467,413,631,478,88,152,4301,0,146,114,0,0,4,1757,0,0,1.54558,3,0,726,0
384,8,8,3,1591,4843,4849,2207,1673,11,117,159,187,1128,637,618,17,0.239587715607909,761,180,1170,991,1554,954,25,128,581,0,10,17,0,0,4,0,0,0,1.06165,2,0,1591,6
385,8,8,3,988,2964,2964,1188,1056,0,55,127,148,658,631,503,5,0.266001376462491,181,92,703,572,924,673,0,87,65,0,15,14,0,0,5,0,0,0,1.02199,1,0,988,0
386,8,8,3,1060,2972,2972,1261,1084,7,171,106,147,636,476,360,15,0.284831846259437,212,94,649,526,980,723,14,32,136,0,22,8,0,0,4,9,0,0,1.04594,1,0,1060,0
387,8,8,3,1320,3879,3896,2060,1438,12,62,112,219,927,461,442,10,0.233507853403141,810,139,888,841,1291,737,203,83,436,0,8,80,0,0,4,0,0,0,1.11019,3,0,1320,17
388,8,8,3,2124,6394,6394,3040,2132,1,162,196,419,1347,879,762,100,0.251714787047376,1901,213,1556,1239,2051,1335,19,259,1534,0,36,53,0,0,4,1953,0,0,1.10597,3,0,2124,0
389,8,8,3,1948,5378,5391,2498,1631,355,442,216,229,1061,566,420,95,0.25274309496784,1776,238,1150,1362,1496,1145,277,200,1193,0,53,53,0,0,4,0,0,0,1.2132,3,0,1948,13
390,8,8,3,1446,3294,3294,2035,878,744,252,196,252,746,267,155,86,0.140557275541796,610,199,490,1485,751,369,40,170,258,0,95,47,0,0,3,0,0,0,1.24269,3,0,1446,0
391,9,9,3,3063,7090,7248,3515,1192,1763,343,351,817,1552,374,280.0947,37,0.159724176752041,2949,381,1001,3527,1362,977,484,431,2007,0,4,23,0,0,4,0,0,0,1.38031,3,0,3063,157
392,9,9,3,2373,5906,5907,3694,257,2201,279,510,583,1001,99,79,17,0.0587016574585635,354,471,692,3644,838,262,27,158,164,0,0,5,0,0,4,0,0,0,1.92071,3,0,2373,1
393,9,9,3,1923,4764,4765,2827,694,1358,309,288,558,768,241,185.09615,54,0.128852739726027,955,339,598,2345,973,510,69,47,396,0,383,60,0,0,4,0,0,0,1.41339,3,0,1923,1
394,9,9,3,1492,4070,4252,2294,1345,131,192,168,305,827,334,205.16771,86,0.172943151834972,1055,270,724,1623,1063,572,23,180,586,0,44,222,0,0,3,0,0,0,1.51171,3,0,1492,182
395,9,9,3,2387,5185,5185,3439,719,1649,205,203,740,1239,392.29999,217,198.84868,0.0898898505114083,6670,392,395,3149,899,350,14,5122,179,0,866,489,0,0,3,0,0,0,1.42548,3,0,2387,0
396,9,9,3,4,10,10,6,2,2,0,0,1,3,377.5,2,244.09274,0.1,3604,1,1,5,2,1,2,1809,578,0,984,231,0,0,2,0,0,0,1.45785,3,0,4,0
397,9,9,3,981,2619,2619,1443,807,176,72,63,143,703,307.39999,56,239,0.0771028037383178,3263,241,394,1271,563,150,151,1737,253,0,494,628,0,0,3,0,0,0,1.37026,3,0,981,0
398,9,9,3,1363,3157,3157,2458,602,1146,141,304,279,639,215.7,95,102,0.0988691437802908,1801,242,329,1749,610,227,240,549,353,0,210,449,0,0,4,0,0,0,1.41299,3,0,1363,0
399,9,9,3,16,41,41,20,7,9,4,3,4,5,318.29999,0,287,0.15,12224,3,6,20,7,5,229,6791,301,0,1097,3806,0,0,3,0,0,0,1.57921,3,0,16,0
400,9,9,3,1899,4681,4681,2835,829,1177,240,376,472,811,247.39999,251.39874,6,0.113289760348584,431,322,682,2325,931,421,9,86,307,0,12,17,0,0,4,76,0,0,1.25515,3,0,1899,0
401,9,9,3,347,950,1052,771,535,7,125,106,60,56,6909,236,805,0.183317167798254,47064,24,131,455,287,155,465,7486,4074,2,3553,31484,0,0,3,17,0,38,1.48331,3,0,347,102
402,9,9,3,194,699,699,268,168,44,21,64,48,61,1592,32,1346,0.054014598540146,8045,70,207,292,106,24,0,1561,363,0,4936,1185,0,0,4,0,0,0,0.91296,3,0,194,0
403,9,9,3,2,8,8,4,2,0,-1,1,1,1,1090.59998,0,1050,0.125,30224,0,1,4,2,1,23,7651,773,0,3699,18078,0,0,3,0,260,163,1.35471,3,0,2,0
404,9,9,3,598,2061,2080,1129,584,23,132,139,150,177,9805.7002,241,162,0.167238842569887,5994,106,361,743,609,261,7,939,496,0,1238,3314,0,0,3,0,0,0,2.68524,3,0,598,18
405,9,9,3,3,9,9,5,3,0,0,1,1,1,3422.80005,11,459.27246,0.222222222222222,4863,0,2,3,3,1,762,2219,633,0,969,280,0,0,4,0,0,0,1.25846,3,0,3,0
406,9,9,3,726,1666,1678,1148,274,518,31,56,144,495,777.29999,7.64054,472,0.0498480243161094,14220,163,148,1060,247,60,165,4928,961,0,7020,1146,0,0,3,0,0,0,2.06069,3,0,726,12
407,9,9,3,43,92,93,61,4,37,3,4,14,22,1014.20001,0,892,0.032967032967033,12660,7,4,68,11,3,681,2826,1390,1,4849,2913,0,0,2,0,0,0,1.67967,3,0,43,1
408,9,9,3,15,34,34,23,2,13,1,2,5,7,591.79999,3,515.88464,0.0303030303030303,19024,3,1,25,4,1,237,13233,565,0,3346,1643,0,0,2,0,0,0,1.74071,3,0,15,0
409,9,9,3,0,0,0,0,0,0,0,0,0,0,568.59998,0,472,0,16442,0,0,0,0,0,51,7035,1623,0,6942,791,0,0,1,0,0,0,2.57752,3,0,0,0
410,9,9,3,4925,10269,10346,7449,699,4512,477,358,1500,2590,560.40002,177.7373,315,0.0371648264984227,8677,925,498,7299,1346,278,19,4643,493,0,3011,511,0,0,3,0,0,0,2.00551,3,0,4925,78
411,9,9,3,0,0,0,0,0,0,0,0,0,0,273.5,0,60,0,750,0,0,0,0,0,0,1,0,0,749,0,0,0,3,0,0,0,1.1464,3,0,0,0
412,9,9,3,8542,19982,19982,14843,1375,7973,1182,983,2659,3718,1016.59998,346.9769,694,0.0577276439363005,21988,1391,1877,13047,2821,846,284,3854,1220,2,16518,110,0,0,3,0,607,43,2.04997,3,0,8542,0
413,9,9,3,4008,10115,10130,6014,1411,2950,608,406,805,2189,339,91,237,0.0614176399516714,2603,864,1596,5495,1663,512,138,187,511,0,1745,22,0,0,4,0,0,0,1.72614,3,0,4008,15
414,9,9,3,996,3591,3648,2343,792,233,150,236,205,405,724,165,501,0.222532848755941,10239,181,648,1286,883,650,258,2310,1316,0,4055,2300,0,0,3,68,0,0,1.69989,3,0,996,57
