"source","estimate","dimension_01_name","dimension_01_value","dimension_02_name","dimension_02_value","estimate_name","estimate_value"
"CHTS","Share of At-Work trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode",NA,"Share of Trips",0
"CHTS","Share of At-Work trips by tour mode and trip mode","Tour Mode","Taxi","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.0822835252176954
"CHTS","Share of At-Work trips by tour mode and trip mode","Tour Mode","Taxi","Trip Mode","Taxi/Shuttle","Share of Trips",0.744818521566432
"CHTS","Share of At-Work trips by tour mode and trip mode","Tour Mode","Taxi","Trip Mode","Walk","Share of Trips",0.172897953215872
"CHTS","Share of At-Work trips by tour mode and trip mode","Tour Mode","Walk","Trip Mode","Walk","Share of Trips",0.999532228535574
"CHTS","Share of At-Work trips by tour mode and trip mode","Tour Mode","Walk","Trip Mode","Walk-UR","Share of Trips",0.000467771464425727
"CHTS","Share of At-Work trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Taxi/Shuttle","Share of Trips",0.015810432072419
"CHTS","Share of At-Work trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk","Share of Trips",0.0397593007901467
"CHTS","Share of At-Work trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk-Bus","Share of Trips",0.896532529701979
"CHTS","Share of At-Work trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk-LRT","Share of Trips",0.0478977374354556
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.0189629869748903
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Auto 3+ Person (Free)      ","Share of Trips",0.00162915324431327
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.0207599508414705
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Bike/Moped","Share of Trips",0.864444736601022
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","KNR-UR","Share of Trips",0
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Walk","Share of Trips",0.0929861743946479
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Walk-UR","Share of Trips",0.00121699794365642
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Drive Alone","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.972751820787731
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Drive Alone","Trip Mode","Other","Share of Trips",0.000456705220118704
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Drive Alone","Trip Mode","PNR-CR","Share of Trips",0.000202568591956961
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Drive Alone","Trip Mode","PNR-UR","Share of Trips",0.00126003345863893
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Drive Alone","Trip Mode","Walk","Share of Trips",0.0247010761585607
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Drive Alone","Trip Mode",NA,"Share of Trips",0.000627795782993703
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","KNR-Transit","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.100233832471455
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","KNR-Transit","Trip Mode","Auto SOV (Free)            ","Share of Trips",0
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","KNR-Transit","Trip Mode","KNR-Bus","Share of Trips",0.231604093168949
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","KNR-Transit","Trip Mode","KNR-LRT","Share of Trips",0
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","KNR-Transit","Trip Mode","PNR-UR","Share of Trips",0
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","KNR-Transit","Trip Mode","Walk","Share of Trips",0.465133654303316
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","KNR-Transit","Trip Mode","Walk-Bus","Share of Trips",0.20302842005628
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","KNR-CR","Share of Trips",0.0863437509515098
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","KNR-UR","Share of Trips",0.0458139365587575
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","Other","Share of Trips",0.503617835596615
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","PNR-CR","Share of Trips",0.014554755732048
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","PNR-UR","Share of Trips",0.0714867434179033
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","Walk-CR","Share of Trips",0.194722630870667
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","Walk-UR","Share of Trips",0.0577474940074372
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Other","Trip Mode",NA,"Share of Trips",0.0257128528650617
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","PNR-Transit","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.0197849459114773
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","PNR-Transit","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.306098620413728
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","PNR-Transit","Trip Mode","KNR-UR","Share of Trips",0
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","PNR-Transit","Trip Mode","PNR-Bus","Share of Trips",0.0520267198915992
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","PNR-Transit","Trip Mode","PNR-LRT","Share of Trips",0.592412294915979
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","PNR-Transit","Trip Mode","PNR-UR","Share of Trips",0
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","PNR-Transit","Trip Mode","Walk","Share of Trips",0.0197849459114773
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","PNR-Transit","Trip Mode","Walk-Bus","Share of Trips",0.00989247295573865
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","PNR-Transit","Trip Mode","Walk-LRT","Share of Trips",0
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","School Bus","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.281221765986901
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","School Bus","Trip Mode","Auto 3+ Person (Free)      ","Share of Trips",0.266322880494903
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","School Bus","Trip Mode","School Bus","Share of Trips",0.366838559752548
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","School Bus","Trip Mode","Walk","Share of Trips",0.0856167937656477
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.838727058509999
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.138795424874425
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","KNR-UR","Share of Trips",0
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","Other","Share of Trips",0.000932889172756855
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","Walk","Share of Trips",0.019099182511622
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","Walk-CR","Share of Trips",0.00174414130516726
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","Walk-UR","Share of Trips",0.000147399805507185
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode",NA,"Share of Trips",0.000553903820522726
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.133231719808749
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Auto 3+ Person (Free)      ","Share of Trips",0.735575951124969
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.0870288345991468
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","KNR-CR","Share of Trips",0.000549256142062505
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","KNR-UR","Share of Trips",0.000610611972180873
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Other","Share of Trips",0.000424855931156613
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","PNR-CR","Share of Trips",0.000193716134395529
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","PNR-UR","Share of Trips",0
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Walk","Share of Trips",0.0345513227851969
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Walk-CR","Share of Trips",0.00701572586762487
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Walk-UR","Share of Trips",0.000818005634518141
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode",NA,"Share of Trips",0
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Taxi","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.0217072317015993
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Taxi","Trip Mode","Auto 3+ Person (Free)      ","Share of Trips",0.00726257624867881
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Taxi","Trip Mode","Other","Share of Trips",0.0283626183278889
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Taxi","Trip Mode","Taxi/Shuttle","Share of Trips",0.91553433024185
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Taxi","Trip Mode","Walk","Share of Trips",0.0271332434799833
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk","Trip Mode","KNR-UR","Share of Trips",0
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk","Trip Mode","Other","Share of Trips",0.00510210855685253
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk","Trip Mode","PNR-UR","Share of Trips",0.00069533737875011
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk","Trip Mode","Walk","Share of Trips",0.987423529259608
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk","Trip Mode","Walk-UR","Share of Trips",0.00677902480478892
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.00649880256864285
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Auto 3+ Person (Free)      ","Share of Trips",0.0903189399720579
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.00851205747612586
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Bike/Moped","Share of Trips",0.00395346445009005
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","KNR-CR","Share of Trips",0
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","KNR-UR","Share of Trips",0
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Other","Share of Trips",0
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","PNR-UR","Share of Trips",0.00483638835026408
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","School Bus","Share of Trips",0.0017876182504994
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk","Share of Trips",0.213970459101587
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk-BRT/Streetcar","Share of Trips",0.0337328705454659
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk-Bus","Share of Trips",0.459016314584486
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk-CR","Share of Trips",0.0029756473077529
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk-LRT","Share of Trips",0.167179586614408
"CHTS","Share of Discretionary trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk-UR","Share of Trips",0.00721785077861913
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.00203167208779521
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Auto 3+ Person (Free)      ","Share of Trips",0.00193729712200105
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.0038745942440021
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Bike/Moped","Share of Trips",0.961097574475816
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Taxi/Shuttle","Share of Trips",0.00406334417559043
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Walk","Share of Trips",0.0269955178947946
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Drive Alone","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.957567267681541
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Drive Alone","Trip Mode","Walk","Share of Trips",0.042432732318459
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","KNR-Transit","Trip Mode","KNR-Bus","Share of Trips",0.333333333333333
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","KNR-Transit","Trip Mode","Walk-Bus","Share of Trips",0.666666666666667
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","KNR-CR","Share of Trips",0
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","KNR-UR","Share of Trips",0
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","Other","Share of Trips",0.57654176154993
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","PNR-CR","Share of Trips",0
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","PNR-UR","Share of Trips",0
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","Walk-CR","Share of Trips",0
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","Walk-UR","Share of Trips",0.42345823845007
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.829911927895383
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.133217937617373
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","KNR-UR","Share of Trips",0.00110697957063256
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","Other","Share of Trips",0.00553073570499664
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","PNR-UR","Share of Trips",0.00110697957063256
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","Walk","Share of Trips",0.0291254396409822
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.110849458014758
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Auto 3+ Person (Free)      ","Share of Trips",0.82430372863376
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.0500825307606576
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","KNR-UR","Share of Trips",0.00142447130388245
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","PNR-UR","Share of Trips",0.00142447130388245
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Walk","Share of Trips",0.0119153399830598
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Walk-UR","Share of Trips",0
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Taxi","Trip Mode","Taxi/Shuttle","Share of Trips",1
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Walk","Trip Mode","PNR-UR","Share of Trips",0.00100769636613606
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Walk","Trip Mode","Walk","Share of Trips",0.998992303633864
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Walk","Trip Mode","Walk-UR","Share of Trips",0
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.0307240724057275
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.139036732385481
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Taxi/Shuttle","Share of Trips",0.00716891363494864
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk","Share of Trips",0.182912974196668
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk-BRT/Streetcar","Share of Trips",0
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk-Bus","Share of Trips",0.540890108433384
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk-LRT","Share of Trips",0.0435427289432443
"CHTS","Share of Eat Out trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk-UR","Share of Trips",0.0557244700005474
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.0610513270832948
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Auto 3+ Person (Free)      ","Share of Trips",0
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Auto SOV (Free)            ","Share of Trips",0
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Bike/Moped","Share of Trips",0.929823212085753
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Walk","Share of Trips",0.00912546083095232
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Drive Alone","Trip Mode","Auto SOV (Free)            ","Share of Trips",1
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","Other","Share of Trips",0.861112794922374
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Other","Trip Mode","Walk-UR","Share of Trips",0.138887205077626
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","PNR-Transit","Trip Mode","Auto 3+ Person (Free)      ","Share of Trips",0.4
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","PNR-Transit","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.4
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","PNR-Transit","Trip Mode","PNR-Bus","Share of Trips",0.2
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.543497772717161
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.453365701427087
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Shared 2 Free","Trip Mode","Walk","Share of Trips",0.00313652585575147
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.294041363133919
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Auto 3+ Person (Free)      ","Share of Trips",0.523496850592807
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.17169360158066
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Other","Share of Trips",0.00103550556008343
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Shared 3 Free","Trip Mode","Walk","Share of Trips",0.00973267913253075
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Walk","Trip Mode","KNR-CR","Share of Trips",0
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Walk","Trip Mode","Other","Share of Trips",0.00109461168433429
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Walk","Trip Mode","Walk","Share of Trips",0.998905388315666
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Walk","Trip Mode","Walk-CR","Share of Trips",0
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.0333250723568419
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk","Share of Trips",0.308109209381766
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk-Bus","Share of Trips",0.512386296378213
"CHTS","Share of Escorting trips by tour mode and trip mode","Tour Mode","Walk-Transit","Trip Mode","Walk-UR","Share of Trips",0.146179421883179
"CHTS","Share of Maintenance trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.00874997341561437
"CHTS","Share of Maintenance trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.0230264707584768
"CHTS","Share of Maintenance trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Bike/Moped","Share of Trips",0.927832453370381
"CHTS","Share of Maintenance trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Walk","Share of Trips",0.0403911024555277
"CHTS","Share of Maintenance trips by tour mode and trip mode","Tour Mode","Bike","Trip Mode","Walk-CR","Share of Trips",0
"CHTS","Share of Maintenance trips by tour mode and trip mode","Tour Mode","Drive Alone","Trip Mode","Auto SOV (Free)            ","Share of Trips",0.982888453822758
"CHTS","Share of Maintenance trips by tour mode and trip mode","Tour Mode","Drive Alone","Trip Mode","Other","Share of Trips",0
"CHTS","Share of Maintenance trips by tour mode and trip mode","Tour Mode","Drive Alone","Trip Mode","PNR-UR","Share of Trips",0.00207834236369449
"CHTS","Share of Maintenance trips by tour mode and trip mode","Tour Mode","Drive Alone","Trip Mode","Walk","Share of Trips",0.0145698363100501
"CHTS","Share of Maintenance trips by tour mode and trip mode","Tour Mode","Drive Alone","Trip Mode","Walk-CR","Share of Trips",0
"CHTS","Share of Maintenance trips by tour mode and trip mode","Tour Mode","Drive Alone","Trip Mode","Walk-UR","Share of Trips",0.000463367503497389
"CHTS","Share of Maintenance trips by tour mode and trip mode","Tour Mode","KNR-Transit","Trip Mode","Auto 2 Person (Free)       ","Share of Trips",0.215948004578488
"CHTS","Share of Maintenance trips by tour mode and trip mode","Tour Mode","KNR-Transit","Trip Mode","Auto 3+ Person (Free)      ","Share of Trips",0.0578033545978211
"CHTS","Share of Maintenance trips by tour mode and trip mode","Tour Mode","KNR-Transit","Trip Mode","KNR-Bus","Share of Trips",0.0637551008682503
"CHTS","Share of Maintenance trips by tour mode and trip mode","Tour Mode","KNR-Transit","Trip Mode","KNR-LRT","Share of Trips",0.224645784528036
