EXT_ZONE,COMM_SHARE,SLOPE
1455,0.00000,25.934
1456,0.00000,14.160
1457,0.00000,94.875
1458,0.00000,65.301
1459,0.00000,-1.456
1460,0.00000,291.980
1461,0.00000,340.733
1462,0.00000,901.505
1463,0.00000,261.708
1464,0.00000,183.480
1465,0.00000,100.823
1466,0.00000,0.000
1467,0.00000,902.249
1468,0.00000,197.760
1469,0.00000,98.411
1470,0.00000,241.950
1471,0.00000,376.540
1472,0.00000,15.099
1473,0.00000,-109.934
1474,0.00000,-20.115
1475,0.00000,-30.315
