"A112214 - Vehicles available (6) by Household income in the past 12 months (2016 $) (9) (Households) - Large Geos Only"
"Current date: 7/6/2022 1:23:20 PM (Eastern Daylight Time)"
"RESIDENCE","Vehicles Available 6","Household Income in the Past 12 Months 2016 9","Output","Households",
"Alameda County, California","0 vehicles","$150,000 or more","Estimate","2,050"
"Alameda County, California","0 vehicles","$150,000 or more","Margin of Error","265"
"Alameda County, California","1 vehicle","Total, household income","Estimate","184,475"
"Alameda County, California","1 vehicle","Total, household income","Margin of Error","2,505"
"Alameda County, California","1 vehicle","Less than $15,000","Estimate","22,765"
"Alameda County, California","1 vehicle","Less than $15,000","Margin of Error","916"
"Alameda County, California","1 vehicle","$15,000-$24,999","Estimate","20,880"
"Alameda County, California","1 vehicle","$15,000-$24,999","Margin of Error","986"
"Alameda County, California","1 vehicle","$25,000-$34,999","Estimate","19,085"
"Alameda County, California","1 vehicle","$25,000-$34,999","Margin of Error","885"
"Alameda County, California","1 vehicle","$35,000-$49,999","Estimate","25,160"
"Alameda County, California","1 vehicle","$35,000-$49,999","Margin of Error","906"
"Alameda County, California","1 vehicle","$50,000-$74,999","Estimate","34,075"
"Alameda County, California","1 vehicle","$50,000-$74,999","Margin of Error","1,154"
"Alameda County, California","1 vehicle","$75,000-$99,999","Estimate","21,375"
"Alameda County, California","1 vehicle","$75,000-$99,999","Margin of Error","994"
"Alameda County, California","1 vehicle","$100,000-$149,999","Estimate","23,395"
"Alameda County, California","1 vehicle","$100,000-$149,999","Margin of Error","956"
"Alameda County, California","1 vehicle","$150,000 or more","Estimate","17,730"
"Alameda County, California","1 vehicle","$150,000 or more","Margin of Error","852"
"Alameda County, California","2 vehicles","Total, household income","Estimate","203,165"
"Alameda County, California","2 vehicles","Total, household income","Margin of Error","2,071"
"Alameda County, California","2 vehicles","Less than $15,000","Estimate","5,815"
"Alameda County, California","2 vehicles","Less than $15,000","Margin of Error","468"
"Alameda County, California","2 vehicles","$15,000-$24,999","Estimate","6,925"
"Alameda County, California","2 vehicles","$15,000-$24,999","Margin of Error","555"
"Alameda County, California","2 vehicles","$25,000-$34,999","Estimate","9,195"
"Alameda County, California","2 vehicles","$25,000-$34,999","Margin of Error","623"
"Alameda County, California","2 vehicles","$35,000-$49,999","Estimate","17,240"
"Alameda County, California","2 vehicles","$35,000-$49,999","Margin of Error","800"
"Alameda County, California","2 vehicles","$50,000-$74,999","Estimate","30,535"
"Alameda County, California","2 vehicles","$50,000-$74,999","Margin of Error","1,098"
"Alameda County, California","2 vehicles","$75,000-$99,999","Estimate","27,375"
"Alameda County, California","2 vehicles","$75,000-$99,999","Margin of Error","1,006"
"Alameda County, California","2 vehicles","$100,000-$149,999","Estimate","43,480"
"Alameda County, California","2 vehicles","$100,000-$149,999","Margin of Error","1,219"
"Alameda County, California","2 vehicles","$150,000 or more","Estimate","62,600"
"Alameda County, California","2 vehicles","$150,000 or more","Margin of Error","1,382"
"Alameda County, California","3 vehicles","Total, household income","Estimate","81,305"
"Alameda County, California","3 vehicles","Total, household income","Margin of Error","1,592"
"Alameda County, California","3 vehicles","Less than $15,000","Estimate","1,665"
"Alameda County, California","3 vehicles","Less than $15,000","Margin of Error","278"
"Alameda County, California","3 vehicles","$15,000-$24,999","Estimate","1,585"
"Alameda County, California","3 vehicles","$15,000-$24,999","Margin of Error","277"
"Alameda County, California","3 vehicles","$25,000-$34,999","Estimate","2,510"
"Alameda County, California","3 vehicles","$25,000-$34,999","Margin of Error","323"
"Alameda County, California","3 vehicles","$35,000-$49,999","Estimate","4,815"
"Alameda County, California","3 vehicles","$35,000-$49,999","Margin of Error","478"
"Alameda County, California","3 vehicles","$50,000-$74,999","Estimate","9,720"
"Alameda County, California","3 vehicles","$50,000-$74,999","Margin of Error","686"
"Alameda County, California","3 vehicles","$75,000-$99,999","Estimate","11,075"
"Alameda County, California","3 vehicles","$75,000-$99,999","Margin of Error","661"
"Alameda County, California","3 vehicles","$100,000-$149,999","Estimate","20,335"
"Alameda County, California","3 vehicles","$100,000-$149,999","Margin of Error","764"
"Alameda County, California","3 vehicles","$150,000 or more","Estimate","29,605"
"Alameda County, California","3 vehicles","$150,000 or more","Margin of Error","931"
"Alameda County, California","4-or-more vehicles","Total, household income","Estimate","38,400"
"Alameda County, California","4-or-more vehicles","Total, household income","Margin of Error","1,095"
"Alameda County, California","4-or-more vehicles","Less than $15,000","Estimate","380"
"Alameda County, California","4-or-more vehicles","Less than $15,000","Margin of Error","152"
"Alameda County, California","4-or-more vehicles","$15,000-$24,999","Estimate","345"
"Alameda County, California","4-or-more vehicles","$15,000-$24,999","Margin of Error","113"
"Alameda County, California","4-or-more vehicles","$25,000-$34,999","Estimate","710"
"Alameda County, California","4-or-more vehicles","$25,000-$34,999","Margin of Error","153"
"Alameda County, California","4-or-more vehicles","$35,000-$49,999","Estimate","1,185"
"Alameda County, California","4-or-more vehicles","$35,000-$49,999","Margin of Error","225"
"Alameda County, California","4-or-more vehicles","$50,000-$74,999","Estimate","3,385"
"Alameda County, California","4-or-more vehicles","$50,000-$74,999","Margin of Error","365"
"Alameda County, California","4-or-more vehicles","$75,000-$99,999","Estimate","5,080"
"Alameda County, California","4-or-more vehicles","$75,000-$99,999","Margin of Error","416"
"Alameda County, California","4-or-more vehicles","$100,000-$149,999","Estimate","9,740"
"Alameda County, California","4-or-more vehicles","$100,000-$149,999","Margin of Error","575"
"Alameda County, California","4-or-more vehicles","$150,000 or more","Estimate","17,580"
"Alameda County, California","4-or-more vehicles","$150,000 or more","Margin of Error","808"
"Contra Costa County, California","Total, vehicles available","Total, household income","Estimate","387,540"
"Contra Costa County, California","Total, vehicles available","Total, household income","Margin of Error","1,199"
"Contra Costa County, California","Total, vehicles available","Less than $15,000","Estimate","28,080"
"Contra Costa County, California","Total, vehicles available","Less than $15,000","Margin of Error","1,126"
"Contra Costa County, California","Total, vehicles available","$15,000-$24,999","Estimate","25,620"
"Contra Costa County, California","Total, vehicles available","$15,000-$24,999","Margin of Error","858"
"Contra Costa County, California","Total, vehicles available","$25,000-$34,999","Estimate","25,125"
"Contra Costa County, California","Total, vehicles available","$25,000-$34,999","Margin of Error","1,069"
"Contra Costa County, California","Total, vehicles available","$35,000-$49,999","Estimate","37,100"
"Contra Costa County, California","Total, vehicles available","$35,000-$49,999","Margin of Error","1,328"
"Contra Costa County, California","Total, vehicles available","$50,000-$74,999","Estimate","60,745"
"Contra Costa County, California","Total, vehicles available","$50,000-$74,999","Margin of Error","1,595"
"Contra Costa County, California","Total, vehicles available","$75,000-$99,999","Estimate","47,865"
"Contra Costa County, California","Total, vehicles available","$75,000-$99,999","Margin of Error","1,538"
"Contra Costa County, California","Total, vehicles available","$100,000-$149,999","Estimate","71,180"
"Contra Costa County, California","Total, vehicles available","$100,000-$149,999","Margin of Error","1,572"
"Contra Costa County, California","Total, vehicles available","$150,000 or more","Estimate","91,830"
"Contra Costa County, California","Total, vehicles available","$150,000 or more","Margin of Error","1,481"
"Contra Costa County, California","0 vehicles","Total, household income","Estimate","22,860"
"Contra Costa County, California","0 vehicles","Total, household income","Margin of Error","1,048"
"Contra Costa County, California","0 vehicles","Less than $15,000","Estimate","7,830"
"Contra Costa County, California","0 vehicles","Less than $15,000","Margin of Error","633"
"Contra Costa County, California","0 vehicles","$15,000-$24,999","Estimate","4,545"
"Contra Costa County, California","0 vehicles","$15,000-$24,999","Margin of Error","451"
"Contra Costa County, California","0 vehicles","$25,000-$34,999","Estimate","2,505"
"Contra Costa County, California","0 vehicles","$25,000-$34,999","Margin of Error","390"
"Contra Costa County, California","0 vehicles","$35,000-$49,999","Estimate","2,495"
"Contra Costa County, California","0 vehicles","$35,000-$49,999","Margin of Error","350"
"Contra Costa County, California","0 vehicles","$50,000-$74,999","Estimate","2,545"
"Contra Costa County, California","0 vehicles","$50,000-$74,999","Margin of Error","365"
"Contra Costa County, California","0 vehicles","$75,000-$99,999","Estimate","1,245"
"Contra Costa County, California","0 vehicles","$75,000-$99,999","Margin of Error","272"
"Contra Costa County, California","0 vehicles","$100,000-$149,999","Estimate","770"
"Contra Costa County, California","0 vehicles","$100,000-$149,999","Margin of Error","159"
"Contra Costa County, California","0 vehicles","$150,000 or more","Estimate","925"
"Contra Costa County, California","0 vehicles","$150,000 or more","Margin of Error","183"
"Contra Costa County, California","1 vehicle","Total, household income","Estimate","108,930"
"Contra Costa County, California","1 vehicle","Total, household income","Margin of Error","1,748"
"Contra Costa County, California","1 vehicle","Less than $15,000","Estimate","13,720"
"Contra Costa County, California","1 vehicle","Less than $15,000","Margin of Error","798"
"Contra Costa County, California","1 vehicle","$15,000-$24,999","Estimate","12,940"
"Contra Costa County, California","1 vehicle","$15,000-$24,999","Margin of Error","668"
"Contra Costa County, California","1 vehicle","$25,000-$34,999","Estimate","12,770"
"Contra Costa County, California","1 vehicle","$25,000-$34,999","Margin of Error","737"
"Contra Costa County, California","1 vehicle","$35,000-$49,999","Estimate","15,390"
"Contra Costa County, California","1 vehicle","$35,000-$49,999","Margin of Error","866"
"Contra Costa County, California","1 vehicle","$50,000-$74,999","Estimate","21,845"
"Contra Costa County, California","1 vehicle","$50,000-$74,999","Margin of Error","937"
"Contra Costa County, California","1 vehicle","$75,000-$99,999","Estimate","11,690"
"Contra Costa County, California","1 vehicle","$75,000-$99,999","Margin of Error","715"
"Contra Costa County, California","1 vehicle","$100,000-$149,999","Estimate","12,225"
"Contra Costa County, California","1 vehicle","$100,000-$149,999","Margin of Error","775"
"Contra Costa County, California","1 vehicle","$150,000 or more","Estimate","8,350"
"Contra Costa County, California","1 vehicle","$150,000 or more","Margin of Error","560"
"Contra Costa County, California","2 vehicles","Total, household income","Estimate","154,255"
"Contra Costa County, California","2 vehicles","Total, household income","Margin of Error","2,112"
"Contra Costa County, California","2 vehicles","Less than $15,000","Estimate","4,795"
"Contra Costa County, California","2 vehicles","Less than $15,000","Margin of Error","456"
"Contra Costa County, California","2 vehicles","$15,000-$24,999","Estimate","6,310"
"Contra Costa County, California","2 vehicles","$15,000-$24,999","Margin of Error","553"
"Contra Costa County, California","2 vehicles","$25,000-$34,999","Estimate","7,220"
"Contra Costa County, California","2 vehicles","$25,000-$34,999","Margin of Error","651"
"Contra Costa County, California","2 vehicles","$35,000-$49,999","Estimate","13,215"
"Contra Costa County, California","2 vehicles","$35,000-$49,999","Margin of Error","799"
"Contra Costa County, California","2 vehicles","$50,000-$74,999","Estimate","24,140"
"Contra Costa County, California","2 vehicles","$50,000-$74,999","Margin of Error","1,088"
"Contra Costa County, California","2 vehicles","$75,000-$99,999","Estimate","22,075"
"Contra Costa County, California","2 vehicles","$75,000-$99,999","Margin of Error","1,092"
"Contra Costa County, California","2 vehicles","$100,000-$149,999","Estimate","33,620"
"Contra Costa County, California","2 vehicles","$100,000-$149,999","Margin of Error","1,137"
"Contra Costa County, California","2 vehicles","$150,000 or more","Estimate","42,880"
"Contra Costa County, California","2 vehicles","$150,000 or more","Margin of Error","1,152"
"Contra Costa County, California","3 vehicles","Total, household income","Estimate","67,960"
"Contra Costa County, California","3 vehicles","Total, household income","Margin of Error","1,717"
"Contra Costa County, California","3 vehicles","Less than $15,000","Estimate","1,410"
"Contra Costa County, California","3 vehicles","Less than $15,000","Margin of Error","308"
"Contra Costa County, California","3 vehicles","$15,000-$24,999","Estimate","1,375"
"Contra Costa County, California","3 vehicles","$15,000-$24,999","Margin of Error","258"
"Contra Costa County, California","3 vehicles","$25,000-$34,999","Estimate","1,975"
"Contra Costa County, California","3 vehicles","$25,000-$34,999","Margin of Error","315"
"Contra Costa County, California","3 vehicles","$35,000-$49,999","Estimate","4,245"
"Contra Costa County, California","3 vehicles","$35,000-$49,999","Margin of Error","410"
"Contra Costa County, California","3 vehicles","$50,000-$74,999","Estimate","8,410"
"Contra Costa County, California","3 vehicles","$50,000-$74,999","Margin of Error","620"
"Contra Costa County, California","3 vehicles","$75,000-$99,999","Estimate","8,900"
"Contra Costa County, California","3 vehicles","$75,000-$99,999","Margin of Error","745"
"Contra Costa County, California","3 vehicles","$100,000-$149,999","Estimate","16,500"
"Contra Costa County, California","3 vehicles","$100,000-$149,999","Margin of Error","1,038"
"Contra Costa County, California","3 vehicles","$150,000 or more","Estimate","25,145"
"Contra Costa County, California","3 vehicles","$150,000 or more","Margin of Error","877"
"Contra Costa County, California","4-or-more vehicles","Total, household income","Estimate","33,535"
"Contra Costa County, California","4-or-more vehicles","Total, household income","Margin of Error","1,036"
"Contra Costa County, California","4-or-more vehicles","Less than $15,000","Estimate","330"
"Contra Costa County, California","4-or-more vehicles","Less than $15,000","Margin of Error","114"
"Contra Costa County, California","4-or-more vehicles","$15,000-$24,999","Estimate","450"
"Contra Costa County, California","4-or-more vehicles","$15,000-$24,999","Margin of Error","153"
"Contra Costa County, California","4-or-more vehicles","$25,000-$34,999","Estimate","655"
"Contra Costa County, California","4-or-more vehicles","$25,000-$34,999","Margin of Error","202"
"Contra Costa County, California","4-or-more vehicles","$35,000-$49,999","Estimate","1,750"
"Contra Costa County, California","4-or-more vehicles","$35,000-$49,999","Margin of Error","270"
"Contra Costa County, California","4-or-more vehicles","$50,000-$74,999","Estimate","3,810"
"Contra Costa County, California","4-or-more vehicles","$50,000-$74,999","Margin of Error","440"
"Contra Costa County, California","4-or-more vehicles","$75,000-$99,999","Estimate","3,955"
"Contra Costa County, California","4-or-more vehicles","$75,000-$99,999","Margin of Error","441"
"Contra Costa County, California","4-or-more vehicles","$100,000-$149,999","Estimate","8,065"
"Contra Costa County, California","4-or-more vehicles","$100,000-$149,999","Margin of Error","524"
"Contra Costa County, California","4-or-more vehicles","$150,000 or more","Estimate","14,525"
"Contra Costa County, California","4-or-more vehicles","$150,000 or more","Margin of Error","758"
"Marin County, California","Total, vehicles available","Total, household income","Estimate","104,400"
"Marin County, California","Total, vehicles available","Total, household income","Margin of Error","771"
"Marin County, California","Total, vehicles available","Less than $15,000","Estimate","6,955"
"Marin County, California","Total, vehicles available","Less than $15,000","Margin of Error","508"
"Marin County, California","Total, vehicles available","$15,000-$24,999","Estimate","6,345"
"Marin County, California","Total, vehicles available","$15,000-$24,999","Margin of Error","572"
"Marin County, California","Total, vehicles available","$25,000-$34,999","Estimate","6,010"
"Marin County, California","Total, vehicles available","$25,000-$34,999","Margin of Error","428"
"Marin County, California","Total, vehicles available","$35,000-$49,999","Estimate","8,885"
"Marin County, California","Total, vehicles available","$35,000-$49,999","Margin of Error","723"
"Marin County, California","Total, vehicles available","$50,000-$74,999","Estimate","12,715"
"Marin County, California","Total, vehicles available","$50,000-$74,999","Margin of Error","678"
"Marin County, California","Total, vehicles available","$75,000-$99,999","Estimate","11,120"
"Marin County, California","Total, vehicles available","$75,000-$99,999","Margin of Error","700"
"Marin County, California","Total, vehicles available","$100,000-$149,999","Estimate","17,745"
"Marin County, California","Total, vehicles available","$100,000-$149,999","Margin of Error","760"
"Marin County, California","Total, vehicles available","$150,000 or more","Estimate","34,620"
"Marin County, California","Total, vehicles available","$150,000 or more","Margin of Error","965"
"Marin County, California","0 vehicles","Total, household income","Estimate","5,495"
"Marin County, California","0 vehicles","Total, household income","Margin of Error","453"
"Marin County, California","0 vehicles","Less than $15,000","Estimate","1,640"
"Marin County, California","0 vehicles","Less than $15,000","Margin of Error","286"
"Marin County, California","0 vehicles","$15,000-$24,999","Estimate","1,145"
"Marin County, California","0 vehicles","$15,000-$24,999","Margin of Error","259"
"Marin County, California","0 vehicles","$25,000-$34,999","Estimate","635"
"Marin County, California","0 vehicles","$25,000-$34,999","Margin of Error","158"
"Marin County, California","0 vehicles","$35,000-$49,999","Estimate","620"
"Marin County, California","0 vehicles","$35,000-$49,999","Margin of Error","199"
"Marin County, California","0 vehicles","$50,000-$74,999","Estimate","470"
"Marin County, California","0 vehicles","$50,000-$74,999","Margin of Error","111"
"Marin County, California","0 vehicles","$75,000-$99,999","Estimate","325"
"Marin County, California","0 vehicles","$75,000-$99,999","Margin of Error","141"
"Marin County, California","0 vehicles","$100,000-$149,999","Estimate","295"
"Marin County, California","0 vehicles","$100,000-$149,999","Margin of Error","133"
"Marin County, California","0 vehicles","$150,000 or more","Estimate","360"
"Marin County, California","0 vehicles","$150,000 or more","Margin of Error","119"
"Marin County, California","1 vehicle","Total, household income","Estimate","34,510"
"Marin County, California","1 vehicle","Total, household income","Margin of Error","996"
"Marin County, California","1 vehicle","Less than $15,000","Estimate","3,815"
"Marin County, California","1 vehicle","Less than $15,000","Margin of Error","432"
"Marin County, California","1 vehicle","$15,000-$24,999","Estimate","3,380"
"Marin County, California","1 vehicle","$15,000-$24,999","Margin of Error","363"
"Marin County, California","1 vehicle","$25,000-$34,999","Estimate","3,405"
"Marin County, California","1 vehicle","$25,000-$34,999","Margin of Error","376"
"Marin County, California","1 vehicle","$35,000-$49,999","Estimate","4,265"
"Marin County, California","1 vehicle","$35,000-$49,999","Margin of Error","465"
"Marin County, California","1 vehicle","$50,000-$74,999","Estimate","5,790"
"Marin County, California","1 vehicle","$50,000-$74,999","Margin of Error","509"
"Marin County, California","1 vehicle","$75,000-$99,999","Estimate","4,505"
"Marin County, California","1 vehicle","$75,000-$99,999","Margin of Error","460"
"Marin County, California","1 vehicle","$100,000-$149,999","Estimate","5,060"
"Marin County, California","1 vehicle","$100,000-$149,999","Margin of Error","439"
"Marin County, California","1 vehicle","$150,000 or more","Estimate","4,295"
"Marin County, California","1 vehicle","$150,000 or more","Margin of Error","453"
"Marin County, California","2 vehicles","Total, household income","Estimate","42,270"
"Marin County, California","2 vehicles","Total, household income","Margin of Error","1,050"
"Marin County, California","2 vehicles","Less than $15,000","Estimate","1,130"
"Marin County, California","2 vehicles","Less than $15,000","Margin of Error","216"
"Marin County, California","2 vehicles","$15,000-$24,999","Estimate","1,420"
"Marin County, California","2 vehicles","$15,000-$24,999","Margin of Error","279"
"Marin County, California","2 vehicles","$25,000-$34,999","Estimate","1,350"
"Marin County, California","2 vehicles","$25,000-$34,999","Margin of Error","231"
"Marin County, California","2 vehicles","$35,000-$49,999","Estimate","2,795"
"Marin County, California","2 vehicles","$35,000-$49,999","Margin of Error","407"
"Marin County, California","2 vehicles","$50,000-$74,999","Estimate","4,670"
"Marin County, California","2 vehicles","$50,000-$74,999","Margin of Error","469"
"Marin County, California","2 vehicles","$75,000-$99,999","Estimate","4,440"
"Marin County, California","2 vehicles","$75,000-$99,999","Margin of Error","421"
"Marin County, California","2 vehicles","$100,000-$149,999","Estimate","8,045"
"Marin County, California","2 vehicles","$100,000-$149,999","Margin of Error","549"
"Marin County, California","2 vehicles","$150,000 or more","Estimate","18,415"
"Marin County, California","2 vehicles","$150,000 or more","Margin of Error","801"
"Marin County, California","3 vehicles","Total, household income","Estimate","15,850"
"Marin County, California","3 vehicles","Total, household income","Margin of Error","691"
"Marin County, California","3 vehicles","Less than $15,000","Estimate","270"
"Marin County, California","3 vehicles","Less than $15,000","Margin of Error","162"
"Marin County, California","3 vehicles","$15,000-$24,999","Estimate","325"
"Marin County, California","3 vehicles","$15,000-$24,999","Margin of Error","148"
"Marin County, California","3 vehicles","$25,000-$34,999","Estimate","490"
"Marin County, California","3 vehicles","$25,000-$34,999","Margin of Error","158"
"Marin County, California","3 vehicles","$35,000-$49,999","Estimate","885"
"Marin County, California","3 vehicles","$35,000-$49,999","Margin of Error","185"
"Marin County, California","3 vehicles","$50,000-$74,999","Estimate","1,265"
"Marin County, California","3 vehicles","$50,000-$74,999","Margin of Error","251"
"Marin County, California","3 vehicles","$75,000-$99,999","Estimate","1,280"
"Marin County, California","3 vehicles","$75,000-$99,999","Margin of Error","251"
"Marin County, California","3 vehicles","$100,000-$149,999","Estimate","3,305"
"Marin County, California","3 vehicles","$100,000-$149,999","Margin of Error","350"
"Marin County, California","3 vehicles","$150,000 or more","Estimate","8,030"
"Marin County, California","3 vehicles","$150,000 or more","Margin of Error","565"
"Marin County, California","4-or-more vehicles","Total, household income","Estimate","6,270"
"Marin County, California","4-or-more vehicles","Total, household income","Margin of Error","525"
"Marin County, California","4-or-more vehicles","Less than $15,000","Estimate","100"
"Marin County, California","4-or-more vehicles","Less than $15,000","Margin of Error","75"
"Marin County, California","4-or-more vehicles","$15,000-$24,999","Estimate","70"
"Marin County, California","4-or-more vehicles","$15,000-$24,999","Margin of Error","54"
"Marin County, California","4-or-more vehicles","$25,000-$34,999","Estimate","125"
"Marin County, California","4-or-more vehicles","$25,000-$34,999","Margin of Error","89"
"Marin County, California","4-or-more vehicles","$35,000-$49,999","Estimate","320"
"Marin County, California","4-or-more vehicles","$35,000-$49,999","Margin of Error","139"
"Marin County, California","4-or-more vehicles","$50,000-$74,999","Estimate","515"
"Marin County, California","4-or-more vehicles","$50,000-$74,999","Margin of Error","129"
"Marin County, California","4-or-more vehicles","$75,000-$99,999","Estimate","570"
"Marin County, California","4-or-more vehicles","$75,000-$99,999","Margin of Error","143"
"Marin County, California","4-or-more vehicles","$100,000-$149,999","Estimate","1,045"
"Marin County, California","4-or-more vehicles","$100,000-$149,999","Margin of Error","219"
"Marin County, California","4-or-more vehicles","$150,000 or more","Estimate","3,520"
"Marin County, California","4-or-more vehicles","$150,000 or more","Margin of Error","397"
"Napa County, California","Total, vehicles available","Total, household income","Estimate","49,375"
"Napa County, California","Total, vehicles available","Total, household income","Margin of Error","570"
"Napa County, California","Total, vehicles available","Less than $15,000","Estimate","3,710"
"Napa County, California","Total, vehicles available","Less than $15,000","Margin of Error","323"
"Napa County, California","Total, vehicles available","$15,000-$24,999","Estimate","3,530"
"Napa County, California","Total, vehicles available","$15,000-$24,999","Margin of Error","365"
"Napa County, California","Total, vehicles available","$25,000-$34,999","Estimate","3,480"
"Napa County, California","Total, vehicles available","$25,000-$34,999","Margin of Error","352"
"Napa County, California","Total, vehicles available","$35,000-$49,999","Estimate","5,780"
"Napa County, California","Total, vehicles available","$35,000-$49,999","Margin of Error","491"
"Napa County, California","Total, vehicles available","$50,000-$74,999","Estimate","8,315"
"Napa County, California","Total, vehicles available","$50,000-$74,999","Margin of Error","478"
"Napa County, California","Total, vehicles available","$75,000-$99,999","Estimate","6,415"
"Napa County, California","Total, vehicles available","$75,000-$99,999","Margin of Error","378"
"Napa County, California","Total, vehicles available","$100,000-$149,999","Estimate","8,730"
"Napa County, California","Total, vehicles available","$100,000-$149,999","Margin of Error","381"
"Napa County, California","Total, vehicles available","$150,000 or more","Estimate","9,420"
"Napa County, California","Total, vehicles available","$150,000 or more","Margin of Error","433"
"Napa County, California","0 vehicles","Total, household income","Estimate","2,480"
"Napa County, California","0 vehicles","Total, household income","Margin of Error","314"
"Napa County, California","0 vehicles","Less than $15,000","Estimate","970"
"Napa County, California","0 vehicles","Less than $15,000","Margin of Error","201"
"Napa County, California","0 vehicles","$15,000-$24,999","Estimate","495"
"Napa County, California","0 vehicles","$15,000-$24,999","Margin of Error","127"
"Napa County, California","0 vehicles","$25,000-$34,999","Estimate","260"
"Napa County, California","0 vehicles","$25,000-$34,999","Margin of Error","91"
"Napa County, California","0 vehicles","$35,000-$49,999","Estimate","190"
"Napa County, California","0 vehicles","$35,000-$49,999","Margin of Error","75"
"Napa County, California","0 vehicles","$50,000-$74,999","Estimate","265"
"Napa County, California","0 vehicles","$50,000-$74,999","Margin of Error","97"
"Napa County, California","0 vehicles","$75,000-$99,999","Estimate","65"
"Napa County, California","0 vehicles","$75,000-$99,999","Margin of Error","34"
"Napa County, California","0 vehicles","$100,000-$149,999","Estimate","110"
"Napa County, California","0 vehicles","$100,000-$149,999","Margin of Error","51"
"Napa County, California","0 vehicles","$150,000 or more","Estimate","130"
"Napa County, California","0 vehicles","$150,000 or more","Margin of Error","80"
"Napa County, California","1 vehicle","Total, household income","Estimate","14,180"
"Napa County, California","1 vehicle","Total, household income","Margin of Error","627"
"Napa County, California","1 vehicle","Less than $15,000","Estimate","1,895"
"Napa County, California","1 vehicle","Less than $15,000","Margin of Error","256"
"Napa County, California","1 vehicle","$15,000-$24,999","Estimate","2,075"
"Napa County, California","1 vehicle","$15,000-$24,999","Margin of Error","283"
"Napa County, California","1 vehicle","$25,000-$34,999","Estimate","1,445"
"Napa County, California","1 vehicle","$25,000-$34,999","Margin of Error","208"
"Napa County, California","1 vehicle","$35,000-$49,999","Estimate","2,320"
"Napa County, California","1 vehicle","$35,000-$49,999","Margin of Error","348"
"Napa County, California","1 vehicle","$50,000-$74,999","Estimate","2,530"
"Napa County, California","1 vehicle","$50,000-$74,999","Margin of Error","303"
"Napa County, California","1 vehicle","$75,000-$99,999","Estimate","1,485"
"Napa County, California","1 vehicle","$75,000-$99,999","Margin of Error","237"
"Napa County, California","1 vehicle","$100,000-$149,999","Estimate","1,435"
"Napa County, California","1 vehicle","$100,000-$149,999","Margin of Error","189"
"Napa County, California","1 vehicle","$150,000 or more","Estimate","995"
"Napa County, California","1 vehicle","$150,000 or more","Margin of Error","158"
"Napa County, California","2 vehicles","Total, household income","Estimate","18,960"
"Napa County, California","2 vehicles","Total, household income","Margin of Error","540"
"Napa County, California","2 vehicles","Less than $15,000","Estimate","590"
