TAZ1454,TOTEMP,RETEMPN,FPSEMPN,HEREMPN,AGREMPN,MWTEMPN,OTHEMPN
230,1429,431,62,766,0,154,16
231,232,4,35,147,0,36,10
232,328,5,68,236,0,2,17
233,483,102,62,233,0,12,74
234,6775,1391,1365,938,0,334,2747
235,805,10,17,419,0,43,316
236,1046,103,388,449,0,33,73
237,1469,170,150,1071,0,33,45
238,1143,32,80,316,0,628,87
239,10022,154,671,730,0,8403,64
240,2539,300,369,1567,0,190,113
241,426,0,54,276,0,9,87
242,228,2,23,179,0,6,18
243,146,0,58,65,0,6,17
244,939,220,121,394,0,39,165
245,315,1,19,262,0,1,32
246,4363,183,805,3245,0,48,82
247,274,3,19,124,0,5,123
248,15800,323,8679,2629,0,3061,1108
249,4550,248,1584,779,2,1204,733
250,645,90,77,334,0,21,123
251,4190,918,1151,1259,0,125,737
252,1460,2,411,766,9,84,188
253,213,44,52,57,0,32,28
254,568,1,148,362,5,6,46
255,504,6,125,335,0,16,22
256,1994,22,1190,711,0,9,62
257,6953,637,2030,3035,0,192,1059
258,927,10,151,654,0,17,95
259,1457,120,100,1007,0,129,101
260,1387,168,383,471,0,178,187
261,459,21,55,297,0,17,69
262,690,65,144,398,0,17,66
263,294,2,7,172,0,64,49
264,921,87,451,286,0,38,59
265,8306,795,4161,615,0,349,2386
266,17398,689,10458,1639,0,2443,2169
267,454,4,51,366,0,8,25
268,395,0,21,328,0,38,8
269,521,69,136,281,0,24,11
270,73,0,24,35,0,4,10
271,563,64,117,153,0,217,12
272,144,7,31,99,0,2,5
273,124,6,45,37,0,7,29
274,1902,74,1284,212,0,18,314
275,1811,213,700,392,0,151,355
276,331,25,50,178,0,61,17
277,621,25,64,436,0,41,55
278,6502,624,2499,1000,0,133,2246
279,6773,572,3662,1089,6,313,1131
280,2784,399,1254,888,0,50,193
281,2280,191,561,989,0,119,420
282,4455,28,3609,529,11,94,184
283,314,23,3,260,0,16,12
284,3624,1180,517,1834,0,22,71
285,376,7,11,340,0,6,12
286,1398,246,162,809,0,62,119
287,1125,38,364,513,0,18,192
288,1215,104,106,936,0,29,40
289,379,58,76,214,0,17,14
290,107,0,26,33,0,11,37
291,2110,123,279,1013,0,404,291
292,266,19,54,166,0,0,27
293,621,36,116,190,31,170,78
294,1167,99,98,718,5,71,176
295,1081,254,91,310,83,218,125
296,3261,314,617,1717,207,146,260
297,1089,49,81,351,458,53,97
298,1677,88,397,932,123,82,55
299,1161,169,231,532,15,7,207
300,967,18,118,703,0,80,48
301,588,71,125,306,0,4,82
302,300,4,141,80,2,20,53
303,630,3,104,456,0,8,59
304,1075,0,66,932,7,19,51
305,115,0,17,94,0,0,4
306,179,2,56,88,0,4,29
307,563,4,198,289,0,50,22
308,382,0,53,166,4,55,104
309,3867,457,1250,1825,2,139,194
310,11754,1301,4354,1849,0,1967,2283
311,15239,174,5780,2442,0,2190,4653
312,616,4,170,128,0,148,166
313,9171,521,2961,2026,10,914,2739
314,6368,231,932,3461,0,924,820
315,22580,1144,3545,4973,0,399,12519
316,273,37,90,73,0,20,53
317,1816,159,268,1160,0,159,70
318,501,9,131,271,0,0,90
319,308,6,81,159,0,1,61
320,506,1,47,352,0,21,85
321,834,162,229,377,0,11,55
322,650,46,238,273,0,68,25
323,1381,440,165,465,0,234,77
324,697,189,92,338,0,0,78
325,540,282,81,103,0,3,71
326,1486,641,170,342,0,116,217
327,780,159,142,384,0,70,25
328,466,30,192,158,0,39,47
329,2838,161,1060,537,0,421,659
330,506,35,94,210,0,26,141
331,39512,98,3574,674,18,2665,32483
332,5853,44,2807,1685,19,611,687
333,1436,562,92,708,0,11,63
334,807,80,222,347,0,30,128
335,1921,349,1341,187,5,22,17
336,599,179,244,144,0,19,13
337,1355,2,42,1144,0,3,164
338,118,0,53,44,0,0,21
339,767,0,55,649,0,0,63
340,4536,38,1901,780,5,198,1614
341,4759,732,1366,2122,0,44,495
342,1528,1,134,1329,7,15,42
343,588,3,104,463,0,0,18
344,224,2,30,134,0,34,24
345,806,28,431,319,0,3,25
346,6598,122,4371,703,3,820,579
347,2402,16,399,1607,133,168,79
348,11317,0,4423,177,0,242,6475
349,14506,31,6387,4058,0,3185,845
350,921,102,681,127,0,4,7
351,5074,225,2100,2174,3,103,469
352,155,0,0,73,1,0,81
353,256,56,39,137,0,5,19
354,16775,21,391,16362,0,1,0
355,24726,1529,439,22651,1,64,42
356,22968,839,7918,3617,0,411,10183
357,668,10,227,318,0,36,77
358,950,16,415,406,0,31,82
359,665,2,261,279,0,48,75
360,563,26,261,253,2,4,17
361,796,150,171,327,0,41,107
362,3412,61,681,642,0,1935,93
363,661,84,45,513,0,2,17
364,394,77,46,271,0,0,0
365,798,63,256,295,0,25,159
366,4299,187,1108,906,0,1585,513
367,4617,101,3396,948,0,81,91
368,540,0,184,312,3,26,15
369,1023,8,312,601,0,38,64
370,3402,309,1507,1067,0,72,447
371,2090,279,488,1132,2,16,173
372,2649,882,443,1039,0,21,264
373,3684,206,2183,441,0,30,824
374,4566,701,1452,728,0,833,852
375,424,5,114,296,0,0,9
376,2698,112,1132,586,16,703,149
377,3178,38,706,192,0,273,1969
378,8184,118,4916,1679,0,53,1418
379,829,8,83,416,8,11,303
380,267,41,28,176,0,15,7
381,1482,235,217,528,0,119,383
382,352,18,101,227,0,5,1
383,4127,95,159,3650,0,87,136
384,726,39,158,501,0,9,19
385,191,0,108,54,0,14,15
386,211,23,47,106,0,26,9
387,702,184,83,295,0,51,89
388,1840,17,193,1488,0,53,89
389,1624,362,186,966,0,65,45
390,529,36,154,210,0,88,41
391,2663,480,432,1713,0,5,33
392,354,34,59,257,0,0,4
393,914,59,41,380,0,361,73
394,958,23,163,509,0,33,230
395,7584,17,5017,734,0,908,908
396,2959,2,1431,347,0,856,323
397,3099,72,1617,196,0,459,755
398,1501,274,496,198,0,180,353
399,10261,231,6209,163,0,1002,2656
400,376,2,73,258,0,25,18
401,44013,291,6698,2766,2,3758,30498
402,7254,0,1180,165,0,4607,1302
403,33369,61,9018,392,1,5542,18355
404,6776,17,1002,368,0,2195,3194
405,4302,667,1834,516,0,1053,232
406,12829,122,4143,770,0,6597,1197
407,11663,626,2487,1012,0,4809,2729
408,17632,218,13051,396,0,2877,1090
409,17294,44,8055,1541,0,6853,801
410,8344,10,4483,268,0,3137,446
411,663,0,3,0,0,660,0
412,20496,255,4111,1000,0,14962,168
413,2416,193,162,447,0,1587,27
414,9805,206,2296,937,1,4173,2192
415,16135,235,9063,2229,1,3013,1594
416,4176,21,2987,288,0,385,495
417,5808,10,1762,57,0,3604,375
418,3550,96,798,321,0,1982,353
419,264,3,45,198,0,9,9
420,197,31,7,155,0,2,2
421,602,187,136,163,0,87,29
422,1669,13,268,240,0,211,937
423,309,59,21,193,1,31,4
424,608,59,129,380,0,23,17
425,638,76,34,161,0,4,363
426,1631,250,100,160,0,1119,2
427,13597,274,8485,1050,0,2903,885
428,10649,568,6513,1183,0,1679,706
429,10546,13,3110,393,0,6876,154
430,21621,291,10998,680,0,8212,1440
431,4542,106,1383,245,0,1569,1239
432,11667,468,4554,706,0,3413,2526
433,2938,73,763,700,0,378,1024
434,4626,737,322,709,0,2196,662
435,17471,227,9548,2027,0,2656,3013
436,1934,349,499,942,0,106,38
437,413,132,38,216,0,12,15
438,546,33,50,430,0,7,26
439,895,269,98,474,33,10,11
440,765,33,71,621,0,22,18
441,816,117,147,497,0,5,50
442,445,53,29,338,0,9,16
443,235,25,22,138,0,1,49
444,936,49,169,545,0,104,69
445,644,103,111,409,0,7,14
446,345,77,84,147,0,30,7
447,527,74,151,277,0,10,15
448,1547,437,397,698,0,4,11
449,1526,375,162,951,0,24,14
450,4576,412,2156,1401,0,370,237
451,1196,295,97,728,4,12,60
452,1118,2,26,1056,0,26,8
453,1583,303,193,862,0,199,26
454,1066,10,91,860,0,61,44
455,723,133,40,523,0,11,16
456,634,18,256,309,0,34,17
457,248,0,86,138,0,3,21
458,295,19,68,201,0,1,6
459,958,139,132,636,0,7,44
460,43547,170,232,5539,3,37441,162
461,397,5,148,182,0,9,53
462,1452,372,223,806,0,8,43
463,303,20,113,76,0,20,74
464,326,7,116,184,0,14,5
465,2162,726,260,1076,0,66,34
466,4597,3257,182,963,0,165,30
467,6363,683,2440,1728,1,99,1412
468,1129,135,194,676,0,30,94
469,1038,89,347,549,2,9,42
470,923,87,158,470,0,136,72
471,1648,483,162,891,2,49,61
472,1507,28,520,736,0,101,122
473,614,39,103,422,0,38,12
474,264,12,21,200,0,3,28
475,1784,771,208,662,0,97,46
476,2132,348,292,1395,0,27,70
477,890,101,54,678,1,8,48
478,2480,1106,774,489,0,65,46
479,1780,11,780,895,0,53,41
480,306,12,40,244,0,8,2
481,429,78,73,255,0,4,19
482,216,12,62,112,0,8,22
483,1299,177,570,437,0,16,99
484,3340,218,1488,1037,0,264,333
485,2613,443,860,1119,0,131,60
486,1485,574,453,387,0,62,9
487,772,80,124,523,0,17,28
488,947,8,199,561,0,139,40
489,412,9,76,315,0,2,10
490,2793,346,278,1588,0,435,146
491,550,290,65,187,0,3,5
492,847,200,319,235,0,21,72
493,646,3,264,341,0,5,33
494,974,81,321,507,0,32,33
495,505,5,111,261,19,64,45
496,1064,20,264,668,0,27,85
497,1956,13,186,1561,41,47,108
498,1173,169,252,667,0,18,67
499,1651,394,322,854,0,24,57
500,214,0,16,156,0,4,38
501,193,35,6,118,0,3,31
502,836,311,67,438,0,6,14
503,1915,184,152,1458,3,87,31
504,8888,688,1731,2274,0,1644,2551
505,287,26,16,191,0,5,49
506,1973,42,247,1225,0,419,40
507,649,86,132,326,2,22,81
508,5820,4,3511,448,0,1018,839
509,2128,214,885,561,0,144,324
510,282,0,48,175,5,35,19
511,4779,382,878,2528,8,234,749
512,308,1,78,137,1,33,58
513,312,10,54,231,4,3,10
514,1334,239,205,765,2,23,100
515,509,33,67,336,0,8,65
516,205,1,37,152,0,4,11
517,1115,168,49,704,0,33,161
518,3286,617,480,1991,0,74,124
519,7427,56,481,4898,0,1874,118
520,1003,82,242,580,0,37,62
521,2819,314,433,1461,0,112,499
522,954,87,184,436,0,4,243
523,1424,738,159,466,0,6,55
524,260,8,155,45,0,16,36
525,663,25,107,466,0,38,27
526,760,42,108,543,8,14,45
527,1355,142,437,651,0,24,101
528,1570,101,421,826,21,35,166
529,1034,291,134,459,1,40,109
530,8667,1035,3666,2181,0,432,1353
531,5216,3256,944,953,0,27,36
532,871,122,94,628,0,4,23
533,7426,58,524,6781,0,27,36
534,1288,67,344,434,0,377,66
535,1280,209,235,783,0,39,14
536,669,151,63,380,0,22,53
537,3725,321,801,1276,12,916,399
538,699,44,336,233,51,5,30
539,4735,654,1042,1471,0,532,1036
540,3855,251,1253,1955,51,215,130
541,1778,176,198,1332,0,26,46
542,2520,3,682,1199,0,69,567
543,4266,123,547,2712,0,80,804
544,645,81,139,353,0,38,34
545,1390,28,391,916,0,18,37
546,29694,41,2353,11692,0,449,15159
547,6916,205,2958,681,0,551,2521
548,822,75,124,557,0,46,20
549,3121,100,1807,854,1,42,317
550,639,24,198,372,0,2,43
551,1286,99,136,573,0,290,188
552,292,1,32,122,0,0,137
553,278,29,17,175,0,26,31
554,549,67,114,330,0,1,37
555,873,29,170,586,0,56,32
556,173,0,1,172,0,0,0
557,9318,122,667,5078,0,90,3361
558,23913,158,13464,2083,17,258,7933
559,578,31,129,370,0,14,34
560,2612,12,1829,604,0,113,54
561,955,80,66,446,11,276,76
562,390,57,14,222,0,11,86
563,16301,1779,2264,2869,7,5189,4193
564,1663,665,181,742,0,18,57
565,1433,4,685,382,0,186,176
566,1074,93,74,418,0,96,393
567,1823,272,183,651,0,452,265
568,693,73,42,407,0,77,94
569,190,2,12,160,0,9,7
570,470,133,91,236,0,0,10
571,188,2,5,130,1,2,48
572,609,0,19,568,0,12,10
573,278,54,2,189,0,15,18
574,442,24,43,342,0,4,29
575,819,98,36,572,0,48,65
576,507,33,66,260,0,46,102
577,375,7,14,346,0,2,6
578,624,107,85,404,0,14,14
579,2323,654,40,854,0,242,533
580,555,33,31,237,0,114,140
581,392,91,15,260,0,1,25
582,2028,419,149,1373,0,43,44
583,3097,1291,294,1433,0,28,51
584,552,62,46,405,0,20,19
585,529,97,68,320,0,7,37
586,755,253,39,399,0,14,50
587,383,0,14,369,0,0,0
588,368,33,28,277,0,5,25
589,509,54,26,337,0,43,49
590,574,261,33,225,0,46,9
591,820,69,76,570,0,23,82
592,477,54,26,257,11,81,48
593,3107,168,149,243,0,1119,1428
594,516,14,76,304,0,17,105
595,3295,86,111,3088,0,0,10
596,696,130,27,518,0,15,6
597,935,5,113,487,0,282,48
598,776,66,254,371,2,43,40
599,169,0,17,135,0,7,10
600,247,9,22,209,0,1,6
601,1585,56,866,555,0,36,72
602,4387,290,1116,338,0,873,1770
603,4725,510,1035,847,5,1253,1075
604,6263,155,593,1825,0,2901,789
605,12484,784,1800,1564,0,7138,1198
606,2269,19,594,785,9,751,111
607,5006,2274,334,1451,0,117,830
608,9208,422,2018,1142,0,4110,1516
609,1862,175,334,561,0,126,666
610,465,33,49,235,0,94,54
611,1304,102,147,926,0,58,71
612,1817,69,455,595,0,673,25
613,555,133,21,341,0,59,1
614,509,21,43,434,0,3,8
615,367,9,73,255,0,10,20
616,646,6,7,625,0,7,1
617,434,76,23,319,0,10,6
618,104,3,15,69,0,10,7
619,319,0,36,278,0,2,3
620,1042,110,101,655,0,52,124
621,691,234,25,407,4,13,8
622,327,10,2,300,0,5,10
623,258,3,19,188,0,13,35
624,97,0,14,83,0,0,0
625,743,108,51,570,0,1,13
626,370,6,37,318,0,7,2
627,835,200,117,446,0,6,66
628,714,27,119,457,64,25,22
629,407,3,44,286,0,8,66
630,829,130,84,581,0,11,23
631,906,10,9,869,0,4,14
632,1491,693,74,682,0,23,19
633,1380,53,109,1084,0,61,73
634,1614,369,56,461,0,48,680
635,484,13,66,306,0,32,67
636,711,214,67,380,0,5,45
637,441,3,150,109,8,30,141
638,309,32,18,230,0,3,26
639,471,176,9,220,0,2,64
640,303,8,13,245,0,2,35
641,275,10,3,242,0,0,20
642,228,0,38,142,0,0,48
643,324,4,10,279,0,2,29
644,796,198,56,485,0,43,14
645,986,6,153,794,0,8,25
646,244,1,9,232,0,0,2
647,164,1,58,83,5,0,17
648,317,14,58,233,0,6,6
649,657,190,20,374,0,22,51
650,713,80,71,535,0,16,11
651,964,53,21,827,0,30,33
652,639,65,81,380,0,23,90
653,1688,133,119,1355,3,37,41
654,466,3,83,312,0,0,68
655,984,2,348,528,0,44,62
656,6782,114,1898,1031,0,2762,977
657,626,109,154,322,0,17,24
658,168,0,48,87,0,6,27
659,674,36,298,293,0,39,8
660,5746,391,1621,1415,0,1743,576
661,9035,651,712,5583,0,2019,70
662,212,2,31,141,0,0,38
663,253,6,13,202,0,3,29
664,385,12,38,279,0,15,41
665,812,75,231,477,0,3,26
666,359,13,101,178,0,16,51
667,509,71,69,347,0,7,15
668,367,7,30,175,0,138,17
669,578,48,28,422,0,22,58
670,747,26,36,610,0,13,62
671,867,172,324,336,0,6,29
672,364,20,107,195,0,27,15
673,515,48,40,398,0,9,20
674,959,183,144,564,0,14,54
675,927,124,273,430,0,72,28
676,3360,421,331,1076,0,1315,217
677,2894,1158,286,1351,0,33,66
678,334,6,88,211,0,11,18
679,1162,470,42,568,0,66,16
680,1528,866,171,372,0,6,113
681,1014,174,186,574,0,24,56
682,928,69,193,628,0,4,34
683,382,180,28,158,0,2,14
684,848,210,64,530,0,20,24
685,419,24,86,253,0,20,36
686,922,139,416,351,0,3,13
687,3049,2080,160,737,0,50,22
688,2322,148,50,2081,0,20,23
689,368,84,97,153,0,5,29
690,887,165,137,478,0,19,88
691,314,41,24,212,0,6,31
692,895,237,206,321,0,22,109
693,389,24,19,337,0,5,4
694,221,3,72,141,0,3,2
695,377,0,131,173,0,2,71
696,1323,21,134,303,43,734,88
697,2917,46,2197,147,259,170,98
698,1450,447,120,645,78,59,101
699,624,64,155,89,234,50,32
700,11793,1075,1640,2045,105,5739,1189
701,1352,220,190,503,1,190,248
702,2985,237,650,1493,2,114,489
703,438,16,121,187,10,15,89
704,358,5,59,56,40,109,89
705,1847,69,121,1268,89,146,154
706,7359,2417,337,1479,840,1623,663
707,4612,668,585,2121,63,633,542
708,941,64,74,591,0,0,212
709,1765,374,298,811,2,54,226
710,1131,135,431,525,5,1,34
711,558,23,131,247,13,20,124
712,1310,55,162,433,146,187,327
713,1144,68,324,242,65,149,296
714,284,145,5,105,14,12,3
715,22978,948,12433,1112,26,5578,2881
716,2240,9,558,429,0,443,801
717,1306,31,106,914,0,82,173
718,4424,388,756,633,0,795,1852
719,336,18,65,207,13,16,17
720,1816,34,612,302,2,738,128
721,3275,1228,392,1294,0,58,303
722,528,43,74,249,0,47,115
723,1693,109,353,1005,0,88,138
724,2630,491,268,1729,8,42,92
725,566,54,121,155,0,137,99
726,748,216,118,216,0,12,186
727,264,0,15,227,6,0,16
728,8213,1750,1575,1351,0,2121,1416
729,5621,1028,1118,2288,6,498,683
730,8617,1581,2797,2263,2,1132,842
731,187,16,79,69,0,10,13
732,5387,862,885,2119,0,811,710
733,4696,1261,472,2694,0,194,75
734,2719,182,554,570,1,242,1170
735,535,5,43,318,2,54,113
736,14034,1226,5230,1423,0,268,5887
737,4781,445,1133,785,0,1860,558
738,593,0,35,546,0,4,8
739,8006,414,3098,2180,1,901,1412
740,636,22,76,464,0,20,54
741,1001,247,149,525,0,36,44
742,22378,1907,9993,6244,12,1648,2574
743,4377,153,1397,817,120,711,1179
744,1842,49,85,1319,0,54,335
745,291,44,78,118,0,9,42
746,1787,175,697,531,52,160,172
747,350,6,40,226,6,61,11
748,128,6,41,66,0,3,12
749,1338,47,167,313,0,801,10
750,13036,867,1662,697,2,9271,537
751,29764,3539,4340,1935,0,16317,3633
752,33981,913,3890,2278,0,24815,2085
753,219,8,55,140,1,7,8
754,1257,19,103,1035,17,67,16
755,1675,27,384,558,2,177,527
756,2018,90,599,386,20,320,603
757,159,4,7,135,0,0,13
758,766,133,25,500,0,19,89
759,337,37,68,138,0,60,34
760,295,32,41,185,0,10,27
761,2166,312,445,1317,0,43,49
762,193,15,20,102,0,9,47
763,4741,29,2354,2266,0,7,85
764,1848,707,80,957,0,50,54
765,752,152,84,464,0,28,24
766,627,40,80,448,0,16,43
767,11706,1254,1436,1986,0,6786,244
768,8025,195,4181,590,14,2744,301
769,2670,7,1518,348,0,565,232
770,1450,256,212,789,0,139,54
771,1654,421,350,800,0,7,76
772,254,60,36,76,0,27,55
773,1721,173,307,485,0,395,361
774,2008,200,369,933,0,434,72
775,530,46,64,316,1,30,73
776,887,8,137,679,0,25,38
777,7600,998,2187,3401,0,136,878
778,7068,16,1354,5503,0,12,183
779,184,5,47,100,0,27,5
780,866,47,290,473,3,38,15
781,279,6,38,158,0,34,43
782,446,5,84,295,0,34,28
783,515,0,175,28,0,11,301
784,656,169,63,371,0,39,14
785,403,36,36,273,0,44,14
786,148,32,17,93,0,3,3
787,686,164,70,389,0,38,25
788,406,10,75,251,0,65,5
789,297,12,48,218,0,17,2
790,356,4,43,265,0,28,16
791,1226,163,307,669,3,73,11
792,116,0,8,97,0,5,6
793,503,71,68,321,0,33,10
794,185,21,67,74,0,23,0
795,2407,18,640,395,1,1145,208
796,6589,1374,445,1988,16,2455,311
797,11087,264,4848,519,0,4127,1329
798,967,28,84,424,0,387,44
799,199,0,26,131,0,33,9
800,1539,83,73,1075,0,18,290
801,2206,345,597,821,0,329,114
802,222,5,15,159,0,17,26
803,610,10,30,560,3,7,0
804,546,48,48,353,0,14,83
805,449,55,47,261,0,15,71
806,9340,675,880,1009,15,5603,1158
807,281,71,23,131,0,38,18
808,128,0,1,123,0,3,1
809,3054,10,310,279,0,1651,804
