TAZ1454,city,area,overlap_area,overlap_pct
1,San Francisco,82010.15697958153,82010.15697958153,1.0
2,San Francisco,125828.77326344323,125828.77326344319,0.9999999999999997
3,San Francisco,59472.89603340877,59472.89603340876,0.9999999999999999
4,San Francisco,77864.46668905826,77864.46668905826,1.0
5,San Francisco,213322.72503531183,213322.72503531183,1.0
6,San Francisco,123283.82601136006,123283.82601136008,1.0000000000000002
7,San Francisco,184633.95249484488,184633.9524948449,1.0000000000000002
8,San Francisco,206497.98182937902,206497.981829379,0.9999999999999999
9,San Francisco,453762.9831471166,453762.9831471165,0.9999999999999998
10,San Francisco,297429.0166856878,297429.0166856879,1.0000000000000002
11,San Francisco,327650.89466924215,327650.894669242,0.9999999999999997
12,San Francisco,215439.3602839758,215439.36028397584,1.0000000000000002
13,San Francisco,107011.67319032556,107011.67319032556,1.0
14,San Francisco,123610.19982302135,123610.19982302135,1.0
15,San Francisco,115178.85118325656,115178.85118325656,1.0
16,San Francisco,498831.66932309413,498831.6693230942,1.0000000000000002
17,San Francisco,615799.3077635447,615799.3077635448,1.0000000000000002
18,San Francisco,433781.23926063447,433781.2392606346,1.0000000000000002
19,San Francisco,507052.8621703862,507052.86217038624,1.0000000000000002
20,San Francisco,397495.0018188553,397495.00181885535,1.0000000000000002
21,San Francisco,318878.7459607635,318878.74596076354,1.0000000000000002
22,San Francisco,354506.8028066556,354506.8028066557,1.0000000000000002
23,San Francisco,367363.4529812377,367363.45298123773,1.0000000000000002
24,San Francisco,159421.46502964242,159421.4650296424,0.9999999999999998
25,San Francisco,85913.75552618194,85913.75552618194,1.0
26,San Francisco,55254.74550373116,55254.74550373117,1.0000000000000002
27,San Francisco,104269.25162837254,104269.25162837253,0.9999999999999999
28,San Francisco,178771.1285450851,178771.1285450851,1.0
29,San Francisco,148779.01224097563,148779.01224097566,1.0000000000000002
30,San Francisco,184937.37437181597,184937.37437181594,0.9999999999999999
31,San Francisco,128417.25302982623,128417.25302982621,0.9999999999999999
32,San Francisco,235856.76950066254,235856.7695006625,0.9999999999999999
33,San Francisco,238359.3150884034,238359.31508840347,1.0000000000000002
34,San Francisco,241816.3839282698,241816.38392826976,0.9999999999999999
35,San Francisco,233947.10830541866,233947.10830541863,0.9999999999999999
36,San Francisco,189727.83934124594,189727.8393412459,0.9999999999999999
